pit_policy,candidate,component,is_candidate,window,executable,n_obs,ann_return,sharpe,maxdd,turnover,baseline_sharpe,sharpe_difference,baseline_maxdd,maxdd_difference,baseline_turnover,turnover_ratio,partial_ic,gate_name,gate_pass,affects_verdict
legal_deadline_plus_one_month_end,B3_dual_target,B3_500,False,2021-2023,True,727,0.08934263917234626,0.7309934248102951,-0.12952484730985636,9.099037138927098,1.000930606530241,-0.26993718171994596,-0.1312448943202561,0.001720047010399739,8.42503438789546,1.0800000000000003,,,,False
legal_deadline_plus_one_month_end,B3_dual_target,B3_500,False,post-IM,True,352,0.03250271433725601,0.3188343652097509,-0.12952484730985625,6.9602272727272725,0.8446896774523189,-0.525855312242568,-0.12103448714531062,-0.00849036016454563,8.352272727272727,0.8333333333333334,,,,False
legal_deadline_plus_one_month_end,B3_dual_target,B3_500,False,pre-IM,True,375,0.1426963819508843,1.0292873261055722,-0.1117246654451749,11.106666666666667,1.127664287358439,-0.09837696125286688,-0.1312448943202561,0.019520228875081203,8.493333333333332,1.307692307692308,,,,False
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,2021-2023,False,727,0.10273942631398926,0.9404031654377044,-0.14914860787450057,10.78404401650619,1.000930606530241,-0.060527441092536605,-0.1312448943202561,-0.01790371355424447,8.42503438789546,1.2800000000000002,,maxdd_worsening,True,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,2021-2023,False,727,0.10273942631398926,0.9404031654377044,-0.14914860787450057,10.78404401650619,1.000930606530241,-0.060527441092536605,-0.1312448943202561,-0.01790371355424447,8.42503438789546,1.2800000000000002,,partial_ic,False,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,2021-2023,False,727,0.10273942631398926,0.9404031654377044,-0.14914860787450057,10.78404401650619,1.000930606530241,-0.060527441092536605,-0.1312448943202561,-0.01790371355424447,8.42503438789546,1.2800000000000002,,sharpe_improvement,False,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,2021-2023,False,727,0.10273942631398926,0.9404031654377044,-0.14914860787450057,10.78404401650619,1.000930606530241,-0.060527441092536605,-0.1312448943202561,-0.01790371355424447,8.42503438789546,1.2800000000000002,,turnover_multiple,True,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,post-IM,True,352,0.07207130321278978,0.7599978363401729,-0.1228943018693861,9.396306818181818,0.8446896774523189,-0.084691841112146,-0.12103448714531062,-0.0018598147240754814,8.352272727272727,1.125,,post_im_maxdd_difference,True,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,post-IM,True,352,0.07207130321278978,0.7599978363401729,-0.1228943018693861,9.396306818181818,0.8446896774523189,-0.084691841112146,-0.12103448714531062,-0.0018598147240754814,8.352272727272727,1.125,,post_im_min_days,True,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,post-IM,True,352,0.07207130321278978,0.7599978363401729,-0.1228943018693861,9.396306818181818,0.8446896774523189,-0.084691841112146,-0.12103448714531062,-0.0018598147240754814,8.352272727272727,1.125,,post_im_partial_ic,False,True
legal_deadline_plus_one_month_end,B3_dual_target,aggregate,True,post-IM,True,352,0.07207130321278978,0.7599978363401729,-0.1228943018693861,9.396306818181818,0.8446896774523189,-0.084691841112146,-0.12103448714531062,-0.0018598147240754814,8.352272727272727,1.125,,post_im_sharpe_difference,False,True
legal_deadline_plus_one_month_end,B3_dual_target,blend,True,2021-2023,False,727,0.10273942631398926,0.9404031654377044,-0.14914860787450057,10.78404401650619,1.000930606530241,-0.060527441092536605,-0.1312448943202561,-0.01790371355424447,8.42503438789546,1.2800000000000002,,,,False
legal_deadline_plus_one_month_end,B3_dual_target,blend,True,post-IM,True,352,0.07207130321278978,0.7599978363401729,-0.1228943018693861,9.396306818181818,0.8446896774523189,-0.084691841112146,-0.12103448714531062,-0.0018598147240754814,8.352272727272727,1.125,,,,False
legal_deadline_plus_one_month_end,B3_dual_target,blend,True,pre-IM,False,375,0.13152657119831515,1.0839897214628205,-0.14914860787450057,12.086666666666668,1.127664287358439,-0.04367456589561858,-0.1312448943202561,-0.01790371355424447,8.493333333333332,1.4230769230769234,,,,False
legal_deadline_plus_one_month_end,B3_dual_target,q1000,False,2021-2023,False,35,,,,,,,,,,,0.1378504756776296,partial_ic_leg,False,False
legal_deadline_plus_one_month_end,B3_dual_target,q1000,False,post-IM,True,17,,,,,,,,,,,0.204463446171505,post_im_partial_ic_leg,True,False
legal_deadline_plus_one_month_end,B3_dual_target,q500,False,2021-2023,False,35,,,,,,,,,,,0.0817737189522634,partial_ic_leg,True,False
legal_deadline_plus_one_month_end,B3_dual_target,q500,False,post-IM,True,17,,,,,,,,,,,-0.21380304120876098,post_im_partial_ic_leg,False,False
legal_deadline_plus_one_month_end,B3_unified,aggregate,True,2021-2023,False,727,0.10669567131507358,0.8427840276530101,-0.13487879755192134,9.099037138927098,1.000930606530241,-0.15814657887723094,-0.1312448943202561,-0.0036339032316652364,8.42503438789546,1.0800000000000003,,maxdd_worsening,True,True
