,g1_growth,g1_value,g2_growth,g2_value,g3_growth,g3_value,g4_growth,g4_value,g5_growth,g5_value
2015-07-03,-0.04790902849743731,-0.05688059703163273,-0.04449247476634126,-0.06715666050357967,-0.04265203086354211,-0.06389025533454759,-0.0552583652107793,-0.06615497028043722,-0.05971341227489836,-0.06813023086038268
2015-07-06,0.027463249610276613,0.06628584252391619,-0.01150863391470591,0.01042354985342874,-0.029899703466979132,-0.018920965823767844,-0.04331741518214196,-0.02397494763397938,-0.05287199199612983,-0.051824582165567346
2015-07-07,-0.026160045173562695,0.042064617180605515,-0.07464583528411742,-0.0427371038744014,-0.054457174363198774,-0.07246942810342305,-0.05119479119791583,-0.071199006712352,-0.05207110572636034,-0.06530221075293587
2015-07-08,-0.06994838049928313,-0.06671720926310577,-0.04730945144342667,-0.07281101854634194,-0.016604314782035997,-0.040137981643369375,-0.015113624884610492,-0.03439837329593856,-0.025783029448711477,-0.035239888510289676
2015-07-09,0.07210549102209314,0.06688390693884533,0.058188094710938096,0.07623616174056251,0.03152063004739217,0.05752029362356902,0.024140672516061765,0.05307910910000592,0.025746556239159096,0.03971003147263138
2015-07-10,0.06750610362492315,0.040183552035522596,0.06045386758235244,0.0762859034686345,0.042128234761547055,0.06512346992219116,0.027610146682910962,0.05725603465765213,0.029619771271492564,0.04392040204292267
2015-07-13,0.011003864002123213,-0.009841042718361764,0.0632467636922744,0.06504749089267654,0.04969601321533057,0.0763699347887361,0.044535552807673545,0.06875896880965267,0.03871781021291358,0.05694541006168933
2015-07-14,-0.04694014311462297,-0.03763122349491472,0.007156428484910402,-0.030783031909775764,0.029943846443441176,0.005588852347399315,0.03021359970480669,0.010254177649645027,0.03269662898972084,0.025528135175194495
2015-07-15,-0.04620318927665037,-0.004581957965499305,-0.07324378854561744,-0.06730367169529139,-0.04629516716687787,-0.07114881365705013,-0.036493555101838146,-0.06227849905456999,-0.037482307050692006,-0.05100719904223935
2015-07-16,0.0037157728669638024,-0.00638573345672431,0.01720697402522768,0.023288096513992267,0.022710493722384293,0.02261618077962127,0.014603396667674478,0.017665071475157754,0.008686867531813868,0.011881114452716272
2015-07-17,0.044205190545747196,0.016208746533108286,0.06643249496926422,0.04870481535661633,0.05506109942068411,0.055410891198073214,0.05115850480331851,0.055340436423145005,0.048389791443301036,0.05491191964196811
2015-07-20,-0.0037745606127716153,-0.005432320337346121,0.02284013839903655,0.003668560261409956,0.020998795516648825,0.00971412648515062,0.029850856040902655,0.0140893936947064,0.029178729151221824,0.021357642042400173
2015-07-21,0.004640049717730536,-0.007696304248046485,0.008086418271675114,0.009391830472319894,0.010455062853339196,0.01457430882450965,0.023642766699558476,0.016137751305567487,0.021962089126259007,0.023297877490420824
2015-07-22,-0.004275400019290699,-0.007425362902738993,0.009962146166758338,-0.001137688953097658,0.011576445020610133,0.013064213308899373,0.015536413299817095,0.008644635779785715,0.019121169167193825,0.016375949770256634
2015-07-23,0.0241682536588707,0.014378051816511615,0.03018806518063866,0.024088665676939687,0.027429616706475438,0.03174173322226079,0.0277191446778138,0.03125293914301678,0.033432134963595164,0.03218250239876892
2015-07-24,-0.012354237604275356,-0.012552610768787666,-0.026960238976753096,-0.014299337845049841,-0.010384877458825494,-0.015905521390826394,-0.009420148915300465,-0.017146719030412077,-0.00640813184327834,-0.013159695080210157
2015-07-27,-0.09013104043856499,-0.08990299661327285,-0.08470308872148792,-0.08479212358656928,-0.06773592161666182,-0.08484542329733541,-0.06801644739095143,-0.07856770213865778,-0.06415226589268723,-0.06965355449845058
2015-07-28,0.014603797370157923,-0.0005808882258545895,-0.0014911115455623627,0.0005004124404536491,-0.02042526601675597,-0.018388207709227417,-0.03988552578980039,-0.025106541893321944,-0.04506293078383562,-0.03521329531137692
2015-07-29,0.021795462432330787,0.01732549376266483,0.04052731018846079,0.044401289930984626,0.04433868088481928,0.053511401339876835,0.043183553960584514,0.0493909026110401,0.04694845331512916,0.05156643445013253
2015-07-30,-0.03192662612251716,-0.024988171501435178,-0.037002628848662324,-0.03633662155272599,-0.031080107537269475,-0.02746223003646926,-0.02888376268267527,-0.028201533527206318,-0.028392217724822897,-0.021181615520531903
2015-07-31,0.006707160015032239,0.0024378926684116516,-0.006668960749771799,0.00819424166049081,-0.01647462651265909,-0.002748699883311294,-0.021406372684299558,-0.01086192083249013,-0.024494666660586188,-0.01726020796462551
2015-08-03,0.007088545895294137,0.021400022311370524,-0.020560396581055025,0.023551313314651164,-0.037272387412000854,-0.00159739310489541,-0.047781775075107606,-0.021245817426809255,-0.05668737732678535,-0.0417052632788938
2015-08-04,0.027532828494046604,0.013481121021810098,0.04947963871494418,0.03337304577102873,0.05550786087456556,0.051220829627957945,0.0569216524010325,0.05477399665282134,0.05928930989863035,0.060684481702691716
2015-08-05,-0.027927882311846116,-0.020801999425353403,-0.024606873828433865,-0.022144720549891892,-0.012393854901138026,-0.014451716299312117,-0.008311963992145812,-0.009374835536619365,-0.00227641396871491,-0.0031911091687019557
2015-08-06,-0.02030588602996592,-0.005856794616043208,-0.014387716531641347,-0.010279818687774247,-0.00938900347802862,-0.0074751985403586395,-0.002696785545920176,-0.004335166141150578,0.0009443731650885666,-0.0014008109597038543
2015-08-07,0.018090519062273356,0.010745394264363299,0.028990460698969146,0.019174229169250347,0.029928226455771437,0.02776722593702254,0.034577277592053465,0.029086554121167153,0.0398674606847299,0.033806806578127464
2015-08-10,0.05081429234725095,0.040023490205120485,0.05718735880823554,0.04350050458870281,0.0474031130217048,0.04824130793268573,0.04987872090319647,0.04817121907141052,0.04894110911796522,0.049775266355616285
2015-08-11,-0.00845910625035559,-0.00398732071465573,7.526037988298764e-05,0.0001956162324584903,-0.0008741087884201864,0.0006276022148128584,0.002456717942602565,0.01207193493176464,0.005971037242031672,0.014283476086838913
2015-08-12,-0.01436292947121484,-0.006725633215644447,-0.01184057711291205,-0.013327302549042297,-0.01793339919663604,-0.011186783958309418,-0.015045775030459587,-0.012327585725394509,-0.013175169131551735,-0.007870401828608244
2015-08-13,0.012080873669849926,0.006308233849523407,0.019537041077112627,0.0231785004705044,0.019589824074948876,0.024280283342484707,0.025596201975164205,0.0239106031146513,0.028689061980567726,0.030008738949578957
2015-08-14,0.006158237107671642,-0.00165343046919883,0.003765880113447498,-0.0035495209214757187,0.004327397690758189,0.006153368197901191,0.004906245182412453,0.004654061193771791,0.007445251026319379,0.015433609318294237
2015-08-17,-0.006579858329287429,-0.007613177298739174,0.004672246061953829,0.01762853564193101,0.007847546753697468,0.0282340419978956,0.016477225652384225,0.025048751303211225,0.013574930686909601,0.025844620937603317
2015-08-18,-0.060227804374572404,-0.04840460676535492,-0.06427468277549425,-0.07583047020088207,-0.07070299058798507,-0.07797931944624946,-0.0676049583997568,-0.08098421463251951,-0.06710149349180655,-0.07086938781765792
2015-08-19,0.011203780073537742,0.008372011429059602,0.0226704074440371,0.021031322756949026,0.024422532816053683,0.021528533981410067,0.025371152965042,0.023382952061030565,0.024186742264144283,0.02353810342835811
2015-08-20,-0.030820759204745495,-0.022015918815352562,-0.043559031407022046,-0.02733361827242364,-0.03212879575969326,-0.035901245268665075,-0.025886985454643345,-0.03365432961126814,-0.029348101057316157,-0.035212557569576954
2015-08-21,-0.05635305571382718,-0.02757303145637012,-0.05711350894376429,-0.05410412095223454,-0.055755775342932905,-0.05087441363237776,-0.05541700744667855,-0.05802755819367914,-0.05158021713704461,-0.05750198103000573
2015-08-24,-0.08003465355255564,-0.08834352761869581,-0.0902208141341948,-0.08788286620599316,-0.07922479033167486,-0.08446161545473022,-0.07422344806110662,-0.0834776490607916,-0.0722012662327156,-0.08030473501775941
2015-08-25,-0.0710062150254167,-0.07263693849591951,-0.08085406543119425,-0.07965831485474624,-0.07384526908227013,-0.08163291295502903,-0.0682829548472308,-0.08011789414944849,-0.0689225251303961,-0.07862002467169019
2015-08-26,-0.007058883767168048,0.01900561633413769,-0.03828402579773793,-0.013086196926111276,-0.04018109049373053,-0.034248308019211575,-0.044225405536364254,-0.03088269210002771,-0.03602621468002779,-0.0386733022097296
2015-08-27,0.05782769983155585,0.06001007256024326,0.05660684837532327,0.050366080172367836,0.0320571870972044,0.043076750676726436,0.027726693040040544,0.04207379739894927,0.02878158819217135,0.03541652231647103
2015-08-28,0.04248398106477592,0.02925086595874191,0.06277125310681313,0.05683331242752033,0.05702664059544851,0.0644756947410511,0.0571198460272963,0.06390552731405372,0.05677408669922635,0.061281381203638914
2015-08-31,0.0008418718412191986,0.019737038158339045,-0.004138263163500545,-0.0013047601233050997,-0.03184093391177543,-0.020978022323829847,-0.03868202579507008,-0.04208261204442716,-0.03292074062071683,-0.04053755095954131
2015-09-01,0.0035512887683041357,0.02779626872207419,-0.022859394855693615,-0.0055180437918092885,-0.06047282296024726,-0.04557098173742831,-0.06056886265219566,-0.060425974411913885,-0.05890065125552567,-0.0635152888108739
2015-09-02,0.00013469859962493143,0.015771209202687354,-0.001992328631430419,0.0033141045094425238,-0.021593317185844944,-0.011090945775038432,-0.030211695636973113,-0.008820579671512098,-0.043982928819518055,-0.03827650561670887
2015-09-07,-0.028255884973378297,-0.05632779704568999,-0.01750404778806555,-0.026945032833976375,-0.003797993569984858,-0.00033776209407668597,0.01691286187888101,0.010354461769147717,0.02086290791319834,0.018376139295338788
2015-09-08,0.021026334645159264,0.018103474900326842,0.04090177389450185,0.026937622150388772,0.040384680069021524,0.03780357011758054,0.04560332988384436,0.04184979230417524,0.047564047908002796,0.049034021149118055
2015-09-09,0.022987926878575635,0.011605419078129899,0.02523279363005585,0.02267057087930659,0.03363425236015194,0.028522077115057918,0.03486305002459122,0.03434797959173411,0.039879112086982936,0.03671190096499642
2015-09-10,-0.01496871862560243,-0.0030831304530241532,-0.02071492178637813,-0.023514891046543137,-0.010708280019572743,-0.019873858684278826,-0.009508360439511107,-0.019328530686529694,-0.013241340512302658,-0.01654613594959372
2015-09-11,-0.00266584479551064,-0.008226598765576982,0.0013252491393803618,0.0015649253616982126,0.004184119473852179,0.0024668177107419025,0.013585196295301203,0.012252267550405132,0.014294316488966554,0.013068818260361367
2015-09-14,-0.038647811029732276,0.006624551874192407,-0.062416569535102225,-0.03538538942683789,-0.06719633790910445,-0.06735308898439288,-0.06426985766659413,-0.07161971622635759,-0.06566511588189416,-0.07253377944588237
2015-09-15,-0.03604128031674171,-0.019234736371788904,-0.05880307295989475,-0.05023428071762083,-0.05196719171569817,-0.05608726744156917,-0.046611578708828594,-0.054409266755139254,-0.0513501983049317,-0.05072246258792727
2015-09-16,0.06368708582281278,0.025825564321526107,0.07979437595590233,0.06933482056073448,0.06789349878589117,0.07069833936483441,0.06250182642212232,0.07380702246529616,0.061712613511634255,0.0703657555394257
2015-09-17,-0.014789417549844216,-0.022450217835231878,-0.02356376033105755,-0.026130594252047345,-0.011241173760276805,-0.02504644296573937,-0.004017977797866192,-0.021760967676000678,-0.012027246620400129,-0.018183053773169252
2015-09-18,0.012066422456348574,-0.0027877473874155225,0.01088470485601767,0.005330014551781403,0.013735529598640817,0.008739532294529293,0.014413686387205141,0.010271149231884635,0.016822092047198294,0.013325372699663166
2015-09-21,0.01889280036560832,0.00250033094575127,0.039959023058787166,0.020504304763450023,0.0434591226327981,0.02837486349870852,0.0382565192108926,0.0339156161723098,0.0373354069924326,0.03354762305845522
2015-09-22,0.02079962630798733,0.006878636033247837,0.01613945426823966,0.008444138464177329,0.004825321742321796,0.00631715767607061,0.00434677602105872,0.010932049932828737,0.006914500860190986,0.008137585113023774
2015-09-23,-0.031363197194975344,-0.02322100954410156,-0.01441229980342276,-0.022870663076740294,-0.004521906386299961,-0.018928001908110934,-0.002296436107131559,-0.017232693107740824,-0.0025900671259888645,-0.011221241273332915
2015-09-24,0.007733464000537194,0.0031618220931652957,0.014476007478974005,0.005594804787140411,0.016580346764001556,0.01411019093767355,0.011179031258021374,0.015358876477871337,0.015166228491420191,0.016429396145813742
2015-09-25,-0.026250046942226723,0.0019935132549354345,-0.031934021870849975,-0.02726809161202963,-0.03795780380352588,-0.027362665667350065,-0.03334244722337743,-0.032517777042645725,-0.03564181048799768,-0.03290766208326183
2015-09-28,0.007640118192765299,-0.005867824004400021,0.017991325417354456,0.004808748838331731,0.032004236693098716,0.011775372014390403,0.027438346643509387,0.018450834531965273,0.02726097169278516,0.018495583370912
2015-09-29,-0.01840589261336312,-0.018721733269767605,-0.016879698978099426,-0.021677699978682238,-0.013050574450011999,-0.02163754518886634,-0.015190893415086433,-0.01843960318629837,-0.013255935131554725,-0.017347047430991247
2015-09-30,0.012908462585437307,0.007327441529085618,0.00731662500873971,0.006861779449794474,0.0037346596987637547,0.0025348819948870106,0.0012350343271638306,0.0028157604683139094,-0.003062421772434819,0.0018344504989457715
2015-10-08,0.036578562155435757,0.02150881345939743,0.03422394368348385,0.031616650819444016,0.043175539823107796,0.0398161174449826,0.04394800473918924,0.03886041424031192,0.04022987889286841,0.03755171313938385
2015-10-09,0.010115814812449626,0.007522314237803841,0.01774307425524575,0.015107823789299904,0.0149093380400514,0.014486462997001504,0.014061493911665722,0.016592283703964317,0.01415438062518291,0.018646580476618796
2015-10-12,0.04001313776894129,0.023922878155624,0.040211052962938656,0.03600723590081211,0.03465256043783173,0.03909907548447897,0.03596847803109697,0.042163140989776166,0.0428863047575582,0.04244232738982444
2015-10-13,0.00033026572085726597,-0.005703744211703904,0.008291360804411303,-0.0007931117951382402,0.0105246991592176,0.007960348264328152,0.014511032277796104,0.01264478398288399,0.016693289779938367,0.014123392111192262
2015-10-14,-0.015459666804799503,-0.0072964651204086035,-0.015281354042601567,-0.011546142474832094,-0.015094228486020168,-0.013831826331370561,-0.01056344344301219,-0.015049160281451235,-0.009023858754271894,-0.014718541616081797
2015-10-15,0.02350711222257036,0.0143508764229205,0.036130991137048686,0.01991754402199949,0.031750483211807845,0.026318347459256035,0.02828345071308389,0.029648373004779207,0.031293722698899594,0.032675716275682436
2015-10-16,0.016875127022079488,0.0067884862816963605,0.025623426945675765,0.014809656809684902,0.017144822809310175,0.01797096320617253,0.010299456108620918,0.01725427775232238,0.013854617586856771,0.017640129849084137
2015-10-19,0.004399631851129747,-0.005709162183523929,-0.0012003523483447374,-0.000323948060450124,-0.0049039298738888385,0.0032623826350456618,-0.003977861547355409,0.002345859085441811,-0.0006330488455121451,0.005880180772637682
2015-10-20,0.00580153548425352,0.004233265008815545,0.023015788136509112,0.009486567433083468,0.020917015682878525,0.014037186616471029,0.019898175851179707,0.01516134668986398,0.01953046469831704,0.01713332176756551
2015-10-21,-0.03979158343041486,0.004986571288533283,-0.062016089181991495,-0.05200133307393807,-0.0618739417284945,-0.06512540224028346,-0.054355508179295395,-0.06889157495403017,-0.06176161272861357,-0.06649116008375075
2015-10-22,0.0125189073729726,-0.005550404423937413,0.03615334778054116,0.026333265000780356,0.04284284617782473,0.0343167198423744,0.03975925054582663,0.03707870526530145,0.043997044092185356,0.03997852583372914
2015-10-23,0.012512577709342394,0.00241264347974978,0.017202245383454825,0.01683696372501238,0.03074588603256668,0.02790470991856165,0.027636537888954597,0.029525918500892888,0.03842627329853129,0.03295138308053056
2015-10-26,0.005471536662077586,0.0014748546772313698,0.004787604692478803,0.004240607986959848,0.003760553562112739,0.006441983882998582,0.004299874292944852,0.007460631904911271,0.011071027502164148,0.009925923720952528
2015-10-27,-0.004859790346532107,-0.005527176296844201,0.010732239922389995,0.0008582001063963753,0.012456591694481866,-0.0011842892132573428,0.010151320803982365,0.0034006518817939263,0.009158721700211465,0.00584263240341749
2015-10-28,-0.021936669606892025,-0.006157683556638292,-0.02803742197608512,-0.013297123134729314,-0.030580404678946814,-0.02064530221317036,-0.02281161636123079,-0.0211808855649463,-0.024080251457677677,-0.020176020636493753
2015-10-29,0.0004556707694952223,-0.00018143226772147005,0.004776262987887354,0.006843730213072956,0.00772849706498074,0.009965648314517224,0.009762288754780938,0.00910465096055622,0.010917076337163208,0.010128884600561086
2015-10-30,0.006241242690592186,-0.003304533778126838,0.006448698596992468,-0.001407271636962621,0.0010939886930710844,-0.003887742632814236,0.001216580311826432,-0.0046400893285874194,-0.0009872036580189268,-0.002700079290567659
2015-11-02,-0.020015330084710577,-0.013812923181477416,-0.018360932553015324,-0.013536091323341756,-0.022678419776448532,-0.018353003842373563,-0.022372703413987408,-0.01983683571285736,-0.031190748523127122,-0.01988989147988143
2015-11-03,-0.006843693240873586,-0.003742835392914806,0.0010909468258981237,-0.003523862218409472,-0.0018907185088195826,-0.00036203455020452464,-0.0028428007374284633,-0.00028477468482098243,-0.0006763684798073583,0.0031966965878027255
2015-11-04,0.062170960364615474,0.03388035341456319,0.056492509227865265,0.03908833503437784,0.05547859766619957,0.04827089437940552,0.04889668313919742,0.048882565869537924,0.05316749124182143,0.05097994195276233
2015-11-05,0.034280477674216346,0.025635797244293,0.012249565516418691,0.01795478026969395,-0.004830126366414863,0.008656804864226307,-0.003913419293570642,0.0026674999584112387,-0.0018871245157108685,0.0011150393168391929
2015-11-06,0.039197667703123946,0.01067291353104274,0.04104516207542067,0.014370608444998224,0.03160951783391775,0.017896073706349217,0.02541422837007477,0.0210790744295263,0.030132159332004756,0.024342626970669586
2015-11-09,0.0024806193807621214,0.02951524018440542,0.005634743966112553,0.011252367355108947,0.02135540139329766,0.009133910840958335,0.018959792309936916,0.011509778686341638,0.02353786603378448,0.015734524716709657
2015-11-10,0.0037651690822588504,-0.0055081396590589285,0.010242092974960102,-0.0022388608345785994,0.006589120612429235,0.002167388106142321,0.010649214779100778,0.004255025375922395,0.013204659768112187,0.00932069423072919
2015-11-11,0.006706199777981853,-0.00928137064146229,0.014382636297176577,0.0017701471415162721,0.021718309280756378,0.01035202411230129,0.02378193908460146,0.010261133595093872,0.02502996170887911,0.01973302800611177
2015-11-12,-0.010552025202921304,-0.01233718890907285,-0.01332349970150135,-0.004822951651499588,0.000766123434519328,-0.0007905033314607111,0.006048419651735433,-0.0031819695231346755,0.007414857954704285,0.002840995280499378
2015-11-13,-0.007380531936861397,-0.011268445514741791,-0.008049534431494303,-0.009809790119715282,-0.02558820102135162,-0.013731608113095857,-0.01934513635433301,-0.015135770500365837,-0.02319594856847445,-0.01841387111365406
2015-11-16,-0.0019482497492054507,0.001877540959751575,0.016830263163186927,0.003947519275972509,0.02639433388942373,0.0131806537737417,0.024650957653453598,0.015397777338015286,0.029829059768860945,0.02724651295180858
2015-11-17,0.0011714195053370475,0.0018779715632496865,-0.0074168066291682,-0.0014081659237656747,-0.010329457313899537,-0.005081658676713262,-0.009450824645193985,-0.00516514726287666,-0.011073908336229114,-0.0030950445859524154
2015-11-18,-0.01623114417257456,0.003797873239784879,-0.028198114038676583,-0.0050469386316988095,-0.020371957414556368,-0.01600245657350106,-0.01988785485278218,-0.01460929550934875,-0.019726798720664483,-0.016137393671150916
2015-11-19,0.015714797490051027,0.007437524212131852,0.02992690829360381,0.012049954076620871,0.033283793663654984,0.018091225619456704,0.03618130699099026,0.02216143515610125,0.03392892228595698,0.02981539306724916
2015-11-20,-0.00256610357490994,-0.0011848500917130927,-0.0034851900735864603,0.0034094054907192295,0.015081988495684718,0.007862848202631556,0.01639516920592403,0.009964059178162983,0.02181968589882021,0.02142544748424818
2015-11-23,0.0029989887102290762,-0.0070555897371446415,-0.01005786421938068,-0.007220577586201236,-0.01443026883288672,-0.007205401098569923,-0.012456787654558887,-0.00029482223147693964,-0.009721551806758228,-0.005387229944773274
2015-11-24,0.006816517306490836,-0.005913883869811165,0.009933863908260867,-0.004836567838477328,0.008726606212824258,0.005446623110836158,0.010446610474409625,0.008125559964757723,0.015099219633009808,0.015116143576736856
2015-11-25,0.002684101954277057,0.005685863608392585,0.012083377860732599,0.005761787295927341,0.025097327181933166,0.008748650720355248,0.024222442329355623,0.013597840478946433,0.025277258321200355,0.021979926377088514
2015-11-26,-0.010446928941105932,-0.003940745054613586,-0.01373757165884338,-0.0032549856844944075,-0.009958086767769074,-0.0024665276720452056,-0.009822888104329125,-0.0036085745811046985,-0.00447576785326423,-0.003712737511166252
2015-11-27,-0.0652352231445899,-0.042470692242750734,-0.06773325009882782,-0.05532287207215416,-0.06343556082915501,-0.06385708342445043,-0.06164870469280315,-0.061521925618186264,-0.06052576380898549,-0.06305302580510609
2015-11-30,-0.009843008475456974,0.01137969478330859,0.002946540035763435,-0.0019280838805739405,0.004667130404931473,-0.0026786865420621244,0.005618500794270342,0.010632328279940437,0.011135737811542831,0.008280410850204235
2015-12-01,0.004689021049450575,0.00567514560287779,-0.00023246844035734726,0.009541238079823345,-0.006593949683104548,0.010643525078061062,-0.008343438070352245,0.00562839105318391,-0.00508448806505191,0.0004168944190865373
2015-12-02,0.0434599375751006,0.04897766795073572,0.01564629860635299,0.028984420980822045,-0.012749032129289364,0.007564268531651057,-0.013577910527356138,0.001485208335676479,-0.018672804703916846,-0.01260091992339003
2015-12-03,0.008184904741065277,0.00853120571794695,0.01725643630724849,0.006792413902856992,0.027172131974995677,0.014407861723362865,0.027003401434328292,0.021050344075610627,0.030904903236636076,0.02841138331894738
2015-12-04,-0.020486804601319034,-0.024667353415755256,-0.012446826204966819,-0.016444042317930053,-0.011873601266545556,-0.010368055656955493,-0.002910523282431338,-0.00766383257485577,0.002696928607290668,-2.117710415721672e-05
2015-12-07,-0.0019926250607437326,-0.0031844127759883215,0.010032144780626865,0.003150771612631874,0.014853319492053471,0.006886489624155066,0.016585737963830505,0.011968488102045668,0.017689293989306035,0.016257418668866375
2015-12-08,-0.01984829587293649,-0.015413745518330198,-0.023519440001200684,-0.01826364570402578,-0.020136550371884398,-0.02460745139980885,-0.01630731150402862,-0.026451641242136482,-0.014147977499133027,-0.017069586723824342
2015-12-09,-0.0009235262489410539,0.008552420467454535,-0.000978162590622539,0.0010106388879281124,-0.006215091977656149,-0.0017289770681482481,4.948887903654801e-06,-0.004214621320763333,-0.00424118300415987,-0.0026257098741131863
2015-12-10,-0.0013956472050482428,-0.005990431889942241,0.00360098904587221,-0.0037440570183997542,-0.0011350720003967477,-0.0036594976668442337,0.0034364350867586465,-0.0030826961963636157,0.0002455904087301464,-0.0055133787055200185
2015-12-11,0.001274131918981737,-0.005845057832666136,-0.002330558398689059,-0.00242389936370073,-0.008261159298779226,-0.009388967888434789,-0.00840838093634346,-0.009467079287367368,-0.010978426580011452,-0.00933396455178632
2015-12-14,0.04805741618348337,0.01979127593984457,0.03700021961136705,0.02190897724006982,0.0167035398801124,0.026792537447570108,0.015113041585136376,0.022870364171598496,0.013003786161462387,0.019439490675133227
2015-12-15,-0.013897055617989469,-0.01073532944366234,0.002431880188218808,-0.002115379267232217,0.015094469389220594,0.001579141312988876,0.016323019191999754,0.006388845675383722,0.014789067595052809,0.012873940551977174
2015-12-16,-0.0007960893162493383,-4.036820319566415e-06,0.005065596505222678,-0.002289049919274617,0.004768815758693404,0.00272214630049371,0.009611941161034,0.0023155509266997456,0.01231643222700052,0.00994332852094786
2015-12-17,0.017073830379133976,0.012158648516177076,0.018048770075555297,0.021890380368276688,0.02675165499537187,0.021848121123594286,0.027678834551197653,0.026164205567856435,0.03168590812470657,0.02934779386602995
2015-12-18,-0.002184853320806847,0.004170084016678605,-0.003416194573829171,-0.002117181154734751,-0.003270212330448827,-0.0041367860155373795,-0.004805460061433104,-0.002249536259758325,-0.003467792970692432,0.00023248724256127892
2015-12-21,0.019507603750542734,0.026506089693855955,0.013014855806593997,0.02558355585622226,0.005051456798882621,0.020851859725881175,0.003932126586499253,0.013834456917659072,0.006841021029704927,0.011943770677682448
2015-12-22,0.0020600413194478097,-0.0017990414348496534,0.004768817571428,0.0025226427642078397,0.011452469332044626,0.006462487597217952,0.010548839896640837,0.010060127408518003,0.012374249707674286,0.012822127884662344
2015-12-23,0.0005355538443626336,-0.0021652037479371364,-0.010340746408408869,-0.003047285701989526,-0.018657468677264654,-0.010034841372627425,-0.01869085616936318,-0.00853158203418512,-0.010681691389868343,-0.011937405602779538
2015-12-24,-0.019172668210706397,-0.005109660655970311,-0.012049526862814453,-0.008214770237139535,0.0019973598323892445,-0.008210225439078126,0.0009504636869136139,-0.0043081363217886215,0.005858757836907484,-0.0017247267657937361
2015-12-25,0.0025590116910850476,0.0010731622936619618,0.0054248249952056895,0.003893975595515145,0.0054225566450964765,0.006592536568605427,0.0054750471294800285,0.008500660251622364,0.009704031924497456,0.012919166637503275
2015-12-28,-0.034100742134559624,-0.022157536629698302,-0.02545042239695405,-0.027921852085251032,-0.01932826253300536,-0.023942666850331654,-0.022663366828049612,-0.02314622195344592,-0.021404863243847064,-0.02183463673592302
2015-12-29,0.00954540084752668,0.009606164791360738,0.008469743786253557,0.008548692512784404,0.004312297820614243,0.01057249036090359,0.011741422774899712,0.01130838409574078,0.013672190683757992,0.013828271371917205
2015-12-30,-0.0010534971721696466,0.0023730014672376848,0.008521927836025865,-0.002023723631287821,0.008960904647167313,0.004983307266082511,0.015126481735517045,0.005748967071419961,0.016178761296739296,0.011702935432774824
2015-12-31,-0.012501994494549439,-0.0047321981295009264,-0.013744115911882833,-0.008983990231904099,-0.019433818887892428,-0.012208405045277525,-0.021211405457093414,-0.014615598165064832,-0.01659033209899027,-0.017005535574016822
