family,form,k,kou_jing,ic,n_windows,ic_2020-2022,ic_2023-2026
R4,R4_lb5zw60,10,1000,-0.2770478898541257,140,-0.3537223340040241,-0.0737579008335222
R4,R4_lb5zw60,10,blend,-0.2626197245325042,140,-0.3363849765258215,-0.046913953312684144
R4,R4_lb5zw60,20,500,-0.2439189251008321,69,-0.2941176470588236,-0.009121245828698554
R4,R4_lb5zw60,20,1000,-0.3689292010493787,69,-0.3697478991596639,-0.10077864293659622
R4,R4_lb5zw60,20,blend,-0.31003206095612806,69,-0.3263305322128852,-0.0424916573971079
R4,R4_lb5zw60,40,500,-0.29136745607333836,34,-0.49509803921568635,0.16483516483516483
R4,R4_lb5zw60,40,1000,-0.44262796027501905,34,-0.5661764705882354,0.16923076923076924
R4,R4_lb5zw60,40,blend,-0.38884644766997706,34,-0.536764705882353,0.2351648351648352
R4,R4_lb5zw250,5,500,-0.034051788251191185,281,-0.042616308964331495,0.014064516129032256
R4,R4_lb5zw250,5,1000,-0.07940355999727554,281,-0.096980722152589,-0.013892473118279569
R4,R4_lb5zw250,5,blend,-0.0582482209003002,281,-0.08384021995049898,-0.000835637480798771
R4,R4_lb5zw250,10,500,-0.04095725046423683,140,-0.08911875899116321,0.11485482611870768
R4,R4_lb5zw250,10,1000,-0.10452725254965886,140,-0.1557546699693582,0.016292714864898895
R4,R4_lb5zw250,10,blend,-0.07264579381704651,140,-0.12724479342279307,0.053813804739241015
R4,R4_lb5zw250,20,500,-0.03527678455541856,69,-0.060736644321610064,0.18798665183537264
R4,R4_lb5zw250,20,1000,-0.13813993204411565,69,-0.09350618265326943,0.13904338153503895
R4,R4_lb5zw250,20,blend,-0.07888738893052322,69,-0.05706419606030341,0.18887652947719688
R4,R4_lb5zw250,40,500,0.06863295442746571,34,0.1467352178319571,0.2
R4,R4_lb5zw250,40,1000,-0.1230184428688727,34,-0.017262966803759657,0.3098901098901099
R4,R4_lb5zw250,40,blend,-0.04779795040484219,34,0.07275107438727284,0.3230769230769231
R4,R4_lb20zw60,5,500,-0.07243398194045408,281,-0.14531388152077807,0.04203379416282641
R4,R4_lb20zw60,5,1000,-0.11269900082058094,281,-0.2223414516517965,0.018347158218125957
R4,R4_lb20zw60,5,blend,-0.09199021056843945,281,-0.19772526324250464,0.031213517665130565
R4,R4_lb20zw60,10,500,-0.10471900286781043,140,-0.27964453386988597,0.016292714864898895
R4,R4_lb20zw60,10,1000,-0.1633326044562833,140,-0.35704225352112673,-0.018055450630807584
R4,R4_lb20zw60,10,blend,-0.13474743060295852,140,-0.3396713615023474,-0.0039535645035380625
R4,R4_lb20zw60,20,500,-0.10610254021761778,69,-0.28319327731092436,0.08075639599555061
