date,divergent,pos_incumbent,pos_slope20,pos_fused,abs_incumbent,abs_slope20,follows,larger_abs_leg,fwd_ret_t1,window
2014-10-31,False,0,0,0,0.13739127578730082,0.13464311351503938,incumbent_ew,incumbent_ew,0.009666295430413308,2014-2020
2014-11-03,False,0,0,0,0.2480303734757657,0.28731057063389076,incumbent_ew,slope20,-0.006027925498772846,2014-2020
2014-11-04,False,0,0,0,0.3595452689804078,0.4261797523366922,incumbent_ew,slope20,-0.0011688903410155826,2014-2020
2014-11-05,False,0,0,0,0.47161161463283924,0.5031645191076761,incumbent_ew,slope20,0.007917051278206189,2014-2020
2014-11-06,False,0,0,0,0.538206770936842,0.564596086436941,incumbent_ew,slope20,-0.009587342259885057,2014-2020
2014-11-07,False,0,0,0,0.597430735879174,0.594707637094193,incumbent_ew,incumbent_ew,0.006879933536244609,2014-2020
2014-11-10,False,0,0,0,0.66250493479205,0.6592716823155006,incumbent_ew,incumbent_ew,-0.032758307576909396,2014-2020
2014-11-11,False,0,0,0,0.6724792596682088,0.6902479326917261,incumbent_ew,slope20,0.01665105791339805,2014-2020
2014-11-12,False,0,0,0,0.6759999901512226,0.7213376525682333,incumbent_ew,slope20,-0.012267386095409394,2014-2020
2014-11-13,False,0,0,0,0.7032824628836973,0.7691553353150881,incumbent_ew,slope20,-0.0024153469226425583,2014-2020
2014-11-14,False,0,0,0,0.7180608711991537,0.7944873742024813,incumbent_ew,slope20,0.012579263522868422,2014-2020
2014-11-17,False,0,0,0,0.7072933734564322,0.7868560185253968,incumbent_ew,slope20,0.004096990218417695,2014-2020
2014-11-18,False,0,0,0,0.7154945429227848,0.7766787171728615,incumbent_ew,slope20,0.006157357403308139,2014-2020
2014-11-19,False,0,0,0,0.6861810787261655,0.7381611836371891,incumbent_ew,slope20,-0.0016676423339613833,2014-2020
2014-11-20,False,0,0,0,0.6628472923783645,0.6873491598690049,incumbent_ew,slope20,0.009976688938512779,2014-2020
2014-11-21,False,0,0,0,0.6478637912521646,0.6246252415351055,incumbent_ew,incumbent_ew,0.012371955851311789,2014-2020
2014-11-24,False,0,0,0,0.6515906758096263,0.5622820164565125,incumbent_ew,incumbent_ew,0.01541872720325932,2014-2020
2014-11-25,False,0,0,0,0.6360093925673362,0.49589106780193637,incumbent_ew,incumbent_ew,0.0057688055364100155,2014-2020
2014-11-26,False,0,0,0,0.609251647440616,0.4193674902729726,incumbent_ew,incumbent_ew,0.006474732866071253,2014-2020
2014-11-27,False,0,0,0,0.542502276532488,0.33650962078032043,incumbent_ew,incumbent_ew,-0.0001564024178998813,2014-2020
2014-11-28,False,0,0,0,0.44666540220653006,0.266691213094079,incumbent_ew,incumbent_ew,-0.010149454031670724,2014-2020
2014-12-01,False,0,0,0,0.3109214908646325,0.2113263121563424,incumbent_ew,incumbent_ew,0.01176528453402892,2014-2020
2014-12-02,False,0,0,0,0.1947498364740703,0.20864366022906147,incumbent_ew,slope20,0.010179103450213334,2014-2020
2014-12-03,False,0,0,0,0.09802645258435053,0.18071479511003163,incumbent_ew,slope20,0.017591487563431762,2014-2020
2014-12-04,False,0,0,0,0.04676523593192737,0.15037582628949514,incumbent_ew,slope20,-0.021670453994198424,2014-2020
2014-12-05,False,0,0,0,0.020287197265783187,0.08521679367103847,incumbent_ew,slope20,0.007030819097545493,2014-2020
2014-12-08,False,0,0,0,0.05722673684279504,0.16023887352407565,incumbent_ew,slope20,-0.04300049876521367,2014-2020
2014-12-09,False,0,0,0,0.13123272403988806,0.2330673434994004,incumbent_ew,slope20,0.033868888263063,2014-2020
2014-12-10,False,0,0,0,0.20041549482956994,0.3175407913482294,incumbent_ew,slope20,0.01505413697504876,2014-2020
2014-12-11,False,0,0,0,0.2249355991183583,0.43242344343135863,incumbent_ew,slope20,0.00988653744522483,2014-2020
2014-12-12,False,0,0,0,0.25181405903182996,0.5025776030182303,incumbent_ew,slope20,0.016856937686310136,2014-2020
