family,form,k,kou_jing,ic,n_windows,ic_2014-2019,ic_2020-2026
N1,N1_lb20zw60,20,blend,-0.029387112929248192,159,-0.01929384526336099,-0.046153846153846156
N1,N1_lb20zw60,40,500,-0.048636806231742935,79,-0.2408963585434174,-0.06619433198380567
N1,N1_lb20zw60,40,1000,-0.05844693281402142,79,-0.29635854341736695,-0.06599190283400809
N1,N1_lb20zw60,40,blend,-0.050146056475170404,79,-0.27254901960784317,-0.07348178137651823
N1,N1_lb20zw250,5,500,-0.01850021055161615,641,0.012727909992153626,-0.04777671884853516
N1,N1_lb20zw250,5,1000,-0.03645842443840403,641,-0.002741291088585994,-0.051943983821206574
N1,N1_lb20zw250,5,blend,-0.02783615209398473,641,0.003257109720926535,-0.049090446075990224
N1,N1_lb20zw250,10,500,-0.01501447801029115,320,0.058676694881288995,-0.06528184694714637
N1,N1_lb20zw250,10,1000,-0.04983562772962411,320,0.021292596518688242,-0.08837454588069846
N1,N1_lb20zw250,10,blend,-0.033312760691475804,320,0.030552986128886978,-0.07878823391538732
N1,N1_lb20zw250,20,500,0.004482088916790899,159,0.1233718216189467,-0.05603700097370983
N1,N1_lb20zw250,20,1000,-0.029877109031946264,159,0.08924838503456127,-0.07984420642648492
N1,N1_lb20zw250,20,blend,-0.013476127436027533,159,0.10050493810198341,-0.06764849074975657
N1,N1_lb20zw250,40,500,-0.0425480120438919,79,0.060508439114699296,-0.27145748987854257
N1,N1_lb20zw250,40,1000,-0.0655811561889687,79,-0.02675257377524899,-0.2736842105263158
N1,N1_lb20zw250,40,blend,-0.05055848183641862,79,0.00434204076980481,-0.27591093117408905
N2,N2_lb5zw60,5,500,0.0019758141465139063,574,0.0094187198181758,-0.0017768565113335485
N2,N2_lb5zw60,5,1000,-0.0168323172217481,574,0.014533712290539423,-0.04283056279463389
N2,N2_lb5zw60,5,blend,-0.009155649338333936,574,0.011835819376703714,-0.024447726865506142
N2,N2_lb5zw60,10,500,0.04395846504848533,286,0.028129896477068914,0.002833118481190672
N2,N2_lb5zw60,10,1000,0.02230971162275525,286,0.025235798346728268,-0.034378296027188567
N2,N2_lb5zw60,10,blend,0.035046686424567396,286,0.03324218871580227,-0.014687097152232511
N2,N2_lb5zw60,20,500,-0.01666839553596387,142,-0.09382908803201555,-0.08588120740019474
N2,N2_lb5zw60,20,1000,-0.006498452923940654,142,-0.06527240906574995,-0.08244888023369036
N2,N2_lb5zw60,20,blend,-0.0026635065031694843,142,-0.09058057693267846,-0.08792599805258032
N2,N2_lb5zw60,40,500,0.012264893710086607,70,-0.14883203559510566,-0.1722672064777328
N2,N2_lb5zw60,40,1000,0.07875076546233925,70,-0.07942157953281423,-0.21234817813765186
N2,N2_lb5zw60,40,blend,0.0351850231825737,70,-0.15016685205784203,-0.1825910931174089
N2,N2_lb5zw250,5,500,-0.004813809193312967,574,-0.030177305822547962,0.013833673506614734
N2,N2_lb5zw250,5,1000,-0.0012473193615947702,574,-0.015269939164637767,0.005332366698470487
N2,N2_lb5zw250,5,blend,-0.0031829604704767447,574,-0.021352169135687427,0.011459259809058464
