trade_date,pct_above_ma20,pct_above_ma60,hi_lo_diff20,hi_lo_diff60
2012-06-01,,,,
2012-06-04,,,,
2012-06-05,,,,
2012-06-06,,,,
2012-06-07,,,,
2012-06-08,,,,
2012-06-11,,,,
2012-06-12,,,,
2012-06-13,,,,
2012-06-14,,,,
2012-06-15,,,,
2012-06-18,,,,
2012-06-19,,,,
2012-06-20,,,,
2012-06-21,,,,
2012-06-25,,,,
2012-06-26,,,,
2012-06-27,,,,
2012-06-28,,,,
2012-06-29,0.2610750147666864,,-0.002362669816893089,
2012-07-02,0.3447259870359458,,0.07896287566293458,
2012-07-03,0.3961267605633803,,0.052230046948356805,
2012-07-04,0.37822014051522246,,-0.050936768149882905,
2012-07-05,0.26627906976744187,,-0.3715116279069767,
2012-07-06,0.34752186588921286,,0.0629737609329446,
2012-07-09,0.2564102564102564,,-0.4307692307692308,
2012-07-10,0.19887640449438201,,-0.4157303370786517,
2012-07-11,0.220988339811216,,-0.07273736812881733,
2012-07-12,0.29441062534587714,,0.034864416159380185,
2012-07-13,0.26578802855573863,,-0.128500823723229,
2012-07-16,0.16092572658772875,,-0.6001076426264801,
2012-07-17,0.18234366789280085,,-0.116132422490804,
2012-07-18,0.2283176593521421,,-0.055381400208986416,
2012-07-19,0.30416881111682964,,0.04529078744209985,
2012-07-20,0.2872340425531915,,-0.029381965552178316,
2012-07-23,0.23703703703703705,,-0.15308641975308643,
2012-07-24,0.2825350749879052,,0.005805515239477504,
2012-07-25,0.24215033301617508,,-0.10466222645099905,
2012-07-26,0.1910681399631676,,-0.1878453038674033,
2012-07-27,0.1647269471799463,,-0.18128916741271262,
2012-07-30,0.10355555555555555,,-0.4951111111111111,
2012-07-31,0.0787959274015051,,-0.5967242142540947,
2012-08-01,0.14587924195680918,,-0.04010577346848832,
2012-08-02,0.15455341506129597,,-0.24824868651488616,
2012-08-03,0.265740338688667,,0.0486322188449848,
2012-08-06,0.5121633362293657,,0.13900955690703737,
2012-08-07,0.6362847222222222,,0.1328125,
2012-08-08,0.6245659722222222,,0.07682291666666667,
2012-08-09,0.7837017771998266,,0.18899003034243606,
2012-08-10,0.7817787418655098,,0.16442516268980478,
2012-08-13,0.4787510841283608,,0.004770164787510842,
2012-08-14,0.58203125,,0.08072916666666667,
2012-08-15,0.45722970039079464,,-0.007815892314372557,
2012-08-16,0.3919270833333333,,-0.024305555555555556,
2012-08-17,0.41594454072790293,,-0.015164644714038129,
2012-08-20,0.4509548611111111,,-0.014322916666666666,
2012-08-21,0.6876083188908145,,0.1503466204506066,
2012-08-22,0.6257588898525586,,0.029488291413703384,
2012-08-23,0.7125488493269648,,0.14937038645245332,
2012-08-24,0.4852430555555556,0.25048418334409295,-0.10503472222222222,-0.08908973531310523
2012-08-27,0.2546800174140183,0.20257234726688103,-0.2847191989551589,-0.21993569131832796
2012-08-28,0.2877070619006103,0.21844971172325434,-0.04969485614646905,-0.05637411915438821
2012-08-29,0.2938099389712293,0.2265228426395939,-0.17567567567567569,-0.15355329949238578
2012-08-30,0.18684668989547037,0.16468378209142143,-0.41594076655052264,-0.234815278647464
2012-08-31,0.2024432809773124,0.18159203980099503,-0.18760907504363003,-0.11691542288557213
2012-09-03,0.31094635848233754,0.24225865209471767,0.04840819886611426,0.006071645415907711
2012-09-04,0.2815491731940818,0.22594142259414227,-0.13489991296779807,-0.11356843992827256
2012-09-05,0.35555555555555557,0.2732111176818451,-0.02570806100217865,-0.0703725606150207
2012-09-06,0.47084421235857266,0.32783990582695705,0.09530026109660575,0.014125956444967627
2012-09-07,0.8505446623093682,0.5169789227166276,0.3686274509803922,0.0661592505854801
2012-09-10,0.8980836236933798,0.5845272206303725,0.3479965156794425,0.06876790830945559
2012-09-11,0.8779956427015251,0.5826330532212886,0.1895424836601307,0.052100840336134456
2012-09-12,0.9172834131475838,0.6457174638487208,0.24727905964301264,0.05005561735261402
2012-09-13,0.8015665796344648,0.5507405375754251,0.0783289817232376,0.022490400438837082
2012-09-14,0.7866492146596858,0.5797180043383948,0.06108202443280977,0.021691973969631236
2012-09-17,0.3560506771515946,0.3601694915254237,-0.07557885539536915,-0.03336864406779661
2012-09-18,0.30313588850174217,0.345974025974026,-0.0701219512195122,-0.04935064935064935
2012-09-19,0.4305010893246187,0.41500765696784075,0.006971677559912854,-0.0035732516590096988
2012-09-20,0.1635493692909961,0.23267326732673269,-0.3740756850804698,-0.2094059405940594
2012-09-21,0.13826086956521738,0.1958614051973051,-0.34608695652173915,-0.1900866217516843
2012-09-24,0.17253368100825728,0.21462715105162525,-0.1521077792264233,-0.11137667304015296
2012-09-25,0.1448395490026019,0.19685414680648236,-0.3313096270598439,-0.19351763584366063
2012-09-26,0.07939262472885032,0.12399049881235154,-0.6494577006507593,-0.41282660332541565
2012-09-27,0.158578856152513,0.1972693032015066,0.012998266897746967,0.003766478342749529
2012-09-28,0.25259515570934254,0.2761682242990654,0.045847750865051905,0.019626168224299065
2012-10-08,0.2430675909878683,0.2769447047797563,0.023830155979202773,0.01218369259606373
2012-10-09,0.5136186770428015,0.4583333333333333,0.09900562040639861,0.04260299625468165
2012-10-10,0.6660907127429806,0.5594013096351731,0.10107991360691145,0.04303086997193639
2012-10-11,0.4062229904926534,0.43598130841121496,0.035868625756266204,0.02102803738317757
2012-10-12,0.4386873920552677,0.434315100514259,0.028065630397236616,0.018700327255726974
2012-10-15,0.38025119099177135,0.3716026241799438,-0.004763967085318319,0.0018744142455482662
2012-10-16,0.43641868512110726,0.3914674167838725,0.016868512110726645,0.012658227848101266
2012-10-17,0.5110151187904968,0.4091975598310652,0.030669546436285097,0.021586109807602064
2012-10-18,0.7628509719222463,0.5461790904828879,0.16025917926565875,0.06329113924050633
2012-10-19,0.7817477399913905,0.5437529246607393,0.12182522600086096,0.04305100608329434
2012-10-22,0.8056872037914692,0.5815370196813496,0.1994829814735028,0.059044048734770385
2012-10-23,0.7005601034037053,0.5109761793554414,0.05644118914261095,0.023353573096683792
2012-10-24,0.6447028423772609,0.49486461251167135,0.090869939707149,0.021942110177404293
2012-10-25,0.5232558139534884,0.43144595226953675,-0.021102497846683894,-0.017781937295273748
2012-10-26,0.24267241379310345,0.26367461430575034,-0.21767241379310345,-0.10518934081346423
2012-10-29,0.2364341085271318,0.25770308123249297,-0.16020671834625322,-0.09290382819794585
2012-10-30,0.24117140396210163,0.269715352309846,-0.09646856158484066,-0.06812879141390574
2012-10-31,0.26019750966079863,0.2865142323845077,-0.0893087161872048,-0.042463835744283716
2012-11-01,0.4274678111587983,0.3932898415657036,0.09227467811158799,0.04613233923578751
2012-11-02,0.4781678082191781,0.4212488350419385,0.11472602739726027,0.05917986952469711
2012-11-05,0.43859649122807015,0.4177156177156177,0.03123662815575524,0.02703962703962704
2012-11-06,0.3514554794520548,0.367955286446204,-0.04580479452054795,-0.018630647414997672
2012-11-07,0.3600171232876712,0.3712686567164179,-0.03553082191780822,-0.017723880597014924
2012-11-08,0.16460025651988028,0.23696461824953446,-0.4762719110731082,-0.22160148975791433
2012-11-09,0.16559965855740505,0.23731968357375524,-0.34827144686299616,-0.19125174499767333
2012-11-12,0.22962014511310286,0.2841173730787145,-0.057191634656423386,-0.030740568234746156
2012-11-13,0.13358941527955612,0.20335039553280596,-0.5330772513871106,-0.2964169381107492
2012-11-14,0.14675767918088736,0.2048417132216015,-0.23464163822525597,-0.1340782122905028
2012-11-15,0.09842351938645079,0.15667131566713158,-0.6357051555176821,-0.3909809390980939
2012-11-16,0.08897403150276713,0.13534883720930233,-0.5163899531715623,-0.35209302325581393
2012-11-19,0.11829787234042553,0.15076779897626802,-0.17319148936170212,-0.1270358306188925
2012-11-20,0.12728820774797786,0.15777262180974477,-0.2664963814389102,-0.20046403712296984
2012-11-21,0.18228279386712096,0.19498607242339833,-0.019165247018739354,-0.02414113277623027
2012-11-22,0.15368241805023414,0.1715345387111729,-0.2247765006385696,-0.17060732498840983
2012-11-23,0.17463706233988044,0.18186046511627907,-0.08326216908625107,-0.05581395348837209
2012-11-26,0.12718736662398633,0.14955875522526707,-0.3854033290653009,-0.28889921040408734
2012-11-27,0.04741563434429731,0.08484005563282336,-0.7911149081589065,-0.6337505795085767
2012-11-28,0.02860802732707088,0.06062008329477094,-0.802732707087959,-0.6857936140675613
2012-11-29,0.031982942430703626,0.05635103926096998,-0.7484008528784648,-0.6655889145496536
2012-11-30,0.058194266153187846,0.07073509015256588,-0.07017543859649122,-0.06102635228848821
2012-12-03,0.05102915951972556,0.06382978723404255,-0.6526586620926244,-0.6133209990749307
2012-12-04,0.07718696397941681,0.07149446494464945,-0.10120068610634649,-0.0940959409594096
2012-12-05,0.224174882126018,0.13019390581717452,0.06986712387483926,0.02631578947368421
2012-12-06,0.23317616802400343,0.1306555863342567,0.044577796828118306,0.012465373961218837
2012-12-07,0.3944206008583691,0.18790397045244692,0.11244635193133047,0.03508771929824561
2012-12-10,0.6613665663944993,0.23055555555555557,0.17533304684142673,0.04675925925925926
2012-12-11,0.5861624409110443,0.21293302540415704,0.05543618392780404,0.013856812933025405
2012-12-12,0.5972461273666093,0.22042513863216265,0.06239242685025818,0.018022181146025877
2012-12-13,0.46382428940568476,0.1922365988909427,0.023255813953488372,0.0027726432532347504
2012-12-14,0.9139784946236559,0.35253456221198154,0.3432258064516129,0.0815668202764977
2012-12-17,0.9457364341085271,0.3829493087557604,0.2833763996554694,0.0576036866359447
2012-12-18,0.9375538329026701,0.3719427780341486,0.14642549526270457,0.03599446239040148
2012-12-19,0.9607420189818809,0.39557399723374825,0.16479723899913717,0.030889810972798526
2012-12-20,0.95260663507109,0.4180478821362799,0.22188711762171479,0.052486187845303865
2012-12-21,0.9602934829520933,0.4454713493530499,0.22442813983599483,0.03974121996303143
2012-12-24,0.9697362732382188,0.4875,0.3259835711197579,0.05740740740740741
2012-12-25,0.9909051537462105,0.6518312471024571,0.7418796015591165,0.14696337505795085
2012-12-26,0.9939288811795317,0.7659574468085106,0.7883781439722463,0.17530064754856614
2012-12-27,0.9913232104121475,0.7068087077350625,0.213882863340564,0.05187586845761927
2012-12-28,0.9900260190806591,0.778138026864289,0.3633998265394623,0.11208893006021306
2012-12-31,0.9908933217692975,0.8160813308687616,0.4483954900260191,0.1589648798521257
2013-01-04,0.9735357917570499,0.7874306839186691,0.21431670281995663,0.09473197781885398
2013-01-07,0.9769965277777778,0.8671296296296296,0.3658854166666667,0.13240740740740742
2013-01-08,0.9860869565217392,0.9388888888888889,0.46956521739130436,0.14027777777777778
2013-01-09,0.9839130434782609,0.9514338575393154,0.33,0.10823311748381129
2013-01-10,0.9808529155787642,0.9662037037037037,0.32854656222802436,0.10185185185185185
2013-01-11,0.8397910317805833,0.8692628650904033,0.07531562908141054,0.048678720445062586
2013-01-14,0.9651416122004357,0.9735866543095458,0.4383442265795207,0.23957367933271548
2013-01-15,0.9817152808010449,0.9893370421882244,0.631258162821071,0.3426054705609643
2013-01-16,0.9586056644880174,0.9879629629629629,0.3206971677559913,0.1875
2013-01-17,0.926829268292683,0.9856614246068455,0.1254355400696864,0.07909343200740056
2013-01-18,0.96045197740113,0.9907535829865927,0.2937853107344633,0.20295885344429035
2013-01-21,0.9625924314919531,0.9907407407407407,0.35841670291431055,0.2638888888888889
2013-01-22,0.8459201388888888,0.984251968503937,0.10199652777777778,0.09402501157943492
2013-01-23,0.7850629613547546,0.9809833024118738,0.09292227529309596,0.09044526901669758
2013-01-24,0.4105902777777778,0.9267161410018553,-0.08289930555555555,0.03942486085343228
2013-01-25,0.3739130434782609,0.9103159851301115,-0.06434782608695652,0.047397769516728624
2013-01-28,0.6272292301000435,0.9585661080074488,0.14049586776859505,0.13221601489757914
2013-01-29,0.7139130434782609,0.9693165969316597,0.1508695652173913,0.13668061366806136
2013-01-30,0.6861725184221933,0.9693165969316597,0.1304724750758561,0.13435611343561135
2013-01-31,0.6120242214532872,0.9535531816070599,0.05968858131487889,0.09568044588945657
2013-02-01,0.6311226701343736,0.9595724907063197,0.1317728651928912,0.14172862453531598
2013-02-04,0.5399652476107732,0.9414498141263941,0.0421372719374457,0.12685873605947956
