underlying,theta,exposure,sharpe_full,ann_full,turnover_full,sharpe_2014-2020,sharpe_2021-2023,sharpe_2024-2026,worst_tv
div｜中证红利,0.15,0.3890518084066471,0.499772392182085,0.05790963074302194,10.298142717497555,0.7057054420252736,-0.034205112088343946,0.4095721083303475,-0.034205112088343946
div｜中证红利,0.2,0.35614206581948515,0.7097575511076887,0.07662836502587086,9.97882046269143,0.9811315453464673,0.1512477087322692,0.48001238543001423,0.1512477087322692
div｜中证红利,0.25,0.3255131964809384,0.7180526045987965,0.07524584406589802,9.659498207885305,0.9809363412165509,0.1017015274903815,0.5793519644401194,0.1017015274903815
div｜中证红利,0.3,0.29488432714239166,0.6715734238252776,0.06818281467029515,9.180514825676116,0.8745534283108234,0.09003564023311164,0.6742538056848004,0.09003564023311164
div｜中证红利,0.35,0.260019550342131,0.7226156928361227,0.0690166684448206,9.100684261974585,0.8565371178153813,0.4731868435644386,0.5943979824728457,0.4731868435644386
div｜中证红利,0.4,0.2287390029325513,0.6527878253862318,0.05853550610104589,8.462039752362333,0.9157506952791287,0.3932391247003879,0.13350641818851325,0.3932391247003879
div｜中证红利,0.45,0.19876181166503748,0.6348345715492555,0.0541733516803751,8.30237862495927,0.894033501429009,0.4119732019272925,0.10381036374721186,0.4119732019272925
div｜中证红利,0.5,0.162593678722711,0.45653811720566706,0.03457049522500592,7.983056370153145,0.647670582321942,0.5135541712126014,-0.1575146405721905,0.5135541712126014
div｜中证红利,0.55,0.12512218963831867,0.30613360045993165,0.02191515722071477,7.823395242750082,0.5030587691858832,0.39278950408211716,-0.33977607173250535,0.39278950408211716
div｜中证红利,0.6,0.093841642228739,0.34718308141224663,0.021658228293803854,6.386445096122515,0.4968605909547568,0.20114816070454988,0.032529047643118626,0.20114816070454988
div｜中证红利,0.65,0.06093189964157706,0.031866594815156926,0.00175682831894393,5.428478331704138,0.17248793958888267,-0.2033838288515201,-0.13012965048002786,-0.2033838288515201
div｜中证红利,0.7,0.027696318018898665,0.005304078812933579,0.00022097277553579433,2.873900293255132,-0.09554568342402624,-0.2783588941206967,0.6173041650130807,-0.2783588941206967
micro｜万得微盘（上界参考·不可执行）,-1.0,1.0,1.134075003862226,0.3476872008592435,0.0,1.1374832413862468,1.438357084622663,0.9530432896917875,1.1374832413862468
micro｜万得微盘（上界参考·不可执行）,-0.7,0.9556858911697621,1.196934149733432,0.357657646448683,3.9915281850765725,1.0856616627271574,1.257436173129333,1.4497251624691287,1.0856616627271574
micro｜万得微盘（上界参考·不可执行）,-0.65,0.9263603779732812,1.1717313603235748,0.3462989381517835,5.109156076898012,1.0628931025561585,1.3460774989853752,1.3421847620315874,1.0628931025561585
micro｜万得微盘（上界参考·不可执行）,-0.6,0.8914956011730205,1.0845757875668005,0.315445187870227,6.386445096122515,1.1164371040813377,1.2003645057791452,0.9492234338270317,1.1164371040813377
micro｜万得微盘（上界参考·不可执行）,-0.55,0.8582600195503421,1.2201312699290512,0.3446841699865178,7.025089605734767,1.1395795428268427,1.5686532262728652,1.2196045813912304,1.1395795428268427
micro｜万得微盘（上界参考·不可执行）,-0.5,0.8331704138155751,1.1915915724331003,0.33259247964392946,7.823395242750082,1.1655399933468042,1.431848191486705,1.1347415646991035,1.1655399933468042
