family,best_form,best_k,direction,ic,ic_pvalue,partial_ic_vs_ew,partial_ic_pvalue,ic_2014-2019,ic_2020-2026,net_sharpe,net_ann,turnover,gate1_significant_and_independent,gate2_stable_halves,gate3_net_positive,PASS
L1,L1_lb20sm3,40,1.0,0.06942551119766309,0.5344655344655345,0.056425612259630414,0.6483516483516484,0.1938375350140056,0.23558376189955135,-0.10436489935241504,-0.026312456326554434,7.634912591841905,False,True,False,False
L2,L2_lb5zw60,40,1.0,0.013851022395326193,0.9010989010989011,-0.09130269310366382,0.45754245754245754,0.16806722689075632,0.16905569537148482,0.22471336216380028,0.05663681396194792,5.031693711967546,False,True,True,False
L3p,L3p_lb5zw250,40,1.0,0.14513145082765336,0.13386613386613386,0.10437224687122482,0.3646353646353646,0.1403361344537815,0.12856986541197066,0.1433931341810477,0.03614430279260965,3.665060851926978,False,True,True,False
