date,factor_value_opt,position_opt,factor_value_incumbent,position_incumbent,index_close,index_ret
2016-08-18,-0.5749770464290074,0,-0.6226126004198319,0,87234.3436,0.0033759129048385184
2016-08-19,-0.5869968161985748,0,-0.6064679302465168,0,87343.0707,0.0012463795279822332
2016-08-22,-0.6916915442865144,0,-0.5833158005391004,0,86664.0553,-0.007774118708652078
2016-08-23,-0.7107567703151809,0,-0.5411312726610468,0,87042.0182,0.004361241793862769
2016-08-24,-0.6573774437979524,0,-0.4507573309492538,0,87598.1211,0.00638890172240969
2016-08-25,-0.6194416449695259,0,-0.30969338329009355,0,87239.1088,-0.004098401832045684
2016-08-26,-0.5434879835658315,0,-0.14864450296588447,0,87909.8649,0.0076887087594823544
2016-08-29,-0.5626130062961843,0,-0.004051556194689343,0,88650.6373,0.00842649912888227
2016-08-30,-0.5180436675614325,0,0.14047786592741043,1,88740.3454,0.0010119284275016405
2016-08-31,-0.5363940648281711,0,0.23578423973833598,1,88877.4537,0.0015450503306244645
2016-09-01,-0.5581371383923104,0,0.2605153029765631,1,88605.9371,-0.0030549547573278657
2016-09-02,-0.6056027169173891,0,0.26912160697882087,1,88629.9023,0.00027046946044895215
2016-09-05,-0.5258352714395743,0,0.29625873697986993,1,89179.9242,0.0062058276690664105
2016-09-06,-0.4363950410260431,0,0.30343200701378115,1,90521.5293,0.015043801752861352
2016-09-07,-0.5106707317593483,0,0.3016492991947791,1,90873.4525,0.003887729280773522
2016-09-08,-0.5341468726527082,0,0.33146638590571914,1,91820.5263,0.01042189741828059
2016-09-09,-0.47225944904109524,0,0.38323128460650724,1,91462.1848,-0.0039026295583322046
2016-09-12,-0.5287073641357787,0,0.38804604200661114,1,88609.9072,-0.031185321083648576
2016-09-13,-0.5854559227308033,0,0.4036720664067488,1,89822.839,0.013688444535466138
2016-09-14,-0.5894250735337444,0,0.40116277303422365,1,89940.4223,0.0013090579334726904
2016-09-19,-0.56877947530104,0,0.39906448318592674,1,91316.5179,0.015300079372653874
2016-09-20,-0.5923478510106305,0,0.3588109297192824,1,91587.7495,0.0029702359029615266
2016-09-21,-0.5363348233880519,0,0.35933430901005325,1,91984.2711,0.004329417440265715
2016-09-22,-0.5373769805097466,0,0.33078189345496156,1,92558.7909,0.006245848264377907
2016-09-23,-0.3808130302891207,0,0.31517507335371114,1,92658.7453,0.0010799017470741745
2016-09-26,-0.2625127036411246,0,0.25720082013318935,1,90635.6445,-0.021833889434287435
2016-09-27,-0.2414144599546667,0,0.19139778558169557,1,91328.3496,0.0076427447923097525
2016-09-28,-0.24092472193968584,0,0.10853135082881334,1,91383.5306,0.0006042045021252829
2016-09-29,-0.22248276092929775,0,0.03914262912558071,1,92173.8069,0.008647907284947909
2016-09-30,-0.14402428820456503,0,-0.0025349897585453,0,92841.2937,0.007241610414596034
2016-10-10,-0.09761853973998207,1,0.014503856331832076,1,94770.6544,0.020781277630990136
2016-10-11,-0.01995291731300035,1,0.06522267945715496,1,95800.3093,0.01086470180583654
2016-10-12,0.03592133908473269,1,0.12007888568127964,1,96205.8158,0.004232830801518039
2016-10-13,-0.006908793899192078,1,0.17592673229353356,1,96602.1123,0.004119257206069982
2016-10-14,-0.016579676364087116,1,0.21210786678356838,1,96421.4626,-0.001870038819016484
2016-10-17,0.00030595816990434954,1,0.20099829103688988,1,95372.8352,-0.01087545627004416
2016-10-18,0.08656178819978097,1,0.1554080461581366,1,96901.6626,0.016030008930677075
2016-10-19,0.038477012942056896,1,0.13360509253417147,1,97255.5903,0.0036524419757479887
2016-10-20,0.07227299663402591,1,0.1285085571255822,1,97618.2645,0.0037290833244780774
2016-10-21,-0.03589689286174626,1,0.0955415725980724,1,97180.9475,-0.004479868621307115
2016-10-24,-0.015348765827085234,1,0.05819438847067199,1,97985.7941,0.008281938185465965
2016-10-25,-0.06891539233225677,1,0.025907320105448307,1,98662.872,0.006909959818348854
2016-10-26,-0.04960481298652624,1,-0.049625922940559355,0,98584.9506,-0.0007897742932113649
2016-10-27,0.019460735896478898,1,-0.05623534057030345,0,98782.2698,0.00200151441775942
2016-10-28,-0.0382540929059367,1,-0.06380486471765313,0,97595.0181,-0.012018874464048701
2016-10-31,-0.05846557314123188,1,-0.030736045954517777,0,97691.8024,0.0009916930380691191
2016-11-01,-0.09209325538758248,1,0.022928903128807444,1,99198.5547,0.015423528515018825
2016-11-02,-0.08507338281591398,1,0.09519407203224366,1,99060.0012,-0.0013967290190770587
2016-11-03,-0.15109871577765366,0,0.060846796634727876,1,100126.4342,0.010765525813460242
2016-11-04,-0.10730856232586729,0,0.038383051048699754,1,100377.5212,0.0025076994103121475
2016-11-07,-0.18408806876167894,0,-0.08681586120335769,0,100840.9858,0.004617215034395494
2016-11-08,-0.11524053683249214,0,-0.22262434101425752,0,101799.8719,0.009508892563801163
2016-11-09,-0.1315972031319277,0,-0.3668895939076113,0,101267.9145,-0.005225521310307291
2016-11-10,-0.2336068056268589,0,-0.49667911166042433,0,103225.8782,0.019334492170271833
2016-11-11,-0.2536577441159179,0,-0.5875057834502109,0,104037.2065,0.0078597374432412
2016-11-14,-0.23892827732314934,0,-0.5650502217545887,0,104589.5067,0.005308679640489977
2016-11-15,-0.21470946676307728,0,-0.5218610182250709,0,105307.8762,0.00686846627989679
2016-11-16,-0.016584341869188036,1,-0.426381458244698,0,105599.806,0.002772155422122058
2016-11-17,-0.17071404385106362,0,-0.37434220823857933,0,105442.3127,-0.0014914165656706446
2016-11-18,-0.16036129687690637,0,-0.32391431237535395,0,105399.2603,-0.00040830288048110397
2016-11-21,-0.22178256882748448,0,-0.3088814878300612,0,106167.2339,0.007286328175492907
2016-11-22,-0.14715626251781974,0,-0.27924464365339424,0,107431.7979,0.011911057240043599
2016-11-23,-0.11944504075096436,0,-0.29717922700152716,0,106903.4133,-0.004918325954963887
2016-11-24,-0.1442506539178819,0,-0.3249854991534361,0,106122.8347,-0.0073017182137063985
2016-11-25,-0.21201499289866116,0,-0.36826232222675576,0,105940.1742,-0.0017212176862442252
2016-11-28,-0.3421077267841376,0,-0.4454451537696517,0,105720.1825,-0.0020765653979828436
2016-11-29,-0.3456086133469027,0,-0.5539071295207978,0,103787.209,-0.018283864578080844
2016-11-30,-0.11958373236334013,0,-0.6099358941594595,0,103294.5654,-0.004746669697997086
2016-12-01,-0.2714487272295298,0,-0.6045304406155001,0,103970.7326,0.006546009437975675
2016-12-02,-0.33065673736030404,0,-0.5983825051814514,0,101769.3273,-0.021173317191765184
2016-12-05,-0.31742246449326667,0,-0.4891103941523375,0,101327.2706,-0.004343712508749209
2016-12-06,-0.28999556271901183,0,-0.3655362673530975,0,101947.8117,0.006124127259379719
2016-12-07,-0.30484511221501503,0,-0.28359350449575305,0,103480.1098,0.015030220604529188
2016-12-08,-0.3987653258393445,0,-0.18933618115839576,0,102937.3039,-0.005245509509499979
2016-12-09,-0.47720537596638246,0,-0.10865324256747308,0,102802.5647,-0.0013089443272275014
2016-12-12,-0.6163219769869285,0,-0.1442694504909114,0,96671.3378,-0.059640797074394514
2016-12-13,-0.6480605087450162,0,-0.21540084329450412,0,97275.3947,0.006248562539288738
2016-12-14,-0.671405503603076,0,-0.30888590814132416,0,97075.0387,-0.0020596780986383845
2016-12-15,-0.6209017367372823,0,-0.35112130518539697,0,98475.579,0.014427398832445704
2016-12-16,-0.47266057641905296,0,-0.3610355328412214,0,100299.6748,0.018523331556141498
2016-12-19,-0.5167773651622534,0,-0.32255052932408523,0,100682.5665,0.003817476983484669
2016-12-20,-0.3650804824826661,0,-0.2410322904517482,0,101175.8611,0.004899503629558266
2016-12-21,-0.3670944692049725,0,-0.14756852761609926,0,102262.7037,0.010742113664105934
2016-12-22,-0.5781106449312651,0,-0.1010717525303709,0,102392.8642,0.001272805189874937
2016-12-23,-0.5685933199193802,0,-0.07015196886842585,0,100978.2053,-0.013815991095207591
2016-12-26,-0.5467055898941432,0,0.0002136040191272115,1,101727.7373,0.00742271065100808
2016-12-27,-0.5670482276303621,0,0.04593171006129778,1,102750.0666,0.010049661253991315
2016-12-28,-0.5720704296241409,0,0.047820458389124784,1,102631.139,-0.0011574454784831767
2016-12-29,-0.5512425343003927,0,0.06297613030204517,1,102569.4137,-0.0006014285781237305
2016-12-30,-0.5216578327712753,0,0.07640793698671426,1,102696.3269,0.0012373396261307068
2017-01-03,-0.5333761929920614,0,-4.595004456437457e-05,0,104110.9221,0.013774545231568514
2017-01-04,-0.503366732536042,0,-0.06782787823929914,0,105115.1933,0.009646165644709104
2017-01-05,-0.4887501110048359,0,-0.09501325573357648,0,105398.9617,0.0026995945218890594
2017-01-06,-0.5334354966895422,0,-0.16707034591261954,0,104183.4375,-0.011532601274192644
2017-01-09,-0.5480902331979983,0,-0.2345700875219417,0,104471.9601,0.0027693710912541913
2017-01-10,-0.51611700283657,0,-0.18027994026830424,0,104392.6251,-0.0007593903658364987
2017-01-11,-0.5281249850443437,0,-0.10106040538600632,0,102696.9144,-0.01624358711523588
2017-01-12,-0.5591601343310734,0,0.014866354971178941,1,101832.2315,-0.008419755404063034
2017-01-13,-0.47063857016937666,0,0.10697897634391115,1,99548.3978,-0.022427414840653803
2017-01-16,-0.6749209829958892,0,0.06567746748780055,1,93846.4092,-0.05727855722455444
2017-01-17,-0.5960362416693621,0,-0.0004773033125595849,0,95302.2191,0.015512686232858064
2017-01-18,-0.6966308314133356,0,-0.15994162622974226,0,94273.7225,-0.010791948075425273
2017-01-19,-0.6481441120761385,0,-0.32869073700329554,0,93828.2875,-0.004724911546799215
2017-01-20,-0.47893881388167003,0,-0.3916784916451895,0,95913.9228,0.022228214492351128
2017-01-23,-0.47561429717947756,0,-0.3375277190555689,0,97222.1584,0.013639684018846188
2017-01-24,-0.4576566123878212,0,-0.3593122170368154,0,96673.8439,-0.005639809988007727
2017-01-25,-0.3898114573315805,0,-0.2992264910613599,0,97184.5382,0.005282652260401033
2017-01-26,-0.4719631760223601,0,-0.24056755249587564,0,97956.3515,0.007941729356285787
2017-02-03,-0.26845367871063036,0,-0.21034485712161194,0,97526.7892,-0.00438524193094314
2017-02-06,-0.20559430144720517,0,-0.16923183673373784,0,99429.1131,0.019505654965210395
2017-02-07,-0.3653889185269661,0,-0.07411547367523405,0,99689.4742,0.002618560016100391
2017-02-08,-0.350217256830961,0,-0.0037223518830760164,0,100772.942,0.010868427270729786
2017-02-09,-0.3325649999672456,0,0.07018550311468516,1,101786.1465,0.010054330854010418
2017-02-10,-0.4938750623013246,0,0.08841585443964696,1,101351.6851,-0.004268374576888001
2017-02-13,-0.3908129298500092,0,0.12719691576974518,1,102380.6071,0.010151996969609334
2017-02-14,-0.22184040782309933,0,0.11321628085378894,1,102260.2498,-0.0011755868949129278
2017-02-15,-0.15912818808103624,0,0.09134382483056483,1,101662.7951,-0.005842492084348505
2017-02-16,-0.11022016066491926,0,0.031046608620356287,1,102150.4933,0.004797214158043461
2017-02-17,-0.17285812682332258,0,0.028786614525581334,1,100993.7465,-0.011323947272607104
2017-02-20,-0.4851058769075361,0,0.0407791533367437,1,101050.1085,0.0005580741575916814
2017-02-21,-0.28123598981153486,0,0.10025927450220704,1,102475.0397,0.014101233745830166
2017-02-22,-0.48531477663022476,0,0.1949576983650512,1,102938.6782,0.004524404199864884
2017-02-23,-0.2035723571798288,0,0.34316352102371395,1,103100.2965,0.0015700444461312912
2017-02-24,0.13920830560664982,1,0.45614179830984236,1,103981.6324,0.008548335261092221
2017-02-27,0.30941751041430693,1,0.5455557492681542,1,103414.1235,-0.005457780253120936
2017-02-28,0.283714972611782,1,0.6325835589499915,1,103951.2453,0.005193892108943832
2017-03-01,0.33435775941630747,1,0.6860310792225978,1,104204.6893,0.0024381045101342647
2017-03-02,0.41313336315781823,1,0.6984766798158543,1,103586.5544,-0.005931929783125511
2017-03-03,0.5681220434236474,1,0.712921853807584,1,103823.757,0.002289897577672617
2017-03-06,0.6099284107053502,1,0.7153773978800775,1,105519.8952,0.016336706058518002
2017-03-07,0.6946099574551896,1,0.7068738268466819,1,106197.6822,0.006423310018601969
2017-03-08,0.586657039687803,1,0.6850118955919882,1,105901.661,-0.002787454432786163
2017-03-09,0.6913933858148124,1,0.6757521077122479,1,105198.6153,-0.006638665469090088
2017-03-10,0.7644473038629124,1,0.6911437386116364,1,105135.6819,-0.0005982341100264632
2017-03-13,0.8093966224856978,1,0.6985174192176565,1,105882.6444,0.007104747755481089
2017-03-14,0.7539660360314082,1,0.6994251889567927,1,105873.6464,-8.4980877187113e-05
2017-03-15,0.7300261809214069,1,0.7199762975842487,1,105837.089,-0.0003452927262169725
2017-03-16,0.7508088271238744,1,0.7354162840255817,1,107239.7284,0.013252815371745497
2017-03-17,0.7853720690102781,1,0.7165943212484284,1,106604.5368,-0.005923099670961163
2017-03-20,0.8820507398741019,1,0.7152499074157525,1,107332.269,0.006826465569333973
2017-03-21,0.8212821468546239,1,0.6949815881915825,1,107659.7748,0.0030513265307006154
2017-03-22,0.8691243415518628,1,0.6892039158116379,1,106929.2601,-0.006785400595134772
2017-03-23,0.8518571044248998,1,0.6586496798286079,1,106807.564,-0.0011380991497200732
2017-03-24,0.7763343427872436,1,0.6046065090053051,1,106988.7978,0.001696825516964262
2017-03-27,0.7666572716636859,1,0.50763712460434,1,106662.8318,-0.0030467301876720976
2017-03-28,0.811641441186895,1,0.4393404245085891,1,106460.849,-0.0018936568305136792
2017-03-29,0.737542072207992,1,0.3345247229170042,1,104502.58,-0.01839426435534064
2017-03-30,0.6250862704243147,1,0.20257946566251891,1,101144.3575,-0.03213530709002599
2017-03-31,0.5892926458432985,1,0.07997452038075929,1,101019.1504,-0.0012379049419538601
2017-04-05,0.5434494261491253,1,-0.037015907064727516,0,103320.7432,0.022783727549543942
2017-04-06,0.466418621772944,1,-0.19112306702961965,0,103940.7793,0.006001080526490066
2017-04-07,0.43101835584576154,1,-0.30598723887749724,0,103443.3986,-0.004785231584270022
2017-04-10,0.29534698264990766,1,-0.41122501471065986,0,100571.3144,-0.02776478962283435
2017-04-11,0.41096612281252487,1,-0.5011020603472038,0,101603.1909,0.010260147301008216
2017-04-12,0.3597897464863513,1,-0.5791052882659231,0,100350.4861,-0.0123293844307798
2017-04-13,0.4141528595189217,1,-0.616987941990381,0,100664.6954,0.0031311188636085063
2017-04-14,0.49678604882615585,1,-0.6526024785280673,0,98971.7476,-0.01681769157769686
2017-04-17,0.48927609051301424,1,-0.656595282713137,0,95588.236,-0.03418664095611057
2017-04-18,0.4356054423088066,1,-0.6494903577148537,0,93951.2916,-0.01712495667353886
2017-04-19,0.5701258672996293,1,-0.6297115539831484,0,93163.5114,-0.008384985310835202
2017-04-20,0.48009966851353036,1,-0.6102072620519678,0,91977.6586,-0.01272872589471774
2017-04-21,0.5195800704773357,1,-0.6096237112758233,0,91652.058,-0.003539996613916796
2017-04-24,0.42755944104998744,1,-0.589924613867779,0,88056.4662,-0.039230889938118074
2017-04-25,0.32437560962167,1,-0.5624710222677447,0,88700.3742,0.007312444250687111
2017-04-26,0.24193791253660224,1,-0.5287792011772646,0,89379.1791,0.0076527850769765315
2017-04-27,0.2899668458156327,1,-0.4978509783737617,0,90865.7331,0.016631994329874056
2017-04-28,0.2979889103557412,1,-0.4376200609494211,0,91831.9598,0.010633565229002606
2017-05-02,0.2587612096263283,1,-0.35689833475356453,0,92079.4262,0.002694774243509057
2017-05-03,0.18834857682112696,1,-0.28511079808186457,0,92279.0759,0.0021682335374935136
2017-05-04,0.13098727152887,1,-0.2146479666671759,0,91766.6136,-0.005553396531141508
2017-05-05,0.08023943943688569,1,-0.12220463410600406,0,90147.175,-0.0176473614582634
2017-05-08,0.15917536182323214,1,-0.051818949325482366,0,87997.1436,-0.02385023601682479
2017-05-09,0.1674593411972783,1,0.03431517759500393,1,89110.8141,0.012655757385288569
2017-05-10,0.2427248683971552,1,0.14933408889325187,1,87504.8362,-0.018022255954229904
2017-05-11,0.10162172621287482,1,0.249813196430488,1,86950.2487,-0.006337792561915689
2017-05-12,0.10874375889915815,1,0.31880295059579344,1,86684.6252,-0.0030548906296572476
2017-05-15,0.125839400749359,1,0.36532915231466967,1,87000.1271,0.0036396523520989543
2017-05-16,0.190598202972433,1,0.39232889468021687,1,89431.0985,0.027942159178753645
2017-05-17,0.18265588644504813,1,0.38536549166417317,1,90180.9433,0.008384609074213678
2017-05-18,0.1772802308954684,1,0.3896972826495534,1,89814.1518,-0.004067283913629094
2017-05-19,0.17501915648270283,1,0.3954528507358998,1,89375.0656,-0.004888830893574281
2017-05-22,0.1739463377815475,1,0.4325806798410515,1,86018.1495,-0.03755987285115914
2017-05-23,0.08840862622842019,1,0.4208009012870987,1,82244.7871,-0.043867049244066814
2017-05-24,0.19178658675307986,1,0.42859518032852817,1,82934.7782,0.008389481258685105
2017-05-25,0.09264168197755746,1,0.3988452121137983,1,83292.3232,0.004311158813709914
2017-05-26,-0.01088493845685684,1,0.3722340453948395,1,83759.1821,0.005605065173641455
2017-05-31,0.04253794334587141,1,0.32686959792999565,1,83644.1993,-0.0013727784478928529
2017-06-01,0.06227615014746157,1,0.2646750915328212,1,79816.3439,-0.045763548841814106
2017-06-02,0.05379659688793123,1,0.19093366727377942,1,81479.6028,0.02083857539357914
2017-06-05,0.141866938748336,1,0.15251469602396778,1,82468.5415,0.012137254797712549
2017-06-06,0.22378719225058047,1,0.09876785141090362,1,82999.1956,0.006434624528918187
2017-06-07,0.21286265342710997,1,0.05461094031944837,1,85677.7579,0.03227214770741704
2017-06-08,0.38813293105690416,1,0.05501796029928417,1,85559.337,-0.001382166187614442
2017-06-09,0.4734518083291846,1,0.030209658407256222,1,85822.9632,0.0030812090093685907
2017-06-12,0.43556726061077294,1,0.0013134201399861989,1,83059.0566,-0.03220474447566035
2017-06-13,0.4800192117926672,1,0.00222762758532843,1,85316.5144,0.027178948237656764
2017-06-14,0.4612853921586291,1,0.029784432702157915,1,85705.6324,0.004560875496807615
2017-06-15,0.5728108403137238,1,0.053158657020751676,1,87467.5231,0.020557466885922082
2017-06-16,0.557442470172333,1,0.10575816100735638,1,87166.7709,-0.003438444228678561
2017-06-19,0.5249208863079946,1,0.14513216306595447,1,87725.8375,0.0064137582960526185
2017-06-20,0.5156516804231771,1,0.1734569632016419,1,87695.4519,-0.0003463700189809682
2017-06-21,0.47747951730146776,1,0.15853054040551046,1,87738.2551,0.000488089166229555
2017-06-22,0.3294569025655608,1,0.12382016342579971,1,85548.5183,-0.024957605978193187
2017-06-23,0.3612138969343128,1,0.06262169850149307,1,85594.4969,0.0005374564155367079
2017-06-26,0.2654140169290935,1,0.008572734488872663,1,86593.5754,0.01167222819438063
2017-06-27,0.237192597904826,1,-0.0307507207399631,0,86694.768,0.0011685924681197335
2017-06-28,0.1851124074864296,1,-0.06485251739930258,0,85634.1498,-0.012233935501159587
2017-06-29,0.15326542432857365,1,-0.030768372037422227,0,86082.8206,0.005239391072929367
2017-06-30,0.15758298883055305,1,0.022684840727054154,1,86710.8515,0.007295658943591743
2017-07-03,0.03521125355945452,1,0.028772306369344837,1,87579.662,0.010019628281472848
2017-07-04,0.04598559335537565,1,0.0375516731194016,1,87481.8459,-0.0011168814513122793
2017-07-05,0.01557059129628599,1,0.061249918794199484,1,88542.8875,0.012128706122786603
2017-07-06,0.0460188660111047,1,0.04341917096063473,1,88989.2834,0.005041578297297011
2017-07-07,-0.09357799723174298,1,0.02389057410807328,1,89913.6743,0.010387665398370771
2017-07-10,-0.2497000421323579,0,-0.003933691770492071,0,88295.6472,-0.017995339558712575
2017-07-11,-0.2960174426321043,0,-0.10132252645099235,0,86844.6765,-0.01643309433718043
2017-07-12,-0.24658735760623063,0,-0.22101227703404494,0,86939.081,0.0010870499356401275
2017-07-13,-0.4595769302462698,0,-0.39292879171157424,0,86359.4141,-0.0066675066418060425
2017-07-14,-0.5267242408300419,0,-0.5783732917985572,0,85544.6818,-0.009434203653310713
2017-07-17,-0.7396814445793009,0,-0.7114547810928409,0,78825.7728,-0.07854268504626083
2017-07-18,-0.766207986819421,0,-0.7981928576067994,0,79218.0176,0.004976098375784055
2017-07-19,-0.8030327227702704,0,-0.868126102696295,0,79658.4668,0.005559962409359631
2017-07-20,-0.7522880261182902,0,-0.8818550836848343,0,79729.162,0.0008874787934030071
2017-07-21,-0.7593489370999911,0,-0.8732133744903902,0,79271.631,-0.0057385652692549804
2017-07-24,-0.7020402953812188,0,-0.8345778885806461,0,79794.4799,0.0065956621984983865
2017-07-25,-0.6398150641348322,0,-0.7920910301941011,0,79884.4782,0.0011278762655360097
2017-07-26,-0.6363775414332965,0,-0.7461160969692767,0,79544.8059,-0.004252043796913574
2017-07-27,-0.3136291792732575,0,-0.6516142152469848,0,81881.6452,0.02937764789994901
2017-07-28,-0.34247499963709094,0,-0.5702905086755015,0,81175.5311,-0.008623594436522164
2017-07-31,-0.5027267938175236,0,-0.5151065800122832,0,81306.1744,0.0016093926116611534
2017-08-01,-0.4679568020338656,0,-0.4551835417695382,0,81409.2417,0.0012676441950514317
2017-08-02,-0.5815510611675673,0,-0.4290526882194937,0,80123.4289,-0.01579443283280202
2017-08-03,-0.5820277208053912,0,-0.4640505745138562,0,81115.3737,0.01238020905518189
2017-08-04,-0.6089033233490826,0,-0.49534912254180474,0,80466.5281,-0.007999045931782467
2017-08-07,-0.5230834273559476,0,-0.4867663303997383,0,80995.905,0.006578846043191033
2017-08-08,-0.5137723897219741,0,-0.45917676966098153,0,81228.0983,0.0028667288796884183
2017-08-09,-0.5606468773812203,0,-0.4071817982627894,0,81226.8187,-1.5753169491539154e-05
2017-08-10,-0.5951414523366345,0,-0.32769850116959687,0,80123.7727,-0.013579825206179175
2017-08-11,-0.4913578476276284,0,-0.181459398253979,0,79253.1723,-0.010865694046381269
2017-08-14,-0.23322073466506185,0,0.004229944729579915,1,80888.727,0.0206370881131277
2017-08-15,-0.195287336677135,0,0.18660395535663757,1,81686.8443,0.00986685450000957
2017-08-16,0.0158782766573308,1,0.4008468271739084,1,83057.4538,0.01677882787302143
2017-08-17,0.06917611051651323,1,0.5785874476780066,1,83609.8456,0.006650719167603514
2017-08-18,-0.055042016352054995,1,0.6770292869810345,1,83107.181,-0.006012026411396754
2017-08-21,-0.0003720661225382893,1,0.6979090502407074,1,84435.4352,0.01598242394962246
2017-08-22,-0.054841887406301144,1,0.6905950508809965,1,83933.5495,-0.0059440174473099905
2017-08-23,0.12925668008321878,1,0.6701720299809087,1,84306.6261,0.004444904358536617
2017-08-24,0.13666163933646613,1,0.6209767996903046,1,83793.9246,-0.00608139032146604
2017-08-25,0.01877308946026144,1,0.5742716099497839,1,85534.5828,0.020773083589403774
2017-08-28,0.15751029226485447,1,0.5550543437203643,1,87628.3306,0.024478377417186614
2017-08-29,0.05532281021154031,1,0.5282567525901445,1,87843.1881,0.00245191821559132
2017-08-30,-0.06788236343706944,1,0.49146450353305654,1,87571.5743,-0.0030920303084948086
2017-08-31,-0.0036997632014153514,1,0.5045260789938574,1,89257.1923,0.01924846062748009
2017-09-01,0.038020818627050396,1,0.5372150648487579,1,89557.8834,0.0033688164757565975
2017-09-04,0.4059447679900571,1,0.5602318225660259,1,89651.5408,0.0010457750501056129
2017-09-05,0.5111849150076603,1,0.5902090686250505,1,90035.5199,0.004283017297567637
2017-09-06,0.5131718412823241,1,0.6148644886766255,1,90229.9522,0.002159506606014494
2017-09-07,0.5747187072506106,1,0.6165104571031448,1,90341.1561,0.0012324499491422891
2017-09-08,0.6288703133370948,1,0.586983400347628,1,90545.1608,0.0022581590584715983
2017-09-11,0.7796992908235436,1,0.5250649325995413,1,91831.9514,0.014211588875989944
2017-09-12,0.7781035456186538,1,0.4548373349491851,1,90610.1746,-0.013304484783060011
2017-09-13,0.8250103412296291,1,0.3622154702375734,1,91305.9981,0.007679308676665997
2017-09-14,0.807012602911357,1,0.285235689499607,1,91124.9828,-0.001982512691025451
2017-09-15,0.813159994017353,1,0.24754121811605398,1,90501.0172,-0.006847360414536041
2017-09-18,0.8314363505963422,1,0.24642166720551084,1,91021.6629,0.005752926498598487
2017-09-19,0.7960760606576173,1,0.2512999581975937,1,91190.5269,0.0018552067125550131
2017-09-20,0.8009981491105196,1,0.26396887318980333,1,92319.0877,0.012375855676737046
2017-09-21,0.6296259119770671,1,0.26108275809932274,1,91758.1253,-0.006076342541673552
2017-09-22,0.6313004553724758,1,0.2571321780540573,1,92222.0271,0.005055702680098362
2017-09-25,0.6671954080900803,1,0.22226571459898886,1,91367.5129,-0.009265836231006075
2017-09-26,0.621093353552036,1,0.19525940584277895,1,90043.4268,-0.014491869790186684
2017-09-27,0.6972489326333683,1,0.20192081804373485,1,91092.1265,0.011646599171856398
2017-09-28,0.7307435753150956,1,0.21738994344049795,1,90576.4991,-0.005660504588176463
2017-09-29,0.7592851361541281,1,0.21100030896898972,1,91554.5303,0.010797847230993307
2017-10-09,0.7672924151935683,1,0.1898942158311522,1,92686.5775,0.012364731666369533
2017-10-10,0.7681597880196515,1,0.17823395410178405,1,94501.8188,0.019584726817645226
2017-10-11,0.7408528347400519,1,0.12511476436778982,1,94091.4418,-0.004342530177842363
2017-10-12,0.7181192453196643,1,0.07839929087968904,1,94137.5043,0.0004895503684374525
2017-10-13,0.6579532065854136,1,0.052266014015710974,1,95183.5806,0.011112216196706548
2017-10-16,0.5076893517942883,1,0.0031110637341953185,1,92323.7301,-0.030045628478910125
2017-10-17,0.48917052603989697,1,-0.03486841206986728,0,92874.3086,0.005963564290607071
2017-10-18,0.37076963349299863,1,-0.0663145099701887,0,91538.7667,-0.014380100591133926
2017-10-19,0.4250804079069157,1,-0.08349151315256453,0,90347.5965,-0.01301274031693933
2017-10-20,0.4809803875370934,1,-0.13318245527650782,0,91669.8276,0.014634933868993505
2017-10-23,0.502797122404779,1,-0.1536804020117215,0,92559.6031,0.009706307116475799
2017-10-24,0.45665427328928315,1,-0.20560681518331464,0,91764.8558,-0.008586330033647172
2017-10-25,0.40843667727318866,1,-0.2307795941283401,0,93025.2238,0.0137347570484605
2017-10-26,0.3954872441860916,1,-0.2617660534938414,0,93586.5091,0.006033689327173519
2017-10-27,0.4718081477317777,1,-0.26151488620640806,0,92982.9455,-0.006449258614348641
2017-10-30,0.3501762804114985,1,-0.27731967681089076,0,89450.8982,-0.037985969158182975
2017-10-31,0.43657825284937424,1,-0.23558637847388178,0,90592.5639,0.012763043445884525
2017-11-01,0.47016172493193203,1,-0.21657035052753684,0,90894.1237,0.0033287478245220825
2017-11-02,0.3932608635931143,1,-0.2449517239141315,0,89574.1713,-0.014521867270061994
2017-11-03,0.4115523689814534,1,-0.2680011437522548,0,88913.8711,-0.007371546846786203
2017-11-06,0.34030956433786397,1,-0.23603065905534404,0,90169.4987,0.01412184155819518
2017-11-07,0.26080402318197776,1,-0.29864850485125194,0,90382.29,0.0023599033272656555
2017-11-08,0.28309660667425884,1,-0.3057261507145585,0,91071.2271,0.007622478917053366
2017-11-09,0.31069554272648764,1,-0.2698735241843495,0,91662.4315,0.006491670517965398
2017-11-10,0.3331302964940201,1,-0.23855383715047865,0,91903.9361,0.0026347173650962397
2017-11-13,0.24997944309829637,1,-0.21188953815860767,0,91744.3788,-0.0017361312993862121
2017-11-14,0.23069373435385554,1,-0.17955297447456683,0,90944.0197,-0.008723794421724329
2017-11-15,0.12531327836915143,1,-0.22760471098316382,0,90470.7306,-0.005204180566916516
2017-11-16,0.13274355781917277,1,-0.26645007260625314,0,89464.8976,-0.011117772492046152
2017-11-17,-0.03719460337009892,1,-0.3776451979111559,0,84480.9507,-0.05570840669022348
2017-11-20,-0.038677975414464785,1,-0.469496241187909,0,84415.1704,-0.0007786406219976172
2017-11-21,-0.07063339036070128,1,-0.5178157783844541,0,83826.1529,-0.006977626144790694
