family,best_form,best_k,direction,ic,ic_pvalue,partial_ic_vs_ew,partial_ic_pvalue,ic_2014-2019,ic_2020-2026,net_sharpe,net_ann,turnover,gate1_significant_and_independent,gate2_stable_halves,gate3_net_positive,PASS
E1,E1_lb5zw60,10,1.0,0.05314686260977822,0.35764235764235763,0.057123304450844806,0.3276723276723277,0.05822705085813257,0.04431097975375764,0.1726267884520136,0.04352877770784634,8.985912071897014,False,True,True,False
E2,E2_lb20zw60,40,-1.0,-0.001687763713080169,0.987012987012987,-0.008884111555568928,0.9430569430569431,-0.2109243697478992,-0.3892110734215998,-0.032114059973013934,-0.008098193658978925,7.474981693922382,False,True,False,False
