family,best_form,best_k,direction,ic,ic_pvalue,partial_ic_vs_ew,partial_ic_pvalue,ic_2014-2019,ic_2020-2026,net_sharpe,net_ann,turnover,gate1_significant_and_independent,gate2_stable_halves,gate3_net_positive,PASS,rep_abs_ic,null_max_q95,p_vs_max_null,gate0_selection_corrected,PASS_probe
N1,N1_lb20zw60,40,-1.0,-0.050146056475170404,0.6983016983016983,-0.12472402721277984,0.3126873126873127,-0.27254901960784317,-0.07348178137651823,0.257548149862481,0.06488708408818938,6.629860031104199,False,True,True,False,0.13316420260694603,0.31507041647013145,0.8421578421578422,False,False
N2,N2_lb5zw60,20,-1.0,-0.0026635065031694843,0.975024975024975,-0.0075476424430112755,0.9270729270729271,-0.09058057693267846,-0.08792599805258032,0.07532555686792855,0.019376052690868156,11.658562000694687,False,True,True,False,0.0026635065031694843,0.31507041647013145,1.0,False,False
