family,best_form,best_k,direction,ic,ic_pvalue,partial_ic_vs_ew,partial_ic_pvalue,ic_2014-2019,ic_2020-2026,net_sharpe,net_ann,turnover,gate1_significant_and_independent,gate2_stable_halves,gate3_net_positive,PASS
F1,F1_lb5zw250,10,1.0,0.10497075923549344,0.03796203796203796,0.06454168305563099,0.26873126873126874,0.13617146905999056,0.09072402838583235,0.12309620321446017,0.031027133229631833,11.498500922509226,False,True,True,False
F2,F2_lb20zw250,20,-1.0,-0.0707722957928044,0.4165834165834166,-0.07898569813510009,0.37162837162837165,-0.1799472634896135,-0.048162363951837636,0.30536194774113945,0.07696774272062566,7.462105114038816,False,True,True,False
F3,F3_lb5zw250,20,1.0,0.060380288292511436,0.4835164835164835,-0.03212215943203777,0.6983016983016983,0.13454241430317065,0.11625216888374783,0.14736574471605787,0.03715329681642917,10.697235231908143,False,True,True,False
F4,F4_lb5zw250,10,1.0,0.0679290429146701,0.27672327672327673,0.0553586146273343,0.4955044955044955,0.07507085498346718,0.07483997407975217,0.22102504089987118,0.05570677867480042,9.407864391143912,False,True,True,False
