family,best_form,best_k,direction,ic,ic_pvalue,partial_ic_vs_ew,partial_ic_pvalue,ic_2015-2020,ic_2021-2026,net_sharpe,net_ann,turnover,gate1_significant_and_independent,gate2_stable_halves,gate3_net_positive,PASS,rep_abs_ic,null_max_q95,p_vs_max_null,gate0_selection_corrected,PASS_probe
F1,F1_lb5zw250,20,1.0,0.25986650092401764,0.001998001998001998,0.2778919967075555,0.002997002997002997,0.34422917151590965,0.26322930800542743,1.0213199667503687,0.2168702950835041,10.377532228360959,True,True,True,False,0.25986650092401764,0.33698581998166105,0.22077922077922077,False,True
F2,F2_lb5zw60,40,1.0,0.03855547437636991,0.7712287712287712,0.045992395608936316,0.7252747252747253,0.1997800586510264,0.13736631016042783,-0.4418926322513363,-0.10291811403347235,7.30939226519337,False,True,False,False,0.03855547437636991,0.33698581998166105,1.0,False,False
