family,form,k,kou_jing,ic,n_windows,ic_2014-2019,ic_2020-2026
B1,B1_lb5zw250,20,blend,0.019150790686605107,160,0.1403627242909512,-0.17159156632840838
B1,B1_lb5zw250,40,500,0.025560038705674793,79,0.3109243697478992,-0.08217529270160849
B1,B1_lb5zw250,40,1000,0.046141955587244356,79,0.380672268907563,-0.09574351679614837
B1,B1_lb5zw250,40,blend,0.036940341653201425,79,0.3397759103641457,-0.10843637159426633
B1,B1_lb20zw60,5,500,0.00917728807237865,645,0.0052427818007392294,0.01661662750671928
B1,B1_lb20zw60,5,1000,0.003919094113085604,645,0.019346575829441586,0.024478619607941357
B1,B1_lb20zw60,5,blend,0.003961980726514436,645,0.014141778143550736,0.020427482612826824
B1,B1_lb20zw60,10,500,0.004931958454589518,322,-0.01756809951188789,-0.0010652589654027913
B1,B1_lb20zw60,10,1000,0.01384948855394935,322,0.0020902220122815305,0.007731820265208389
B1,B1_lb20zw60,10,blend,0.009113960175913647,322,-0.009526058888364036,0.009249103064595154
B1,B1_lb20zw60,20,500,0.012463377475682645,160,-0.005241494629879736,-0.08922656291077342
B1,B1_lb20zw60,20,1000,0.01161666471346537,160,0.002347417840375587,-0.0831536884168463
B1,B1_lb20zw60,20,blend,0.015897105355677957,160,0.004630522863206638,-0.09319627740680371
B1,B1_lb20zw60,40,500,-0.05226387536514119,79,0.13025210084033612,0.24039829302987198
B1,B1_lb20zw60,40,1000,-0.0072054527750730285,79,0.22324929971988797,0.2690666374876901
B1,B1_lb20zw60,40,blend,-0.029600778967867575,79,0.19887955182072833,0.2325199693620746
B1,B1_lb20zw250,5,500,-0.0003019303147693457,645,-0.005730731583791496,-0.02077890465896408
B1,B1_lb20zw250,5,1000,-0.0073569883800433155,645,0.0002785501755547872,-0.017143760575925163
B1,B1_lb20zw250,5,blend,-0.007155231938499673,645,-0.001543226409673288,-0.018532621201472057
B1,B1_lb20zw250,10,500,-0.005976156120307282,322,-0.03477798771846953,-0.0793538904079278
B1,B1_lb20zw250,10,1000,-0.0034980273276294153,322,-0.03368760825066918,-0.07522561679126297
B1,B1_lb20zw250,10,blend,-0.004847708032032257,322,-0.04065107857030388,-0.07297498063883927
B1,B1_lb20zw250,20,500,0.037996879739093034,160,-0.04022766737410766,-0.1419895893580104
B1,B1_lb20zw250,20,1000,0.02818636606754141,160,-0.04061354427937488,-0.13468110836531888
B1,B1_lb20zw250,20,blend,0.0377522394847778,160,-0.041739018586404275,-0.1474578053525422
B1,B1_lb20zw250,40,500,-0.04583766941217679,79,0.009243697478991597,0.010832695043221359
B1,B1_lb20zw250,40,1000,-0.011453331629542847,79,0.035574229691876756,0.046503993872414925
B1,B1_lb20zw250,40,blend,-0.026107753820796394,79,0.04397759103641457,0.01630375314585841
B2,B2_lb5zw60,5,500,0.01094579069454401,645,0.06013372356329956,0.018210158210361704
B2,B2_lb5zw60,5,1000,0.014340809497126506,645,0.053146107358691796,0.0265891085776721
B2,B2_lb5zw60,5,blend,0.011726112402280905,645,0.05499466761464628,0.021350650326454643
B2,B2_lb5zw60,10,500,0.03040928084486858,322,0.05241300582585419,0.0059869450459136084
B2,B2_lb5zw60,10,1000,0.04076274535563279,322,0.048697055581798133,0.020593952995843275
B2,B2_lb5zw60,10,blend,0.03438065489032714,322,0.05428279011179341,0.014704999130723394
B2,B2_lb5zw60,20,500,-0.006205320520332826,160,0.11885008682230369,-0.12363951837636046
B2,B2_lb5zw60,20,1000,-0.027531348880815657,160,0.08550389092546146,-0.14285714285714285
B2,B2_lb5zw60,20,blend,-0.01953884917379585,160,0.09537590841854783,-0.129764971870235
B2,B2_lb5zw60,40,500,-0.010516066212268744,79,0.24565826330532214,-0.06816938395885765
B2,B2_lb5zw60,40,1000,-0.015481986368062318,79,0.23557422969187677,-0.07670423459897144
B2,B2_lb5zw60,40,blend,-0.015968841285296985,79,0.23865546218487396,-0.09421162052740999
B2,B2_lb5zw250,5,500,0.007830635160384253,645,0.05647361321457617,0.025559496769891343
B2,B2_lb5zw250,5,1000,0.010417599515841536,645,0.058013430793429736,0.029001319593696628
B2,B2_lb5zw250,5,blend,0.007501892529358159,645,0.05630414562525262,0.02608389046902711
B2,B2_lb5zw250,10,500,0.018987324143566596,322,0.03657691702094158,-0.0009609457729449509
B2,B2_lb5zw250,10,1000,0.027043592760543977,322,0.034691387183120766,0.013042310063062066
B2,B2_lb5zw250,10,blend,0.020727364582355162,322,0.037832624783498664,0.008335572379131038
B2,B2_lb5zw250,20,500,0.004277573502942026,160,0.11733873561000709,-0.12534833587465166
B2,B2_lb5zw250,20,1000,-0.021680852001213013,160,0.08984500610971767,-0.14864083285135915
