date,R1,R2,R3,R4,n_U,n_300,n_1000
2019-11-18,-0.21058091286307054,-0.012320233537112197,,-0.023374288282888817,964.0,284.0,564.0
2019-11-19,-0.20671563483735572,-0.011731070009561022,-0.12633985195635364,-0.022722666936873026,953.0,284.0,556.0
2019-11-20,-0.19453207150368035,-0.010874142492734109,-0.08295751467364906,-0.015406518533584157,951.0,284.0,554.0
2019-11-21,-0.19768664563617244,-0.01011191671137991,-0.0756845601304373,-0.019638734038346234,951.0,283.0,554.0
2019-11-22,-0.18670886075949367,-0.009193379094596497,-0.04697997650506197,-0.03021585511835348,948.0,282.0,551.0
2019-11-25,-0.16630901287553648,-0.006291132122075082,0.008873468876288343,-0.06492393682933903,932.0,282.0,538.0
2019-11-26,-0.15236051502145923,-0.004257152671436809,0.042634271214202935,-0.06578080097023387,932.0,282.0,538.0
2019-11-27,-0.13412017167381973,-0.002616811211625655,0.07338764897268704,-0.04636294128503256,932.0,282.0,538.0
2019-11-28,-0.12124463519313304,-0.0018539460931550518,0.09981897273178876,-0.04165844287424836,932.0,282.0,539.0
2019-11-29,-0.10311493018259936,-0.0013080060229497363,0.12941895928559666,-0.04384268214055448,931.0,282.0,539.0
2019-12-02,-0.07815845824411134,-0.0006316151340593398,0.155174875089222,-0.04144791378833933,934.0,282.0,539.0
2019-12-03,-0.07601713062098502,-0.0005216751399234083,0.15603281734987867,-0.02359672018771916,934.0,282.0,538.0
2019-12-04,-0.08038585209003216,-0.0005080043063501379,0.15214803737816388,-0.010975078251911727,933.0,282.0,537.0
2019-12-05,-0.07181136120042872,-0.0004280709528234618,0.16336033494941518,-0.016561670430682678,933.0,282.0,537.0
2019-12-06,-0.0707395498392283,-0.0003873728991151127,0.16155211682743836,-0.0021989777724949477,933.0,282.0,537.0
2019-12-09,-0.05591397849462366,-0.00028276081827746056,0.17485525227460713,-0.0060780804666268964,930.0,282.0,535.0
2019-12-10,-0.047261009667024706,-0.0002716881425117956,0.17750485921955178,-0.01774372816767228,931.0,282.0,536.0
2019-12-11,-0.048283261802575105,-0.00026886694278666795,0.17567507153075823,-0.022970255107441516,932.0,282.0,536.0
2019-12-12,-0.0407725321888412,-0.0002458974985262049,0.18375969234338335,-0.026886842383825552,932.0,282.0,536.0
2019-12-13,-0.04287245444801715,-0.0002584052663925747,0.17393252480509488,-0.028448036768493203,933.0,282.0,537.0
2019-12-16,-0.04291845493562232,-0.0002502420212792392,0.16766245792744822,-0.01382714089128824,932.0,282.0,536.0
2019-12-17,-0.047261009667024706,-0.0002716213201990544,0.15945462517033102,-0.010008616689865447,931.0,282.0,535.0
2019-12-18,-0.04946236559139785,-0.00027576606670023316,0.1450697059122825,-0.0007570324328631736,930.0,282.0,534.0
2019-12-19,-0.046236559139784944,-0.0002675281649322897,0.1514500864963875,0.002589847796637186,930.0,282.0,534.0
2019-12-20,-0.047261009667024706,-0.00028290075063916215,0.13944785109246896,-0.004977795453039037,931.0,282.0,535.0
2019-12-23,-0.047261009667024706,-0.00026551222025636965,0.11904800320851178,-0.010585272088553054,931.0,282.0,535.0
2019-12-24,-0.05155746509129968,-0.00029359330571585024,0.10080304993015954,-0.015808311791608673,931.0,282.0,535.0
2019-12-25,-0.05257510729613734,-0.00033199241006817714,0.08154506437768239,-0.021104583465650466,932.0,282.0,536.0
2019-12-26,-0.05251875669882101,-0.0003432341234299555,0.06872587849431203,-0.020999247196798597,933.0,282.0,537.0
2019-12-27,-0.05139186295503212,-0.0003084385967457282,0.05172306722756724,-0.012044851222314669,934.0,282.0,537.0
2019-12-30,-0.05680600214362272,-0.00037649952500510496,0.021352456100488623,0.0007277442574362206,933.0,282.0,536.0
2019-12-31,-0.056818181818181816,-0.00042975009806236515,0.0191989488028032,0.004021464488529761,968.0,284.0,563.0
2020-01-02,-0.0608875128998968,-0.0004627380505697051,0.019498339190135355,0.0004245330136849468,969.0,284.0,564.0
2020-01-03,-0.06501547987616099,-0.0004982705078467767,0.006795881324267727,0.01103785835580861,969.0,284.0,564.0
2020-01-06,-0.07017543859649122,-0.0005623835047456872,0.0005641112427370726,0.0022725002497252927,969.0,284.0,564.0
2020-01-07,-0.05985552115583075,-0.0004906955834502743,-0.003941542661207095,-0.02070222754969534,969.0,284.0,564.0
2020-01-08,-0.06494845360824743,-0.000540313463807338,-0.017687443941222722,-0.00843824005982799,970.0,284.0,565.0
2020-01-09,-0.06597938144329897,-0.0005579380742484567,-0.017696119640723866,-0.0013772902904150564,970.0,284.0,565.0
2020-01-10,-0.07407407407407407,-0.0006771401063180867,-0.03330154188523287,0.010849549594386096,972.0,284.0,566.0
2020-01-13,-0.06694129763130793,-0.0007653747013146835,-0.024068843183290785,0.0021251402218621512,971.0,284.0,565.0
2020-01-14,-0.07010309278350516,-0.0007543273039029355,-0.027184637847882838,0.012495700303324059,970.0,283.0,565.0
2020-01-15,-0.065775950668037,-0.0006940253048301039,-0.018514941001012294,-0.0090641019260439,973.0,283.0,568.0
2020-01-16,-0.057494866529774126,-0.0006475608907086136,-0.008032500938376277,-0.019742030839548647,974.0,283.0,569.0
2020-01-17,-0.05646817248459959,-0.0006570408845146521,-0.010231613344814643,-0.010898793370055962,974.0,283.0,569.0
2020-01-20,-0.06557377049180328,-0.0008877930438361656,-0.018312760824778576,0.013515436931055183,976.0,283.0,571.0
