theta_L,h,w_S,kou_jing,carry_source,is_incumbent,is_symmetric_1a,net_sharpe_selection_2014_2023,net_ann_selection_2014_2023,maxdd_selection_2014_2023,calmar_selection_2014_2023,turnover_selection_2014_2023,hit_selection_2014_2023,long_frac_selection_2014_2023,short_frac_selection_2014_2023,n_obs_selection_2014_2023,net_sharpe_train_2014_2020,net_ann_train_2014_2020,maxdd_train_2014_2020,calmar_train_2014_2020,turnover_train_2014_2020,hit_train_2014_2020,long_frac_train_2014_2020,short_frac_train_2014_2020,n_obs_train_2014_2020,net_sharpe_val_2021_2023,net_ann_val_2021_2023,maxdd_val_2021_2023,calmar_val_2021_2023,turnover_val_2021_2023,hit_val_2021_2023,long_frac_val_2021_2023,short_frac_val_2021_2023,n_obs_val_2021_2023,net_sharpe_holdout_2024_2026,net_ann_holdout_2024_2026,maxdd_holdout_2024_2026,calmar_holdout_2024_2026,turnover_holdout_2024_2026,hit_holdout_2024_2026,long_frac_holdout_2024_2026,short_frac_holdout_2024_2026,n_obs_holdout_2024_2026,net_sharpe_full_2014_2026,net_ann_full_2014_2026,maxdd_full_2014_2026,calmar_full_2014_2026,turnover_full_2014_2026,hit_full_2014_2026,long_frac_full_2014_2026,short_frac_full_2014_2026,n_obs_full_2014_2026,worst_tv_sharpe
0.1,0.1,-0.25,1000,1000,False,False,1.258455,0.194105,-0.205898,0.942728,11.147802,0.506552,0.380855,0.39811,2434,1.357841,0.223768,-0.185546,1.205995,11.482132,0.507148,0.349151,0.391916,1707,0.930511,0.116636,-0.128672,0.906458,10.362792,0.504587,0.455296,0.412655,727,1.697975,0.314574,-0.166072,1.894205,12.03645,0.518315,0.41046,0.419968,631,1.3594,0.219019,-0.205898,1.063726,11.33075,0.509285,0.386949,0.40261,3065,0.930511
0.1,0.1,-0.25,blend,blend,False,False,1.314466,0.192953,-0.160795,1.199995,11.147802,0.503024,0.380855,0.39811,2434,1.460461,0.230645,-0.160795,1.434411,11.482132,0.503386,0.349151,0.391916,1707,0.839717,0.097256,-0.129258,0.752412,10.362792,0.501529,0.455296,0.412655,727,1.741414,0.307209,-0.161546,1.901683,12.03645,0.516484,0.41046,0.419968,631,1.412202,0.216569,-0.164313,1.318027,11.33075,0.506124,0.386949,0.40261,3065,0.839717
0.1,0.1,-0.5,500,500,False,False,1.310327,0.207117,-0.168177,1.231542,13.437757,0.504536,0.380855,0.39811,2434,1.458059,0.24947,-0.168177,1.483378,13.922086,0.499624,0.349151,0.391916,1707,0.8322,0.101106,-0.135119,0.748272,12.30055,0.513761,0.455296,0.412655,727,1.689359,0.315647,-0.201312,1.567953,13.977813,0.521978,0.41046,0.419968,631,1.396728,0.229613,-0.201312,1.140584,13.54894,0.508495,0.386949,0.40261,3065,0.8322
0.1,0.1,-0.5,1000,1000,False,False,1.354692,0.233681,-0.224308,1.041786,13.437757,0.506552,0.380855,0.39811,2434,1.442452,0.265967,-0.210829,1.261531,13.922086,0.507148,0.349151,0.391916,1707,1.071083,0.150052,-0.130138,1.153028,12.30055,0.504587,0.455296,0.412655,727,1.636864,0.333993,-0.220468,1.514925,13.977813,0.518315,0.41046,0.419968,631,1.418699,0.254557,-0.224308,1.134852,13.54894,0.509285,0.386949,0.40261,3065,1.071083
0.1,0.1,-0.5,blend,blend,False,False,1.344189,0.220399,-0.187632,1.174632,13.437757,0.503024,0.380855,0.39811,2434,1.459607,0.257718,-0.187632,1.373528,13.922086,0.503386,0.349151,0.391916,1707,0.973248,0.125579,-0.129258,0.971536,12.30055,0.501529,0.455296,0.412655,727,1.674516,0.32482,-0.20966,1.549274,13.977813,0.516484,0.41046,0.419968,631,1.419325,0.242085,-0.20966,1.154657,13.54894,0.506124,0.386949,0.40261,3065,0.973248
0.1,0.1,-1.0,500,500,False,False,1.124454,0.23775,-0.244375,0.972893,18.017666,0.504536,0.380855,0.39811,2434,1.190988,0.273363,-0.244375,1.11862,18.801992,0.499624,0.349151,0.391916,1707,0.917585,0.147568,-0.147512,1.000378,16.176066,0.513761,0.455296,0.412655,727,1.427788,0.347255,-0.281873,1.231952,17.860539,0.521978,0.41046,0.419968,631,1.193585,0.2606,-0.281873,0.924527,17.985318,0.508495,0.386949,0.40261,3065,0.917585
0.1,0.1,-1.0,1000,1000,False,False,1.349772,0.312833,-0.288089,1.085892,18.017666,0.506552,0.380855,0.39811,2434,1.413005,0.350366,-0.260553,1.344699,18.801992,0.507148,0.349151,0.391916,1707,1.153862,0.216885,-0.18083,1.199385,16.176066,0.504587,0.455296,0.412655,727,1.399476,0.37283,-0.32155,1.159477,17.860539,0.518315,0.41046,0.419968,631,1.36094,0.325633,-0.32155,1.012698,17.985318,0.509285,0.386949,0.40261,3065,1.153862
0.1,0.1,-1.0,blend,blend,False,False,1.252562,0.275292,-0.260215,1.05794,18.017666,0.503024,0.380855,0.39811,2434,1.315445,0.311864,-0.247621,1.259443,18.801992,0.503386,0.349151,0.391916,1707,1.058804,0.182226,-0.151219,1.205048,16.176066,0.501529,0.455296,0.412655,727,1.426152,0.360042,-0.300701,1.197341,17.860539,0.516484,0.41046,0.419968,631,1.292039,0.293116,-0.300701,0.974775,17.985318,0.506124,0.386949,0.40261,3065,1.058804
0.2,0.0,0.0,500,500,False,False,1.389614,0.182011,-0.130153,1.398434,9.864421,0.552719,0.350041,0.0,2434,1.569663,0.221834,-0.124102,1.787513,9.903339,0.553819,0.318102,0.0,1707,0.804026,0.08194,-0.130153,0.629567,9.77304,0.549383,0.425034,0.0,727,1.606464,0.260024,-0.158653,1.63895,10.095087,0.55336,0.380349,0.0,631,1.436452,0.198071,-0.162362,1.219937,9.911909,0.55286,0.356281,0.0,3065,0.804026
0.2,0.0,0.0,1000,1000,False,False,1.167585,0.165854,-0.200761,0.826127,9.864421,0.552719,0.350041,0.0,2434,1.22745,0.185908,-0.14603,1.273083,9.903339,0.559028,0.318102,0.0,1707,0.953706,0.110946,-0.128672,0.862235,9.77304,0.540123,0.425034,0.0,727,1.538446,0.270667,-0.166411,1.626497,10.095087,0.573123,0.380349,0.0,631,1.252497,0.187432,-0.200761,0.933609,9.911909,0.557192,0.356281,0.0,3065,0.953706
0.2,0.0,0.0,blend,blend,False,False,1.284182,0.173933,-0.15412,1.128552,9.864421,0.550499,0.350041,0.0,2434,1.401491,0.203871,-0.134184,1.519339,9.903339,0.557292,0.318102,0.0,1707,0.896264,0.096443,-0.129258,0.746125,9.77304,0.537037,0.425034,0.0,727,1.580768,0.265346,-0.160098,1.657397,10.095087,0.577075,0.380349,0.0,631,1.350667,0.192752,-0.160098,1.203964,9.911909,0.556326,0.356281,0.0,3065,0.896264
0.2,0.0,-0.25,500,500,False,False,1.402162,0.190996,-0.150822,1.266367,12.456348,0.500814,0.350041,0.366475,2434,1.527606,0.224492,-0.150822,1.48846,12.702109,0.488925,0.318102,0.353837,1707,0.996158,0.105781,-0.130153,0.81274,11.879298,0.523274,0.425034,0.396149,727,1.618208,0.271266,-0.173354,1.564804,12.521791,0.516634,0.380349,0.389857,631,1.449372,0.207598,-0.173354,1.197533,12.469821,0.504459,0.356281,0.371289,3065,0.996158
0.2,0.0,-0.25,1000,1000,False,False,1.324609,0.195748,-0.228125,0.858073,12.456348,0.503527,0.350041,0.366475,2434,1.352682,0.212931,-0.168734,1.26193,12.702109,0.49959,0.318102,0.353837,1707,1.213889,0.147581,-0.128672,1.146953,11.879298,0.510433,0.425034,0.396149,727,1.558393,0.284126,-0.17467,1.626643,12.521791,0.514677,0.380349,0.389857,631,1.376541,0.214055,-0.228125,0.938321,12.469821,0.506157,0.356281,0.371289,3065,1.213889
0.2,0.0,-0.25,blend,blend,False,False,1.372607,0.193372,-0.183299,1.054954,12.456348,0.499186,0.350041,0.366475,2434,1.446341,0.218712,-0.159808,1.368587,12.702109,0.493847,0.318102,0.353837,1707,1.127884,0.126681,-0.129258,0.980059,11.879298,0.508828,0.425034,0.396149,727,1.597538,0.277696,-0.171964,1.614846,12.521791,0.51272,0.380349,0.389857,631,1.422126,0.210826,-0.183299,1.150177,12.469821,0.502335,0.356281,0.371289,3065,1.127884
0.2,0.0,-0.5,500,500,False,False,1.325036,0.199981,-0.183914,1.087365,15.048274,0.500814,0.350041,0.366475,2434,1.396004,0.227151,-0.177139,1.282331,15.500879,0.488925,0.318102,0.353837,1707,1.096372,0.129621,-0.130153,0.995913,13.985557,0.523274,0.425034,0.396149,727,1.535395,0.282508,-0.212311,1.330631,14.948494,0.516634,0.380349,0.389857,631,1.371759,0.217124,-0.212311,1.022668,15.027732,0.504459,0.356281,0.371289,3065,1.096372
0.2,0.0,-0.5,1000,1000,False,False,1.375746,0.225642,-0.255353,0.883649,15.048274,0.503527,0.350041,0.366475,2434,1.376696,0.239954,-0.193418,1.240594,15.500879,0.49959,0.318102,0.353837,1707,1.351048,0.184216,-0.134622,1.3684,13.985557,0.510433,0.425034,0.396149,727,1.484921,0.297585,-0.224541,1.325303,14.948494,0.514677,0.380349,0.389857,631,1.398382,0.240677,-0.255353,0.942529,15.027732,0.506157,0.356281,0.371289,3065,1.351048
0.2,0.0,-0.5,blend,blend,False,False,1.362121,0.212812,-0.212263,1.002584,15.048274,0.499186,0.350041,0.366475,2434,1.394899,0.233552,-0.185296,1.26043,15.500879,0.493847,0.318102,0.353837,1707,1.249505,0.156919,-0.129258,1.213993,13.985557,0.508828,0.425034,0.396149,727,1.520507,0.290047,-0.217179,1.335515,14.948494,0.51272,0.380349,0.389857,631,1.396448,0.228901,-0.217179,1.05397,15.027732,0.502335,0.356281,0.371289,3065,1.249505
0.2,0.0,-1.0,500,500,False,False,1.093864,0.217952,-0.279017,0.78114,20.232128,0.500814,0.350041,0.366475,2434,1.083827,0.232468,-0.244042,0.952572,21.098418,0.488925,0.318102,0.353837,1707,1.125498,0.177302,-0.140528,1.261689,18.198074,0.523274,0.425034,0.396149,727,1.27839,0.304992,-0.287107,1.062294,19.801902,0.516634,0.380349,0.389857,631,1.135868,0.236176,-0.287107,0.822607,20.143556,0.504459,0.356281,0.371289,3065,1.083827
0.2,0.0,-1.0,1000,1000,False,False,1.313366,0.28543,-0.339189,0.841508,20.232128,0.503527,0.350041,0.366475,2434,1.278711,0.294,-0.251128,1.170718,21.098418,0.49959,0.318102,0.353837,1707,1.398476,0.257487,-0.192596,1.336927,18.198074,0.510433,0.425034,0.396149,727,1.24526,0.324503,-0.320453,1.012638,19.801902,0.514677,0.380349,0.389857,631,1.29556,0.293922,-0.339189,0.866544,20.143556,0.506157,0.356281,0.371289,3065,1.278711
0.2,0.0,-1.0,blend,blend,False,False,1.217807,0.251691,-0.308324,0.81632,20.232128,0.499186,0.350041,0.366475,2434,1.192186,0.263234,-0.244866,1.07501,21.098418,0.493847,0.318102,0.353837,1707,1.288987,0.217394,-0.16005,1.358294,18.198074,0.508828,0.425034,0.396149,727,1.273022,0.314748,-0.302639,1.04001,19.801902,0.51272,0.380349,0.389857,631,1.229258,0.265049,-0.308324,0.859645,20.143556,0.502335,0.356281,0.371289,3065,1.192186
0.2,0.1,0.0,500,500,False,False,1.356802,0.170865,-0.130153,1.3128,7.851274,0.557598,0.319228,0.0,2434,1.554353,0.210198,-0.12592,1.669307,7.319859,0.566075,0.282953,0.0,1707,0.719391,0.071945,-0.130153,0.55277,9.099037,0.542208,0.404402,0.0,727,1.614688,0.253168,-0.141616,1.787711,8.541997,0.558824,0.359746,0.0,631,1.413572,0.187809,-0.153258,1.225446,7.993475,0.557875,0.327569,0.0,3065,0.719391
0.2,0.1,0.0,1000,1000,False,False,1.151155,0.156479,-0.144172,1.08536,7.851274,0.557598,0.319228,0.0,2434,1.269639,0.182953,-0.144172,1.268988,7.319859,0.57002,0.282953,0.0,1707,0.760512,0.086495,-0.128672,0.672212,9.099037,0.535714,0.404402,0.0,727,1.523255,0.261136,-0.146483,1.782701,8.541997,0.579832,0.359746,0.0,631,1.23669,0.178025,-0.146483,1.215327,7.993475,0.562619,0.327569,0.0,3065,0.760512
0.2,0.1,0.0,blend,blend,False,False,1.259569,0.163672,-0.13508,1.211667,7.851274,0.553922,0.319228,0.0,2434,1.415835,0.196576,-0.13508,1.455254,7.319859,0.568047,0.282953,0.0,1707,0.751656,0.07922,-0.129258,0.612881,9.099037,0.529221,0.404402,0.0,727,1.576864,0.257152,-0.141559,1.816565,8.541997,0.584034,0.359746,0.0,631,1.331165,0.182917,-0.141559,1.292157,7.993475,0.560721,0.327569,0.0,3065,0.751656
0.2,0.1,-0.25,500,500,False,False,1.34932,0.176479,-0.138377,1.275344,10.040571,0.502421,0.319228,0.326212,2434,1.480101,0.20783,-0.138377,1.501912,9.616286,0.492004,0.282953,0.306971,1707,0.924799,0.096299,-0.130153,0.739887,11.036795,0.520408,0.404402,0.371389,727,1.551935,0.251821,-0.160507,1.56891,10.580428,0.517021,0.359746,0.351823,631,1.393365,0.192066,-0.160507,1.196619,10.151713,0.505888,0.327569,0.331485,3065,0.924799
0.2,0.1,-0.25,1000,1000,False,False,1.281493,0.181033,-0.155613,1.163353,10.040571,0.503632,0.319228,0.326212,2434,1.348222,0.201708,-0.155613,1.296219,9.616286,0.498589,0.282953,0.306971,1707,1.049935,0.124663,-0.128672,0.968844,11.036795,0.511905,0.404402,0.371389,727,1.470423,0.260991,-0.165994,1.572289,10.580428,0.512766,0.359746,0.351823,631,1.322424,0.197606,-0.165994,1.190438,10.151713,0.505888,0.327569,0.331485,3065,1.049935
0.2,0.1,-0.25,blend,blend,False,False,1.324168,0.178756,-0.146482,1.220322,10.040571,0.499395,0.319228,0.326212,2434,1.420572,0.204769,-0.146482,1.397912,9.616286,0.493885,0.282953,0.306971,1707,1.005186,0.110481,-0.129258,0.85473,11.036795,0.508503,0.404402,0.371389,727,1.519452,0.256406,-0.161188,1.590728,10.580428,0.512766,0.359746,0.351823,631,1.366481,0.194836,-0.161188,1.208749,10.151713,0.502591,0.327569,0.331485,3065,1.005186
0.2,0.1,-0.5,500,500,False,False,1.26065,0.182092,-0.151072,1.205333,12.229869,0.502421,0.319228,0.326212,2434,1.326371,0.205463,-0.151072,1.360031,11.912712,0.492004,0.282953,0.306971,1707,1.042452,0.120653,-0.130153,0.927004,12.974553,0.520408,0.404402,0.371389,727,1.409894,0.250475,-0.203709,1.229572,12.618859,0.517021,0.359746,0.351823,631,1.292839,0.196323,-0.203709,0.963743,12.309951,0.505888,0.327569,0.331485,3065,1.042452
0.2,0.1,-0.5,1000,1000,False,False,1.314635,0.205586,-0.167628,1.226443,12.229869,0.503632,0.319228,0.326212,2434,1.334395,0.220464,-0.167628,1.315195,11.912712,0.498589,0.282953,0.306971,1707,1.225999,0.162831,-0.128672,1.265475,12.974553,0.511905,0.404402,0.371389,727,1.340795,0.260847,-0.226547,1.151402,12.618859,0.512766,0.359746,0.351823,631,1.316803,0.217187,-0.226547,0.958684,12.309951,0.505888,0.327569,0.331485,3065,1.225999
0.2,0.1,-0.5,blend,blend,False,False,1.298652,0.193839,-0.15884,1.220346,12.229869,0.499395,0.319228,0.326212,2434,1.338677,0.212963,-0.15884,1.340743,11.912712,0.493885,0.282953,0.306971,1707,1.155833,0.141742,-0.129258,1.096579,12.974553,0.508503,0.404402,0.371389,727,1.384102,0.255661,-0.213954,1.194934,12.618859,0.512766,0.359746,0.351823,631,1.315314,0.206755,-0.213954,0.966354,12.309951,0.502591,0.327569,0.331485,3065,1.155833
0.2,0.1,-1.0,500,500,False,False,1.020162,0.193319,-0.23634,0.817969,16.608463,0.502421,0.319228,0.326212,2434,0.990065,0.200727,-0.23634,0.849312,16.505565,0.492004,0.282953,0.306971,1707,1.101631,0.16936,-0.131718,1.285781,16.850069,0.520408,0.404402,0.371389,727,1.081572,0.247781,-0.285725,0.8672,16.695721,0.517021,0.359746,0.351823,631,1.033154,0.204836,-0.285725,0.716901,16.626427,0.505888,0.327569,0.331485,3065,0.990065
0.2,0.1,-1.0,1000,1000,False,False,1.235224,0.254694,-0.241699,1.053764,16.608463,0.503632,0.319228,0.326212,2434,1.189888,0.257975,-0.241699,1.067338,16.505565,0.498589,0.282953,0.306971,1707,1.339878,0.239168,-0.1402,1.70591,16.850069,0.511905,0.404402,0.371389,727,1.036243,0.260558,-0.339435,0.767622,16.695721,0.512766,0.359746,0.351823,631,1.185467,0.256349,-0.339435,0.755223,16.626427,0.505888,0.327569,0.331485,3065,1.189888
0.2,0.1,-1.0,blend,blend,False,False,1.141025,0.224006,-0.236267,0.948107,16.608463,0.499395,0.319228,0.326212,2434,1.100232,0.229351,-0.236267,0.970727,16.505565,0.493885,0.282953,0.306971,1707,1.245149,0.204264,-0.133876,1.525768,16.850069,0.508503,0.404402,0.371389,727,1.067553,0.254169,-0.311838,0.815067,16.695721,0.512766,0.359746,0.351823,631,1.121695,0.230593,-0.311838,0.739462,16.626427,0.502591,0.327569,0.331485,3065,1.100232
0.3,0.0,0.0,500,500,False,False,1.288215,0.155774,-0.130153,1.196854,9.260477,0.554804,0.284717,0.0,2434,1.47776,0.191956,-0.12592,1.524436,8.181019,0.565875,0.255419,0.0,1707,0.670308,0.064254,-0.130153,0.493676,11.795048,0.534545,0.353508,0.0,727,1.668421,0.255149,-0.154666,1.649682,8.541997,0.554054,0.33439,0.0,631,1.375047,0.176233,-0.174005,1.012803,9.112561,0.554631,0.294943,0.0,3065,0.670308
0.3,0.0,0.0,1000,1000,False,False,1.094231,0.140885,-0.174807,0.805942,9.260477,0.549391,0.284717,0.0,2434,1.254401,0.171051,-0.144172,1.186436,8.181019,0.568035,0.255419,0.0,1707,0.576367,0.06223,-0.136183,0.456959,11.795048,0.516364,0.353508,0.0,727,1.514151,0.255088,-0.161968,1.574932,8.541997,0.581081,0.33439,0.0,631,1.192414,0.164396,-0.174807,0.940441,9.112561,0.556712,0.294943,0.0,3065,0.576367
0.3,0.0,0.0,blend,blend,False,False,1.195875,0.148329,-0.13508,1.098086,9.260477,0.548038,0.284717,0.0,2434,1.369714,0.181504,-0.13508,1.343676,8.181019,0.568035,0.255419,0.0,1707,0.628885,0.063242,-0.129258,0.489267,11.795048,0.512727,0.353508,0.0,727,1.597131,0.255119,-0.155874,1.636696,8.541997,0.581081,0.33439,0.0,631,1.288556,0.170314,-0.16318,1.043721,9.112561,0.555671,0.294943,0.0,3065,0.628885
0.3,0.0,-0.25,500,500,False,False,1.296076,0.162586,-0.131246,1.238787,11.726582,0.499667,0.284717,0.293344,2434,1.442111,0.194284,-0.131246,1.480305,10.836262,0.490664,0.255419,0.271822,1707,0.818701,0.081593,-0.130153,0.626897,13.817056,0.514925,0.353508,0.343879,727,1.523564,0.240735,-0.170572,1.411342,11.065769,0.501171,0.33439,0.304279,631,1.345499,0.178669,-0.191359,0.933685,11.590538,0.499741,0.294943,0.295595,3065,0.818701
0.3,0.0,-0.25,1000,1000,False,False,1.229101,0.164413,-0.154613,1.063387,11.726582,0.499667,0.284717,0.293344,2434,1.355166,0.191854,-0.150434,1.275339,10.836262,0.498963,0.255419,0.271822,1707,0.818659,0.092159,-0.128672,0.716233,13.817056,0.5,0.353508,0.343879,727,1.371971,0.238727,-0.177497,1.344962,11.065769,0.501171,0.33439,0.304279,631,1.257036,0.179706,-0.177497,1.012447,11.590538,0.499741,0.294943,0.295595,3065,0.818659
0.3,0.0,-0.25,blend,blend,False,False,1.269861,0.1635,-0.140879,1.160565,11.726582,0.496336,0.284717,0.293344,2434,1.404297,0.193069,-0.140879,1.370457,10.836262,0.494813,0.255419,0.271822,1707,0.829654,0.086876,-0.129258,0.672111,13.817056,0.498134,0.353508,0.343879,727,1.453351,0.239731,-0.169841,1.411498,11.065769,0.501171,0.33439,0.304279,631,1.308184,0.179187,-0.176654,1.014344,11.590538,0.497149,0.294943,0.295595,3065,0.829654
0.3,0.0,-0.5,500,500,False,False,1.225846,0.169397,-0.136551,1.240547,14.192687,0.499667,0.284717,0.293344,2434,1.325922,0.196612,-0.136551,1.439847,13.491506,0.490664,0.255419,0.271822,1707,0.896344,0.098932,-0.130153,0.760118,15.839065,0.514925,0.353508,0.343879,727,1.314478,0.226321,-0.210649,1.074397,13.58954,0.501171,0.33439,0.304279,631,1.24205,0.181105,-0.213758,0.84724,14.068515,0.499741,0.294943,0.295595,3065,0.896344
0.3,0.0,-0.5,1000,1000,False,False,1.270071,0.187942,-0.174609,1.076359,14.192687,0.499667,0.284717,0.293344,2434,1.360111,0.212657,-0.156661,1.357429,13.491506,0.498963,0.255419,0.271822,1707,0.972846,0.122088,-0.133703,0.91313,15.839065,0.5,0.353508,0.343879,727,1.173704,0.222365,-0.225738,0.985058,13.58954,0.501171,0.33439,0.304279,631,1.239137,0.195017,-0.225738,0.863907,14.068515,0.499741,0.294943,0.295595,3065,0.972846
0.3,0.0,-0.5,blend,blend,False,False,1.257316,0.17867,-0.147006,1.215394,14.192687,0.496336,0.284717,0.293344,2434,1.350381,0.204634,-0.146651,1.395385,13.491506,0.494813,0.255419,0.271822,1707,0.949503,0.11051,-0.129258,0.854955,15.839065,0.498134,0.353508,0.343879,727,1.24975,0.224343,-0.216984,1.033916,13.58954,0.501171,0.33439,0.304279,631,1.249248,0.188061,-0.216984,0.866703,14.068515,0.497149,0.294943,0.295595,3065,0.949503
0.3,0.0,-1.0,500,500,False,False,1.014408,0.183021,-0.217494,0.841496,19.124897,0.499667,0.284717,0.293344,2434,1.041473,0.201268,-0.217494,0.925395,18.801992,0.490664,0.255419,0.271822,1707,0.917652,0.13361,-0.130153,1.02656,19.883081,0.514925,0.353508,0.343879,727,0.898661,0.197493,-0.294109,0.671497,18.637084,0.501171,0.33439,0.304279,631,0.983208,0.185976,-0.294109,0.632338,19.02447,0.499741,0.294943,0.295595,3065,0.917652
0.3,0.0,-1.0,1000,1000,False,False,1.206056,0.234999,-0.238341,0.985976,19.124897,0.499667,0.284717,0.293344,2434,1.238937,0.254262,-0.206744,1.229838,18.801992,0.498963,0.255419,0.271822,1707,1.08568,0.181947,-0.17198,1.05795,19.883081,0.5,0.353508,0.343879,727,0.785472,0.189642,-0.328681,0.576977,18.637084,0.501171,0.33439,0.304279,631,1.09924,0.225637,-0.328681,0.686492,19.02447,0.499741,0.294943,0.295595,3065,1.08568
0.3,0.0,-1.0,blend,blend,False,False,1.122116,0.20901,-0.211057,0.990301,19.124897,0.496336,0.284717,0.293344,2434,1.14972,0.227765,-0.210377,1.082652,18.801992,0.494813,0.255419,0.271822,1707,1.020693,0.157778,-0.140925,1.119594,19.883081,0.498134,0.353508,0.343879,727,0.847051,0.193567,-0.311329,0.621745,18.637084,0.501171,0.33439,0.304279,631,1.051803,0.205807,-0.311329,0.661059,19.02447,0.497149,0.294943,0.295595,3065,1.020693
0.3,0.1,0.0,500,500,False,False,1.19079,0.137372,-0.130576,1.052043,7.448644,0.554517,0.248562,0.0,2434,1.338114,0.164936,-0.127189,1.296779,7.032806,0.56,0.220855,0.0,1707,0.706437,0.066085,-0.130576,0.5061,8.425034,0.543568,0.313618,0.0,727,1.755307,0.267349,-0.132715,2.014463,8.541997,0.561321,0.318542,0.0,631,1.324808,0.164131,-0.13861,1.184119,7.673736,0.556206,0.262969,0.0,3065,0.706437
0.3,0.1,0.0,1000,1000,False,False,1.040163,0.127474,-0.163049,0.781817,7.448644,0.55296,0.248562,0.0,2434,1.159102,0.149531,-0.146605,1.019957,7.032806,0.5625,0.220855,0.0,1707,0.645976,0.067863,-0.130437,0.52027,8.425034,0.53527,0.313618,0.0,727,1.576186,0.26441,-0.143859,1.837985,8.541997,0.580189,0.318542,0.0,631,1.169238,0.155666,-0.163049,0.954719,7.673736,0.559719,0.262969,0.0,3065,0.645976
0.3,0.1,0.0,blend,blend,False,False,1.120104,0.132423,-0.134589,0.983904,7.448644,0.545171,0.248562,0.0,2434,1.251845,0.157234,-0.134589,1.168246,7.032806,0.555,0.220855,0.0,1707,0.683447,0.066974,-0.130155,0.514567,8.425034,0.526971,0.313618,0.0,727,1.671318,0.26588,-0.135247,1.965882,8.541997,0.589623,0.318542,0.0,631,1.251883,0.159898,-0.135247,1.182267,7.673736,0.556206,0.262969,0.0,3065,0.683447
0.3,0.1,-0.25,500,500,False,False,1.204985,0.143938,-0.132246,1.088408,9.461791,0.503026,0.248562,0.263353,2434,1.296701,0.165392,-0.132246,1.250637,9.113943,0.492197,0.220855,0.236673,1707,0.894791,0.086998,-0.130153,0.668425,10.278542,0.520492,0.313618,0.325997,727,1.601404,0.251509,-0.159964,1.572282,10.677496,0.51,0.318542,0.280507,631,1.296465,0.166078,-0.159964,1.038219,9.712072,0.504353,0.262969,0.266884,3065,0.894791
0.3,0.1,-0.25,1000,1000,False,False,1.160781,0.14751,-0.154209,0.956561,9.461791,0.504539,0.248562,0.263353,2434,1.230103,0.164334,-0.154209,1.06566,9.113943,0.501801,0.220855,0.236673,1707,0.914544,0.100184,-0.128672,0.778601,10.278542,0.508197,0.313618,0.325997,727,1.42237,0.245954,-0.167817,1.465608,10.677496,0.5075,0.318542,0.280507,631,1.217855,0.167771,-0.167817,0.999726,9.712072,0.504933,0.262969,0.266884,3065,0.914544
0.3,0.1,-0.25,blend,blend,False,False,1.189706,0.145724,-0.139355,1.0457,9.461791,0.498487,0.248562,0.263353,2434,1.268181,0.164863,-0.139355,1.183041,9.113943,0.493397,0.220855,0.236673,1707,0.917296,0.093591,-0.129258,0.724061,10.278542,0.506148,0.313618,0.325997,727,1.517148,0.248731,-0.162564,1.530051,10.677496,0.5125,0.318542,0.280507,631,1.263742,0.166924,-0.162564,1.026822,9.712072,0.501451,0.262969,0.266884,3065,0.917296
0.3,0.1,-0.5,500,500,False,False,1.148762,0.150503,-0.144071,1.044646,11.474938,0.503026,0.248562,0.263353,2434,1.18778,0.165847,-0.144071,1.151147,11.195079,0.492197,0.220855,0.236673,1707,1.002705,0.107911,-0.130153,0.829104,12.13205,0.520492,0.313618,0.325997,727,1.383849,0.235668,-0.209121,1.126946,12.812995,0.51,0.318542,0.280507,631,1.200245,0.168024,-0.209121,0.803481,11.750408,0.504353,0.262969,0.266884,3065,1.002705
0.3,0.1,-0.5,1000,1000,False,False,1.197364,0.167546,-0.168618,0.993642,11.474938,0.504539,0.248562,0.263353,2434,1.221766,0.179137,-0.168618,1.062386,11.195079,0.501801,0.220855,0.236673,1707,1.08453,0.132506,-0.128672,1.029795,12.13205,0.508197,0.313618,0.325997,727,1.214298,0.227497,-0.229802,0.989972,12.812995,0.5075,0.318542,0.280507,631,1.192118,0.179876,-0.229802,0.782745,11.750408,0.504933,0.262969,0.266884,3065,1.08453
0.3,0.1,-0.5,blend,blend,False,False,1.181674,0.159025,-0.154244,1.03099,11.474938,0.498487,0.248562,0.263353,2434,1.210899,0.172492,-0.154244,1.118304,11.195079,0.493397,0.220855,0.236673,1707,1.059998,0.120208,-0.129258,0.929984,12.13205,0.506148,0.313618,0.325997,727,1.304483,0.231582,-0.219386,1.055594,12.812995,0.5125,0.318542,0.280507,631,1.20426,0.17395,-0.219386,0.792896,11.750408,0.501451,0.262969,0.266884,3065,1.059998
0.3,0.1,-1.0,500,500,False,False,0.964855,0.163635,-0.233481,0.700851,15.501233,0.503026,0.248562,0.263353,2434,0.926334,0.166758,-0.233481,0.714227,15.357352,0.492197,0.220855,0.236673,1707,1.055632,0.149736,-0.130153,1.150463,15.839065,0.520492,0.313618,0.325997,727,0.948271,0.203986,-0.30091,0.677897,17.083994,0.51,0.318542,0.280507,631,0.955767,0.171918,-0.30091,0.571328,15.82708,0.504353,0.262969,0.266884,3065,0.926334
