family,form,k,kou_jing,ic,n_windows,ic_2014-2019,ic_2020-2026
E2,E2_lb20zw60,10,500,0.015527238100935774,323,0.05547945205479452,-0.05539346620094514
E2,E2_lb20zw60,10,1000,-0.007139545368109105,323,0.05209809478822232,-0.09682476964169999
E2,E2_lb20zw60,10,blend,0.004560990427190454,323,0.05481420248779719,-0.08472760032242259
E2,E2_lb20zw60,20,500,-0.04118932597193468,161,-0.0012219435333461963,-0.09366948840633049
E2,E2_lb20zw60,20,1000,-0.07711065102369452,161,-0.013087658370313206,-0.13725747936274252
E2,E2_lb20zw60,20,blend,-0.06356107660455487,161,-0.01894012476686604,-0.12151006887848992
E2,E2_lb20zw60,40,500,0.004102203469292077,80,-0.13613445378151262,-0.35726009410219933
E2,E2_lb20zw60,40,1000,-0.007524613220815754,80,-0.22941176470588234,-0.4419520735310209
E2,E2_lb20zw60,40,blend,-0.001687763713080169,80,-0.2109243697478992,-0.3892110734215998
E2,E2_lb20zw250,5,500,0.023737892528595993,647,0.0010046311401565142,0.041750221180839195
E2,E2_lb20zw250,5,1000,0.016934553858963256,647,-0.013075301072807759,0.014010800795766505
E2,E2_lb20zw250,5,blend,0.02367595175673422,647,-0.007252531056883648,0.02626358941859237
E2,E2_lb20zw250,10,500,0.04462278173410224,323,0.013367973547472838,0.04559434812157228
E2,E2_lb20zw250,10,1000,0.026459655817577477,323,0.0024326877657061875,0.0115250272636753
E2,E2_lb20zw250,10,blend,0.03734043833653472,323,0.011254133207368917,0.024418770052630743
E2,E2_lb20zw250,20,500,-0.03647918104439844,161,-0.11052157695028621,0.01790314948209685
E2,E2_lb20zw250,20,1000,-0.0641246836899011,161,-0.1420991703646537,-0.01842893948157106
E2,E2_lb20zw250,20,blend,-0.05243558776167472,161,-0.13219499646279503,-0.00212944949787055
E2,E2_lb20zw250,40,500,0.08900609470229724,80,-0.08711484593837535,-0.19225298172666597
E2,E2_lb20zw250,40,1000,0.10541490857946553,80,-0.14173669467787117,-0.26206368311631467
E2,E2_lb20zw250,40,blend,0.09927332395686826,80,-0.14201680672268907,-0.22617354196301565
