date,T1_IF,T2_IF,n_used_IF,T1_IH,T2_IH,n_used_IH,T1_IC,T2_IC,n_used_IC,T1_IM,T2_IM,n_used_IM
2014-03-17,-0.10398125412239438,-0.043811690510167665,3.0,,,,,,,,,
2014-03-18,-0.36437902268389566,-0.16029391881794802,3.0,,,,,,,,,
2014-03-19,-0.031689447876134896,-0.012146087095923012,3.0,,,,,,,,,
2014-03-20,-0.2612326594133318,-0.11414204362088615,3.0,,,,,,,,,
2014-03-21,0.049657551686138085,0.022212999604818887,3.0,,,,,,,,,
2014-03-24,-0.2106679583162802,-0.1017838073728584,4.0,,,,,,,,,
2014-03-25,-0.17619392134484635,-0.08255283189017998,4.0,,,,,,,,,
2014-03-26,-0.1475616553959181,-0.06823310631524643,4.0,,,,,,,,,
2014-03-27,-0.18962400156021922,-0.09095936180313033,4.0,,,,,,,,,
2014-03-28,-0.01171575844974219,-0.0010435202466681781,4.0,,,,,,,,,
2014-03-31,0.03213518827013243,0.019325615893676172,4.0,,,,,,,,,
2014-04-01,0.0031135457399382193,0.0018626786678010501,4.0,,,,,,,,,
2014-04-02,-0.01530699971332426,-0.007603149492050078,4.0,,,,,,,,,
2014-04-03,-0.020128973456000766,-0.010696159190617748,4.0,,,,,,,,,
2014-04-04,0.1438673115252785,0.074368047595339,4.0,,,,,,,,,
2014-04-08,0.35856496535750576,0.19578381788387658,4.0,,,,,,,,,
2014-04-09,0.0007478339720561061,-0.0034098692496546817,4.0,,,,,,,,,
2014-04-10,0.47654815254108374,0.24926347962855583,4.0,,,,,,,,,
2014-04-11,0.1398789795461943,0.06444608231695097,4.0,,,,,,,,,
2014-04-14,0.10554176269539396,0.0449948823704677,3.0,,,,,,,,,
2014-04-15,0.11126647762678202,0.0468195706830136,3.0,,,,,,,,,
2014-04-16,0.06731682810971397,0.030802300128839666,3.0,,,,,,,,,
2014-04-17,0.09744289309052316,0.041922650949119844,3.0,,,,,,,,,
2014-04-18,0.09519401337485146,0.042773017219507645,3.0,,,,,,,,,
2014-04-21,-0.06909307527483233,-0.03423630029097807,4.0,,,,,,,,,
2014-04-22,-0.07515388201764722,-0.03977731325407617,4.0,,,,,,,,,
2014-04-23,-0.08952660353370957,-0.051428905505710894,4.0,,,,,,,,,
2014-04-24,-0.07086658106415547,-0.038309763325063466,4.0,,,,,,,,,
2014-04-25,0.049077776328577655,0.04631252369756632,4.0,,,,,,,,,
2014-04-28,0.10391302871007144,0.08850155410597639,4.0,,,,,,,,,
2014-04-29,0.03238875336537004,0.03406723026952748,4.0,,,,,,,,,
2014-04-30,-0.16283860796103203,-0.10444549305583845,4.0,,,,,,,,,
