signal,kou_jing,year,days,lf_ann,lf_sharpe,sym_ann,sym_sharpe,bh_ann,excess,pct_long,log_contrib_pct
hybrid20,blend,2013,199,-0.08421946031563396,-0.4284654901296042,-0.15289074080551215,-0.6958161582830499,0.13891485539186374,-0.2231343157074977,0.5829145728643216,-3.3875510789908176
hybrid20,blend,2014,245,0.14354382752626849,1.3301879094993745,0.0010283271360756532,0.006844677951693719,0.3332912133399818,-0.1897473858137133,0.3020408163265306,5.540572158080097
hybrid20,blend,2015,244,1.054463624304058,4.02336565990004,1.6631957085076676,4.945038450539892,0.5665281966790576,0.4879354276250003,0.5901639344262295,40.80064540163952
hybrid20,blend,2016,244,0.01827664054012746,0.10783101005781158,-0.01567779031708874,-0.07451540428881377,-0.16070704041279338,0.17898368095292083,0.20491803278688525,0.1444407013565692
hybrid20,blend,2017,244,-0.017248172145793203,-0.173515890809986,0.053533325432632534,0.4383243232251008,-0.08483275445800391,0.0675845823122107,0.5491803278688525,-0.8893760680027362
hybrid20,blend,2018,243,0.04006930392180333,0.3209109357071353,0.3646945860184945,1.8233585569917905,-0.40629978069649914,0.4463690846183025,0.32098765432098764,1.28701210040637
hybrid20,blend,2019,244,0.262830770543614,1.5256523837157212,0.09644120470037512,0.4971479853731177,0.26078698901251934,0.002043781531094635,0.5245901639344263,9.938935980146368
hybrid20,blend,2020,243,0.23051088914315826,1.1507240448252167,0.1890215845226693,0.8057520294160407,0.21956571146991932,0.010945177673238937,0.41975308641975306,8.38652960822945
hybrid20,blend,2021,243,0.21042245984309196,1.8897176233795756,0.22780071139636862,1.4431932501000126,0.18183811725085006,0.028584342592241907,0.5390946502057613,8.148573542514672
hybrid20,blend,2022,242,0.09231632178712584,0.6823893913146815,0.13241961944063718,0.8119584438456128,-0.21057250519791718,0.30288882698504305,0.371900826446281,3.303529051247583
hybrid20,blend,2023,242,0.1085573842955305,1.1048619287131247,0.1237214103194745,1.041103720858228,-0.06211281933892211,0.17067020363445262,0.5041322314049587,4.122453666776234
hybrid20,blend,2024,242,0.19689957339318534,0.8873483682192016,0.29463105887078667,1.1615383532781887,0.08038838584914842,0.11651118754403691,0.371900826446281,6.867708620504851
hybrid20,blend,2025,243,0.3317838544104769,2.64783770470158,0.32064398120965404,1.6504602128089676,0.2782932251816636,0.05349062922881331,0.49382716049382713,12.921646077229001
hybrid20,blend,2026,122,0.1560236088406606,0.8840955947869606,0.3419736698755092,1.4515358105975185,0.21746561550346385,-0.06144200666280325,0.5655737704918032,2.8148802388628376
citic40d,blend,2013,199,0.22292274133871398,1.5473575978190734,0.2916720579286038,1.2799817860616487,0.13891485539186374,0.08400788594685024,0.46733668341708545,7.535183767415207
citic40d,blend,2014,245,0.12235873204613658,0.8734047357552555,-0.08857374924770861,-0.4412490167425467,0.3332912133399818,-0.21093248129384523,0.47346938775510206,4.912847318390697
citic40d,blend,2015,244,0.7400850883209932,2.952475989967384,0.6472898167983193,1.4638330201900323,0.5665281966790576,0.17355689164193555,0.4713114754098361,30.77695901893754
citic40d,blend,2016,244,0.1555311374828514,0.85174355803019,0.28006539682023684,0.9061550743204129,-0.16070704041279338,0.3162381778956448,0.45901639344262296,6.032110539177083
citic40d,blend,2017,244,-0.035433884626549936,-0.28726572631156033,-0.05998222028480685,-0.39551555516286185,-0.08483275445800391,0.04939886983145397,0.610655737704918,-1.8734744242783843
citic40d,blend,2018,243,-0.10580405493983917,-0.647747597937927,0.14138095988251148,0.5840083318665965,-0.40629978069649914,0.30049572575665995,0.48148148148148145,-5.1632954417528145
citic40d,blend,2019,244,0.27500984257897276,1.628544930049339,0.220322674954458,0.9287520101889571,0.26078698901251934,0.01422285356645342,0.5778688524590164,11.339481747231295
citic40d,blend,2020,243,0.19437214622600318,1.0523064635125943,0.07948704995798828,0.3045587663191074,0.21956571146991932,-0.02519356524391614,0.5020576131687243,7.6757608929449965
citic40d,blend,2021,243,0.0897725851166895,0.7268725870183111,-0.05433002844231936,-0.32335952480828073,0.18183811725085006,-0.09206553213416056,0.5720164609053497,3.5580723537511445
citic40d,blend,2022,242,0.0902388401175351,0.5810151353300708,0.3475358642317721,1.5159182085952772,-0.21057250519791718,0.3008113453154523,0.47520661157024796,3.369113991117118
citic40d,blend,2023,242,0.03577847639470783,0.3853560135276059,0.09859973543675822,0.7143839985260393,-0.06211281933892211,0.09789129573362995,0.49586776859504134,1.3573661843528457
citic40d,blend,2024,242,0.29281878694571056,1.269601100755839,0.41833952836588545,1.3770278960836562,0.08038838584914842,0.21243040109656214,0.45867768595041325,11.503324234761948
citic40d,blend,2025,243,0.27975157619112495,2.0578142688220336,0.14421430691000245,0.694504062789973,0.2782932251816636,0.001458351009461345,0.5596707818930041,11.711634548899248
citic40d,blend,2026,122,0.3476249398838029,2.1255929834041796,0.436911725933437,1.7083790791412212,0.21746561550346385,0.13015932438033903,0.5409836065573771,7.264915269052066
equal_weight,blend,2014,245,0.13782357969093717,1.2506391448005865,0.023869604983742396,0.1339703259507277,0.3332912133399818,-0.19546763364904463,0.39591836734693875,4.238340521249238
equal_weight,blend,2015,244,0.8226647139397448,3.329829604734183,0.8124490680358227,1.8415740216359224,0.5665281966790576,0.2561365172606872,0.4672131147540984,25.349847003716526
equal_weight,blend,2016,244,0.17199709995052373,0.9681127002168025,0.31299732175558137,1.0126722561708847,-0.16070704041279338,0.3327041403633171,0.4344262295081967,5.000765854117513
equal_weight,blend,2017,244,0.07910727069513289,0.7733852284312912,0.18131632744277484,1.2046168833604491,-0.08483275445800391,0.1639400251531368,0.5286885245901639,2.367177275658124
equal_weight,blend,2018,243,0.12256742578761778,0.8899544178230486,0.5981239213374254,2.505243514498092,-0.40629978069649914,0.5288672064841169,0.4279835390946502,3.607944282314496
equal_weight,blend,2019,244,0.3836612694389986,2.2876348142569087,0.4376255286745099,1.8541079300358332,0.26078698901251934,0.12287428042647924,0.4959016393442623,11.840423225703239
equal_weight,blend,2020,243,0.3196277892482605,1.5834780524287346,0.32999833600250295,1.2685006017765437,0.21956571146991932,0.1000620777783412,0.5473251028806584,9.53980039412768
equal_weight,blend,2021,243,0.1491598800034264,1.4633523622992843,0.06444456133115434,0.38332655522975034,0.18183811725085006,-0.032678237247423664,0.5308641975308642,4.593981744500502
equal_weight,blend,2022,242,0.1531999978305114,1.0696744390354516,0.47345817965772463,2.075341436981176,-0.21057250519791718,0.36377250302842856,0.44214876033057854,4.54132038981515
equal_weight,blend,2023,242,0.07079692941037534,0.6815889576542977,0.16863664146809318,1.2252265701013771,-0.06211281933892211,0.13290974874929745,0.5867768595041323,2.0788483091772574
equal_weight,blend,2024,242,0.19380644504495803,0.8381247592393609,0.22031484456438022,0.7224257041562693,0.08038838584914842,0.1134180591958096,0.4462809917355372,5.327786309268515
equal_weight,blend,2025,243,0.5075448839914063,3.7400956263137446,0.5998009225105653,2.9383284409786197,0.2782932251816636,0.2292516588097427,0.6131687242798354,15.890904623497576
equal_weight,blend,2026,122,0.36651610520643635,2.0811273392270158,0.474694056578704,1.8563696486610488,0.21746561550346385,0.1490504897029725,0.5081967213114754,5.622860066854186
