k,ann,sharpe,maxdd,calmar
1.0,0.2618500313886342,1.6113163529248231,-0.166666862423816,1.5710983430094074
0.93,0.24352052919142986,1.6113163529248231,-0.15567222836784977,1.5643158175650742
0.83,0.2173355260525664,1.6113163529248233,-0.13979112439548524,1.5547162024228312
0.7,0.183295021972044,1.6113163529248233,-0.11883801106848157,1.5423938883192723
0.5,0.1309250156943171,1.6113163529248231,-0.08592111842312711,1.523781557981634
