date,beta_s_size_w240,beta_m_size_w240,beta_s_size_w120,beta_m_size_w120,beta_s_gv_w240,beta_m_gv_w240,beta_s_gv_w120,beta_m_gv_w120
2015-09-01,,,0.228433023740986,0.9962955334381403,,,1.35361843964334,1.0739011121046227
2015-09-02,,,0.2176770319034462,0.9955332214612025,,,1.3583476041445044,1.073826607948781
2015-09-07,,,0.21183138879053096,0.996156465910942,,,1.3748009756921078,1.0695666149753034
2015-09-08,,,0.21121069268393425,0.9965280552878574,,,1.3797868601383894,1.0699650028701932
2015-09-09,,,0.21044865408774907,0.9966911504433118,,,1.3825195961267012,1.072140574266132
2015-09-10,,,0.21090534749501497,0.9964659025823625,,,1.3833137775098403,1.072356071680104
2015-09-11,,,0.2101113719490937,0.9962462246303457,,,1.3834142997712244,1.0719189878686932
2015-09-14,,,0.20936030106325057,0.9953397952551803,,,1.3957671961476508,1.0744861535130958
2015-09-15,,,0.2084474370473726,0.9935095394189336,,,1.3915010517475241,1.073225308293849
2015-09-16,,,0.20910238061166683,0.9943571384386783,,,1.3949148030106528,1.075285945768344
2015-09-17,,,0.20728642585780363,0.9942604295002903,,,1.3994580127967242,1.0739853933997776
2015-09-18,,,0.20726019727227363,0.9941661848048596,,,1.4063450412851008,1.0750402130916783
2015-09-21,,,0.20579489803859877,0.9958264147569001,,,1.3975815919664216,1.0797700640952248
2015-09-22,,,0.20497497114431265,0.9960476235868821,,,1.3996543726119497,1.0797400974324336
2015-09-23,,,0.20592947031504694,0.9951769967148149,,,1.4028893015793908,1.0795768385664353
2015-09-24,,,0.20647496794574452,0.9951438694668393,,,1.4040373274624436,1.079617268173728
2015-09-25,,,0.2057904730773985,0.9948681534922926,,,1.4027242187136608,1.0792748179540403
2015-09-28,,,0.206888891296123,0.9953166650696477,,,1.402219463240457,1.0806651161733307
2015-09-29,,,0.2066570522768331,0.994731312642732,,,1.4035039342814657,1.0807360925103553
2015-09-30,,,0.20680378448823827,0.9948650570204254,,,1.404016205148879,1.0805690726414696
2015-10-08,,,0.20669790609966662,0.9940112763034639,,,1.406268919180278,1.0818330139531536
2015-10-09,,,0.206662678199076,0.9945237031408637,,,1.4085334768280124,1.0814123489635548
2015-10-12,,,0.20623982468618104,0.9936939427323653,,,1.4126232506903167,1.0808663307056847
2015-10-13,,,0.20486412320238637,0.9932623367587152,,,1.4280154358763213,1.0822194280248332
2015-10-14,,,0.20470452853044316,0.9934557718091257,,,1.4236941834629318,1.0838116711725327
2015-10-15,,,0.20262166850464652,0.9944786771047507,,,1.4338819846160737,1.0824509776673084
2015-10-16,,,0.20242139220490218,0.9933894839985166,,,1.4373133964949671,1.082961195000263
2015-10-19,,,0.2020389499726986,0.9927552461580774,,,1.4670269725782448,1.0871459134097505
2015-10-20,,,0.2019801149281556,0.9928995863450343,,,1.4678605504003939,1.0866946872611205
2015-10-21,,,0.20261406656432077,0.9933245853634576,,,1.4710039634431256,1.087357429577992
2015-10-22,,,0.2028164473053386,0.9932264437565695,,,1.4715731235884184,1.0879228481232572
2015-10-23,,,0.2016999560220534,0.9935987166751502,,,1.4838889580601908,1.086150804615564
2015-10-26,,,0.20170384503162248,0.9935891791421386,,,1.485123893955097,1.0862485512937101
2015-10-27,,,0.20132075572804428,0.9934498606935724,,,1.4884327954823804,1.086587934789826
2015-10-28,,,0.20016767060458515,0.9934084914767586,,,1.4805683746638214,1.0854039930398232
2015-10-29,,,0.19976691191022317,0.9939760804041966,,,1.4800839617762704,1.0855396068129144
2015-10-30,,,0.19908161120216827,0.994339888262339,,,1.4754381764789846,1.089946002922737
2015-11-02,,,0.19740094477352813,0.9941117157170611,,,1.4726792898388885,1.0894288176266125
2015-11-03,,,0.19678429480254073,0.9954623816360546,,,1.4807132848721023,1.0885651194616508
2015-11-04,,,0.19661496527812353,0.992703012212861,,,1.4709375779202776,1.083559181667935
2015-11-05,,,0.19788286816855147,0.9909048526734993,,,1.4712216001600205,1.0829282303178036
2015-11-06,,,0.19717107487393123,0.9907034999926481,,,1.45966428201343,1.0794311133122438
2015-11-09,,,0.19739413858130853,0.9904696401901623,,,1.4695698502120347,1.0792243476731564
2015-11-10,,,0.19837504549859702,0.9903335946703545,,,1.466862642933053,1.079166716946256
2015-11-11,,,0.197158202310304,0.9909057052423723,,,1.4627149138046018,1.0802153950691196
2015-11-12,,,0.19233960107857137,0.9912947300431997,,,1.457752700702193,1.0798741880564087
2015-11-13,,,0.1912889157679406,0.9933026971437857,,,1.4571357848446078,1.0813285934666539
2015-11-16,,,0.1906324139801231,0.9931501318983661,,,1.4539326264492012,1.0809637419216642
2015-11-17,,,0.19089282129637045,0.993153434306889,,,1.4700880507142216,1.084516423251048
2015-11-18,,,0.18824478214781465,0.9947439857458876,,,1.4596177165314375,1.086571226613098
2015-11-19,,,0.18502103548904184,0.9971586251527652,,,1.44832407218338,1.087165796161878
2015-11-20,,,0.18439350913890282,0.9970146404534351,,,1.4465121456081371,1.086709967011009
2015-11-23,,,0.1849891049597566,0.9970352962568053,,,1.4486789833485327,1.0867111965847782
2015-11-24,,,0.18326680107393914,0.9995764952855768,,,1.4453305890488002,1.090471908970931
2015-11-25,,,0.18251148894026437,0.9995781519175592,,,1.440815420512623,1.0900537616665031
2015-11-26,,,0.18207324306355868,1.0006258760094926,,,1.4368140906322624,1.091078141918849
2015-11-27,,,0.18237437545197677,0.996532981215684,,,1.4356048161602633,1.0868510121557182
2015-11-30,,,0.18210291653713162,0.9966600121865733,,,1.43534794870944,1.0864591588192525
2015-12-01,,,0.18097362573569456,0.9971469115138193,,,1.437587746501088,1.0856843529736016
2015-12-02,,,0.18808287771571114,0.9954540558958985,,,1.469432528705763,1.0800203768528813
2015-12-03,,,0.1774497400594823,0.9981662044521673,,,1.4706761216205642,1.0808324149392117
2015-12-04,,,0.17857092171998265,0.997736301703817,,,1.473835494767204,1.0801764269208727
2015-12-07,,,0.1765911827269496,0.9976635099540755,,,1.5015793864514504,1.0810210848299417
2015-12-08,,,0.17741275538356666,0.997020368686416,,,1.5019871516352379,1.0801146009125686
2015-12-09,,,0.17745156013146593,0.9970732781599637,,,1.5013573080182607,1.0803875653937696
2015-12-10,,,0.1780537060202062,0.9959126276823221,,,1.501726062353373,1.081622141197507
2015-12-11,,,0.1780233503074885,0.9953202731445947,,,1.505240495561366,1.0784606386954714
2015-12-14,,,0.1802421949886126,0.9931344317040336,,,1.5073547237866232,1.0762000476276241
2015-12-15,,,0.18231990519697705,0.9916227652007972,,,1.5221003033069176,1.0810708448677941
2015-12-16,,,0.18168109604069888,0.9949630335930019,,,1.5215757264731562,1.0854880996264467
2015-12-17,,,0.18171738769353993,0.994448826841217,,,1.5158075157366062,1.0871218641183045
2015-12-18,,,0.18109727714635576,0.9959455245038632,,,1.5179495891287518,1.0864700052052714
2015-12-21,,,0.18309222372575187,0.9938255267692572,,,1.5266136535175259,1.0824505378122793
2015-12-22,,,0.18315030686872,0.9933964723535078,,,1.534321063793915,1.090913802244321
2015-12-23,,,0.18086917501709662,0.9913860437149181,,,1.513986396949009,1.0873257591577707
2015-12-24,,,0.1800846283168913,0.9923099224964456,,,1.5256851121687172,1.1046689399207972
2015-12-25,,,0.1796463071816083,0.9946700319037187,,,1.545970435833963,1.0965172031129458
2015-12-28,0.22026223974096637,0.9820534541475344,0.18048005713931498,0.9931011344132493,1.3479059388843717,1.0497594376040449,1.550440156315934,1.0853580394417326
2015-12-29,0.22120314943953698,0.9819741291059656,0.1799870958129897,0.9977754252606779,1.350788025249219,1.0497967972340125,1.594201611997249,1.0719302487283648
2015-12-30,0.2212364348586528,0.9819813081892174,0.18044577407383072,0.9977337526485656,1.3573516924641822,1.0504300833639328,1.5247208135742945,1.077912707667433
2015-12-31,0.22163755624318712,0.9816916196608864,0.17128916857027196,0.9946265788789487,1.3590846837267296,1.0499180344348231,1.5897779342374303,1.080647590544157
2016-01-04,0.2216330793494603,0.9797104088693035,0.17958199269443376,0.9855158013382636,1.343296347114408,1.0418882405450909,1.6387240835055927,1.0444633282441522
2016-01-05,0.2215953287173238,0.980349993573353,0.18226411699764933,0.9841521777328587,1.348013157180367,1.0415748884455802,1.6428782410410216,1.042238171188667
2016-01-06,0.22178381472791253,0.9800820973668921,0.19288032873070438,0.9749792398525224,1.350000657164891,1.0423112445401057,1.6642089900030521,1.034230316747824
2016-01-07,0.22159209279582054,0.9785075964501663,0.18870910372134686,0.9673909877928866,1.3333153126943549,1.0349266198408098,1.589287825556034,1.0160526094323947
2016-01-08,0.22246584463157318,0.9780904984113142,0.18459710027311976,0.968447556436243,1.3440896889029381,1.0331576914734022,1.5784132490726774,1.0165651030274705
2016-01-11,0.22158861578019237,0.9763019874264104,0.1846936607752632,0.9625616270902091,1.3389899626184758,1.0308156249371778,1.557100337800793,1.0089373526740495
2016-01-12,0.222745865548158,0.975538124719532,0.1844808102676406,0.9622459582810041,1.3388683676268636,1.0285055465132347,1.5302502332145522,1.008593631907175
2016-01-13,0.22188796965407764,0.9750401455980029,0.18323860017536087,0.9585302896168106,1.3510665769671786,1.0302712322495335,1.5172877169838752,1.0059954616741478
2016-01-14,0.22201937181023612,0.9753382403922296,0.18219952356636407,0.9591848749707997,1.3551534299031736,1.026870214319785,1.4797717876224867,1.0043158820824123
2016-01-15,0.22249042024162413,0.9748321534268587,0.18082310931952186,0.9583562388638346,1.3561805866316352,1.0271272864626881,1.4740571110839193,1.0047588073187805
2016-01-18,0.22181212554808777,0.9748013273263764,0.18063024763052826,0.9583375671429851,1.3555765959877464,1.0270941385240684,1.465308046854956,1.0049923710214157
2016-01-19,0.22190715626867466,0.974715624196469,0.18063171647455695,0.9581015874958768,1.3571801920594626,1.0274864106510537,1.4686029240132878,1.003362745532504
2016-01-20,0.2223666949545043,0.9746192750121531,0.18122543168832214,0.9576779531130908,1.3545777014024654,1.0269643809479108,1.4681920764472187,1.0028266390878775
2016-01-21,0.2225748043568379,0.973857945334056,0.18305855429353599,0.9554116484553374,1.3536844046511571,1.0267504523766338,1.4680754732618284,1.0011924329696722
2016-01-22,0.22253345338690617,0.9737183711720685,0.1841446134908766,0.9550258255206859,1.3528780775263611,1.0268040817324444,1.4739455595765596,0.9985966485169886
2016-01-25,0.22256557671892196,0.9737784898384167,0.18423221606097342,0.9548555048894729,1.35575396290218,1.026363778491982,1.4764328664748971,0.9946394596937654
2016-01-26,0.22114965264873718,0.9721156604413403,0.18602334057732312,0.9504000958424357,1.3536965329773714,1.0230047890341196,1.4732218004434376,0.991363843273111
2016-01-27,0.221608688486504,0.9719289538415483,0.18760321879372746,0.9502366173877776,1.354928483891384,1.0225640337402515,1.4825579683616896,0.9918509009656046
2016-01-28,0.22111106629156146,0.9715297755040359,0.18881023813178754,0.9498372176082225,1.356519404948416,1.0237739261309386,1.4317339677288528,0.9995482691542479
2016-01-29,0.22113748226283203,0.9713540716003749,0.1891412287799967,0.9500229282473401,1.3526442998660206,1.0221457511016883,1.4160018119312563,0.9917028967129401
2016-02-01,0.22145975768326043,0.970764355122268,0.19185112550506145,0.9483457243200357,1.3527511183218979,1.0217084575394089,1.412691110560806,0.9954493011486152
2016-02-02,0.2213784111020764,0.9710657801418117,0.19270201809373547,0.9489183516893436,1.3498257830098637,1.021445698440975,1.406730270224045,0.995090254559491
2016-02-03,0.22174485621629725,0.9707965166011285,0.19287960519136133,0.948880712406245,1.349541843638963,1.0219107325524148,1.4029572530320094,0.9934715826132873
2016-02-04,0.22161517567055122,0.9705646491174204,0.19292483777231123,0.9485949343938523,1.3485720784535538,1.0216864317690983,1.4180160407194595,0.9850962496925496
2016-02-05,0.22166999916830274,0.9705857757139734,0.1937424778049301,0.9484752041563236,1.348528243345846,1.021637181427397,1.4192666170202517,0.9850879275854776
2016-02-15,0.2220927614164224,0.9703968756361545,0.195015819750763,0.947379173771129,1.3500332532620851,1.0216814177888416,1.424274576736016,0.9850200658600514
2016-02-16,0.22181471611481662,0.9698898390641124,0.19597833953839874,0.9475738945447841,1.3467818984938487,1.0204864524305526,1.421020709178903,0.9815957365709727
2016-02-17,0.22161741084681003,0.9697188952150713,0.19593227662498106,0.9470971622857398,1.3469923986220718,1.0204676554926153,1.4213180955717102,0.9816353176665837
2016-02-18,0.22264719968194624,0.9691813378974787,0.19752506170280032,0.9470654493966285,1.3466122927513142,1.020289124472157,1.4248469639665597,0.9806133166640825
2016-02-19,0.22158931522669648,0.9696677265798738,0.19860576593149332,0.9437856452529678,1.3444974682724646,1.0205395878048178,1.4511555502819606,0.9653293096603972
2016-02-22,0.22191870412442197,0.9692932332543984,0.1995670826199615,0.9432418734799478,1.3443082734653453,1.0201296087948126,1.4544815689053565,0.9657104113767352
2016-02-23,0.22202294585686944,0.9693319444242405,0.199730434084327,0.9429590829544968,1.3432720432144036,1.019802406344895,1.4586057421619867,0.9632080709354093
2016-02-24,0.22324988555321487,0.968739191353124,0.20192471909753149,0.9399953191773368,1.3421470651864122,1.0203855433000732,1.4576064084528613,0.9621208880770072
2016-02-25,0.22310603938083437,0.9678056010894623,0.20770258858274615,0.9343754388191193,1.3402735364433704,1.01815297220409,1.4638670921698116,0.9532135556977083
2016-02-26,0.22303035673013366,0.9678284204335472,0.20876712404044195,0.9317756141182874,1.3382930521560914,1.0185062732161276,1.522310660892117,0.9257161063270577
2016-02-29,0.2212138993081373,0.96725512037519,0.21752443542629968,0.9308878939552874,1.3277811484840978,1.017554746442161,1.4785901645192354,0.9283516604881826
2016-03-01,0.22131754105248583,0.9669451485206135,0.23227816792564648,0.9199185334266619,1.3252828388387525,1.0183884670763519,1.519695914253731,0.9101555343346558
2016-03-02,0.22095075299976027,0.9663053341088124,0.2329196638418193,0.9173081996548699,1.3238768210705296,1.0176328041756602,1.572057108581071,0.8856830731151971
2016-03-03,0.2209755485911047,0.9662681250851962,0.23245055592106206,0.917297955766805,1.3239854135155007,1.0175826161938972,1.5614371412432395,0.8870853334140277
2016-03-04,0.21937597425058933,0.9666516322025719,0.2276567605136251,0.9183671140723842,1.3108511450002354,1.0191166782629262,1.461478610195881,0.9002802930557072
2016-03-07,0.21872430781513774,0.9665718941306728,0.24749139243329463,0.9141130014749355,1.3097273206894444,1.0189425560816538,1.4457731502310287,0.9027266839565551
2016-03-08,0.21845754590655528,0.9660427095029569,0.27204010775337906,0.9042273906349939,1.3089843671797659,1.018235437983983,1.4092300174052859,0.9130404916690185
2016-03-09,0.21803763798618855,0.9663591018455556,0.27148746483232783,0.9038913558024307,1.311305468247154,1.0179264734356896,1.4066651901464169,0.9107073137807505
2016-03-10,0.2179704945576504,0.9663874108319055,0.2720644680623585,0.9036518678224212,1.3102383095354428,1.0185341190561492,1.3997321402041438,0.9095963101707779
2016-03-11,0.2182677687252037,0.9663724427339764,0.2716811130879607,0.9039063084791967,1.310001993256231,1.0185418094580707,1.3979874356522124,0.9093250854427932
2016-03-14,0.21837732797953144,0.9661938555270346,0.2752563939229564,0.9030133432181164,1.3074264363593922,1.0178667910433836,1.3915543433097695,0.9094416512206079
2016-03-15,0.21825565597760882,0.9657241735275142,0.27413146977675185,0.9031772627817012,1.307534113841655,1.0177015904227942,1.362419560564033,0.908478654001141
2016-03-16,0.21797162158537234,0.9656711081791832,0.2743281266931821,0.9037334064171313,1.3033130704565312,1.017852667888634,1.350797209647939,0.9080661916499594
2016-03-17,0.2189748377498762,0.9657093111501308,0.27782758216116465,0.8984023778858943,1.2963465487132588,1.017568125913354,1.3329041343048296,0.8991983985255092
2016-03-18,0.21733253645156878,0.9658129070033321,0.2793247957933922,0.8973587707072634,1.2939016633364,1.0171667086009968,1.323718735793873,0.9014738466676057
2016-03-21,0.2175153562136096,0.9649863568062804,0.2804266258685918,0.8956124555543067,1.2884936564900267,1.0160831832063082,1.3050044674718968,0.900311381053798
2016-03-22,0.21605125657157742,0.9656483522075914,0.2776645211332791,0.8948987919652139,1.278479536992577,1.0190781128746214,1.2926978067664732,0.8996607869647717
2016-03-23,0.21537750108377404,0.965752407979117,0.2777889182581271,0.8944833823008693,1.2776249077530468,1.0189543170620154,1.29066694835137,0.8994340021433492
2016-03-24,0.21548131493066133,0.9653100252736369,0.27734374270777673,0.8945761890486744,1.276547667124419,1.018467332571272,1.288053391052887,0.8990461108182315
2016-03-25,0.21590264298768305,0.9652361730342144,0.27747661175255045,0.8944829540450501,1.2764551849082186,1.0184636498552797,1.2874650362280557,0.8991141482802019
2016-03-28,0.21605108168871742,0.9652174074632709,0.2789361782204139,0.8945072277026822,1.2761456465743204,1.018147596252432,1.284397422417091,0.8984529756181677
2016-03-29,0.2159606575335944,0.965223803759925,0.2752823940218369,0.8950156440034286,1.2754562211839835,1.0188753982398524,1.2777462745432013,0.899755171127726
2016-03-30,0.2154173823727078,0.9652992789726772,0.2738014034430047,0.8967976509817275,1.2749880620521574,1.0184628850612412,1.2835097031434965,0.8984168003932865
2016-03-31,0.21539326061747283,0.9654572514254722,0.2738881215067816,0.8967533220531169,1.275145273738644,1.0185414373597967,1.2824308980027685,0.8988905360646274
2016-04-01,0.21551277776370176,0.9651403354977223,0.27405353681051015,0.896214279802282,1.2719137216741059,1.0189337995000887,1.2719055588178492,0.8967696831152279
2016-04-05,0.2153145733706599,0.9653648228823922,0.27396213672731623,0.8959424884499685,1.2706423040380728,1.017784692854378,1.2690428104540912,0.8951210522001538
2016-04-06,0.21509131944062462,0.9655275554751532,0.27400771182096606,0.8961942302645496,1.272110600997661,1.017666774918892,1.2702846040616491,0.8917658697101688
2016-04-07,0.21408315886987628,0.9651067275456567,0.27461817740690897,0.8957587702308921,1.275443987801587,1.017454232391854,1.2665557907785592,0.8915334302555695
2016-04-08,0.21422230177246665,0.9650495414610261,0.27468839653235577,0.8955129305085487,1.2721425790494987,1.0185172191952183,1.2654515413530496,0.8913333380973938
2016-04-11,0.21283387075656607,0.965907071023051,0.27523952040184924,0.8950311304791141,1.278456005460117,1.0176942742745914,1.2658276292269974,0.8904958117241226
2016-04-12,0.2126803797570997,0.9654112600049143,0.27497946488051245,0.8954761267616272,1.2788742740785348,1.0178258353623169,1.266382506432665,0.88995056138431
2016-04-13,0.21235345939710873,0.9648706980713738,0.27482511121035574,0.8955805463535992,1.2897879821907072,1.0190235801702596,1.2640381571932324,0.8912021014231918
2016-04-14,0.21226923702302694,0.9647802618929726,0.27436322224554793,0.895282305560548,1.2901635485342857,1.0182147139818802,1.263037140809672,0.8902341957252728
2016-04-15,0.2121673047081253,0.9647753390491149,0.2703613683233294,0.8941740635051881,1.2887802146620564,1.0182331140447964,1.2376260942864017,0.8881960410970777
2016-04-18,0.21238768936492722,0.9646667110135659,0.26932158220240465,0.8942083964198068,1.2857855243039604,1.0180668445304337,1.2206368754180987,0.8876966974099615
2016-04-19,0.2118780112688128,0.9649042152211342,0.2692175119072558,0.8940838232807299,1.2934198035037046,1.0168195594660365,1.2178047839062962,0.8870882462190616
2016-04-20,0.21072735984667168,0.9645999439322834,0.2656392477175825,0.8938547130463633,1.282952243685015,1.0158209006609946,1.2054641862424085,0.8870723408870809
2016-04-21,0.21029436145734637,0.9644799928377255,0.26563034789207474,0.8937117731502763,1.2811530069057155,1.0157626031078455,1.2007340135435933,0.8876264760434718
2016-04-22,0.20939507439673224,0.96468727350679,0.26585351228641096,0.8935797875486283,1.2789885351661536,1.0157680678606438,1.2016258290008377,0.8880101694997998
2016-04-25,0.20913207100819955,0.9650401896254167,0.26590106764800175,0.8935216307313472,1.2778276921416316,1.0158322588761555,1.200047529823348,0.8879044812533443
2016-04-26,0.20910108964681928,0.9649377360834583,0.266468775001007,0.8931892073911349,1.2725513541534679,1.0183950233522412,1.1979421111375566,0.8879047681693817
2016-04-27,0.2083191077941358,0.9654048177504407,0.2675015475143241,0.8943566653999053,1.270800902498902,1.0186160635931671,1.1981876209761728,0.8878618855186367
2016-04-28,0.20771747067279311,0.9663418219080064,0.26745618858696807,0.8943925475670255,1.2750869723360645,1.0178664200930163,1.197948452189084,0.8879486920916864
2016-04-29,0.20690761668508414,0.9659605660817682,0.2670146844975141,0.8949166324239123,1.2722820623980953,1.0172860094533158,1.1983438726472235,0.8880968514077945
2016-05-03,0.206397842737302,0.9650927015641995,0.2644514179158739,0.8962958130819172,1.2665005326502687,1.0156030027871974,1.1926849847198142,0.8881777020502466
2016-05-04,0.20594684839819663,0.9647516371764208,0.26624838233022313,0.8941818618822164,1.2668534493065182,1.0144313860345875,1.19621533713435,0.8885364701604378
2016-05-05,0.20607791154961907,0.9646647126456965,0.2657556077220043,0.8943031824920193,1.2713914526687065,1.0141066033865125,1.1972951644866376,0.8875747187418105
2016-05-06,0.20672906244225597,0.9639509756725362,0.26649208016432285,0.8930375010327835,1.2674962496210798,1.012900960184272,1.1980217227754923,0.8854779666931464
2016-05-09,0.20461237283245037,0.9637253993266317,0.26290158189268137,0.8920266290215733,1.2630336075593087,1.0136663269756907,1.1921443383569872,0.8873471717842947
2016-05-10,0.20083613053267196,0.9643129366550522,0.2633254073888864,0.8918681982866504,1.2550779910889027,1.014133899264564,1.188200883011199,0.8886617755352365
2016-05-11,0.1991953586027872,0.9654001586482689,0.2594534662335127,0.8918202254045118,1.2528337174298056,1.0149114331215423,1.1814146136019377,0.8886831038509687
2016-05-12,0.19859082252923363,0.9653947363252452,0.25918231597524183,0.8920917566144895,1.251564761711956,1.0148091856579473,1.1790160330948376,0.8889065681713176
2016-05-13,0.19852476860564247,0.9653411202230768,0.2581908497790986,0.8923412709441053,1.2598403973787466,1.0160277173614465,1.1856938172351728,0.8877749759318612
2016-05-16,0.19667521457103762,0.9665784576469808,0.258592545666194,0.8922261846894579,1.2527908109058887,1.0178516811761014,1.1844526894289558,0.8879247067724562
2016-05-17,0.19419694089637185,0.968275764722648,0.2575448142176896,0.8921226664210102,1.2476733157744335,1.019206590918789,1.1795938827898413,0.8885040052107683
2016-05-18,0.1937579118146145,0.9681368420186801,0.2586814728947244,0.8918450721415998,1.2443508066355644,1.0185110108520525,1.1794315036697967,0.8882083084396517
2016-05-19,0.1941680214010223,0.968094136025969,0.2581381736994525,0.8918423344619327,1.245670269229769,1.0184608115925895,1.179300436115661,0.88816850991625
2016-05-20,0.193274913017875,0.9689647540469105,0.2576402052459302,0.8917868126363522,1.2434345779446294,1.0195400807552384,1.176792437435161,0.8883353968735104
2016-05-23,0.1925369837932819,0.968934366662405,0.2567403657663369,0.8916568520144128,1.2414240507323662,1.0195179797902143,1.1758106880494983,0.8882628155061356
2016-05-24,0.1923964765844996,0.969205272887545,0.25675043427953836,0.8916924722726053,1.2416566270034541,1.019300425135916,1.1781446771263955,0.8884547597239832
2016-05-25,0.19227066353404906,0.969107688828975,0.25507514109112583,0.8947197863536884,1.2409944884651811,1.0192467881379443,1.180729225165465,0.8855612409163608
2016-05-26,0.1920274470967502,0.9691716564539102,0.25488244196071264,0.8946466106948076,1.2411855280810156,1.0191755117191856,1.1811833816029067,0.8856178072812586
2016-05-27,0.19071863553190235,0.9697213392125743,0.2534355549839604,0.8952861086700273,1.2390271463905662,1.0194617147316278,1.1712222473740508,0.8891250068806719
2016-05-30,0.19047643404687475,0.9703477716675221,0.2394904619098567,0.9015170128414476,1.2383416124190638,1.0195794668513711,1.076167834284911,0.920754677529411
2016-05-31,0.18211095150563034,0.9721244531637135,0.2392153272090967,0.9007353619512157,1.2162970973009382,1.0190662586189743,1.065063397280603,0.9160709114181629
2016-06-01,0.18268897743570114,0.971963513197548,0.23995005978731576,0.9004999907790461,1.2166935229431266,1.0191445176009408,1.0568603761265274,0.9195387969695311
2016-06-02,0.18068253359175301,0.9720209699673942,0.2379291386287891,0.9008144406768123,1.224322089940007,1.0188247285949192,1.0524653827448478,0.9200650805006542
