underlying,lookback,z_window,smoothing,sharpe_full,sharpe_2014-2020,sharpe_2021-2023,sharpe_2024-2026,worst_tv
1000｜中证1000（现役分量）,20,250,5,0.911460512852984,0.9523036559929322,0.7374111508808894,0.935524137293423,0.7374111508808894
1000｜中证1000（现役分量）,40,80,0,1.111500328510687,1.1251587129544232,1.1990389324905406,1.0524265878296537,1.1251587129544232
1000｜中证1000（现役分量）,40,80,5,0.9734448533414763,0.9775133517322889,1.1044722937125657,0.9427569193261673,0.9775133517322889
1000｜中证1000（现役分量）,40,120,0,0.9480829586031672,0.9453259064866922,0.9339400902883017,1.0318924869408914,0.9339400902883017
1000｜中证1000（现役分量）,40,120,5,0.5922374131350006,0.5636418673472217,0.6361715657047521,0.683795911380161,0.5636418673472217
1000｜中证1000（现役分量）,40,200,0,0.7502715543489947,0.5718498355096538,0.9786357281639974,1.0990777572497086,0.5718498355096538
1000｜中证1000（现役分量）,40,200,5,0.44137136049239073,0.25430552187286326,0.697947077403509,0.7980312458475772,0.25430552187286326
1000｜中证1000（现役分量）,40,250,0,0.7755791296237421,0.6656022381578047,0.593008162623888,1.2279613587249283,0.593008162623888
1000｜中证1000（现役分量）,40,250,5,0.5030807965263983,0.4197876887737986,0.7171305947427549,0.6195449337667034,0.4197876887737986
1000｜中证1000（现役分量）,60,120,0,0.6219404060968244,0.8399738312647622,0.1827582392664496,0.4045614157528026,0.1827582392664496
1000｜中证1000（现役分量）,60,120,5,0.41880735138428193,0.6586182786147076,0.13542091187749442,0.015277535452176121,0.13542091187749442
1000｜中证1000（现役分量）,60,180,0,0.36532890429897535,0.6312480992001143,-0.007489396435649059,-0.008467336800313245,-0.007489396435649059
1000｜中证1000（现役分量）,60,180,5,0.2571110030309028,0.47306602549353544,-0.11747279145496937,-0.018525289690587903,-0.11747279145496937
1000｜中证1000（现役分量）,60,300,0,0.3079544177635607,0.3955612026160841,0.0709103864433349,0.2700451502937829,0.0709103864433349
1000｜中证1000（现役分量）,60,300,5,0.26970545708581184,0.4182803963459194,0.06542585707379896,0.05759695470819564,0.06542585707379896
1000｜中证1000（现役分量）,60,250,0,0.5443742250142257,0.7529699903023631,0.23920464718146184,0.2800788919621934,0.23920464718146184
1000｜中证1000（现役分量）,60,250,5,0.34011117730770396,0.5671669532921155,0.19281299204039376,-0.0835828838659575,0.19281299204039376
2000｜中证2000（微盘代理）,5,10,0,0.22471413501654708,0.1652405879037512,-0.08381100443507504,0.5856277337449264,-0.08381100443507504
2000｜中证2000（微盘代理）,5,10,5,0.0048962965964074985,-0.021980646193437734,-0.32406782229325287,0.3124430526404605,-0.32406782229325287
