underlying,lookback,z_window,smoothing,sharpe_full,sharpe_2014-2020,sharpe_2021-2023,sharpe_2024-2026,worst_tv
micro｜万得微盘（上界参考·不可执行）,10,250,0,1.2879238557426813,1.2064510995799194,1.597885209877928,1.2729852679698304,1.2064510995799194
micro｜万得微盘（上界参考·不可执行）,10,250,5,1.2923767265829453,1.2702456109094102,1.1826938928629442,1.459262762671857,1.1826938928629442
micro｜万得微盘（上界参考·不可执行）,20,40,0,1.6513663501007785,1.8084373386945363,1.37831717234948,1.540592050100471,1.37831717234948
micro｜万得微盘（上界参考·不可执行）,20,40,5,1.941747126009164,2.0887518548251087,1.3807576567540143,2.07745930402369,1.3807576567540143
micro｜万得微盘（上界参考·不可执行）,20,60,0,1.7360034222039424,1.9578159795636871,1.431095379640476,1.4795012658964775,1.431095379640476
micro｜万得微盘（上界参考·不可执行）,20,60,5,1.7932209371976715,1.9934467475376132,1.1645139451932032,1.8325956369686192,1.1645139451932032
micro｜万得微盘（上界参考·不可执行）,20,100,0,1.9437531279715363,2.268285511128169,1.395820284405318,1.6269696667089053,1.395820284405318
micro｜万得微盘（上界参考·不可执行）,20,100,5,1.611433473753834,1.6446144503512363,1.4392767722644473,1.702040431231281,1.4392767722644473
micro｜万得微盘（上界参考·不可执行）,20,250,0,1.670625295217707,1.7492993520485125,1.6470839424199362,1.5247045476908203,1.6470839424199362
micro｜万得微盘（上界参考·不可执行）,20,250,5,1.446198735634549,1.394217527071139,1.1858874725119908,1.8226418463764014,1.1858874725119908
micro｜万得微盘（上界参考·不可执行）,40,80,0,1.5804583334729458,1.642592501035011,2.0844499300429287,1.2409919137544803,1.642592501035011
micro｜万得微盘（上界参考·不可执行）,40,80,5,1.5305560287027635,1.4766364785509245,2.1757725921505,1.3380228370862912,1.4766364785509245
micro｜万得微盘（上界参考·不可执行）,40,120,0,1.5450494424437076,1.5215791957203186,1.981398026706732,1.4066882142512938,1.5215791957203186
micro｜万得微盘（上界参考·不可执行）,40,120,5,1.24964958062808,1.055082736197947,1.8985082934666646,1.3264125986213524,1.055082736197947
micro｜万得微盘（上界参考·不可执行）,40,200,0,1.3204855653468754,1.1390042949795653,1.9242486400772547,1.4120452910432884,1.1390042949795653
micro｜万得微盘（上界参考·不可执行）,40,200,5,1.0271485964782139,0.6782213305799843,2.1109675888493653,1.220568150377322,0.6782213305799843
micro｜万得微盘（上界参考·不可执行）,40,250,0,1.3323234486693107,1.1532123831249848,1.699597865130527,1.5676564017806678,1.1532123831249848
micro｜万得微盘（上界参考·不可执行）,40,250,5,1.0761939037671404,0.8456773003840814,2.105305546591591,1.0423274560649944,0.8456773003840814
micro｜万得微盘（上界参考·不可执行）,60,120,0,1.1812917153085414,1.3884286552658436,1.3284148815238652,0.633723519272971,1.3284148815238652
micro｜万得微盘（上界参考·不可执行）,60,120,5,1.0800182077182328,1.1700078380571675,1.5688902477758149,0.6024702416054192,1.1700078380571675
micro｜万得微盘（上界参考·不可执行）,60,180,0,0.9879394216409376,1.1813920523710764,1.4480359278190116,0.363594129652617,1.1813920523710764
micro｜万得微盘（上界参考·不可执行）,60,180,5,0.8696421709025596,0.9797799950504725,1.4093551035187224,0.3968809210847387,0.9797799950504725
micro｜万得微盘（上界参考·不可执行）,60,300,0,0.9615662818990371,0.9856969863635817,1.0339308980827193,0.9429755292332078,0.9856969863635817
micro｜万得微盘（上界参考·不可执行）,60,300,5,0.9644428014183186,1.0657328592523396,1.050632697604734,0.7751805082996182,1.050632697604734
micro｜万得微盘（上界参考·不可执行）,60,250,0,1.1320833737538214,1.3596946157734124,1.372280956551762,0.6115083529491051,1.3596946157734124
micro｜万得微盘（上界参考·不可执行）,60,250,5,0.9418903664731555,1.12832545161803,1.1513187701910943,0.48679456265397647,1.12832545161803
