family,best_form,best_k,direction,ic,ic_pvalue,partial_ic_vs_ew,partial_ic_pvalue,ic_2020-2022,ic_2023-2026,net_sharpe,net_ann,turnover,gate1_significant_and_independent,gate2_stable_halves,gate3_net_positive,PASS,rep_abs_ic,null_max_q95,p_vs_max_null,gate0_selection_corrected,PASS_probe
R1,R1_lb20zw60,40,1.0,0.07593582887700534,0.6973026973026973,0.06038684654933321,0.7242757242757243,0.15686274509803924,0.16923076923076924,0.014063834187604884,0.0030803557382496644,6.424521615875266,False,True,True,False,0.02573529411764706,0.4924298128342245,1.0,False,False
R2,R2_lb20zw250,20,1.0,0.10159933745010734,0.3996003996003996,0.0868382963508188,0.45854145854145856,0.3567924733869466,0.07853170189098999,0.3752766766332639,0.07456555649658368,5.729978738483346,False,True,True,False,0.125385257165422,0.4924298128342245,1.0,False,False
R3,R3_lb20zw60,5,1.0,0.015599923804565102,0.7532467532467533,0.026080538529513867,0.5844155844155844,0.0805538251473861,0.040705866413765064,-0.07241262870349681,-0.01600997311583128,15.904449307075128,False,True,False,False,0.015599923804565102,0.4924298128342245,1.0,False,False
R4,R4_lb20zw250,40,1.0,0.3456159490811666,0.053946053946053944,0.32938965276385646,0.061938061938061936,0.2774405379175659,0.3362637362637363,1.0239628449780926,0.20229689493054942,2.951807228915663,False,True,True,False,0.18111843252262905,0.4924298128342245,0.989010989010989,False,False
