window,inc_mean_pos,cand_mean_pos,k,cand_maxdd,scaled_inc_maxdd,gap_pp,verdict
full,0.48989569752281614,0.4208604954367666,0.8590818363273454,-0.17558639929792308,-0.144430836049096,-3.1155563248827067,纯暴露效应
val,0.5185694635488308,0.4453920220082531,0.8588859416445623,-0.07395115957221188,-0.11347651485538279,3.9525355283170915,择时有贡献
