ic,n_windows,p_one_sided,p_two_sided,family,test,instrument,target,first,last,ic_h1,n_h1,ic_h2,n_h2,T2_ic,T2_p_one_sided,blend_ic,blend_n,blend_partial_ic_vs_ew,blend_partial_p,pre_window_ic,pre_window_n,ih_backfilled
-0.026247436773752564,76,0.5684315684315684,0.8421578421578422,T1,P1,IF,300,2014-01-02,2026-09-03,-0.0964,35,0.2085,39,-0.0237593984962406,0.5544455544455544,0.06881749829118251,76,0.05095036249336481,0.7282717282717283,-0.08571428571428573,6.0,
0.11898395721925133,33,0.2807192807192807,0.5574425574425574,T1,P2,IH,50,2021-01-04,2026-09-03,,0,0.119,33,0.12165775401069519,0.27672327672327673,-0.15675133689839574,33,-0.10970493323642075,0.5664335664335665,,,False
