Date,000057.SH,000058.SH,000918.CSI,000919.CSI,H30351.CSI,H30352.CSI,H30355.CSI,H30356.CSI,000028.SH,000029.SH,000117.SH,000118.SH,932406.CSI,932407.CSI,932408.CSI,932409.CSI,399346.SZ,399348.SZ,399370.SZ,399371.SZ,399372.SZ,399373.SZ,399374.SZ,399375.SZ,399376.SZ,399377.SZ,399602.SZ,399604.SZ,399630.SZ,399631.SZ
2023-06-26,3648.0074,3718.3614,4483.9443,4252.1291,5656.7826,8073.7749,4518.6852,5259.8823,3451.3279,3492.5795,4274.5746,7918.7549,2656.3273,2171.2336,3179.6288,2276.5261,3359.5098,5701.0552,4297.0076,5753.1592,4414.311,6785.6081,4211.8773,4817.4211,5087.754,6262.4488,1105.8096,1846.9415,1382.3057,1936.541
2023-06-21,3671.151,3781.5305,4511.5249,4323.443,5716.3595,8192.4553,4552.1055,5344.2105,3480.7412,3552.8958,4298.5005,8022.0379,2692.9924,2210.4243,3234.4278,2328.4982,3371.5834,5783.8084,4333.4426,5838.3919,4439.998,6891.8107,4261.3737,4880.1193,5155.2492,6351.3208,1120.7677,1882.4617,1396.2725,1963.7807
2023-06-20,3747.5113,3817.4228,4602.3108,4364.2014,5843.6727,8301.1884,4645.1261,5397.1246,3550.6219,3579.1031,4362.1859,8118.1751,2728.1361,2260.1755,3271.667,2371.6003,3441.5619,5870.2517,4430.9559,5896.3123,4531.1173,6937.5902,4362.7079,4961.7341,5296.6221,6432.0859,1146.4936,1925.988,1429.1674,1991.8462
2023-06-19,3762.3132,3852.8651,4601.5136,4403.3102,5844.6899,8357.807,4652.8789,5442.6939,3565.1199,3614.7724,4346.6921,8180.6064,2744.6377,2254.4289,3294.1645,2371.5203,3433.3615,5862.9669,4437.7167,5940.4144,4540.0177,6988.2205,4377.3052,5008.8292,5285.561,6467.6428,1138.3397,1932.6066,1427.7886,1994.395
2023-06-16,3795.5793,3901.6352,4642.1988,4460.9664,5883.5795,8433.561,4697.0776,5506.8877,3604.2639,3672.554,4364.7023,8268.2645,2758.3656,2243.2317,3316.4504,2351.8753,3456.5051,5905.1599,4468.0143,6009.7907,4591.224,7088.19,4386.8546,5042.6813,5274.7734,6524.8657,1141.3913,1930.6926,1431.2323,2006.0019
2023-06-15,3761.6619,3889.7952,4597.8268,4445.9273,5815.2628,8434.9536,4656.2405,5492.0338,3557.5769,3662.2331,4367.5736,8267.4664,2743.3102,2226.8374,3303.2181,2335.6308,3424.5727,5875.3045,4426.1044,5991.5283,4549.0816,7062.1466,4337.6063,5029.7668,5233.6415,6515.5994,1131.146,1917.2501,1416.873,1994.88
2023-06-14,3694.0982,3873.6708,4452.7927,4421.4795,5715.3184,8397.712,4532.9557,5460.9412,3486.2918,3644.1936,4297.4658,8273.7624,2732.0887,2205.0151,3309.3192,2315.4639,3297.2411,5811.3328,4314.7409,5957.7852,4411.5385,7016.9638,4244.7443,5006.8034,5165.6736,6487.478,1107.7192,1902.7655,1379.6075,1976.6416
2023-06-13,3690.7373,3907.1461,4453.8507,4457.9273,5708.6397,8428.9435,4531.3288,5497.5204,3477.3022,3684.1901,4299.2395,8306.516,2728.525,2201.2243,3304.7469,2317.8639,3308.8354,5793.9033,4312.0559,5988.8787,4405.8935,7077.6254,4240.7568,4999.7715,5175.4201,6498.7817,1110.0556,1902.0353,1380.5242,1973.496
2023-06-12,3681.4572,3912.8221,4429.3082,4459.1629,5712.1516,8463.4128,4509.4965,5503.02,3463.3681,3689.657,4304.389,8338.2099,2731.4986,2189.3306,3300.0975,2303.6068,3294.4,5783.5919,4290.4063,6000.8617,4375.4206,7084.2107,4228.8559,5014.1402,5167.3655,6529.0296,1099.5665,1897.3443,1373.937,1971.5258
2023-06-09,3661.7136,3943.5916,4396.3263,4489.8666,5678.0685,8489.1593,4476.8286,5537.9805,3445.4873,3725.1517,4268.7233,8401.7197,2719.0118,2177.6807,3274.4708,2278.359,3276.7397,5768.898,4260.7294,6029.1708,4348.007,7125.2052,4189.3802,5035.5837,5135.766,6539.0025,1085.4257,1888.5191,1362.9925,1964.0797
2023-06-08,3638.1108,3943.1328,4360.6826,4487.2519,5627.6674,8496.5346,4449.2285,5537.0645,3416.7673,3723.4241,4255.2186,8418.9266,2708.0203,2153.271,3258.978,2260.8085,3256.8974,5737.407,4236.3112,6025.5781,4324.4345,7127.5774,4165.3031,5013.4968,5101.1186,6546.1731,1074.876,1872.8278,1350.7425,1956.0082
2023-06-07,3627.0304,3885.8918,4350.8975,4415.9216,5661.2644,8471.6805,4442.6906,5463.7985,3406.3284,3661.9224,4282.2946,8365.0122,2719.0425,2180.1582,3271.7311,2280.3603,3253.7833,5686.8154,4234.0202,5951.5404,4311.1262,7004.2636,4159.6652,4989.0783,5146.789,6521.7984,1072.1903,1864.7938,1353.5218,1945.4041
2023-06-06,3661.5968,3871.7611,4413.5338,4401.2025,5676.2692,8441.5138,4491.9678,5445.1259,3439.9107,3648.6009,4303.0911,8316.0328,2709.7551,2183.9583,3237.1046,2269.0605,3305.4902,5674.8387,4280.3646,5931.4374,4368.5099,6968.8603,4200.4511,4999.4419,5169.9977,6491.8307,1076.4941,1868.9876,1367.4475,1942.5898
2023-06-05,3704.6613,3883.7239,4484.0314,4415.1721,5775.2316,8550.3494,4553.913,5472.7978,3487.6575,3652.3973,4379.639,8402.8952,2766.617,2236.5063,3292.2667,2316.4749,3363.5413,5737.3117,4350.8172,5963.462,4435.1814,6977.3367,4264.5593,5044.6345,5283.3339,6593.9341,1100.2253,1900.0486,1393.7753,1968.9846
2023-06-02,3738.8222,3884.5984,4538.8547,4414.8129,5812.6475,8546.2273,4598.0804,5471.0224,3520.6992,3653.064,4414.8121,8391.116,2750.2692,2236.805,3268.18,2302.2613,3403.184,5711.8231,4397.4355,5949.2213,4497.052,6948.8786,4294.2703,5057.4448,5307.3365,6574.5721,1103.2152,1894.074,1405.9703,1959.0644
2023-06-01,3671.0554,3842.3972,4459.8495,4358.0581,5718.1952,8464.1756,4518.811,5404.7284,3460.5275,3607.2987,4357.6193,8357.0342,2733.0026,2223.7385,3242.3432,2287.3323,3344.8211,5597.6132,4327.5252,5875.3284,4423.9394,6854.5631,4220.3602,4989.0201,5237.8481,6529.9651,1086.1785,1869.952,1387.502,1925.2507
2023-05-31,3660.2286,3844.9559,4429.1204,4361.4934,5695.3236,8490.3571,4492.0353,5411.2655,3443.473,3600.6961,4353.1326,8391.5895,2732.1848,2214.169,3228.4925,2277.0978,3324.6173,5622.8092,4294.8275,5890.6886,4378.9709,6870.4071,4206.0358,5007.8069,5217.4174,6544.0066,1076.4297,1861.6643,1380.1262,1933.2115
2023-05-30,3714.4984,3878.7081,4488.4008,4397.0779,5742.2742,8541.6776,4550.2664,5452.8207,3494.9109,3637.196,4387.9754,8446.993,2729.2362,2214.5276,3235.6972,2282.3387,3361.5706,5652.7432,4343.3674,5931.5421,4446.4341,6933.1367,4233.9294,5020.0411,5234.9723,6577.646,1087.5407,1875.3862,1391.6811,1943.8836
2023-05-29,3735.3656,3870.0289,4479.7768,4389.2984,5704.0529,8510.7272,4549.376,5440.8818,3508.5097,3633.5264,4399.1615,8426.3235,2713.4323,2209.8462,3210.0045,2265.4432,3344.3775,5627.2147,4334.8668,5922.9181,4440.7476,6933.3574,4237.35,5000.3023,5195.1908,6554.9269,1081.9573,1864.6087,1384.7155,1936.1895
2023-05-26,3771.8383,3848.1473,4533.1028,4371.2513,5728.8665,8464.7461,4598.3008,5417.3784,3535.2573,3616.244,4421.9511,8372.4522,2712.0067,2213.2133,3233.8407,2280.3083,3379.3088,5642.1442,4385.9622,5895.0282,4502.8932,6893.9796,4294.454,4983.6834,5206.9385,6534.7643,1093.5438,1875.3003,1397.7251,1939.7582
2023-05-25,3789.299,3831.587,4567.2669,4347.3512,5736.2012,8403.8135,4619.368,5386.1945,3544.9287,3600.3008,4445.4132,8347.5239,2684.9833,2202.4458,3213.3462,2259.7009,3401.9861,5582.7775,4399.8756,5860.2472,4529.2423,6862.1503,4300.2756,4946.2515,5187.5524,6480.2539,1096.3722,1860.3648,1400.9247,1921.6159
2023-05-24,3806.7073,3843.6214,4585.8388,4351.1567,5738.1496,8452.1148,4635.4072,5396.6613,3565.0002,3610.6407,4449.3533,8395.8452,2700.571,2198.3985,3217.9701,2254.6374,3410.938,5583.8112,4418.3677,5874.2122,4555.669,6862.9642,4300.2266,4973.8187,5207.4499,6520.7778,1098.9385,1872.1719,1401.8438,1925.486
2023-05-23,3825.6141,3927.1838,4612.5114,4451.7764,5763.0983,8563.5345,4668.0588,5509.2153,3594.5862,3695.7201,4464.0731,8513.1306,2714.1447,2194.5133,3220.2576,2238.6598,3432.3033,5678.9554,4443.3328,5995.8044,4587.0708,7034.3992,4327.0264,5058.0484,5210.748,6588.8358,1103.8372,1891.0604,1407.345,1952.6202
2023-05-22,3875.8878,4000.8131,4668.8176,4531.8778,5810.4572,8664.4141,4723.212,5601.1186,3649.325,3770.43,4498.8983,8620.1662,2744.662,2216.6275,3252.6806,2262.0168,3471.4645,5749.3612,4494.7209,6093.0449,4641.5494,7159.9239,4381.8599,5139.6402,5258.1581,6657.6055,1111.4139,1911.4275,1420.9763,1974.5789
2023-05-19,3838.2553,3995.1571,4649.1196,4520.247,5811.4541,8672.4004,4689.3706,5590.6623,3621.257,3762.2853,4481.954,8633.3035,2748.6376,2215.2261,3244.9709,2252.0717,3465.4049,5735.3355,4472.4032,6078.8161,4607.804,7139.2831,4373.7841,5125.5787,5253.7052,6658.991,1111.3215,1909.9415,1420.5607,1971.6227
2023-05-18,3828.635,4048.2132,4639.6812,4573.5444,5800.8264,8767.0915,4678.8599,5656.6751,3616.8171,3811.5169,4455.9319,8740.8841,2749.1932,2200.4881,3256.0259,2253.7177,3465.6813,5750.4306,4468.6808,6139.1668,4602.4884,7218.4534,4363.2064,5165.6501,5265.6245,6715.9232,1107.7612,1912.8936,1418.6581,1977.1933
2023-05-17,3851.5073,4030.0088,4676.8571,4551.6733,5809.7862,8792.0794,4708.5528,5638.3827,3632.1198,3790.3611,4480.3867,8747.6769,2740.1267,2187.8662,3234.5398,2232.0574,3506.6024,5733.4487,4491.8984,6116.644,4642.8509,7168.456,4374.3666,5173.9743,5245.3409,6723.2812,1113.5082,1909.4179,1425.4131,1975.8373
2023-05-16,3864.3237,4063.9985,4692.1687,4589.7145,5803.9956,8807.6772,4721.5012,5677.8282,3651.5086,3829.7991,4477.454,8756.1504,2729.1893,2170.5937,3204.0835,2199.9642,3508.6976,5743.7768,4505.0756,6152.2153,4662.5883,7231.4538,4384.1654,5185.2922,5241.1345,6722.9458,1112.2681,1908.781,1424.3415,1978.5955
2023-05-15,3872.2067,4090.7869,4703.6941,4620.9454,5820.8413,8903.3967,4737.1192,5721.5273,3662.9518,3853.2812,4481.1567,8827.3233,2765.694,2187.5454,3238.5856,2218.792,3514.284,5807.2124,4525.7736,6198.9604,4677.3442,7283.1545,4403.9712,5219.6562,5292.0491,6793.8864,1120.3771,1924.9041,1430.1124,1999.9314
2023-05-12,3811.1798,4043.5381,4603.2057,4561.4522,5700.7549,8882.7291,4645.4469,5660.4041,3606.0821,3800.2097,4413.391,8795.102,2765.4125,2157.01,3232.5629,2192.3804,3443.068,5766.6619,4440.8242,6137.6386,4589.9345,7190.1074,4311.9449,5174.9714,5205.2939,6785.8157,1098.5652,1920.6022,1402.7501,1986.7948
2023-05-11,3871.5219,4097.1728,4677.7065,4626.3923,5771.0448,8943.5979,4713.3553,5731.3895,3668.8781,3858.8669,4468.0181,8849.7985,2795.6308,2187.9837,3264.3493,2219.9096,3494.8354,5835.7038,4508.8981,6207.5107,4665.1348,7273.3077,4381.7754,5247.5215,5260.3484,6834.5519,1113.1178,1945.5388,1420.4012,2008.0305
2023-05-10,3879.9757,4114.5419,4666.8053,4640.3819,5784.1611,8960.8795,4710.5391,5747.9031,3679.5102,3874.5049,4440.3257,8862.1027,2792.2768,2187.2129,3228.9613,2206.0779,3463.9477,5855.9289,4504.5479,6227.257,4660.6356,7299.7843,4372.7815,5260.021,5262.4415,6852.3081,1113.1763,1942.8726,1415.0688,2013.893
2023-05-09,3883.8175,4205.4055,4655.2892,4742.5586,5761.9438,9040.5493,4698.6733,5859.0376,3697.1538,3969.5734,4422.9588,8994.5149,2790.8333,2174.6768,3222.4894,2182.3068,3445.1874,5895.5502,4500.4523,6331.8796,4660.0458,7459.368,4362.5173,5314.3993,5252.7156,6901.6198,1111.0707,1958.4449,1408.5098,2019.7852
2023-05-08,3908.3761,4260.113,4689.5328,4794.1258,5839.1199,9073.9625,4732.908,5913.9561,3730.0156,4029.1156,4500.0785,9035.0259,2823.8745,2214.6199,3274.9137,2231.0507,3480.1383,5945.7188,4532.2424,6401.2477,4674.374,7542.3685,4425.2504,5396.044,5315.1921,6931.7619,1121.1428,1983.2006,1422.9129,2038.249
2023-05-05,3891.2037,4136.1448,4653.1486,4660.6401,5798.7547,8953.2785,4712.4517,5768.4766,3694.4048,3896.1445,4484.8492,8885.4334,2805.2877,2205.2968,3252.6116,2223.0601,3470.2929,5893.27,4509.9248,6257.9538,4651.193,7329.2808,4409.929,5317.8196,5279.9257,6852.174,1123.7459,1966.0507,1416.7715,2022.8017
2023-05-04,3925.4719,4121.302,4690.0778,4639.3711,5903.7226,9002.596,4753.2726,5752.3992,3722.3167,3870.3945,4542.784,8901.2903,2826.5292,2234.6207,3258.7005,2253.6731,3493.7251,5929.8089,4546.2891,6258.5029,4674.4413,7305.1222,4460.7354,5346.0399,5355.8466,6888.3018,1133.7903,1985.9236,1429.7319,2035.2882
2023-04-28,3974.2566,4039.283,4754.6027,4562.3588,5960.9895,8896.1732,4806.5434,5662.8626,3772.7603,3786.2742,4588.7128,8777.4335,2787.7017,2243.88,3198.3566,2243.226,3536.1859,5931.2687,4596.2373,6175.9407,4741.8129,7183.6423,4489.8031,5326.0352,5381.4434,6794.042,1139.4735,1957.1399,1443.9167,2024.9915
2023-04-27,3965.1895,3982.4268,4734.7328,4496.7747,5921.342,8784.9099,4783.4968,5585.1592,3745.9573,3723.9421,4600.8936,8697.701,2740.2347,2222.7882,3110.3777,2190.6829,3509.0889,5817.9916,4562.1007,6092.8415,4714.6788,7087.2288,4464.9329,5257.2472,5296.7907,6696.7476,1127.5714,1909.1896,1431.497,1989.7247
2023-04-26,3955.1711,3930.9411,4722.4881,4439.1413,5915.1619,8752.7824,4769.4834,5524.6391,3740.085,3672.3266,4593.2593,8646.0024,2737.1788,2213.8677,3118.626,2216.7444,3498.0667,5831.4332,4550.8368,6036.366,4698.1409,6996.2605,4448.4273,5234.5644,5311.3057,6674.8061,1128.0684,1915.6898,1428.1955,1989.6446
2023-04-25,3927.4746,3955.2158,4660.0945,4477.6993,5839.9921,8738.3624,4721.1037,5559.0344,3739.8224,3704.6563,4552.3661,8621.1839,2730.1021,2200.0843,3085.3214,2183.7673,3437.9465,5880.132,4515.4888,6076.0022,4653.6151,7071.7066,4407.011,5251.6766,5312.111,6648.7026,1116.6411,1923.5527,1410.0243,1994.104
2023-04-24,3975.5389,3939.4343,4744.2984,4461.0762,6008.2737,8787.485,4798.6742,5548.2412,3793.6006,3686.1106,4656.3104,8621.8727,2758.8658,2262.8435,3147.3226,2235.6524,3518.0209,5906.3297,4587.3319,6068.2945,4715.3846,7033.1695,4492.4329,5265.9312,5422.0624,6703.9699,1136.5446,1927.8731,1437.7658,2009.5844
2023-04-21,4052.9512,3962.2082,4852.7293,4498.8966,6080.8765,8833.9726,4890.6108,5592.658,3872.6956,3708.8043,4729.6291,8658.0192,2762.9033,2287.4221,3140.0392,2242.5262,3592.5287,5939.7965,4680.4772,6103.5566,4826.8245,7072.9859,4573.3362,5307.0584,5485.6929,6728.0229,1151.0713,1941.4839,1461.7037,2017.6622
2023-04-20,4148.3548,4035.1367,4955.5678,4589.4487,6249.6444,8991.2468,5002.3684,5702.1085,3970.5027,3782.0413,4835.7611,8765.3823,2833.6908,2354.3574,3215.4863,2314.0385,3665.0829,6088.0023,4792.6824,6217.2964,4930.1687,7197.4903,4704.8014,5427.4992,5633.2049,6840.3824,1183.104,2001.8945,1496.948,2065.2361
2023-04-19,4193.1659,4022.1893,5012.7347,4567.0965,6303.8557,9007.7041,5056.6204,5681.1095,3993.7311,3768.2815,4893.7423,8781.9198,2832.3903,2360.6709,3219.9485,2319.6434,3709.9273,6032.9284,4841.4584,6191.318,4991.4416,7147.3871,4754.6457,5425.7171,5643.7492,6843.1477,1188.209,1996.4657,1509.4726,2057.7627
2023-04-18,4224.2924,4049.7207,5071.549,4617.4089,6347.7871,9035.9677,5101.5736,5733.3632,4024.7563,3801.808,4946.6017,8794.9022,2844.3111,2370.8524,3224.4852,2317.6166,3752.6272,6101.1,4892.0842,6241.9839,5043.3905,7218.2309,4805.934,5471.3904,5701.3694,6854.9576,1200.7387,2015.2593,1523.8171,2078.2775
2023-04-17,4224.0194,4014.9304,5075.4074,4580.1035,6350.2355,9025.3292,5107.6554,5695.8822,4032.2271,3763.2829,4969.3428,8765.6692,2853.0088,2376.1882,3250.7998,2327.8914,3780.6242,6073.7334,4903.6821,6207.5867,5052.7822,7145.3672,4820.6306,5474.9991,5720.0457,6870.2991,1203.083,2012.3176,1526.5421,2074.2763
2023-04-14,4168.8614,3921.1183,5035.5324,4476.7152,6299.4243,8888.3633,5058.6185,5576.3283,3979.9521,3668.2556,4957.3025,8639.0139,2845.6743,2384.1648,3249.3876,2339.2504,3755.0056,6002.3097,4874.4772,6086.2725,5015.2111,6981.1244,4784.4953,5368.8014,5726.6904,6818.1821,1200.6308,2004.7613,1520.9342,2052.9099
2023-04-13,4137.7876,3898.2357,4979.7217,4455.1201,6231.0149,8852.3693,5013.549,5550.9852,3934.4296,3647.8656,4903.6088,8609.5397,2837.557,2359.1181,3249.8734,2329.8762,3711.4738,6008.8552,4838.897,6056.2425,4980.596,6951.3408,4754.1132,5313.1577,5670.1826,6819.8775,1189.6534,2004.2999,1506.3549,2051.965
2023-04-12,4144.1813,3899.3938,5038.3619,4469.941,6283.8543,8874.3314,5050.7837,5568.1474,3951.7711,3650.6205,4922.0222,8580.9884,2845.3658,2381.4387,3245.038,2351.8658,3764.0995,6096.7973,4886.3316,6078.8468,5029.3479,6980.6728,4803.0653,5338.0511,5722.5139,6824.9439,1209.3262,2020.7023,1526.1723,2069.9481
2023-04-11,4187.2167,3863.2062,5070.2929,4433.2821,6286.0568,8826.2731,5083.8143,5525.7165,3980.8651,3615.7644,4932.9238,8525.1881,2823.9384,2365.9348,3200.6454,2324.385,3774.3287,6053.6536,4898.2653,6030.545,5049.9419,6914.679,4820.8378,5307.7728,5694.5605,6785.1595,1207.281,2007.3981,1527.7791,2059.0086
2023-04-10,4201.3619,3866.4846,5071.6557,4426.7689,6298.9558,8788.7154,5099.1878,5514.5786,3990.0862,3623.1902,4947.8684,8488.1996,2805.583,2367.7901,3179.982,2320.1253,3778.2536,5986.8319,4896.9286,6016.9528,5051.0325,6899.7629,4827.6461,5299.799,5671.0249,6760.5927,1206.7662,2000.5282,1527.2412,2040.0186
2023-04-07,4228.4777,3850.9314,5095.8438,4416.895,6313.3561,8807.3392,5124.7096,5507.3217,4015.9951,3606.9038,4970.1733,8489.8125,2833.4439,2386.9815,3233.0944,2359.0202,3784.4772,6055.1779,4933.7305,6014.8733,5078.2227,6878.4411,4868.896,5312.9503,5748.7122,6796.2461,1221.9019,2022.7938,1536.1236,2059.7278
2023-04-06,4212.3928,3840.195,5058.6437,4400.5599,6266.1473,8781.0302,5089.3683,5488.1126,3988.3347,3593.9853,4926.7384,8475.1092,2806.9459,2360.4457,3207.2044,2338.2018,3757.8315,5970.6181,4900.252,5989.7644,5038.3389,6853.8002,4848.2118,5287.8169,5712.5376,6759.2349,1210.9484,1983.9848,1524.1957,2037.0554
2023-04-04,4194.9528,3861.9659,5033.3208,4414.4826,6238.3629,8828.4875,5081.1441,5508.2395,3966.6961,3614.6082,4875.6058,8524.4086,2814.4538,2337.173,3224.047,2337.7465,3737.678,5982.9368,4888.5856,6007.9677,5042.5442,6881.1078,4822.5389,5289.4895,5656.2065,6783.0436,1202.0038,2003.0991,1517.3216,2042.9465
2023-04-03,4207.2876,3815.9652,5084.197,4368.741,6280.4261,8806.223,5107.1065,5460.9283,3970.4597,3565.8314,4900.6905,8492.9274,2810.7588,2354.5427,3256.1686,2374.4214,3772.2268,5978.8235,4912.548,5954.0604,5075.3718,6801.7479,4828.1051,5248.5008,5679.0936,6770.6315,1214.3335,2003.0718,1530.192,2045.4723
2023-03-31,4191.8131,3792.7753,5016.3146,4337.2569,6203.086,8765.7624,5059.9317,5423.6011,3939.2011,3544.2464,4895.9725,8434.1913,2784.2455,2327.4899,3234.5692,2345.0567,3707.5625,5908.4305,4855.8555,5908.0465,5019.096,6755.4406,4778.5453,5204.2917,5595.2174,6703.4632,1194.1591,1987.6486,1506.6835,2030.7572
2023-03-30,4179.8201,3788.3822,5002.525,4337.1254,6184.5889,8734.6266,5047.7332,5419.4766,3935.9972,3545.2223,4885.5445,8411.356,2751.7525,2309.9663,3191.9427,2321.2975,3702.9521,5867.2939,4840.5166,5896.656,5008.7589,6763.9698,4763.1588,5171.1396,5556.1868,6657.9085,1186.1898,1966.173,1500.4371,2019.2411
2023-03-29,4136.4457,3759.8439,4952.4105,4297.2001,6138.1065,8688.246,5005.4798,5373.8336,3887.4153,3518.7637,4849.7668,8357.5077,2755.7924,2308.1556,3221.9958,2338.366,3677.3311,5801.8962,4799.3203,5838.0371,4965.0712,6679.7558,4711.9962,5125.9483,5529.076,6638.4318,1177.692,1958.3546,1491.8783,2003.9155
2023-03-28,4118.4541,3785.4371,4911.5306,4318.4221,6147.5161,8735.7743,4978.8712,5400.8667,3873.0598,3545.252,4843.0316,8395.9164,2769.2252,2301.9698,3243.9226,2337.1643,3656.38,5802.6804,4779.3144,5867.1648,4926.9804,6711.3694,4713.5462,5154.062,5542.8439,6672.9194,1169.3233,1962.1376,1487.0353,2006.8055
2023-03-27,4128.5117,3774.1214,4954.7365,4315.5519,6215.7273,8733.5563,5014.2445,5395.9371,3882.3904,3533.9353,4892.6827,8394.7037,2786.4457,2331.1073,3266.9671,2370.7339,3703.4184,5815.2722,4822.7703,5863.942,4965.1883,6710.0392,4749.6687,5145.7652,5629.4144,6670.8364,1182.6092,1957.9187,1504.9733,2010.9712
2023-03-24,4135.281,3801.9517,4948.9388,4359.7338,6208.9722,8765.1507,5018.8882,5443.651,3892.3907,3567.1266,4889.5947,8417.0518,2792.9255,2316.0184,3278.9162,2358.1927,3683.0557,5846.6397,4812.9488,5912.3885,4956.2195,6777.5765,4744.7386,5182.9241,5606.2984,6694.2664,1178.6047,1960.6238,1495.9606,2021.083
2023-03-23,4138.3002,3854.9107,4929.0484,4414.0624,6205.7374,8779.5812,5012.0009,5498.609,3897.8591,3622.8705,4901.1708,8484.1458,2794.454,2316.995,3272.893,2345.9559,3665.8302,5832.694,4799.7994,5966.787,4938.4047,6864.8321,4749.6024,5212.6112,5581.0335,6702.9108,1167.5933,1951.9033,1489.9108,2020.3895
2023-03-22,4103.6463,3818.5186,4878.393,4372.7354,6147.5732,8760.645,4961.4769,5455.206,3860.4057,3584.622,4884.4956,8473.5122,2787.9979,2310.2522,3280.2452,2350.9896,3638.0647,5798.0284,4751.0632,5924.1453,4883.4075,6798.1537,4699.2729,5185.0892,5546.7035,6697.75,1156.0229,1944.8379,1476.7208,2014.4647
2023-03-21,4110.1156,3795.3439,4872.5704,4339.1687,6132.559,8725.3092,4953.1955,5416.8147,3862.8534,3557.8807,4893.2468,8435.1371,2772.827,2307.1419,3254.6361,2335.3271,3633.2256,5739.2059,4738.1572,5892.0757,4872.2399,6747.1921,4694.7622,5181.5463,5510.925,6666.5678,1148.6854,1922.8988,1470.6203,1999.9711
2023-03-20,4046.5924,3802.7472,4794.4368,4345.0315,6059.3821,8686.774,4872.2454,5417.9531,3804.3328,3568.3371,4865.8969,8429.1715,2743.5207,2272.3418,3202.6609,2295.1096,3573.1737,5676.3873,4665.9374,5885.8444,4786.1431,6756.7913,4632.3198,5158.7585,5459.9511,6633.0565,1133.7596,1897.5496,1448.2107,1976.608
2023-03-17,4051.2959,3847.2871,4785.8127,4384.8131,6074.1275,8755.2203,4874.295,5465.5483,3808.9793,3613.196,4866.1094,8491.3695,2747.9076,2281.6156,3218.8895,2294.3709,3568.0277,5697.518,4668.5427,5930.7897,4787.212,6814.6232,4646.6756,5196.2219,5451.6206,6665.9943,1129.3449,1897.0976,1447.6274,1985.9303
2023-03-16,4055.1033,3807.5353,4790.0094,4341.001,6048.1575,8688.9488,4874.1944,5413.7158,3798.5016,3573.017,4869.8436,8452.0596,2719.2187,2270.3385,3186.4922,2280.7039,3577.3697,5638.8325,4665.2211,5869.8004,4792.9874,6736.98,4635.2223,5145.2872,5423.735,6618.6532,1124.0496,1884.5083,1447.4446,1968.0156
2023-03-15,4124.4374,3843.9853,4881.4683,4374.1706,6173.5601,8810.8489,4958.8212,5462.68,3864.1488,3602.3826,4952.3957,8541.5693,2751.0377,2314.7158,3237.6481,2329.5908,3653.2887,5703.8341,4750.6021,5923.4976,4883.0115,6775.5693,4718.3989,5226.267,5516.3844,6697.7148,1152.5174,1908.7105,1475.3802,1990.2885
2023-03-14,4137.7509,3798.495,4897.0199,4327.4015,6166.7019,8677.8031,4973.3677,5399.1149,3871.1478,3561.8274,4942.7472,8426.8401,2718.1171,2315.8022,3188.9778,2320.1297,3655.9946,5666.1397,4761.5964,5861.1555,4903.4809,6711.3379,4730.7291,5175.721,5490.8049,6595.4662,1152.1851,1888.9298,1476.4432,1972.578
2023-03-13,4158.9652,3835.4459,4934.0838,4364.0782,6231.4318,8784.6516,5004.8463,5449.3641,3886.1926,3596.3693,4978.325,8507.5065,2748.3796,2328.5387,3243.0763,2348.3539,3672.833,5729.8467,4798.1976,5909.8342,4941.3754,6765.0341,4780.718,5215.5478,5511.7018,6662.6933,1158.8952,1913.319,1486.1694,1996.1921
2023-03-10,4125.4125,3777.7401,4921.7824,4301.7995,6228.8336,8734.5627,4986.9413,5381.1605,3837.392,3536.4985,4982.9091,8436.6947,2734.0664,2322.0824,3244.261,2338.1248,3691.1575,5660.0311,4779.5445,5834.4128,4915.6655,6660.6514,4771.167,5158.0692,5502.3578,6622.7982,1152.7395,1897.092,1488.964,1978.4621
2023-03-09,4180.8339,3844.7487,4965.8545,4374.1521,6313.1752,8876.9549,5039.9726,5471.3471,3885.7065,3598.8989,5048.2116,8578.2325,2775.3763,2349.1637,3297.5343,2374.6438,3718.0665,5762.2205,4828.1986,5934.0701,4956.431,6780.6129,4833.4088,5237.2937,5574.4298,6730.5411,1169.5584,1928.1649,1500.6115,2014.3249
2023-03-08,4200.0025,3859.9442,4978.0103,4394.4483,6319.2169,8899.9395,5055.5539,5494.2235,3908.9632,3615.3226,5041.878,8593.5838,2777.7351,2341.4576,3287.0052,2371.335,3716.9859,5770.3596,4842.4125,5955.503,4975.6363,6802.4406,4846.3614,5264.4957,5574.5343,6749.3369,1172.3229,1937.5489,1501.7161,2017.7456
2023-03-07,4222.3482,3872.9162,5003.7493,4409.5875,6311.8528,8905.0686,5077.1947,5509.7267,3927.6732,3628.0535,5044.626,8613.0165,2763.5912,2326.947,3252.7459,2343.4825,3730.9029,5784.9492,4861.2075,5971.8665,5002.8055,6827.3989,4861.1712,5277.713,5571.151,6748.8648,1174.3349,1939.4292,1504.3906,2019.8898
