date,pair_01_factor_5,pair_02_factor_5,pair_03_factor_5,pair_04_factor_5,raw_signal_5,factor_value_raw,factor_value
2017-01-03,0.1159,-0.5688,-0.0036,-0.2012,-0.1644,-0.1644,-0.1644
2017-01-04,0.2433,-0.5193,0.3341,-0.1458,-0.0219,-0.0219,-0.0219
2017-01-05,-0.1742,-0.6244,0.2482,-0.0803,-0.1577,-0.1577,-0.1577
2017-01-06,-0.3646,-0.7676,-0.0323,0.0401,-0.2811,-0.2811,-0.2811
2017-01-09,-0.5691,-0.8509,-0.2462,0.1259,-0.3851,-0.3851,-0.3851
2017-01-10,-0.3322,-0.5958,-0.0816,0.1823,-0.2068,-0.2068,-0.2068
2017-01-11,-0.3922,-0.5721,-0.3528,0.3545,-0.2407,-0.2407,-0.2407
2017-01-12,-0.0254,-0.1823,-0.3372,0.1538,-0.0978,-0.0978,-0.0978
2017-01-13,-0.1367,0.1146,0.1408,0.2411,0.0899,0.0899,0.0899
2017-01-16,-0.5775,-0.1809,-0.6217,-0.3885,-0.4422,-0.4422,-0.4422
2017-01-17,-0.3593,0.0017,-0.6799,-0.2757,-0.3283,-0.3283,-0.3283
2017-01-18,-0.7011,-0.5168,-0.8462,-0.5764,-0.6601,-0.6601,-0.6601
2017-01-19,-0.5515,-0.5766,-0.7917,-0.613,-0.6332,-0.6332,-0.6332
2017-01-20,0.1264,-0.127,-0.5844,-0.3873,-0.2431,-0.2431,-0.2431
2017-01-23,0.6499,0.3881,0.4429,0.6604,0.5353,0.5353,0.5353
2017-01-24,-0.1525,-0.0306,0.1865,0.4499,0.1133,0.1133,0.1133
2017-01-25,0.3435,0.7757,0.5775,0.7028,0.5998,0.5998,0.5998
2017-01-26,0.3227,0.749,0.6555,0.7609,0.622,0.622,0.622
2017-02-03,0.3524,0.4743,0.5125,0.7314,0.5176,0.5176,0.5176
2017-02-06,0.4712,0.7215,0.5358,0.6301,0.5896,0.5896,0.5896
2017-02-07,0.6782,0.6936,0.664,0.7414,0.6943,0.6943,0.6943
2017-02-08,0.7421,0.5297,0.6326,0.6428,0.6368,0.6368,0.6368
2017-02-09,0.4483,0.3604,0.5105,0.6158,0.4837,0.4837,0.4837
2017-02-10,-0.2714,-0.2406,0.0723,-0.2214,-0.1653,-0.1653,-0.1653
2017-02-13,-0.4677,-0.4257,-0.1239,-0.1756,-0.2982,-0.2982,-0.2982
2017-02-14,-0.444,-0.4852,-0.2675,-0.3678,-0.3911,-0.3911,-0.3911
2017-02-15,-0.7051,-0.446,-0.2547,-0.3026,-0.4271,-0.4271,-0.4271
2017-02-16,-0.5209,-0.5266,-0.3295,-0.4859,-0.4657,-0.4657,-0.4657
2017-02-17,0.1644,0.3165,0.0528,0.118,0.1629,0.1629,0.1629
2017-02-20,-0.0741,-0.0964,-0.3798,-0.4693,-0.2549,-0.2549,-0.2549
2017-02-21,0.2172,0.4735,0.0308,-0.3421,0.0948,0.0948,0.0948
2017-02-22,0.2324,0.2293,-0.4068,-0.5303,-0.1189,-0.1189,-0.1189
2017-02-23,0.4166,0.7594,0.2042,-0.1821,0.2995,0.2995,0.2995
2017-02-24,0.2627,0.7976,0.4437,0.0413,0.3864,0.3864,0.3864
2017-02-27,0.6377,0.8741,0.8664,0.7477,0.7815,0.7815,0.7815
2017-02-28,0.4349,0.7209,0.6516,0.6151,0.6056,0.6056,0.6056
2017-03-01,0.5017,0.7071,0.7539,0.6524,0.6538,0.6538,0.6538
2017-03-02,0.3041,0.5193,0.5012,0.5884,0.4783,0.4783,0.4783
2017-03-03,0.2929,0.4204,0.521,0.5377,0.443,0.443,0.443
2017-03-06,0.4338,0.3363,0.2036,0.3424,0.329,0.329,0.329
2017-03-07,0.5004,0.4635,0.3067,0.4327,0.4258,0.4258,0.4258
2017-03-08,0.347,0.4059,0.2523,0.3362,0.3353,0.3353,0.3353
2017-03-09,0.3211,0.3469,0.2671,0.2371,0.2931,0.2931,0.2931
2017-03-10,0.205,0.1797,-0.0658,-0.0689,0.0625,0.0625,0.0625
2017-03-13,-0.0594,-0.025,-0.0365,-0.1317,-0.0632,-0.0632,-0.0632
2017-03-14,-0.4006,-0.2132,-0.1272,-0.2434,-0.2461,-0.2461,-0.2461
2017-03-15,-0.1723,-0.3128,-0.1119,-0.1523,-0.1873,-0.1873,-0.1873
2017-03-16,0.0411,-0.5182,-0.3507,-0.2011,-0.2572,-0.2572,-0.2572
2017-03-17,-0.124,-0.5162,-0.2,-0.1157,-0.239,-0.239,-0.239
2017-03-20,-0.5542,-0.4476,-0.3303,-0.1736,-0.3764,-0.3764,-0.3764
2017-03-21,-0.5523,-0.452,-0.4736,-0.2154,-0.4233,-0.4233,-0.4233
2017-03-22,-0.613,-0.2337,-0.5286,-0.1309,-0.3766,-0.3766,-0.3766
2017-03-23,-0.7438,-0.1527,-0.3391,-0.1947,-0.3576,-0.3576,-0.3576
2017-03-24,-0.7167,-0.2959,-0.5259,-0.547,-0.5214,-0.5214,-0.5214
2017-03-27,-0.4653,-0.6713,-0.5111,-0.289,-0.4842,-0.4842,-0.4842
2017-03-28,0.1414,-0.4962,-0.3254,-0.3164,-0.2492,-0.2492,-0.2492
2017-03-29,-0.1866,-0.7448,-0.6678,-0.5976,-0.5492,-0.5492,-0.5492
2017-03-30,-0.5706,-0.7541,-0.8332,-0.8163,-0.7435,-0.7435,-0.7435
2017-03-31,-0.4638,-0.5533,-0.4863,-0.7093,-0.5532,-0.5532,-0.5532
2017-04-05,-0.6427,-0.2505,-0.3706,-0.7634,-0.5068,-0.5068,-0.5068
2017-04-06,-0.8496,-0.7469,-0.6049,-0.6718,-0.7183,-0.7183,-0.7183
2017-04-07,-0.6076,-0.6631,0.1572,-0.5571,-0.4177,-0.4177,-0.4177
2017-04-10,-0.6467,-0.7995,0.0786,-0.6381,-0.5014,-0.5014,-0.5014
2017-04-11,-0.6688,-0.9021,-0.6173,-0.4456,-0.6584,-0.6584,-0.6584
2017-04-12,-0.6536,-0.8391,-0.7339,-0.6669,-0.7234,-0.7234,-0.7234
2017-04-13,0.0281,-0.6507,-0.6491,-0.6022,-0.4685,-0.4685,-0.4685
2017-04-14,-0.0122,-0.4651,-0.0277,-0.2384,-0.1858,-0.1858,-0.1858
2017-04-17,0.4154,0.1077,0.3637,0.1098,0.2491,0.2491,0.2491
2017-04-18,0.3562,0.5955,0.4887,0.4959,0.4841,0.4841,0.4841
2017-04-19,0.5901,0.6965,0.5515,0.6079,0.6115,0.6115,0.6115
2017-04-20,0.2352,0.7379,0.6536,0.3252,0.488,0.488,0.488
2017-04-21,-0.0158,0.6766,-0.1602,-0.082,0.1047,0.1047,0.1047
2017-04-24,0.2151,0.6175,0.2379,0.6358,0.4266,0.4266,0.4266
2017-04-25,0.551,0.4939,0.0423,0.179,0.3165,0.3165,0.3165
2017-04-26,0.7068,0.3078,0.1486,0.5098,0.4182,0.4182,0.4182
2017-04-27,0.7951,0.2847,0.3354,0.5724,0.4969,0.4969,0.4969
2017-04-28,0.8515,0.1626,0.3408,0.4563,0.4528,0.4528,0.4528
2017-05-02,0.7885,-0.0401,0.1907,0.3133,0.3131,0.3131,0.3131
2017-05-03,0.7187,0.0921,0.6563,0.1382,0.4013,0.4013,0.4013
2017-05-04,0.4755,0.1753,0.7454,0.0769,0.3682,0.3682,0.3682
2017-05-05,-0.0041,0.0779,0.747,0.6867,0.3769,0.3769,0.3769
2017-05-08,-0.3118,0.2832,0.8241,0.499,0.3236,0.3236,0.3236
2017-05-09,-0.042,0.2888,0.7778,-0.0951,0.2324,0.2324,0.2324
2017-05-10,-0.0742,0.2787,0.7471,0.446,0.3494,0.3494,0.3494
2017-05-11,-0.3428,0.1319,0.4566,-0.3152,-0.0174,-0.0174,-0.0174
2017-05-12,0.0162,-0.1345,0.09,-0.7478,-0.194,-0.194,-0.194
2017-05-15,0.3489,-0.4335,-0.4525,-0.5494,-0.2716,-0.2716,-0.2716
2017-05-16,0.2966,-0.2601,-0.3609,0.0754,-0.0622,-0.0622,-0.0622
2017-05-17,0.238,-0.5205,-0.5706,-0.1544,-0.2519,-0.2519,-0.2519
2017-05-18,0.5125,-0.2956,-0.4333,0.5846,0.092,0.092,0.092
2017-05-19,0.477,-0.1516,-0.4312,0.2228,0.0293,0.0293,0.0293
2017-05-22,0.1443,0.0961,-0.0195,0.0028,0.0559,0.0559,0.0559
2017-05-23,-0.6681,0.2015,-0.2145,-0.5338,-0.3037,-0.3037,-0.3037
2017-05-24,-0.5673,0.1742,0.0938,-0.5823,-0.2204,-0.2204,-0.2204
2017-05-25,-0.4717,-0.7807,-0.0208,-0.8056,-0.5197,-0.5197,-0.5197
2017-05-26,-0.7245,-0.6351,0.2294,-0.427,-0.3893,-0.3893,-0.3893
2017-05-31,-0.724,-0.8519,-0.1283,-0.1809,-0.4713,-0.4713,-0.4713
2017-06-01,-0.609,-0.8529,-0.3429,-0.4354,-0.5601,-0.5601,-0.5601
2017-06-02,-0.5837,-0.7805,-0.5103,-0.4291,-0.5759,-0.5759,-0.5759
2017-06-05,-0.1326,-0.1744,-0.3274,-0.1238,-0.1896,-0.1896,-0.1896
2017-06-06,0.4357,-0.2843,-0.4192,-0.2841,-0.138,-0.138,-0.138
2017-06-07,0.6961,-0.0697,-0.4605,-0.0792,0.0217,0.0217,0.0217
2017-06-08,0.6892,-0.0221,-0.1137,0.659,0.3031,0.3031,0.3031
2017-06-09,0.4998,0.1181,-0.0033,0.7541,0.3422,0.3422,0.3422
2017-06-12,-0.2485,-0.4286,-0.2556,0.5552,-0.0944,-0.0944,-0.0944
2017-06-13,-0.1451,-0.2761,0.4271,0.4567,0.1156,0.1156,0.1156
2017-06-14,-0.2899,-0.1587,0.8269,0.7364,0.2787,0.2787,0.2787
2017-06-15,0.057,0.3141,0.8641,0.6651,0.4751,0.4751,0.4751
2017-06-16,0.3587,0.5145,0.8097,0.498,0.5452,0.5452,0.5452
2017-06-19,0.5883,0.7171,0.747,0.5942,0.6616,0.6616,0.6616
2017-06-20,0.4801,0.6913,0.6344,0.3039,0.5274,0.5274,0.5274
2017-06-21,0.4874,0.5523,0.1308,-0.3101,0.2151,0.2151,0.2151
2017-06-22,-0.0278,0.3266,-0.3797,-0.6808,-0.1904,-0.1904,-0.1904
2017-06-23,-0.3008,0.1276,-0.4464,-0.6023,-0.3055,-0.3055,-0.3055
2017-06-26,-0.4056,0.0471,-0.4184,-0.75,-0.3817,-0.3817,-0.3817
2017-06-27,-0.4315,-0.0679,-0.5056,-0.3502,-0.3388,-0.3388,-0.3388
2017-06-28,-0.6378,-0.0689,-0.2671,-0.4334,-0.3518,-0.3518,-0.3518
2017-06-29,-0.3851,-0.3688,-0.1708,-0.0694,-0.2485,-0.2485,-0.2485
2017-06-30,-0.5033,-0.0741,-0.1578,0.0232,-0.178,-0.178,-0.178
2017-07-03,-0.3908,-0.2586,-0.2326,0.3218,-0.1401,-0.1401,-0.1401
2017-07-04,-0.4259,-0.0992,-0.0187,0.1846,-0.0898,-0.0898,-0.0898
2017-07-05,0.1976,0.0538,-0.0731,0.2737,0.113,0.113,0.113
2017-07-06,0.1332,0.4651,-0.0687,0.3932,0.2307,0.2307,0.2307
2017-07-07,0.2388,-0.1902,0.0541,0.3532,0.114,0.114,0.114
2017-07-10,0.0204,-0.716,-0.3278,-0.3074,-0.3327,-0.3327,-0.3327
2017-07-11,-0.0342,-0.764,-0.6757,-0.4932,-0.4918,-0.4918,-0.4918
2017-07-12,-0.4997,-0.6302,-0.5941,-0.2635,-0.4969,-0.4969,-0.4969
2017-07-13,-0.2671,-0.8251,-0.7008,-0.7059,-0.6248,-0.6248,-0.6248
2017-07-14,-0.2638,-0.748,-0.7859,-0.7366,-0.6336,-0.6336,-0.6336
2017-07-17,-0.8043,-0.4148,-0.6942,-0.6943,-0.6519,-0.6519,-0.6519
2017-07-18,-0.7129,-0.6113,-0.6845,-0.7811,-0.6975,-0.6975,-0.6975
2017-07-19,-0.397,-0.8384,-0.8694,-0.8626,-0.7419,-0.7419,-0.7419
2017-07-20,-0.4883,-0.572,-0.8166,-0.7226,-0.6499,-0.6499,-0.6499
2017-07-21,-0.1688,-0.4029,-0.7658,-0.6395,-0.4943,-0.4943,-0.4943
2017-07-24,0.836,-0.4623,-0.6916,-0.2202,-0.1345,-0.1345,-0.1345
2017-07-25,0.7115,0.0319,-0.354,0.0843,0.1184,0.1184,0.1184
2017-07-26,0.2214,0.3533,-0.0104,0.4526,0.2542,0.2542,0.2542
2017-07-27,0.7255,0.6627,0.6603,0.6714,0.68,0.68,0.68
2017-07-28,0.553,0.6778,0.6777,0.599,0.6269,0.6269,0.6269
2017-07-31,0.3755,0.5021,0.6151,0.4436,0.4841,0.4841,0.4841
2017-08-01,0.4711,0.3673,0.5876,0.4637,0.4724,0.4724,0.4724
2017-08-02,0.5061,0.2557,0.5296,0.3173,0.4022,0.4022,0.4022
2017-08-03,-0.1345,-0.5027,0.1303,0.0318,-0.1188,-0.1188,-0.1188
2017-08-04,-0.1344,-0.6427,0.1838,0.0643,-0.1322,-0.1322,-0.1322
2017-08-07,-0.1131,-0.4295,0.3358,0.175,-0.008,-0.008,-0.008
2017-08-08,0.0525,-0.3297,0.1814,0.1342,0.0096,0.0096,0.0096
2017-08-09,0.269,-0.1729,0.2496,0.1781,0.1309,0.1309,0.1309
2017-08-10,0.2473,0.2633,0.2791,0.2928,0.2706,0.2706,0.2706
2017-08-11,0.4323,0.7815,0.5692,0.5231,0.5765,0.5765,0.5765
2017-08-14,0.7753,0.8377,0.6788,0.5919,0.7209,0.7209,0.7209
2017-08-15,0.6306,0.7875,0.643,0.5433,0.6511,0.6511,0.6511
2017-08-16,0.6935,0.7843,0.741,0.7037,0.7306,0.7306,0.7306
2017-08-17,0.5915,0.5994,0.6551,0.6374,0.6208,0.6208,0.6208
2017-08-18,0.2927,0.1467,0.2436,0.1573,0.2101,0.2101,0.2101
2017-08-21,-0.5191,-0.1166,-0.0658,-0.1917,-0.2233,-0.2233,-0.2233
2017-08-22,-0.4916,-0.096,-0.2042,-0.4161,-0.302,-0.302,-0.302
2017-08-23,-0.6587,0.0061,-0.5071,-0.3234,-0.3708,-0.3708,-0.3708
2017-08-24,-0.5668,0.1527,-0.4706,-0.2324,-0.2793,-0.2793,-0.2793
2017-08-25,-0.5805,0.1019,-0.3109,0.0143,-0.1938,-0.1938,-0.1938
2017-08-28,-0.3401,0.1708,-0.2432,0.3321,-0.0201,-0.0201,-0.0201
2017-08-29,-0.274,-0.0519,-0.3609,0.3916,-0.0738,-0.0738,-0.0738
2017-08-30,-0.255,-0.3573,-0.4648,-0.1806,-0.3144,-0.3144,-0.3144
2017-08-31,-0.063,-0.2804,-0.3545,-0.203,-0.2252,-0.2252,-0.2252
2017-09-01,0.4323,-0.2892,-0.18,-0.236,-0.0682,-0.0682,-0.0682
2017-09-04,0.4133,-0.1646,0.1956,-0.4218,0.0056,0.0056,0.0056
2017-09-05,0.3309,0.2274,0.296,-0.2746,0.1449,0.1449,0.1449
2017-09-06,0.2232,0.4333,0.4711,0.0425,0.2925,0.2925,0.2925
2017-09-07,-0.044,0.2587,0.3019,-0.0088,0.1269,0.1269,0.1269
2017-09-08,-0.1485,0.3348,0.1492,0.1596,0.1238,0.1238,0.1238
2017-09-11,-0.1574,0.3534,-0.1046,0.2817,0.0933,0.0933,0.0933
2017-09-12,-0.0514,-0.2315,-0.23,0.1995,-0.0784,-0.0784,-0.0784
2017-09-13,0.0778,-0.2152,-0.4524,0.4383,-0.0379,-0.0379,-0.0379
2017-09-14,0.0558,-0.2361,-0.383,0.8081,0.0612,0.0612,0.0612
2017-09-15,-0.1982,0.1139,-0.1702,0.6919,0.1094,0.1094,0.1094
2017-09-18,-0.0524,-0.2052,-0.2428,0.6891,0.0472,0.0472,0.0472
2017-09-19,-0.1831,0.0611,-0.0716,0.6296,0.109,0.109,0.109
2017-09-20,-0.1666,-0.3302,0.2312,0.5254,0.0649,0.0649,0.0649
2017-09-21,-0.3022,-0.1917,0.2652,-0.2861,-0.1287,-0.1287,-0.1287
2017-09-22,-0.5126,-0.3764,0.2407,0.0879,-0.1401,-0.1401,-0.1401
2017-09-25,-0.8234,-0.1505,0.1573,0.04,-0.1942,-0.1942,-0.1942
2017-09-26,-0.69,-0.4631,0.1264,0.1354,-0.2228,-0.2228,-0.2228
2017-09-27,-0.5058,-0.0209,-0.1025,-0.1213,-0.1876,-0.1876,-0.1876
2017-09-28,-0.0387,0.2811,-0.1937,0.462,0.1277,0.1277,0.1277
2017-09-29,0.4431,0.1308,-0.3337,0.2045,0.1112,0.1112,0.1112
2017-10-09,0.8103,-0.4044,-0.506,-0.1819,-0.0705,-0.0705,-0.0705
2017-10-10,0.8502,0.1584,-0.2158,0.15,0.2357,0.2357,0.2357
2017-10-11,0.645,0.0572,-0.5331,0.2582,0.1068,0.1068,0.1068
2017-10-12,0.5835,-0.2635,-0.5744,-0.6113,-0.2164,-0.2164,-0.2164
2017-10-13,0.6205,-0.0785,-0.3993,-0.3716,-0.0572,-0.0572,-0.0572
2017-10-16,0.2995,0.1125,-0.3994,-0.7345,-0.1805,-0.1805,-0.1805
2017-10-17,0.0777,0.1642,-0.6527,-0.8662,-0.3193,-0.3193,-0.3193
2017-10-18,-0.0437,0.1546,-0.2628,-0.8021,-0.2385,-0.2385,-0.2385
2017-10-19,-0.1792,0.3886,0.0381,-0.5032,-0.0639,-0.0639,-0.0639
2017-10-20,-0.3081,-0.0597,-0.3874,-0.7614,-0.3792,-0.3792,-0.3792
2017-10-23,-0.1451,0.3858,-0.2424,-0.4816,-0.1208,-0.1208,-0.1208
2017-10-24,-0.4516,0.3293,-0.3594,-0.3901,-0.218,-0.218,-0.218
2017-10-25,-0.104,0.0533,-0.4053,-0.5313,-0.2468,-0.2468,-0.2468
2017-10-26,0.0234,-0.6125,-0.715,-0.7176,-0.5054,-0.5054,-0.5054
2017-10-27,0.0747,-0.0371,-0.6766,-0.271,-0.2275,-0.2275,-0.2275
2017-10-30,-0.6196,-0.3157,-0.7921,-0.2796,-0.5018,-0.5018,-0.5018
2017-10-31,0.0262,-0.184,-0.5344,-0.0571,-0.1873,-0.1873,-0.1873
2017-11-01,-0.1588,0.0458,-0.2942,0.1961,-0.0528,-0.0528,-0.0528
2017-11-02,-0.3737,0.5561,-0.3407,0.1445,-0.0035,-0.0035,-0.0035
2017-11-03,-0.323,0.2632,0.3939,0.2542,0.1471,0.1471,0.1471
2017-11-06,0.6321,0.5386,0.5834,0.406,0.54,0.54,0.54
2017-11-07,-0.0087,-0.0781,0.1178,-0.1087,-0.0194,-0.0194,-0.0194
2017-11-08,0.2421,0.5096,0.39,-0.0307,0.2778,0.2778,0.2778
2017-11-09,0.5439,0.4045,0.7247,0.3614,0.5086,0.5086,0.5086
2017-11-10,0.6854,0.7743,0.0715,-0.0034,0.3819,0.3819,0.3819
2017-11-13,0.5334,0.195,0.1781,-0.6275,0.0698,0.0698,0.0698
2017-11-14,0.6213,-0.6024,0.4141,-0.7541,-0.0803,-0.0803,-0.0803
2017-11-15,-0.0429,-0.9283,-0.3664,-0.8543,-0.548,-0.548,-0.548
2017-11-16,0.3732,-0.7916,-0.8005,-0.8659,-0.5212,-0.5212,-0.5212
2017-11-17,-0.8119,-0.8334,-0.8374,-0.8905,-0.8433,-0.8433,-0.8433
2017-11-20,-0.5866,-0.5945,-0.6568,-0.7771,-0.6538,-0.6538,-0.6538
2017-11-21,-0.6977,-0.2206,-0.6592,-0.5544,-0.533,-0.533,-0.533
2017-11-22,-0.7644,0.1199,-0.253,-0.434,-0.3329,-0.3329,-0.3329
2017-11-23,-0.8671,-0.5881,0.4945,-0.4399,-0.3501,-0.3501,-0.3501
2017-11-24,-0.5667,-0.709,0.7407,-0.1131,-0.162,-0.162,-0.162
2017-11-27,-0.7373,-0.816,0.5065,-0.3338,-0.3451,-0.3451,-0.3451
2017-11-28,-0.3561,-0.7535,0.5352,-0.3586,-0.2333,-0.2333,-0.2333
2017-11-29,-0.0665,-0.8031,-0.051,-0.502,-0.3556,-0.3556,-0.3556
2017-11-30,0.0737,-0.6697,-0.1033,-0.2041,-0.2258,-0.2258,-0.2258
2017-12-01,0.222,-0.2821,0.0656,-0.2068,-0.0503,-0.0503,-0.0503
2017-12-04,0.3571,0.0118,0.1552,0.1146,0.1597,0.1597,0.1597
2017-12-05,-0.2764,0.1087,0.024,-0.1269,-0.0677,-0.0677,-0.0677
2017-12-06,0.049,0.5083,0.7094,0.4681,0.4337,0.4337,0.4337
2017-12-07,0.1617,0.6756,0.7039,0.5689,0.5275,0.5275,0.5275
2017-12-08,0.3532,0.5776,0.5078,0.7866,0.5563,0.5563,0.5563
2017-12-11,0.6077,0.6072,0.6328,0.8483,0.674,0.674,0.674
2017-12-12,0.7815,0.5999,0.6945,0.8496,0.7314,0.7314,0.7314
2017-12-13,0.6702,0.4603,0.4058,0.7832,0.5799,0.5799,0.5799
2017-12-14,0.6295,0.2689,0.0747,0.6766,0.4124,0.4124,0.4124
2017-12-15,0.3653,0.1808,0.3054,0.4358,0.3218,0.3218,0.3218
2017-12-18,0.0051,-0.0086,-0.1057,0.1172,0.002,0.002,0.002
2017-12-19,-0.0631,-0.259,-0.2119,0.2922,-0.0605,-0.0605,-0.0605
2017-12-20,-0.112,-0.0824,-0.2573,0.072,-0.0949,-0.0949,-0.0949
2017-12-21,-0.0456,-0.1548,-0.2054,0.2705,-0.0338,-0.0338,-0.0338
2017-12-22,-0.0275,-0.3311,-0.6303,0.3445,-0.1611,-0.1611,-0.1611
2017-12-25,-0.1438,-0.385,-0.4948,0.4696,-0.1385,-0.1385,-0.1385
2017-12-26,-0.3808,-0.2784,-0.6457,0.2283,-0.2692,-0.2692,-0.2692
2017-12-27,-0.5316,-0.3436,-0.7046,-0.0199,-0.3999,-0.3999,-0.3999
2017-12-28,-0.4153,-0.4089,-0.6982,-0.4459,-0.4921,-0.4921,-0.4921
2017-12-29,-0.4614,-0.3787,-0.6114,-0.3368,-0.4471,-0.4471,-0.4471
2018-01-02,-0.5087,-0.5092,-0.7311,-0.5454,-0.5736,-0.5736,-0.5736
2018-01-03,-0.257,-0.3107,-0.5859,-0.4747,-0.4071,-0.4071,-0.4071
2018-01-04,0.042,-0.2844,-0.6093,-0.4033,-0.3138,-0.3138,-0.3138
2018-01-05,-0.52,-0.3837,-0.566,-0.4339,-0.4759,-0.4759,-0.4759
2018-01-08,-0.5431,-0.6101,-0.6219,-0.7932,-0.6421,-0.6421,-0.6421
2018-01-09,0.0553,-0.3038,-0.2958,-0.6808,-0.3063,-0.3063,-0.3063
2018-01-10,-0.278,-0.4902,-0.1024,-0.6611,-0.3829,-0.3829,-0.3829
2018-01-11,-0.2707,0.3005,0.5356,-0.355,0.0526,0.0526,0.0526
2018-01-12,0.2404,0.5031,0.3468,-0.1895,0.2252,0.2252,0.2252
2018-01-15,-0.3813,0.6655,0.4959,0.1591,0.2348,0.2348,0.2348
2018-01-16,-0.9022,-0.5708,-0.0835,0.0551,-0.3753,-0.3753,-0.3753
2018-01-17,-0.8682,-0.076,-0.2368,0.1946,-0.2466,-0.2466,-0.2466
2018-01-18,-0.8732,-0.896,-0.721,-0.0607,-0.6377,-0.6377,-0.6377
2018-01-19,-0.7867,-0.7203,-0.3746,0.0106,-0.4678,-0.4678,-0.4678
2018-01-22,-0.2241,0.095,-0.0912,0.0593,-0.0403,-0.0403,-0.0403
2018-01-23,-0.1922,0.6133,0.5744,0.2823,0.3195,0.3195,0.3195
2018-01-24,0.249,0.642,0.7134,0.5678,0.543,0.543,0.543
2018-01-25,0.4118,0.7861,0.691,0.4816,0.5926,0.5926,0.5926
2018-01-26,0.2264,0.6328,0.4983,0.3624,0.43,0.43,0.43
2018-01-29,-0.4666,0.2835,0.1002,-0.1294,-0.0531,-0.0531,-0.0531
2018-01-30,0.2602,0.5847,0.1017,-0.3167,0.1575,0.1575,0.1575
2018-01-31,0.1684,-0.1741,-0.6444,-0.8482,-0.3746,-0.3746,-0.3746
2018-02-01,-0.2208,-0.3407,-0.7029,-0.7666,-0.5077,-0.5077,-0.5077
2018-02-02,-0.1393,-0.4423,-0.6855,-0.8041,-0.5178,-0.5178,-0.5178
2018-02-05,-0.4256,-0.7222,-0.7001,-0.7756,-0.6559,-0.6559,-0.6559
2018-02-06,-0.8127,-0.5515,-0.526,-0.7858,-0.669,-0.669,-0.669
2018-02-07,-0.6142,0.2359,0.0798,-0.2761,-0.1437,-0.1437,-0.1437
2018-02-08,0.527,0.6201,0.6192,0.1304,0.4742,0.4742,0.4742
2018-02-09,0.7176,0.8852,0.8586,0.6273,0.7722,0.7722,0.7722
2018-02-12,0.9099,0.9037,0.8789,0.8396,0.8831,0.8831,0.8831
2018-02-13,0.8589,0.7474,0.7284,0.774,0.7772,0.7772,0.7772
2018-02-14,0.7594,0.547,0.5759,0.5859,0.6171,0.6171,0.6171
2018-02-22,0.4325,0.2868,0.3621,0.3723,0.3634,0.3634,0.3634
2018-02-23,0.2857,-0.2424,-0.1068,0.1551,0.0229,0.0229,0.0229
2018-02-26,0.0469,-0.2716,-0.1025,0.098,-0.0573,-0.0573,-0.0573
2018-02-27,0.2738,0.1046,0.2692,0.469,0.2792,0.2792,0.2792
2018-02-28,0.3411,0.2578,0.3422,0.4062,0.3368,0.3368,0.3368
2018-03-01,0.5287,0.4844,0.4845,0.471,0.4921,0.4921,0.4921
2018-03-02,0.4421,0.5231,0.5461,0.4061,0.4793,0.4793,0.4793
2018-03-05,0.3515,0.4689,0.5465,0.4877,0.4636,0.4636,0.4636
2018-03-06,0.1242,-0.0318,0.1581,0.2012,0.1129,0.1129,0.1129
2018-03-07,-0.0504,-0.086,0.1658,0.3134,0.0857,0.0857,0.0857
2018-03-08,-0.201,-0.3938,-0.0627,0.2613,-0.0991,-0.0991,-0.0991
2018-03-09,0.0686,-0.1922,0.049,0.4952,0.1052,0.1052,0.1052
2018-03-12,0.1056,-0.2676,-0.1564,0.2735,-0.0112,-0.0112,-0.0112
2018-03-13,-0.0793,0.0786,0.047,0.2742,0.0801,0.0801,0.0801
2018-03-14,-0.1467,-0.2214,-0.3556,-0.2619,-0.2464,-0.2464,-0.2464
2018-03-15,-0.2042,0.0822,-0.1894,-0.6222,-0.2334,-0.2334,-0.2334
2018-03-16,-0.5865,-0.3129,-0.5063,-0.7948,-0.5501,-0.5501,-0.5501
2018-03-19,-0.4303,-0.0673,-0.3413,-0.6347,-0.3684,-0.3684,-0.3684
2018-03-20,-0.1493,-0.107,-0.2962,-0.4707,-0.2558,-0.2558,-0.2558
2018-03-21,-0.1447,0.1579,-0.1599,-0.3307,-0.1194,-0.1194,-0.1194
2018-03-22,-0.2085,-0.0628,-0.2808,-0.1718,-0.181,-0.181,-0.181
2018-03-23,-0.4445,0.1684,-0.2209,-0.4167,-0.2284,-0.2284,-0.2284
2018-03-26,0.0196,-0.1707,-0.1346,-0.2903,-0.144,-0.144,-0.144
2018-03-27,0.3284,0.1909,0.2926,0.1806,0.2481,0.2481,0.2481
2018-03-28,0.0973,0.3784,0.6344,0.735,0.4613,0.4613,0.4613
2018-03-29,-0.707,0.0552,0.2613,0.5735,0.0458,0.0458,0.0458
2018-03-30,0.1342,0.4329,0.6845,0.846,0.5244,0.5244,0.5244
2018-04-02,-0.8392,0.276,0.3487,0.7599,0.1363,0.1363,0.1363
2018-04-03,-0.8645,-0.4094,-0.2325,0.56,-0.2366,-0.2366,-0.2366
2018-04-04,-0.7537,-0.7265,-0.5489,0.15,-0.4698,-0.4698,-0.4698
2018-04-09,-0.1463,-0.2026,0.1547,0.2828,0.0221,0.0221,0.0221
2018-04-10,-0.5342,-0.8578,-0.7319,-0.4648,-0.6472,-0.6472,-0.6472
