kind,delta,rep,data_seed,rule,p_C1,p_C2,reject_any,reject_C2,positive_C1
iid,0.0,0,2026091402,block20,0.004,0.9,True,False,True
iid,0.0,0,2026091402,block60,0.004,0.936,True,False,True
iid,0.0,0,2026091402,both_blocks,0.004,0.936,True,False,True
iid,0.0,1,2026091403,block20,1.0,1.0,False,False,False
iid,0.0,1,2026091403,block60,1.0,1.0,False,False,False
iid,0.0,1,2026091403,both_blocks,1.0,1.0,False,False,False
iid,0.0,2,2026091404,block20,0.488,0.488,False,False,False
iid,0.0,2,2026091404,block60,0.362,0.34,False,False,False
iid,0.0,2,2026091404,both_blocks,0.488,0.488,False,False,False
iid,0.0,3,2026091405,block20,0.62,0.444,False,False,False
iid,0.0,3,2026091405,block60,0.568,0.376,False,False,False
iid,0.0,3,2026091405,both_blocks,0.62,0.444,False,False,False
iid,0.0,4,2026091406,block20,0.624,0.658,False,False,False
iid,0.0,4,2026091406,block60,0.464,0.658,False,False,False
iid,0.0,4,2026091406,both_blocks,0.624,0.658,False,False,False
iid,0.0,5,2026091407,block20,0.42,0.764,False,False,False
iid,0.0,5,2026091407,block60,0.308,0.736,False,False,False
iid,0.0,5,2026091407,both_blocks,0.42,0.764,False,False,False
iid,0.0,6,2026091408,block20,0.788,0.788,False,False,False
iid,0.0,6,2026091408,block60,0.768,0.768,False,False,False
iid,0.0,6,2026091408,both_blocks,0.788,0.788,False,False,False
iid,0.0,7,2026091409,block20,1.0,1.0,False,False,False
iid,0.0,7,2026091409,block60,0.936,0.824,False,False,False
iid,0.0,7,2026091409,both_blocks,1.0,1.0,False,False,False
iid,0.0,8,2026091410,block20,0.596,0.596,False,False,False
iid,0.0,8,2026091410,block60,0.548,0.548,False,False,False
iid,0.0,8,2026091410,both_blocks,0.596,0.596,False,False,False
iid,0.0,9,2026091411,block20,0.982,0.04,True,True,False
iid,0.0,9,2026091411,block60,0.972,0.052,False,False,False
iid,0.0,9,2026091411,both_blocks,0.982,0.052,False,False,False
iid,0.0,10,2026091412,block20,0.844,0.48,False,False,False
iid,0.0,10,2026091412,block60,0.87,0.38,False,False,False
iid,0.0,10,2026091412,both_blocks,0.87,0.48,False,False,False
iid,0.0,11,2026091413,block20,1.0,1.0,False,False,False
iid,0.0,11,2026091413,block60,1.0,1.0,False,False,False
iid,0.0,11,2026091413,both_blocks,1.0,1.0,False,False,False
iid,0.0,12,2026091414,block20,0.516,0.516,False,False,False
iid,0.0,12,2026091414,block60,0.388,0.388,False,False,False
iid,0.0,12,2026091414,both_blocks,0.596,0.596,False,False,False
iid,0.0,13,2026091415,block20,0.89,0.1,False,False,False
iid,0.0,13,2026091415,block60,0.866,0.144,False,False,False
iid,0.0,13,2026091415,both_blocks,0.89,0.144,False,False,False
iid,0.0,14,2026091416,block20,1.0,1.0,False,False,False
iid,0.0,14,2026091416,block60,1.0,1.0,False,False,False
iid,0.0,14,2026091416,both_blocks,1.0,1.0,False,False,False
iid,0.0,15,2026091417,block20,0.344,0.168,False,False,False
iid,0.0,15,2026091417,block60,0.276,0.008,True,True,False
iid,0.0,15,2026091417,both_blocks,0.344,0.168,False,False,False
iid,0.0,16,2026091418,block20,1.0,1.0,False,False,False
iid,0.0,16,2026091418,block60,0.928,0.928,False,False,False
iid,0.0,16,2026091418,both_blocks,1.0,1.0,False,False,False
iid,0.0,17,2026091419,block20,0.232,0.708,False,False,False
iid,0.0,17,2026091419,block60,0.124,0.71,False,False,False
iid,0.0,17,2026091419,both_blocks,0.232,0.71,False,False,False
iid,0.0,18,2026091420,block20,0.876,0.876,False,False,False
iid,0.0,18,2026091420,block60,0.76,0.76,False,False,False
iid,0.0,18,2026091420,both_blocks,0.908,0.908,False,False,False
iid,0.0,19,2026091421,block20,1.0,1.0,False,False,False
iid,0.0,19,2026091421,block60,1.0,1.0,False,False,False
iid,0.0,19,2026091421,both_blocks,1.0,1.0,False,False,False
iid,0.0,20,2026091422,block20,0.14,0.972,False,False,False
iid,0.0,20,2026091422,block60,0.028,0.972,True,False,False
iid,0.0,20,2026091422,both_blocks,0.14,0.972,False,False,False
iid,0.0,21,2026091423,block20,0.808,0.664,False,False,False
iid,0.0,21,2026091423,block60,0.816,0.52,False,False,False
iid,0.0,21,2026091423,both_blocks,0.816,0.664,False,False,False
iid,0.0,22,2026091424,block20,0.702,0.132,False,False,False
iid,0.0,22,2026091424,block60,0.654,0.092,False,False,False
iid,0.0,22,2026091424,both_blocks,0.702,0.132,False,False,False
iid,0.0,23,2026091425,block20,1.0,1.0,False,False,False
iid,0.0,23,2026091425,block60,1.0,1.0,False,False,False
iid,0.0,23,2026091425,both_blocks,1.0,1.0,False,False,False
iid,0.0,24,2026091426,block20,0.668,0.316,False,False,False
iid,0.0,24,2026091426,block60,0.602,0.404,False,False,False
iid,0.0,24,2026091426,both_blocks,0.668,0.404,False,False,False
iid,0.0,25,2026091427,block20,0.564,0.564,False,False,False
iid,0.0,25,2026091427,block60,0.54,0.54,False,False,False
iid,0.0,25,2026091427,both_blocks,0.564,0.564,False,False,False
iid,0.0,26,2026091428,block20,0.336,0.412,False,False,False
iid,0.0,26,2026091428,block60,0.376,0.376,False,False,False
iid,0.0,26,2026091428,both_blocks,0.376,0.412,False,False,False
iid,0.0,27,2026091429,block20,0.94,0.74,False,False,False
iid,0.0,27,2026091429,block60,0.968,0.968,False,False,False
iid,0.0,27,2026091429,both_blocks,0.968,0.968,False,False,False
iid,0.0,28,2026091430,block20,1.0,1.0,False,False,False
iid,0.0,28,2026091430,block60,1.0,1.0,False,False,False
iid,0.0,28,2026091430,both_blocks,1.0,1.0,False,False,False
iid,0.0,29,2026091431,block20,0.696,0.696,False,False,False
iid,0.0,29,2026091431,block60,0.544,0.65,False,False,False
iid,0.0,29,2026091431,both_blocks,0.696,0.696,False,False,False
iid,0.0,30,2026091432,block20,0.136,0.876,False,False,False
iid,0.0,30,2026091432,block60,0.18,0.918,False,False,False
iid,0.0,30,2026091432,both_blocks,0.18,0.918,False,False,False
iid,0.0,31,2026091433,block20,0.868,0.868,False,False,False
iid,0.0,31,2026091433,block60,0.98,0.98,False,False,False
iid,0.0,31,2026091433,both_blocks,0.98,0.98,False,False,False
iid,0.0,32,2026091434,block20,0.94,0.94,False,False,False
iid,0.0,32,2026091434,block60,0.824,0.824,False,False,False
iid,0.0,32,2026091434,both_blocks,0.94,0.94,False,False,False
iid,0.0,33,2026091435,block20,0.632,0.948,False,False,False
iid,0.0,33,2026091435,block60,0.22,0.942,False,False,False
iid,0.0,33,2026091435,both_blocks,0.632,0.948,False,False,False
iid,0.0,34,2026091436,block20,1.0,1.0,False,False,False
iid,0.0,34,2026091436,block60,1.0,1.0,False,False,False
iid,0.0,34,2026091436,both_blocks,1.0,1.0,False,False,False
iid,0.0,35,2026091437,block20,1.0,1.0,False,False,False
iid,0.0,35,2026091437,block60,1.0,1.0,False,False,False
iid,0.0,35,2026091437,both_blocks,1.0,1.0,False,False,False
iid,0.0,36,2026091438,block20,0.828,0.848,False,False,False
iid,0.0,36,2026091438,block60,0.704,0.868,False,False,False
iid,0.0,36,2026091438,both_blocks,0.828,0.868,False,False,False
iid,0.0,37,2026091439,block20,0.962,0.208,False,False,False
iid,0.0,37,2026091439,block60,0.964,0.196,False,False,False
iid,0.0,37,2026091439,both_blocks,0.964,0.208,False,False,False
iid,0.0,38,2026091440,block20,0.004,0.242,True,False,False
iid,0.0,38,2026091440,block60,0.004,0.192,True,False,False
iid,0.0,38,2026091440,both_blocks,0.004,0.242,True,False,False
iid,0.0,39,2026091441,block20,0.98,0.98,False,False,False
iid,0.0,39,2026091441,block60,0.908,0.908,False,False,False
iid,0.0,39,2026091441,both_blocks,0.98,0.98,False,False,False
iid,0.0,40,2026091442,block20,0.948,0.966,False,False,False
iid,0.0,40,2026091442,block60,0.744,0.966,False,False,False
iid,0.0,40,2026091442,both_blocks,0.948,0.966,False,False,False
iid,0.0,41,2026091443,block20,0.568,0.312,False,False,False
iid,0.0,41,2026091443,block60,0.63,0.2,False,False,False
iid,0.0,41,2026091443,both_blocks,0.63,0.312,False,False,False
iid,0.0,42,2026091444,block20,1.0,1.0,False,False,False
iid,0.0,42,2026091444,block60,1.0,1.0,False,False,False
iid,0.0,42,2026091444,both_blocks,1.0,1.0,False,False,False
iid,0.0,43,2026091445,block20,0.898,0.428,False,False,False
iid,0.0,43,2026091445,block60,0.904,0.22,False,False,False
iid,0.0,43,2026091445,both_blocks,0.904,0.428,False,False,False
iid,0.0,44,2026091446,block20,0.228,0.228,False,False,False
iid,0.0,44,2026091446,block60,0.292,0.332,False,False,False
iid,0.0,44,2026091446,both_blocks,0.292,0.332,False,False,False
iid,0.0,45,2026091447,block20,0.312,0.24,False,False,False
iid,0.0,45,2026091447,block60,0.296,0.296,False,False,False
iid,0.0,45,2026091447,both_blocks,0.312,0.296,False,False,False
iid,0.0,46,2026091448,block20,1.0,1.0,False,False,False
iid,0.0,46,2026091448,block60,1.0,1.0,False,False,False
iid,0.0,46,2026091448,both_blocks,1.0,1.0,False,False,False
iid,0.0,47,2026091449,block20,0.58,0.768,False,False,False
iid,0.0,47,2026091449,block60,0.612,0.748,False,False,False
iid,0.0,47,2026091449,both_blocks,0.612,0.768,False,False,False
iid,0.0,48,2026091450,block20,0.14,0.498,False,False,False
iid,0.0,48,2026091450,block60,0.028,0.506,True,False,False
iid,0.0,48,2026091450,both_blocks,0.14,0.506,False,False,False
iid,0.0,49,2026091451,block20,0.584,0.668,False,False,False
iid,0.0,49,2026091451,block60,0.584,0.628,False,False,False
iid,0.0,49,2026091451,both_blocks,0.584,0.668,False,False,False
iid,0.0,50,2026091452,block20,1.0,1.0,False,False,False
iid,0.0,50,2026091452,block60,1.0,1.0,False,False,False
iid,0.0,50,2026091452,both_blocks,1.0,1.0,False,False,False
iid,0.0,51,2026091453,block20,0.924,0.272,False,False,False
iid,0.0,51,2026091453,block60,0.888,0.384,False,False,False
iid,0.0,51,2026091453,both_blocks,0.924,0.384,False,False,False
iid,0.0,52,2026091454,block20,0.192,0.198,False,False,False
iid,0.0,52,2026091454,block60,0.088,0.188,False,False,False
iid,0.0,52,2026091454,both_blocks,0.192,0.198,False,False,False
iid,0.0,53,2026091455,block20,0.444,0.444,False,False,False
iid,0.0,53,2026091455,block60,0.36,0.36,False,False,False
iid,0.0,53,2026091455,both_blocks,0.496,0.496,False,False,False
iid,0.0,54,2026091456,block20,0.384,0.324,False,False,False
iid,0.0,54,2026091456,block60,0.418,0.22,False,False,False
iid,0.0,54,2026091456,both_blocks,0.418,0.324,False,False,False
iid,0.0,55,2026091457,block20,1.0,1.0,False,False,False
iid,0.0,55,2026091457,block60,1.0,1.0,False,False,False
iid,0.0,55,2026091457,both_blocks,1.0,1.0,False,False,False
iid,0.0,56,2026091458,block20,1.0,1.0,False,False,False
iid,0.0,56,2026091458,block60,1.0,1.0,False,False,False
iid,0.0,56,2026091458,both_blocks,1.0,1.0,False,False,False
iid,0.0,57,2026091459,block20,0.448,0.448,False,False,False
iid,0.0,57,2026091459,block60,0.412,0.412,False,False,False
iid,0.0,57,2026091459,both_blocks,0.448,0.448,False,False,False
iid,0.0,58,2026091460,block20,0.084,0.852,False,False,False
iid,0.0,58,2026091460,block60,0.14,0.798,False,False,False
iid,0.0,58,2026091460,both_blocks,0.14,0.852,False,False,False
iid,0.0,59,2026091461,block20,1.0,1.0,False,False,False
iid,0.0,59,2026091461,block60,1.0,1.0,False,False,False
iid,0.0,59,2026091461,both_blocks,1.0,1.0,False,False,False
iid,0.0,60,2026091462,block20,1.0,1.0,False,False,False
iid,0.0,60,2026091462,block60,0.872,0.872,False,False,False
iid,0.0,60,2026091462,both_blocks,1.0,1.0,False,False,False
iid,0.0,61,2026091463,block20,1.0,1.0,False,False,False
iid,0.0,61,2026091463,block60,1.0,1.0,False,False,False
iid,0.0,61,2026091463,both_blocks,1.0,1.0,False,False,False
iid,0.0,62,2026091464,block20,0.552,0.582,False,False,False
iid,0.0,62,2026091464,block60,0.408,0.524,False,False,False
iid,0.0,62,2026091464,both_blocks,0.552,0.582,False,False,False
iid,0.0,63,2026091465,block20,0.552,0.966,False,False,False
iid,0.0,63,2026091465,block60,0.652,0.956,False,False,False
iid,0.0,63,2026091465,both_blocks,0.652,0.966,False,False,False
iid,0.0,64,2026091466,block20,0.708,0.708,False,False,False
iid,0.0,64,2026091466,block60,0.6,0.6,False,False,False
iid,0.0,64,2026091466,both_blocks,0.708,0.708,False,False,False
iid,0.0,65,2026091467,block20,0.972,0.972,False,False,False
iid,0.0,65,2026091467,block60,0.816,0.816,False,False,False
iid,0.0,65,2026091467,both_blocks,0.972,0.972,False,False,False
iid,0.0,66,2026091468,block20,1.0,1.0,False,False,False
iid,0.0,66,2026091468,block60,1.0,1.0,False,False,False
iid,0.0,66,2026091468,both_blocks,1.0,1.0,False,False,False
iid,0.0,67,2026091469,block20,0.152,0.152,False,False,False
iid,0.0,67,2026091469,block60,0.174,0.152,False,False,False
iid,0.0,67,2026091469,both_blocks,0.174,0.152,False,False,False
iid,0.0,68,2026091470,block20,0.288,0.288,False,False,False
iid,0.0,68,2026091470,block60,0.188,0.188,False,False,False
iid,0.0,68,2026091470,both_blocks,0.288,0.288,False,False,False
iid,0.0,69,2026091471,block20,1.0,1.0,False,False,False
iid,0.0,69,2026091471,block60,1.0,1.0,False,False,False
iid,0.0,69,2026091471,both_blocks,1.0,1.0,False,False,False
iid,0.0,70,2026091472,block20,0.54,0.348,False,False,False
iid,0.0,70,2026091472,block60,0.556,0.232,False,False,False
iid,0.0,70,2026091472,both_blocks,0.556,0.348,False,False,False
iid,0.0,71,2026091473,block20,0.904,0.904,False,False,False
iid,0.0,71,2026091473,block60,0.892,0.892,False,False,False
iid,0.0,71,2026091473,both_blocks,0.904,0.904,False,False,False
iid,0.0,72,2026091474,block20,0.672,0.672,False,False,False
iid,0.0,72,2026091474,block60,0.518,0.472,False,False,False
iid,0.0,72,2026091474,both_blocks,0.672,0.672,False,False,False
iid,0.0,73,2026091475,block20,0.66,0.66,False,False,False
iid,0.0,73,2026091475,block60,0.364,0.534,False,False,False
iid,0.0,73,2026091475,both_blocks,0.66,0.66,False,False,False
iid,0.0,74,2026091476,block20,0.192,0.734,False,False,False
iid,0.0,74,2026091476,block60,0.004,0.702,True,False,False
iid,0.0,74,2026091476,both_blocks,0.192,0.734,False,False,False
iid,0.0,75,2026091477,block20,1.0,1.0,False,False,False
iid,0.0,75,2026091477,block60,1.0,1.0,False,False,False
iid,0.0,75,2026091477,both_blocks,1.0,1.0,False,False,False
iid,0.0,76,2026091478,block20,0.61,0.416,False,False,False
iid,0.0,76,2026091478,block60,0.604,0.228,False,False,False
iid,0.0,76,2026091478,both_blocks,0.61,0.416,False,False,False
iid,0.0,77,2026091479,block20,1.0,1.0,False,False,False
iid,0.0,77,2026091479,block60,1.0,1.0,False,False,False
iid,0.0,77,2026091479,both_blocks,1.0,1.0,False,False,False
iid,0.0,78,2026091480,block20,1.0,1.0,False,False,False
iid,0.0,78,2026091480,block60,1.0,1.0,False,False,False
iid,0.0,78,2026091480,both_blocks,1.0,1.0,False,False,False
iid,0.0,79,2026091481,block20,0.968,0.968,False,False,False
iid,0.0,79,2026091481,block60,1.0,1.0,False,False,False
iid,0.0,79,2026091481,both_blocks,1.0,1.0,False,False,False
iid,0.0,80,2026091482,block20,0.58,0.888,False,False,False
iid,0.0,80,2026091482,block60,0.416,0.9,False,False,False
iid,0.0,80,2026091482,both_blocks,0.58,0.9,False,False,False
iid,0.0,81,2026091483,block20,0.124,0.792,False,False,False
iid,0.0,81,2026091483,block60,0.104,0.754,False,False,False
iid,0.0,81,2026091483,both_blocks,0.124,0.792,False,False,False
iid,0.0,82,2026091484,block20,0.564,0.564,False,False,False
iid,0.0,82,2026091484,block60,0.232,0.462,False,False,False
iid,0.0,82,2026091484,both_blocks,0.564,0.564,False,False,False
iid,0.0,83,2026091485,block20,1.0,1.0,False,False,False
iid,0.0,83,2026091485,block60,1.0,1.0,False,False,False
iid,0.0,83,2026091485,both_blocks,1.0,1.0,False,False,False
iid,0.0,84,2026091486,block20,0.498,0.088,False,False,False
iid,0.0,84,2026091486,block60,0.53,0.008,True,True,False
iid,0.0,84,2026091486,both_blocks,0.53,0.088,False,False,False
iid,0.0,85,2026091487,block20,1.0,1.0,False,False,False
iid,0.0,85,2026091487,block60,1.0,1.0,False,False,False
iid,0.0,85,2026091487,both_blocks,1.0,1.0,False,False,False
iid,0.0,86,2026091488,block20,0.884,0.918,False,False,False
iid,0.0,86,2026091488,block60,1.0,1.0,False,False,False
iid,0.0,86,2026091488,both_blocks,1.0,1.0,False,False,False
iid,0.0,87,2026091489,block20,1.0,1.0,False,False,False
iid,0.0,87,2026091489,block60,1.0,1.0,False,False,False
iid,0.0,87,2026091489,both_blocks,1.0,1.0,False,False,False
iid,0.0,88,2026091490,block20,0.688,0.688,False,False,False
iid,0.0,88,2026091490,block60,0.652,0.652,False,False,False
iid,0.0,88,2026091490,both_blocks,0.688,0.688,False,False,False
iid,0.0,89,2026091491,block20,0.304,0.706,False,False,False
iid,0.0,89,2026091491,block60,0.248,0.74,False,False,False
iid,0.0,89,2026091491,both_blocks,0.304,0.74,False,False,False
iid,0.0,90,2026091492,block20,0.112,0.62,False,False,False
iid,0.0,90,2026091492,block60,0.16,0.562,False,False,False
iid,0.0,90,2026091492,both_blocks,0.16,0.62,False,False,False
iid,0.0,91,2026091493,block20,0.634,0.064,False,False,False
iid,0.0,91,2026091493,block60,0.56,0.072,False,False,False
iid,0.0,91,2026091493,both_blocks,0.634,0.072,False,False,False
iid,0.0,92,2026091494,block20,0.812,0.812,False,False,False
iid,0.0,92,2026091494,block60,0.952,0.952,False,False,False
iid,0.0,92,2026091494,both_blocks,0.952,0.952,False,False,False
iid,0.0,93,2026091495,block20,1.0,1.0,False,False,False
iid,0.0,93,2026091495,block60,0.996,0.996,False,False,False
iid,0.0,93,2026091495,both_blocks,1.0,1.0,False,False,False
iid,0.0,94,2026091496,block20,0.848,0.848,False,False,False
iid,0.0,94,2026091496,block60,0.708,0.708,False,False,False
iid,0.0,94,2026091496,both_blocks,0.848,0.848,False,False,False
iid,0.0,95,2026091497,block20,0.16,0.58,False,False,False
iid,0.0,95,2026091497,block60,0.116,0.488,False,False,False
iid,0.0,95,2026091497,both_blocks,0.16,0.58,False,False,False
iid,0.0,96,2026091498,block20,0.642,0.332,False,False,False
iid,0.0,96,2026091498,block60,0.602,0.384,False,False,False
iid,0.0,96,2026091498,both_blocks,0.642,0.384,False,False,False
iid,0.0,97,2026091499,block20,1.0,1.0,False,False,False
iid,0.0,97,2026091499,block60,1.0,1.0,False,False,False
iid,0.0,97,2026091499,both_blocks,1.0,1.0,False,False,False
iid,0.0,98,2026091500,block20,1.0,1.0,False,False,False
iid,0.0,98,2026091500,block60,0.88,0.88,False,False,False
iid,0.0,98,2026091500,both_blocks,1.0,1.0,False,False,False
iid,0.0,99,2026091501,block20,1.0,1.0,False,False,False
iid,0.0,99,2026091501,block60,0.952,0.952,False,False,False
iid,0.0,99,2026091501,both_blocks,1.0,1.0,False,False,False
iid,0.0,100,2026091502,block20,0.982,0.12,False,False,False
iid,0.0,100,2026091502,block60,0.968,0.06,False,False,False
iid,0.0,100,2026091502,both_blocks,0.982,0.12,False,False,False
iid,0.0,101,2026091503,block20,0.348,0.068,False,False,False
iid,0.0,101,2026091503,block60,0.44,0.02,True,True,False
iid,0.0,101,2026091503,both_blocks,0.44,0.068,False,False,False
iid,0.0,102,2026091504,block20,0.638,0.016,True,True,False
iid,0.0,102,2026091504,block60,0.53,0.004,True,True,False
iid,0.0,102,2026091504,both_blocks,0.638,0.016,True,True,False
iid,0.0,103,2026091505,block20,0.332,0.998,False,False,False
iid,0.0,103,2026091505,block60,0.492,0.994,False,False,False
iid,0.0,103,2026091505,both_blocks,0.492,0.998,False,False,False
iid,0.0,104,2026091506,block20,1.0,0.052,False,False,False
iid,0.0,104,2026091506,block60,0.998,0.004,True,True,False
iid,0.0,104,2026091506,both_blocks,1.0,0.052,False,False,False
iid,0.0,105,2026091507,block20,0.894,0.072,False,False,False
iid,0.0,105,2026091507,block60,0.924,0.132,False,False,False
iid,0.0,105,2026091507,both_blocks,0.924,0.132,False,False,False
iid,0.0,106,2026091508,block20,1.0,1.0,False,False,False
iid,0.0,106,2026091508,block60,1.0,1.0,False,False,False
iid,0.0,106,2026091508,both_blocks,1.0,1.0,False,False,False
iid,0.0,107,2026091509,block20,0.604,0.604,False,False,False
iid,0.0,107,2026091509,block60,0.28,0.54,False,False,False
iid,0.0,107,2026091509,both_blocks,0.604,0.604,False,False,False
iid,0.0,108,2026091510,block20,0.464,0.464,False,False,False
iid,0.0,108,2026091510,block60,0.6,0.6,False,False,False
iid,0.0,108,2026091510,both_blocks,0.6,0.6,False,False,False
iid,0.0,109,2026091511,block20,0.876,0.276,False,False,False
iid,0.0,109,2026091511,block60,0.862,0.332,False,False,False
iid,0.0,109,2026091511,both_blocks,0.876,0.332,False,False,False
iid,0.0,110,2026091512,block20,1.0,1.0,False,False,False
iid,0.0,110,2026091512,block60,1.0,1.0,False,False,False
iid,0.0,110,2026091512,both_blocks,1.0,1.0,False,False,False
iid,0.0,111,2026091513,block20,0.296,0.646,False,False,False
iid,0.0,111,2026091513,block60,0.32,0.666,False,False,False
iid,0.0,111,2026091513,both_blocks,0.32,0.666,False,False,False
iid,0.0,112,2026091514,block20,0.604,0.14,False,False,False
iid,0.0,112,2026091514,block60,0.578,0.084,False,False,False
iid,0.0,112,2026091514,both_blocks,0.604,0.14,False,False,False
iid,0.0,113,2026091515,block20,0.882,0.272,False,False,False
iid,0.0,113,2026091515,block60,0.88,0.188,False,False,False
iid,0.0,113,2026091515,both_blocks,0.882,0.272,False,False,False
iid,0.0,114,2026091516,block20,0.93,0.308,False,False,False
iid,0.0,114,2026091516,block60,0.94,0.38,False,False,False
iid,0.0,114,2026091516,both_blocks,0.94,0.38,False,False,False
iid,0.0,115,2026091517,block20,0.264,0.546,False,False,False
iid,0.0,115,2026091517,block60,0.204,0.562,False,False,False
iid,0.0,115,2026091517,both_blocks,0.264,0.562,False,False,False
iid,0.0,116,2026091518,block20,0.288,0.978,False,False,False
iid,0.0,116,2026091518,block60,0.42,0.986,False,False,False
iid,0.0,116,2026091518,both_blocks,0.42,0.986,False,False,False
iid,0.0,117,2026091519,block20,0.946,0.54,False,False,False
iid,0.0,117,2026091519,block60,0.938,0.696,False,False,False
iid,0.0,117,2026091519,both_blocks,0.946,0.696,False,False,False
iid,0.0,118,2026091520,block20,0.256,0.722,False,False,False
iid,0.0,118,2026091520,block60,0.308,0.744,False,False,False
iid,0.0,118,2026091520,both_blocks,0.308,0.744,False,False,False
iid,0.0,119,2026091521,block20,0.36,0.694,False,False,False
iid,0.0,119,2026091521,block60,0.488,0.706,False,False,False
iid,0.0,119,2026091521,both_blocks,0.488,0.706,False,False,False
iid,0.0,120,2026091522,block20,1.0,1.0,False,False,False
iid,0.0,120,2026091522,block60,1.0,1.0,False,False,False
iid,0.0,120,2026091522,both_blocks,1.0,1.0,False,False,False
iid,0.0,121,2026091523,block20,1.0,1.0,False,False,False
iid,0.0,121,2026091523,block60,1.0,1.0,False,False,False
iid,0.0,121,2026091523,both_blocks,1.0,1.0,False,False,False
iid,0.0,122,2026091524,block20,0.16,0.362,False,False,False
iid,0.0,122,2026091524,block60,0.176,0.4,False,False,False
iid,0.0,122,2026091524,both_blocks,0.176,0.4,False,False,False
iid,0.0,123,2026091525,block20,0.714,0.064,False,False,False
iid,0.0,123,2026091525,block60,0.628,0.016,True,True,False
iid,0.0,123,2026091525,both_blocks,0.714,0.064,False,False,False
iid,0.0,124,2026091526,block20,0.936,0.272,False,False,False
iid,0.0,124,2026091526,block60,0.952,0.232,False,False,False
iid,0.0,124,2026091526,both_blocks,0.952,0.272,False,False,False
iid,0.0,125,2026091527,block20,0.624,0.06,False,False,False
iid,0.0,125,2026091527,block60,0.528,0.012,True,True,False
iid,0.0,125,2026091527,both_blocks,0.624,0.06,False,False,False
iid,0.0,126,2026091528,block20,1.0,1.0,False,False,False
iid,0.0,126,2026091528,block60,1.0,1.0,False,False,False
iid,0.0,126,2026091528,both_blocks,1.0,1.0,False,False,False
iid,0.0,127,2026091529,block20,0.548,0.902,False,False,False
iid,0.0,127,2026091529,block60,0.388,0.876,False,False,False
iid,0.0,127,2026091529,both_blocks,0.548,0.902,False,False,False
iid,0.0,128,2026091530,block20,0.696,0.696,False,False,False
iid,0.0,128,2026091530,block60,0.732,0.732,False,False,False
iid,0.0,128,2026091530,both_blocks,0.844,0.844,False,False,False
iid,0.0,129,2026091531,block20,0.408,0.408,False,False,False
iid,0.0,129,2026091531,block60,0.368,0.368,False,False,False
iid,0.0,129,2026091531,both_blocks,0.408,0.408,False,False,False
iid,0.0,130,2026091532,block20,0.986,0.688,False,False,False
iid,0.0,130,2026091532,block60,0.996,0.484,False,False,False
iid,0.0,130,2026091532,both_blocks,0.996,0.688,False,False,False
iid,0.0,131,2026091533,block20,1.0,1.0,False,False,False
iid,0.0,131,2026091533,block60,1.0,1.0,False,False,False
iid,0.0,131,2026091533,both_blocks,1.0,1.0,False,False,False
iid,0.0,132,2026091534,block20,0.26,0.466,False,False,False
iid,0.0,132,2026091534,block60,0.096,0.374,False,False,False
iid,0.0,132,2026091534,both_blocks,0.26,0.466,False,False,False
iid,0.0,133,2026091535,block20,0.692,0.952,False,False,False
iid,0.0,133,2026091535,block60,0.728,0.942,False,False,False
iid,0.0,133,2026091535,both_blocks,0.728,0.952,False,False,False
iid,0.0,134,2026091536,block20,1.0,1.0,False,False,False
iid,0.0,134,2026091536,block60,1.0,1.0,False,False,False
iid,0.0,134,2026091536,both_blocks,1.0,1.0,False,False,False
iid,0.0,135,2026091537,block20,1.0,1.0,False,False,False
iid,0.0,135,2026091537,block60,1.0,1.0,False,False,False
iid,0.0,135,2026091537,both_blocks,1.0,1.0,False,False,False
iid,0.0,136,2026091538,block20,1.0,1.0,False,False,False
iid,0.0,136,2026091538,block60,1.0,1.0,False,False,False
iid,0.0,136,2026091538,both_blocks,1.0,1.0,False,False,False
iid,0.0,137,2026091539,block20,1.0,1.0,False,False,False
iid,0.0,137,2026091539,block60,0.984,0.984,False,False,False
iid,0.0,137,2026091539,both_blocks,1.0,1.0,False,False,False
iid,0.0,138,2026091540,block20,1.0,1.0,False,False,False
iid,0.0,138,2026091540,block60,1.0,1.0,False,False,False
iid,0.0,138,2026091540,both_blocks,1.0,1.0,False,False,False
iid,0.0,139,2026091541,block20,1.0,1.0,False,False,False
iid,0.0,139,2026091541,block60,1.0,1.0,False,False,False
iid,0.0,139,2026091541,both_blocks,1.0,1.0,False,False,False
iid,0.0,140,2026091542,block20,0.684,0.802,False,False,False
iid,0.0,140,2026091542,block60,0.684,0.792,False,False,False
iid,0.0,140,2026091542,both_blocks,0.684,0.802,False,False,False
iid,0.0,141,2026091543,block20,0.544,0.544,False,False,False
iid,0.0,141,2026091543,block60,0.344,0.46,False,False,False
iid,0.0,141,2026091543,both_blocks,0.544,0.544,False,False,False
iid,0.0,142,2026091544,block20,1.0,1.0,False,False,False
iid,0.0,142,2026091544,block60,1.0,1.0,False,False,False
iid,0.0,142,2026091544,both_blocks,1.0,1.0,False,False,False
iid,0.0,143,2026091545,block20,0.822,0.068,False,False,False
iid,0.0,143,2026091545,block60,0.852,0.064,False,False,False
iid,0.0,143,2026091545,both_blocks,0.852,0.068,False,False,False
iid,0.0,144,2026091546,block20,0.352,0.068,False,False,False
iid,0.0,144,2026091546,block60,0.274,0.068,False,False,False
iid,0.0,144,2026091546,both_blocks,0.352,0.068,False,False,False
iid,0.0,145,2026091547,block20,1.0,1.0,False,False,False
