date,沪深300成长,沪深300价值,中证500成长,中证500价值,中证1000成长,中证1000价值,中证2000成长,中证2000价值
2017-05-22,3635.3888,4127.618,6650.5022,8030.7696,2558.603,2333.3249,2560.5166,2498.3426
2017-05-23,3665.9815,4178.8241,6553.8666,7885.5788,2489.1919,2272.4609,2480.8387,2426.1052
2017-05-24,3666.6336,4171.599,6579.6354,7931.1655,2505.9328,2278.0428,2491.9272,2437.1891
2017-05-25,3749.5497,4264.6012,6598.8468,8037.4644,2524.5344,2302.348,2505.146,2458.227
2017-05-26,3731.4651,4266.9623,6576.3919,8003.0482,2522.207,2299.7426,2510.4315,2457.1916
2017-05-31,3741.9795,4287.3348,6559.0751,8011.927,2520.4577,2299.1584,2505.194,2453.3
2017-06-01,3756.3363,4314.8118,6468.0606,7901.953,2460.1189,2254.709,2431.7517,2392.0653
2017-06-02,3738.7711,4287.0769,6520.2423,7979.4585,2486.9994,2279.0397,2458.8854,2419.4313
2017-06-05,3722.6624,4246.4653,6572.9965,8015.1566,2509.6406,2300.0476,2480.3568,2443.1188
2017-06-06,3756.2293,4282.7114,6597.5868,8055.9119,2520.3245,2315.2352,2490.9855,2450.8522
2017-06-07,3804.3194,4324.6439,6721.8071,8211.779,2569.3242,2364.84,2552.7742,2510.2355
2017-06-08,3840.2968,4371.6664,6737.2208,8230.0857,2570.6484,2364.3902,2553.9629,2508.3074
2017-06-09,3858.7515,4396.7903,6750.9061,8248.7931,2573.6546,2365.5999,2555.2991,2506.5311
2017-06-12,3860.0181,4415.895,6671.0254,8195.0917,2543.5583,2345.2754,2508.2711,2467.7349
2017-06-13,3861.2757,4410.1281,6751.1554,8288.2682,2576.004,2366.6912,2546.5763,2504.0306
2017-06-14,3793.5546,4328.835,6726.3481,8250.0492,2581.3905,2355.9384,2554.6054,2500.1617
2017-06-15,3779.4095,4301.7555,6803.112,8289.8705,2615.7402,2372.2828,2585.3602,2527.9791
2017-06-16,3772.7565,4282.3151,6797.9957,8253.3174,2616.5879,2369.7899,2573.8211,2517.6579
2017-06-19,3816.2602,4333.4272,6844.9806,8303.1154,2629.6683,2388.5955,2585.5176,2533.026
2017-06-20,3805.7964,4322.2768,6863.6672,8315.7997,2636.9486,2391.0619,2585.7488,2539.4889
2017-06-21,3860.836,4379.2311,6876.6466,8352.0187,2639.1355,2400.1468,2587.8596,2543.8417
2017-06-22,3869.5558,4406.1333,6789.6754,8232.4385,2593.6062,2364.2188,2529.5541,2497.3249
2017-06-23,3912.3179,4457.2897,6814.0655,8263.1274,2602.2774,2373.5623,2538.6317,2505.2698
2017-06-26,3948.3924,4507.3317,6944.9948,8423.5096,2633.1055,2408.6302,2570.2594,2548.6408
2017-06-27,3963.1317,4525.4871,6933.8546,8414.8969,2637.136,2415.1671,2584.8314,2553.7369
2017-06-28,3926.1775,4492.699,6901.166,8391.1876,2624.6703,2399.6902,2558.5965,2533.403
2017-06-29,3952.9182,4521.2192,6925.353,8437.6903,2636.302,2411.4925,2568.5809,2543.2836
2017-06-30,3942.3973,4518.1215,6966.3705,8444.7816,2638.0782,2413.3069,2577.7848,2548.4203
2017-07-03,3914.7876,4489.084,6987.2032,8490.4852,2661.4238,2444.8801,2601.1821,2575.2
2017-07-04,3869.1737,4442.4405,6950.8216,8433.3892,2653.0573,2430.0115,2598.9459,2566.7369
2017-07-05,3936.8847,4498.6566,6997.3972,8490.373,2676.1064,2448.1732,2618.2392,2588.2333
2017-07-06,3939.4512,4505.2435,7012.1766,8478.0948,2679.7933,2452.1525,2626.1451,2592.2002
2017-07-07,3917.988,4486.7617,7019.576,8513.225,2688.5952,2454.9321,2641.5349,2604.6827
2017-07-10,3910.091,4488.8809,6953.2695,8526.5301,2663.7796,2457.8434,2617.5569,2603.7703
2017-07-11,3947.0023,4539.0699,6872.8014,8438.0862,2629.6563,2442.5578,2587.0643,2574.61
2017-07-12,3934.954,4525.4266,6885.5761,8430.9527,2633.4375,2440.7481,2585.6179,2569.2327
2017-07-13,3977.1779,4567.1853,6873.4678,8472.8264,2631.4632,2451.8815,2585.5522,2584.4948
2017-07-14,4003.4946,4604.9355,6844.3409,8459.3139,2619.846,2450.5583,2575.8742,2578.1359
2017-07-17,3965.6293,4613.1604,6579.1638,8149.8916,2494.2025,2351.6756,2426.6984,2451.9046
2017-07-18,3959.1997,4608.0248,6617.3824,8252.7862,2513.0175,2385.8065,2449.4858,2487.5781
2017-07-19,4012.7661,4651.7363,6725.1335,8471.2236,2542.8028,2444.4216,2481.6543,2539.2237
2017-07-20,4033.3822,4674.9031,6778.5177,8516.528,2552.139,2471.6705,2487.5173,2549.834
2017-07-21,4005.811,4637.8815,6821.085,8563.6808,2554.9236,2487.9441,2491.7809,2554.5666
2017-07-24,4034.724,4661.335,6854.7162,8644.8681,2563.3976,2513.3552,2513.3732,2573.0175
2017-07-25,4006.319,4638.4636,6833.6314,8592.6885,2563.8125,2498.1102,2502.8212,2560.1783
2017-07-26,3972.7425,4611.6306,6802.681,8588.5178,2569.8441,2510.8489,2509.3189,2564.6645
2017-07-27,3993.685,4594.6682,6880.1792,8581.5769,2609.4461,2505.7064,2550.8373,2590.6465
2017-07-28,4002.278,4611.3281,6923.6795,8612.6155,2613.7652,2515.5501,2550.4172,2594.177
2017-07-31,4005.4067,4615.4722,6988.1015,8775.5194,2634.5322,2556.7916,2571.7711,2624.0947
2017-08-01,4055.8227,4674.0298,6972.3973,8761.039,2636.6654,2543.3512,2570.3178,2618.0704
2017-08-02,4036.0726,4658.9077,6913.5036,8748.4532,2608.8695,2528.5195,2540.5342,2596.1284
2017-08-03,3984.7129,4599.7697,6898.891,8785.918,2618.4691,2536.536,2550.0449,2608.1916
2017-08-04,3949.2956,4566.6561,6836.5419,8740.4511,2603.0435,2523.9237,2542.1985,2603.5767
2017-08-07,3968.5371,4588.7314,6907.5067,8864.5297,2620.1254,2547.0832,2561.7877,2625.4443
2017-08-08,3972.6958,4584.2631,6905.7485,8848.5912,2620.1097,2545.4672,2563.2048,2624.4098
2017-08-09,3968.4213,4572.0537,6931.3843,8913.0222,2631.4974,2560.8704,2577.0883,2644.3126
2017-08-10,3951.2193,4552.293,6889.5859,8820.6466,2618.9994,2542.3219,2560.2411,2620.7494
2017-08-11,3884.5224,4468.4758,6812.089,8557.7671,2585.7545,2473.154,2520.3374,2563.639
2017-08-14,3943.1715,4495.986,6982.9575,8697.1309,2645.8867,2509.9335,2570.9995,2606.4584
2017-08-15,3960.7827,4520.8482,7022.5122,8710.4726,2658.4102,2516.2787,2586.1819,2619.8871
2017-08-16,3957.2888,4497.7725,7039.7872,8706.4865,2680.3681,2507.7335,2604.6107,2625.1007
2017-08-17,3967.172,4516.3216,7058.1434,8782.892,2701.6757,2531.0213,2622.88,2642.0429
2017-08-18,3982.7698,4545.4347,7046.4775,8786.672,2683.4736,2530.9688,2615.5108,2647.652
2017-08-21,3987.723,4557.5515,7103.5087,8864.6104,2701.4406,2551.2772,2635.9407,2672.5255
2017-08-22,4018.9451,4598.8727,7090.1162,8800.3958,2688.7346,2540.1838,2615.1477,2658.5653
2017-08-23,4036.3626,4616.668,7058.8466,8698.7999,2667.2091,2514.1185,2615.3893,2641.4559
2017-08-24,4018.9853,4600.1605,7013.3516,8646.9214,2646.1002,2497.2308,2597.4783,2619.2124
2017-08-25,4077.3466,4684.3658,7073.5045,8756.9553,2673.3559,2527.8416,2618.8359,2644.7304
2017-08-28,4115.823,4717.1504,7157.5781,8841.7789,2701.1115,2553.4458,2645.1434,2662.1032
2017-08-29,4114.7783,4718.7585,7142.0581,8850.3532,2692.1724,2558.2172,2643.9653,2664.4851
2017-08-30,4105.5565,4706.5066,7167.1522,8933.5845,2704.3256,2577.3448,2651.4564,2678.4756
2017-08-31,4083.2816,4670.5968,7191.6918,8928.8086,2715.6957,2580.0403,2662.1784,2684.7568
2017-09-01,4091.9212,4661.8701,7238.0906,9010.0456,2743.1958,2594.9743,2676.256,2703.054
2017-09-04,4108.3651,4667.7869,7307.1603,9021.2874,2777.1638,2594.6168,2690.1218,2715.0535
2017-09-05,4129.1385,4698.0541,7360.1009,8987.244,2775.1045,2595.0846,2691.5429,2712.8872
2017-09-06,4111.9766,4683.2412,7396.8268,9010.8898,2793.6746,2600.1336,2696.9344,2712.2742
2017-09-07,4091.5073,4666.9688,7344.3797,8953.7641,2777.4899,2589.8147,2689.0482,2700.8116
2017-09-08,4093.9216,4658.929,7360.4807,8973.6848,2779.9103,2593.2989,2699.9378,2710.3005
2017-09-11,4086.8878,4641.1879,7475.3119,9041.1108,2813.262,2614.3907,2728.807,2733.6485
2017-09-12,4103.875,4662.749,7446.9362,9067.1558,2799.0954,2616.3406,2723.7084,2728.5811
2017-09-13,4107.8223,4667.606,7509.1208,9125.9491,2806.365,2631.2425,2743.0017,2737.0111
2017-09-14,4089.5129,4657.708,7495.5364,9128.0604,2800.9167,2626.2362,2747.5516,2722.9427
2017-09-15,4092.5824,4663.9051,7472.7072,9037.01,2792.3624,2608.5799,2724.7732,2702.7945
2017-09-18,4106.1205,4662.4889,7526.2705,9083.3922,2811.8298,2621.7585,2750.6419,2719.5083
2017-09-19,4099.0223,4661.9746,7496.2738,9057.3711,2793.5035,2610.783,2739.4849,2709.237
2017-09-20,4105.3958,4667.0453,7531.9824,9155.1529,2818.0649,2624.0381,2764.3748,2725.8882
2017-09-21,4104.5297,4681.0729,7443.4247,9043.2435,2785.9323,2590.5606,2732.3587,2700.3654
2017-09-22,4103.7728,4690.0063,7413.7962,8985.3378,2779.3595,2574.8763,2724.8632,2684.1762
2017-09-25,4079.7154,4674.5233,7352.2535,8852.7419,2731.8117,2529.1963,2695.0876,2647.3925
2017-09-26,4075.3889,4667.8195,7354.3589,8930.6301,2737.4704,2540.4139,2701.0331,2651.6026
2017-09-27,4074.6822,4653.2682,7450.705,9007.945,2765.0306,2565.2756,2726.5026,2674.8444
2017-09-28,4072.7958,4643.3138,7462.8478,8960.7359,2748.078,2548.5752,2718.6889,2655.8903
2017-09-29,4095.1238,4657.8739,7505.1136,9008.8826,2777.0537,2572.2374,2744.4902,2678.8133
2017-10-09,4158.7027,4711.4754,7569.0863,9112.4081,2804.1951,2607.1975,2775.8153,2709.3259
2017-10-10,4180.1376,4717.7856,7593.3413,9132.4117,2818.8573,2613.7763,2800.748,2724.3208
2017-10-11,4197.9131,4746.7166,7570.2454,9087.689,2799.4868,2610.8156,2798.1706,2717.3686
2017-10-12,4222.6651,4768.6629,7567.8165,9070.9412,2792.1424,2605.4116,2791.4467,2716.1449
2017-10-13,4230.8255,4758.2768,7651.0138,9150.7795,2808.293,2610.8541,2799.1459,2715.7961
2017-10-16,4226.7443,4758.3697,7557.9739,9057.0026,2759.7765,2576.9453,2731.0052,2661.654
2017-10-17,4238.0464,4766.7135,7567.6665,9054.3458,2750.1629,2573.5156,2723.8919,2660.6119
2017-10-18,4269.3135,4818.4544,7536.4849,8999.7166,2722.8511,2547.0389,2696.6164,2630.6936
2017-10-19,4270.6001,4822.7824,7488.2238,8905.6473,2701.7452,2519.4469,2664.8413,2591.183
2017-10-20,4260.3585,4800.2255,7555.6925,9004.1647,2738.8073,2557.109,2697.4344,2632.3758
2017-10-23,4262.7266,4796.7197,7627.9419,9069.2686,2751.0037,2574.8999,2716.0396,2649.4075
2017-10-24,4291.4372,4847.372,7626.5793,9058.6378,2734.9557,2569.6598,2695.6572,2633.2761
2017-10-25,4309.7685,4859.8811,7687.3441,9133.3489,2747.4326,2583.2017,2711.5647,2652.2389
2017-10-26,4329.1197,4875.391,7688.1086,9159.4105,2758.41,2601.1403,2723.296,2667.8286
2017-10-27,4393.8429,4932.3522,7661.9511,9090.2307,2734.6386,2581.7704,2710.0504,2646.2569
2017-10-30,4363.7501,4940.7012,7544.001,8950.3424,2665.8727,2534.2703,2647.3702,2585.1756
2017-10-31,4365.8059,4913.0708,7609.6766,9002.6088,2688.7096,2553.2668,2671.7737,2606.5987
2017-11-01,4357.6384,4904.0579,7587.1591,8964.6634,2689.708,2549.5012,2672.5094,2603.4118
2017-11-02,4359.3266,4912.4509,7511.9911,8870.3103,2650.2252,2521.6917,2634.7702,2573.7093
2017-11-03,4363.3597,4899.2692,7440.505,8770.4992,2630.2591,2489.5261,2620.7785,2549.8642
2017-11-06,4383.7721,4905.1485,7557.939,8889.6715,2655.2037,2523.5809,2647.841,2572.4527
2017-11-07,4415.7291,4955.3128,7589.3985,8936.5368,2669.4406,2547.3114,2651.0359,2587.2509
2017-11-08,4407.666,4935.8973,7619.5363,8930.2499,2686.9928,2552.7189,2657.7482,2589.4108
2017-11-09,4443.7663,4967.29,7691.4753,9013.2215,2704.1006,2564.6558,2677.2222,2607.9003
2017-11-10,4509.0685,5013.6097,7755.9735,9035.7476,2708.8714,2575.8567,2680.4861,2608.8226
2017-11-13,4540.2834,5040.7252,7785.0115,9091.8061,2715.0517,2589.9127,2673.1815,2612.3771
2017-11-14,4515.8461,5018.831,7695.5618,9047.8038,2692.3298,2571.4307,2642.3668,2601.0298
2017-11-15,4481.4755,5006.6034,7574.3381,8976.0151,2659.6402,2549.2345,2615.2134,2582.6103
2017-11-16,4552.5672,5054.2017,7649.8513,9035.1936,2648.8993,2557.1749,2608.1192,2587.3789
2017-11-17,4587.3919,5149.5261,7439.1545,8778.8549,2558.1626,2488.5813,2496.0681,2495.076
2017-11-20,4637.4902,5174.9403,7560.2339,8892.1227,2571.0327,2498.9576,2501.4147,2503.8178
2017-11-21,4711.9839,5278.3797,7595.9298,8939.261,2570.472,2505.4841,2498.0067,2502.5007
2017-11-22,4704.2483,5318.2847,7545.9104,8908.204,2578.6155,2503.8202,2492.695,2499.5263
2017-11-23,4554.0383,5172.0209,7301.8763,8694.9064,2524.5387,2438.4823,2437.0487,2457.0929
2017-11-24,4562.0397,5183.7251,7290.8758,8719.9148,2531.1652,2442.1554,2446.0621,2467.3981
2017-11-27,4503.7648,5128.801,7175.939,8630.3709,2501.008,2424.2368,2417.3852,2455.0054
2017-11-28,4501.6608,5090.0439,7297.7137,8785.9757,2546.0278,2470.5149,2449.2676,2492.8303
2017-11-29,4495.0457,5098.9758,7290.3971,8877.6686,2558.8676,2500.8622,2457.058,2514.7127
2017-11-30,4432.4117,5035.9211,7201.8352,8803.3477,2543.536,2475.1825,2450.2163,2505.7089
2017-12-01,4413.0392,4999.9954,7283.2211,8828.7851,2568.9551,2490.2063,2471.3431,2530.4626
2017-12-04,4444.325,5034.2832,7261.9484,8790.0216,2544.1634,2474.2332,2436.8238,2499.8951
2017-12-05,4479.4547,5106.5702,7114.1655,8604.0799,2476.9328,2417.1756,2365.2973,2443.2902
2017-12-06,4437.1943,5042.9841,7134.9359,8637.6817,2505.6632,2422.6253,2387.1767,2457.7983
2017-12-07,4385.9686,4984.1462,7088.8829,8553.8656,2505.0818,2408.31,2388.9307,2456.136
2017-12-08,4442.7154,5018.7246,7186.8367,8638.0677,2526.1748,2431.6427,2417.5806,2475.1614
2017-12-11,4532.4414,5087.7332,7303.3016,8752.2904,2555.482,2454.0507,2443.6645,2491.5276
2017-12-12,4471.3314,5011.4185,7238.2876,8659.4207,2533.9955,2429.4489,2413.8287,2464.3421
2017-12-13,4517.4019,5062.4548,7281.4599,8751.5266,2545.8898,2440.2146,2435.1951,2476.7833
2017-12-14,4489.1767,5032.7153,7281.5411,8768.8772,2542.2694,2441.7967,2441.0318,2484.9883
2017-12-15,4431.9299,4973.0287,7214.7518,8669.5919,2530.3865,2417.9932,2429.4822,2480.4688
2017-12-18,4441.5405,4991.9753,7182.7018,8647.7083,2511.7035,2412.9352,2416.5229,2474.1395
2017-12-19,4512.2554,5069.8842,7234.8245,8759.0998,2525.7873,2423.778,2437.0235,2486.9066
2017-12-20,4512.9268,5072.8153,7186.9069,8704.6771,2498.8792,2396.7381,2414.3513,2464.7466
2017-12-21,4560.402,5114.6167,7241.4322,8805.4354,2508.6829,2409.1075,2426.1331,2467.0452
2017-12-22,4545.6949,5097.6033,7250.2526,8841.8418,2507.5371,2417.9501,2423.5897,2466.0183
2017-12-25,4545.9714,5109.2094,7188.2045,8792.574,2473.6895,2392.5422,2393.2697,2432.1204
2017-12-26,4546.4681,5123.519,7214.2136,8839.5494,2482.6028,2411.0761,2405.8081,2448.3321
2017-12-27,4450.9304,5032.7256,7162.1011,8777.6899,2467.3579,2403.1793,2386.3279,2438.685
2017-12-28,4482.0604,5047.474,7188.6371,8845.0303,2475.9546,2417.7386,2389.9924,2450.021
2017-12-29,4490.5305,5063.6446,7241.2821,8927.4182,2494.5941,2441.7344,2412.0986,2466.7718
2018-01-02,4559.3142,5161.3104,7350.4079,9123.655,2522.3813,2494.8213,2440.5351,2501.8292
2018-01-03,4571.2068,5163.5771,7434.1192,9202.6754,2541.4465,2512.545,2457.0537,2515.9863
2018-01-04,4594.5099,5183.5038,7485.7554,9269.9546,2544.6201,2530.2301,2461.8501,2528.2504
2018-01-05,4604.2489,5222.0669,7473.0147,9317.9873,2548.7891,2540.9424,2459.7394,2535.2428
2018-01-08,4615.8432,5249.5537,7498.0358,9431.0483,2559.7534,2569.1415,2454.2254,2551.8618
2018-01-09,4670.8701,5281.859,7501.8933,9439.6365,2555.1287,2566.4593,2447.4096,2545.9701
2018-01-10,4703.1938,5335.821,7433.9047,9362.8932,2544.0507,2544.6451,2426.7231,2523.4766
2018-01-11,4701.7999,5329.0078,7475.5769,9325.6943,2550.3873,2532.1197,2433.0249,2521.5014
2018-01-12,4738.0963,5377.3756,7445.5035,9339.7432,2530.5334,2531.3101,2417.9919,2509.8992
2018-01-15,4757.0979,5439.8,7275.8992,9198.6042,2458.0509,2470.3847,2353.7482,2454.6411
2018-01-16,4769.8041,5482.1478,7319.2956,9369.255,2467.6853,2510.1397,2364.5215,2470.3091
2018-01-17,4735.5715,5475.1039,7265.1569,9266.6778,2461.1564,2501.2546,2366.7957,2467.7709
2018-01-18,4758.7664,5526.979,7298.7186,9365.9785,2470.7643,2524.9935,2381.2265,2482.7084
2018-01-19,4762.7865,5534.8106,7280.5776,9356.1575,2461.8262,2514.1878,2375.9397,2479.724
2018-01-22,4835.965,5591.2324,7398.8396,9471.776,2496.9045,2550.2971,2386.6478,2501.9168
2018-01-23,4886.6701,5678.2749,7397.129,9513.3561,2500.8618,2555.1007,2385.3005,2501.2145
2018-01-24,4866.9691,5650.9435,7426.1569,9501.1988,2519.4033,2556.7831,2401.923,2506.7127
2018-01-25,4835.5856,5622.9099,7413.5491,9480.0942,2510.6764,2558.4697,2401.6068,2509.227
2018-01-26,4854.9567,5666.4972,7403.9673,9512.3069,2509.9969,2567.9548,2390.9812,2503.124
2018-01-29,4754.9482,5588.6604,7325.5912,9440.1434,2480.5294,2559.8388,2353.909,2487.0221
2018-01-30,4713.8682,5499.7326,7346.0221,9441.5215,2473.3457,2551.6195,2348.5662,2486.607
2018-01-31,4773.9315,5575.0009,7192.0297,9328.835,2416.7905,2521.8864,2295.5558,2447.7363
2018-02-01,4755.077,5598.6713,6969.0477,9066.6686,2314.9663,2436.2219,2205.0477,2353.1023
2018-02-02,4771.2979,5632.9299,6985.9518,9154.2781,2321.9482,2456.0908,2188.051,2350.449
2018-02-05,4756.7772,5683.845,6956.6613,9228.2938,2313.6506,2474.3284,2176.4823,2361.8554
2018-02-06,4621.9803,5561.7073,6651.4947,8757.4547,2205.5966,2343.5156,2062.4654,2251.7972
2018-02-07,4492.1002,5379.0438,6656.9397,8691.0793,2214.9306,2339.6217,2077.36,2250.8468
2018-02-08,4456.0424,5253.5265,6736.4086,8726.2835,2247.1555,2353.3691,2110.0671,2270.4557
2018-02-09,4283.2855,5028.6284,6512.8757,8286.9583,2182.2932,2241.9002,2044.7938,2186.5526
2018-02-12,4360.2429,5053.6557,6710.8986,8470.2937,2241.9588,2289.7718,2103.2716,2237.9316
2018-02-13,4422.017,5136.2278,6742.8821,8555.8168,2245.6353,2305.2603,2101.7939,2249.0416
2018-02-14,4469.2676,5183.5718,6765.6063,8612.3581,2254.4139,2320.2905,2109.8287,2258.1648
2018-02-22,4551.7972,5291.5567,6895.771,8814.5197,2294.6948,2367.2967,2144.8422,2295.8346
2018-02-23,4580.2655,5328.8763,6909.7646,8875.7358,2303.5225,2385.5806,2151.7679,2304.4086
2018-02-26,4620.3465,5350.783,7081.4339,9033.0761,2353.1983,2421.0713,2199.3672,2347.2317
2018-02-27,4557.4517,5239.298,7063.3583,8910.526,2359.5063,2395.3176,2206.4887,2337.8884
2018-02-28,4519.8284,5168.9967,7086.6748,8903.5688,2376.5003,2407.6966,2216.7044,2352.9484
2018-03-01,4569.3315,5184.0684,7173.7653,8939.0699,2404.2153,2417.6766,2247.0443,2376.9964
2018-03-02,4526.6117,5152.6639,7114.5906,8868.634,2391.7159,2397.6838,2230.8648,2364.7005
2018-03-05,4531.1913,5147.0393,7107.2501,8803.8936,2406.223,2387.881,2247.8842,2362.8439
2018-03-06,4574.8863,5202.5222,7182.4309,9009.4442,2427.8162,2430.8907,2274.2036,2396.9512
2018-03-07,4550.1145,5178.8217,7116.3331,8903.2581,2409.2315,2401.9989,2260.9041,2374.9127
2018-03-08,4613.5035,5234.8236,7151.595,8998.2632,2418.8825,2416.248,2280.203,2388.4371
2018-03-09,4653.1053,5239.8703,7269.9715,9050.5104,2456.319,2428.4905,2318.4357,2410.6665
2018-03-12,4669.4846,5233.7432,7391.2222,9152.9155,2498.0538,2459.0925,2354.6523,2443.6076
2018-03-13,4622.3344,5205.854,7354.2774,9087.417,2482.7108,2442.9782,2340.5495,2434.7177
2018-03-14,4601.2644,5182.3524,7266.1826,9041.221,2458.3941,2435.3142,2316.2155,2420.9968
2018-03-15,4642.3465,5214.5285,7261.331,8989.6293,2457.7155,2425.8566,2296.2147,2406.2067
2018-03-16,4597.2172,5175.4607,7194.3509,8941.2271,2441.018,2412.8382,2293.5833,2403.7018
2018-03-19,4647.229,5189.3473,7225.3581,8871.8776,2442.3985,2391.7616,2299.7757,2396.0025
2018-03-20,4655.5658,5196.7762,7245.4221,8897.8608,2443.6543,2391.2565,2304.2687,2399.1225
2018-03-21,4637.5886,5180.2735,7185.3948,8834.918,2419.4696,2377.3773,2282.2733,2383.0798
2018-03-22,4589.622,5118.7988,7140.8715,8784.2759,2410.1468,2367.6636,2282.7965,2383.9538
2018-03-23,4459.0216,5004.6666,6783.1027,8322.7217,2278.5738,2235.6377,2146.8773,2251.4505
2018-03-26,4431.4021,4896.457,6905.6247,8425.8209,2322.5936,2251.26,2183.8432,2271.243
2018-03-27,4459.9054,4904.7256,7068.6819,8560.7651,2378.1775,2284.1461,2246.5415,2319.7641
2018-03-28,4366.7035,4821.5386,6992.5209,8440.6054,2362.4995,2255.8444,2241.9496,2292.4284
2018-03-29,4409.3005,4924.6942,7058.7762,8589.5058,2382.3046,2296.7681,2262.7526,2322.5159
2018-03-30,4405.0513,4893.7318,7153.2721,8631.5696,2418.9304,2305.9001,2303.9604,2339.3826
2018-04-02,4366.4145,4855.8644,7145.1459,8613.292,2425.3351,2308.6396,2315.8995,2335.8783
2018-04-03,4334.6459,4826.6397,7050.485,8522.3775,2396.8924,2282.2721,2294.6654,2312.0431
2018-04-04,4333.6905,4834.3028,6984.069,8489.1817,2372.8835,2262.3491,2286.7078,2306.5266
2018-04-09,4335.7316,4828.2724,6991.2164,8461.6061,2379.86,2261.8675,2288.341,2308.6928
2018-04-10,4436.088,4953.4554,7040.3401,8608.9493,2387.6271,2289.4425,2283.8617,2324.4536
2018-04-11,4447.0474,4977.57,7069.0583,8653.6522,2400.9279,2298.6335,2303.3953,2338.8322
2018-04-12,4399.3328,4915.6373,7030.2852,8586.128,2387.6106,2280.8916,2289.5893,2323.7219
2018-04-13,4362.404,4880.215,7002.3514,8541.8213,2391.4341,2275.4408,2285.5204,2316.4635
2018-04-16,4277.468,4764.897,6951.0177,8438.2563,2390.9204,2253.6407,2277.0635,2296.3688
2018-04-17,4194.9652,4717.9982,6778.988,8297.8166,2335.645,2211.1387,2215.1448,2250.3404
2018-04-18,4206.2758,4742.3113,6873.5336,8364.0678,2374.2235,2226.5562,2243.8941,2267.6637
2018-04-19,4264.7404,4800.7587,6914.8024,8435.4878,2382.1478,2239.9998,2247.1238,2276.5284
2018-04-20,4226.6562,4755.8498,6770.8678,8239.7027,2331.0946,2185.2686,2191.8956,2226.2103
2018-04-23,4234.9283,4781.1458,6682.9613,8226.0398,2304.3917,2175.8996,2173.425,2215.7305
2018-04-24,4326.2228,4881.3763,6871.8475,8420.6784,2359.6526,2223.6399,2228.8694,2258.0828
2018-04-25,4305.7689,4840.4287,6882.6505,8403.1549,2368.0639,2223.3897,2239.4734,2258.5211
2018-04-26,4222.6746,4762.2912,6748.2135,8266.5181,2321.8843,2185.5253,2193.8797,2215.323
2018-04-27,4213.6019,4736.0344,6769.7274,8267.4788,2322.4894,2185.7627,2201.8317,2218.7377
2018-05-02,4215.4734,4735.8134,6795.4413,8312.5149,2306.7136,2188.8237,2192.959,2216.2101
2018-05-03,4229.2774,4756.6861,6883.6991,8375.3428,2329.1312,2205.1243,2217.5249,2232.7772
2018-05-04,4198.7052,4725.4846,6870.0677,8394.0771,2320.0022,2204.5917,2210.2469,2235.4591
2018-05-07,4270.6806,4784.7819,7004.4375,8564.5364,2364.5299,2239.6376,2258.0711,2277.7404
2018-05-08,4334.5696,4858.6645,7017.0607,8608.8583,2371.8975,2249.5172,2267.4928,2291.4592
2018-05-09,4328.8173,4853.4709,6995.7977,8587.9353,2367.6552,2244.56,2268.0103,2293.369
2018-05-10,4362.1953,4867.3766,7004.5487,8634.3205,2382.4453,2256.9099,2283.6372,2298.013
2018-05-11,4352.1397,4856.5299,6946.2579,8576.2591,2363.644,2243.2355,2253.3024,2282.3035
2018-05-14,4409.087,4906.4737,6905.3279,8566.3018,2343.9306,2234.2963,2236.18,2268.828
2018-05-15,4426.0533,4906.8425,6982.3933,8639.7872,2369.5208,2247.2616,2261.4228,2290.1539
2018-05-16,4391.9999,4854.3855,6964.0491,8619.6668,2354.5468,2242.9458,2249.0234,2287.771
2018-05-17,4353.4631,4824.8475,6927.0305,8596.4936,2343.3689,2241.2589,2249.9666,2294.0919
2018-05-18,4398.2945,4885.3923,6956.6509,8646.6736,2352.5297,2257.0643,2260.7573,2314.4066
2018-05-21,4417.6468,4891.7441,7052.9167,8756.2026,2384.2853,2280.9352,2291.0983,2346.7766
2018-05-22,4400.6868,4847.4522,7067.8617,8785.1156,2388.2649,2280.3081,2297.8666,2353.7076
2018-05-23,4336.6802,4778.5542,6962.0832,8640.9084,2352.9964,2244.8242,2274.6656,2324.3785
2018-05-24,4298.6033,4742.5585,6914.6424,8603.164,2341.5349,2240.7602,2272.8499,2322.434
2018-05-25,4290.4199,4741.0475,6798.3622,8536.944,2296.4612,2217.3107,2249.4272,2297.3499
2018-05-28,4326.9096,4763.5932,6755.8587,8532.7746,2270.9877,2209.272,2232.246,2284.7369
2018-05-29,4280.8787,4750.5411,6691.5444,8451.237,2260.9836,2205.0547,2207.4423,2277.5829
2018-05-30,4198.8059,4655.8327,6514.658,8238.9967,2184.2438,2132.8866,2120.1539,2201.3997
2018-05-31,4287.2355,4756.8664,6588.5497,8386.3703,2209.2687,2167.0886,2156.4023,2251.3758
2018-06-01,4242.4739,4734.2634,6514.9118,8302.7853,2184.0856,2157.5583,2136.0873,2234.466
2018-06-04,4301.4099,4812.5576,6516.895,8314.6619,2169.1408,2155.3937,2131.7829,2241.6966
2018-06-05,4354.877,4839.3791,6629.6505,8408.1463,2204.023,2173.414,2171.8679,2275.0169
2018-06-06,4336.5923,4819.1435,6612.0634,8391.9604,2200.0823,2172.827,2184.9657,2277.2784
2018-06-07,4332.0374,4822.0598,6557.0835,8368.1687,2183.0486,2165.1096,2168.8176,2264.3638
