kind,rep,scheme,p_maxT,p_minP
shared_volatility,319,full_group,0.726,0.264
shared_volatility,320,restricted,0.242,0.54
shared_volatility,320,full_group,0.266,0.516
shared_volatility,321,restricted,0.238,0.544
shared_volatility,321,full_group,0.228,0.606
shared_volatility,322,restricted,0.166,0.418
shared_volatility,322,full_group,0.168,0.384
shared_volatility,323,restricted,0.334,0.586
shared_volatility,323,full_group,0.362,0.648
shared_volatility,324,restricted,0.364,0.668
shared_volatility,324,full_group,0.34,0.586
shared_volatility,325,restricted,0.24,0.024
shared_volatility,325,full_group,0.268,0.044
shared_volatility,326,restricted,0.446,0.208
shared_volatility,326,full_group,0.4,0.204
shared_volatility,327,restricted,0.184,0.216
shared_volatility,327,full_group,0.226,0.118
shared_volatility,328,restricted,0.4,0.188
shared_volatility,328,full_group,0.442,0.258
shared_volatility,329,restricted,0.69,0.216
shared_volatility,329,full_group,0.692,0.242
shared_volatility,330,restricted,0.206,0.134
shared_volatility,330,full_group,0.218,0.14
shared_volatility,331,restricted,0.076,0.118
shared_volatility,331,full_group,0.064,0.238
shared_volatility,332,restricted,0.028,0.054
shared_volatility,332,full_group,0.04,0.054
shared_volatility,333,restricted,0.604,0.84
shared_volatility,333,full_group,0.646,0.92
shared_volatility,334,restricted,0.522,0.306
shared_volatility,334,full_group,0.494,0.28
shared_volatility,335,restricted,0.094,0.02
shared_volatility,335,full_group,0.124,0.104
shared_volatility,336,restricted,0.042,0.028
shared_volatility,336,full_group,0.07,0.022
shared_volatility,337,restricted,0.338,0.672
shared_volatility,337,full_group,0.344,0.668
shared_volatility,338,restricted,0.326,0.174
shared_volatility,338,full_group,0.34,0.226
shared_volatility,339,restricted,0.064,0.228
shared_volatility,339,full_group,0.064,0.192
shared_volatility,340,restricted,0.082,0.026
shared_volatility,340,full_group,0.098,0.028
shared_volatility,341,restricted,0.984,0.938
shared_volatility,341,full_group,0.998,0.946
shared_volatility,342,restricted,0.472,0.046
shared_volatility,342,full_group,0.502,0.106
shared_volatility,343,restricted,0.43,0.726
shared_volatility,343,full_group,0.51,0.77
shared_volatility,344,restricted,0.63,0.928
shared_volatility,344,full_group,0.69,0.914
shared_volatility,345,restricted,0.522,0.762
shared_volatility,345,full_group,0.53,0.744
shared_volatility,346,restricted,0.816,0.956
shared_volatility,346,full_group,0.838,0.91
shared_volatility,347,restricted,0.114,0.074
shared_volatility,347,full_group,0.172,0.084
shared_volatility,348,restricted,0.822,0.87
shared_volatility,348,full_group,0.828,0.894
shared_volatility,349,restricted,0.046,0.016
shared_volatility,349,full_group,0.05,0.026
shared_volatility,350,restricted,0.224,0.132
shared_volatility,350,full_group,0.27,0.198
shared_volatility,351,restricted,0.246,0.302
shared_volatility,351,full_group,0.262,0.376
shared_volatility,352,restricted,0.266,0.426
shared_volatility,352,full_group,0.294,0.456
shared_volatility,353,restricted,0.24,0.222
shared_volatility,353,full_group,0.266,0.308
shared_volatility,354,restricted,0.992,0.84
shared_volatility,354,full_group,0.986,0.89
shared_volatility,355,restricted,0.324,0.02
shared_volatility,355,full_group,0.324,0.042
shared_volatility,356,restricted,0.276,0.642
shared_volatility,356,full_group,0.294,0.644
shared_volatility,357,restricted,0.686,0.614
shared_volatility,357,full_group,0.674,0.604
shared_volatility,358,restricted,0.202,0.244
shared_volatility,358,full_group,0.206,0.206
shared_volatility,359,restricted,0.056,0.24
shared_volatility,359,full_group,0.04,0.182
shared_volatility,360,restricted,0.28,0.346
shared_volatility,360,full_group,0.312,0.498
shared_volatility,361,restricted,0.876,0.588
shared_volatility,361,full_group,0.86,0.66
shared_volatility,362,restricted,0.906,0.472
shared_volatility,362,full_group,0.898,0.672
shared_volatility,363,restricted,0.672,0.942
shared_volatility,363,full_group,0.702,0.93
shared_volatility,364,restricted,0.506,0.154
shared_volatility,364,full_group,0.518,0.148
shared_volatility,365,restricted,0.026,0.046
shared_volatility,365,full_group,0.05,0.022
shared_volatility,366,restricted,0.068,0.21
shared_volatility,366,full_group,0.088,0.226
shared_volatility,367,restricted,0.482,0.268
shared_volatility,367,full_group,0.508,0.36
shared_volatility,368,restricted,0.74,0.104
shared_volatility,368,full_group,0.764,0.172
shared_volatility,369,restricted,0.29,0.092
shared_volatility,369,full_group,0.316,0.166
shared_volatility,370,restricted,0.628,0.61
shared_volatility,370,full_group,0.646,0.692
shared_volatility,371,restricted,0.972,0.988
shared_volatility,371,full_group,0.986,0.982
shared_volatility,372,restricted,0.884,0.098
shared_volatility,372,full_group,0.826,0.08
shared_volatility,373,restricted,0.476,0.462
shared_volatility,373,full_group,0.49,0.324
shared_volatility,374,restricted,0.784,0.73
shared_volatility,374,full_group,0.748,0.738
shared_volatility,375,restricted,0.206,0.342
shared_volatility,375,full_group,0.212,0.386
shared_volatility,376,restricted,0.194,0.024
shared_volatility,376,full_group,0.194,0.156
shared_volatility,377,restricted,0.386,0.142
shared_volatility,377,full_group,0.458,0.384
shared_volatility,378,restricted,0.586,0.652
shared_volatility,378,full_group,0.61,0.712
shared_volatility,379,restricted,0.338,0.048
shared_volatility,379,full_group,0.326,0.018
shared_volatility,380,restricted,0.18,0.09
shared_volatility,380,full_group,0.188,0.09
shared_volatility,381,restricted,0.448,0.568
shared_volatility,381,full_group,0.392,0.572
shared_volatility,382,restricted,0.23,0.092
shared_volatility,382,full_group,0.27,0.09
shared_volatility,383,restricted,0.952,0.908
shared_volatility,383,full_group,0.97,0.956
shared_volatility,384,restricted,0.172,0.294
shared_volatility,384,full_group,0.172,0.36
shared_volatility,385,restricted,0.41,0.196
shared_volatility,385,full_group,0.388,0.386
shared_volatility,386,restricted,0.528,0.4
shared_volatility,386,full_group,0.586,0.508
shared_volatility,387,restricted,0.332,0.256
shared_volatility,387,full_group,0.326,0.39
shared_volatility,388,restricted,0.084,0.024
shared_volatility,388,full_group,0.068,0.022
shared_volatility,389,restricted,0.26,0.47
shared_volatility,389,full_group,0.276,0.524
shared_volatility,390,restricted,0.04,0.022
shared_volatility,390,full_group,0.036,0.084
shared_volatility,391,restricted,0.916,0.654
shared_volatility,391,full_group,0.916,0.56
shared_volatility,392,restricted,0.032,0.08
shared_volatility,392,full_group,0.032,0.068
shared_volatility,393,restricted,0.51,0.48
shared_volatility,393,full_group,0.568,0.538
shared_volatility,394,restricted,0.484,0.602
shared_volatility,394,full_group,0.482,0.608
shared_volatility,395,restricted,0.408,0.316
shared_volatility,395,full_group,0.44,0.358
shared_volatility,396,restricted,0.344,0.642
shared_volatility,396,full_group,0.41,0.644
shared_volatility,397,restricted,0.358,0.138
shared_volatility,397,full_group,0.396,0.094
shared_volatility,398,restricted,0.798,0.242
shared_volatility,398,full_group,0.786,0.296
shared_volatility,399,restricted,0.284,0.516
shared_volatility,399,full_group,0.336,0.696
regime,0,restricted,0.302,0.134
regime,0,full_group,0.33,0.16
regime,1,restricted,0.176,0.284
regime,1,full_group,0.192,0.38
regime,2,restricted,0.168,0.28
regime,2,full_group,0.248,0.394
regime,3,restricted,0.526,0.884
regime,3,full_group,0.54,0.914
regime,4,restricted,0.05,0.072
regime,4,full_group,0.05,0.18
regime,5,restricted,0.694,0.504
regime,5,full_group,0.678,0.54
regime,6,restricted,0.008,0.024
regime,6,full_group,0.016,0.036
regime,7,restricted,0.59,0.91
regime,7,full_group,0.616,0.91
regime,8,restricted,0.612,0.88
regime,8,full_group,0.594,0.91
regime,9,restricted,0.62,0.76
regime,9,full_group,0.662,0.764
regime,10,restricted,0.184,0.268
regime,10,full_group,0.178,0.304
regime,11,restricted,0.6,0.07
regime,11,full_group,0.592,0.16
regime,12,restricted,0.512,0.134
regime,12,full_group,0.532,0.18
regime,13,restricted,0.05,0.156
regime,13,full_group,0.076,0.266
regime,14,restricted,0.088,0.236
regime,14,full_group,0.086,0.212
regime,15,restricted,0.508,0.42
regime,15,full_group,0.526,0.454
regime,16,restricted,0.682,0.744
regime,16,full_group,0.728,0.704
regime,17,restricted,0.772,0.394
regime,17,full_group,0.778,0.42
regime,18,restricted,0.106,0.028
regime,18,full_group,0.158,0.062
regime,19,restricted,0.194,0.472
regime,19,full_group,0.23,0.358
regime,20,restricted,0.236,0.408
regime,20,full_group,0.206,0.406
regime,21,restricted,0.384,0.112
regime,21,full_group,0.422,0.124
regime,22,restricted,0.094,0.026
regime,22,full_group,0.108,0.058
regime,23,restricted,0.394,0.626
regime,23,full_group,0.412,0.648
regime,24,restricted,0.064,0.12
regime,24,full_group,0.076,0.15
regime,25,restricted,0.914,0.754
regime,25,full_group,0.906,0.76
regime,26,restricted,0.682,0.454
regime,26,full_group,0.698,0.51
regime,27,restricted,0.142,0.016
regime,27,full_group,0.174,0.084
regime,28,restricted,0.46,0.274
regime,28,full_group,0.512,0.474
regime,29,restricted,0.234,0.082
regime,29,full_group,0.318,0.068
regime,30,restricted,0.564,0.51
regime,30,full_group,0.566,0.478
regime,31,restricted,0.578,0.914
regime,31,full_group,0.578,0.894
regime,32,restricted,0.84,0.414
regime,32,full_group,0.83,0.52
regime,33,restricted,0.732,0.436
regime,33,full_group,0.688,0.43
regime,34,restricted,0.148,0.064
regime,34,full_group,0.124,0.04
regime,35,restricted,0.414,0.294
regime,35,full_group,0.432,0.39
regime,36,restricted,0.31,0.014
regime,36,full_group,0.336,0.032
regime,37,restricted,0.316,0.062
regime,37,full_group,0.348,0.062
regime,38,restricted,0.702,0.812
regime,38,full_group,0.71,0.806
regime,39,restricted,0.946,0.854
regime,39,full_group,0.92,0.908
regime,40,restricted,0.856,0.668
regime,40,full_group,0.908,0.722
regime,41,restricted,0.906,0.628
regime,41,full_group,0.916,0.588
regime,42,restricted,0.31,0.058
regime,42,full_group,0.354,0.086
regime,43,restricted,0.282,0.154
regime,43,full_group,0.258,0.108
regime,44,restricted,1.0,0.814
regime,44,full_group,1.0,0.714
regime,45,restricted,0.118,0.12
regime,45,full_group,0.132,0.18
regime,46,restricted,0.486,0.158
regime,46,full_group,0.486,0.174
regime,47,restricted,0.37,0.576
regime,47,full_group,0.336,0.454
regime,48,restricted,0.212,0.464
regime,48,full_group,0.21,0.38
regime,49,restricted,0.942,0.418
regime,49,full_group,0.936,0.458
regime,50,restricted,0.592,0.826
regime,50,full_group,0.596,0.836
regime,51,restricted,0.046,0.128
regime,51,full_group,0.056,0.108
regime,52,restricted,0.216,0.504
regime,52,full_group,0.154,0.372
regime,53,restricted,0.672,0.682
regime,53,full_group,0.62,0.68
regime,54,restricted,0.054,0.188
regime,54,full_group,0.046,0.176
regime,55,restricted,0.6,0.566
regime,55,full_group,0.534,0.458
regime,56,restricted,0.282,0.068
regime,56,full_group,0.316,0.11
regime,57,restricted,0.134,0.444
regime,57,full_group,0.136,0.358
regime,58,restricted,0.474,0.72
regime,58,full_group,0.482,0.754
regime,59,restricted,0.358,0.652
regime,59,full_group,0.304,0.592
regime,60,restricted,0.94,0.354
regime,60,full_group,0.934,0.308
regime,61,restricted,0.424,0.388
regime,61,full_group,0.434,0.348
regime,62,restricted,0.722,0.128
regime,62,full_group,0.738,0.096
regime,63,restricted,0.228,0.044
regime,63,full_group,0.24,0.132
regime,64,restricted,0.298,0.526
regime,64,full_group,0.334,0.502
regime,65,restricted,0.288,0.312
regime,65,full_group,0.336,0.402
regime,66,restricted,0.888,0.302
regime,66,full_group,0.846,0.262
regime,67,restricted,0.256,0.276
regime,67,full_group,0.268,0.256
regime,68,restricted,0.51,0.082
regime,68,full_group,0.49,0.07
regime,69,restricted,0.062,0.086
regime,69,full_group,0.04,0.152
regime,70,restricted,0.858,0.498
regime,70,full_group,0.904,0.546
regime,71,restricted,0.128,0.088
regime,71,full_group,0.148,0.118
regime,72,restricted,0.1,0.306
regime,72,full_group,0.092,0.284
regime,73,restricted,0.314,0.19
regime,73,full_group,0.326,0.296
regime,74,restricted,0.884,0.832
regime,74,full_group,0.894,0.88
regime,75,restricted,0.152,0.326
regime,75,full_group,0.204,0.404
regime,76,restricted,0.4,0.684
regime,76,full_group,0.376,0.682
regime,77,restricted,0.492,0.366
regime,77,full_group,0.512,0.416
regime,78,restricted,0.436,0.824
regime,78,full_group,0.464,0.882
regime,79,restricted,0.06,0.018
regime,79,full_group,0.06,0.052
regime,80,restricted,0.5,0.024
regime,80,full_group,0.552,0.13
regime,81,restricted,0.406,0.358
regime,81,full_group,0.44,0.406
regime,82,restricted,0.618,0.148
regime,82,full_group,0.644,0.164
regime,83,restricted,0.42,0.09
regime,83,full_group,0.424,0.224
regime,84,restricted,0.264,0.47
regime,84,full_group,0.282,0.586
regime,85,restricted,0.59,0.588
regime,85,full_group,0.63,0.646
regime,86,restricted,0.062,0.128
regime,86,full_group,0.048,0.146
regime,87,restricted,0.682,0.576
regime,87,full_group,0.71,0.59
regime,88,restricted,0.518,0.704
regime,88,full_group,0.562,0.832
regime,89,restricted,0.016,0.042
regime,89,full_group,0.018,0.066
regime,90,restricted,0.75,0.29
regime,90,full_group,0.768,0.458
regime,91,restricted,0.41,0.744
regime,91,full_group,0.408,0.682
regime,92,restricted,0.83,0.672
regime,92,full_group,0.804,0.742
regime,93,restricted,0.422,0.514
regime,93,full_group,0.406,0.432
regime,94,restricted,0.072,0.022
regime,94,full_group,0.082,0.026
regime,95,restricted,0.14,0.132
regime,95,full_group,0.162,0.166
regime,96,restricted,0.016,0.126
regime,96,full_group,0.018,0.138
regime,97,restricted,0.126,0.306
regime,97,full_group,0.156,0.372
regime,98,restricted,0.038,0.022
regime,98,full_group,0.052,0.088
regime,99,restricted,0.394,0.078
regime,99,full_group,0.512,0.116
regime,100,restricted,0.626,0.498
regime,100,full_group,0.644,0.494
regime,101,restricted,0.44,0.3
regime,101,full_group,0.45,0.372
regime,102,restricted,0.956,0.914
regime,102,full_group,0.95,0.908
regime,103,restricted,0.516,0.586
regime,103,full_group,0.542,0.618
regime,104,restricted,0.002,0.024
regime,104,full_group,0.012,0.046
regime,105,restricted,0.232,0.26
regime,105,full_group,0.25,0.322
regime,106,restricted,0.544,0.902
regime,106,full_group,0.578,0.832
regime,107,restricted,0.192,0.446
regime,107,full_group,0.202,0.384
regime,108,restricted,0.31,0.628
regime,108,full_group,0.33,0.662
regime,109,restricted,0.602,0.344
regime,109,full_group,0.688,0.44
regime,110,restricted,0.092,0.042
regime,110,full_group,0.102,0.084
regime,111,restricted,0.47,0.22
regime,111,full_group,0.514,0.302
regime,112,restricted,0.316,0.55
regime,112,full_group,0.298,0.504
regime,113,restricted,0.066,0.028
regime,113,full_group,0.084,0.028
regime,114,restricted,0.782,0.518
regime,114,full_group,0.792,0.524
regime,115,restricted,0.042,0.084
regime,115,full_group,0.038,0.086
regime,116,restricted,0.402,0.2
regime,116,full_group,0.426,0.198
regime,117,restricted,0.21,0.054
regime,117,full_group,0.232,0.114
regime,118,restricted,0.004,0.018
regime,118,full_group,0.008,0.03
regime,119,restricted,0.28,0.056
regime,119,full_group,0.27,0.144
regime,120,restricted,0.326,0.472
regime,120,full_group,0.35,0.494
regime,121,restricted,0.696,0.936
regime,121,full_group,0.718,0.944
regime,122,restricted,0.664,0.8
regime,122,full_group,0.694,0.85
regime,123,restricted,0.418,0.256
regime,123,full_group,0.412,0.228
regime,124,restricted,0.278,0.22
regime,124,full_group,0.334,0.2
regime,125,restricted,0.296,0.106
regime,125,full_group,0.342,0.176
regime,126,restricted,0.096,0.21
regime,126,full_group,0.146,0.31
regime,127,restricted,0.15,0.254
regime,127,full_group,0.146,0.28
regime,128,restricted,0.212,0.138
regime,128,full_group,0.216,0.18
regime,129,restricted,0.758,0.91
regime,129,full_group,0.662,0.886
regime,130,restricted,0.872,0.988
regime,130,full_group,0.856,0.984
regime,131,restricted,0.114,0.024
regime,131,full_group,0.134,0.042
regime,132,restricted,0.028,0.112
regime,132,full_group,0.022,0.072
regime,133,restricted,0.222,0.53
regime,133,full_group,0.236,0.514
regime,134,restricted,0.636,0.114
regime,134,full_group,0.662,0.172
regime,135,restricted,0.242,0.384
regime,135,full_group,0.266,0.474
regime,136,restricted,0.214,0.024
regime,136,full_group,0.2,0.03
regime,137,restricted,0.362,0.102
regime,137,full_group,0.338,0.14
regime,138,restricted,0.676,0.128
regime,138,full_group,0.686,0.138
regime,139,restricted,0.16,0.426
regime,139,full_group,0.162,0.506
regime,140,restricted,0.004,0.048
regime,140,full_group,0.01,0.068
regime,141,restricted,0.03,0.154
regime,141,full_group,0.028,0.18
regime,142,restricted,0.408,0.122
regime,142,full_group,0.414,0.252
regime,143,restricted,0.084,0.026
regime,143,full_group,0.094,0.028
regime,144,restricted,0.33,0.14
regime,144,full_group,0.312,0.112
regime,145,restricted,0.76,0.646
regime,145,full_group,0.786,0.74
regime,146,restricted,0.088,0.152
regime,146,full_group,0.108,0.238
regime,147,restricted,0.884,0.748
regime,147,full_group,0.884,0.838
regime,148,restricted,0.384,0.658
regime,148,full_group,0.478,0.812
regime,149,restricted,0.474,0.472
regime,149,full_group,0.474,0.43
regime,150,restricted,0.596,0.272
regime,150,full_group,0.652,0.228
regime,151,restricted,0.702,0.58
regime,151,full_group,0.73,0.566
regime,152,restricted,0.926,0.722
regime,152,full_group,0.91,0.692
regime,153,restricted,0.932,0.768
regime,153,full_group,0.926,0.736
regime,154,restricted,0.004,0.02
regime,154,full_group,0.02,0.096
regime,155,restricted,0.384,0.474
regime,155,full_group,0.386,0.43
regime,156,restricted,0.116,0.128
regime,156,full_group,0.108,0.138
regime,157,restricted,0.622,0.628
regime,157,full_group,0.568,0.546
regime,158,restricted,0.318,0.026
regime,158,full_group,0.346,0.03
regime,159,restricted,0.386,0.166
regime,159,full_group,0.388,0.14
regime,160,restricted,0.514,0.664
regime,160,full_group,0.518,0.798
regime,161,restricted,0.878,0.578
regime,161,full_group,0.862,0.398
regime,162,restricted,0.96,0.744
regime,162,full_group,0.97,0.776
regime,163,restricted,0.292,0.022
regime,163,full_group,0.34,0.064
regime,164,restricted,0.306,0.136
regime,164,full_group,0.32,0.132
regime,165,restricted,0.552,0.766
regime,165,full_group,0.582,0.832
regime,166,restricted,0.104,0.038
regime,166,full_group,0.116,0.066
regime,167,restricted,0.33,0.218
regime,167,full_group,0.372,0.21
regime,168,restricted,0.002,0.024
regime,168,full_group,0.006,0.026
regime,169,restricted,0.818,0.954
regime,169,full_group,0.804,0.956
regime,170,restricted,0.182,0.442
regime,170,full_group,0.16,0.442
regime,171,restricted,0.17,0.016
regime,171,full_group,0.156,0.072
regime,172,restricted,0.002,0.026
regime,172,full_group,0.016,0.042
regime,173,restricted,0.522,0.686
regime,173,full_group,0.56,0.744
regime,174,restricted,0.32,0.476
regime,174,full_group,0.3,0.524
regime,175,restricted,0.26,0.342
regime,175,full_group,0.27,0.454
regime,176,restricted,0.024,0.128
regime,176,full_group,0.04,0.142
regime,177,restricted,0.87,0.626
regime,177,full_group,0.88,0.568
regime,178,restricted,0.236,0.496
regime,178,full_group,0.244,0.47
regime,179,restricted,0.686,0.732
regime,179,full_group,0.69,0.7
regime,180,restricted,0.04,0.232
regime,180,full_group,0.064,0.246
regime,181,restricted,0.276,0.238
regime,181,full_group,0.264,0.204
regime,182,restricted,0.03,0.158
regime,182,full_group,0.028,0.142
regime,183,restricted,0.048,0.118
regime,183,full_group,0.056,0.184
regime,184,restricted,0.722,0.714
regime,184,full_group,0.7,0.682
regime,185,restricted,0.434,0.296
regime,185,full_group,0.378,0.314
regime,186,restricted,0.086,0.198
regime,186,full_group,0.118,0.204
regime,187,restricted,0.096,0.024
regime,187,full_group,0.118,0.048
regime,188,restricted,0.37,0.752
regime,188,full_group,0.36,0.772
regime,189,restricted,0.444,0.404
regime,189,full_group,0.476,0.32
regime,190,restricted,0.712,0.738
regime,190,full_group,0.702,0.822
regime,191,restricted,0.43,0.084
regime,191,full_group,0.442,0.07
regime,192,restricted,0.004,0.022
regime,192,full_group,0.008,0.02
regime,193,restricted,0.154,0.126
regime,193,full_group,0.168,0.156
regime,194,restricted,0.354,0.024
regime,194,full_group,0.348,0.086
regime,195,restricted,0.004,0.026
regime,195,full_group,0.004,0.028
regime,196,restricted,0.504,0.102
regime,196,full_group,0.528,0.032
regime,197,restricted,0.016,0.076
regime,197,full_group,0.024,0.152
regime,198,restricted,0.04,0.026
regime,198,full_group,0.042,0.024
regime,199,restricted,0.022,0.012
regime,199,full_group,0.03,0.018
regime,200,restricted,0.192,0.33
regime,200,full_group,0.214,0.308
regime,201,restricted,0.514,0.756
regime,201,full_group,0.506,0.834
regime,202,restricted,0.076,0.15
regime,202,full_group,0.082,0.116
regime,203,restricted,0.918,0.84
regime,203,full_group,0.922,0.804
regime,204,restricted,0.1,0.114
regime,204,full_group,0.118,0.166
regime,205,restricted,0.866,0.732
regime,205,full_group,0.88,0.79
regime,206,restricted,0.328,0.144
regime,206,full_group,0.31,0.138
regime,207,restricted,0.132,0.224
regime,207,full_group,0.146,0.354
regime,208,restricted,0.05,0.064
regime,208,full_group,0.05,0.014
regime,209,restricted,0.01,0.026
regime,209,full_group,0.02,0.064
regime,210,restricted,0.266,0.496
regime,210,full_group,0.274,0.436
regime,211,restricted,0.168,0.328
regime,211,full_group,0.174,0.416
regime,212,restricted,0.658,0.106
regime,212,full_group,0.638,0.16
regime,213,restricted,0.32,0.044
regime,213,full_group,0.306,0.074
regime,214,restricted,0.026,0.15
regime,214,full_group,0.03,0.222
regime,215,restricted,0.076,0.052
regime,215,full_group,0.106,0.066
regime,216,restricted,0.67,0.43
regime,216,full_group,0.714,0.552
regime,217,restricted,0.958,0.384
regime,217,full_group,0.936,0.456
regime,218,restricted,0.02,0.102
regime,218,full_group,0.046,0.168
regime,219,restricted,0.49,0.154
regime,219,full_group,0.554,0.278
regime,220,restricted,0.346,0.44
regime,220,full_group,0.376,0.506
regime,221,restricted,0.958,0.772
regime,221,full_group,0.944,0.822
regime,222,restricted,0.186,0.016
regime,222,full_group,0.202,0.024
regime,223,restricted,0.622,0.824
regime,223,full_group,0.668,0.768
regime,224,restricted,0.384,0.456
regime,224,full_group,0.412,0.35
regime,225,restricted,0.11,0.102
regime,225,full_group,0.148,0.094
regime,226,restricted,0.066,0.296
regime,226,full_group,0.116,0.452
regime,227,restricted,0.324,0.132
regime,227,full_group,0.368,0.322
regime,228,restricted,0.386,0.076
regime,228,full_group,0.358,0.09
regime,229,restricted,0.086,0.282
regime,229,full_group,0.096,0.26
regime,230,restricted,0.796,0.596
regime,230,full_group,0.824,0.672
regime,231,restricted,0.142,0.316
regime,231,full_group,0.176,0.328
regime,232,restricted,0.174,0.382
regime,232,full_group,0.208,0.402
regime,233,restricted,0.518,0.74
regime,233,full_group,0.528,0.802
regime,234,restricted,0.61,0.504
regime,234,full_group,0.602,0.53
regime,235,restricted,0.75,0.648
regime,235,full_group,0.762,0.628
regime,236,restricted,0.22,0.058
regime,236,full_group,0.182,0.15
regime,237,restricted,0.016,0.026
regime,237,full_group,0.03,0.086
regime,238,restricted,0.626,0.098
regime,238,full_group,0.618,0.06
regime,239,restricted,0.054,0.194
regime,239,full_group,0.068,0.2
regime,240,restricted,0.088,0.198
regime,240,full_group,0.078,0.198
regime,241,restricted,0.59,0.568
regime,241,full_group,0.61,0.524
regime,242,restricted,0.11,0.306
regime,242,full_group,0.142,0.372
regime,243,restricted,0.516,0.462
regime,243,full_group,0.488,0.452
regime,244,restricted,0.6,0.61
regime,244,full_group,0.624,0.526
regime,245,restricted,0.19,0.172
regime,245,full_group,0.186,0.178
regime,246,restricted,0.068,0.16
regime,246,full_group,0.1,0.252
regime,247,restricted,0.284,0.522
regime,247,full_group,0.334,0.402
regime,248,restricted,0.728,0.456
regime,248,full_group,0.764,0.474
regime,249,restricted,0.108,0.242
regime,249,full_group,0.142,0.314
regime,250,restricted,0.806,0.762
regime,250,full_group,0.848,0.804
regime,251,restricted,0.314,0.388
regime,251,full_group,0.318,0.346
regime,252,restricted,0.682,0.226
regime,252,full_group,0.698,0.394
regime,253,restricted,0.462,0.75
regime,253,full_group,0.482,0.714
regime,254,restricted,0.534,0.442
regime,254,full_group,0.532,0.554
regime,255,restricted,0.002,0.024
regime,255,full_group,0.012,0.044
regime,256,restricted,0.374,0.282
regime,256,full_group,0.412,0.24
regime,257,restricted,0.002,0.026
regime,257,full_group,0.002,0.02
regime,258,restricted,0.024,0.022
regime,258,full_group,0.03,0.036
regime,259,restricted,0.42,0.174
regime,259,full_group,0.438,0.27
regime,260,restricted,0.858,0.542
regime,260,full_group,0.868,0.692
regime,261,restricted,0.13,0.11
regime,261,full_group,0.17,0.114
regime,262,restricted,0.958,0.662
regime,262,full_group,0.958,0.688
regime,263,restricted,0.04,0.148
regime,263,full_group,0.056,0.156
regime,264,restricted,0.186,0.272
regime,264,full_group,0.2,0.234
regime,265,restricted,0.514,0.83
regime,265,full_group,0.56,0.86
regime,266,restricted,0.44,0.602
regime,266,full_group,0.444,0.554
regime,267,restricted,0.45,0.32
regime,267,full_group,0.472,0.408
regime,268,restricted,0.338,0.656
regime,268,full_group,0.404,0.81
regime,269,restricted,0.384,0.124
regime,269,full_group,0.408,0.072
regime,270,restricted,0.762,0.616
regime,270,full_group,0.782,0.672
regime,271,restricted,0.104,0.302
regime,271,full_group,0.116,0.404
regime,272,restricted,0.228,0.574
regime,272,full_group,0.216,0.626
regime,273,restricted,0.724,0.296
regime,273,full_group,0.702,0.404
regime,274,restricted,0.534,0.454
regime,274,full_group,0.64,0.594
regime,275,restricted,0.536,0.83
regime,275,full_group,0.526,0.822
regime,276,restricted,0.388,0.206
regime,276,full_group,0.388,0.24
regime,277,restricted,0.348,0.272
regime,277,full_group,0.384,0.272
regime,278,restricted,0.242,0.1
regime,278,full_group,0.29,0.112
regime,279,restricted,0.42,0.174
regime,279,full_group,0.446,0.174
regime,280,restricted,0.146,0.4
regime,280,full_group,0.146,0.394
regime,281,restricted,0.14,0.362
regime,281,full_group,0.138,0.444
regime,282,restricted,0.742,0.446
regime,282,full_group,0.72,0.408
regime,283,restricted,0.202,0.114
regime,283,full_group,0.2,0.166
regime,284,restricted,0.434,0.774
regime,284,full_group,0.514,0.792
regime,285,restricted,0.702,0.292
regime,285,full_group,0.696,0.286
regime,286,restricted,0.806,0.238
regime,286,full_group,0.744,0.276
regime,287,restricted,0.224,0.098
regime,287,full_group,0.238,0.098
regime,288,restricted,0.444,0.02
regime,288,full_group,0.39,0.02
regime,289,restricted,0.62,0.832
regime,289,full_group,0.626,0.828
regime,290,restricted,0.006,0.028
regime,290,full_group,0.008,0.05
regime,291,restricted,0.064,0.116
regime,291,full_group,0.056,0.154
regime,292,restricted,0.836,0.884
regime,292,full_group,0.808,0.88
regime,293,restricted,0.004,0.02
regime,293,full_group,0.006,0.022
regime,294,restricted,0.982,0.756
regime,294,full_group,0.98,0.854
regime,295,restricted,0.124,0.19
regime,295,full_group,0.132,0.272
regime,296,restricted,0.034,0.126
regime,296,full_group,0.04,0.142
regime,297,restricted,0.636,0.412
regime,297,full_group,0.692,0.488
regime,298,restricted,0.442,0.274
regime,298,full_group,0.484,0.236
regime,299,restricted,0.718,0.104
regime,299,full_group,0.76,0.258
regime,300,restricted,0.572,0.832
regime,300,full_group,0.564,0.852
regime,301,restricted,0.584,0.432
regime,301,full_group,0.564,0.466
regime,302,restricted,0.5,0.556
regime,302,full_group,0.582,0.594
regime,303,restricted,0.104,0.252
regime,303,full_group,0.122,0.378
regime,304,restricted,0.25,0.086
regime,304,full_group,0.248,0.136
regime,305,restricted,0.132,0.412
regime,305,full_group,0.136,0.404
regime,306,restricted,0.834,0.744
regime,306,full_group,0.824,0.664
regime,307,restricted,0.018,0.022
regime,307,full_group,0.046,0.122
regime,308,restricted,0.018,0.042
regime,308,full_group,0.046,0.134
regime,309,restricted,0.084,0.02
regime,309,full_group,0.09,0.134
regime,310,restricted,0.194,0.256
regime,310,full_group,0.206,0.238
regime,311,restricted,0.784,0.266
