kind,rep,scheme,p_maxT,p_minP
stationary,384,full_group,0.476,0.822
stationary,385,restricted,0.214,0.458
stationary,385,full_group,0.228,0.544
stationary,386,restricted,0.012,0.062
stationary,386,full_group,0.012,0.102
stationary,387,restricted,0.542,0.812
stationary,387,full_group,0.576,0.66
stationary,388,restricted,0.458,0.276
stationary,388,full_group,0.49,0.266
stationary,389,restricted,0.202,0.516
stationary,389,full_group,0.238,0.532
stationary,390,restricted,0.962,0.94
stationary,390,full_group,0.974,0.968
stationary,391,restricted,0.964,0.84
stationary,391,full_group,0.958,0.786
stationary,392,restricted,0.688,0.832
stationary,392,full_group,0.646,0.766
stationary,393,restricted,0.872,0.884
stationary,393,full_group,0.878,0.898
stationary,394,restricted,0.79,0.966
stationary,394,full_group,0.722,0.926
stationary,395,restricted,0.476,0.418
stationary,395,full_group,0.444,0.358
stationary,396,restricted,0.38,0.27
stationary,396,full_group,0.344,0.248
stationary,397,restricted,0.806,0.796
stationary,397,full_group,0.81,0.792
stationary,398,restricted,0.696,0.934
stationary,398,full_group,0.674,0.94
stationary,399,restricted,0.27,0.498
stationary,399,full_group,0.268,0.564
shared_volatility,0,restricted,0.956,0.978
shared_volatility,0,full_group,0.96,0.984
shared_volatility,1,restricted,0.07,0.08
shared_volatility,1,full_group,0.108,0.082
shared_volatility,2,restricted,0.122,0.198
shared_volatility,2,full_group,0.15,0.198
shared_volatility,3,restricted,0.062,0.202
shared_volatility,3,full_group,0.066,0.284
shared_volatility,4,restricted,0.488,0.178
shared_volatility,4,full_group,0.514,0.208
shared_volatility,5,restricted,0.018,0.082
shared_volatility,5,full_group,0.028,0.22
shared_volatility,6,restricted,0.266,0.102
shared_volatility,6,full_group,0.282,0.13
shared_volatility,7,restricted,0.076,0.03
shared_volatility,7,full_group,0.066,0.054
shared_volatility,8,restricted,0.882,0.42
shared_volatility,8,full_group,0.872,0.494
shared_volatility,9,restricted,0.552,0.734
shared_volatility,9,full_group,0.56,0.736
shared_volatility,10,restricted,0.002,0.024
shared_volatility,10,full_group,0.004,0.02
shared_volatility,11,restricted,0.374,0.08
shared_volatility,11,full_group,0.366,0.176
shared_volatility,12,restricted,0.142,0.346
shared_volatility,12,full_group,0.114,0.244
shared_volatility,13,restricted,0.146,0.374
shared_volatility,13,full_group,0.164,0.406
shared_volatility,14,restricted,0.224,0.274
shared_volatility,14,full_group,0.21,0.166
shared_volatility,15,restricted,0.004,0.016
shared_volatility,15,full_group,0.03,0.03
shared_volatility,16,restricted,0.006,0.024
shared_volatility,16,full_group,0.014,0.05
shared_volatility,17,restricted,0.358,0.172
shared_volatility,17,full_group,0.358,0.156
shared_volatility,18,restricted,0.088,0.248
shared_volatility,18,full_group,0.104,0.316
shared_volatility,19,restricted,0.322,0.632
shared_volatility,19,full_group,0.322,0.576
shared_volatility,20,restricted,0.122,0.112
shared_volatility,20,full_group,0.188,0.186
shared_volatility,21,restricted,0.658,0.712
shared_volatility,21,full_group,0.644,0.638
shared_volatility,22,restricted,0.074,0.074
shared_volatility,22,full_group,0.082,0.188
shared_volatility,23,restricted,0.858,0.672
shared_volatility,23,full_group,0.836,0.754
shared_volatility,24,restricted,0.454,0.102
shared_volatility,24,full_group,0.424,0.122
shared_volatility,25,restricted,0.842,0.998
shared_volatility,25,full_group,0.854,0.992
shared_volatility,26,restricted,0.5,0.02
shared_volatility,26,full_group,0.522,0.056
shared_volatility,27,restricted,0.31,0.306
shared_volatility,27,full_group,0.35,0.262
shared_volatility,28,restricted,0.124,0.054
shared_volatility,28,full_group,0.16,0.068
shared_volatility,29,restricted,0.224,0.098
shared_volatility,29,full_group,0.232,0.066
shared_volatility,30,restricted,0.456,0.022
shared_volatility,30,full_group,0.454,0.018
shared_volatility,31,restricted,0.082,0.262
shared_volatility,31,full_group,0.11,0.314
shared_volatility,32,restricted,0.472,0.47
shared_volatility,32,full_group,0.486,0.412
shared_volatility,33,restricted,0.508,0.374
shared_volatility,33,full_group,0.556,0.326
shared_volatility,34,restricted,0.71,0.702
shared_volatility,34,full_group,0.706,0.714
shared_volatility,35,restricted,0.216,0.404
shared_volatility,35,full_group,0.2,0.372
shared_volatility,36,restricted,0.082,0.028
shared_volatility,36,full_group,0.074,0.07
shared_volatility,37,restricted,0.336,0.518
shared_volatility,37,full_group,0.326,0.496
shared_volatility,38,restricted,0.368,0.166
shared_volatility,38,full_group,0.3,0.154
shared_volatility,39,restricted,0.478,0.684
shared_volatility,39,full_group,0.448,0.734
shared_volatility,40,restricted,0.314,0.448
shared_volatility,40,full_group,0.388,0.53
shared_volatility,41,restricted,0.15,0.322
shared_volatility,41,full_group,0.206,0.33
shared_volatility,42,restricted,0.828,0.472
shared_volatility,42,full_group,0.84,0.402
shared_volatility,43,restricted,0.744,0.828
shared_volatility,43,full_group,0.698,0.7
shared_volatility,44,restricted,0.234,0.568
shared_volatility,44,full_group,0.256,0.458
shared_volatility,45,restricted,0.096,0.216
shared_volatility,45,full_group,0.134,0.332
shared_volatility,46,restricted,0.688,0.366
shared_volatility,46,full_group,0.666,0.224
shared_volatility,47,restricted,0.804,0.142
shared_volatility,47,full_group,0.796,0.132
shared_volatility,48,restricted,0.188,0.472
shared_volatility,48,full_group,0.254,0.568
shared_volatility,49,restricted,0.208,0.508
shared_volatility,49,full_group,0.224,0.482
shared_volatility,50,restricted,0.022,0.044
shared_volatility,50,full_group,0.018,0.056
shared_volatility,51,restricted,0.628,0.354
shared_volatility,51,full_group,0.636,0.386
shared_volatility,52,restricted,0.776,0.326
shared_volatility,52,full_group,0.794,0.292
shared_volatility,53,restricted,0.546,0.092
shared_volatility,53,full_group,0.522,0.092
shared_volatility,54,restricted,0.798,0.612
shared_volatility,54,full_group,0.802,0.622
shared_volatility,55,restricted,0.48,0.76
shared_volatility,55,full_group,0.524,0.796
shared_volatility,56,restricted,0.764,0.014
shared_volatility,56,full_group,0.788,0.066
shared_volatility,57,restricted,0.048,0.156
shared_volatility,57,full_group,0.082,0.136
shared_volatility,58,restricted,0.706,0.432
shared_volatility,58,full_group,0.686,0.472
shared_volatility,59,restricted,0.72,0.732
shared_volatility,59,full_group,0.706,0.708
shared_volatility,60,restricted,0.064,0.212
shared_volatility,60,full_group,0.084,0.3
shared_volatility,61,restricted,0.248,0.244
shared_volatility,61,full_group,0.232,0.226
shared_volatility,62,restricted,0.568,0.804
shared_volatility,62,full_group,0.552,0.75
shared_volatility,63,restricted,0.016,0.018
shared_volatility,63,full_group,0.03,0.1
shared_volatility,64,restricted,0.94,0.766
shared_volatility,64,full_group,0.966,0.764
shared_volatility,65,restricted,0.016,0.104
shared_volatility,65,full_group,0.008,0.068
shared_volatility,66,restricted,0.358,0.27
shared_volatility,66,full_group,0.402,0.23
shared_volatility,67,restricted,0.526,0.402
shared_volatility,67,full_group,0.512,0.306
shared_volatility,68,restricted,0.268,0.572
shared_volatility,68,full_group,0.286,0.586
shared_volatility,69,restricted,0.414,0.6
shared_volatility,69,full_group,0.424,0.572
shared_volatility,70,restricted,0.258,0.528
shared_volatility,70,full_group,0.258,0.572
shared_volatility,71,restricted,0.43,0.662
shared_volatility,71,full_group,0.47,0.652
shared_volatility,72,restricted,0.76,0.7
shared_volatility,72,full_group,0.828,0.746
shared_volatility,73,restricted,0.534,0.164
shared_volatility,73,full_group,0.604,0.2
shared_volatility,74,restricted,0.278,0.376
shared_volatility,74,full_group,0.3,0.364
shared_volatility,75,restricted,0.262,0.162
shared_volatility,75,full_group,0.268,0.16
shared_volatility,76,restricted,0.182,0.406
shared_volatility,76,full_group,0.18,0.468
shared_volatility,77,restricted,0.208,0.412
shared_volatility,77,full_group,0.212,0.4
shared_volatility,78,restricted,0.018,0.014
shared_volatility,78,full_group,0.036,0.026
shared_volatility,79,restricted,0.166,0.052
shared_volatility,79,full_group,0.17,0.102
shared_volatility,80,restricted,0.038,0.128
shared_volatility,80,full_group,0.056,0.148
shared_volatility,81,restricted,0.082,0.246
shared_volatility,81,full_group,0.084,0.284
shared_volatility,82,restricted,0.404,0.538
shared_volatility,82,full_group,0.418,0.478
shared_volatility,83,restricted,0.012,0.014
shared_volatility,83,full_group,0.016,0.054
shared_volatility,84,restricted,0.554,0.634
shared_volatility,84,full_group,0.586,0.68
shared_volatility,85,restricted,0.248,0.298
shared_volatility,85,full_group,0.244,0.252
shared_volatility,86,restricted,0.192,0.096
shared_volatility,86,full_group,0.2,0.224
shared_volatility,87,restricted,0.466,0.192
shared_volatility,87,full_group,0.466,0.152
shared_volatility,88,restricted,0.462,0.802
shared_volatility,88,full_group,0.474,0.87
shared_volatility,89,restricted,0.644,0.676
shared_volatility,89,full_group,0.728,0.646
shared_volatility,90,restricted,0.072,0.136
shared_volatility,90,full_group,0.094,0.186
shared_volatility,91,restricted,0.606,0.844
shared_volatility,91,full_group,0.672,0.866
shared_volatility,92,restricted,0.904,0.558
shared_volatility,92,full_group,0.954,0.69
shared_volatility,93,restricted,0.106,0.02
shared_volatility,93,full_group,0.088,0.026
shared_volatility,94,restricted,0.152,0.452
shared_volatility,94,full_group,0.17,0.446
shared_volatility,95,restricted,0.848,0.898
shared_volatility,95,full_group,0.84,0.888
shared_volatility,96,restricted,0.964,0.302
shared_volatility,96,full_group,0.968,0.38
shared_volatility,97,restricted,0.91,1.0
shared_volatility,97,full_group,0.9,0.998
shared_volatility,98,restricted,0.276,0.188
shared_volatility,98,full_group,0.246,0.096
shared_volatility,99,restricted,0.936,0.424
shared_volatility,99,full_group,0.934,0.526
shared_volatility,100,restricted,0.744,0.874
shared_volatility,100,full_group,0.706,0.84
shared_volatility,101,restricted,0.724,0.024
shared_volatility,101,full_group,0.676,0.186
shared_volatility,102,restricted,0.78,0.35
shared_volatility,102,full_group,0.84,0.406
shared_volatility,103,restricted,0.652,0.872
shared_volatility,103,full_group,0.638,0.866
shared_volatility,104,restricted,0.17,0.028
shared_volatility,104,full_group,0.148,0.02
shared_volatility,105,restricted,0.588,0.198
shared_volatility,105,full_group,0.54,0.18
shared_volatility,106,restricted,0.756,0.938
shared_volatility,106,full_group,0.734,0.904
shared_volatility,107,restricted,0.194,0.032
shared_volatility,107,full_group,0.192,0.152
shared_volatility,108,restricted,0.29,0.524
shared_volatility,108,full_group,0.342,0.594
shared_volatility,109,restricted,0.19,0.4
shared_volatility,109,full_group,0.202,0.4
shared_volatility,110,restricted,0.398,0.704
shared_volatility,110,full_group,0.422,0.73
shared_volatility,111,restricted,0.08,0.176
shared_volatility,111,full_group,0.12,0.306
shared_volatility,112,restricted,0.468,0.444
shared_volatility,112,full_group,0.496,0.39
shared_volatility,113,restricted,0.054,0.058
shared_volatility,113,full_group,0.064,0.108
shared_volatility,114,restricted,0.126,0.42
shared_volatility,114,full_group,0.134,0.282
shared_volatility,115,restricted,0.65,0.79
shared_volatility,115,full_group,0.682,0.824
shared_volatility,116,restricted,0.358,0.22
shared_volatility,116,full_group,0.358,0.254
shared_volatility,117,restricted,0.012,0.018
shared_volatility,117,full_group,0.03,0.092
shared_volatility,118,restricted,0.876,0.642
shared_volatility,118,full_group,0.888,0.446
shared_volatility,119,restricted,0.16,0.452
shared_volatility,119,full_group,0.142,0.426
shared_volatility,120,restricted,0.384,0.662
shared_volatility,120,full_group,0.438,0.714
shared_volatility,121,restricted,0.264,0.512
shared_volatility,121,full_group,0.318,0.476
shared_volatility,122,restricted,0.452,0.704
shared_volatility,122,full_group,0.482,0.724
shared_volatility,123,restricted,0.614,0.206
shared_volatility,123,full_group,0.614,0.21
shared_volatility,124,restricted,0.328,0.094
shared_volatility,124,full_group,0.336,0.102
shared_volatility,125,restricted,0.158,0.41
shared_volatility,125,full_group,0.146,0.388
shared_volatility,126,restricted,0.762,0.266
shared_volatility,126,full_group,0.802,0.302
shared_volatility,127,restricted,0.5,0.05
shared_volatility,127,full_group,0.51,0.116
shared_volatility,128,restricted,0.384,0.344
shared_volatility,128,full_group,0.354,0.29
shared_volatility,129,restricted,0.578,0.454
shared_volatility,129,full_group,0.584,0.5
shared_volatility,130,restricted,0.702,0.242
shared_volatility,130,full_group,0.64,0.148
shared_volatility,131,restricted,0.15,0.068
shared_volatility,131,full_group,0.174,0.19
shared_volatility,132,restricted,0.214,0.062
shared_volatility,132,full_group,0.236,0.142
shared_volatility,133,restricted,0.518,0.09
shared_volatility,133,full_group,0.618,0.188
shared_volatility,134,restricted,0.72,0.352
shared_volatility,134,full_group,0.78,0.298
shared_volatility,135,restricted,0.634,0.814
shared_volatility,135,full_group,0.63,0.81
shared_volatility,136,restricted,0.418,0.348
shared_volatility,136,full_group,0.48,0.366
shared_volatility,137,restricted,0.042,0.022
shared_volatility,137,full_group,0.056,0.024
shared_volatility,138,restricted,0.234,0.172
shared_volatility,138,full_group,0.274,0.168
shared_volatility,139,restricted,0.894,0.908
shared_volatility,139,full_group,0.884,0.922
shared_volatility,140,restricted,0.166,0.16
shared_volatility,140,full_group,0.222,0.096
shared_volatility,141,restricted,0.002,0.028
shared_volatility,141,full_group,0.004,0.05
shared_volatility,142,restricted,0.556,0.142
shared_volatility,142,full_group,0.54,0.24
shared_volatility,143,restricted,0.702,0.074
shared_volatility,143,full_group,0.702,0.144
shared_volatility,144,restricted,0.242,0.028
shared_volatility,144,full_group,0.258,0.048
shared_volatility,145,restricted,0.302,0.486
shared_volatility,145,full_group,0.306,0.348
shared_volatility,146,restricted,0.442,0.52
shared_volatility,146,full_group,0.442,0.514
shared_volatility,147,restricted,0.604,0.056
shared_volatility,147,full_group,0.618,0.052
shared_volatility,148,restricted,0.79,0.27
shared_volatility,148,full_group,0.81,0.428
shared_volatility,149,restricted,0.006,0.02
shared_volatility,149,full_group,0.014,0.072
shared_volatility,150,restricted,0.584,0.508
shared_volatility,150,full_group,0.61,0.496
shared_volatility,151,restricted,0.002,0.024
shared_volatility,151,full_group,0.004,0.042
shared_volatility,152,restricted,0.106,0.434
shared_volatility,152,full_group,0.124,0.364
shared_volatility,153,restricted,0.33,0.756
shared_volatility,153,full_group,0.358,0.738
shared_volatility,154,restricted,0.128,0.148
shared_volatility,154,full_group,0.146,0.094
shared_volatility,155,restricted,0.022,0.114
shared_volatility,155,full_group,0.044,0.116
shared_volatility,156,restricted,0.104,0.048
shared_volatility,156,full_group,0.12,0.072
shared_volatility,157,restricted,0.29,0.178
shared_volatility,157,full_group,0.294,0.09
shared_volatility,158,restricted,0.374,0.06
shared_volatility,158,full_group,0.432,0.092
shared_volatility,159,restricted,0.13,0.14
shared_volatility,159,full_group,0.144,0.15
shared_volatility,160,restricted,0.446,0.322
shared_volatility,160,full_group,0.51,0.346
shared_volatility,161,restricted,0.406,0.516
shared_volatility,161,full_group,0.436,0.484
shared_volatility,162,restricted,0.974,0.972
shared_volatility,162,full_group,0.974,0.972
shared_volatility,163,restricted,0.91,0.88
shared_volatility,163,full_group,0.934,0.87
shared_volatility,164,restricted,0.146,0.288
shared_volatility,164,full_group,0.13,0.368
shared_volatility,165,restricted,0.34,0.03
shared_volatility,165,full_group,0.352,0.052
shared_volatility,166,restricted,0.304,0.566
shared_volatility,166,full_group,0.276,0.546
shared_volatility,167,restricted,0.31,0.53
shared_volatility,167,full_group,0.328,0.478
shared_volatility,168,restricted,0.63,0.556
shared_volatility,168,full_group,0.63,0.548
shared_volatility,169,restricted,0.858,0.534
shared_volatility,169,full_group,0.88,0.444
shared_volatility,170,restricted,0.584,0.664
shared_volatility,170,full_group,0.65,0.676
shared_volatility,171,restricted,0.18,0.178
shared_volatility,171,full_group,0.208,0.142
shared_volatility,172,restricted,0.522,0.128
shared_volatility,172,full_group,0.536,0.16
shared_volatility,173,restricted,0.654,0.546
shared_volatility,173,full_group,0.718,0.674
shared_volatility,174,restricted,0.1,0.138
shared_volatility,174,full_group,0.098,0.088
shared_volatility,175,restricted,0.784,0.738
shared_volatility,175,full_group,0.754,0.724
shared_volatility,176,restricted,0.024,0.028
shared_volatility,176,full_group,0.042,0.022
shared_volatility,177,restricted,0.052,0.168
shared_volatility,177,full_group,0.064,0.148
shared_volatility,178,restricted,0.1,0.084
shared_volatility,178,full_group,0.086,0.07
shared_volatility,179,restricted,0.946,0.598
shared_volatility,179,full_group,0.93,0.566
shared_volatility,180,restricted,0.514,0.388
shared_volatility,180,full_group,0.552,0.414
shared_volatility,181,restricted,0.166,0.07
shared_volatility,181,full_group,0.218,0.058
shared_volatility,182,restricted,0.212,0.474
shared_volatility,182,full_group,0.242,0.332
shared_volatility,183,restricted,0.934,0.966
shared_volatility,183,full_group,0.934,0.92
shared_volatility,184,restricted,0.386,0.59
shared_volatility,184,full_group,0.41,0.618
shared_volatility,185,restricted,0.928,0.412
shared_volatility,185,full_group,0.924,0.5
shared_volatility,186,restricted,0.512,0.52
shared_volatility,186,full_group,0.544,0.612
shared_volatility,187,restricted,0.024,0.074
shared_volatility,187,full_group,0.052,0.136
shared_volatility,188,restricted,0.002,0.022
shared_volatility,188,full_group,0.002,0.024
shared_volatility,189,restricted,0.526,0.134
shared_volatility,189,full_group,0.524,0.178
shared_volatility,190,restricted,0.85,0.958
shared_volatility,190,full_group,0.85,0.958
shared_volatility,191,restricted,0.058,0.138
shared_volatility,191,full_group,0.082,0.17
shared_volatility,192,restricted,0.824,0.702
shared_volatility,192,full_group,0.864,0.7
shared_volatility,193,restricted,0.414,0.816
shared_volatility,193,full_group,0.436,0.788
shared_volatility,194,restricted,0.738,0.328
shared_volatility,194,full_group,0.74,0.4
shared_volatility,195,restricted,0.26,0.026
shared_volatility,195,full_group,0.292,0.022
shared_volatility,196,restricted,0.084,0.024
shared_volatility,196,full_group,0.108,0.082
shared_volatility,197,restricted,0.258,0.302
shared_volatility,197,full_group,0.204,0.356
shared_volatility,198,restricted,0.392,0.704
shared_volatility,198,full_group,0.41,0.784
shared_volatility,199,restricted,0.224,0.558
shared_volatility,199,full_group,0.3,0.666
shared_volatility,200,restricted,0.108,0.318
shared_volatility,200,full_group,0.104,0.238
shared_volatility,201,restricted,0.582,0.896
shared_volatility,201,full_group,0.636,0.956
shared_volatility,202,restricted,0.966,0.25
shared_volatility,202,full_group,0.966,0.402
shared_volatility,203,restricted,0.472,0.768
shared_volatility,203,full_group,0.498,0.834
shared_volatility,204,restricted,0.008,0.02
shared_volatility,204,full_group,0.032,0.024
shared_volatility,205,restricted,0.278,0.51
shared_volatility,205,full_group,0.274,0.498
shared_volatility,206,restricted,0.556,0.756
shared_volatility,206,full_group,0.528,0.784
shared_volatility,207,restricted,0.94,0.774
shared_volatility,207,full_group,0.936,0.848
shared_volatility,208,restricted,0.384,0.026
shared_volatility,208,full_group,0.404,0.07
shared_volatility,209,restricted,0.162,0.446
shared_volatility,209,full_group,0.208,0.392
shared_volatility,210,restricted,0.808,0.746
shared_volatility,210,full_group,0.848,0.712
shared_volatility,211,restricted,0.046,0.142
shared_volatility,211,full_group,0.086,0.25
shared_volatility,212,restricted,0.026,0.106
shared_volatility,212,full_group,0.038,0.17
shared_volatility,213,restricted,0.872,0.956
shared_volatility,213,full_group,0.9,0.962
shared_volatility,214,restricted,0.002,0.026
shared_volatility,214,full_group,0.014,0.1
shared_volatility,215,restricted,0.132,0.036
shared_volatility,215,full_group,0.164,0.05
shared_volatility,216,restricted,0.64,0.598
shared_volatility,216,full_group,0.626,0.632
shared_volatility,217,restricted,0.276,0.212
shared_volatility,217,full_group,0.352,0.366
shared_volatility,218,restricted,0.048,0.028
shared_volatility,218,full_group,0.052,0.032
shared_volatility,219,restricted,0.41,0.026
shared_volatility,219,full_group,0.462,0.146
shared_volatility,220,restricted,0.994,0.804
shared_volatility,220,full_group,0.988,0.792
shared_volatility,221,restricted,0.314,0.57
shared_volatility,221,full_group,0.388,0.662
shared_volatility,222,restricted,0.088,0.288
shared_volatility,222,full_group,0.11,0.316
shared_volatility,223,restricted,0.05,0.16
shared_volatility,223,full_group,0.062,0.15
shared_volatility,224,restricted,0.214,0.426
shared_volatility,224,full_group,0.244,0.606
shared_volatility,225,restricted,0.578,0.114
shared_volatility,225,full_group,0.58,0.158
shared_volatility,226,restricted,0.162,0.07
shared_volatility,226,full_group,0.144,0.05
shared_volatility,227,restricted,0.674,0.086
shared_volatility,227,full_group,0.632,0.204
shared_volatility,228,restricted,0.252,0.072
shared_volatility,228,full_group,0.28,0.064
shared_volatility,229,restricted,0.308,0.262
shared_volatility,229,full_group,0.334,0.234
shared_volatility,230,restricted,0.058,0.206
shared_volatility,230,full_group,0.072,0.144
shared_volatility,231,restricted,0.658,0.162
shared_volatility,231,full_group,0.644,0.228
shared_volatility,232,restricted,0.594,0.388
shared_volatility,232,full_group,0.608,0.514
shared_volatility,233,restricted,0.284,0.046
shared_volatility,233,full_group,0.278,0.026
shared_volatility,234,restricted,0.374,0.238
shared_volatility,234,full_group,0.378,0.248
shared_volatility,235,restricted,0.246,0.398
shared_volatility,235,full_group,0.246,0.49
shared_volatility,236,restricted,0.158,0.18
shared_volatility,236,full_group,0.204,0.206
shared_volatility,237,restricted,0.158,0.328
shared_volatility,237,full_group,0.202,0.382
shared_volatility,238,restricted,0.59,0.658
shared_volatility,238,full_group,0.624,0.77
shared_volatility,239,restricted,0.294,0.364
shared_volatility,239,full_group,0.336,0.402
shared_volatility,240,restricted,0.552,0.534
shared_volatility,240,full_group,0.592,0.49
shared_volatility,241,restricted,0.624,0.83
shared_volatility,241,full_group,0.616,0.78
shared_volatility,242,restricted,0.652,0.104
shared_volatility,242,full_group,0.616,0.264
shared_volatility,243,restricted,0.25,0.262
shared_volatility,243,full_group,0.254,0.152
shared_volatility,244,restricted,0.22,0.016
shared_volatility,244,full_group,0.236,0.028
shared_volatility,245,restricted,0.404,0.184
shared_volatility,245,full_group,0.456,0.386
shared_volatility,246,restricted,0.43,0.288
shared_volatility,246,full_group,0.436,0.356
shared_volatility,247,restricted,0.002,0.024
shared_volatility,247,full_group,0.012,0.052
shared_volatility,248,restricted,0.152,0.156
shared_volatility,248,full_group,0.168,0.288
shared_volatility,249,restricted,0.022,0.07
shared_volatility,249,full_group,0.032,0.078
shared_volatility,250,restricted,0.164,0.422
shared_volatility,250,full_group,0.174,0.328
shared_volatility,251,restricted,0.038,0.064
shared_volatility,251,full_group,0.042,0.048
shared_volatility,252,restricted,0.072,0.128
shared_volatility,252,full_group,0.08,0.156
shared_volatility,253,restricted,0.298,0.436
shared_volatility,253,full_group,0.328,0.456
shared_volatility,254,restricted,0.554,0.616
shared_volatility,254,full_group,0.568,0.552
shared_volatility,255,restricted,0.646,0.496
shared_volatility,255,full_group,0.64,0.506
shared_volatility,256,restricted,0.03,0.022
shared_volatility,256,full_group,0.026,0.024
shared_volatility,257,restricted,0.282,0.496
shared_volatility,257,full_group,0.292,0.452
shared_volatility,258,restricted,0.044,0.022
shared_volatility,258,full_group,0.078,0.076
shared_volatility,259,restricted,0.28,0.214
shared_volatility,259,full_group,0.294,0.234
shared_volatility,260,restricted,0.8,0.82
shared_volatility,260,full_group,0.794,0.814
shared_volatility,261,restricted,0.012,0.048
shared_volatility,261,full_group,0.014,0.038
shared_volatility,262,restricted,0.246,0.244
shared_volatility,262,full_group,0.306,0.3
shared_volatility,263,restricted,0.18,0.024
shared_volatility,263,full_group,0.216,0.05
shared_volatility,264,restricted,0.132,0.272
shared_volatility,264,full_group,0.132,0.398
shared_volatility,265,restricted,0.64,0.25
shared_volatility,265,full_group,0.666,0.26
shared_volatility,266,restricted,0.98,0.81
shared_volatility,266,full_group,0.978,0.736
shared_volatility,267,restricted,0.33,0.184
shared_volatility,267,full_group,0.382,0.322
shared_volatility,268,restricted,0.1,0.188
shared_volatility,268,full_group,0.108,0.24
shared_volatility,269,restricted,0.002,0.03
shared_volatility,269,full_group,0.006,0.076
shared_volatility,270,restricted,0.63,0.306
shared_volatility,270,full_group,0.686,0.39
shared_volatility,271,restricted,0.632,0.474
shared_volatility,271,full_group,0.626,0.42
shared_volatility,272,restricted,0.388,0.736
shared_volatility,272,full_group,0.38,0.69
shared_volatility,273,restricted,0.414,0.436
shared_volatility,273,full_group,0.42,0.492
shared_volatility,274,restricted,0.852,0.552
shared_volatility,274,full_group,0.88,0.658
shared_volatility,275,restricted,0.45,0.378
shared_volatility,275,full_group,0.42,0.302
shared_volatility,276,restricted,0.274,0.022
shared_volatility,276,full_group,0.326,0.02
shared_volatility,277,restricted,0.344,0.794
shared_volatility,277,full_group,0.346,0.766
shared_volatility,278,restricted,0.328,0.448
shared_volatility,278,full_group,0.326,0.464
shared_volatility,279,restricted,0.452,0.028
shared_volatility,279,full_group,0.452,0.132
shared_volatility,280,restricted,0.392,0.18
shared_volatility,280,full_group,0.376,0.156
shared_volatility,281,restricted,0.428,0.028
shared_volatility,281,full_group,0.394,0.056
shared_volatility,282,restricted,0.516,0.25
shared_volatility,282,full_group,0.506,0.314
shared_volatility,283,restricted,0.186,0.02
shared_volatility,283,full_group,0.168,0.024
shared_volatility,284,restricted,0.262,0.582
shared_volatility,284,full_group,0.242,0.532
shared_volatility,285,restricted,0.696,0.236
shared_volatility,285,full_group,0.68,0.216
shared_volatility,286,restricted,0.332,0.108
shared_volatility,286,full_group,0.326,0.286
shared_volatility,287,restricted,0.31,0.722
shared_volatility,287,full_group,0.332,0.696
shared_volatility,288,restricted,0.386,0.142
shared_volatility,288,full_group,0.354,0.156
shared_volatility,289,restricted,0.512,0.348
shared_volatility,289,full_group,0.534,0.348
shared_volatility,290,restricted,0.138,0.078
shared_volatility,290,full_group,0.124,0.07
shared_volatility,291,restricted,0.83,0.374
shared_volatility,291,full_group,0.818,0.508
shared_volatility,292,restricted,0.788,0.076
shared_volatility,292,full_group,0.806,0.126
shared_volatility,293,restricted,0.624,0.028
shared_volatility,293,full_group,0.618,0.09
shared_volatility,294,restricted,0.156,0.058
shared_volatility,294,full_group,0.152,0.094
shared_volatility,295,restricted,0.844,0.508
shared_volatility,295,full_group,0.84,0.36
shared_volatility,296,restricted,0.324,0.25
shared_volatility,296,full_group,0.318,0.23
shared_volatility,297,restricted,0.024,0.022
shared_volatility,297,full_group,0.034,0.156
shared_volatility,298,restricted,0.402,0.222
shared_volatility,298,full_group,0.422,0.226
shared_volatility,299,restricted,0.984,0.774
shared_volatility,299,full_group,0.988,0.802
shared_volatility,300,restricted,0.258,0.516
shared_volatility,300,full_group,0.264,0.462
shared_volatility,301,restricted,0.682,0.594
shared_volatility,301,full_group,0.696,0.594
shared_volatility,302,restricted,0.256,0.11
shared_volatility,302,full_group,0.302,0.198
shared_volatility,303,restricted,0.424,0.69
shared_volatility,303,full_group,0.472,0.782
shared_volatility,304,restricted,0.11,0.274
shared_volatility,304,full_group,0.122,0.28
shared_volatility,305,restricted,0.082,0.212
shared_volatility,305,full_group,0.108,0.196
shared_volatility,306,restricted,0.256,0.602
shared_volatility,306,full_group,0.258,0.528
shared_volatility,307,restricted,0.012,0.05
shared_volatility,307,full_group,0.036,0.07
shared_volatility,308,restricted,0.268,0.518
shared_volatility,308,full_group,0.294,0.498
shared_volatility,309,restricted,0.434,0.016
shared_volatility,309,full_group,0.476,0.064
shared_volatility,310,restricted,0.412,0.728
shared_volatility,310,full_group,0.424,0.868
shared_volatility,311,restricted,0.962,0.302
shared_volatility,311,full_group,0.972,0.524
shared_volatility,312,restricted,0.184,0.366
shared_volatility,312,full_group,0.172,0.424
shared_volatility,313,restricted,0.43,0.36
shared_volatility,313,full_group,0.436,0.47
shared_volatility,314,restricted,0.57,0.21
shared_volatility,314,full_group,0.57,0.264
shared_volatility,315,restricted,0.052,0.054
shared_volatility,315,full_group,0.046,0.05
shared_volatility,316,restricted,0.138,0.248
shared_volatility,316,full_group,0.154,0.168
shared_volatility,317,restricted,0.024,0.078
shared_volatility,317,full_group,0.032,0.086
shared_volatility,318,restricted,0.672,0.438
shared_volatility,318,full_group,0.704,0.582
shared_volatility,319,restricted,0.714,0.248
