name,grid,family,lookback,z_window,smoothing,regime,sharpe_train,n_train,sharpe_val,n_val,sharpe_reused,n_reused,length,skip,score,old_three_window_score,rank_grid,rank_family
classic_L10s0_zw250_sm0,momentum174,classic,,250,0,old_sym,0.7319355453686128,1706,1.5619857179085392,727,0.3764276805802825,654,10.0,0.0,0.7319355453686128,0.3764276805802825,49,6
classic_L10s0_zw250_sm5,momentum174,classic,,250,5,old_sym,0.7853160532585984,1706,0.5820064941108499,727,0.11049006980960555,654,10.0,0.0,0.5820064941108499,0.11049006980960555,70,10
classic_L60s0_zw40_sm0,momentum174,classic,,40,0,old_sym,1.0381767035454297,1706,1.9959650296681335,727,0.6249927156398064,654,60.0,0.0,1.0381767035454297,0.6249927156398064,15,1
classic_L60s0_zw40_sm5,momentum174,classic,,40,5,old_sym,0.776456688768249,1706,1.359676089393245,727,0.2636720998660714,654,60.0,0.0,0.776456688768249,0.2636720998660714,42,4
classic_L60s0_zw120_sm0,momentum174,classic,,120,0,old_sym,0.4014971040701756,1706,0.6266799781210582,727,0.020203659899247602,654,60.0,0.0,0.4014971040701756,0.020203659899247602,85,12
classic_L60s0_zw120_sm5,momentum174,classic,,120,5,old_sym,0.36677613497067496,1706,0.3303286146590881,727,-0.36021167593452197,654,60.0,0.0,0.3303286146590881,-0.36021167593452197,95,16
classic_L60s0_zw250_sm0,momentum174,classic,,250,0,old_sym,0.6397688133643278,1706,0.35859326762820365,727,0.020562765859601113,654,60.0,0.0,0.35859326762820365,0.020562765859601113,91,14
classic_L60s0_zw250_sm5,momentum174,classic,,250,5,old_sym,0.6293481640992317,1706,0.36540691571559386,727,-0.5147344974095578,654,60.0,0.0,0.36540691571559386,-0.5147344974095578,89,13
classic_L60s20_zw40_sm0,momentum174,classic,,40,0,old_sym,-0.6052368786518434,1706,-0.23952946022102056,727,-1.9371583365516136,654,60.0,20.0,-0.6052368786518434,-1.9371583365516136,165,39
classic_L60s20_zw40_sm5,momentum174,classic,,40,5,old_sym,-0.4995690663977414,1706,-0.09640284927321062,727,-1.3689147327876592,654,60.0,20.0,-0.4995690663977414,-1.3689147327876592,161,35
classic_L60s20_zw120_sm0,momentum174,classic,,120,0,old_sym,-0.38871683534978535,1706,-0.8913031989290794,727,-1.4444826359450138,654,60.0,20.0,-0.8913031989290794,-1.4444826359450138,172,46
classic_L60s20_zw120_sm5,momentum174,classic,,120,5,old_sym,-0.5817359502863297,1706,-0.7825500593201303,727,-0.8744032700888096,654,60.0,20.0,-0.7825500593201303,-0.8744032700888096,168,42
classic_L60s20_zw250_sm0,momentum174,classic,,250,0,old_sym,-0.15317367317234737,1706,-0.2769346608434757,727,-0.6188110139065228,654,60.0,20.0,-0.2769346608434757,-0.6188110139065228,150,30
classic_L60s20_zw250_sm5,momentum174,classic,,250,5,old_sym,-0.34087086347238005,1706,-0.5187551201678128,727,-0.5881740985890404,654,60.0,20.0,-0.5187551201678128,-0.5881740985890404,162,36
classic_L120s0_zw40_sm0,momentum174,classic,,40,0,old_sym,0.4773560931796549,1706,1.1868316472743214,727,0.3775401735569069,654,120.0,0.0,0.4773560931796549,0.3775401735569069,77,11
classic_L120s0_zw40_sm5,momentum174,classic,,40,5,old_sym,0.7552947057403507,1706,0.7922505306619937,727,0.07658951805117155,654,120.0,0.0,0.7552947057403507,0.07658951805117155,44,5
classic_L120s0_zw120_sm0,momentum174,classic,,120,0,old_sym,0.31508851571671104,1706,0.9128085471576521,727,0.37803837201970114,654,120.0,0.0,0.31508851571671104,0.31508851571671104,97,17
classic_L120s0_zw120_sm5,momentum174,classic,,120,5,old_sym,0.2131275030891012,1706,0.7243815131102024,727,0.019175913354226207,654,120.0,0.0,0.2131275030891012,0.019175913354226207,111,21
classic_L120s0_zw250_sm0,momentum174,classic,,250,0,old_sym,0.6922853595180438,1706,0.807989609037783,727,0.787248788185629,654,120.0,0.0,0.6922853595180438,0.6922853595180438,54,7
classic_L120s0_zw250_sm5,momentum174,classic,,250,5,old_sym,0.627878156517514,1706,0.27018356671651916,727,0.863510052038288,654,120.0,0.0,0.27018356671651916,0.27018356671651916,103,19
classic_L120s20_zw40_sm0,momentum174,classic,,40,0,old_sym,-0.27696671727427163,1706,-0.5329256426447492,727,-0.9639861361206746,654,120.0,20.0,-0.5329256426447492,-0.9639861361206746,163,37
