date,ew_L20_zw40_sm5,ew_L20_zw100_sm0,slope_L20s0_zw120_sm0
2025-10-30,-0.6723,-0.6861,-0.6705
2025-10-31,-0.6778,-0.7476,-0.5949
2025-11-03,-0.6903,-0.6728,-0.553
2025-11-04,-0.6963,-0.7643,-0.5182
2025-11-05,-0.7187,-0.8033,-0.4503
2025-11-06,-0.7084,-0.7518,-0.3441
2025-11-07,-0.6653,-0.6405,-0.3232
2025-11-10,-0.6448,-0.6635,-0.3122
2025-11-11,-0.5749,-0.5198,-0.3848
2025-11-12,-0.5203,-0.615,-0.4255
2025-11-13,-0.4645,-0.5521,-0.4474
2025-11-14,-0.4172,-0.492,-0.5385
2025-11-17,-0.3714,-0.518,-0.6018
2025-11-18,-0.3617,-0.5377,-0.6302
2025-11-19,-0.3204,-0.4945,-0.663
2025-11-20,-0.2861,-0.4689,-0.7059
2025-11-21,-0.3151,-0.6428,-0.7083
2025-11-24,-0.3302,-0.6223,-0.6745
2025-11-25,-0.3272,-0.5675,-0.6209
2025-11-26,-0.331,-0.5587,-0.5272
2025-11-27,-0.3243,-0.4985,-0.4441
2025-11-28,-0.2504,-0.4309,-0.344
2025-12-01,-0.1648,-0.3766,-0.2424
2025-12-02,-0.0795,-0.3357,-0.1986
2025-12-03,0.0012,-0.3605,-0.1767
2025-12-04,0.063,-0.3755,-0.1073
2025-12-05,0.1569,-0.2555,-0.0476
2025-12-08,0.2853,-0.0459,0.0321
2025-12-09,0.4186,0.0682,0.1006
2025-12-10,0.5585,0.1105,0.15
2025-12-11,0.6835,0.0506,0.2047
2025-12-12,0.7775,0.2994,0.2504
2025-12-15,0.7894,0.1413,0.2397
2025-12-16,0.7529,0.0238,0.2132
2025-12-17,0.7333,0.1556,0.2127
2025-12-18,0.7088,0.0902,0.1588
2025-12-19,0.6583,0.0822,0.0821
2025-12-22,0.6408,0.1252,0.0712
2025-12-23,0.6371,0.0784,0.0765
2025-12-24,0.6033,0.0747,0.1066
2025-12-25,0.5937,0.1285,0.1255
2025-12-26,0.5676,0.0589,0.143
2025-12-29,0.5297,0.0686,0.1601
2025-12-30,0.5262,0.187,0.1504
2025-12-31,0.5255,0.1978,0.0973
2026-01-05,0.5335,0.2875,0.0939
2026-01-06,0.5412,0.2248,0.0784
2026-01-07,0.5426,0.1858,0.1177
2026-01-08,0.5127,0.1615,0.1669
2026-01-09,0.4971,0.2348,0.2278
2026-01-12,0.488,0.3398,0.2998
2026-01-13,0.4342,0.0916,0.3565
2026-01-14,0.451,0.3217,0.3831
2026-01-15,0.4954,0.4185,0.3871
2026-01-16,0.523,0.4183,0.4336
2026-01-19,0.5342,0.4535,0.4238
2026-01-20,0.5818,0.3619,0.3644
2026-01-21,0.5675,0.3611,0.3602
2026-01-22,0.5195,0.3069,0.3389
2026-01-23,0.4749,0.3054,0.3313
2026-01-26,0.3801,0.1857,0.2929
2026-01-27,0.3693,0.3587,0.2765
2026-01-28,0.3493,0.3235,0.2421
2026-01-29,0.2608,0.1447,0.1612
2026-01-30,0.211,0.2294,0.06
2026-02-02,0.0812,-0.0212,-0.0263
2026-02-03,-0.0363,0.1196,-0.0986
2026-02-04,-0.2573,-0.1576,-0.1934
2026-02-05,-0.4167,-0.2692,-0.2982
2026-02-06,-0.619,-0.3671,-0.3787
2026-02-09,-0.6837,-0.3436,-0.3939
2026-02-10,-0.784,-0.2153,-0.4343
2026-02-11,-0.7958,-0.3502,-0.4675
2026-02-12,-0.763,-0.2401,-0.4617
2026-02-13,-0.732,-0.3043,-0.416
2026-02-24,-0.7031,-0.2788,-0.391
2026-02-25,-0.6607,-0.1396,-0.3952
2026-02-26,-0.6106,-0.2014,-0.3432
2026-02-27,-0.5931,-0.2438,-0.3154
2026-03-02,-0.5786,-0.3295,-0.2789
2026-03-03,-0.5921,-0.4615,-0.3216
2026-03-04,-0.659,-0.5476,-0.3026
2026-03-05,-0.691,-0.4809,-0.2667
2026-03-06,-0.6908,-0.3755,-0.2742
2026-03-09,-0.683,-0.4263,-0.2743
2026-03-10,-0.6004,-0.1305,-0.2421
2026-03-11,-0.5508,-0.3618,-0.2056
2026-03-12,-0.5073,-0.3286,-0.2548
2026-03-13,-0.4702,-0.2618,-0.3409
2026-03-16,-0.3865,-0.0485,-0.3959
2026-03-17,-0.4146,-0.3577,-0.4393
2026-03-18,-0.3676,-0.177,-0.4333
2026-03-19,-0.3256,-0.1766,-0.4527
2026-03-20,-0.325,-0.3303,-0.4332
2026-03-23,-0.3854,-0.443,-0.4077
2026-03-24,-0.3838,-0.4231,-0.3848
2026-03-25,-0.3996,-0.3527,-0.3363
2026-03-26,-0.452,-0.504,-0.2809
2026-03-27,-0.43,-0.3234,-0.2156
2026-03-30,-0.3671,-0.2507,-0.1477
2026-03-31,-0.2614,-0.0827,-0.1715
2026-04-01,-0.1346,0.0333,-0.1416
2026-04-02,-0.0247,-0.1765,-0.1334
2026-04-03,0.0927,-0.032,-0.0984
2026-04-07,0.2068,-0.0055,-0.072
2026-04-08,0.3086,0.1186,0.1146
2026-04-09,0.4127,0.3198,0.279
2026-04-10,0.5852,0.5524,0.3938
2026-04-13,0.7031,0.6237,0.4744
2026-04-14,0.7937,0.6037,0.5853
2026-04-15,0.8495,0.6802,0.6359
2026-04-16,0.8536,0.6406,0.7186
2026-04-17,0.8441,0.7238,0.7758
2026-04-20,0.8285,0.7359,0.8124
2026-04-21,0.8174,0.7448,0.8222
2026-04-22,0.8099,0.8099,0.835
2026-04-23,0.7842,0.6714,0.8304
2026-04-24,0.7606,0.7368,0.8099
2026-04-27,0.7371,0.7366,0.7997
2026-04-28,0.697,0.6439,0.7725
2026-04-29,0.6601,0.7027,0.7218
2026-04-30,0.6443,0.6803,0.6918
2026-05-06,0.6487,0.8205,0.6502
2026-05-07,0.6582,0.8345,0.6342
2026-05-08,0.6823,0.825,0.5896
2026-05-11,0.6788,0.7583,0.606
2026-05-12,0.6753,0.7325,0.6169
2026-05-13,0.6514,0.7729,0.6504
2026-05-14,0.6078,0.7,0.6582
2026-05-15,0.5494,0.6162,0.6694
2026-05-18,0.5173,0.6575,0.6719
2026-05-19,0.4685,0.5645,0.6812
2026-05-20,0.4202,0.6037,0.71
2026-05-21,0.3583,0.466,0.7048
2026-05-22,0.3566,0.6376,0.7106
2026-05-25,0.3433,0.6252,0.7409
2026-05-26,0.361,0.6532,0.7265
2026-05-27,0.3601,0.6137,0.6941
2026-05-28,0.3893,0.6056,0.6728
2026-05-29,0.3342,0.4702,0.5652
2026-06-01,0.1947,0.1755,0.349
2026-06-02,0.0545,0.204,0.1588
2026-06-03,-0.0907,0.1623,0.0284
2026-06-04,-0.2562,0.1045,-0.0389
2026-06-05,-0.4121,-0.0356,-0.1645
2026-06-08,-0.5145,-0.2839,-0.2879
2026-06-09,-0.5939,-0.0923,-0.3288
2026-06-10,-0.6867,-0.3041,-0.3562
2026-06-11,-0.7411,-0.2239,-0.3891
2026-06-12,-0.766,-0.2748,-0.4305
2026-06-15,-0.6995,0.0358,-0.372
2026-06-16,-0.6935,-0.3353,-0.4811
2026-06-17,-0.6395,-0.2628,-0.4421
2026-06-18,-0.5295,0.0541,-0.3349
2026-06-22,-0.432,-0.042,-0.1903
2026-06-23,-0.429,-0.2547,-0.0895
2026-06-24,-0.3466,-0.0263,0.0233
2026-06-25,-0.2573,0.0804,0.1279
2026-06-26,-0.2659,-0.0545,0.2067
2026-06-29,-0.2177,0.1176,0.2304
2026-06-30,-0.0563,0.3965,0.244
2026-07-01,0.0011,0.1982,0.245
2026-07-02,-0.0297,-0.0935,0.2232
2026-07-03,-0.0401,-0.1343,0.2071
2026-07-06,-0.0845,-0.1193,0.1447
2026-07-07,-0.1777,-0.0135,0.0547
2026-07-08,-0.2514,-0.1964,-0.0266
2026-07-09,-0.2031,0.05,-0.0803
2026-07-10,-0.1785,-0.0897,-0.1782
2026-07-13,-0.189,-0.2334,-0.3257
2026-07-14,-0.2523,-0.3709,-0.365
2026-07-15,-0.2713,-0.3526,-0.5266
2026-07-16,-0.3792,-0.5566,-0.6489
2026-07-17,-0.489,-0.7792,-0.7535
2026-07-20,-0.575,-0.834,-0.8347
2026-07-21,-0.5989,-0.6775,-0.8653
2026-07-22,-0.6456,-0.7603,-0.8776
2026-07-23,-0.6672,-0.7929,-0.8814
2026-07-24,-0.6481,-0.7679,-0.8802
2026-07-27,-0.6127,-0.7406,-0.8671
2026-07-28,-0.6377,-0.8375,-0.8478
2026-07-29,-0.6395,-0.815,-0.8335
2026-07-30,-0.6335,-0.8098,-0.8438
2026-07-31,-0.6188,-0.7591,-0.8331
2026-08-03,-0.6104,-0.7525,-0.8291
2026-08-04,-0.5513,-0.6678,-0.7949
2026-08-05,-0.4701,-0.5675,-0.7386
2026-08-06,-0.4048,-0.6266,-0.6305
2026-08-07,-0.3154,-0.4879,-0.4839
2026-08-10,-0.2029,-0.3931,-0.3493
2026-08-11,-0.1147,-0.4207,-0.1818
2026-08-12,-0.0292,-0.2693,-0.0215
2026-08-13,0.0795,-0.1996,0.1115
2026-08-14,0.1928,0.1093,0.189
2026-08-17,0.3114,0.3785,0.2374
2026-08-18,0.3877,0.096,0.3411
2026-08-19,0.4126,-0.0506,0.3655
2026-08-20,0.4382,0.0234,0.3782
2026-08-21,0.4241,0.0614,0.3997
2026-08-24,0.3528,-0.0862,0.4125
2026-08-25,0.3547,0.0829,0.369
2026-08-26,0.3841,0.1071,0.3025
2026-08-27,0.4435,0.4034,0.2006
2026-08-28,0.4705,0.2298,0.1061
2026-08-31,0.5374,0.3432,-0.0175
2026-09-01,0.5228,0.0423,-0.1153
2026-09-02,0.4785,-0.0933,-0.177
2026-09-03,0.3886,-0.1252,-0.2224
2026-09-04,0.2885,-0.2942,-0.2551
2026-09-07,0.2082,-0.1517,-0.2632
2026-09-08,0.1677,-0.1901,-0.2832
2026-09-09,0.1398,-0.2362,-0.29
2026-09-10,0.1171,-0.2224,-0.2997
2026-09-11,0.1146,-0.2745,-0.2861
