name,window,start,end,n,ann,cagr,sharpe,maxdd,vol,es05,worst_day,cost_ann,turnover_ann,rolls,gross_notional_max
futures_ew_L20_zw40_sm5_3bps,full,2015-04-16,2026-09-11,2776,0.3747223549230143,0.39484825701626197,1.2953257035821082,-0.3960896457890256,0.2892881333912799,-0.041001913083771886,-0.12604382404690873,0.014016067698893268,46.72022566297756,155.0,1.000658083625903
futures_ew_L20_zw40_sm5_3bps,dual_listed,2022-07-25,2026-09-11,1005,0.3648159502557405,0.396717064278854,1.4752114323992702,-0.3445113067724206,0.24729739903276593,-0.032072414690208204,-0.12604382404690873,0.010931371271094356,36.4379042369812,56.0,1.0006266670208908
futures_ew_L20_zw40_sm5_3bps,2015-2020,2015-04-16,2020-12-31,1395,0.4397685167346548,0.46770789401620855,1.314266270436678,-0.3960896457890256,0.3346114304436477,-0.04945671554784796,-0.10153281196052755,0.01689945533061849,56.3315177687283,84.0,1.000658083625903
futures_ew_L20_zw40_sm5_3bps,2021-2023,2021-01-04,2023-12-29,727,0.16611499125108495,0.16224269602977956,0.9367087992152177,-0.1654668058503992,0.17733898879807417,-0.02546334954740381,-0.07198613653994745,0.011910857379724244,39.70285793241414,46.0,1.0006147797429594
futures_ew_L20_zw40_sm5_3bps,2024-2026,2024-01-02,2026-09-11,654,0.4678693849876233,0.5326179526135219,1.6400113657375588,-0.3445113067724207,0.28528423324506014,-0.03654089189488334,-0.12604382404690873,0.010205918089992947,34.01972696664315,25.0,1.0006266670208908
futures_ew_L20_zw100_sm0_3bps,full,2015-04-16,2026-09-11,2776,0.23683040637148728,0.2151525447418061,0.8165966979793,-0.3484886539980354,0.29002126381056065,-0.04177806912730326,-0.12604382404690884,0.018784889008593052,62.61629669531018,155.0,1.0006671232885227
futures_ew_L20_zw100_sm0_3bps,dual_listed,2022-07-25,2026-09-11,1005,0.16312077007845047,0.14149490002871223,0.6570646674777897,-0.3484886539980341,0.24825679746957985,-0.03381332209673611,-0.12604382404690884,0.01746224405456967,58.2074801818989,56.0,1.0006211627644337
futures_ew_L20_zw100_sm0_3bps,2015-2020,2015-04-16,2020-12-31,1395,0.27028101097985974,0.2388945661854501,0.8055060534030242,-0.34636952578031,0.3355418743757451,-0.04981021104199514,-0.10153281196052766,0.021059118498894247,70.19706166298083,84.0,1.0006671232885227
futures_ew_L20_zw100_sm0_3bps,2021-2023,2021-01-04,2023-12-29,727,0.26831400276685985,0.28733616301582654,1.5177849306573705,-0.12609858826532483,0.1767799886184467,-0.024627742429257284,-0.07198613676422683,0.016429586021106158,54.76528673702054,46.0,1.0006106650565254
futures_ew_L20_zw100_sm0_3bps,2024-2026,2024-01-02,2026-09-11,654,0.13048152562513335,0.09357175991906894,0.45485617052024224,-0.3484886539980355,0.286863263778295,-0.03838998705276419,-0.12604382404690884,0.01655209869197655,55.173662306588504,25.0,1.0006211627644337
spot_slope_L20s0_zw120_sm0_3bps,full,2015-04-16,2026-09-11,2776,0.17837886277140044,0.1773289604361408,1.028158217951059,-0.19927202131608435,0.1734935923839412,-0.027441746733486653,-0.08717100094669827,0.0032820526349799633,10.940175449933212,0.0,1.0003000900270083
spot_slope_L20s0_zw120_sm0_3bps,dual_listed,2022-07-25,2026-09-11,1005,0.1690718784180061,0.16857207633185894,1.0344165028948547,-0.1965130727324208,0.16344661743587027,-0.02429653384788503,-0.07237433051084108,0.003050696993314127,10.168989977713757,0.0,1.0003000900270083
spot_slope_L20s0_zw120_sm0_3bps,2015-2020,2015-04-16,2020-12-31,1395,0.2029927827915507,0.20338861355147048,1.0798206024154007,-0.19927202131608435,0.1879875067557385,-0.03068942784561,-0.08717100094669827,0.0036848410964857563,12.28280365495252,0.0,1.0003000900270083
spot_slope_L20s0_zw120_sm0_3bps,2021-2023,2021-01-04,2023-12-29,727,0.09150433929047005,0.08704914155520403,0.7235008026688329,-0.15027062025327664,0.12647441295563322,-0.021543595245848847,-0.05268863973850968,0.0025782330298523646,8.594110099507882,0.0,1.0003000900270083
spot_slope_L20s0_zw120_sm0_3bps,2024-2026,2024-01-02,2026-09-11,654,0.22244822078749638,0.22781521261403628,1.1951798129912898,-0.15991070422415987,0.18612113287853663,-0.02649607023129284,-0.07237433051084108,0.0032052742697310094,10.684247565770033,0.0,1.0003000900270083
two_pool_ew_L20_zw40_sm5__slope_L20s0_zw120_sm0_3bps,full,2015-04-16,2026-09-11,2776,0.30749754382088434,0.32800014913107317,1.413059619085707,-0.29613563594906533,0.21761116068113587,-0.03090536468522315,-0.10587979807782155,,,,
two_pool_ew_L20_zw40_sm5__slope_L20s0_zw120_sm0_3bps,dual_listed,2022-07-25,2026-09-11,1005,0.3267861495196523,0.35345615232451083,1.4899646436086398,-0.2961356359490652,0.2193247678201197,-0.028525605997076715,-0.10587979807782155,,,,
two_pool_ew_L20_zw40_sm5__slope_L20s0_zw120_sm0_3bps,2015-2020,2015-04-16,2020-12-31,1395,0.3373839104959144,0.36493168567585327,1.4775571401279843,-0.1885525918479174,0.22833899368974023,-0.033748623439747154,-0.09793196605848764,,,,
two_pool_ew_L20_zw40_sm5__slope_L20s0_zw120_sm0_3bps,2021-2023,2021-01-04,2023-12-29,727,0.14649068017065348,0.1447780023697192,0.9776366531950156,-0.15743767590690116,0.14984164074854098,-0.022075437944195715,-0.06742783817006259,,,,
two_pool_ew_L20_zw40_sm5__slope_L20s0_zw120_sm0_3bps,2024-2026,2024-01-02,2026-09-11,654,0.42272767893105384,0.4772759112917512,1.660722605193106,-0.29613563594906533,0.2545444239809693,-0.032390561178314646,-0.10587979807782155,,,,
two_pool_ew_L20_zw100_sm0__slope_L20s0_zw120_sm0_3bps,full,2015-04-16,2026-09-11,2776,0.20275460872683104,0.19777735731337004,0.9615712962284113,-0.26462872504446167,0.21085759269447743,-0.030768629270081727,-0.0945310369083322,,,,
two_pool_ew_L20_zw100_sm0__slope_L20s0_zw120_sm0_3bps,dual_listed,2022-07-25,2026-09-11,1005,0.16140750652772076,0.15224427127625909,0.8122063588027828,-0.2646287250444622,0.19872721356877873,-0.027208649559716185,-0.09142867752869288,,,,
two_pool_ew_L20_zw100_sm0__slope_L20s0_zw120_sm0_3bps,2015-2020,2015-04-16,2020-12-31,1395,0.22743097957329447,0.2217467204335543,0.9777485217585303,-0.22216940044493172,0.23260682528493964,-0.035198526631005346,-0.0945310369083322,,,,
two_pool_ew_L20_zw100_sm0__slope_L20s0_zw120_sm0_3bps,2021-2023,2021-01-04,2023-12-29,727,0.19476485175620661,0.20356882611034527,1.4217185042501292,-0.10911477030987449,0.1369925559623586,-0.02037607535565732,-0.06387458593449835,,,,
two_pool_ew_L20_zw100_sm0__slope_L20s0_zw120_sm0_3bps,2024-2026,2024-01-02,2026-09-11,654,0.15900081054155205,0.1420695748239515,0.6935389041721888,-0.26462872504446167,0.22926011732728413,-0.030608078119860205,-0.09142867752869288,,,,
futures_ew_L20_zw40_sm5_10bps,full,2015-04-16,2026-09-11,2776,0.34204676510782694,0.3499965528091375,1.1817910291997202,-0.4019052819419796,0.2894308356185886,-0.041188038248435345,-0.12623092231794397,0.04673531650899798,46.73531650899799,155.0,1.0021989349397307
futures_ew_L20_zw40_sm5_10bps,dual_listed,2022-07-25,2026-09-11,1005,0.3393742259402286,0.36163031811242036,1.3716454321253198,-0.3534427225610287,0.24742124895526346,-0.03219690576076214,-0.12623092231794397,0.03644409260884231,36.444092608842304,56.0,1.0020919557773724
futures_ew_L20_zw40_sm5_10bps,2015-2020,2015-04-16,2020-12-31,1395,0.4003555197763874,0.4109811059887203,1.1959703478632777,-0.4019052819419796,0.33475371734062065,-0.0496757693496489,-0.1024382994732882,0.056353206125564416,56.35320612556441,84.0,1.0021989349397307
futures_ew_L20_zw40_sm5_10bps,2021-2023,2021-01-04,2023-12-29,727,0.13834255688981822,0.13037903706198342,0.7790961057397344,-0.16791103623382042,0.17756802513916436,-0.025579837915618416,-0.07198627351335685,0.0397141863874839,39.7141863874839,46.0,1.0020522199116266
futures_ew_L20_zw40_sm5_10bps,2024-2026,2024-01-02,2026-09-11,654,0.4441144204776289,0.4966438387931946,1.5561073407773187,-0.35344272256102827,0.2854008903111925,-0.03670043004193667,-0.12623092231794397,0.034024927492531,34.024927492531006,25.0,1.0020919557773724
futures_ew_L20_zw100_sm0_10bps,full,2015-04-16,2026-09-11,2776,0.19301141173714767,0.16291974876807988,0.6644267159519659,-0.3590821757522502,0.29049315312465745,-0.042073262880110936,-0.12623092231794408,0.06264072813587541,62.64072813587541,155.0,1.0022273620683606
futures_ew_L20_zw100_sm0_10bps,dual_listed,2022-07-25,2026-09-11,1005,0.12230755706898766,0.09577217387413697,0.4920225802166189,-0.35908217575224977,0.24858118709743018,-0.034067148174301946,-0.12623092231794408,0.05822516746723078,58.22516746723078,56.0,1.0020735671887708
futures_ew_L20_zw100_sm0_10bps,2015-2020,2015-04-16,2020-12-31,1395,0.22120476768540978,0.17935938275994087,0.6581195728180419,-0.35145292265638106,0.3361163788796309,-0.05020231144428693,-0.1024382994732882,0.0702276194253194,70.22761942531939,84.0,1.0022273620683606
futures_ew_L20_zw100_sm0_10bps,2021-2023,2021-01-04,2023-12-29,727,0.2300156071984332,0.23894112643503546,1.2988939750439377,-0.12739940191828003,0.17708574496286542,-0.024836323903942387,-0.07198627603852814,0.05478357269708136,54.783572697081354,46.0,1.00203847003145
