date,factor_value,position_中证1000,position_中证500,position_沪深300,position_common
2016-09-13,-0.5382,0,0,0,0
2016-09-14,-0.1826,0,0,0,0
2016-09-19,-0.1742,0,0,0,0
2016-09-20,-0.2092,0,0,0,0
2016-09-21,0.0287,0,0,0,0
2016-09-22,-0.2165,0,0,0,0
2016-09-23,-0.3512,0,0,0,0
2016-09-26,-0.5196,0,0,0,0
2016-09-27,-0.3406,0,0,0,0
2016-09-28,-0.2609,0,0,0,0
2016-09-29,-0.0377,0,0,0,0
2016-09-30,0.1077,0,0,0,0
2016-10-10,0.6402,0,0,1,0
2016-10-11,0.5423,0,0,1,0
2016-10-12,0.5128,0,0,1,0
2016-10-13,0.6093,0,0,1,0
2016-10-14,0.2177,0,0,1,0
2016-10-17,-0.3117,0,0,1,0
2016-10-18,-0.3085,0,0,1,0
2016-10-19,-0.4002,0,0,1,0
2016-10-20,-0.2999,0,0,1,0
2016-10-21,-0.3516,0,0,1,0
2016-10-24,-0.3359,0,0,1,0
2016-10-25,-0.3935,0,0,1,0
2016-10-26,-0.2797,0,0,1,0
2016-10-27,-0.241,0,0,1,0
2016-10-28,0.0798,0,0,1,0
2016-10-31,0.1268,0,0,1,0
2016-11-01,0.2744,0,0,1,0
2016-11-02,0.3224,0,0,1,0
2016-11-03,0.0206,0,0,1,0
2016-11-04,-0.0433,0,0,1,0
2016-11-07,-0.2145,0,0,1,0
2016-11-08,-0.1754,0,0,1,0
2016-11-09,-0.402,0,0,1,0
2016-11-10,-0.3739,0,0,1,0
2016-11-11,-0.3778,0,0,1,0
2016-11-14,-0.1277,0,0,1,0
2016-11-15,0.0597,0,0,1,0
2016-11-16,0.3234,0,0,1,0
2016-11-17,0.0803,0,0,1,0
2016-11-18,0.1853,0,0,1,0
2016-11-21,-0.0903,0,0,1,0
2016-11-22,-0.2884,0,0,1,0
2016-11-23,-0.4672,0,0,1,0
2016-11-24,-0.4145,0,0,1,0
2016-11-25,-0.4171,0,0,1,0
2016-11-28,-0.4608,0,0,1,0
2016-11-29,-0.3839,0,0,1,0
2016-11-30,0.2443,0,0,1,0
2016-12-01,0.1742,0,0,1,0
2016-12-02,0.0672,0,0,1,0
2016-12-05,0.4897,0,0,1,0
2016-12-06,0.5033,0,0,1,0
2016-12-07,0.0622,0,0,1,0
2016-12-08,0.2204,0,0,1,0
2016-12-09,0.0277,0,0,1,0
2016-12-12,-0.5454,0,0,1,0
2016-12-13,-0.5695,0,0,1,0
2016-12-14,-0.599,0,0,1,0
2016-12-15,-0.2453,0,0,1,0
2016-12-16,0.1842,0,0,1,0
2016-12-19,0.2987,0,0,1,0
2016-12-20,0.4714,0,0,1,0
2016-12-21,0.4301,0,0,1,0
2016-12-22,0.0734,0,0,1,0
2016-12-23,-0.0408,0,0,1,0
2016-12-26,0.1254,0,0,1,0
2016-12-27,-0.0737,0,0,1,0
2016-12-28,0.0799,0,0,1,0
2016-12-29,0.2129,0,0,1,0
2016-12-30,0.1988,0,0,1,0
2017-01-03,-0.0348,0,0,1,0
2017-01-04,0.0931,0,0,1,0
2017-01-05,-0.0863,0,0,1,0
2017-01-06,-0.2911,0,0,1,0
2017-01-09,-0.4072,0,0,1,0
2017-01-10,-0.209,0,0,1,0
2017-01-11,-0.3058,0,0,1,0
2017-01-12,-0.1039,0,0,1,0
2017-01-13,-0.0511,0,0,1,0
2017-01-16,-0.4659,0,0,1,0
2017-01-17,-0.2848,0,0,1,0
2017-01-18,-0.5742,0,0,1,0
2017-01-19,-0.5265,0,0,1,0
2017-01-20,-0.1215,0,0,1,0
2017-01-23,0.512,0,0,1,0
2017-01-24,-0.0183,0,0,1,0
2017-01-25,0.441,0,0,1,0
2017-01-26,0.4569,0,0,1,0
2017-02-03,0.3836,0,0,1,0
2017-02-06,0.4725,0,0,1,0
2017-02-07,0.594,0,0,1,0
2017-02-08,0.6111,0,0,1,0
2017-02-09,0.4435,0,0,1,0
2017-02-10,-0.1571,0,0,1,0
2017-02-13,-0.3154,0,0,1,0
2017-02-14,-0.3101,0,0,1,0
2017-02-15,-0.4967,0,0,1,0
2017-02-16,-0.4768,0,0,1,0
2017-02-17,0.1206,0,0,1,0
2017-02-20,-0.172,0,0,1,0
2017-02-21,0.1555,0,0,1,0
2017-02-22,0.0852,0,0,1,0
2017-02-23,0.4195,0,0,1,0
2017-02-24,0.4281,0,0,1,0
2017-02-27,0.6761,0,0,1,0
2017-02-28,0.4617,0,0,1,0
2017-03-01,0.5045,0,0,1,0
2017-03-02,0.3523,0,0,1,0
2017-03-03,0.2659,0,0,1,0
2017-03-06,0.3509,0,0,1,0
2017-03-07,0.4838,0,0,1,0
2017-03-08,0.3836,0,0,1,0
2017-03-09,0.3694,0,0,1,0
2017-03-10,0.2542,0,0,1,0
2017-03-13,0.0272,0,0,1,0
2017-03-14,-0.2093,0,0,1,0
2017-03-15,-0.1863,0,0,1,0
2017-03-16,-0.2535,0,0,1,0
2017-03-17,-0.313,0,0,1,0
2017-03-20,-0.4636,0,0,1,0
2017-03-21,-0.3928,0,0,1,0
2017-03-22,-0.2756,0,0,1,0
2017-03-23,-0.3103,0,0,1,0
2017-03-24,-0.3711,0,0,1,0
2017-03-27,-0.3847,0,0,1,0
2017-03-28,-0.304,0,0,1,0
2017-03-29,-0.5324,0,0,1,0
2017-03-30,-0.6482,0,0,1,0
2017-03-31,-0.5552,0,0,1,0
2017-04-05,-0.4863,0,0,1,0
2017-04-06,-0.6012,0,0,1,0
2017-04-07,-0.3135,0,0,1,0
2017-04-10,-0.4156,0,0,1,0
2017-04-11,-0.4638,0,0,1,0
2017-04-12,-0.5255,0,0,1,0
2017-04-13,-0.2994,0,0,1,0
2017-04-14,-0.192,0,0,1,0
2017-04-17,0.2225,0,0,1,0
2017-04-18,0.2197,0,0,1,0
2017-04-19,0.544,0,0,1,0
2017-04-20,0.5059,0,0,1,0
2017-04-21,0.2696,0,0,1,0
2017-04-24,0.5151,0,0,1,0
2017-04-25,0.5116,0,0,1,0
2017-04-26,0.3924,0,0,1,0
2017-04-27,0.4216,0,0,1,0
2017-04-28,0.4529,0,0,1,0
2017-05-02,0.2541,0,0,1,0
2017-05-03,0.2705,0,0,1,0
2017-05-04,0.1248,0,0,1,0
2017-05-05,-0.0623,0,0,1,0
2017-05-08,-0.0508,0,0,1,0
2017-05-09,-0.0159,0,0,1,0
2017-05-10,0.021,0,0,1,0
2017-05-11,-0.128,0,0,1,0
2017-05-12,-0.1994,0,0,1,0
2017-05-15,-0.1537,0,0,1,0
2017-05-16,-0.0183,0,0,1,0
2017-05-17,-0.0988,0,0,1,0
2017-05-18,0.091,0,0,1,0
2017-05-19,0.1208,0,0,1,0
2017-05-22,-0.007,0,0,1,0
2017-05-23,-0.4112,0,0,1,0
2017-05-24,-0.3493,0,0,1,0
2017-05-25,-0.5314,0,0,1,0
2017-05-26,-0.5168,0,0,1,0
2017-05-31,-0.514,0,0,1,0
2017-06-01,-0.3524,0,0,1,0
2017-06-02,-0.338,0,0,1,0
2017-06-05,0.139,0,0,1,0
2017-06-06,0.2369,0,0,1,0
2017-06-07,0.3688,0,0,1,0
2017-06-08,0.4425,0,0,1,0
2017-06-09,0.3416,0,0,1,0
2017-06-12,-0.1885,0,0,1,0
2017-06-13,-0.0895,0,0,1,0
2017-06-14,-0.0303,0,0,1,0
2017-06-15,0.3502,0,0,1,0
2017-06-16,0.4919,0,0,1,0
2017-06-19,0.6563,0,0,1,0
2017-06-20,0.5524,0,0,1,0
2017-06-21,0.3889,0,0,1,0
2017-06-22,-0.1155,0,0,1,0
2017-06-23,-0.1678,0,0,1,0
2017-06-26,-0.211,0,0,1,0
2017-06-27,-0.1952,0,0,1,0
2017-06-28,-0.3303,0,0,1,0
2017-06-29,-0.1491,0,0,1,0
2017-06-30,-0.2125,0,0,1,0
2017-07-03,-0.1752,0,0,1,0
2017-07-04,-0.068,0,0,1,0
2017-07-05,0.1139,0,0,1,0
2017-07-06,0.0839,0,0,1,0
2017-07-07,-0.0101,0,0,1,0
2017-07-10,-0.3649,0,0,1,0
2017-07-11,-0.5234,0,0,1,0
2017-07-12,-0.4576,0,0,1,0
2017-07-13,-0.5543,0,0,1,0
2017-07-14,-0.5819,0,0,1,0
2017-07-17,-0.6526,0,0,0,0
2017-07-18,-0.6414,0,0,0,0
2017-07-19,-0.6309,0,0,0,0
2017-07-20,-0.4078,0,0,0,0
2017-07-21,-0.2197,0,0,0,0
2017-07-24,0.1361,0,0,0,0
2017-07-25,0.2875,0,0,0,0
2017-07-26,0.2798,0,0,0,0
2017-07-27,0.5808,0,0,0,0
2017-07-28,0.5026,0,0,0,0
2017-07-31,0.3767,0,0,0,0
2017-08-01,0.3694,0,0,0,0
2017-08-02,0.3853,0,0,0,0
2017-08-03,-0.0827,0,0,0,0
2017-08-04,-0.0902,0,0,0,0
2017-08-07,0.0176,0,0,0,0
2017-08-08,0.1572,0,0,0,0
2017-08-09,0.2082,0,0,0,0
2017-08-10,0.3084,0,0,0,0
2017-08-11,0.5749,0,0,0,0
2017-08-14,0.7466,0,1,1,1
2017-08-15,0.6407,0,1,1,1
2017-08-16,0.6434,0,1,1,1
2017-08-17,0.5159,0,1,1,1
2017-08-18,0.1853,0,1,1,1
2017-08-21,-0.228,0,1,1,1
2017-08-22,-0.296,0,1,1,1
2017-08-23,-0.3988,0,1,1,1
2017-08-24,-0.3404,0,1,1,1
2017-08-25,-0.3164,0,1,1,1
2017-08-28,-0.2107,0,1,1,1
2017-08-29,-0.2404,0,1,1,1
2017-08-30,-0.3092,0,1,1,1
2017-08-31,-0.1191,0,1,1,1
2017-09-01,0.0516,0,1,1,1
2017-09-04,0.1209,0,1,1,1
2017-09-05,0.2627,0,1,1,1
2017-09-06,0.3764,0,1,1,1
2017-09-07,0.2322,0,1,1,1
2017-09-08,0.1211,0,1,1,1
2017-09-11,0.0695,0,1,1,1
2017-09-12,-0.1771,0,1,1,1
2017-09-13,-0.2139,0,1,1,1
2017-09-14,-0.2462,0,1,1,1
2017-09-15,-0.0642,0,1,1,1
2017-09-18,-0.0552,0,1,1,1
2017-09-19,0.0754,0,1,1,1
2017-09-20,0.0276,0,1,1,1
2017-09-21,-0.0789,0,1,1,1
2017-09-22,-0.2297,0,1,1,1
2017-09-25,-0.3259,0,1,1,1
2017-09-26,-0.4284,0,1,1,1
2017-09-27,-0.2423,0,1,1,1
2017-09-28,0.0133,0,1,1,1
2017-09-29,0.1889,0,1,1,1
2017-10-09,0.1846,0,1,1,1
2017-10-10,0.4818,0,1,1,1
2017-10-11,0.2094,0,1,1,1
2017-10-12,0.1467,0,1,1,1
2017-10-13,0.1018,0,1,1,1
2017-10-16,-0.0486,0,1,1,1
2017-10-17,-0.2556,0,1,1,1
2017-10-18,-0.2591,0,1,1,1
2017-10-19,-0.2738,0,1,1,1
2017-10-20,-0.3563,0,1,1,1
2017-10-23,-0.1106,0,1,1,1
2017-10-24,-0.1788,0,1,1,1
2017-10-25,-0.0609,0,1,1,1
2017-10-26,-0.136,0,1,1,1
2017-10-27,-0.2328,0,1,1,1
2017-10-30,-0.456,0,1,1,1
2017-10-31,-0.1708,0,1,1,1
2017-11-01,-0.1294,0,1,1,1
2017-11-02,-0.0524,0,1,1,1
2017-11-03,0.1927,0,1,1,1
2017-11-06,0.5364,0,1,1,1
2017-11-07,0.2405,0,1,1,1
2017-11-08,0.3361,0,1,1,1
2017-11-09,0.3557,0,1,1,1
2017-11-10,0.3703,0,1,1,1
2017-11-13,0.1656,0,1,1,1
2017-11-14,0.0484,0,1,1,1
2017-11-15,-0.3957,0,1,1,1
2017-11-16,-0.2151,0,1,1,1
2017-11-17,-0.6504,0,1,0,0
2017-11-20,-0.3754,0,1,0,0
2017-11-21,-0.4163,0,1,0,0
2017-11-22,-0.1639,0,1,0,0
2017-11-23,-0.3449,0,1,0,0
2017-11-24,-0.29,0,1,0,0
2017-11-27,-0.5236,0,1,0,0
2017-11-28,-0.2826,0,1,0,0
2017-11-29,-0.337,0,1,0,0
2017-11-30,-0.2185,0,1,0,0
2017-12-01,0.1097,0,1,0,0
2017-12-04,0.2083,0,1,0,0
2017-12-05,-0.1269,0,1,0,0
2017-12-06,0.2567,0,1,0,0
2017-12-07,0.3932,0,1,0,0
2017-12-08,0.2909,0,1,0,0
2017-12-11,0.5248,0,1,0,0
2017-12-12,0.6936,0,1,1,0
2017-12-13,0.4883,0,1,1,0
2017-12-14,0.2553,0,1,1,0
2017-12-15,0.2239,0,1,1,0
2017-12-18,-0.1161,0,1,1,0
2017-12-19,-0.3055,0,1,1,0
2017-12-20,-0.2838,0,1,1,0
2017-12-21,-0.1816,0,1,1,0
2017-12-22,-0.285,0,1,1,0
2017-12-25,-0.2917,0,1,1,0
2017-12-26,-0.3401,0,1,1,0
2017-12-27,-0.3693,0,1,1,0
2017-12-28,-0.3591,0,1,1,0
2017-12-29,-0.2549,0,1,1,0
2018-01-02,-0.3439,0,1,1,0
2018-01-03,-0.0127,0,1,1,0
2018-01-04,0.0254,0,1,1,0
2018-01-05,-0.1509,0,1,1,0
2018-01-08,-0.382,0,1,1,0
2018-01-09,-0.027,0,1,1,0
2018-01-10,-0.3491,0,1,1,0
2018-01-11,-0.0475,0,1,1,0
2018-01-12,0.014,0,1,1,0
2018-01-15,-0.1176,0,1,1,0
2018-01-16,-0.4779,0,1,1,0
2018-01-17,-0.2952,0,1,1,0
2018-01-18,-0.6615,0,1,0,0
2018-01-19,-0.4112,0,1,0,0
2018-01-22,0.147,0,1,0,0
2018-01-23,0.3117,0,1,0,0
2018-01-24,0.4574,0,1,0,0
2018-01-25,0.5282,0,1,0,0
2018-01-26,0.3526,0,1,0,0
2018-01-29,-0.0109,0,1,0,0
2018-01-30,0.1912,0,1,0,0
2018-01-31,-0.1604,0,1,0,0
2018-02-01,-0.2785,0,1,0,0
2018-02-02,-0.2837,0,1,0,0
2018-02-05,-0.4797,0,1,0,0
2018-02-06,-0.5174,0,1,0,0
2018-02-07,-0.1308,0,1,0,0
2018-02-08,0.4123,0,1,0,0
2018-02-09,0.6793,0,1,1,0
2018-02-12,0.8406,1,1,1,1
2018-02-13,0.7591,1,1,1,1
2018-02-14,0.55,1,1,1,1
2018-02-22,0.2644,1,1,1,1
2018-02-23,-0.0669,1,1,1,1
2018-02-26,-0.1182,1,1,1,1
2018-02-27,0.2112,1,1,1,1
2018-02-28,0.3204,1,1,1,1
2018-03-01,0.4608,1,1,1,1
2018-03-02,0.4445,1,1,1,1
2018-03-05,0.4082,1,1,1,1
2018-03-06,0.082,1,1,1,1
2018-03-07,-0.0048,1,1,1,1
2018-03-08,-0.1952,1,1,1,1
2018-03-09,-0.0057,1,1,1,1
2018-03-12,-0.0915,1,1,1,1
2018-03-13,-0.029,1,1,1,1
2018-03-14,-0.2059,1,1,1,1
2018-03-15,-0.1347,1,1,1,1
2018-03-16,-0.4616,1,1,1,1
2018-03-19,-0.3706,1,1,1,1
2018-03-20,-0.2187,1,1,1,1
2018-03-21,-0.1178,1,1,1,1
2018-03-22,-0.2556,1,1,1,1
2018-03-23,-0.2769,1,1,1,1
2018-03-26,-0.0058,1,1,1,1
2018-03-27,0.3408,1,1,1,1
2018-03-28,0.3775,1,1,1,1
2018-03-29,-0.0051,1,1,1,1
2018-03-30,0.541,1,1,1,1
2018-04-02,-0.0062,1,1,1,1
2018-04-03,-0.3651,1,1,1,1
2018-04-04,-0.4299,1,1,1,1
2018-04-09,-0.0196,1,1,1,1
2018-04-10,-0.645,1,1,1,1
2018-04-11,-0.6247,1,1,1,1
2018-04-12,-0.512,1,1,1,1
2018-04-13,-0.3857,1,1,1,1
2018-04-16,-0.1215,1,1,1,1
2018-04-17,-0.1209,1,1,1,1
2018-04-18,-0.0092,1,1,1,1
2018-04-19,-0.109,1,1,1,1
2018-04-20,-0.0745,1,1,1,1
2018-04-23,-0.5433,1,1,1,1
2018-04-24,-0.1759,1,1,1,1
2018-04-25,-0.0054,1,1,1,1
2018-04-26,-0.194,1,1,1,1
2018-04-27,-0.1242,1,1,1,1
2018-05-02,0.0567,1,1,1,1
2018-05-03,0.1032,1,1,1,1
2018-05-04,-0.1964,1,1,1,1
2018-05-07,0.101,1,1,1,1
2018-05-08,-0.0325,1,1,1,1
2018-05-09,0.0623,1,1,1,1
2018-05-10,0.0006,1,1,1,1
2018-05-11,-0.061,1,1,1,1
2018-05-14,-0.1577,1,1,1,1
2018-05-15,0.0901,1,1,1,1
2018-05-16,0.1834,1,1,1,1
2018-05-17,-0.0162,1,1,1,1
2018-05-18,-0.0736,1,1,1,1
2018-05-21,0.1363,1,1,1,1
2018-05-22,0.1317,1,1,1,1
2018-05-23,0.0953,1,1,1,1
2018-05-24,0.1945,1,1,1,1
2018-05-25,0.1035,1,1,1,1
2018-05-28,-0.1486,1,1,1,1
2018-05-29,-0.515,1,1,1,1
2018-05-30,-0.5649,1,1,1,1
2018-05-31,-0.5397,1,1,1,1
2018-06-01,-0.5443,1,1,1,1
2018-06-04,-0.6066,1,1,1,1
2018-06-05,0.0097,1,1,1,1
2018-06-06,0.1138,1,1,1,1
2018-06-07,0.0634,1,1,1,1
2018-06-08,0.5064,1,1,1,1
2018-06-11,0.4693,1,1,1,1
2018-06-12,0.0413,1,1,1,1
2018-06-13,-0.2485,1,1,1,1
2018-06-14,-0.1811,1,1,1,1
2018-06-15,-0.5105,1,1,1,1
2018-06-19,-0.293,1,1,1,1
2018-06-20,-0.1519,1,1,1,1
2018-06-21,-0.2771,1,1,1,1
2018-06-22,-0.0101,1,1,1,1
2018-06-25,0.348,1,1,1,1
2018-06-26,0.5834,1,1,1,1
2018-06-27,0.402,1,1,1,1
2018-06-28,0.5784,1,1,1,1
2018-06-29,0.6079,1,1,1,1
2018-07-02,0.573,1,1,1,1
2018-07-03,0.2719,1,1,1,1
2018-07-04,0.1168,1,1,1,1
2018-07-05,-0.0587,1,1,1,1
2018-07-06,-0.2139,1,1,1,1
2018-07-09,-0.3027,1,1,1,1
2018-07-10,-0.2116,1,1,1,1
2018-07-11,0.0861,1,1,1,1
2018-07-12,0.2964,1,1,1,1
2018-07-13,0.3171,1,1,1,1
2018-07-16,0.3104,1,1,1,1
2018-07-17,0.3239,1,1,1,1
2018-07-18,0.1164,1,1,1,1
2018-07-19,-0.1411,1,1,1,1
2018-07-20,-0.3902,1,1,1,1
2018-07-23,-0.5419,1,1,1,1
2018-07-24,-0.6603,0,1,0,0
2018-07-25,-0.5272,0,1,0,0
2018-07-26,-0.5607,0,1,0,0
2018-07-27,-0.5133,0,1,0,0
2018-07-30,-0.5611,0,1,0,0
2018-07-31,-0.4937,0,1,0,0
2018-08-01,-0.4597,0,1,0,0
2018-08-02,-0.3646,0,1,0,0
2018-08-03,-0.4375,0,1,0,0
2018-08-06,-0.3314,0,1,0,0
2018-08-07,-0.3368,0,1,0,0
2018-08-08,-0.4713,0,1,0,0
2018-08-09,-0.0283,0,1,0,0
2018-08-10,0.364,0,1,0,0
2018-08-13,0.7133,0,1,1,1
2018-08-14,0.6918,0,1,1,1
2018-08-15,0.7234,0,1,1,1
2018-08-16,0.5046,0,1,1,1
2018-08-17,0.1853,0,1,1,1
2018-08-20,-0.1176,0,1,1,1
2018-08-21,0.086,0,1,1,1
2018-08-22,0.0207,0,1,1,1
2018-08-23,0.118,0,1,1,1
2018-08-24,0.1972,0,1,1,1
2018-08-27,0.3488,0,1,1,1
2018-08-28,0.2912,0,1,1,1
2018-08-29,0.2842,0,1,1,1
2018-08-30,-0.001,0,1,1,1
2018-08-31,-0.2023,0,1,1,1
2018-09-03,-0.374,0,1,1,1
2018-09-04,-0.3542,0,1,1,1
2018-09-05,-0.2348,0,1,1,1
2018-09-06,-0.1527,0,1,1,1
2018-09-07,0.0252,0,1,1,1
2018-09-10,-0.3013,0,1,1,1
2018-09-11,-0.1636,0,1,1,1
2018-09-12,-0.322,0,1,1,1
2018-09-13,-0.4034,0,1,1,1
2018-09-14,-0.4051,0,1,1,1
2018-09-17,-0.0931,0,1,1,1
2018-09-18,-0.3958,0,1,1,1
2018-09-19,-0.233,0,1,1,1
2018-09-20,-0.052,0,1,1,1
2018-09-21,0.0629,0,1,1,1
2018-09-25,0.3369,0,1,1,1
2018-09-26,0.5074,0,1,1,1
2018-09-27,0.2104,0,1,1,1
2018-09-28,0.1953,0,1,1,1
2018-10-08,-0.0798,0,1,1,1
2018-10-09,-0.2747,0,1,1,1
2018-10-10,-0.549,0,1,1,1
2018-10-11,-0.4577,0,1,1,1
2018-10-12,-0.5713,0,1,1,1
2018-10-15,-0.0601,0,1,1,1
2018-10-16,-0.1412,0,1,1,1
2018-10-17,-0.0591,0,1,1,1
2018-10-18,0.1467,0,1,1,1
2018-10-19,0.3095,0,1,1,1
2018-10-22,0.3655,0,1,1,1
2018-10-23,0.3681,0,1,1,1
2018-10-24,0.2659,0,1,1,1
2018-10-25,0.0588,0,1,1,1
2018-10-26,-0.102,0,1,1,1
2018-10-29,-0.2422,0,1,1,1
2018-10-30,-0.2861,0,1,1,1
2018-10-31,0.0102,0,1,1,1
2018-11-01,0.4614,0,1,1,1
2018-11-02,0.7499,0,1,1,1
2018-11-05,0.6597,0,1,1,1
2018-11-06,0.5144,0,1,1,1
2018-11-07,0.4287,0,1,1,1
2018-11-08,0.1702,0,1,1,1
2018-11-09,-0.0643,0,1,1,1
2018-11-12,0.1164,0,1,1,1
2018-11-13,0.3261,0,1,1,1
2018-11-14,0.2415,0,1,1,1
2018-11-15,0.3549,0,1,1,1
2018-11-16,0.2351,0,1,1,1
2018-11-19,-0.1478,0,1,1,1
2018-11-20,-0.3009,0,1,1,1
2018-11-21,-0.2594,0,1,1,1
2018-11-22,-0.2779,0,1,1,1
2018-11-23,-0.3886,0,1,1,1
2018-11-26,-0.4106,0,1,1,1
2018-11-27,-0.3181,0,1,1,1
2018-11-28,-0.2845,0,1,1,1
2018-11-29,-0.4511,0,1,1,1
2018-11-30,-0.1561,0,1,1,1
2018-12-03,0.3462,0,1,1,1
2018-12-04,0.2425,0,1,1,1
2018-12-05,0.3376,0,1,1,1
2018-12-06,0.2555,0,1,1,1
2018-12-07,-0.0465,0,1,1,1
2018-12-10,-0.4012,0,1,1,1
2018-12-11,-0.1809,0,1,1,1
2018-12-12,-0.4192,0,1,1,1
2018-12-13,-0.1111,0,1,1,1
2018-12-14,-0.202,0,1,1,1
2018-12-17,-0.3503,0,1,1,1
2018-12-18,-0.473,0,1,1,1
2018-12-19,-0.5461,0,1,1,1
2018-12-20,-0.3398,0,1,1,1
2018-12-21,-0.1761,0,1,1,1
2018-12-24,0.1806,0,1,1,1
2018-12-25,0.1816,0,1,1,1
2018-12-26,0.1752,0,1,1,1
2018-12-27,-0.2646,0,1,1,1
2018-12-28,-0.163,0,1,1,1
2019-01-02,-0.2536,0,1,1,1
2019-01-03,-0.5595,0,1,1,1
2019-01-04,-0.2001,0,1,1,1
2019-01-07,0.3719,0,1,1,1
2019-01-08,0.3884,0,1,1,1
2019-01-09,0.415,0,1,1,1
2019-01-10,0.6702,0,1,1,1
2019-01-11,0.538,0,1,1,1
2019-01-14,0.1245,0,1,1,1
2019-01-15,0.2969,0,1,1,1
2019-01-16,0.2911,0,1,1,1
2019-01-17,0.0578,0,1,1,1
2019-01-18,0.0626,0,1,1,1
2019-01-21,0.3294,0,1,1,1
2019-01-22,-0.0464,0,1,1,1
2019-01-23,-0.1364,0,1,1,1
2019-01-24,0.099,0,1,1,1
2019-01-25,0.0285,0,1,1,1
2019-01-28,-0.2215,0,1,1,1
2019-01-29,-0.3796,0,1,1,1
2019-01-30,-0.4056,0,1,1,1
2019-01-31,-0.5915,0,1,1,1
2019-02-01,-0.1658,0,1,1,1
2019-02-11,0.4892,0,1,1,1
2019-02-12,0.7106,0,1,1,1
2019-02-13,0.785,1,1,1,1
2019-02-14,0.819,1,1,1,1
2019-02-15,0.6157,1,1,1,1
2019-02-18,0.4669,1,1,1,1
2019-02-19,0.3629,1,1,1,1
2019-02-20,0.1366,1,1,1,1
2019-02-21,0.0783,1,1,1,1
2019-02-22,0.2385,1,1,1,1
2019-02-25,0.0308,1,1,1,1
2019-02-26,0.0235,1,1,1,1
2019-02-27,-0.1087,1,1,1,1
2019-02-28,-0.0621,1,1,1,1
2019-03-01,-0.3572,1,1,1,1
2019-03-04,-0.2818,1,1,1,1
2019-03-05,-0.1407,1,1,1,1
2019-03-06,-0.031,1,1,1,1
2019-03-07,-0.2896,1,1,1,1
2019-03-08,0.1387,1,1,1,1
2019-03-11,0.3188,1,1,1,1
2019-03-12,0.2324,1,1,1,1
2019-03-13,-0.017,1,1,1,1
2019-03-14,0.0233,1,1,1,1
2019-03-15,-0.2837,1,1,1,1
2019-03-18,-0.365,1,1,1,1
2019-03-19,-0.3478,1,1,1,1
2019-03-20,-0.3057,1,1,1,1
2019-03-21,-0.2473,1,1,1,1
2019-03-22,-0.2659,1,1,1,1
2019-03-25,-0.3471,1,1,1,1
2019-03-26,-0.412,1,1,1,1
2019-03-27,-0.2151,1,1,1,1
2019-03-28,-0.1653,1,1,1,1
2019-03-29,0.0281,1,1,1,1
2019-04-01,0.1585,1,1,1,1
2019-04-02,0.1542,1,1,1,1
2019-04-03,-0.0226,1,1,1,1
2019-04-04,-0.2666,1,1,1,1
2019-04-08,-0.5294,1,1,1,1
2019-04-09,-0.5074,1,1,1,1
2019-04-10,-0.2845,1,1,1,1
2019-04-11,-0.3032,1,1,1,1
2019-04-12,-0.14,1,1,1,1
2019-04-15,0.0163,1,1,1,1
2019-04-16,-0.0848,1,1,1,1
2019-04-17,-0.0493,1,1,1,1
2019-04-18,0.176,1,1,1,1
2019-04-19,0.3244,1,1,1,1
2019-04-22,0.5333,1,1,1,1
2019-04-23,0.4378,1,1,1,1
2019-04-24,0.3785,1,1,1,1
2019-04-25,0.2755,1,1,1,1
2019-04-26,0.2011,1,1,1,1
2019-04-29,-0.0687,1,1,1,1
2019-04-30,-0.1614,1,1,1,1
2019-05-06,-0.4232,1,1,1,1
2019-05-07,-0.3778,1,1,1,1
2019-05-08,-0.3109,1,1,1,1
2019-05-09,-0.2006,1,1,1,1
2019-05-10,0.1258,1,1,1,1
2019-05-13,0.2156,1,1,1,1
2019-05-14,0.1787,1,1,1,1
2019-05-15,0.1399,1,1,1,1
2019-05-16,0.1039,1,1,1,1
2019-05-17,-0.2037,1,1,1,1
2019-05-20,-0.0981,1,1,1,1
2019-05-21,-0.0114,1,1,1,1
2019-05-22,0.0042,1,1,1,1
2019-05-23,-0.1428,1,1,1,1
2019-05-24,-0.1596,1,1,1,1
2019-05-27,0.1292,1,1,1,1
2019-05-28,0.0558,1,1,1,1
2019-05-29,0.1107,1,1,1,1
2019-05-30,0.2698,1,1,1,1
2019-05-31,0.4295,1,1,1,1
2019-06-03,0.0342,1,1,1,1
2019-06-04,-0.1232,1,1,1,1
2019-06-05,-0.2794,1,1,1,1
2019-06-06,-0.3904,1,1,1,1
2019-06-10,-0.209,1,1,1,1
2019-06-11,0.1634,1,1,1,1
2019-06-12,0.315,1,1,1,1
2019-06-13,0.3747,1,1,1,1
2019-06-14,0.5435,1,1,1,1
2019-06-17,0.134,1,1,1,1
2019-06-18,-0.0496,1,1,1,1
2019-06-19,0.1769,1,1,1,1
2019-06-20,0.1074,1,1,1,1
2019-06-21,0.5032,1,1,1,1
2019-06-24,0.4453,1,1,1,1
2019-06-25,0.332,1,1,1,1
2019-06-26,0.2736,1,1,1,1
2019-06-27,0.4273,1,1,1,1
2019-06-28,0.0466,1,1,1,1
2019-07-01,0.5714,1,1,1,1
2019-07-02,0.5712,1,1,1,1
2019-07-03,0.0576,1,1,1,1
2019-07-04,-0.4107,1,1,1,1
2019-07-05,-0.2544,1,1,1,1
2019-07-08,-0.7039,-1,-1,0,-1
