date,ret,equity,gross_pnl,pre_fill_pnl,post_fill_pnl,cost,cost_return,trade_notional,turnover,net_notional,gross_notional,rolls,symbols,decision_signal
2024-08-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0
2024-08-15,-0.0010000000000000009,0.999,0.0,0.0,0.0,0.001,0.001,1.0,1.0,-1.001001001001001,1.001001001001001,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-16,0.005333352570702887,1.004328019218132,0.0053376946073467706,0.0053376946073467706,0.0,9.675389214693522e-06,9.685074288982504e-06,0.009675389214693523,0.009685074288982505,-1.0000096336944002,1.0000096336944002,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-19,-0.00387742316994244,1.0004338144861933,-0.0038864222121253985,-0.0038864222121253985,0.0,7.782519813465439e-06,7.748982070144891e-06,0.007782519813465439,0.007748982070144891,-1.0000077791451076,1.0000077791451076,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-20,0.018894889206004573,1.0193369005688504,0.018940960220578583,0.018940960220578583,0.0,3.7874137921343695e-05,3.785771469629427e-05,0.0378741379213437,0.03785771469629427,-1.0000371556625687,1.0000371556625687,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-21,0.0018026723508621778,1.0211744310157194,0.0018411749225762087,0.0018411749225762087,0.0,3.644475707230914e-06,3.5753397185926268e-06,0.003644475707230914,0.0035753397185926267,-1.0000035689061502,1.0000035689061502,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-22,0.011498953606670748,1.0329168684222876,0.01176596569347941,0.01176596569347941,0.0,2.3528286911251673e-05,2.3040419145482397e-05,0.023528286911251674,0.023040419145482396,-1.0000227784903417,1.0000227784903417,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-23,-0.0006455312723783191,1.0322500882819539,-0.0006654257605258797,-0.0006654257605258797,0.0,1.3543798079629581e-06,1.3112185979029308e-06,0.0013543798079629582,0.001311218597902931,-1.000001312065577,1.000001312065577,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-26,-0.0025211204013344535,1.029647661525107,-0.002597230940585876,-0.002597230940585876,0.0,5.19581626097969e-06,5.033485896453107e-06,0.00519581626097969,0.005033485896453108,-1.0000050462079944,1.0000050462079944,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-27,0.01038302168864269,1.0403385155263822,0.010712273352163392,0.010712273352163392,0.0,2.1419350888065795e-05,2.0802602374038906e-05,0.021419350888065795,0.020802602374038904,-1.000020588828125,1.000020588828125,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-28,-0.0012154122727304761,1.0390740753268173,-0.001261894990233705,-0.001261894990233705,0.0,2.545209331355444e-06,2.446520332920328e-06,0.002545209331355444,0.002446520332920328,-1.0000024494974822,1.0000024494974822,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-29,-0.015865860757841244,1.0225882707305993,-0.01645289625849148,-0.01645289625849148,0.0,3.290833772631432e-05,3.167082935445555e-05,0.03290833772631432,0.031670829354455546,-1.000032181415207,1.000032181415207,0,IC2409.CFE|IM2409.CFE,-1.0
2024-08-30,-0.019304814903218892,1.0028473934419424,-0.019701441497324397,-0.019701441497324397,0.0,3.943579133237525e-05,3.8564681857928916e-05,0.03943579133237525,0.03856468185792892,-1.0000393238209426,1.0000393238209426,0,IC2409.CFE|IM2409.CFE,-1.0
2024-09-02,0.021732555852971958,1.0246418304319267,0.021838073701596145,0.021838073701596145,0.0,4.36367116118599e-05,4.3512813512025294e-05,0.0436367116118599,0.043512813512025295,-1.0000425872830054,1.0000425872830054,0,IC2409.CFE|IM2409.CFE,-1.0
2024-09-03,-0.008348000515835952,1.016088119902934,-0.008536593704871403,-0.008536593704871403,0.0,1.7116824121354747e-05,1.6705177958759826e-05,0.017116824121354745,0.016705177958759827,-1.0000168458067624,1.0000168458067624,0,IC2409.CFE|IM2409.CFE,-1.0
2024-09-04,-2.550366150644301e-05,1.0160622059354631,0.0020062793891593104,0.0020062793891593104,0.0,0.002032193356629989,0.002000016845806762,2.032193356629989,2.000016845806762,1.0020000678548604,1.0020000678548604,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-05,0.007070055016539678,1.0232458216316536,0.007185647889547039,0.007185647889547039,0.0,2.0321933566299696e-06,2.000067854860303e-06,0.0020321933566299693,0.002000067854860303,1.0000019860265381,1.0000019860265381,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-06,-0.01616562419908496,1.0067044142158723,-0.01654006322043615,-0.01654006322043615,0.0,1.3441953450626376e-06,1.3136582790235121e-06,0.0013441953450626376,0.001313658279023512,1.0000013352433208,1.0000013352433208,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-09,-0.007697436080051356,0.9989553713359401,-0.007747881464682322,-0.007747881464682322,0.0,1.1614152498881777e-06,1.1536804979570995e-06,0.0011614152498881777,0.0011536804979570994,1.0000011626297662,1.0000011626297662,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-10,0.0016372181955182086,1.000590879246402,0.001637501022763091,0.001637501022763091,0.0,1.993112301275591e-06,1.9951965407725154e-06,0.0019931123012755913,0.001995196540772515,1.000001991935308,1.000001991935308,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-11,0.0019352597047288533,1.0025272824559268,0.0019380728830323108,0.0019380728830323108,0.0,1.6696735073996592e-06,1.6686875145785646e-06,0.001669673507399659,0.0016686875145785643,1.0000016654644084,1.0000016654644084,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-12,-0.0021351440204155914,1.0003867423234876,-0.0021398341467981493,-0.0021398341467981493,0.0,7.059856410260149e-07,7.042059137747721e-07,0.0007059856410260149,0.0007042059137747721,1.000000705712712,1.000000705712712,0,IC2409.CFE|IM2409.CFE,1.0
2024-09-13,-0.012500334734157348,0.9878815731808308,-0.01151626269397543,-0.01151626269397543,0.0,0.000988906448681296,0.0009885241445568066,0.9889064486812958,0.9885241445568064,1.001001037447735,1.001001037447735,1,IC2412.CFE|IM2409.CFE,1.0
2024-09-18,-0.0013086143761263935,0.986588817152256,-0.00030418973868398774,-0.00030418973868398774,0.0,0.000988566289890828,0.0010006931161877963,0.9885662898908282,1.0006931161877963,1.0010020043534897,1.0010020043534897,1,IC2412.CFE|IM2412.CFE,1.0
2024-09-19,0.01902937138183436,1.005362982155011,0.018775736499904442,0.018775736499904442,0.0,1.5714971495351955e-06,1.5928592765436477e-06,0.0015714971495351957,0.0015928592765436479,1.000001563114196,1.000001563114196,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-20,-0.006746687270616669,0.9985801125209566,-0.006782351096179124,-0.006782351096179124,0.0,5.185378753073051e-07,5.157718003459917e-07,0.0005185378753073051,0.0005157718003459917,1.0000005192751877,1.0000005192751877,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-23,0.002853874483814689,1.001429934824125,0.002850601066743193,0.002850601066743193,0.0,7.78763575033063e-07,7.798709039648731e-07,0.0007787635750330631,0.0007798709039648731,1.0000007776515838,1.0000007776515838,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-24,0.05112184779137241,1.0526248835259278,0.05119495891418256,0.05119495891418256,0.0,1.0212379674842998e-08,1.0197797489083983e-08,1.0212379674842997e-05,1.0197797489083982e-05,1.0000000097018222,1.0000000097018222,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-25,0.006266969255172672,1.0592216513082144,0.006596919047250717,0.006596919047250717,0.0,1.512649640675847e-07,1.4370262990639135e-07,0.0001512649640675847,0.00014370262990639137,1.0000001428076588,1.0000001428076588,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-26,0.05780211989345685,1.1204469081908772,0.061225307352336694,0.061225307352336694,0.0,5.046967393161102e-08,4.7647887360759066e-08,5.046967393161102e-05,4.764788736075907e-05,1.0000000450442352,1.0000000450442352,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-27,0.08581306547545009,1.2165958920852267,0.09614994266085686,0.09614994266085686,0.0,9.587665072444943e-07,8.55700078455802e-07,0.0009587665072444942,0.0008557000784558018,1.0000007880731092,1.0000007880731092,0,IC2412.CFE|IM2412.CFE,1.0
2024-09-30,0.0897255644679662,1.3257556452319825,0.10916041844469501,0.10916041844469501,0.0,6.652979390769474e-07,5.468520347677953e-07,0.0006652979390769474,0.0005468520347677954,1.000000501825462,1.000000501825462,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-08,0.050478853388552514,1.3926782700766935,0.06695107968919867,0.06695107968919867,0.0,2.8454844487871355e-05,2.1463113953320024e-05,0.028454844487871358,0.021463113953320026,1.0000204317429942,1.0000204317429942,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-09,-0.06169332473230327,1.3067593173132297,-0.08589924156427219,-0.08589924156427219,0.0,1.971119919178044e-05,1.4153447795731717e-05,0.019711199191780437,0.014153447795731716,1.0000150840318722,1.0000150840318722,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-10,-0.013831763879249781,1.2886845309891435,-0.018072968853196914,-0.018072968853196914,0.0,1.817470889372908e-06,1.3908229811666695e-06,0.0018174708893729083,0.0013908229811666697,1.0000014103303374,1.0000014103303374,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-11,-0.04329512287561521,1.232890775872064,-0.055792356980554375,-0.055792356980554375,0.0,1.3981365252225116e-06,1.0849331171449362e-06,0.0013981365252225114,0.001084933117144936,1.0000011340311346,1.0000011340311346,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-14,0.027236762518035418,1.2664707291451678,0.033587164548223525,0.033587164548223525,0.0,7.2112751196569545e-06,5.849078653829804e-06,0.007211275119656954,0.005849078653829803,1.0000056939927262,1.0000056939927262,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-15,-0.02674814292213956,1.2325949890752865,-0.03387513931949496,-0.03387513931949496,0.0,6.007503863724801e-07,4.7434999684356683e-07,0.0006007503863724802,0.0004743499968435669,1.0000004873866855,1.0000004873866855,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-16,0.007125648366843151,1.2413780275461699,0.008787781677569412,0.008787781677569412,0.0,4.743206686068406e-06,3.848146981050799e-06,0.004743206686068406,0.0038481469810507985,1.0000038209204456,1.0000038209204456,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-17,-0.00792185469581752,1.2315440111893685,-0.009832444064253515,-0.009832444064253515,0.0,1.5722925478372702e-06,1.2665703056990775e-06,0.0015722925478372702,0.0012665703056990774,1.000001276684011,1.000001276684011,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-18,0.04686892462924863,1.2892651546274057,0.057730044678148226,0.057730044678148226,0.0,8.901240110899159e-06,7.2277076824097835e-06,0.00890124011089916,0.007227707682409783,1.0000069041190471,1.0000069041190471,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-21,0.015052371085979788,1.3086716521630803,0.019408381982896437,0.019408381982896437,0.0,1.8844472218988682e-06,1.4616444221231346e-06,0.0018844472218988682,0.0014616444221231346,1.0000014399694672,1.0000014399694672,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-22,0.007593116423641577,1.3186085483782741,0.009940543546253367,0.009940543546253367,0.0,3.6473310595484004e-06,2.7870482664767674e-06,0.0036473310595484007,0.0027870482664767676,1.000002766045362,1.000002766045362,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-23,0.0025871741393386216,1.3220200183145492,0.0034115743005540076,0.0034115743005540076,0.0,1.0436427891895991e-07,7.914727918859247e-08,0.00010436427891895991,7.914727918859248e-05,1.0000000789430399,1.0000000789430399,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-24,-0.006894664241491433,1.31290513416774,-0.00911347805823574,-0.00911347805823574,0.0,1.4060885734559535e-06,1.0635909849902152e-06,0.0014060885734559535,0.0010635909849902152,1.000001070974998,1.000001070974998,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-25,0.020250390598581136,1.3394919759535193,0.02659343121191214,0.02659343121191214,0.0,6.589426132700327e-06,5.01896592618431e-06,0.006589426132700327,0.00501896592618431,1.0000049193472234,1.0000049193472234,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-28,0.010645866141314242,1.3537520282268851,0.014260263630186544,0.014260263630186544,0.0,2.1135682061548152e-07,1.5778879187762724e-07,0.0002113568206154815,0.0001577887918776272,1.000000156126688,1.000000156126688,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-29,-0.012561718438894198,1.336746576412217,-0.017001623034280704,-0.017001623034280704,0.0,3.828780387506904e-06,2.8282730571578587e-06,0.003828780387506904,0.002828273057157859,1.0000028642529968,1.0000028642529968,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-30,0.0031878848388577907,1.3410079705565565,0.004262522650041682,0.004262522650041682,0.0,1.1285057022726703e-06,8.442181354236506e-07,0.0011285057022726703,0.0008442181354236506,1.0000008415354174,1.0000008415354174,0,IC2412.CFE|IM2412.CFE,1.0
2024-10-31,0.011297609610263715,1.3561581550921564,0.015154914709790123,0.015154914709790123,0.0,4.730174190112157e-06,3.52732742382508e-06,0.004730174190112157,0.00352732742382508,1.00000348792224,1.00000348792224,0,IC2412.CFE|IM2412.CFE,1.0
2024-11-01,-0.01761975125674764,1.3322629857346229,-0.023880222831093263,-0.023880222831093263,0.0,1.494652644033586e-05,1.102122667936188e-05,0.01494652644033586,0.01102122667936188,1.000011218900923,1.000011218900923,0,IC2412.CFE|IM2412.CFE,1.0
