index_code,wind_sector,date,maininflowcount,mainoutflowcount,maininmoney,mainoutmoney,maininflowmoney,openmaininflowmoney,endmaininflowmoney,extrabillinflowmoney,largebillinflowmoney,middlebillinflowmoney,smallbillinflowmoney
399102.SZ,chinext,2019-12-31T00:00:00,256,530,3461686.302199996,3840581.1318999995,-378894.8297000004,-115947.17699999997,9806.672700000003,-89953.55420000004,-288941.2755000002,75512.15649999997,303382.6731999996
399102.SZ,chinext,2019-12-30T00:00:00,225,561,4005725.093500001,4417914.5905000055,-412189.49700000026,-262612.11600000015,-25452.830800000007,-61876.614899999986,-350312.88210000005,-8854.474500000024,421043.97149999987
399102.SZ,chinext,2019-12-27T00:00:00,197,588,4528486.2852,5408024.803200003,-879538.5180000003,-112110.92639999995,-135686.91789999997,-378397.51060000004,-501141.00739999977,111721.11710000006,767817.4009
399102.SZ,chinext,2019-12-26T00:00:00,293,491,4060922.3052999955,4458357.225999999,-397434.92069999984,-124421.45780000008,51340.78049999998,-129521.58760000028,-267913.3330999997,59759.12410000003,337675.7966000002
399102.SZ,chinext,2019-12-25T00:00:00,261,524,4453664.223399997,4657722.3864,-204058.16299999994,-95970.09720000003,-15877.280800000055,14054.4847,-218112.64770000006,-9461.668999999987,213519.8319999999
399102.SZ,chinext,2019-12-24T00:00:00,318,467,3829751.3110999903,3955576.6793000028,-125825.36820000007,-134678.3717,38295.136100000025,80134.1786,-205959.5468,-251.5743999999795,126076.9426
399102.SZ,chinext,2019-12-23T00:00:00,160,624,3708713.5503000054,4530135.1632999955,-821421.6130000005,-227233.73810000005,-155364.21759999992,-298331.7314999995,-523089.88149999967,75558.5006,745863.1123999994
399102.SZ,chinext,2019-12-20T00:00:00,197,586,4059173.329599988,4936847.594900001,-877673.3821000006,-238683.1715999998,-121767.51170000006,-322232.39870000014,-555441.8666000001,79403.6955999999,798270.5697000012
399102.SZ,chinext,2019-12-19T00:00:00,303,481,4681814.4137999965,5324859.764800003,-643045.351,-270515.94159999985,-55092.540600000015,-222744.08420000004,-420301.2668000004,123265.85250000012,519779.49849999987
399102.SZ,chinext,2019-12-18T00:00:00,274,509,5283883.172199999,5853649.742899994,-569766.5707000002,-163985.8687000002,-16778.834799999982,-190739.0221,-379027.5485999999,101147.2471000001,468619.32360000024
399102.SZ,chinext,2019-12-17T00:00:00,276,506,5951845.061500006,6264155.756600003,-312310.69509999995,-121925.98839999986,-15388.152499999991,57083.6653000001,-369394.3604,-28207.30730000005,340518.0024
399102.SZ,chinext,2019-12-16T00:00:00,390,393,5507083.1497,5476786.578400007,30296.571299999938,-131796.05499999993,83799.36480000011,73068.00629999996,-42771.43500000001,-12556.90020000004,-17739.671099999967
399102.SZ,chinext,2019-12-13T00:00:00,354,430,4856449.628699992,4738800.658099996,117648.97060000018,-54054.23900000005,81776.83550000013,225941.8593999998,-108292.88880000004,-136368.38350000008,18719.41290000007
399102.SZ,chinext,2019-12-12T00:00:00,271,513,3802182.9537,4024122.1318000015,-221939.1780999999,-91647.97920000005,-74427.41119999991,18134.336699999996,-240073.5148000001,34998.46489999999,186940.7132
399102.SZ,chinext,2019-12-11T00:00:00,243,540,3574081.5750000025,4092880.3953000056,-518799.11969999975,-116939.68280000014,-62017.308999999994,-152086.35649999994,-366712.4637999997,41423.10380000001,477375.71650000033
399102.SZ,chinext,2019-12-10T00:00:00,317,466,3851192.2643999993,3921347.1490999986,-70154.88470000004,-144036.82500000016,55115.13300000001,112403.25169999998,-182558.1364,-30505.51629999993,100660.40099999995
399102.SZ,chinext,2019-12-09T00:00:00,285,499,3532931.950400005,3804614.560999997,-271682.61059999984,-47489.69409999999,-24400.148999999954,-45761.68760000011,-225920.9230000006,81981.11510000001,189701.49550000008
399102.SZ,chinext,2019-12-06T00:00:00,338,447,3373146.5363000007,3437395.3436999987,-64266.188199999975,-46770.83099999991,81138.8524,47351.60049999999,-111600.40790000005,-3565.4211000000364,67814.2284999999
399102.SZ,chinext,2019-12-05T00:00:00,402,382,3628746.5764000034,3454078.704000008,174667.87240000028,9530.377299999966,-28.289300000024216,168631.73730000018,6036.135099999985,-72612.37349999996,-102055.49889999993
399102.SZ,chinext,2019-12-04T00:00:00,323,461,2424105.3510000017,2592905.1921999957,-168799.84119999973,-53218.65929999998,25563.27709999998,-5507.78149999999,-163292.05969999998,-14751.281699999978,183551.1229000002
399102.SZ,chinext,2019-12-03T00:00:00,315,468,2493398.5068999957,2711848.7006000006,-218450.19370000015,-105084.31850000008,51509.73219999994,-37245.88149999998,-181204.3122,78152.43469999997,140297.75899999993
399102.SZ,chinext,2019-12-02T00:00:00,285,498,2379210.5118000014,2458149.5546000013,-78938.14259999999,-18442.86910000004,-1930.3012999999962,53192.54350000002,-132131.58629999988,346.1759999999995,78592.86679999997
399102.SZ,chinext,2019-11-29T00:00:00,302,481,2216299.4066000003,2490194.5315999985,-273895.1250000003,-59945.59859999995,23561.143899999992,-31121.345900000004,-242773.77910000025,7376.371300000004,266518.75369999977
399102.SZ,chinext,2019-11-28T00:00:00,244,538,2264264.789399999,2538747.4493000037,-274482.6599000002,-33687.38139999996,-19554.684099999984,-70487.52820000007,-203995.1316999998,44613.075500000035,229869.5843999999
399102.SZ,chinext,2019-11-27T00:00:00,283,498,2626161.527900004,2735550.326099997,-109388.75959999984,-42260.10719999989,-20833.89130000001,41661.629299999986,-151050.42749999987,4703.057899999971,104685.74030000006
399102.SZ,chinext,2019-11-26T00:00:00,299,483,2810182.592599999,2980155.1549999965,-169975.19920000003,-54531.513199999994,-3093.815900000002,-35109.83770000005,-134862.72469999993,17891.535400000044,152081.027
399102.SZ,chinext,2019-11-25T00:00:00,200,582,2633573.970299998,3150307.989299999,-516734.01900000003,-201022.6037999997,-22303.26750000002,-150848.22410000002,-365885.7948999999,77096.83289999994,439637.18609999993
399102.SZ,chinext,2019-11-22T00:00:00,218,562,3661528.7749999976,4379496.996099996,-717968.2211000003,-8899.521199999985,-25459.757900000015,-251541.40230000005,-466426.81880000007,130693.55989999993,587274.6612000001
399102.SZ,chinext,2019-11-21T00:00:00,283,496,2283942.0163000016,2503387.9478000007,-219427.5723000002,-49720.61509999997,-17165.17499999999,-63389.725199999986,-156056.20630000005,-6447.429099999965,225893.3606
399102.SZ,chinext,2019-11-20T00:00:00,232,546,3286873.165299998,3780120.7580999974,-493247.59279999987,-109814.2499,-66105.37259999999,-173660.29709999985,-319587.2957,29627.484900000003,463620.10790000024
399102.SZ,chinext,2019-11-19T00:00:00,428,350,3615674.8187000086,3413906.559900002,201768.25880000013,-17347.66029999999,51996.93019999998,236701.3343999998,-34933.07560000001,-55405.38340000004,-146362.87540000014
399102.SZ,chinext,2019-11-18T00:00:00,290,488,2500045.4600999947,2813096.2792999987,-313050.8192000004,-108234.03049999985,-23543.641200000027,-61195.14239999999,-251855.67679999987,78132.53699999997,234918.28220000005
399102.SZ,chinext,2019-11-15T00:00:00,236,540,3062025.515000002,3474525.3764000055,-412500.0669000003,-74453.8871,-82580.93239999999,-100657.37520000023,-311842.4862000001,3013.511399999995,409486.35000000015
399102.SZ,chinext,2019-11-14T00:00:00,340,434,2780987.556700004,2853571.9188000006,-72584.36210000006,-33814.06140000002,-15643.641300000014,42295.51129999999,-114879.87340000005,-17404.70109999999,89989.0632
399102.SZ,chinext,2019-11-13T00:00:00,255,519,2543731.781600005,2764682.193800001,-220950.41220000002,-79971.29449999995,10230.779600000003,-5709.466500000006,-215240.94570000024,21047.434999999965,199902.97719999985
399102.SZ,chinext,2019-11-12T00:00:00,227,548,2404592.410199999,2874564.7216999996,-469972.3115000004,-162177.92229999986,1383.4114999999965,-200309.4691000002,-269662.84239999944,101778.8018,368193.5097000001
399102.SZ,chinext,2019-11-11T00:00:00,164,610,2774559.580400009,3506960.5060000033,-732400.9256000007,-195362.25920000003,-91337.04859999994,-225756.44630000004,-506644.47930000024,43987.37309999996,688413.5525000001
399102.SZ,chinext,2019-11-08T00:00:00,272,502,3392708.472900004,3808568.9560000133,-415857.31290000014,-127877.00409999995,-78725.06549999994,-145306.8420999999,-270553.64100000035,59340.89689999998,356519.5861999994
399102.SZ,chinext,2019-11-07T00:00:00,320,452,3170974.052100002,3282034.3569000005,-111060.30480000004,-80124.16860000012,-7763.046900000002,57981.4059,-169041.71070000014,40200.81609999997,70859.48870000016
399102.SZ,chinext,2019-11-06T00:00:00,220,550,3223182.5557999997,3764808.907000006,-541624.1282000004,-89552.37789999998,-45222.85050000006,-217174.35439999998,-324451.9967999998,106613.74400000006,435012.6071999999
