index_code,wind_sector,date,maininflowcount,mainoutflowcount,maininmoney,mainoutmoney,maininflowmoney,openmaininflowmoney,endmaininflowmoney,extrabillinflowmoney,largebillinflowmoney,middlebillinflowmoney,smallbillinflowmoney
399102.SZ,chinext,2025-06-30T00:00:00,554,823,16955857.282100003,17042464.259699993,-86606.97609999993,-66304.20000000004,87005.3596999999,131097.05969999966,-217704.0372999999,-105380.65000000015,191987.62400000019
399102.SZ,chinext,2025-06-27T00:00:00,508,870,16593792.303000003,17587252.18810003,-993460.6073999997,-304504.0386000004,-156858.44169999956,-532973.2191000006,-460486.6660000004,46970.76919999995,946489.1145000001
399102.SZ,chinext,2025-06-26T00:00:00,464,913,18497063.552199986,19970916.704899956,-1473853.1521999973,-524162.38350000005,-227925.39999999976,-737271.2548999997,-736581.8977999998,260308.6840999996,1213544.4662000015
399102.SZ,chinext,2025-06-25T00:00:00,550,826,19967088.228600014,19590220.86530001,376867.5530000006,-46657.19009999999,109358.21169999975,743057.8752999998,-366190.5120000004,-326681.14920000004,-50186.21179999977
399102.SZ,chinext,2025-06-24T00:00:00,709,667,15813178.921199989,15515514.532999987,297664.38840000017,22812.357399999913,86403.14299999998,317863.4791999993,-20199.091000000106,-280192.26210000005,-17472.12679999988
399102.SZ,chinext,2025-06-23T00:00:00,556,818,11294484.4031,11327769.588600008,-33285.18739999973,-172202.40439999956,83446.35160000001,188036.82320000007,-221322.00870000027,-280490.94310000003,313776.12850000005
399102.SZ,chinext,2025-06-20T00:00:00,417,960,10177540.751199996,11362321.306199996,-1184780.5543999996,-382647.83890000026,-203884.8968000002,-473510.2688999996,-711270.2861,49808.31640000002,1134972.2369999974
399102.SZ,chinext,2025-06-19T00:00:00,332,1044,12319824.773900013,14088293.610000014,-1768468.8367999985,-383820.45380000066,-212164.14399999953,-822448.8301000003,-946020.006,196273.10080000036,1572195.7341999998
399102.SZ,chinext,2025-06-18T00:00:00,433,943,12387637.98050003,13207382.0162,-819744.0341999988,-388436.85960000014,-233.25800000003227,-291293.0160000001,-528451.0196999995,-34915.10490000006,854659.1406999999
399102.SZ,chinext,2025-06-17T00:00:00,504,872,12312409.23549998,13296724.514000013,-984315.2790000002,-252937.7578000001,-62180.09470000001,-407628.8779000003,-576686.4006000014,217069.4282999998,767245.8506000001
