index_code,wind_sector,date,maininflowcount,mainoutflowcount,maininmoney,mainoutmoney,maininflowmoney,openmaininflowmoney,endmaininflowmoney,extrabillinflowmoney,largebillinflowmoney,middlebillinflowmoney,smallbillinflowmoney
399102.SZ,chinext,2021-04-30T00:00:00,253,689,6113544.953399998,6401858.366400011,-288313.4116000001,-128662.51669999996,20180.377600000003,-89878.80979999996,-198434.60319999992,-169982.30040000015,458295.7112000003
399102.SZ,chinext,2021-04-29T00:00:00,305,634,5828971.917600013,6253449.710299997,-424477.7906999994,-50975.75289999995,-31277.504300000033,-129853.96990000013,-294623.8227999999,-75380.96489999986,499858.75539999944
399102.SZ,chinext,2021-04-28T00:00:00,356,585,6280176.6993,6307145.712100004,-26969.014599999842,-98776.22000000004,45892.39630000008,8596.268600000114,-35565.28139999998,-165010.30000000005,191979.3139
399102.SZ,chinext,2021-04-27T00:00:00,259,677,5744989.676399992,6297127.612600019,-552137.9381000003,-224029.09740000032,30487.29479999999,-153799.95770000012,-398337.9785000003,-142458.57399999996,694596.5114000003
399102.SZ,chinext,2021-04-26T00:00:00,325,616,7202189.251500001,7417765.502699994,-215576.2509,69719.64309999999,-85433.94500000004,60912.49239999996,-276488.7435999997,-140694.26649999997,356270.51879999996
399102.SZ,chinext,2021-04-23T00:00:00,290,647,5696820.639400015,6071208.047700003,-374387.40430000017,-143100.0755,2793.091299999994,-56695.674600000064,-317691.73369999987,2060.689300000068,372326.71729999996
399102.SZ,chinext,2021-04-22T00:00:00,354,586,4910663.427899999,5021592.113799993,-110928.68629999997,-69500.60270000012,11954.324799999997,105086.45960000034,-216015.1454999999,-65322.30590000003,176250.9928
399102.SZ,chinext,2021-04-21T00:00:00,294,646,4381940.902700001,4589980.618399999,-208039.7155000001,-156291.87539999993,-6685.464199999993,-3222.1158000000332,-204817.59990000012,-160287.69030000005,368327.40309999965
399102.SZ,chinext,2021-04-20T00:00:00,311,627,5187044.562699996,5466586.035100003,-279541.47259999975,-114362.03170000021,-43609.86269999995,-59404.11280000006,-220137.35959999976,-225440.53109999996,504982.00440000015
399102.SZ,chinext,2021-04-19T00:00:00,404,532,5945740.890399989,5395663.396900002,550077.4938000004,7806.969799999997,109377.71589999994,474319.22710000037,75758.26640000002,-343760.5956,-206316.89799999975
399102.SZ,chinext,2021-04-16T00:00:00,423,511,3997374.609799997,4115561.632200002,-118184.08300000007,-100127.28390000013,14754.539000000002,7612.648200000023,-125799.6706,-44832.64250000005,163019.66730000003
399102.SZ,chinext,2021-04-15T00:00:00,299,635,3527537.0232999967,3731906.8931000032,-204369.87030000018,-80712.60039999998,31547.870399999963,55304.86120000001,-259674.7310000004,-156775.7107000001,361145.57910000003
399102.SZ,chinext,2021-04-14T00:00:00,406,525,3985928.5513000013,3847815.434400005,138108.95310000025,-22955.5525,57326.41290000002,163116.91860000018,-25003.80169999991,-61920.424499999936,-76192.68919999998
399102.SZ,chinext,2021-04-13T00:00:00,318,613,3864847.0420999997,4071622.6225000084,-206775.5796,-51059.134399999966,-61962.73170000008,-32569.16060000002,-174206.41979999986,45554.931400000045,161220.6493000003
399102.SZ,chinext,2021-04-12T00:00:00,221,709,4293746.727899995,5271080.142400005,-977333.4174000003,-116385.3411000001,-183835.3401000002,-403912.5876000006,-573420.8269000015,160696.1749,816637.2404000002
399102.SZ,chinext,2021-04-09T00:00:00,318,610,3745196.5623000036,4215354.367100001,-470156.4140999994,-143464.72480000005,-6821.910700000003,-217231.42409999995,-252926.38070000045,100363.35429999999,369794.44849999965
399102.SZ,chinext,2021-04-08T00:00:00,301,624,4133030.793399995,4492557.026899998,-359526.57140000036,-159032.9821000002,-34472.93639999995,-77371.22880000016,-282155.0047000002,-45234.35100000005,404760.58569999994
399102.SZ,chinext,2021-04-07T00:00:00,329,595,4059256.775300006,4458428.186800011,-399171.4127000002,-204180.71330000044,38281.759099999974,-153916.17170000012,-245255.23979999966,19939.298600000016,379232.11339999986
399102.SZ,chinext,2021-04-06T00:00:00,381,543,3926475.8181999964,4208985.145400001,-282509.3279999999,-108074.84620000006,-5086.450700000003,-100280.12059999997,-182229.20659999983,-2466.292400000003,284975.61899999983
399102.SZ,chinext,2021-04-02T00:00:00,425,499,4499799.068999997,4249414.905600003,250384.16399999982,50760.097100000006,51012.99429999997,193764.08899999995,56620.07440000001,-193596.8695000002,-56787.29160000007
