index_code,wind_sector,date,maininflowcount,mainoutflowcount,maininmoney,mainoutmoney,maininflowmoney,openmaininflowmoney,endmaininflowmoney,extrabillinflowmoney,largebillinflowmoney,middlebillinflowmoney,smallbillinflowmoney
399102.SZ,chinext,2019-04-30T00:00:00,273,477,2505936.2373,2884937.5787000004,-379001.3414,-125581.63899999998,3858.2153999999928,-167159.792,-211841.54940000025,76330.5310000002,302670.81039999984
399102.SZ,chinext,2019-04-29T00:00:00,163,587,3525993.3558999985,4339759.609900007,-813766.254000001,-232536.24710000012,-126774.81439999994,-359349.21590000007,-454417.03809999983,123482.18530000006,690284.0686999998
399102.SZ,chinext,2019-04-26T00:00:00,235,515,3545068.1027,3744302.6008999976,-199234.4981999997,-69303.10720000011,-30198.729900000002,38385.692100000015,-237620.19029999975,-1352.2899000000216,200586.78809999986
399102.SZ,chinext,2019-04-25T00:00:00,141,611,3789497.288400004,4662686.806700003,-873189.5183000007,-158040.5079,-170611.71570000012,-325723.9459,-547465.5723999996,-25422.309700000027,898611.8280000008
399102.SZ,chinext,2019-04-24T00:00:00,304,446,3716565.6213999945,3691485.702499998,25079.247599999988,-76537.68930000006,102902.41910000004,100648.72979999996,-75568.81090000003,-134620.9108,109540.99190000004
399102.SZ,chinext,2019-04-23T00:00:00,169,582,3490555.9573999997,4228011.809000002,-737455.8516000008,-202017.52910000022,-116954.79529999981,-235115.61719999998,-502340.23439999996,-8223.284000000007,745679.1355999996
399102.SZ,chinext,2019-04-22T00:00:00,177,572,4011249.362699995,4940141.799799995,-928892.4371000006,-257990.5760999999,-138663.37289999975,-388161.6433000002,-540730.7938000001,146356.84119999994,782535.5959000005
399102.SZ,chinext,2019-04-19T00:00:00,267,483,4005894.409599999,4281891.7568,-275997.34719999984,-128417.89100000013,78970.61509999995,-23110.057700000016,-252887.28949999975,16260.826400000025,259736.52080000023
399102.SZ,chinext,2019-04-18T00:00:00,208,541,4279534.183300004,4781684.707200002,-502150.52390000003,-191162.49849999978,-59821.88309999997,-105590.16600000007,-396560.3578999997,-14835.940099999967,516986.4640000005
399102.SZ,chinext,2019-04-17T00:00:00,300,449,5117129.8343,5262497.332000012,-145367.4977000001,-71589.47239999977,-6239.862299999999,128713.40019999984,-274080.89790000016,-52013.823200000006,197381.32089999976
399102.SZ,chinext,2019-04-16T00:00:00,339,408,4672907.658499999,4722375.632700001,-49465.41420000005,-297990.4544999997,101304.0998000001,89837.83290000005,-139305.80709999986,-28009.66070000003,77477.63489999999
399102.SZ,chinext,2019-04-15T00:00:00,230,518,4095423.080800004,4640083.212099999,-544660.1312999993,-25587.132299999972,-153092.69969999997,-221225.11939999947,-323435.0119000002,147723.97439999983,396936.1568999997
399102.SZ,chinext,2019-04-12T00:00:00,213,534,3461044.8542000027,3888649.062800012,-427604.2086000001,-153165.91380000013,42439.56340000001,-139741.85069999992,-287862.3578999996,42080.32919999993,385523.87940000044
399102.SZ,chinext,2019-04-11T00:00:00,156,590,4228520.369000001,5153506.578299993,-924986.2092999999,-182858.16730000023,-108441.71530000003,-367614.4308000003,-557371.7785000001,92289.72709999996,832696.4822000001
399102.SZ,chinext,2019-04-10T00:00:00,240,506,5131976.285200008,5911026.502099987,-779050.2169000005,-403400.2985000005,-75060.53389999991,-281806.99050000013,-497243.2264000006,77856.63670000009,701193.5802000005
399102.SZ,chinext,2019-04-09T00:00:00,293,454,4619866.6488999985,5100101.035000001,-480234.38610000064,-214523.0028,52555.66030000012,-141229.48820000005,-339004.89789999963,52819.557999999975,427414.8280999997
399102.SZ,chinext,2019-04-08T00:00:00,168,579,5584103.102900001,6719610.770000003,-1135507.667099999,-270601.54939999967,13447.135700000015,-382539.5636000001,-752968.1034999988,115559.886,1019947.7810999997
399102.SZ,chinext,2019-04-04T00:00:00,220,527,5838376.943200019,6353899.787599998,-515522.8443999995,-192549.00059999988,-31778.646199999992,-94363.70490000011,-421159.1394999999,-42617.859000000055,558140.7034
399102.SZ,chinext,2019-04-03T00:00:00,301,443,5545725.395700003,5926857.5156999985,-381132.12,-227171.50250000006,71835.42520000011,-25669.280200000063,-355462.83980000066,-44470.201,425602.321
399102.SZ,chinext,2019-04-02T00:00:00,297,449,6765128.667000006,7224468.7216999885,-459340.0546999995,-200938.6769000002,-115953.0308000001,-110687.1403000001,-348652.9143999996,20299.124900000053,439040.9298000002
399102.SZ,chinext,2019-04-01T00:00:00,452,293,6561959.8378,6245118.992799997,316840.8449999999,-74159.12820000014,84571.90799999994,286515.55650000036,30325.2885,-22872.00900000001,-293968.8359999996
399102.SZ,chinext,2019-03-29T00:00:00,411,331,4892738.3338999925,4708358.957299998,184379.37659999996,-180927.30299999975,96413.2962,173641.7101,10737.666499999948,-62352.31130000011,-122027.06530000006
399102.SZ,chinext,2019-03-28T00:00:00,226,515,3668144.6214999966,4073816.6567000006,-405672.0352000004,-119990.92920000009,-95328.2801,-83539.19410000005,-322132.8410999998,35463.365400000024,370208.66980000015
399102.SZ,chinext,2019-03-27T00:00:00,206,535,3620657.567999994,4069249.1987000015,-448591.6307000002,-149041.78830000022,-8493.180100000001,-86320.7852000001,-362270.8455000007,3688.8415000000005,444902.78919999965
