index_code,wind_sector,date,maininflowcount,mainoutflowcount,maininmoney,mainoutmoney,maininflowmoney,openmaininflowmoney,endmaininflowmoney,extrabillinflowmoney,largebillinflowmoney,middlebillinflowmoney,smallbillinflowmoney
399102.SZ,chinext,2023-12-29T00:00:00,623,709,6069912.166600004,6045697.18159999,24216.279500000055,44867.89789999985,55731.89680000004,167249.75200000007,-143034.76699999988,-128801.14980000025,104586.16380000007
399102.SZ,chinext,2023-12-28T00:00:00,624,708,6044072.640799985,5771867.027299999,272205.61279999994,-52561.44580000002,-12384.492900000012,209955.2095000001,62250.40399999991,-226108.76040000038,-46096.85290000014
399102.SZ,chinext,2023-12-27T00:00:00,471,860,3819468.7407000023,4099507.465599989,-280038.72370000015,-138888.62650000016,-4534.473799999989,-107502.4326999999,-172536.29219999988,-70240.1273,350278.84990000003
399102.SZ,chinext,2023-12-26T00:00:00,315,1015,3561389.519500003,4272468.644199998,-711079.1236000003,-199207.39980000048,-55158.72449999994,-247557.89690000008,-463521.2278000001,19120.058399999973,691959.064699999
399102.SZ,chinext,2023-12-25T00:00:00,427,903,3610577.5568,3928719.20059999,-318147.6749000005,-187364.95720000015,20075.734899999963,-90399.69269999993,-227741.95110000018,35598.0506,282543.5897999995
399102.SZ,chinext,2023-12-22T00:00:00,414,916,5448457.73769999,6500807.097199993,-1052349.3573999985,-210029.06439999968,-159885.75229999993,-438001.90440000006,-614347.4551000005,128533.78459999966,923815.5691999998
399102.SZ,chinext,2023-12-21T00:00:00,447,883,5190741.720800002,5238596.255899999,-47851.480100000015,-170291.14279999997,35782.191900000005,60216.01450000001,-108070.54960000011,-170526.55329999982,218381.08659999975
399102.SZ,chinext,2023-12-20T00:00:00,446,884,4179267.7369000004,4810005.513700007,-630737.7754999988,-102111.18659999981,-88135.41390000004,-183027.70889999994,-447710.0678999999,26585.22090000006,604152.5583000003
399102.SZ,chinext,2023-12-19T00:00:00,464,866,4229321.4284,4428409.317799992,-199087.14410000018,-70484.03370000015,12102.207600000009,-58219.48430000005,-140868.4051000001,-30839.66840000011,229927.55999999976
399102.SZ,chinext,2023-12-18T00:00:00,340,990,4124878.7541000023,5076454.546900004,-951576.0718000027,-174894.9203000002,-126935.17639999997,-363621.3849999996,-587954.4077999997,1060.1722999999893,950515.6192999992
399102.SZ,chinext,2023-12-15T00:00:00,407,922,4879461.175400003,5289235.709199996,-409774.5353000007,-237822.75159999993,-37641.56869999996,-115770.84889999994,-294003.68489999935,-4999.109699999992,414773.64450000017
399102.SZ,chinext,2023-12-14T00:00:00,380,949,4945965.437399997,5768189.157599996,-822223.7202999998,-132435.16559999992,-116106.4767999999,-345007.35510000016,-477216.3650999998,45888.0658,776335.6536000001
399102.SZ,chinext,2023-12-13T00:00:00,418,911,5324835.742900006,6147558.705999993,-848659.6291000006,-174796.80399999992,-103861.90450000006,-313098.4655999994,-509624.4974999999,74137.43979999983,748585.5220999996
399102.SZ,chinext,2023-12-12T00:00:00,530,798,6059153.8603000175,6670507.4090000065,-611353.5477000001,-151550.37669999964,-38358.96420000007,-312309.0082000004,-299044.5404999997,157246.3410999999,454107.20489999995
399102.SZ,chinext,2023-12-11T00:00:00,537,791,6579093.253899998,6749560.282099988,-170467.02870000055,-220866.1703999999,57822.38290000009,9232.139299999983,-179699.16750000036,-52867.123700000026,223334.15020000027
399102.SZ,chinext,2023-12-08T00:00:00,478,850,8121476.353499992,8326103.0218,-204626.66980000035,-126897.51800000045,-57951.978299999944,96439.25450000005,-301065.92280000105,-3487.3288999999895,208113.9979000004
399102.SZ,chinext,2023-12-07T00:00:00,436,891,6615265.743299983,6900960.721900007,-285701.95979999925,-76550.8202000001,-65187.49910000004,-59248.88840000017,-226446.09019999986,67958.10530000008,217736.87190000006
399102.SZ,chinext,2023-12-06T00:00:00,455,872,6029279.322699995,6364612.3181000035,-335332.99549999955,-128664.5570000001,-65042.77509999996,-78671.31560000002,-256661.67979999993,-65468.28200000007,400801.2751
399102.SZ,chinext,2023-12-05T00:00:00,301,1026,5935809.076799986,7165576.866099992,-1229767.7883999986,-417572.14120000124,-198242.85629999996,-488779.2052,-740988.5840999992,49989.4342,1179778.3558999987
399102.SZ,chinext,2023-12-04T00:00:00,499,828,7074777.231099991,7568310.662500024,-493531.29439999955,-146975.48339999997,-62945.151499999905,-230872.77780000007,-262660.6536,94210.01769999995,399323.41169999994
399102.SZ,chinext,2023-12-01T00:00:00,562,765,7073435.746599994,6660789.349000004,412646.3964000004,-58868.99769999981,124659.61180000003,321818.27840000007,90828.11919999974,-131347.93719999967,-281298.4618999991
399102.SZ,chinext,2023-11-30T00:00:00,323,1003,5425236.734099992,6214659.401800001,-789422.6667999998,-283137.27089999965,71231.75150000014,-239131.6581,-550291.0095999991,36783.564099999945,752639.1043
399102.SZ,chinext,2023-11-29T00:00:00,379,947,5335462.881900004,5931812.150600008,-596349.2691999994,-158300.0369000002,-48560.79750000012,-123245.12510000021,-473104.14359999914,12794.375199999995,583554.8939000007
399102.SZ,chinext,2023-11-28T00:00:00,503,822,5369442.019100017,5784639.443799993,-415197.4247000003,-131561.85860000004,67220.53229999992,-218042.41549999994,-197155.0092000001,60649.2586,354548.1648999999
399102.SZ,chinext,2023-11-27T00:00:00,441,884,6077352.714700002,6479166.682299998,-401813.9679999995,-225963.17109999992,-18190.325600000007,-134840.6515999997,-266973.31600000034,-82495.3492000001,484309.3162999998
399102.SZ,chinext,2023-11-24T00:00:00,326,999,6046878.381999991,7312410.624200014,-1265532.2437,-376571.76030000014,-21935.182599999946,-470190.6284,-795341.6137999994,83488.8282000001,1182043.413400001
399102.SZ,chinext,2023-11-23T00:00:00,452,872,6246673.994400002,6700881.41030002,-454207.1223000004,-385530.9827999998,19962.382699999987,-174632.02849999993,-279575.3874000002,-42304.52880000002,496511.9441000005
399102.SZ,chinext,2023-11-22T00:00:00,300,1024,7156106.162200002,8491295.006800005,-1335188.8455999994,-396433.5132000006,-193614.65259999986,-502111.28900000016,-833077.5556,58994.48270000008,1276194.3583000002
399102.SZ,chinext,2023-11-21T00:00:00,363,961,8424277.058699975,9755278.959000003,-1331001.9004000013,-249067.11799999987,-180933.22699999987,-606387.4994000006,-724614.4009000012,88190.76770000001,1242811.1314000026
399102.SZ,chinext,2023-11-20T00:00:00,509,815,8308081.766700006,8438984.639200006,-130902.87199999986,-250604.48279999988,20521.59230000003,19559.148699999987,-150462.02119999967,-37139.97769999998,168042.84650000013
399102.SZ,chinext,2023-11-17T00:00:00,491,834,7091832.856400001,7509134.845700001,-417301.9884999994,-250766.65779999978,96986.9962000001,-144369.95299999986,-272932.0363,-12854.18699999999,430156.1753000006
399102.SZ,chinext,2023-11-16T00:00:00,354,971,7528984.805300003,8546739.731599992,-1017754.925500001,-281491.71579999966,-148063.11690000008,-368601.62080000027,-649153.3055000001,52369.8488,965385.0781999996
399102.SZ,chinext,2023-11-15T00:00:00,470,855,9148414.322099987,9969768.803999996,-821354.4818000004,-217790.20539999986,-44563.86180000005,-304125.2208999998,-517229.26100000023,44099.69810000011,777254.7816999999
399102.SZ,chinext,2023-11-14T00:00:00,460,865,8236293.67649999,8745590.673099995,-509298.0373999994,-143484.26079999987,94450.95440000002,-195827.18889999998,-313469.8077000003,61255.7581,448041.23759999935
399102.SZ,chinext,2023-11-13T00:00:00,532,793,8195213.172599998,8351325.3783000065,-156112.2060999999,-14913.454000000023,47211.709900000016,19100.473699999988,-175212.6794000003,-11559.26269999994,167671.46839999958
399102.SZ,chinext,2023-11-10T00:00:00,401,924,6893638.748699993,7603776.858600004,-710138.1085000003,-209765.97559999998,-14276.557199999983,-226488.14979999993,-483649.9600999998,-56508.36789999993,766646.4772999991
399102.SZ,chinext,2023-11-09T00:00:00,357,968,8515317.011500005,9848031.384000003,-1332716.8094999995,-430892.6578000008,-29051.268499999944,-597401.5274000003,-735312.845099999,161906.25399999938,1170808.1129
399102.SZ,chinext,2023-11-08T00:00:00,403,922,10186618.931800002,10640936.361200016,-454326.69960000087,-195216.2556000002,69354.41599999988,49216.49949999997,-503533.92890000105,-56750.01769999979,511067.44890000025
399102.SZ,chinext,2023-11-07T00:00:00,445,880,9304923.345399985,9859293.926400034,-554370.5789999991,-282531.4693999996,-19407.624799999983,-128484.15409999988,-425886.4269000001,11378.239200000098,542992.3404999998
399102.SZ,chinext,2023-11-06T00:00:00,580,745,9628925.924299987,9338426.48639999,290500.06609999994,3588.609599999967,48282.13650000003,266827.8155000003,23671.622400000062,-159639.6645000001,-130859.77210000026
399102.SZ,chinext,2023-11-03T00:00:00,471,854,6801001.131400006,6817095.369700008,-16094.238699999958,-77101.70620000002,-17574.320699999997,132711.81579999984,-148806.05410000036,-248017.08509999997,264111.3207999998
399102.SZ,chinext,2023-11-02T00:00:00,324,1001,6225488.110299998,6953150.375099997,-727662.2643999998,-149639.86059999967,-118590.56080000005,-304978.55779999983,-422683.7070000001,43430.043600000005,684232.2207000005
399102.SZ,chinext,2023-11-01T00:00:00,433,892,6084507.579400005,6661853.551700009,-577345.9740000002,-181703.39559999993,-45713.268200000064,-177821.13809999995,-399524.8342000002,-56891.06989999993,634237.0418000001
