ts_code,formation_date,total_shares,mkt_cap_ard,close,implied_shares,relative_error,is_target_coordinate,cdr_unit_ratio,proposed_shares,cross_field_tier,cross_field_evidence
000035.SZ,2017-11-30,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2017-12-29,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-01-31,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-02-28,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-03-30,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-04-27,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-05-31,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-06-29,1351521423,9082223962.56,6.72,1351521423.0,2.179508155002856e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.180e-17
000035.SZ,2018-07-31,1351521423,6189968117.34,4.58,1351521423.0,9.136802745863502e-18,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=9.137e-18
000035.SZ,2018-08-31,1351521423,5581783476.99,4.13,1351521423.0,1.5198507231012652e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=1.520e-17
000035.SZ,2018-09-28,1351521423,6203483331.57,4.59,1351521423.0,1.8233793715056575e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=1.823e-17
000035.SZ,2018-10-31,1351521423,6095361617.73,4.51,1351521423.0,2.783584694637794e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.784e-17
000035.SZ,2018-11-30,1351521423,6027785546.58,4.46,1351521423.0,4.69131800179987e-18,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=4.691e-18
000035.SZ,2018-12-28,1351521423,7027911399.6,5.2,1351521423.0,2.0118536815410978e-17,True,1,1351521423,CROSS_FIELD_EXACT,relative_error=2.012e-17
000035.SZ,2019-01-31,2438736365,6460272401.940001,4.78,1351521423.0,0.44581077217011933,True,1,2438736365,CROSS_FIELD_LAGGED_MKT_CAP,implied matches neighbour 2018-12-28=1351521423
