ts_code,formation_date,total_shares,mkt_cap_ard,close,implied_shares,relative_error,is_target_coordinate,cdr_unit_ratio,proposed_shares,cross_field_tier,cross_field_evidence
002027.SZ,2021-09-30,14442199726,105716901994.32,7.32,14442199726.0,3.045396382019078e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.045e-17
002027.SZ,2021-10-29,14442199726,106294589983.36,7.36,14442199726.0,3.770143414443732e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.770e-17
002027.SZ,2021-11-30,14442199726,102106352062.82,7.07,14442199726.0,3.1530836656831193e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.153e-17
002027.SZ,2021-12-31,14442199726,118281615755.93999,8.19,14442199726.0,4.763312289824713e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=4.763e-17
002027.SZ,2022-01-28,14442199726,110049561912.12,7.62,14442199726.0,5.835627515431838e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=5.836e-17
002027.SZ,2022-02-28,14442199726,110482827903.90001,7.65,14442199726.0,3.642532927513015e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.643e-17
002027.SZ,2022-03-31,14442199726,88241840325.86,6.11,14442199726.0,4.54144935029556e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=4.541e-17
002027.SZ,2022-04-29,14442199726,84198024402.58,5.83,14442199726.0,9.55930596757275e-18,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=9.559e-18
002027.SZ,2022-05-31,14442199726,92718922240.92,6.42,14442199726.0,8.680802771175878e-18,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=8.681e-18
002027.SZ,2022-06-30,14442199726,97196004155.98001,6.73,14442199726.0,4.968566459817159e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=4.969e-17
002027.SZ,2022-07-29,14442199726,85353400380.66,5.91,14442199726.0,1.8859815157681603e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=1.886e-17
002027.SZ,2022-08-31,14442199726,87519730339.56,6.06,14442199726.0,3.6592706520150095e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.659e-17
002027.SZ,2022-09-30,14442199726,79720942487.51999,5.52,14442199726.0,6.057690629450994e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=6.058e-17
002027.SZ,2022-10-31,14442199726,64701054772.48,4.48,14442199726.0,4.327821978049888e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=4.328e-17
002027.SZ,2022-11-30,14442199726,86508776358.74,5.99,14442199726.0,2.7911896723346813e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=2.791e-17
002027.SZ,2022-12-30,14442199726,96473894169.68,6.68,14442199726.0,3.337170885685577e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.337e-17
002027.SZ,2023-01-31,14442199726,100373288095.7,6.95,14442199726.0,5.596317451582115e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=5.596e-17
002027.SZ,2023-02-28,14442199726,94451986208.04,6.54,14442199725.999998,7.651461322123169e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=7.651e-17
002027.SZ,2023-03-31,14442199726,99217912117.62,6.87,14442199726.0,6.472704755107804e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=6.473e-17
002027.SZ,2023-04-28,14442199726,93007766235.44,6.44,14442199726.0,3.443350955156981e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.443e-17
002027.SZ,2023-05-31,14442199726,92718922240.92,6.42,14442199726.0,8.680802771175878e-18,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=8.681e-18
002027.SZ,2023-06-30,14442199726,98351380134.06,6.81,14442199726.0,3.2562672762424316e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.256e-17
002027.SZ,2023-07-31,14442199726,107594387958.7,7.45,14442199726.0,5.220725676308147e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=5.221e-17
002027.SZ,2023-08-31,14442199726,111204937890.2,7.7,14442199726.0,5.051221595908532e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=5.051e-17
002027.SZ,2023-09-28,14442199726,103261728040.90001,7.15,14442199726.0,3.8972555098565826e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.897e-17
002027.SZ,2023-10-31,14442199726,99940022103.92,6.92,14442199726.0,8.053577137420396e-18,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=8.054e-18
002027.SZ,2023-11-30,14442199726,94451986208.04,6.54,14442199725.999998,7.651461322123169e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=7.651e-17
002027.SZ,2023-12-29,14442199726,91274702268.32,6.32,14442199726.0,3.5272628981613376e-17,True,1,14442199726,CROSS_FIELD_EXACT,relative_error=3.527e-17
002127.SZ,2013-05-31,446458902,1678685471.52,3.76,446458902.0,4.5330083480398754e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=4.533e-17
002127.SZ,2013-06-28,446458902,1317053760.9,2.95,446458902.0,1.219418653173855e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.219e-17
002127.SZ,2013-07-31,446458902,1772441840.94,3.97,446458902.0,1.6935549574013926e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.694e-17
002127.SZ,2013-08-30,446458902,2415342659.82,5.41,446458902.0,4.480347771230254e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=4.480e-17
002127.SZ,2013-09-30,446458902,2201042386.8599997,4.93,446458901.99999994,9.833136487771065e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=9.833e-17
002127.SZ,2013-10-31,446458902,2428736426.88,5.44,446458902.0,2.4718430812071797e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=2.472e-17
002127.SZ,2013-11-29,446458902,2968951698.3,6.65,446458902.0,1.081890233642969e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.082e-17
002127.SZ,2013-12-31,446458902,2968951698.3,6.65,446458902.0,1.081890233642969e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.082e-17
002127.SZ,2014-01-30,446458902,2968951698.3,6.65,446458902.0,1.081890233642969e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.082e-17
002127.SZ,2014-02-28,446458902,2968951698.3,6.65,446458902.0,1.081890233642969e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.082e-17
002127.SZ,2014-03-31,446458902,2968951698.3,6.65,446458902.0,1.081890233642969e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.082e-17
002127.SZ,2014-04-30,446458902,2334980057.46,5.23,446458902.0,6.517824622803032e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=6.518e-17
002127.SZ,2014-05-30,446458902,2718934713.18,6.09,446458902.0,3.9800790545740027e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=3.980e-17
002127.SZ,2014-06-30,446458902,2616249165.7200003,5.86,446458902.0,4.750164926487806e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=4.750e-17
002127.SZ,2014-07-31,446458902,2602855398.66,5.83,446458901.99999994,7.081096540477805e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=7.081e-17
002127.SZ,2014-08-29,446458902,2977880876.34,6.67,446458902.0,6.189324262516582e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=6.189e-17
002127.SZ,2014-09-30,446458902,3451127312.46,7.73,446458902.0,4.409860643888727e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=4.410e-17
002127.SZ,2014-10-31,446458902,3991342583.8799996,8.94,446458902.0,3.516023657279801e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=3.516e-17
002127.SZ,2014-11-28,446458902,3942232104.66,8.83,446458902.0,4.675287976329061e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=4.675e-17
002127.SZ,2014-12-31,446458902,3919909159.56,8.78,446458902.0,5.823728264907722e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=5.824e-17
002127.SZ,2015-01-30,446458902,3969019638.78,8.89,446458902.0,1.1079349083131817e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.108e-17
002127.SZ,2015-02-27,446458902,4116351076.44,9.22,446458902.0,5.545806308664836e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=5.546e-17
002127.SZ,2015-03-31,446458902,4442266074.9,9.95,446458902.0,1.4461447344172352e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.446e-17
002127.SZ,2015-04-30,446458902,5585200864.0199995,12.51,446458901.99999994,7.175072399336287e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=7.175e-17
002127.SZ,2015-05-29,446458902,5585200864.0199995,12.51,446458901.99999994,7.175072399336287e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=7.175e-17
002127.SZ,2015-06-30,446458902,5585200864.0199995,12.51,446458901.99999994,7.175072399336287e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=7.175e-17
002127.SZ,2015-07-31,446458902,5585200864.0199995,12.51,446458901.99999994,7.175072399336287e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=7.175e-17
002127.SZ,2015-08-31,446458902,5585200864.0199995,12.51,446458901.99999994,7.175072399336287e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=7.175e-17
002127.SZ,2015-09-30,446458902,3710073475.6200004,8.31,446458902.0,3.782581407470688e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=3.783e-17
002127.SZ,2015-10-30,446458902,6045053533.08,13.54,446458902.0,5.035188002549463e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=5.035e-17
002127.SZ,2015-11-30,446458902,8781846602.34,19.67,446458901.99999994,6.932022933860672e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=6.932e-17
002127.SZ,2015-12-31,446458902,8357710645.44,18.72,446458902.0,1.0523014246692506e-17,True,1,446458902,CROSS_FIELD_EXACT,relative_error=1.052e-17
002127.SZ,2016-01-29,769129766,14175061587.38,18.43,769129766.0,4.3783483223436666e-17,True,1,769129766,CROSS_FIELD_EXACT,relative_error=4.378e-17
002127.SZ,2016-02-29,769129766,11160072904.66,14.51,769129766.0,1.0180918976528727e-18,True,1,769129766,CROSS_FIELD_EXACT,relative_error=1.018e-18
002127.SZ,2016-03-31,769129766,13459770905.0,17.5,769129766.0,0.0,True,1,769129766,CROSS_FIELD_EXACT,relative_error=0.000e+3
002127.SZ,2016-04-29,769129766,16044046918.76,20.86,769129766.0,4.1515802950513445e-17,True,1,769129766,CROSS_FIELD_EXACT,relative_error=4.152e-17
002127.SZ,2016-05-31,1538259532,14813439293.160002,9.63,1538259532.0,3.729462695733534e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=3.729e-17
002127.SZ,2016-06-30,1538259532,14813439293.160002,9.63,1538259532.0,3.729462695733534e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=3.729e-17
002127.SZ,2016-07-29,1538259532,14813439293.160002,9.63,1538259532.0,3.729462695733534e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=3.729e-17
002127.SZ,2016-08-31,1538259532,14813439293.160002,9.63,1538259532.0,3.729462695733534e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=3.729e-17
002127.SZ,2016-09-30,1538259532,18966740029.56,12.33,1538259532.0,6.664250683235043e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=6.664e-17
002127.SZ,2016-10-31,1538259532,17874575761.84,11.62,1538259532.0,7.579966979196676e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=7.580e-17
002127.SZ,2016-11-30,1538259532,18151462477.600002,11.8,1538259532.0,6.58800482150891e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=6.588e-17
002127.SZ,2016-12-30,1538259532,17659219427.36,11.48,1538259532.0,2.5736086123594394e-18,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=2.574e-18
002127.SZ,2017-01-26,1538259532,16028664323.44,10.42,1538259532.0,4.013793774845605e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=4.014e-17
002127.SZ,2017-02-28,1538259532,17336184925.64,11.27,1538259532.0,2.6215640523412926e-18,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=2.622e-18
002127.SZ,2017-03-31,1538259532,18151462477.600002,11.8,1538259532.0,6.58800482150891e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=6.588e-17
002127.SZ,2017-04-28,1538259532,17505393474.16,11.38,1538259532.0,7.739825685260576e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=7.740e-17
002127.SZ,2017-05-31,1538259532,17597689046.079998,11.44,1538259532.0,6.924450020742959e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=6.924e-17
002127.SZ,2017-06-30,1538259532,18582175146.56,12.08,1538259532.0,6.80216977850067e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=6.802e-17
002127.SZ,2017-07-31,1538259532,21104920779.04,13.72,1538259532.0,3.2301414216348065e-18,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=3.230e-18
002127.SZ,2017-08-31,1538259532,22443206571.88,14.59,1538259532.0,5.733205090320933e-17,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=5.733e-17
002127.SZ,2017-09-29,1538259532,24166057247.72,15.71,1538259532.0,3.761301956701001e-18,True,1,1538259532,CROSS_FIELD_EXACT,relative_error=3.761e-18
002127.SZ,2017-10-31,1636580269,23612283816.2,15.35,1538259532.0,0.06007694145064871,True,1,1636580269,CROSS_FIELD_LAGGED_MKT_CAP,implied matches neighbour 2017-09-29=1538259532
002127.SZ,2017-11-30,1636580269,18984331120.399998,11.6,1636580268.9999998,8.993670821128699e-17,True,1,1636580269,CROSS_FIELD_EXACT,relative_error=8.994e-17
002127.SZ,2017-12-29,1636580269,19949913479.11,12.19,1636580269.0,7.139648596119753e-17,True,1,1636580269,CROSS_FIELD_EXACT,relative_error=7.140e-17
002127.SZ,2018-01-31,1636580269,21815614985.77,13.33,1636580269.0,1.5652900453877403e-17,True,1,1636580269,CROSS_FIELD_EXACT,relative_error=1.565e-17
002127.SZ,2018-02-28,1636580269,23452195254.77,14.33,1636580269.0,1.4560583604339554e-17,True,1,1636580269,CROSS_FIELD_EXACT,relative_error=1.456e-17
002127.SZ,2018-03-30,1636580269,25137872931.84,15.36,1636580269.0,4.3077474011511206e-17,True,1,1636580269,CROSS_FIELD_EXACT,relative_error=4.308e-17
002127.SZ,2018-04-27,1636580269,24695996259.21,15.09,1636580269.0,2.7654494771396394e-17,True,1,1636580269,CROSS_FIELD_EXACT,relative_error=2.765e-17
002127.SZ,2018-05-31,2454870403,26414405536.28,10.76,2454870403.0,2.6402866587963456e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.640e-17
002127.SZ,2018-06-29,2454870403,23051233084.170002,9.39,2454870403.0,2.5517520486209762e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.552e-17
002127.SZ,2018-07-31,2454870403,20522716569.079998,8.36,2454870403.0,2.866142552219016e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.866e-17
002127.SZ,2018-08-31,2454870403,19025245623.25,7.75,2454870403.0,0.0,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=0.000e+3
002127.SZ,2018-09-28,2454870403,17969651349.96,7.32,2454870403.0,8.97760031714382e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=8.978e-17
002127.SZ,2018-10-31,2454870403,17969651349.96,7.32,2454870403.0,8.97760031714382e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=8.978e-17
002127.SZ,2018-11-30,2454870403,19172537847.43,7.81,2454870403.0,6.595555966346791e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.596e-17
002127.SZ,2018-12-28,2454870403,18460625430.559998,7.52,2454870403.0,7.555713949108691e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.556e-17
002127.SZ,2019-01-31,2454870403,22683002523.72,9.24,2454870403.0,3.074619529074532e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.075e-17
002127.SZ,2019-02-28,2454870403,26021626271.8,10.6,2454870403.0,4.196728973677083e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.197e-18
002127.SZ,2019-03-29,2454870403,28108266114.35,11.45,2454870403.0,7.770362815891193e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.770e-18
002127.SZ,2019-04-30,2454870403,29360250019.88,11.96,2454870403.0,3.491227640881421e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.491e-17
002127.SZ,2019-05-31,2454870403,26512600352.4,10.8,2454870403.0,8.23802354092168e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=8.238e-18
002127.SZ,2019-06-28,2454870403,27592743329.72,11.24,2454870403.0,2.5275342036164303e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.528e-17
002127.SZ,2019-07-31,2454870403,25260616446.87,10.29,2454870403.0,4.057831154999204e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.058e-17
002127.SZ,2019-08-30,2454870403,24622350142.09,10.03,2454870403.0,6.995470292481603e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.995e-17
002127.SZ,2019-09-30,2454870403,25309713854.93,10.31,2454870403.0,3.618482043922802e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.618e-17
002127.SZ,2019-10-31,2454870403,26831733504.79,10.93,2454870403.0,6.012445958050574e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.012e-17
002127.SZ,2019-11-29,2454870403,27224512769.27,11.09,2454870403.0,2.962850961293633e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.963e-17
002127.SZ,2019-12-31,2454870403,26782636096.73,10.91,2454870403.0,3.0117339285743706e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.012e-17
002127.SZ,2020-01-23,2454870403,25186970334.78,10.26,2454870403.0,2.7689555992834968e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.769e-17
002127.SZ,2020-02-28,2454870403,23984083837.309998,9.77,2454870403.0,5.815657000746915e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.816e-17
002127.SZ,2020-03-31,2454870403,28476496674.8,11.6,2454870403.0,3.834941993187679e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.835e-18
002127.SZ,2020-04-30,2454870403,33533529704.98,13.66,2454870403.0,2.405418532997539e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.405e-17
002127.SZ,2020-05-29,2454870403,46274307096.55,18.85,2454870403.0,9.43985721400044e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=9.440e-18
002127.SZ,2020-06-30,2454870403,51969606431.51,21.17,2454870403.0,3.944740914968521e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.945e-17
002127.SZ,2020-07-31,2454870403,48090911194.77,19.59,2454870403.0,6.254977193404294e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.255e-17
002127.SZ,2020-08-31,2454870403,45488748567.590004,18.53,2454870403.0,2.5861793563465698e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.586e-17
002127.SZ,2020-09-30,2454870403,42371063155.78001,17.26,2454870403.0,6.068416707439125e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.068e-17
002127.SZ,2020-10-30,2454870403,45267810231.32,18.44,2454870403.0,7.610039808415453e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.610e-17
002127.SZ,2020-11-30,2454870403,40726299985.77,16.59,2454870403.0,7.386076143386987e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.386e-17
002127.SZ,2020-12-31,2454870403,33582627113.04,13.68,2454870403.0,4.8038036784716936e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.804e-17
002127.SZ,2021-01-29,2454870403,23984083837.309998,9.77,2454870403.0,5.815657000746915e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.816e-17
002127.SZ,2021-02-26,2454870403,25972528863.74,10.58,2454870403.0,5.790879169129968e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.791e-17
002127.SZ,2021-03-31,2454870403,22535710299.54,9.18,2454870403.0,7.15860940321272e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.159e-17
002127.SZ,2021-04-30,2454870403,19835352856.24,8.08,2454870403.0,7.58261158532117e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.583e-17
002127.SZ,2021-05-31,2454870403,25039678110.6,10.2,2454870403.0,8.722613160975898e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=8.723e-18
002127.SZ,2021-06-30,2454870403,23984083837.309998,9.77,2454870403.0,5.815657000746915e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.816e-17
002127.SZ,2021-07-30,2454870403,25186970334.78,10.26,2454870403.0,2.7689555992834968e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.769e-17
002127.SZ,2021-08-31,2454870403,19368927479.67,7.89,2454870403.0,5.4010426708457564e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.401e-17
002127.SZ,2021-09-30,2454870403,16202144659.8,6.6,2454870403.0,6.740201078935921e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.740e-18
002127.SZ,2021-10-29,2454870403,17601420789.51,7.17,2454870403.0,8.54497930396026e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=8.545e-17
002127.SZ,2021-11-30,2454870403,16030303731.59,6.53,2454870403.0,2.856550526251462e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.857e-17
002127.SZ,2021-12-31,2454870403,16938605780.7,6.9,2454870403.0,6.44714885811262e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.447e-18
002127.SZ,2022-01-28,2454870403,14360991857.55,5.85,2454870403.0,7.604329422389244e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.604e-18
002127.SZ,2022-02-28,2454870403,13698176848.74,5.58,2454870403.0,2.9442667706761994e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.944e-17
002127.SZ,2022-03-31,2454870403,13354494992.320002,5.44,2454870403.0,4.8134592081984965e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.813e-17
002127.SZ,2022-04-29,2454870403,11758829230.37,4.79,2454870403.0,6.395355074049589e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.395e-17
002127.SZ,2022-05-31,2454870403,13207202768.14,5.38,2454870403.0,2.6402866587963456e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.640e-17
002127.SZ,2022-06-30,2454870403,13109007952.02,5.34,2454870403.0,6.15318673422217e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.153e-17
002127.SZ,2022-07-29,2454870403,12274352015.0,5.0,2454870403.0,0.0,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=0.000e+3
002127.SZ,2022-08-31,2454870403,11857024046.49,4.83,2454870403.0,3.4014510518371e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.401e-17
002127.SZ,2022-09-30,2454870403,10924173293.35,4.45,2454870403.0,4.998351361907537e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.998e-18
002127.SZ,2022-10-31,2454870403,10948721997.38,4.46,2454870403.0,6.868553992084649e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.869e-17
002127.SZ,2022-11-30,2454870403,11513342190.070002,4.69,2454870403.0,5.58320215194026e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.583e-17
002127.SZ,2022-12-30,2454870403,11807926638.429998,4.81,2454870403.0,5.443912285363789e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.444e-17
002127.SZ,2023-01-31,2454870403,11488793486.039999,4.68,2454870403.0,2.5599307410845055e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.560e-17
002127.SZ,2023-02-28,2454870403,11636085710.220001,4.74,2454870403.0,5.993562119968075e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.994e-17
002127.SZ,2023-03-31,2454870403,12446192943.210001,5.07,2454870403.0,2.3630129917703124e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.363e-17
002127.SZ,2023-04-28,2454870403,10801429773.2,4.4,2454870403.0,1.011030161840388e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=1.011e-17
002127.SZ,2023-05-31,2454870403,9794932907.970001,3.99,2454870403.0,7.120171541014705e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=7.120e-17
002127.SZ,2023-06-30,2454870403,9402153643.49,3.83,2454870403.0,4.2895583760765515e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.290e-17
002127.SZ,2023-07-31,2454870403,9893127724.09,4.03,2454870403.0,4.6286042025861156e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=4.629e-17
002127.SZ,2023-08-31,2454870403,8886630858.86,3.62,2454870403.0,3.9239619404210877e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=3.924e-17
002127.SZ,2023-09-28,2454870403,8763887338.71,3.57,2454870403.0,5.968379085850562e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=5.968e-17
002127.SZ,2023-10-31,2454870403,8371108074.2300005,3.41,2454870403.0,1.7566680158761707e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=1.757e-17
002127.SZ,2023-11-30,2454870403,8714789930.65,3.55,2454870403.0,6.265539031123532e-18,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=6.266e-18
002127.SZ,2023-12-29,2454870403,9549445867.67,3.89,2454870403.0,2.3975931794886947e-17,True,1,2454870403,CROSS_FIELD_EXACT,relative_error=2.398e-17
002270.SZ,2013-05-31,189150000,1227583500.0,6.49,189150000.0,3.2844810589835136e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=3.284e-17
002270.SZ,2013-06-28,189150000,996820499.9999999,5.27,189150000.0,3.8692818285104976e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=3.869e-17
002270.SZ,2013-07-31,189150000,1142466000.0,6.04,189150000.0,5.881976289404803e-18,True,1,189150000,CROSS_FIELD_EXACT,relative_error=5.882e-18
002270.SZ,2013-08-30,189150000,1163272500.0,6.15,189150000.0,5.776770209431708e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=5.777e-17
002270.SZ,2013-09-30,189150000,1185970500.0,6.27,189150000.0,6.799452016843065e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=6.799e-17
002270.SZ,2013-10-31,189150000,1138683000.0,6.02,189150000.0,7.081821286645518e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=7.082e-17
002270.SZ,2013-11-29,189150000,1238932500.0,6.55,189150000.0,2.711995174656871e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=2.712e-17
002270.SZ,2013-12-31,189150000,1575619500.0,8.33,189150000.0,8.529924799040818e-18,True,1,189150000,CROSS_FIELD_EXACT,relative_error=8.530e-18
002270.SZ,2014-01-30,189150000,1776118500.0,9.39,189150000.0,6.053612232247924e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=6.054e-17
002270.SZ,2014-02-28,189150000,1638039000.0,8.66,189150000.0,1.640976295057968e-17,True,1,189150000,CROSS_FIELD_EXACT,relative_error=1.641e-17
