date,incumbent,raw,DEMA5,DEMA7,CUSUM,Hamilton
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-13,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-17,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-20,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-24,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-17,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-05,-0.1226,-0.6131,-0.3406,-0.2682,0.0,0.00811147180501079
2014-03-06,-0.2557,-0.6655,-0.5514,-0.4636,0.0,-0.19894750886537838
2014-03-07,-0.3816,-0.6296,-0.6378,-0.5704,0.0,-0.045393097815250444
2014-03-10,-0.5059,-0.6214,-0.6707,-0.6306,0.0,-0.038778673295865096
2014-03-11,-0.5906,-0.4234,-0.5699,-0.5772,0.0,-0.021450164123402088
2014-03-12,-0.5401,-0.3604,-0.4738,-0.5101,0.0,0.08232996943874332
2014-03-13,-0.4393,-0.1617,-0.3081,-0.376,0.0,0.24775900079962304
2014-03-14,-0.3447,-0.1568,-0.2155,-0.285,0.0,0.3381018682644751
2014-03-17,-0.259,-0.1927,-0.1877,-0.2416,0.0,0.2916704801797533
2014-03-18,-0.2069,-0.1628,-0.1593,-0.201,0.0,0.25754896674665173
2014-03-19,-0.1906,-0.2789,-0.2116,-0.2266,0.0,-0.007727087685616696
2014-03-20,-0.2186,-0.302,-0.2551,-0.2543,0.0,-0.1478824321906588
2014-03-21,-0.2826,-0.4765,-0.3766,-0.3493,0.0,-0.32845080232411494
2014-03-24,-0.3753,-0.6565,-0.5417,-0.4894,-0.25,-0.5701286710531593
2014-03-25,-0.4644,-0.6084,-0.6011,-0.5576,-0.25,-0.5612599095715045
2014-03-26,-0.5058,-0.4856,-0.5601,-0.5454,-0.25,-0.3836878215045411
2014-03-27,-0.4877,-0.2116,-0.3814,-0.4149,-0.25,-0.49670223800721675
2014-03-28,-0.4844,-0.4599,-0.421,-0.4375,-0.5,-0.6333022630052181
2014-03-31,-0.43,-0.3846,-0.4011,-0.4186,-0.5,-0.514878125910692
2014-04-01,-0.3594,-0.2554,-0.3187,-0.3493,-0.5,-0.32628687578878507
2014-04-02,-0.336,-0.3683,-0.3377,-0.3539,-0.75,-0.5147694269024043
2014-04-03,-0.3339,-0.2013,-0.2568,-0.2843,-0.75,-0.3943141560898088
2014-04-04,-0.2884,-0.2323,-0.2319,-0.2535,-0.75,-0.31287032517980384
2014-04-08,-0.2608,-0.2467,-0.2289,-0.2412,-0.75,-0.34851837137861497
2014-04-09,-0.2423,-0.1628,-0.1829,-0.1979,-0.75,-0.21574402248878288
2014-04-10,-0.2156,-0.235,-0.2003,-0.2029,-0.75,-0.30595082749199837
2014-04-11,-0.2387,-0.3169,-0.2574,-0.2436,-0.75,-0.22208667437867366
2014-04-14,-0.2795,-0.4362,-0.3557,-0.3233,-0.75,-0.2750429733187624
2014-04-15,-0.2968,-0.3329,-0.3509,-0.3299,-0.75,-0.1474296544387574
2014-04-16,-0.3498,-0.4281,-0.3997,-0.3755,-0.75,-0.31621204728904007
2014-04-17,-0.3455,-0.2133,-0.3052,-0.3105,-0.75,-0.21526831405219313
2014-04-18,-0.2901,-0.0402,-0.1568,-0.1921,-0.75,-0.09686675108180451
2014-04-21,-0.1716,0.1564,0.0313,-0.03,-0.75,-0.026108422643475515
2014-04-22,-0.0375,0.3377,0.2295,0.1522,-0.75,-0.20918507971203978
2014-04-23,0.124,0.3793,0.3528,0.2844,-0.75,-0.221318517010719
2014-04-24,0.215,0.2417,0.334,0.3046,-0.75,-0.26407951630673293
2014-04-25,0.2995,0.3822,0.3935,0.3734,-0.75,-0.20780984591176416
2014-04-28,0.3549,0.4335,0.4472,0.4351,-0.75,-0.37476464659724634
2014-04-29,0.3607,0.3665,0.4323,0.4404,-0.75,-0.347487607644105
2014-04-30,0.3304,0.2282,0.3415,0.3783,-0.75,-0.32112700836543884
2014-05-05,0.3678,0.4284,0.3998,0.4216,-0.75,-0.18824532015080156
2014-05-06,0.3756,0.4213,0.425,0.4432,-0.75,-0.05339323336859844
2014-05-07,0.3521,0.316,0.3772,0.4079,-0.75,-0.11504562950938571
2014-05-08,0.3451,0.3319,0.358,0.3893,-0.75,-0.16312030445965062
2014-05-09,0.3371,0.1882,0.2668,0.3124,-0.75,-0.24259007102295424
2014-05-12,0.2868,0.1767,0.2111,0.2563,-0.75,-0.3598481407166734
2014-05-13,0.2267,0.1208,0.1515,0.1953,-0.75,-0.3329237601638805
2014-05-14,0.2057,0.211,0.1717,0.1959,-0.75,-0.23207327638860467
2014-05-15,0.1509,0.0577,0.0999,0.13,-0.75,-0.257632736226607
2014-05-16,0.1437,0.1522,0.1158,0.1298,-0.75,-0.3887078601856665
2014-05-19,0.1234,0.0753,0.0841,0.0974,-0.75,-0.3210372262112636
2014-05-20,0.1139,0.0735,0.0681,0.0771,-0.75,-0.1620518272567138
2014-05-21,0.0826,0.0545,0.051,0.0571,-0.75,-0.12537786148005178
2014-05-22,0.1234,0.2614,0.1588,0.1362,-0.75,0.116252209665307
2014-05-23,0.1735,0.403,0.2967,0.2505,-0.75,0.3045288169346565
2014-05-26,0.2587,0.501,0.4243,0.3671,-0.75,0.4159452626283376
2014-05-27,0.3116,0.3381,0.399,0.3699,-0.75,0.2688898724696559
2014-05-28,0.423,0.6117,0.533,0.4891,-0.25,0.4392846971707547
2014-05-29,0.4936,0.6142,0.6027,0.565,-0.25,0.43094878503623035
2014-05-30,0.5339,0.6047,0.6297,0.6065,-0.25,0.4830529917422509
2014-06-03,0.5352,0.5074,0.5848,0.5872,-0.25,0.3465153165135075
2014-06-04,0.5593,0.4586,0.5292,0.5501,-0.25,0.38434268698634666
2014-06-05,0.5516,0.573,0.5602,0.5735,-0.25,0.4638492319997588
2014-06-06,0.5457,0.5849,0.582,0.5918,0.25,0.4397158374035394
2014-06-09,0.5295,0.5237,0.558,0.5749,0.25,0.21903058563439237
2014-06-10,0.5515,0.6171,0.5954,0.6031,0.25,0.32135110516508125
2014-06-11,0.5853,0.6278,0.6204,0.6245,0.25,0.43553197412986777
2014-06-12,0.601,0.6513,0.6454,0.647,0.25,0.5463853551827906
2014-06-13,0.6125,0.6427,0.6524,0.6562,0.25,0.4292993282221984
2014-06-16,0.6389,0.6555,0.6615,0.6661,0.25,0.34692272875125096
2014-06-17,0.6485,0.6653,0.6703,0.6753,0.25,0.2984596855593613
2014-06-18,0.6539,0.6544,0.6677,0.6751,0.25,0.38528561196893146
2014-06-19,0.6329,0.5463,0.6049,0.6264,0.25,0.19530031568036263
2014-06-20,0.6115,0.5359,0.5648,0.5894,0.25,0.33306913553295125
2014-06-23,0.5918,0.557,0.5554,0.5745,0.25,0.6163298341427939
2014-06-24,0.5467,0.4399,0.4864,0.5138,0.25,0.5263427666750278
2014-06-25,0.5062,0.452,0.4573,0.4803,0.25,0.452282122127029
2014-06-26,0.4696,0.3631,0.3944,0.4208,0.25,0.49440020394901496
2014-06-27,0.4163,0.2696,0.311,0.3429,0.25,0.28518820157970526
2014-06-30,0.3444,0.1976,0.2293,0.2629,0.25,0.2789091992449575
2014-07-01,0.3071,0.2534,0.2205,0.2383,0.25,0.2995461071382939
2014-07-02,0.2523,0.1776,0.1781,0.1922,0.25,0.22626219790342586
2014-07-03,0.2019,0.1113,0.1224,0.1364,0.25,0.27696353728130674
2014-07-04,0.1644,0.0823,0.0803,0.0907,0.25,0.3114843943915352
2014-07-07,0.156,0.1552,0.1023,0.0964,0.25,0.21136190591235599
2014-07-08,0.1203,0.0753,0.0736,0.0683,0.25,0.21622464775620337
2014-07-09,0.0754,-0.0471,-0.007,-0.0006,0.25,0.11110468079173816
2014-07-10,-0.0083,-0.3071,-0.1917,-0.156,0.25,-0.14812522465084096
2014-07-11,-0.0882,-0.3172,-0.2922,-0.2573,0.25,-0.22373019753823614
2014-07-14,-0.1884,-0.3458,-0.3556,-0.3305,0.25,-0.32727002271455896
2014-07-15,-0.2943,-0.4543,-0.4429,-0.4201,-0.25,-0.5563855646468517
2014-07-16,-0.405,-0.6006,-0.5643,-0.5367,-0.25,-0.6823593543653532
2014-07-17,-0.452,-0.5421,-0.5898,-0.5807,-0.25,-0.6042079083347912
2014-07-18,-0.5083,-0.5989,-0.6273,-0.6278,-0.25,-0.5977500360021335
2014-07-21,-0.5676,-0.642,-0.6648,-0.6714,-0.25,-0.4197505778548988
2014-07-22,-0.5994,-0.6134,-0.6631,-0.6816,-0.25,-0.38080486334202635
2014-07-23,-0.6194,-0.7008,-0.7053,-0.7213,-0.25,-0.5652317138639231
2014-07-24,-0.6672,-0.7811,-0.7682,-0.7774,-0.75,-0.7688320216109149
2014-07-25,-0.6963,-0.7442,-0.7771,-0.7931,-0.75,-0.7027350670682282
2014-07-28,-0.7124,-0.7226,-0.7654,-0.7894,-0.75,-0.6622231895533339
2014-07-29,-0.7179,-0.6411,-0.7101,-0.7475,-0.75,-0.3593761518288219
2014-07-30,-0.6881,-0.5516,-0.6282,-0.6782,-0.75,-0.1254722737939508
2014-07-31,-0.644,-0.5603,-0.5881,-0.635,-0.75,-0.189953581722438
2014-08-01,-0.5973,-0.5108,-0.5397,-0.5844,-0.75,-0.07423907475094729
2014-08-04,-0.563,-0.5513,-0.5375,-0.5691,-0.75,-0.26791479590048695
2014-08-05,-0.5366,-0.5091,-0.5146,-0.5409,-0.75,-0.18215202146501155
2014-08-06,-0.5159,-0.4479,-0.4698,-0.4963,-0.75,-0.20220090689183157
2014-08-07,-0.467,-0.3158,-0.3741,-0.4104,-0.75,0.010077262066748305
2014-08-08,-0.3995,-0.1735,-0.246,-0.2939,-0.75,0.29801133313892736
2014-08-11,-0.3219,-0.1632,-0.1753,-0.2163,-0.75,0.21263134254852556
2014-08-12,-0.2234,-0.0165,-0.061,-0.1052,-0.75,0.18055127765043924
2014-08-13,-0.1148,0.0952,0.0568,0.0117,-0.75,0.09055436925300112
2014-08-14,-0.0258,0.129,0.1322,0.0975,-0.75,0.11543401653638938
2014-08-15,0.0432,0.1716,0.189,0.1664,-0.75,0.137097133738457
2014-08-18,0.1112,0.1767,0.2151,0.2077,-0.75,0.2573766908749568
2014-08-19,0.1652,0.2537,0.2653,0.2626,-0.75,0.36455205435745736
2014-08-20,0.2142,0.3402,0.3343,0.3308,-0.75,0.16012662493191193
2014-08-21,0.3169,0.6424,0.5336,0.502,-0.75,0.39954731174905034
2014-08-22,0.4103,0.6382,0.6319,0.6052,-0.75,0.35257775220997734
2014-08-25,0.4965,0.6079,0.6594,0.6521,-0.75,0.19133849514078788
2014-08-26,0.5437,0.4897,0.6003,0.624,-0.75,0.16051718378247054
2014-08-27,0.5531,0.3871,0.5047,0.5549,-0.75,0.11453571845348023
2014-08-28,0.5146,0.4503,0.4843,0.5332,-0.75,0.15253732010864612
2014-08-29,0.4639,0.3846,0.4349,0.4871,-0.75,0.13392598314690146
2014-09-01,0.4311,0.4439,0.4403,0.4806,-0.75,0.11076214242687746
2014-09-02,0.4159,0.4136,0.4263,0.4615,-0.75,0.053178743696020214
2014-09-03,0.4453,0.5342,0.4857,0.5005,-0.75,0.23889313972851664
2014-09-04,0.4376,0.4118,0.4494,0.471,-0.75,0.1322015376413485
2014-09-05,0.4012,0.2025,0.3129,0.3591,-0.75,-0.006175049727616899
2014-09-09,0.349,0.183,0.2291,0.2779,-0.75,-0.07700782340913784
2014-09-10,0.3002,0.1693,0.1791,0.2202,-0.75,-0.05540221111844135
2014-09-11,0.2426,0.2466,0.1988,0.2185,-0.75,0.055356821404671214
2014-09-12,0.1836,0.1166,0.1406,0.1623,-0.75,-0.15950027951224863
2014-09-15,0.1524,0.0463,0.073,0.0972,-0.75,-0.24278115155829516
2014-09-16,0.1071,-0.0434,-0.0098,0.0181,-0.75,-0.31809449110232607
2014-09-17,0.0419,-0.1567,-0.1133,-0.0798,-0.75,-0.36290970271592027
2014-09-18,0.0008,0.0414,-0.0541,-0.053,-0.75,-0.14317871868653337
2014-09-19,-0.0483,-0.1292,-0.1119,-0.1067,-0.75,-0.11265368398911871
2014-09-22,-0.0602,-0.0132,-0.0751,-0.0875,-0.75,0.10481094884251452
2014-09-23,-0.033,0.0929,0.0071,-0.0257,-0.75,0.1104748491057895
2014-09-24,0.0011,0.0137,0.0091,-0.0181,-0.75,-0.04518691196836508
2014-09-25,0.0027,0.0493,0.0303,0.0037,-0.5,-0.0009662830247975374
2014-09-26,0.0183,-0.051,-0.0138,-0.0251,-0.5,-0.08364200012945047
2014-09-29,0.004,-0.0847,-0.0563,-0.0576,-0.5,-0.09995261141147763
2014-09-30,-0.0107,0.0192,-0.0207,-0.0322,-0.5,0.16085908041583102
2014-10-08,0.0308,0.2213,0.1119,0.0738,-0.5,0.41417310358599385
2014-10-09,0.0204,-0.003,0.0584,0.0445,-0.5,0.20737019625500652
2014-10-10,0.0437,0.0657,0.0659,0.0551,-0.5,0.18555495472395936
2014-10-13,0.0791,0.0925,0.0841,0.0734,-0.5,0.05324133676638784
2014-10-14,0.0936,0.0918,0.0928,0.0846,-0.5,-0.02365510239035934
2014-10-15,0.0567,0.0364,0.0657,0.0671,-0.5,0.009662465137698195
2014-10-16,0.0343,-0.1146,-0.0334,-0.0107,-0.5,-0.11871913873287199
2014-10-17,0.0371,0.0792,0.0211,0.0238,-0.5,0.006926627097294524
2014-10-20,0.0538,0.1764,0.1058,0.0892,-0.5,0.1931985244439125
2014-10-21,0.112,0.3825,0.2658,0.2217,-0.5,0.22255168023678287
2014-10-22,0.1721,0.3371,0.3247,0.2863,-0.5,0.1830711509549644
2014-10-23,0.2367,0.2082,0.2806,0.2695,-0.5,0.24101044378190628
2014-10-24,0.2603,0.1971,0.2468,0.2513,-0.5,0.1721449785324282
2014-10-27,0.2521,0.1357,0.1921,0.2108,-0.5,0.27527185829910916
2014-10-28,0.1675,-0.0409,0.0635,0.1061,-0.5,-0.07342823010679667
2014-10-29,0.0715,-0.1428,-0.0619,-0.0066,-0.5,-0.39222503897981953
2014-10-30,-0.0298,-0.298,-0.2129,-0.1463,-0.5,-0.4904682919689336
2014-10-31,-0.1374,-0.341,-0.3133,-0.2533,-0.5,-0.6181861128055199
2014-11-03,-0.248,-0.4175,-0.4035,-0.3524,-0.5,-0.6868812447553883
2014-11-04,-0.3595,-0.5984,-0.5457,-0.4913,-0.5,-0.7274025502298637
2014-11-05,-0.4716,-0.7032,-0.6729,-0.622,-0.5,-0.6533854974884208
2014-11-06,-0.5382,-0.631,-0.6927,-0.669,-0.5,-0.5412265404265598
2014-11-07,-0.5974,-0.6371,-0.6981,-0.6958,-0.5,-0.4692089608169162
2014-11-10,-0.6625,-0.7428,-0.7524,-0.7534,-0.5,-0.7230882720097799
2014-11-11,-0.6725,-0.6483,-0.723,-0.7438,-0.5,-0.5480548741898379
2014-11-12,-0.676,-0.7208,-0.7419,-0.7641,-0.5,-0.6351583841552633
2014-11-13,-0.7033,-0.7674,-0.7738,-0.7933,-0.5,-0.7722329668453465
2014-11-14,-0.7181,-0.711,-0.756,-0.7834,-0.5,-0.5951055844551953
2014-11-17,-0.7073,-0.689,-0.7308,-0.7636,-0.5,-0.36299142772361864
2014-11-18,-0.7155,-0.6893,-0.7152,-0.748,-0.5,-0.37309588275591654
2014-11-19,-0.6862,-0.5742,-0.6414,-0.6852,-0.5,-0.049572928312228426
2014-11-20,-0.6628,-0.6507,-0.6436,-0.6764,-0.5,-0.2532211701415044
2014-11-21,-0.6479,-0.6361,-0.6373,-0.6634,-0.5,-0.31314978243501307
2014-11-24,-0.6516,-0.7076,-0.6741,-0.6857,-0.5,-0.5276991871199949
2014-11-25,-0.636,-0.6114,-0.6407,-0.6576,-0.5,-0.4717532263787486
2014-11-26,-0.6093,-0.4404,-0.5276,-0.564,-0.5,-0.3530894100647295
2014-11-27,-0.5425,-0.317,-0.3991,-0.4497,-0.5,-0.3025895171006071
2014-11-28,-0.4467,-0.1569,-0.2439,-0.307,-0.5,-0.24879450507050255
2014-12-01,-0.3109,-0.0289,-0.0942,-0.1614,-0.5,-0.2027192918498789
2014-12-02,-0.1947,-0.0305,-0.0213,-0.0719,-0.5,-0.3912696537706403
2014-12-03,-0.098,0.0432,0.0511,0.0133,-0.5,-0.27577367640660283
2014-12-04,-0.0468,-0.0607,0.0246,0.0176,-0.5,-0.37863535047623115
2014-12-05,-0.0203,-0.0245,0.0235,0.031,-0.5,-0.2791252938026405
2014-12-08,-0.0572,-0.2136,-0.0874,-0.0477,-0.5,-0.5927886642347774
2014-12-09,-0.1312,-0.4006,-0.2546,-0.1841,-0.5,-0.6589831193630009
2014-12-10,-0.2004,-0.3027,-0.2907,-0.2316,-0.5,-0.5704807508257304
2014-12-11,-0.2249,-0.1833,-0.2418,-0.2105,-0.5,-0.598621143550235
2014-12-12,-0.2518,-0.1589,-0.2,-0.1862,-0.5,-0.5040964525378906
2014-12-15,-0.2405,-0.1571,-0.1758,-0.1701,-0.5,-0.31121134066299705
2014-12-16,-0.2336,-0.3661,-0.2791,-0.2516,-0.5,-0.5928993316164677
2014-12-17,-0.2844,-0.5565,-0.4405,-0.388,-0.5,-0.6013625071567525
2014-12-18,-0.3428,-0.4753,-0.48,-0.4397,-0.5,-0.5672392862954818
2014-12-19,-0.4547,-0.7185,-0.6321,-0.5774,-1.0,-0.8166791433239107
2014-12-22,-0.5854,-0.8107,-0.7606,-0.704,-1.0,-0.9058053394816954
2014-12-23,-0.661,-0.7442,-0.7863,-0.7528,-1.0,-0.7553855314553858
2014-12-24,-0.6731,-0.617,-0.7224,-0.724,-1.0,-0.5384664256663251
2014-12-25,-0.7299,-0.7593,-0.7613,-0.7634,-1.0,-0.7079365240147195
2014-12-26,-0.7537,-0.8375,-0.8218,-0.8196,-1.0,-0.7936676585310798
2014-12-29,-0.7673,-0.8787,-0.8734,-0.8703,-1.0,-0.8657762146986894
2014-12-30,-0.781,-0.8124,-0.86,-0.8703,-1.0,-0.763345701173453
2014-12-31,-0.818,-0.8022,-0.8431,-0.8623,-1.0,-0.709487119246675
2015-01-05,-0.8326,-0.8325,-0.8479,-0.8672,-1.0,-0.8337309346796088
2015-01-06,-0.8092,-0.7201,-0.7859,-0.8187,-1.0,-0.5518368750493201
2015-01-07,-0.7401,-0.5335,-0.6473,-0.7036,-1.0,-0.6236201205571652
2015-01-08,-0.6235,-0.2293,-0.4041,-0.4951,-1.0,-0.3159575222414911
2015-01-09,-0.4886,-0.1276,-0.2201,-0.3167,-1.0,-0.1952601701927367
2015-01-12,-0.2937,0.1419,0.0217,-0.0867,-0.5,0.23692620062756994
2015-01-13,-0.113,0.1837,0.1657,0.0753,0.0,0.34767949491887146
2015-01-14,0.0253,0.1579,0.2174,0.1619,0.0,0.3826897600841807
2015-01-15,0.0904,0.0961,0.1994,0.1833,0.0,0.018248960983371948
2015-01-16,0.1659,0.2498,0.2654,0.2572,0.0,0.19465748034709981
2015-01-19,0.2638,0.6312,0.5048,0.4651,0.0,0.6344696657046583
2015-01-20,0.3872,0.8007,0.7194,0.6666,0.5,0.6874506610735721
2015-01-21,0.5166,0.8054,0.8265,0.7904,0.5,0.4716213218920996
2015-01-22,0.649,0.7579,0.8453,0.8402,0.5,0.5024218365471224
2015-01-23,0.7232,0.621,0.7679,0.8031,0.5,0.3610552536439585
2015-01-26,0.7343,0.6865,0.7536,0.7996,0.5,0.2924963700804467
2015-01-27,0.7194,0.7263,0.7619,0.8079,0.5,0.26265494985073135
2015-01-28,0.7137,0.7771,0.7898,0.8297,0.5,0.26876735797416385
2015-01-29,0.7095,0.7367,0.7784,0.8211,0.5,0.20839336056787078
2015-01-30,0.7307,0.7267,0.7631,0.8065,0.5,0.24014914391410702
2015-02-02,0.7553,0.8098,0.7985,0.8297,0.5,0.4548375331637225
2015-02-03,0.7575,0.7372,0.7751,0.8097,0.5,0.46002447632239835
2015-02-04,0.7495,0.7372,0.7605,0.794,0.5,0.4312006328080978
2015-02-05,0.7413,0.6955,0.7282,0.7633,0.5,0.536011754259717
2015-02-06,0.7295,0.668,0.695,0.7298,0.5,0.5427428451678016
2015-02-09,0.6742,0.5331,0.6023,0.6481,0.5,0.411977880329245
2015-02-10,0.6266,0.4992,0.5346,0.5801,0.5,0.44293779325565735
2015-02-11,0.5782,0.4954,0.4984,0.5351,0.5,0.500496815936094
2015-02-12,0.552,0.5641,0.5202,0.5374,0.5,0.4668229993908741
2015-02-13,0.5219,0.5179,0.5091,0.5201,0.5,0.489233934700235
2015-02-16,0.4876,0.3615,0.4182,0.4419,0.5,0.5859357859508619
2015-02-17,0.4427,0.2748,0.3234,0.3549,0.5,0.5084420456992966
2015-02-25,0.4113,0.3384,0.3112,0.3288,0.5,0.4811342642371182
2015-02-26,0.3419,0.2168,0.2412,0.2615,0.5,0.21519057792961382
2015-02-27,0.2955,0.2859,0.2458,0.2511,0.5,0.31856961945499884
2015-03-02,0.2886,0.327,0.2751,0.2654,0.5,0.4108899145715628
2015-03-03,0.2976,0.3199,0.29,0.2742,0.5,0.39929784011044667
2015-03-04,0.3005,0.3528,0.3182,0.2964,0.5,0.5177488908304297
2015-03-05,0.3353,0.3911,0.3558,0.3291,0.5,0.5682856078514708
2015-03-06,0.3293,0.2559,0.3014,0.2923,0.5,0.2818112556383573
2015-03-09,0.2895,0.1276,0.2008,0.2132,0.5,0.2811583518580718
2015-03-10,0.2523,0.134,0.1516,0.1661,0.5,0.379411253795623
2015-03-11,0.199,0.0867,0.1015,0.1169,0.5,0.3253368343234678
2015-03-12,0.0956,-0.1263,-0.0408,-0.0058,0.5,0.11377173915898262
2015-03-13,0.0173,-0.1356,-0.1187,-0.0864,0.5,0.19435829931327003
2015-03-16,-0.023,-0.0738,-0.1208,-0.1078,0.5,0.21732930923504984
2015-03-17,-0.093,-0.216,-0.1956,-0.18,0.5,0.04095548420408365
2015-03-18,-0.1827,-0.3618,-0.3121,-0.2866,0.5,-0.03340766448239102
2015-03-19,-0.242,-0.4229,-0.4033,-0.378,0.5,-0.06412957001238367
2015-03-20,-0.308,-0.4656,-0.4698,-0.4509,0.5,0.10002445559805218
2015-03-23,-0.3942,-0.5048,-0.5206,-0.5099,0.5,0.3230444550658036
2015-03-24,-0.3983,-0.2365,-0.3924,-0.4255,0.5,0.5137042318130218
2015-03-25,-0.3492,-0.1163,-0.2513,-0.3136,0.5,0.6866207070916753
2015-03-26,-0.3374,-0.3641,-0.3113,-0.3467,0.5,0.11619610503788819
2015-03-27,-0.3325,-0.4409,-0.3865,-0.4,0.5,0.2409133998414914
2015-03-30,-0.3752,-0.7181,-0.5799,-0.5538,0.5,-0.22698263257070517
2015-03-31,-0.4336,-0.5288,-0.5761,-0.5678,0.5,0.273623040200388
2015-04-01,-0.5117,-0.5065,-0.5567,-0.5635,0.5,0.3660411416782985
2015-04-02,-0.5299,-0.4551,-0.514,-0.535,0.5,0.47514190287868535
2015-04-03,-0.4925,-0.2539,-0.3767,-0.426,0.5,0.37526138878707643
2015-04-07,-0.4044,-0.2774,-0.3151,-0.3641,0.5,0.23438294398565696
2015-04-08,-0.3844,-0.429,-0.3677,-0.3903,0.5,0.008682896195391754
2015-04-09,-0.3365,-0.267,-0.3079,-0.3365,0.5,0.11770867072495889
2015-04-10,-0.2618,-0.0815,-0.1738,-0.2208,0.5,0.12070910333778909
2015-04-13,-0.2607,-0.2485,-0.1966,-0.22,0.0,-0.11751047117478103
2015-04-14,-0.2846,-0.3972,-0.2952,-0.2865,0.0,-0.30551929988369775
2015-04-15,-0.2961,-0.4862,-0.3998,-0.3697,0.0,-0.5244849424435059
2015-04-16,-0.3439,-0.506,-0.4669,-0.4324,0.0,-0.529389821207454
2015-04-17,-0.449,-0.6072,-0.5572,-0.5166,0.0,-0.697903863118187
2015-04-20,-0.5444,-0.7257,-0.6688,-0.6215,0.0,-0.6221107728567222
2015-04-21,-0.5949,-0.6494,-0.6823,-0.6536,0.0,-0.3514572496532574
2015-04-22,-0.6411,-0.7174,-0.7224,-0.7011,0.0,-0.267676431826053
2015-04-23,-0.6876,-0.7382,-0.7513,-0.738,0.0,-0.14083595336100962
2015-04-24,-0.6591,-0.4646,-0.6106,-0.639,0.0,-0.051948587586479106
2015-04-27,-0.6341,-0.6009,-0.6076,-0.6321,0.0,-0.22336495181048505
2015-04-28,-0.6023,-0.4905,-0.5442,-0.578,0.0,-0.3657391661477617
2015-04-29,-0.5845,-0.6283,-0.5866,-0.6023,0.0,-0.27773630524140347
2015-04-30,-0.5602,-0.6166,-0.6036,-0.6125,0.0,-0.14815596052185903
2015-05-04,-0.6045,-0.6864,-0.6514,-0.6491,0.0,-0.286301892412961
2015-05-05,-0.5882,-0.5192,-0.5836,-0.5988,0.0,0.041257557042087806
2015-05-06,-0.54,-0.2496,-0.3965,-0.4476,0.0,0.4028737399036733
2015-05-07,-0.4035,0.0542,-0.1283,-0.2173,0.5,0.6021169746836046
2015-05-08,-0.2453,0.1743,0.0779,-0.0182,0.5,0.6991927782043599
2015-05-11,-0.0562,0.2591,0.2274,0.1429,0.5,0.7219963671146477
2015-05-12,0.136,0.4418,0.3988,0.3207,0.5,0.7149598187526627
2015-05-13,0.3033,0.5869,0.5604,0.4918,0.5,0.7050557241879375
2015-05-14,0.4326,0.701,0.6986,0.6439,0.5,0.6156609807036617
2015-05-15,0.5553,0.7877,0.8084,0.7709,0.5,0.7221377055807687
2015-05-18,0.6811,0.888,0.9106,0.8873,0.5,0.8379765908770334
2015-05-19,0.7621,0.8468,0.9307,0.9348,0.5,0.7259229226427426
2015-05-20,0.8006,0.7795,0.8929,0.9266,0.5,0.7047779977614439
2015-05-21,0.8131,0.7634,0.8545,0.9057,1.0,0.6977532044582788
