pit_policy,formation_date,scope,input_n,size_excluded_n,model_excluded_n,size_n,model_n,m_orthogonality_error,s_orthogonality_error,h_orthogonality_error,max_orthogonality_error,data_exempt_names,data_exempt_share,data_materiality_threshold,q500,q1000,qblend,unverified_first_disclosure_model_rows,unverified_first_disclosure_dependencies_json
legal_deadline,2023-07-31,exposure,5031,156,1498,4875,3533,8.007178822493031e-16,1.0158056390165711e-15,2.4751341029599775e-16,1.0158056390165711e-15,1,0.00020508613617719443,0.0025,-1.3006451508128158,-0.45396277707383315,-0.8773039639433244,0,[]
legal_deadline,2023-08-31,exposure,5050,164,1478,4886,3572,3.843900641318514e-16,1.2701930534645184e-15,2.4372791970344095e-16,1.2701930534645184e-15,0,0.0,0.0025,-1.307192265745936,-0.4235778067898205,-0.8653850362678783,0,[]
legal_deadline,2023-09-28,exposure,5065,158,1493,4907,3572,7.032659982167419e-16,1.6163916684945198e-15,2.5385696679389913e-16,1.6163916684945198e-15,0,0.0,0.0025,-1.292540778037369,-0.4267425833190709,-0.8596416806782199,0,[]
legal_deadline,2023-10-31,exposure,5072,138,1366,4934,3706,4.893825382827115e-16,1.1621348596494437e-15,2.4503729671360426e-16,1.1621348596494437e-15,0,0.0,0.0025,-1.2822672856940298,-0.4183856309019578,-0.8503264582979938,0,[]
legal_deadline,2023-11-30,exposure,5081,119,1375,4962,3706,6.539233189272811e-16,1.6782137199747557e-15,4.2971743664907766e-16,1.6782137199747557e-15,0,0.0,0.0025,-1.2683708373658527,-0.416354360941138,-0.8423625991534953,0,[]
legal_deadline,2023-12-29,exposure,5096,105,1390,4991,3706,4.786353890850137e-16,1.0625226622191443e-15,1.7691360748783514e-16,1.0625226622191443e-15,0,0.0,0.0025,-1.3473194572793592,-0.45357032732857117,-0.9004448923039652,0,[]
legal_deadline_plus_one_month_end,2014-10-31,exposure,2563,48,432,2515,2131,8.618265566956619e-16,4.898892595870894e-16,2.1890301067294814e-16,8.618265566956619e-16,0,0.0,0.0025,-0.5105581918849169,0.33826502252758417,-0.08614658467866637,0,[]
legal_deadline_plus_one_month_end,2014-11-28,exposure,2571,56,440,2515,2131,6.299228458290812e-16,4.827985189432133e-16,3.713664304408205e-16,6.299228458290812e-16,0,0.0,0.0025,-0.49188589186993276,0.33582858627976275,-0.078028652795085,0,[]
legal_deadline_plus_one_month_end,2014-12-31,exposure,2592,68,461,2524,2131,6.306728197487855e-16,6.449016801844939e-16,2.2958153656219796e-16,6.449016801844939e-16,0,0.0,0.0025,-0.5576276740659478,0.34032830359714394,-0.10864968523440194,0,[]
legal_deadline_plus_one_month_end,2015-01-30,exposure,2614,82,484,2532,2130,4.2568624319116187e-16,1.4764718016986993e-15,2.0362819824924108e-16,1.4764718016986993e-15,0,0.0,0.0025,-0.5617341421973188,0.32833706743060603,-0.11669853738335637,0,[]
legal_deadline_plus_one_month_end,2015-02-27,exposure,2635,99,505,2536,2130,2.7766963355934297e-16,1.1765377816517095e-15,2.595700109550765e-16,1.1765377816517095e-15,0,0.0,0.0025,-0.5464212997100308,0.3280146064581174,-0.10920334662595671,0,[]
legal_deadline_plus_one_month_end,2015-03-31,exposure,2662,115,532,2547,2130,1.5507683383874698e-15,1.061332210099048e-15,1.8360469159965543e-16,1.5507683383874698e-15,0,0.0,0.0025,-0.5548596414668798,0.3537753937931143,-0.10054212383688277,0,[]
legal_deadline_plus_one_month_end,2015-04-30,exposure,2692,130,481,2562,2211,1.0012697055161204e-15,4.676290017583709e-16,2.6957028383711574e-16,1.0012697055161204e-15,0,0.0,0.0025,-0.5209072408133235,0.34784488827446297,-0.08653117626943027,0,[]
legal_deadline_plus_one_month_end,2015-05-29,exposure,2733,166,525,2567,2208,4.391116056797425e-16,7.919830559978599e-16,3.7338024491499666e-16,7.919830559978599e-16,0,0.0,0.0025,-0.5170740270498644,0.3541533534498231,-0.08146033680002063,0,[]
legal_deadline_plus_one_month_end,2015-06-30,exposure,2776,188,568,2588,2208,4.543141248221749e-16,7.563964827780028e-16,4.1403878016827664e-16,7.563964827780028e-16,0,0.0,0.0025,-0.6077807706366134,0.330487594983462,-0.1386465878265757,0,[]
legal_deadline_plus_one_month_end,2015-07-31,exposure,2780,170,572,2610,2208,2.3184723124888945e-16,8.679531397051713e-16,7.067037033333614e-16,8.679531397051713e-16,0,0.0,0.0025,-0.58400047010241,0.34023306589049046,-0.12188370210595975,0,[]
legal_deadline_plus_one_month_end,2015-08-31,exposure,2780,146,520,2634,2260,2.515325494411467e-16,2.7698313617109384e-16,4.14905256878632e-16,4.14905256878632e-16,0,0.0,0.0025,-0.5369509155908554,0.3700146227699301,-0.08346814641046266,0,[]
legal_deadline_plus_one_month_end,2015-09-30,exposure,2780,122,520,2658,2260,4.629545244042082e-16,1.0723779061642838e-15,6.007933317631794e-16,1.0723779061642838e-15,0,0.0,0.0025,-0.49728494320946304,0.3358650435209648,-0.08070994984424912,0,[]
legal_deadline_plus_one_month_end,2015-10-30,exposure,2780,92,428,2688,2352,5.8058758117226e-16,6.659222912789405e-16,1.2995890105352747e-15,1.2995890105352747e-15,0,0.0,0.0025,-0.5007802170505888,0.30670017408076466,-0.09704002148491209,0,[]
legal_deadline_plus_one_month_end,2015-11-30,exposure,2780,49,422,2731,2358,1.5166200429903948e-15,3.7144199487208296e-16,6.795144723174354e-16,1.5166200429903948e-15,0,0.0,0.0025,-0.5113251817537718,0.33032211992267124,-0.0905015309155503,0,[]
legal_deadline_plus_one_month_end,2015-12-31,exposure,2808,30,451,2778,2357,3.7541487814459287e-16,7.64373290681362e-16,3.3156168302931734e-16,7.64373290681362e-16,0,0.0,0.0025,-0.5710897430572338,0.24183404173023104,-0.16462785066350138,0,[]
legal_deadline_plus_one_month_end,2016-01-29,exposure,2809,31,452,2778,2357,3.9814091372845096e-16,6.064745827471839e-16,2.796291777642478e-16,6.064745827471839e-16,0,0.0,0.0025,-0.5564457155078274,0.26926677343788374,-0.14358947103497183,0,[]
legal_deadline_plus_one_month_end,2016-02-29,exposure,2816,38,459,2778,2357,3.515668018690142e-16,6.890125437127769e-16,7.590136781679709e-16,7.590136781679709e-16,0,0.0,0.0025,-0.550912013863517,0.2557886990679888,-0.14756165739776408,0,[]
legal_deadline_plus_one_month_end,2016-03-31,exposure,2832,54,475,2778,2357,8.962254137672453e-16,4.3857128977801716e-16,3.5969152576247115e-16,8.962254137672453e-16,0,0.0,0.0025,-0.5367283811085523,0.2682103882823621,-0.13425899641309508,0,[]
legal_deadline_plus_one_month_end,2016-04-29,exposure,2843,65,430,2778,2413,3.1606998468052364e-16,4.1243422471829965e-16,2.537912713551792e-16,4.1243422471829965e-16,0,0.0,0.0025,-0.5345098799185982,0.2878381969546936,-0.12333584148195231,0,[]
legal_deadline_plus_one_month_end,2016-05-31,exposure,2855,77,438,2778,2417,3.628626049170692e-16,8.791775588301137e-16,3.376622013636444e-16,8.791775588301137e-16,0,0.0,0.0025,-0.5137813811639234,0.28682639610865757,-0.1134774925276329,0,[]
legal_deadline_plus_one_month_end,2016-06-30,exposure,2868,61,451,2807,2417,3.7487954685974897e-16,7.914719296491003e-16,3.7515980020860017e-16,7.914719296491003e-16,0,0.0,0.0025,-0.5858628149761824,0.2447735708149914,-0.1705446220805955,0,[]
legal_deadline_plus_one_month_end,2016-07-29,exposure,2881,73,464,2808,2417,5.675524176484104e-16,9.56816909828406e-16,2.3063457389026053e-16,9.56816909828406e-16,0,0.0,0.0025,-0.6148022027793725,0.2389727492848719,-0.1879147267472503,0,[]
legal_deadline_plus_one_month_end,2016-08-31,exposure,2911,95,457,2816,2454,3.062854581632269e-16,4.587219371548911e-16,5.7643846752344715e-16,5.7643846752344715e-16,0,0.0,0.0025,-0.6301521044310282,0.26030614485128034,-0.18492297978987393,0,[]
legal_deadline_plus_one_month_end,2016-09-30,exposure,2933,102,479,2831,2454,3.776849689035052e-16,5.703377255771044e-16,1.915269011621686e-16,5.703377255771044e-16,0,0.0,0.0025,-0.6244730771037954,0.26936203577971496,-0.17755552066204022,0,[]
legal_deadline_plus_one_month_end,2016-10-31,exposure,2955,111,499,2844,2456,2.6586611192768963e-16,1.0785255058094178e-15,3.0015913057401103e-16,1.0785255058094178e-15,0,0.0,0.0025,-0.5851976960666548,0.2736495115866099,-0.15577409224002248,0,[]
legal_deadline_plus_one_month_end,2016-11-30,exposure,2989,132,533,2857,2456,6.836698104045579e-16,4.208961892780695e-16,4.0688237700032607e-16,6.836698104045579e-16,0,0.0,0.0025,-0.6152844112802183,0.2873645023597434,-0.16395995446023742,0,[]
legal_deadline_plus_one_month_end,2016-12-30,exposure,3034,165,578,2869,2456,2.830432010154271e-16,6.15273191273186e-16,2.5593818558912315e-16,6.15273191273186e-16,0,0.0,0.0025,-0.635386695945834,0.25178079397981407,-0.19180295098300995,0,[]
legal_deadline_plus_one_month_end,2017-01-26,exposure,3087,207,632,2880,2455,4.480771607832066e-16,1.5667860092073976e-15,2.3628606833486417e-16,1.5667860092073976e-15,0,0.0,0.0025,-0.6552690903489872,0.2669255171197348,-0.1941717866146262,0,[]
legal_deadline_plus_one_month_end,2017-02-28,exposure,3119,209,665,2910,2454,3.490032864328222e-16,3.883349808147786e-16,2.3711328899049625e-16,3.883349808147786e-16,0,0.0,0.0025,-0.6664092416398044,0.26362907938373226,-0.20139008112803608,0,[]
legal_deadline_plus_one_month_end,2017-03-31,exposure,3167,236,713,2931,2454,6.048218878917641e-16,8.662914806332868e-16,2.1657471062932853e-16,8.662914806332868e-16,0,0.0,0.0025,-0.6600579138734611,0.23376125339579412,-0.2131483302388335,0,[]
legal_deadline_plus_one_month_end,2017-04-28,exposure,3205,253,751,2952,2454,7.6426236694509e-16,6.407276271294306e-16,2.5886328316661713e-16,7.6426236694509e-16,0,0.0,0.0025,-0.6720306923165447,0.2426440932077048,-0.21469329955441993,0,[]
legal_deadline_plus_one_month_end,2017-05-31,exposure,3243,253,789,2990,2454,1.1263282860633449e-15,6.915865115575557e-16,3.825238880634862e-16,1.1263282860633449e-15,0,0.0,0.0025,-0.6406771132535483,0.24672221276911152,-0.19697745024221835,0,[]
legal_deadline_plus_one_month_end,2017-06-30,exposure,3279,247,825,3032,2454,4.75026075150141e-16,7.254605197491345e-16,4.435440532618117e-16,7.254605197491345e-16,0,0.0,0.0025,-0.6966611963867057,0.15022260200511073,-0.27321929719079746,0,[]
legal_deadline_plus_one_month_end,2017-07-31,exposure,3308,223,855,3085,2453,2.368634778099463e-16,8.610988660664094e-16,2.1507616857689955e-16,8.610988660664094e-16,0,0.0,0.0025,-0.6965955633218952,0.12134299864291676,-0.2876262823394892,0,[]
legal_deadline_plus_one_month_end,2017-08-31,exposure,3344,225,890,3119,2454,3.453013809636824e-16,7.410788880002322e-16,2.1042044351322724e-16,7.410788880002322e-16,0,0.0,0.0025,-0.6769261204298702,0.12312310269108753,-0.27690150886939136,0,[]
legal_deadline_plus_one_month_end,2017-09-29,exposure,3381,216,927,3165,2454,6.230188409086116e-16,8.400796647693108e-16,5.105973459695732e-16,8.400796647693108e-16,0,0.0,0.0025,-0.6885572701106963,0.1184873745727894,-0.28503494776895344,0,[]
legal_deadline_plus_one_month_end,2017-10-31,exposure,3408,199,906,3209,2502,3.3428186583711887e-16,7.925981651237983e-16,2.733607911092248e-16,7.925981651237983e-16,0,0.0,0.0025,-0.6946305030596159,0.11355627719570731,-0.29053711293195433,0,[]
legal_deadline_plus_one_month_end,2017-11-30,exposure,3444,198,942,3246,2502,4.372206842101537e-16,3.0624306135698257e-16,3.171304793251547e-16,4.372206842101537e-16,0,0.0,0.0025,-0.7003271280347931,0.11721161815009451,-0.2915577549423493,0,[]
legal_deadline_plus_one_month_end,2017-12-29,exposure,3467,191,966,3276,2501,4.1243089074895195e-16,8.750811403639474e-16,5.375472103314523e-16,8.750811403639474e-16,0,0.0,0.0025,-0.802496673129552,0.04279757999323584,-0.37984954656815806,0,[]
legal_deadline_plus_one_month_end,2018-01-31,exposure,3482,167,981,3315,2501,2.689581778877773e-16,8.869355484244106e-16,2.02020942528724e-16,8.869355484244106e-16,0,0.0,0.0025,-0.7837122350104899,0.008069638629142143,-0.3878212981906739,0,[]
legal_deadline_plus_one_month_end,2018-02-28,exposure,3494,149,993,3345,2501,5.447362475455423e-16,7.518783025178097e-16,5.394411732484734e-16,7.518783025178097e-16,0,0.0,0.0025,-0.7909347990310107,0.00965722252009648,-0.3906387882554571,0,[]
legal_deadline_plus_one_month_end,2018-03-30,exposure,3504,124,1003,3380,2501,6.66665022048328e-16,4.981751620534761e-16,2.5928998257239926e-16,6.66665022048328e-16,0,0.0,0.0025,-0.7872611388706219,0.024022475490179794,-0.38161933169022105,0,[]
legal_deadline_plus_one_month_end,2018-04-27,exposure,3513,110,1005,3403,2508,5.782267530386239e-16,1.064820422654401e-15,3.4306872955771197e-16,1.064820422654401e-15,0,0.0,0.0025,-0.7897177413129379,0.0057423556073240185,-0.39198769285280693,0,[]
legal_deadline_plus_one_month_end,2018-05-31,exposure,3521,75,1012,3446,2509,2.6817548464312926e-16,4.1894277819407745e-16,2.3089805807196234e-16,4.1894277819407745e-16,0,0.0,0.0025,-0.7587494243989739,0.029681330790754634,-0.3645340468041096,0,[]
legal_deadline_plus_one_month_end,2018-06-29,exposure,3530,63,1021,3467,2509,5.234984647861527e-16,4.0482033238193117e-16,2.1066429780469387e-16,5.234984647861527e-16,0,0.0,0.0025,-0.8324040594118305,-0.049208037689512395,-0.44080604855067146,0,[]
legal_deadline_plus_one_month_end,2018-07-31,exposure,3534,53,1025,3481,2509,3.5855168154037055e-16,6.396834325254675e-16,1.7052060276618311e-16,6.396834325254675e-16,0,0.0,0.0025,-0.83765634056319,-0.047734681864119735,-0.4426955112136549,0,[]
legal_deadline_plus_one_month_end,2018-08-31,exposure,3540,44,998,3496,2542,2.9617035331407465e-16,4.782920443073379e-16,2.0886236628473197e-16,4.782920443073379e-16,0,0.0,0.0025,-0.8269638375126083,-0.018278504600524707,-0.4226211710565665,0,[]
legal_deadline_plus_one_month_end,2018-09-28,exposure,3551,50,1009,3501,2542,2.913548018244002e-16,4.676794913116642e-16,2.2061421298105961e-16,4.676794913116642e-16,0,0.0,0.0025,-0.8406967028311279,0.00013536071014760408,-0.4202806710604901,0,[]
legal_deadline_plus_one_month_end,2018-10-31,exposure,3556,46,904,3510,2652,2.230879264948526e-16,7.337415611665879e-16,1.967604442937719e-16,7.337415611665879e-16,0,0.0,0.0025,-0.8432506847226371,0.018346636846939973,-0.4124520239378486,0,[]
legal_deadline_plus_one_month_end,2018-11-30,exposure,3564,46,912,3518,2652,2.652315232852584e-16,1.3987505794927364e-15,1.4759118218998194e-16,1.3987505794927364e-15,0,0.0,0.0025,-0.8379333500372232,-0.00970057336417808,-0.42381696170070066,0,[]
legal_deadline_plus_one_month_end,2018-12-28,exposure,3569,43,918,3526,2651,4.0293765337621214e-16,6.157101295268438e-16,1.7137235027280011e-16,6.157101295268438e-16,1,0.0002835270768358378,0.0025,-0.8737537825283985,-0.04368310287868876,-0.45871844270354367,0,[]
legal_deadline_plus_one_month_end,2019-01-31,exposure,3583,51,933,3532,2650,4.210414217993546e-16,1.7541447263960115e-15,1.5675586898789618e-16,1.7541447263960115e-15,0,0.0,0.0025,-0.8823463909233391,-0.057017023246317425,-0.46968170708482826,0,[]
legal_deadline_plus_one_month_end,2019-02-28,exposure,3589,51,939,3538,2650,3.3417252088943535e-16,1.6635055321478414e-15,1.9202240853102424e-16,1.6635055321478414e-15,0,0.0,0.0025,-0.8688576067513494,-0.06134304980487793,-0.46510032827811365,0,[]
legal_deadline_plus_one_month_end,2019-03-29,exposure,3600,51,950,3549,2650,3.4402642112117896e-16,1.9698390443409776e-15,3.62660884718522e-16,1.9698390443409776e-15,0,0.0,0.0025,-0.8898858621155834,-0.0702211261102476,-0.4800534941129155,0,[]
legal_deadline_plus_one_month_end,2019-04-30,exposure,3610,56,844,3554,2766,4.370111376189415e-16,5.603687881519041e-16,1.936756355607986e-16,5.603687881519041e-16,0,0.0,0.0025,-0.8995638705206791,-0.06832546872913685,-0.48394466962490795,0,[]
legal_deadline_plus_one_month_end,2019-05-31,exposure,3622,61,857,3561,2765,4.469887271258713e-16,6.392686150594203e-16,1.2832121514382237e-16,6.392686150594203e-16,0,0.0,0.0025,-0.8748540525035443,-0.05563825422041618,-0.4652461533619803,0,[]
legal_deadline_plus_one_month_end,2019-06-28,exposure,3631,66,867,3565,2764,5.508225938739852e-16,8.55421642640056e-16,3.687765067180012e-16,8.55421642640056e-16,0,0.0,0.0025,-0.942111492427602,-0.1069209540797943,-0.5245162232536982,0,[]
legal_deadline_plus_one_month_end,2019-07-31,exposure,3665,86,904,3579,2761,5.913231280638431e-16,6.465209654787009e-16,1.7625918679675708e-16,6.465209654787009e-16,0,0.0,0.0025,-0.9254245356803024,-0.08865591070094558,-0.5070402231906239,0,[]
legal_deadline_plus_one_month_end,2019-08-30,exposure,3680,95,919,3585,2761,4.164657826695136e-16,7.1964755037466e-16,2.164934898019055e-16,7.1964755037466e-16,0,0.0,0.0025,-0.919135301787691,-0.08812551858650101,-0.503630410187096,0,[]
legal_deadline_plus_one_month_end,2019-09-30,exposure,3691,95,930,3596,2761,6.655624931987899e-16,4.2946852488626196e-16,1.986333802753269e-16,6.655624931987899e-16,0,0.0,0.0025,-0.8986648813721648,-0.08635327335787418,-0.4925090773650195,0,[]
legal_deadline_plus_one_month_end,2019-10-31,exposure,3706,102,887,3604,2819,5.567178333757356e-16,5.430344851347315e-16,2.298551811775604e-16,5.567178333757356e-16,0,0.0,0.0025,-0.8919055545870787,-0.06257828998403786,-0.4772419222855583,0,[]
legal_deadline_plus_one_month_end,2019-11-29,exposure,3735,121,919,3614,2816,4.238966768361722e-16,5.354271568717656e-16,2.0419030544215123e-16,5.354271568717656e-16,1,0.00027662517289073305,0.0025,-0.8893370151527646,-0.04476554788913491,-0.46705128152094977,0,[]
legal_deadline_plus_one_month_end,2019-12-31,exposure,3760,137,945,3623,2815,5.170224363949776e-16,1.6512782792783177e-15,4.759721840005033e-16,1.6512782792783177e-15,0,0.0,0.0025,-0.9631458964994245,-0.11521329203281949,-0.5391795942661219,0,[]
legal_deadline_plus_one_month_end,2020-01-23,exposure,3775,118,961,3657,2814,6.386152196810858e-16,2.326096296571147e-15,3.778077870559181e-16,2.326096296571147e-15,0,0.0,0.0025,-0.9247123890663215,-0.1128456829504559,-0.5187790360083887,0,[]
legal_deadline_plus_one_month_end,2020-02-28,exposure,3796,123,983,3673,2813,5.978137685815193e-16,2.344832946739313e-15,2.629647374980594e-16,2.344832946739313e-15,0,0.0,0.0025,-0.9275964432037782,-0.11191293326137677,-0.5197546882325775,0,[]
legal_deadline_plus_one_month_end,2020-03-31,exposure,3809,125,996,3684,2813,5.442610384026409e-16,2.2276247886551452e-15,4.588630945403166e-16,2.2276247886551452e-15,0,0.0,0.0025,-0.9099718414370139,-0.10468931825094757,-0.5073305798439808,0,[]
legal_deadline_plus_one_month_end,2020-04-30,exposure,3833,131,975,3702,2858,4.093082641792036e-16,3.1149743642452804e-15,7.529117817693768e-16,3.1149743642452804e-15,0,0.0,0.0025,-0.8971698438990175,-0.10185000381517481,-0.4995099238570962,0,[]
legal_deadline_plus_one_month_end,2020-05-29,exposure,3851,121,994,3730,2857,4.833023531674679e-16,3.3764927993353256e-15,1.1344661617755795e-15,3.3764927993353256e-15,1,0.0002680246582685607,0.0025,-0.8850849593100121,-0.07675303917533227,-0.4809189992426722,0,[]
legal_deadline_plus_one_month_end,2020-06-30,exposure,3876,120,1020,3756,2856,5.378724041371137e-16,3.508899988658891e-15,8.608287308818341e-16,3.508899988658891e-15,1,0.00026616981634282674,0.0025,-0.9390272118757453,-0.10007290318236288,-0.5195500575290541,0,[]
legal_deadline_plus_one_month_end,2020-07-31,exposure,3922,154,1069,3768,2853,5.809451049431324e-16,2.718558836607516e-15,7.337357154153249e-16,2.718558836607516e-15,1,0.0002653223666755107,0.0025,-0.9390902957815783,-0.10056496099604031,-0.5198276283888094,0,[]
legal_deadline_plus_one_month_end,2020-08-31,exposure,3975,190,1065,3785,2910,1.008534296801196e-15,2.5717956573500577e-15,6.672909680655407e-16,2.5717956573500577e-15,1,0.0002641310089804543,0.0025,-0.8936993584421085,-0.09452278183667956,-0.49411107013939404,0,[]
legal_deadline_plus_one_month_end,2020-09-30,exposure,4041,244,1132,3797,2909,7.881179197627729e-16,2.586494354145216e-15,7.899187060272967e-16,2.586494354145216e-15,1,0.0002632964718272775,0.0025,-0.9092854289696214,-0.07753325938349502,-0.4934093441765582,0,[]
legal_deadline_plus_one_month_end,2020-10-30,exposure,4067,247,936,3820,3131,7.622528714001494e-16,5.331441331385269e-16,5.302113026229022e-16,7.622528714001494e-16,1,0.00026171159382360636,0.0025,-0.9143045986849441,-0.06011103451126546,-0.48720781659810475,0,[]
legal_deadline_plus_one_month_end,2020-11-30,exposure,4087,246,932,3841,3155,3.7712401006848444e-16,4.970719829429446e-16,4.542973479965844e-16,4.970719829429446e-16,1,0.0002602811035918792,0.0025,-0.9091421005279927,-0.06420104578537666,-0.4866715731566847,0,[]
legal_deadline_plus_one_month_end,2020-12-31,exposure,4140,273,986,3867,3154,4.835984725555945e-16,1.429833763639334e-15,9.79376568567209e-16,1.429833763639334e-15,1,0.0002585315408479835,0.0025,-0.944464783207712,-0.1270376509248658,-0.5357512170662889,0,[]
legal_deadline_plus_one_month_end,2021-01-29,exposure,4173,261,1019,3912,3154,1.040234356939531e-15,6.212040167509849e-16,3.9730142145677495e-16,1.040234356939531e-15,1,0.0002555583950932788,0.0025,-0.9504464829606284,-0.10963046629172313,-0.5300384746261757,0,[]
legal_deadline_plus_one_month_end,2021-02-26,exposure,4200,231,1047,3969,3153,8.913066049502916e-16,1.782077821556942e-15,5.052712337642091e-16,1.782077821556942e-15,1,0.00025188916876574307,0.0025,-0.9564701741834807,-0.11098814967146725,-0.533729161927474,0,[]
legal_deadline_plus_one_month_end,2021-03-31,exposure,4234,201,1085,4033,3149,3.6478756523397994e-16,7.740672525568532e-16,2.1005315671771344e-16,7.740672525568532e-16,0,0.0,0.0025,-0.9535541106500988,-0.09906944792184738,-0.5263117792859731,0,[]
legal_deadline_plus_one_month_end,2021-04-30,exposure,4288,230,1012,4058,3276,6.904305323700541e-16,5.34714564707716e-16,6.295543729970746e-16,6.904305323700541e-16,0,0.0,0.0025,-0.9241012644676776,-0.11063331660388875,-0.5173672905357831,0,[]
legal_deadline_plus_one_month_end,2021-05-31,exposure,4326,246,1054,4080,3272,1.4432961559800182e-15,6.174059362094035e-16,2.0039342987589873e-16,1.4432961559800182e-15,1,0.0002450379808870375,0.0025,-0.9251481022003751,-0.09893053693966475,-0.5120393195700199,0,[]
legal_deadline_plus_one_month_end,2021-06-30,exposure,4373,245,1102,4128,3271,1.154795882777318e-15,2.0143849211123918e-15,2.996840155233881e-16,2.0143849211123918e-15,0,0.0,0.0025,-0.9685830110733088,-0.20434441812239795,-0.5864637145978534,0,[]
legal_deadline_plus_one_month_end,2021-07-30,exposure,4416,260,1149,4156,3267,7.132133265566318e-16,1.048392555403223e-15,2.566185905589915e-16,1.048392555403223e-15,0,0.0,0.0025,-0.9600421181130825,-0.18579668497756885,-0.5729194015453256,0,[]
legal_deadline_plus_one_month_end,2021-08-31,exposure,4455,266,1112,4189,3343,2.869238991007218e-15,1.5980580274987326e-15,5.790579568885793e-16,2.869238991007218e-15,0,0.0,0.0025,-0.9889323105826499,-0.20530113093278413,-0.597116720757717,0,[]
legal_deadline_plus_one_month_end,2021-09-30,exposure,4494,270,1152,4224,3342,4.805211830155636e-16,6.779844209908305e-16,1.8969808537540811e-16,6.779844209908305e-16,0,0.0,0.0025,-0.9725316273202649,-0.19052793379054755,-0.5815297805554063,0,[]
legal_deadline_plus_one_month_end,2021-10-29,exposure,4525,250,1088,4275,3437,5.732000023757271e-16,1.2380454773001428e-15,3.978082127362075e-16,1.2380454773001428e-15,0,0.0,0.0025,-0.9939554991431804,-0.1843027049465622,-0.5891291020448712,0,[]
legal_deadline_plus_one_month_end,2021-11-30,exposure,4558,236,1099,4322,3459,5.2399831063375985e-16,8.215798776115067e-16,3.7086443343323085e-16,8.215798776115067e-16,0,0.0,0.0025,-0.9743602775339826,-0.20278512406168672,-0.5885727007978346,0,[]
legal_deadline_plus_one_month_end,2021-12-31,exposure,4603,236,1144,4367,3459,4.009155179524257e-16,8.360169071020714e-16,2.0147037115484386e-16,8.360169071020714e-16,0,0.0,0.0025,-1.0479339175441347,-0.3050250316245336,-0.6764794745843341,0,[]
legal_deadline_plus_one_month_end,2022-01-28,exposure,4632,220,1174,4412,3458,7.345105913453632e-16,1.0158616614514066e-15,1.673165561890915e-16,1.0158616614514066e-15,0,0.0,0.0025,-1.055327730073293,-0.29711154354566804,-0.6762196368094806,0,[]
legal_deadline_plus_one_month_end,2022-02-28,exposure,4647,193,1189,4454,3458,3.483608637575259e-16,1.3604359832477445e-15,2.5841707169983255e-16,1.3604359832477445e-15,0,0.0,0.0025,-1.060592836227605,-0.30985568655294515,-0.685224261390275,0,[]
legal_deadline_plus_one_month_end,2022-03-31,exposure,4681,189,1223,4492,3458,5.360866500416869e-16,4.896239449166857e-16,1.6407433123798888e-16,5.360866500416869e-16,0,0.0,0.0025,-1.0566854276329907,-0.294601966608133,-0.6756436971205618,0,[]
legal_deadline_plus_one_month_end,2022-04-29,exposure,4714,192,1236,4522,3478,3.51440077054796e-16,3.5115180821987385e-16,1.8493099382064747e-16,3.51440077054796e-16,0,0.0,0.0025,-1.0576748855962304,-0.2802786292519876,-0.668976757424109,0,[]
legal_deadline_plus_one_month_end,2022-05-31,exposure,4724,170,1245,4554,3479,7.60718521207631e-16,4.801421773314908e-16,2.1756192086156662e-16,7.60718521207631e-16,0,0.0,0.0025,-1.054237155708968,-0.2582847945727159,-0.6562609751408419,0,[]
legal_deadline_plus_one_month_end,2022-06-30,exposure,4723,154,1271,4569,3452,4.968983404875964e-16,5.280380550403907e-16,1.4722409286486122e-16,5.280380550403907e-16,2,0.0004375410194705754,0.0025,-1.1004735862918513,-0.3815046966889792,-0.7409891414904153,0,[]
legal_deadline_plus_one_month_end,2022-07-29,exposure,4740,150,1296,4590,3444,4.67818764985234e-16,6.319009568010266e-16,4.2723826614978645e-16,6.319009568010266e-16,0,0.0,0.0025,-1.0827251179873971,-0.39106182283545743,-0.7368934704114273,0,[]
legal_deadline_plus_one_month_end,2022-08-31,exposure,4787,182,1326,4605,3461,5.048515722738401e-16,6.810881581815327e-16,6.341865879687633e-16,6.810881581815327e-16,0,0.0,0.0025,-1.0751284812829542,-0.3829108931359334,-0.7290196872094439,0,[]
legal_deadline_plus_one_month_end,2022-09-30,exposure,4829,189,1368,4640,3461,5.751633848948624e-16,6.182022974928464e-16,8.128533678279837e-16,8.128533678279837e-16,0,0.0,0.0025,-1.067324548273469,-0.36163621932090384,-0.7144803837971865,0,[]
legal_deadline_plus_one_month_end,2022-10-31,exposure,4853,179,1335,4674,3518,2.792334427422678e-16,6.444557425243312e-16,3.015548194054013e-16,6.444557425243312e-16,0,0.0,0.0025,-1.1010802082269662,-0.38718192147197283,-0.7441310648494694,0,[]
legal_deadline_plus_one_month_end,2022-11-30,exposure,4877,189,1358,4688,3519,4.83582155255641e-16,6.195896856386893e-16,2.583880990794421e-16,6.195896856386893e-16,0,0.0,0.0025,-1.102776933502646,-0.38186766120319166,-0.7423222973529189,0,[]
legal_deadline_plus_one_month_end,2022-12-30,exposure,4905,191,1386,4714,3519,1.059209420388967e-15,6.195896856386893e-16,2.739929983215994e-16,1.059209420388967e-15,0,0.0,0.0025,-1.1722583866730298,-0.41224303122522077,-0.7922507089491253,0,[]
