date,factor_value
2021-11-19,0.2494
2021-11-18,0.2518
2021-11-17,0.2307
2021-11-16,0.2354
2021-11-15,0.2687
2021-11-12,0.3071
2021-11-11,0.3619
2021-11-10,0.4026
2021-11-09,0.4342
2021-11-08,0.4465
2021-11-05,0.4250
2021-11-04,0.4471
2021-11-03,0.4912
2021-11-02,0.5273
2021-11-01,0.5437
2021-10-29,0.6084
2021-10-28,0.6309
2021-10-27,0.6272
2021-10-26,0.6538
2021-10-25,0.6739
2021-10-22,0.6886
2021-10-21,0.7112
2021-10-20,0.7389
2021-10-19,0.7284
2021-10-18,0.7255
2021-10-15,0.7089
2021-10-14,0.6574
2021-10-13,0.6007
2021-10-12,0.4915
2021-10-11,0.3814
2021-10-08,0.2927
2021-09-30,0.1647
2021-09-29,0.0151
2021-09-28,-0.0711
2021-09-27,-0.1206
2021-09-24,-0.2297
2021-09-23,-0.2606
2021-09-22,-0.2693
2021-09-17,-0.3210
2021-09-16,-0.3996
2021-09-15,-0.4550
2021-09-14,-0.5295
2021-09-13,-0.5986
2021-09-10,-0.6224
2021-09-09,-0.6756
2021-09-08,-0.7186
2021-09-07,-0.7507
2021-09-06,-0.7708
2021-09-03,-0.7829
2021-09-02,-0.7729
2021-09-01,-0.7614
2021-08-31,-0.7117
2021-08-30,-0.6488
2021-08-27,-0.6120
2021-08-26,-0.5989
2021-08-25,-0.5745
2021-08-24,-0.6295
2021-08-23,-0.6882
2021-08-20,-0.7131
2021-08-19,-0.7020
2021-08-18,-0.7052
2021-08-17,-0.6606
2021-08-16,-0.6054
2021-08-13,-0.6092
2021-08-12,-0.5550
2021-08-11,-0.4700
2021-08-10,-0.3324
2021-08-09,-0.1887
2021-08-06,-0.0660
2021-08-05,-0.0200
2021-08-04,-0.0104
2021-08-03,-0.1516
2021-08-02,-0.3297
2021-07-30,-0.4291
2021-07-29,-0.4537
2021-07-28,-0.4024
2021-07-27,-0.2298
2021-07-26,-0.1208
2021-07-23,-0.0822
2021-07-22,-0.0836
2021-07-21,-0.0426
2021-07-20,0.0204
2021-07-19,0.0783
2021-07-16,0.2445
2021-07-15,0.3043
2021-07-14,0.3615
2021-07-13,0.3150
2021-07-12,0.2140
2021-07-09,0.1320
2021-07-08,0.1462
2021-07-07,0.1190
2021-07-06,0.1266
2021-07-05,0.2432
2021-07-02,0.3180
2021-07-01,0.3070
2021-06-30,0.2467
2021-06-29,0.1753
2021-06-28,0.1607
2021-06-25,0.1454
2021-06-24,0.1229
2021-06-23,0.0882
2021-06-22,0.0438
2021-06-21,0.0242
2021-06-18,0.0061
2021-06-17,0.1027
2021-06-16,0.1745
2021-06-15,0.2933
2021-06-11,0.4052
2021-06-10,0.4641
2021-06-09,0.3841
2021-06-08,0.2632
2021-06-07,0.1908
2021-06-04,0.0368
2021-06-03,-0.1211
2021-06-02,-0.1479
2021-06-01,-0.1261
2021-05-31,-0.1111
2021-05-28,-0.0759
2021-05-27,-0.0228
2021-05-26,0.0304
2021-05-25,0.1201
2021-05-24,0.1345
2021-05-21,0.1675
2021-05-20,0.1913
2021-05-19,0.1954
2021-05-18,0.1633
2021-05-17,0.1383
2021-05-14,0.1050
2021-05-13,0.0854
2021-05-12,0.0884
2021-05-11,0.1628
2021-05-10,0.2559
2021-05-07,0.3493
2021-05-06,0.4517
2021-04-30,0.5173
2021-04-29,0.5511
2021-04-28,0.5839
2021-04-27,0.6149
2021-04-26,0.6408
2021-04-23,0.6635
2021-04-22,0.6474
2021-04-21,0.6395
2021-04-20,0.6476
2021-04-19,0.6468
2021-04-16,0.6026
2021-04-15,0.5789
2021-04-14,0.5530
2021-04-13,0.5130
2021-04-12,0.4714
2021-04-09,0.4495
2021-04-08,0.4122
2021-04-07,0.3177
2021-04-06,0.2093
2021-04-02,0.0917
2021-04-01,0.0194
2021-03-31,-0.0533
2021-03-30,-0.1105
2021-03-29,-0.1739
2021-03-26,-0.2336
2021-03-25,-0.3279
2021-03-24,-0.4174
2021-03-23,-0.5026
2021-03-22,-0.5827
2021-03-19,-0.6515
2021-03-18,-0.6878
2021-03-17,-0.7123
2021-03-16,-0.7161
2021-03-15,-0.7231
2021-03-12,-0.7218
2021-03-11,-0.7225
2021-03-10,-0.7331
2021-03-09,-0.7373
2021-03-08,-0.7239
2021-03-05,-0.7306
2021-03-04,-0.7596
2021-03-03,-0.7762
2021-03-02,-0.7843
2021-03-01,-0.7651
2021-02-26,-0.7453
2021-02-25,-0.6708
2021-02-24,-0.5902
2021-02-23,-0.4554
2021-02-22,-0.4152
2021-02-19,-0.3629
2021-02-18,-0.3503
2021-02-10,-0.3588
2021-02-09,-0.4091
2021-02-08,-0.3896
2021-02-05,-0.3667
2021-02-04,-0.2968
2021-02-03,-0.1975
2021-02-02,-0.0749
2021-02-01,0.0495
2021-01-29,0.1841
2021-01-28,0.2631
2021-01-27,0.2949
2021-01-26,0.2670
2021-01-25,0.2120
2021-01-22,0.1848
2021-01-21,0.1539
2021-01-20,0.1618
2021-01-19,0.1949
2021-01-18,0.2718
2021-01-15,0.3122
2021-01-14,0.3617
2021-01-13,0.4223
2021-01-12,0.4689
2021-01-11,0.5080
2021-01-08,0.5413
2021-01-07,0.5730
2021-01-06,0.5866
2021-01-05,0.6031
2021-01-04,0.6059
2020-12-31,0.6232
2020-12-30,0.6479
2020-12-29,0.6712
2020-12-28,0.6931
2020-12-25,0.7096
2020-12-24,0.6854
2020-12-23,0.6656
2020-12-22,0.6698
2020-12-21,0.6546
2020-12-18,0.6005
2020-12-17,0.5258
2020-12-16,0.4579
2020-12-15,0.3647
2020-12-14,0.2474
2020-12-11,0.1415
2020-12-10,0.0578
2020-12-09,-0.0994
2020-12-08,-0.2706
2020-12-07,-0.4071
2020-12-04,-0.5205
2020-12-03,-0.6184
2020-12-02,-0.6649
2020-12-01,-0.6896
2020-11-30,-0.6627
2020-11-27,-0.6038
2020-11-26,-0.4838
2020-11-25,-0.4235
2020-11-24,-0.4075
2020-11-23,-0.4240
2020-11-20,-0.3988
2020-11-19,-0.4173
2020-11-18,-0.4272
2020-11-17,-0.4401
2020-11-16,-0.4306
2020-11-13,-0.4557
2020-11-12,-0.4934
2020-11-11,-0.4023
2020-11-10,-0.2513
2020-11-09,-0.0844
2020-11-06,0.0449
2020-11-05,0.1922
2020-11-04,0.2696
2020-11-03,0.3652
2020-11-02,0.4027
2020-10-30,0.4020
2020-10-29,0.3177
2020-10-28,0.2939
2020-10-27,0.1993
2020-10-26,0.1744
2020-10-23,0.1821
2020-10-22,0.3227
2020-10-21,0.4241
2020-10-20,0.5594
2020-10-19,0.6233
2020-10-16,0.6215
2020-10-15,0.5148
2020-10-14,0.3292
2020-10-13,0.1407
2020-10-12,-0.0630
2020-10-09,-0.1787
2020-09-30,-0.2570
2020-09-29,-0.2549
2020-09-28,-0.2922
2020-09-25,-0.2883
2020-09-24,-0.2615
2020-09-23,-0.1922
2020-09-22,-0.1345
2020-09-21,-0.0370
2020-09-18,0.0533
2020-09-17,0.0594
2020-09-16,0.0124
2020-09-15,-0.0656
2020-09-14,-0.1348
2020-09-11,-0.1788
2020-09-10,-0.1708
2020-09-09,-0.1510
2020-09-08,-0.1241
2020-09-07,-0.0928
2020-09-04,-0.1312
2020-09-03,-0.1740
2020-09-02,-0.2056
2020-09-01,-0.2587
2020-08-31,-0.3021
2020-08-28,-0.3093
2020-08-27,-0.3302
2020-08-26,-0.4011
2020-08-25,-0.4370
2020-08-24,-0.4623
2020-08-21,-0.4756
2020-08-20,-0.4998
2020-08-19,-0.4783
2020-08-18,-0.4957
2020-08-17,-0.5176
2020-08-14,-0.5623
2020-08-13,-0.5412
2020-08-12,-0.4586
2020-08-11,-0.2635
2020-08-10,-0.1222
2020-08-07,0.1022
2020-08-06,0.2470
2020-08-05,0.2819
2020-08-04,0.1847
2020-08-03,0.0578
2020-07-31,-0.1312
2020-07-30,-0.2841
2020-07-29,-0.3479
2020-07-28,-0.3449
2020-07-27,-0.2957
2020-07-24,-0.2692
2020-07-23,-0.1784
2020-07-22,-0.1687
2020-07-21,-0.0733
2020-07-20,0.0244
2020-07-17,0.1607
2020-07-16,0.2286
2020-07-15,0.2951
2020-07-14,0.2265
2020-07-13,0.1451
2020-07-10,-0.0144
2020-07-09,-0.0650
2020-07-08,-0.0259
2020-07-07,0.0896
2020-07-06,0.2757
2020-07-03,0.5193
2020-07-02,0.6504
2020-07-01,0.7084
2020-06-30,0.7126
2020-06-29,0.6430
2020-06-24,0.4977
2020-06-23,0.3698
2020-06-22,0.2207
2020-06-19,0.0762
2020-06-18,-0.0574
2020-06-17,-0.1451
2020-06-16,-0.2520
2020-06-15,-0.3266
2020-06-12,-0.3683
2020-06-11,-0.4023
2020-06-10,-0.4307
2020-06-09,-0.4365
2020-06-08,-0.3842
2020-06-05,-0.2927
2020-06-04,-0.2750
2020-06-03,-0.2375
2020-06-02,-0.1751
2020-06-01,-0.1213
2020-05-29,-0.1674
2020-05-28,-0.1045
2020-05-27,-0.0305
2020-05-26,0.0298
2020-05-25,0.0818
2020-05-22,0.1754
2020-05-21,0.2455
2020-05-20,0.3360
2020-05-19,0.4001
2020-05-18,0.3970
2020-05-15,0.3787
2020-05-14,0.3754
2020-05-13,0.3687
2020-05-12,0.3661
2020-05-11,0.4094
2020-05-08,0.4679
2020-05-07,0.5479
2020-05-06,0.5726
2020-04-30,0.5668
2020-04-29,0.5504
2020-04-28,0.5524
2020-04-27,0.4987
2020-04-24,0.4548
2020-04-23,0.4306
2020-04-22,0.4142
2020-04-21,0.3732
2020-04-20,0.3392
2020-04-17,0.2641
2020-04-16,0.2084
2020-04-15,0.1481
2020-04-14,0.0695
2020-04-13,0.0114
2020-04-10,-0.0315
2020-04-09,-0.0803
2020-04-08,-0.1572
2020-04-07,-0.2323
2020-04-03,-0.3370
2020-04-02,-0.3933
2020-04-01,-0.4555
2020-03-31,-0.4873
2020-03-30,-0.5449
2020-03-27,-0.5893
2020-03-26,-0.6268
2020-03-25,-0.6554
2020-03-24,-0.6995
2020-03-23,-0.7107
2020-03-20,-0.7204
2020-03-19,-0.7182
2020-03-18,-0.7285
2020-03-17,-0.7230
2020-03-16,-0.6893
2020-03-13,-0.6680
2020-03-12,-0.6537
2020-03-11,-0.6284
2020-03-10,-0.5844
2020-03-09,-0.5219
2020-03-06,-0.4209
2020-03-05,-0.3159
2020-03-04,-0.1878
2020-03-03,-0.0677
2020-03-02,0.0992
2020-02-28,0.2419
2020-02-27,0.3463
2020-02-26,0.4185
2020-02-25,0.4935
2020-02-24,0.4935
2020-02-21,0.4985
2020-02-20,0.5174
2020-02-19,0.5673
2020-02-18,0.6079
2020-02-17,0.6420
2020-02-14,0.6795
2020-02-13,0.7297
2020-02-12,0.7591
2020-02-11,0.7800
2020-02-10,0.8007
2020-02-07,0.7940
2020-02-06,0.7705
2020-02-05,0.7695
2020-02-04,0.7706
2020-02-03,0.7683
2020-01-23,0.7643
2020-01-22,0.7589
2020-01-21,0.7035
2020-01-20,0.5951
2020-01-17,0.5231
2020-01-16,0.4457
2020-01-15,0.3731
2020-01-14,0.2440
2020-01-13,0.1864
2020-01-10,0.0532
2020-01-09,-0.0591
2020-01-08,-0.1166
2020-01-07,-0.0802
2020-01-06,-0.0780
2020-01-03,-0.0316
2020-01-02,0.0096
2019-12-31,0.0133
2019-12-30,-0.0160
2019-12-27,-0.0209
2019-12-26,-0.1035
2019-12-25,-0.2024
2019-12-24,-0.3060
2019-12-23,-0.3808
2019-12-20,-0.4197
2019-12-19,-0.4065
2019-12-18,-0.3806
2019-12-17,-0.3471
2019-12-16,-0.2571
2019-12-13,-0.2421
2019-12-12,-0.1715
2019-12-11,-0.1054
2019-12-10,-0.0798
2019-12-09,-0.1414
2019-12-06,-0.1694
2019-12-05,-0.2141
2019-12-04,-0.2322
2019-12-03,-0.2247
2019-12-02,-0.2011
2019-11-29,-0.2227
2019-11-28,-0.1282
2019-11-27,0.0287
2019-11-26,0.1818
2019-11-25,0.3250
2019-11-22,0.4902
2019-11-21,0.5080
2019-11-20,0.4678
2019-11-19,0.4302
2019-11-18,0.3705
2019-11-15,0.3211
2019-11-14,0.2802
2019-11-13,0.1862
2019-11-12,0.1261
2019-11-11,0.0989
2019-11-08,0.0424
2019-11-07,-0.0396
2019-11-06,-0.0472
2019-11-05,-0.1324
2019-11-04,-0.2414
2019-11-01,-0.3051
2019-10-31,-0.3612
2019-10-30,-0.4740
2019-10-29,-0.5183
2019-10-28,-0.5224
2019-10-25,-0.5481
2019-10-24,-0.5292
2019-10-23,-0.5008
2019-10-22,-0.5320
2019-10-21,-0.5850
2019-10-18,-0.6078
2019-10-17,-0.6524
2019-10-16,-0.6656
2019-10-15,-0.6828
2019-10-14,-0.6804
2019-10-11,-0.6500
2019-10-10,-0.5994
2019-10-09,-0.5796
2019-10-08,-0.4659
2019-09-30,-0.3199
2019-09-27,-0.2376
2019-09-26,-0.1636
2019-09-25,-0.0690
2019-09-24,-0.0565
2019-09-23,-0.0892
2019-09-20,-0.0835
2019-09-19,-0.0764
2019-09-18,-0.0582
2019-09-17,0.0394
2019-09-16,0.1506
2019-09-12,0.2352
2019-09-11,0.3127
2019-09-10,0.3704
2019-09-09,0.4041
2019-09-06,0.4235
2019-09-05,0.4342
2019-09-04,0.4528
2019-09-03,0.4705
2019-09-02,0.4780
2019-08-30,0.4811
2019-08-29,0.5188
2019-08-28,0.5494
2019-08-27,0.5810
2019-08-26,0.6126
2019-08-23,0.6622
2019-08-22,0.6891
2019-08-21,0.6943
2019-08-20,0.6739
2019-08-19,0.6196
2019-08-16,0.5460
2019-08-15,0.4563
2019-08-14,0.3891
2019-08-13,0.3309
2019-08-12,0.2900
2019-08-09,0.2532
2019-08-08,0.2329
2019-08-07,0.2165
2019-08-06,0.1755
2019-08-05,0.0882
2019-08-02,0.0098
2019-08-01,-0.0301
2019-07-31,-0.0942
2019-07-30,-0.1018
2019-07-29,-0.0618
2019-07-26,-0.0441
2019-07-25,-0.0684
2019-07-24,-0.0387
2019-07-23,-0.0084
2019-07-22,0.0443
2019-07-19,0.1347
2019-07-18,0.2124
2019-07-17,0.2724
2019-07-16,0.3161
2019-07-15,0.3435
2019-07-12,0.3622
2019-07-11,0.4291
2019-07-10,0.4495
2019-07-09,0.4950
2019-07-08,0.5591
2019-07-05,0.6085
2019-07-04,0.6052
2019-07-03,0.6290
2019-07-02,0.6200
2019-07-01,0.5708
2019-06-28,0.5515
2019-06-27,0.5464
2019-06-26,0.4731
2019-06-25,0.4084
2019-06-24,0.3465
2019-06-21,0.2436
2019-06-20,0.1513
2019-06-19,0.1298
2019-06-18,0.1211
2019-06-17,0.1222
2019-06-14,0.0899
2019-06-13,0.0672
2019-06-12,0.0680
2019-06-11,0.0678
2019-06-10,0.0888
2019-06-06,0.1242
2019-06-05,0.1303
2019-06-04,0.0909
2019-06-03,0.0274
2019-05-31,-0.0604
2019-05-30,-0.1252
2019-05-29,-0.1591
2019-05-28,-0.1440
2019-05-27,-0.1233
2019-05-24,-0.1146
2019-05-23,-0.0733
2019-05-22,-0.0241
2019-05-21,-0.0168
2019-05-20,-0.0203
2019-05-17,-0.0336
2019-05-16,-0.0537
2019-05-15,-0.1092
2019-05-14,-0.1759
2019-05-13,-0.2523
2019-05-10,-0.3198
2019-05-09,-0.3931
2019-05-08,-0.4332
2019-05-07,-0.4338
2019-05-06,-0.4053
2019-04-30,-0.3476
2019-04-29,-0.3162
2019-04-26,-0.3058
2019-04-25,-0.3295
2019-04-24,-0.3649
2019-04-23,-0.4323
2019-04-22,-0.4941
2019-04-19,-0.5543
2019-04-18,-0.5907
2019-04-17,-0.6134
2019-04-16,-0.6036
2019-04-15,-0.6086
2019-04-12,-0.6021
2019-04-11,-0.5566
2019-04-10,-0.5020
2019-04-09,-0.4472
2019-04-08,-0.3326
2019-04-04,-0.2325
2019-04-03,-0.2026
2019-04-02,-0.1675
2019-04-01,-0.1791
2019-03-29,-0.2109
2019-03-28,-0.2530
2019-03-27,-0.2296
2019-03-26,-0.2146
2019-03-25,-0.1491
2019-03-22,-0.0947
2019-03-21,-0.0068
2019-03-20,0.0503
2019-03-19,0.1237
2019-03-18,0.2195
2019-03-15,0.3230
2019-03-14,0.4219
2019-03-13,0.5178
2019-03-12,0.5896
2019-03-11,0.6291
2019-03-08,0.6432
2019-03-07,0.6313
2019-03-06,0.6226
2019-03-05,0.6045
2019-03-04,0.5979
2019-03-01,0.6046
2019-02-28,0.6420
2019-02-27,0.6643
2019-02-26,0.6814
2019-02-25,0.6947
2019-02-22,0.7302
2019-02-21,0.7265
2019-02-20,0.7246
2019-02-19,0.7311
2019-02-18,0.7012
2019-02-15,0.6426
2019-02-14,0.5766
2019-02-13,0.4628
2019-02-12,0.3185
2019-02-11,0.2186
2019-02-01,0.1664
2019-01-31,0.1319
2019-01-30,0.1156
2019-01-29,0.1235
2019-01-28,0.1301
2019-01-25,0.1009
2019-01-24,0.0885
2019-01-23,0.0748
2019-01-22,0.0825
2019-01-21,0.0446
2019-01-18,-0.0518
2019-01-17,-0.1359
2019-01-16,-0.2005
2019-01-15,-0.2786
2019-01-14,-0.3435
2019-01-11,-0.3592
2019-01-10,-0.4388
2019-01-09,-0.5075
2019-01-08,-0.5495
2019-01-07,-0.5572
2019-01-04,-0.5452
2019-01-03,-0.4864
2019-01-02,-0.3838
2018-12-28,-0.2959
2018-12-27,-0.2606
2018-12-26,-0.2476
2018-12-25,-0.2462
2018-12-24,-0.2637
2018-12-21,-0.2980
2018-12-20,-0.2994
2018-12-19,-0.2697
2018-12-18,-0.2150
2018-12-17,-0.1668
2018-12-14,-0.1165
2018-12-13,-0.0316
2018-12-12,0.0528
2018-12-11,0.1384
2018-12-10,0.2052
2018-12-07,0.2659
2018-12-06,0.2641
2018-12-05,0.2738
2018-12-04,0.3041
2018-12-03,0.3471
2018-11-30,0.3937
2018-11-29,0.4828
2018-11-28,0.5410
2018-11-27,0.5448
2018-11-26,0.5311
2018-11-23,0.5297
2018-11-22,0.5420
2018-11-21,0.5611
2018-11-20,0.5926
2018-11-19,0.6292
2018-11-16,0.6497
2018-11-15,0.6404
2018-11-14,0.6056
2018-11-13,0.5683
2018-11-12,0.5088
2018-11-09,0.4664
2018-11-08,0.3986
2018-11-07,0.2984
2018-11-06,0.1597
2018-11-05,0.0409
2018-11-02,-0.0821
2018-11-01,-0.2038
2018-10-31,-0.2561
2018-10-30,-0.2285
2018-10-29,-0.1658
2018-10-26,-0.1124
2018-10-25,-0.1016
2018-10-24,-0.1232
2018-10-23,-0.1870
2018-10-22,-0.2429
2018-10-19,-0.3085
2018-10-18,-0.3377
2018-10-17,-0.3513
2018-10-16,-0.3236
2018-10-15,-0.2993
2018-10-12,-0.2493
2018-10-11,-0.1818
2018-10-10,-0.1307
2018-10-09,-0.0991
2018-10-08,-0.1131
2018-09-28,-0.1192
2018-09-27,-0.1195
2018-09-26,-0.0834
2018-09-25,-0.0856
2018-09-21,-0.0600
2018-09-20,-0.0504
2018-09-19,-0.0473
2018-09-18,-0.0558
2018-09-17,-0.0439
2018-09-14,-0.0829
2018-09-13,-0.0744
2018-09-12,-0.0293
2018-09-11,0.0440
2018-09-10,0.0992
2018-09-07,0.1748
2018-09-06,0.1721
2018-09-05,0.1462
2018-09-04,0.0835
2018-09-03,0.0530
2018-08-31,0.0255
2018-08-30,-0.0296
2018-08-29,-0.0867
2018-08-28,-0.1785
2018-08-27,-0.2696
2018-08-24,-0.3710
2018-08-23,-0.4254
2018-08-22,-0.4690
2018-08-21,-0.4876
2018-08-20,-0.5223
2018-08-17,-0.5223
2018-08-16,-0.5236
2018-08-15,-0.5358
2018-08-14,-0.5586
2018-08-13,-0.5666
2018-08-10,-0.5823
2018-08-09,-0.5636
2018-08-08,-0.5099
2018-08-07,-0.4520
2018-08-06,-0.4288
2018-08-03,-0.4119
2018-08-02,-0.3662
2018-08-01,-0.3123
2018-07-31,-0.2178
2018-07-30,-0.1115
2018-07-27,0.0363
2018-07-26,0.1782
2018-07-25,0.3083
2018-07-24,0.3981
2018-07-23,0.5294
2018-07-20,0.6208
2018-07-19,0.6422
2018-07-18,0.6046
2018-07-17,0.5384
2018-07-16,0.4367
2018-07-13,0.3124
2018-07-12,0.2234
2018-07-11,0.1435
2018-07-10,0.1346
2018-07-09,0.2034
2018-07-06,0.2984
2018-07-05,0.3388
2018-07-04,0.3514
2018-07-03,0.3206
2018-07-02,0.2098
2018-06-29,0.0370
2018-06-28,-0.1300
2018-06-27,-0.2725
2018-06-26,-0.3700
2018-06-25,-0.4542
2018-06-22,-0.4820
2018-06-21,-0.4690
2018-06-20,-0.4406
2018-06-19,-0.4102
2018-06-15,-0.3629
2018-06-14,-0.3011
2018-06-13,-0.2755
2018-06-12,-0.2248
2018-06-11,-0.2195
2018-06-08,-0.2751
2018-06-07,-0.3276
2018-06-06,-0.3382
2018-06-05,-0.3549
2018-06-04,-0.3622
2018-06-01,-0.3069
2018-05-31,-0.2986
2018-05-30,-0.2580
2018-05-29,-0.2169
2018-05-28,-0.2009
2018-05-25,-0.2320
2018-05-24,-0.2456
2018-05-23,-0.2891
2018-05-22,-0.3631
2018-05-21,-0.3991
2018-05-18,-0.4254
2018-05-17,-0.4356
2018-05-16,-0.4534
2018-05-15,-0.4829
2018-05-14,-0.5227
2018-05-11,-0.5533
2018-05-10,-0.5973
2018-05-09,-0.6449
2018-05-08,-0.6460
2018-05-07,-0.6663
2018-05-04,-0.6781
2018-05-03,-0.6437
2018-05-02,-0.5747
2018-04-27,-0.5422
2018-04-26,-0.4697
2018-04-25,-0.4037
2018-04-24,-0.3582
2018-04-23,-0.3327
2018-04-20,-0.2648
2018-04-19,-0.2324
2018-04-18,-0.2007
2018-04-17,-0.1864
2018-04-16,-0.1616
2018-04-13,-0.1034
2018-04-12,-0.0344
2018-04-11,0.0568
2018-04-10,0.1410
2018-04-09,0.2188
2018-04-04,0.2182
2018-04-03,0.2628
2018-04-02,0.2999
2018-03-30,0.3485
2018-03-29,0.3677
2018-03-28,0.4172
2018-03-27,0.4265
2018-03-26,0.4301
2018-03-23,0.4219
2018-03-22,0.4340
2018-03-21,0.4682
2018-03-20,0.5210
2018-03-19,0.5890
2018-03-16,0.6727
2018-03-15,0.7359
2018-03-14,0.7600
2018-03-13,0.7605
2018-03-12,0.7378
2018-03-09,0.7276
2018-03-08,0.7126
2018-03-07,0.7070
2018-03-06,0.6857
2018-03-05,0.6749
2018-03-02,0.6150
2018-03-01,0.5624
2018-02-28,0.5205
2018-02-27,0.4887
2018-02-26,0.4543
2018-02-23,0.4546
2018-02-22,0.3979
2018-02-14,0.2737
2018-02-13,0.1380
2018-02-12,-0.0413
2018-02-09,-0.2363
2018-02-08,-0.3572
2018-02-07,-0.4263
2018-02-06,-0.4697
2018-02-05,-0.4218
2018-02-02,-0.4118
2018-02-01,-0.3929
2018-01-31,-0.3538
2018-01-30,-0.3223
2018-01-29,-0.3795
2018-01-26,-0.3928
2018-01-25,-0.4465
2018-01-24,-0.5203
2018-01-23,-0.5794
2018-01-22,-0.6063
2018-01-19,-0.6290
2018-01-18,-0.5930
2018-01-17,-0.5473
2018-01-16,-0.5324
2018-01-15,-0.4841
2018-01-12,-0.4273
2018-01-11,-0.3742
2018-01-10,-0.2987
2018-01-09,-0.1869
2018-01-08,-0.1702
2018-01-05,-0.1328
2018-01-04,-0.0942
2018-01-03,-0.0889
2018-01-02,-0.1236
2017-12-29,-0.0464
2017-12-28,0.0047
2017-12-27,0.0116
2017-12-26,-0.0001
2017-12-25,0.0067
2017-12-22,-0.0322
2017-12-21,-0.0257
2017-12-20,-0.0569
2017-12-19,-0.0417
2017-12-18,-0.0500
2017-12-15,-0.0871
2017-12-14,-0.1904
2017-12-13,-0.2475
2017-12-12,-0.3390
2017-12-11,-0.4100
2017-12-08,-0.4412
2017-12-07,-0.4445
2017-12-06,-0.4648
2017-12-05,-0.4732
2017-12-04,-0.4599
2017-12-01,-0.4612
2017-11-30,-0.4766
2017-11-29,-0.4745
2017-11-28,-0.4587
2017-11-27,-0.4367
2017-11-24,-0.4088
2017-11-23,-0.4058
2017-11-22,-0.3383
2017-11-21,-0.3135
2017-11-20,-0.2787
2017-11-17,-0.2142
2017-11-16,-0.1458
2017-11-15,-0.1531
2017-11-14,-0.1315
2017-11-13,-0.1605
2017-11-10,-0.1866
2017-11-09,-0.2044
2017-11-08,-0.2131
2017-11-07,-0.2054
2017-11-06,-0.1586
2017-11-03,-0.1854
2017-11-02,-0.1770
2017-11-01,-0.1620
2017-10-31,-0.1804
2017-10-30,-0.2289
2017-10-27,-0.2262
2017-10-26,-0.2365
2017-10-25,-0.2329
2017-10-24,-0.2185
2017-10-23,-0.1796
2017-10-20,-0.1817
2017-10-19,-0.1485
2017-10-18,-0.1477
2017-10-17,-0.1358
2017-10-16,-0.1123
2017-10-13,-0.0652
2017-10-12,-0.0334
2017-10-11,0.0118
2017-10-10,0.0685
2017-10-09,0.0791
2017-09-29,0.0988
2017-09-28,0.1104
2017-09-27,0.1114
2017-09-26,0.1092
2017-09-25,0.1369
2017-09-22,0.1647
2017-09-21,0.1643
2017-09-20,0.1558
2017-09-19,0.1354
2017-09-18,0.1261
2017-09-15,0.1354
2017-09-14,0.1832
2017-09-13,0.2731
2017-09-12,0.3718
2017-09-11,0.4563
2017-09-08,0.5271
2017-09-07,0.5595
2017-09-06,0.5576
2017-09-05,0.5327
2017-09-04,0.5050
2017-09-01,0.4778
2017-08-31,0.4438
2017-08-30,0.4314
2017-08-29,0.4740
2017-08-28,0.5080
2017-08-25,0.5394
2017-08-24,0.5909
2017-08-23,0.6470
2017-08-22,0.6734
2017-08-21,0.6922
2017-08-18,0.6985
2017-08-17,0.6361
2017-08-16,0.5015
2017-08-15,0.3154
2017-08-14,0.1492
2017-08-11,-0.0558
2017-08-10,-0.2172
2017-08-09,-0.3101
2017-08-08,-0.3648
2017-08-07,-0.4275
2017-08-04,-0.4392
2017-08-03,-0.3992
2017-08-02,-0.3535
2017-08-01,-0.3609
2017-07-31,-0.3851
2017-07-28,-0.4169
2017-07-27,-0.4855
2017-07-26,-0.5759
2017-07-25,-0.6305
2017-07-24,-0.6783
2017-07-21,-0.7197
2017-07-20,-0.7211
2017-07-19,-0.6939
2017-07-18,-0.5656
2017-07-17,-0.4280
2017-07-14,-0.2477
2017-07-13,-0.0934
2017-07-12,0.0333
2017-07-11,0.0738
2017-07-10,0.1194
2017-07-07,0.1124
2017-07-06,0.1330
2017-07-05,0.1662
2017-07-04,0.1846
2017-07-03,0.2053
2017-06-30,0.2199
2017-06-29,0.1897
2017-06-28,0.1661
2017-06-27,0.1594
2017-06-26,0.1498
2017-06-23,0.1449
2017-06-22,0.1576
2017-06-21,0.1542
2017-06-20,0.1317
2017-06-19,0.1058
2017-06-16,0.0592
2017-06-15,0.0215
2017-06-14,0.0047
2017-06-13,0.0194
2017-06-12,0.0331
2017-06-09,0.0664
2017-06-08,0.0441
2017-06-07,0.0002
2017-06-06,-0.0477
2017-06-05,-0.0855
2017-06-02,-0.0938
2017-06-01,-0.0370
2017-05-31,0.0022
2017-05-26,0.0849
2017-05-25,0.1527
2017-05-24,0.2113
2017-05-23,0.2609
2017-05-22,0.3127
2017-05-19,0.2915
2017-05-18,0.2740
2017-05-17,0.2542
2017-05-16,0.2283
2017-05-15,0.2004
2017-05-12,0.1604
2017-05-11,0.1210
2017-05-10,0.0599
2017-05-09,0.0001
2017-05-08,-0.0440
2017-05-05,-0.0726
2017-05-04,-0.1310
2017-05-03,-0.1860
2017-05-02,-0.2679
2017-04-28,-0.3456
2017-04-27,-0.4219
2017-04-26,-0.4518
2017-04-25,-0.4814
2017-04-24,-0.5171
2017-04-21,-0.5507
2017-04-20,-0.5521
