ts_code,formation_date,required_formation,list_date,delist_date,raw_close,close_source,selected_share_effective_date,selected_share_known_date,selected_total_shares,reason_code
600862.SH,2016-06-30,True,1994-05-20,,14.18,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
601360.SH,2016-06-30,True,2012-01-16,,14.48,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
603993.SH,2016-06-30,True,2012-10-09,,4.15,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000035.SZ,2016-07-29,True,1994-04-08,,6.7,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000156.SZ,2016-07-29,True,2000-09-06,,18.7,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000301.SZ,2016-07-29,True,2000-05-29,,4.31,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000498.SZ,2016-07-29,True,1997-06-09,,6.59,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000547.SZ,2016-07-29,True,1993-11-30,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000603.SZ,2016-07-29,True,1996-08-23,,20.39,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000620.SZ,2016-07-29,True,1996-10-29,,9.0,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000670.SZ,2016-07-29,True,1996-12-17,,8.53,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000681.SZ,2016-07-29,True,1997-01-21,,22.18,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000813.SZ,2016-07-29,True,1998-05-19,,14.07,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000820.SZ,2016-07-29,True,1998-06-30,,18.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000863.SZ,2016-07-29,True,1997-09-25,,9.63,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000908.SZ,2016-07-29,True,1999-02-03,,12.27,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002019.SZ,2016-07-29,True,2004-07-13,,15.42,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002027.SZ,2016-07-29,True,2004-08-04,,15.57,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002127.SZ,2016-07-29,True,2007-04-18,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
002270.SZ,2016-07-29,True,2008-09-05,,17.14,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002323.SZ,2016-07-29,True,2009-12-18,,12.97,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002343.SZ,2016-07-29,True,2010-01-26,,43.07,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002366.SZ,2016-07-29,True,2010-03-12,,50.77,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002468.SZ,2016-07-29,True,2010-09-08,,29.31,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002517.SZ,2016-07-29,True,2010-12-07,,42.54,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002558.SZ,2016-07-29,True,2011-03-02,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
002581.SZ,2016-07-29,True,2011-05-20,,27.53,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002600.SZ,2016-07-29,True,2011-07-15,,10.93,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002607.SZ,2016-07-29,True,2011-08-10,,11.56,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002694.SZ,2016-07-29,True,2012-08-16,,20.79,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
300442.SZ,2016-07-29,True,2015-04-24,,44.45,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600097.SH,2016-07-29,True,1997-06-19,,19.2,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600179.SH,2016-07-29,True,1998-11-04,,12.76,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600217.SH,2016-07-29,True,1999-12-16,,7.8,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600233.SH,2016-07-29,True,2000-06-08,,21.94,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600398.SH,2016-07-29,True,2000-12-28,,11.86,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600483.SH,2016-07-29,True,2004-05-31,,11.49,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600566.SH,2016-07-29,True,2001-08-22,,27.87,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600567.SH,2016-07-29,True,2001-12-18,,2.83,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600603.SH,2016-07-29,True,1992-01-13,,12.4,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600629.SH,2016-07-29,True,1993-02-09,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
600666.SH,2016-07-29,True,1993-07-12,,33.84,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600681.SH,2016-07-29,True,1993-10-18,,11.57,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600862.SH,2016-07-29,True,1994-05-20,,13.6,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
601360.SH,2016-07-29,True,2012-01-16,,12.55,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
603993.SH,2016-07-29,True,2012-10-09,,4.05,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000035.SZ,2016-08-31,True,1994-04-08,,7.08,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000156.SZ,2016-08-31,True,2000-09-06,,19.49,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000301.SZ,2016-08-31,True,2000-05-29,,4.66,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000498.SZ,2016-08-31,True,1997-06-09,,7.18,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000547.SZ,2016-08-31,True,1993-11-30,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000603.SZ,2016-08-31,True,1996-08-23,,20.09,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000620.SZ,2016-08-31,True,1996-10-29,,9.45,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000670.SZ,2016-08-31,True,1996-12-17,,8.59,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000681.SZ,2016-08-31,True,1997-01-21,,22.46,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000813.SZ,2016-08-31,True,1998-05-19,,14.26,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000820.SZ,2016-08-31,True,1998-06-30,,23.62,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000863.SZ,2016-08-31,True,1997-09-25,,10.03,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000908.SZ,2016-08-31,True,1999-02-03,,12.08,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002019.SZ,2016-08-31,True,2004-07-13,,14.87,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002027.SZ,2016-08-31,True,2004-08-04,,15.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002127.SZ,2016-08-31,True,2007-04-18,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
002270.SZ,2016-08-31,True,2008-09-05,,17.32,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002323.SZ,2016-08-31,True,2009-12-18,,13.42,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002343.SZ,2016-08-31,True,2010-01-26,,40.99,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002366.SZ,2016-08-31,True,2010-03-12,,51.56,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002468.SZ,2016-08-31,True,2010-09-08,,29.31,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002517.SZ,2016-08-31,True,2010-12-07,,45.7,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002558.SZ,2016-08-31,True,2011-03-02,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
002581.SZ,2016-08-31,True,2011-05-20,,26.81,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002600.SZ,2016-08-31,True,2011-07-15,,11.1,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002607.SZ,2016-08-31,True,2011-08-10,,11.33,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002694.SZ,2016-08-31,True,2012-08-16,,24.39,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
300442.SZ,2016-08-31,True,2015-04-24,,44.76,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600097.SH,2016-08-31,True,1997-06-19,,18.08,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600179.SH,2016-08-31,True,1998-11-04,,13.1,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600217.SH,2016-08-31,True,1999-12-16,,7.85,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600233.SH,2016-08-31,True,2000-06-08,,22.47,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600398.SH,2016-08-31,True,2000-12-28,,11.22,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600483.SH,2016-08-31,True,2004-05-31,,11.81,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600566.SH,2016-08-31,True,2001-08-22,,30.06,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600567.SH,2016-08-31,True,2001-12-18,,2.93,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600603.SH,2016-08-31,True,1992-01-13,,13.21,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600629.SH,2016-08-31,True,1993-02-09,,19.86,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600666.SH,2016-08-31,True,1993-07-12,,30.0,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600681.SH,2016-08-31,True,1993-10-18,,11.89,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600862.SH,2016-08-31,True,1994-05-20,,13.61,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
601360.SH,2016-08-31,True,2012-01-16,,12.81,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
603993.SH,2016-08-31,True,2012-10-09,,4.04,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000035.SZ,2016-09-30,True,1994-04-08,,7.64,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000156.SZ,2016-09-30,True,2000-09-06,,18.02,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000301.SZ,2016-09-30,True,2000-05-29,,4.53,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000498.SZ,2016-09-30,True,1997-06-09,,6.88,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000547.SZ,2016-09-30,True,1993-11-30,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000603.SZ,2016-09-30,True,1996-08-23,,18.24,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000620.SZ,2016-09-30,True,1996-10-29,,9.12,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000670.SZ,2016-09-30,True,1996-12-17,,8.06,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000681.SZ,2016-09-30,True,1997-01-21,,23.89,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000813.SZ,2016-09-30,True,1998-05-19,,15.87,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000820.SZ,2016-09-30,True,1998-06-30,,24.95,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000863.SZ,2016-09-30,True,1997-09-25,,9.64,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000908.SZ,2016-09-30,True,1999-02-03,,11.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002019.SZ,2016-09-30,True,2004-07-13,,13.75,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002027.SZ,2016-09-30,True,2004-08-04,,14.26,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002127.SZ,2016-09-30,True,2007-04-18,,12.33,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002270.SZ,2016-09-30,True,2008-09-05,,15.78,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002323.SZ,2016-09-30,True,2009-12-18,,13.2,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002343.SZ,2016-09-30,True,2010-01-26,,41.79,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002366.SZ,2016-09-30,True,2010-03-12,,50.05,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002468.SZ,2016-09-30,True,2010-09-08,,30.79,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002517.SZ,2016-09-30,True,2010-12-07,,43.19,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002558.SZ,2016-09-30,True,2011-03-02,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
002581.SZ,2016-09-30,True,2011-05-20,,25.33,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002600.SZ,2016-09-30,True,2011-07-15,,9.55,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002607.SZ,2016-09-30,True,2011-08-10,,11.05,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002694.SZ,2016-09-30,True,2012-08-16,,29.0,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
300442.SZ,2016-09-30,True,2015-04-24,,45.59,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600097.SH,2016-09-30,True,1997-06-19,,18.04,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600179.SH,2016-09-30,True,1998-11-04,,15.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600217.SH,2016-09-30,True,1999-12-16,,8.59,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600233.SH,2016-09-30,True,2000-06-08,,28.41,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600398.SH,2016-09-30,True,2000-12-28,,10.73,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600483.SH,2016-09-30,True,2004-05-31,,11.4,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600566.SH,2016-09-30,True,2001-08-22,,29.89,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600567.SH,2016-09-30,True,2001-12-18,,2.98,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600603.SH,2016-09-30,True,1992-01-13,,14.2,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600629.SH,2016-09-30,True,1993-02-09,,19.92,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600666.SH,2016-09-30,True,1993-07-12,,29.1,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600681.SH,2016-09-30,True,1993-10-18,,12.96,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600862.SH,2016-09-30,True,1994-05-20,,12.46,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
601360.SH,2016-09-30,True,2012-01-16,,12.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
603993.SH,2016-09-30,True,2012-10-09,,3.71,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000035.SZ,2016-10-31,True,1994-04-08,,7.44,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000156.SZ,2016-10-31,True,2000-09-06,,19.14,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000301.SZ,2016-10-31,True,2000-05-29,,4.72,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000498.SZ,2016-10-31,True,1997-06-09,,7.15,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000547.SZ,2016-10-31,True,1993-11-30,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000603.SZ,2016-10-31,True,1996-08-23,,18.75,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000620.SZ,2016-10-31,True,1996-10-29,,9.1,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000670.SZ,2016-10-31,True,1996-12-17,,7.51,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000681.SZ,2016-10-31,True,1997-01-21,,22.6,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000813.SZ,2016-10-31,True,1998-05-19,,15.61,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000820.SZ,2016-10-31,True,1998-06-30,,26.2,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000863.SZ,2016-10-31,True,1997-09-25,,9.53,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000908.SZ,2016-10-31,True,1999-02-03,,11.73,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002019.SZ,2016-10-31,True,2004-07-13,,14.58,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002027.SZ,2016-10-31,True,2004-08-04,,15.63,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002127.SZ,2016-10-31,True,2007-04-18,,11.62,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002270.SZ,2016-10-31,True,2008-09-05,,16.2,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002323.SZ,2016-10-31,True,2009-12-18,,13.56,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002343.SZ,2016-10-31,True,2010-01-26,,43.86,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002366.SZ,2016-10-31,True,2010-03-12,,53.15,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002468.SZ,2016-10-31,True,2010-09-08,,35.49,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002517.SZ,2016-10-31,True,2010-12-07,,36.88,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002558.SZ,2016-10-31,True,2011-03-02,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
002581.SZ,2016-10-31,True,2011-05-20,,25.25,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002600.SZ,2016-10-31,True,2011-07-15,,10.29,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002607.SZ,2016-10-31,True,2011-08-10,,11.6,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002694.SZ,2016-10-31,True,2012-08-16,,30.4,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
300442.SZ,2016-10-31,True,2015-04-24,,46.68,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600097.SH,2016-10-31,True,1997-06-19,,17.84,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600179.SH,2016-10-31,True,1998-11-04,,16.14,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600217.SH,2016-10-31,True,1999-12-16,,8.42,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600233.SH,2016-10-31,True,2000-06-08,,34.54,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600398.SH,2016-10-31,True,2000-12-28,,10.99,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600483.SH,2016-10-31,True,2004-05-31,,11.54,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600566.SH,2016-10-31,True,2001-08-22,,32.75,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600567.SH,2016-10-31,True,2001-12-18,,3.15,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600603.SH,2016-10-31,True,1992-01-13,,14.02,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600629.SH,2016-10-31,True,1993-02-09,,18.53,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600666.SH,2016-10-31,True,1993-07-12,,28.06,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600681.SH,2016-10-31,True,1993-10-18,,14.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600862.SH,2016-10-31,True,1994-05-20,,13.4,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
601360.SH,2016-10-31,True,2012-01-16,,12.79,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
603993.SH,2016-10-31,True,2012-10-09,,3.84,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000035.SZ,2016-11-30,True,1994-04-08,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000156.SZ,2016-11-30,True,2000-09-06,,18.97,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000301.SZ,2016-11-30,True,2000-05-29,,5.19,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000498.SZ,2016-11-30,True,1997-06-09,,8.3,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000547.SZ,2016-11-30,True,1993-11-30,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000603.SZ,2016-11-30,True,1996-08-23,,18.35,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000620.SZ,2016-11-30,True,1996-10-29,,8.95,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000670.SZ,2016-11-30,True,1996-12-17,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000681.SZ,2016-11-30,True,1997-01-21,,22.34,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000813.SZ,2016-11-30,True,1998-05-19,,15.51,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000820.SZ,2016-11-30,True,1998-06-30,,27.27,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000863.SZ,2016-11-30,True,1997-09-25,,8.93,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000908.SZ,2016-11-30,True,1999-02-03,,11.76,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002019.SZ,2016-11-30,True,2004-07-13,,15.51,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002027.SZ,2016-11-30,True,2004-08-04,,16.94,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002127.SZ,2016-11-30,True,2007-04-18,,11.8,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002270.SZ,2016-11-30,True,2008-09-05,,16.25,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002323.SZ,2016-11-30,True,2009-12-18,,14.35,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002343.SZ,2016-11-30,True,2010-01-26,,43.9,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002366.SZ,2016-11-30,True,2010-03-12,,56.46,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002468.SZ,2016-11-30,True,2010-09-08,,31.14,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002517.SZ,2016-11-30,True,2010-12-07,,38.02,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002558.SZ,2016-11-30,True,2011-03-02,,57.5,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002581.SZ,2016-11-30,True,2011-05-20,,25.45,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002600.SZ,2016-11-30,True,2011-07-15,,10.07,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002607.SZ,2016-11-30,True,2011-08-10,,12.19,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
002694.SZ,2016-11-30,True,2012-08-16,,34.04,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
300442.SZ,2016-11-30,True,2015-04-24,,48.38,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600097.SH,2016-11-30,True,1997-06-19,,20.67,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600179.SH,2016-11-30,True,1998-11-04,,15.44,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600217.SH,2016-11-30,True,1999-12-16,,8.31,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600233.SH,2016-11-30,True,2000-06-08,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
600398.SH,2016-11-30,True,2000-12-28,,11.04,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600483.SH,2016-11-30,True,2004-05-31,,11.99,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600566.SH,2016-11-30,True,2001-08-22,,29.64,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600567.SH,2016-11-30,True,2001-12-18,,3.43,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600603.SH,2016-11-30,True,1992-01-13,,14.16,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600629.SH,2016-11-30,True,1993-02-09,,18.31,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600666.SH,2016-11-30,True,1993-07-12,,28.82,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600681.SH,2016-11-30,True,1993-10-18,,15.17,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
600862.SH,2016-11-30,True,1994-05-20,,12.83,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
601360.SH,2016-11-30,True,2012-01-16,,12.83,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
603993.SH,2016-11-30,True,2012-10-09,,4.07,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000035.SZ,2016-12-30,True,1994-04-08,,7.36,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000156.SZ,2016-12-30,True,2000-09-06,,17.91,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000301.SZ,2016-12-30,True,2000-05-29,,5.35,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000498.SZ,2016-12-30,True,1997-06-09,,7.93,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000547.SZ,2016-12-30,True,1993-11-30,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
000603.SZ,2016-12-30,True,1996-08-23,,16.32,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000620.SZ,2016-12-30,True,1996-10-29,,8.48,EXACT_FORMATION_CLOSE,,,,DATA_MISSING_SHARES
000670.SZ,2016-12-30,True,1996-12-17,,,SUSPENDED_CARRY_FORWARD,,,,DATA_MISSING_SHARES
