开始日期,2014-01-01,,,,,
截止日期,2021-01-08,,,,,
证券代码,000300.SH,,,,,
证券简称,沪深300,,,,,
日期,开盘价,最高价,最低价,收盘价,成交量,"成交额
[单位]元"
Date,open,high,low,close,volume,amt
2015-03-16,3641.7730,3705.7390,3621.1190,3705.6710,27543830700.0000,358497570207.0000
2015-03-17,3733.9610,3762.5750,3716.8090,3757.1220,37162566600.0000,455003825887.0000
2015-03-18,3769.0860,3846.0550,3763.8480,3846.0550,41519001100.0000,484465529242.0000
2015-03-19,3851.2490,3859.1260,3809.7060,3839.7390,39154763000.0000,463212821639.0000
2015-03-20,3852.4920,3916.8630,3832.4160,3892.5740,40181755200.0000,544468374302.0000
2015-03-23,3923.0830,3972.2960,3922.2100,3972.0610,39111992200.0000,519760220709.0000
2015-03-24,3980.0660,3989.8580,3883.7820,3973.0460,46858131200.0000,591066800604.0000
2015-03-25,3961.5780,3980.7160,3913.9880,3940.4120,37996885100.0000,501733891680.0000
2015-03-26,3921.7450,3991.9970,3892.8780,3949.9990,34675631500.0000,468538490771.0000
2015-03-27,3957.5420,3993.0320,3932.8700,3971.6970,29875606400.0000,393132347578.0000
2015-03-30,3999.0240,4101.6510,3999.0240,4088.1780,42829702000.0000,546211078887.0000
2015-03-31,4138.8850,4166.0180,4037.7710,4051.2040,43606563500.0000,598121732643.0000
2015-04-01,4057.5010,4139.4990,4046.9390,4123.8950,32951285300.0000,466596904663.0000
2015-04-02,4149.9460,4156.8420,4068.6490,4124.7760,33907048700.0000,476617837707.0000
2015-04-03,4104.6720,4170.5580,4092.3830,4170.5380,32130376600.0000,466965600575.0000
2015-04-07,4213.8940,4260.4710,4197.0190,4260.0440,41536265400.0000,564646323685.0000
2015-04-08,4277.4500,4304.7800,4204.8260,4295.8030,45867671500.0000,658308062760.0000
2015-04-09,4316.9580,4332.1660,4212.6110,4262.1380,43969990200.0000,650419151486.0000
2015-04-10,4249.3830,4351.6870,4231.1960,4344.4160,34819017000.0000,509354291196.0000
2015-04-13,4394.0470,4432.0240,4361.5890,4421.0730,43415303600.0000,598518139930.0000
2015-04-14,4432.1260,4474.3530,4385.9080,4438.1840,43443212600.0000,602127441917.0000
2015-04-15,4439.3140,4475.9970,4379.6090,4380.5130,47215413100.0000,596822875636.0000
2015-04-16,4355.4910,4513.7650,4335.6300,4513.5460,42260374800.0000,564722844124.0000
2015-04-17,4578.6790,4630.2700,4553.9040,4596.1360,55280266300.0000,733953610122.0000
2015-04-20,4615.0340,4671.1680,4492.6000,4521.9190,68643907500.0000,939264904128.0000
2015-04-21,4520.4610,4620.0580,4504.5580,4619.1640,49031499100.0000,685365027867.0000
2015-04-22,4637.0550,4740.9330,4632.5890,4739.8140,51621379200.0000,769924803864.0000
2015-04-23,4764.4810,4782.0440,4693.9670,4740.8920,49743095400.0000,752258236225.0000
2015-04-24,4682.6260,4730.4300,4618.3180,4702.6410,48015293600.0000,721273097490.0000
2015-04-27,4753.8710,4810.4850,4735.3100,4807.5920,51307654800.0000,765910402328.0000
2015-04-28,4811.3190,4839.0780,4703.5670,4741.8610,60863854500.0000,860349875255.0000
2015-04-29,4722.9030,4797.9270,4695.7930,4774.3260,39505698000.0000,601676350605.0000
2015-04-30,4788.4120,4818.7250,4749.4850,4749.8860,39972744400.0000,612511415165.0000
2015-05-04,4757.6370,4795.9150,4699.3980,4787.7410,37784385300.0000,565453373624.0000
2015-05-05,4785.1920,4785.1920,4572.9830,4596.8370,46041962600.0000,660020218474.0000
2015-05-06,4626.2310,4700.9090,4511.7610,4553.3270,37607370200.0000,586033987365.0000
2015-05-07,4520.8180,4546.3380,4467.4590,4470.0890,29775920300.0000,427189953161.0000
2015-05-08,4515.5540,4559.0580,4445.5920,4558.4040,30240796700.0000,452090694881.0000
2015-05-11,4582.0910,4690.9540,4535.1490,4690.5320,37383842000.0000,583260408778.0000
2015-05-12,4692.1220,4748.0040,4660.0160,4747.4210,37705389100.0000,607123299939.0000
2015-05-13,4746.7130,4758.0020,4678.8450,4718.4360,37073042400.0000,590479847838.0000
2015-05-14,4717.9550,4735.2840,4670.1680,4700.7780,33772515200.0000,513219655550.0000
2015-05-15,4690.7550,4690.7550,4592.0500,4617.4700,32843116600.0000,506695010176.0000
2015-05-18,4582.0580,4623.3830,4565.0610,4575.1400,26918048900.0000,434083129375.0000
2015-05-19,4577.6370,4740.0050,4577.6370,4731.2220,31478595200.0000,524232160128.0000
2015-05-20,4751.5720,4843.1000,4745.2100,4754.9190,36318074800.0000,589956272979.0000
2015-05-21,4768.6890,4841.6150,4746.0290,4840.9760,30505453700.0000,505346105539.0000
2015-05-22,4895.9250,4951.9910,4870.5980,4951.3350,45584671800.0000,719129953200.0000
2015-05-25,4949.1100,5099.8390,4949.1100,5099.4950,46573659000.0000,757085825931.0000
2015-05-26,5140.7980,5199.2950,5063.1460,5198.9180,48794935900.0000,802295843467.0000
2015-05-27,5216.1700,5226.8440,5126.8610,5181.4340,47079873000.0000,777826309129.0000
2015-05-28,5174.1010,5213.1830,4831.3290,4834.0070,57182904700.0000,873207363731.0000
2015-05-29,4839.5300,4924.3030,4665.5210,4840.8290,42787885900.0000,636008152610.0000
2015-06-01,4862.7560,5079.3190,4835.7740,5076.1790,41750374100.0000,637843681462.0000
2015-06-02,5091.2720,5162.5560,5047.0810,5161.8700,41297319600.0000,658452859697.0000
2015-06-03,5176.5970,5186.9670,5059.4950,5143.5900,41425827000.0000,672056532157.0000
2015-06-04,5156.0120,5194.2330,4863.4650,5181.4160,48276726800.0000,735170669363.0000
2015-06-05,5254.9050,5288.3400,5104.1780,5230.5520,54596119600.0000,855224403052.0000
2015-06-08,5259.4080,5370.6090,5202.5950,5353.7510,63731323700.0000,949498013951.0000
2015-06-09,5379.4700,5380.4260,5251.2080,5317.4610,57042726300.0000,871431819564.0000
2015-06-10,5254.3042,5374.8296,5209.6795,5309.1120,44216567600.0000,711509256785.0000
2015-06-11,5305.1407,5329.2951,5248.1626,5306.5900,39233875500.0000,660584867997.0000
2015-06-12,5329.2781,5351.6481,5283.0859,5335.1151,43013138600.0000,694213173337.0000
2015-06-15,5354.0138,5362.4515,5207.3081,5221.1665,47574570300.0000,766237730233.0000
2015-06-16,5165.0245,5204.3030,5015.2646,5064.8212,41167563800.0000,651522532247.0000
2015-06-17,5072.3064,5158.3671,4949.2934,5138.8307,39712418700.0000,589868366440.0000
2015-06-18,5107.6946,5121.2184,4926.4292,4930.5491,36439581400.0000,555646755662.0000
2015-06-19,4847.0568,4910.4499,4634.6909,4637.0517,35810474400.0000,519609575034.0000
2015-06-23,4641.4248,4786.9550,4455.3304,4786.0906,36508794400.0000,536984113004.0000
2015-06-24,4811.5949,4883.7317,4744.3058,4880.1261,43463872300.0000,615374085939.0000
2015-06-25,4906.2416,4919.2631,4667.2235,4706.5159,44613598200.0000,640246401379.0000
2015-06-26,4573.8723,4650.1861,4278.6752,4336.1947,44663979000.0000,612959478689.0000
2015-06-29,4446.8419,4451.1659,4000.9261,4191.5486,52566248200.0000,704014548847.0000
2015-06-30,4161.0672,4475.7674,4016.0126,4472.9976,52704528000.0000,716045824698.0000
2015-07-01,4408.9843,4526.1271,4235.6964,4253.0210,43172141100.0000,623330596858.0000
2015-07-02,4287.7344,4312.1904,4000.0612,4107.9961,45706219400.0000,593506685518.0000
2015-07-03,4017.2019,4164.6289,3785.9015,3885.9169,42930085000.0000,538216869728.0000
2015-07-06,4218.2660,4218.2660,3832.4678,3998.5370,64809453000.0000,779558044352.0000
2015-07-07,3877.8539,3960.6359,3743.6237,3928.0025,67938500700.0000,795962644454.0000
2015-07-08,3651.0604,3762.6222,3612.2536,3663.0375,58146709700.0000,640122398881.0000
2015-07-09,3621.6804,3930.2641,3537.8260,3897.6263,50387061000.0000,564744043358.0000
2015-07-10,3916.2717,4179.1114,3887.5509,4106.5561,50070180200.0000,629079512954.0000
2015-07-13,4132.2308,4278.1612,4072.4297,4211.8116,50209218600.0000,659251724205.0000
2015-07-14,4178.6295,4258.5132,4062.5004,4112.1488,45442200900.0000,597521262486.0000
2015-07-15,4068.8803,4114.2425,3899.5079,3966.7585,42195636700.0000,514064532339.0000
2015-07-16,3949.6390,4067.0223,3856.3213,3997.3555,33053134500.0000,410050894560.0000
2015-07-17,4023.7567,4190.1857,4000.2307,4151.4956,33110713100.0000,435597103716.0000
2015-07-20,4157.0598,4221.6930,4106.3890,4160.6120,35267347200.0000,483493894661.0000
2015-07-21,4109.7606,4201.4824,4081.7039,4166.0057,31837494500.0000,431695843789.0000
2015-07-22,4148.5601,4187.4305,4094.7116,4157.1604,31894599700.0000,441832505196.0000
2015-07-23,4158.9320,4262.0619,4148.8235,4250.8050,35447175900.0000,483972220006.0000
2015-07-24,4255.1977,4299.6497,4154.6170,4176.2787,39204537300.0000,535901647230.0000
2015-07-27,4097.7963,4156.3128,3817.1693,3818.7314,36505451100.0000,477952010794.0000
2015-07-28,3690.9741,3883.4461,3627.4214,3811.0926,38352721600.0000,482654543336.0000
2015-07-29,3839.9585,3934.0033,3769.1894,3930.3791,27697284500.0000,372287868068.0000
2015-07-30,3915.7795,3968.5338,3802.8821,3815.4118,27154866500.0000,376351170573.0000
2015-07-31,3777.1546,3863.6237,3757.9889,3816.6993,22237676700.0000,299312543754.0000
2015-08-03,3766.0719,3829.2354,3742.5781,3829.2354,24580503000.0000,309631297700.0000
2015-08-04,3827.3726,3948.4489,3801.0281,3948.1554,22023655600.0000,288756503266.0000
2015-08-05,3937.6232,3962.2774,3858.6598,3866.8998,20048426900.0000,272693513971.0000
2015-08-06,3802.9280,3888.6926,3793.2370,3831.8516,14727869400.0000,195532363765.0000
2015-08-07,3866.4298,3926.6488,3857.9076,3906.9448,18334915300.0000,246546119056.0000
2015-08-10,3947.4724,4101.7313,3932.8417,4084.3646,30678054000.0000,401702020648.0000
2015-08-11,4083.5887,4110.1328,4042.0037,4066.6692,32203419100.0000,416996541243.0000
2015-08-12,4025.6735,4078.0297,4015.3547,4016.1262,25514619600.0000,339799364935.0000
2015-08-13,4010.0129,4075.7003,3967.8205,4075.4630,24283697900.0000,319887602964.0000
2015-08-14,4097.9177,4113.1585,4056.7265,4073.5400,25339299600.0000,340076813259.0000
2015-08-17,4058.1129,4081.7718,4009.9896,4077.8721,25693963800.0000,336830563044.0000
2015-08-18,4084.3108,4103.0535,3816.5535,3825.4122,31988107000.0000,424924184411.0000
2015-08-19,3748.2663,3898.7400,3668.1924,3886.1357,26904983900.0000,340923470856.0000
2015-08-20,3848.4034,3880.8240,3761.4541,3761.4541,21216796500.0000,270576698834.0000
2015-08-21,3714.2891,3757.7794,3578.1749,3589.5358,21798640300.0000,267498426435.0000
2015-08-24,3454.5977,3468.1493,3266.5499,3275.5342,25543665200.0000,273124228208.0000
2015-08-25,3070.0069,3200.1081,3019.5561,3042.9266,27608130600.0000,281160333742.0000
2015-08-26,3062.5660,3192.9316,2952.0082,3025.6920,30827062300.0000,312188248685.0000
2015-08-27,3092.8123,3206.7238,3028.3984,3205.6375,26729493000.0000,278769983405.0000
2015-08-28,3246.2360,3353.2435,3223.6221,3342.2863,29949842600.0000,318763482694.0000
2015-08-31,3307.3962,3368.2789,3205.5365,3366.5359,28025040300.0000,306610891136.0000
2015-09-01,3296.5289,3370.5039,3190.5783,3362.0827,35245852800.0000,351387828324.0000
2015-09-02,3220.8505,3387.0204,3213.6371,3365.8318,34778941200.0000,348986389305.0000
2015-09-07,3347.2934,3422.2246,3240.2427,3250.4850,20422443100.0000,221756790269.0000
2015-09-08,3221.7890,3340.2192,3170.8070,3334.0233,15459963100.0000,168294750030.0000
2015-09-09,3344.8238,3426.6509,3330.2896,3399.3054,22046742100.0000,258815794996.0000
2015-09-10,3349.2806,3398.3164,3337.3105,3357.5610,14488297100.0000,168108269695.0000
2015-09-11,3349.8772,3383.1338,3315.4782,3347.1878,10854750800.0000,130262410873.0000
2015-09-14,3367.6420,3373.9212,3187.5659,3281.1317,20545725100.0000,226168550065.0000
2015-09-15,3208.7440,3240.0789,3131.9795,3152.2319,14355564100.0000,145989213753.0000
2015-09-16,3149.1577,3345.9177,3131.3703,3309.2484,15970999400.0000,168269840344.0000
2015-09-17,3287.6567,3354.9052,3236.9986,3236.9986,16940188100.0000,190270181393.0000
2015-09-18,3254.4432,3280.8770,3227.8338,3251.2732,10690348100.0000,121752531747.0000
2015-09-21,3222.6029,3312.5497,3211.9336,3308.2467,12278866800.0000,145323018237.0000
2015-09-22,3312.3655,3371.4139,3303.1842,3339.0300,14622198500.0000,172492862561.0000
2015-09-23,3290.0712,3315.9351,3253.3326,3263.0275,12317143900.0000,136885975737.0000
2015-09-24,3278.8962,3300.8572,3255.9021,3284.9991,10201123800.0000,120820642496.0000
2015-09-25,3272.6650,3290.8580,3201.9137,3231.9514,12141927800.0000,137602168790.0000
2015-09-28,3226.6072,3246.5541,3186.5066,3242.7524,7421946800.0000,88007466971.0000
2015-09-29,3197.2209,3208.4165,3159.0419,3178.8544,8715063300.0000,96691510035.0000
2015-09-30,3195.9010,3223.9076,3186.7670,3202.9475,7855934900.0000,95881598729.0000
2015-10-08,3324.9810,3337.3306,3294.6049,3296.4820,13208176800.0000,164120601354.0000
2015-10-09,3302.3596,3352.3794,3293.9650,3340.1159,12435250000.0000,144731343186.0000
2015-10-12,3351.1391,3486.6306,3347.2512,3447.6934,22140046800.0000,263706468495.0000
2015-10-13,3422.4772,3452.0453,3413.9674,3445.0431,14543378600.0000,174978937957.0000
2015-10-14,3431.1352,3458.7015,3403.2305,3406.1116,15217393800.0000,174599255680.0000
2015-10-15,3403.3891,3486.8150,3402.3162,3486.8150,17115829900.0000,201881880361.0000
2015-10-16,3508.5177,3537.5387,3487.1044,3534.0653,20896470900.0000,252211491386.0000
2015-10-19,3548.9525,3572.9945,3502.5045,3534.1821,20760674400.0000,254890985147.0000
2015-10-20,3527.8750,3577.7981,3510.4368,3577.7027,17902510800.0000,226525577194.0000
2015-10-21,3580.8378,3601.2434,3417.4123,3473.2544,28207605000.0000,326886985805.0000
2015-10-22,3453.2013,3530.7657,3442.3065,3524.5339,18430558000.0000,223583606540.0000
2015-10-23,3536.8425,3581.8362,3515.8216,3571.2411,19829447800.0000,247059685203.0000
2015-10-26,3614.7023,3620.7564,3561.1922,3589.2611,20424886300.0000,270489759134.0000
2015-10-27,3569.4486,3601.0529,3486.1020,3592.8794,19205614000.0000,239042538536.0000
2015-10-28,3575.8048,3598.1717,3517.2104,3524.9199,17097709800.0000,213303023833.0000
2015-10-29,3539.9777,3561.8140,3507.9657,3533.3065,12701044600.0000,161051885808.0000
2015-10-30,3530.2233,3574.4733,3497.5677,3534.0788,13914191400.0000,183317149529.0000
2015-11-02,3489.2252,3543.4501,3474.7116,3475.9623,13000256800.0000,167455101934.0000
2015-11-03,3484.7218,3501.7040,3452.6203,3465.4927,10140187600.0000,132231502584.0000
2015-11-04,3477.1592,3628.5377,3477.1592,3628.5377,20542386500.0000,266955889953.0000
2015-11-05,3630.7817,3781.4085,3627.3009,3705.9697,39804656800.0000,495138171518.0000
2015-11-06,3698.3420,3801.7050,3694.6567,3793.3739,29875307600.0000,389779446699.0000
2015-11-09,3796.3792,3891.7730,3796.3792,3840.3547,35680482300.0000,463161707601.0000
2015-11-10,3806.6685,3876.4901,3798.8214,3833.2379,28651960300.0000,380910629424.0000
2015-11-11,3828.4476,3843.1121,3781.4102,3833.6457,23223429600.0000,307008336072.0000
2015-11-12,3841.7376,3843.8997,3771.2743,3795.3241,21753764700.0000,302446791881.0000
2015-11-13,3756.2044,3793.7134,3727.5847,3746.2422,20348989100.0000,281961129453.0000
2015-11-16,3682.7349,3764.4087,3680.0734,3764.1262,16169090100.0000,227483711616.0000
2015-11-17,3790.4261,3852.7743,3750.1565,3758.3869,24853307100.0000,365138598381.0000
2015-11-18,3760.4555,3771.8467,3706.3103,3715.5796,18568949500.0000,254137953313.0000
2015-11-19,3725.6220,3775.2320,3714.6750,3774.9690,15463198900.0000,204557606993.0000
2015-11-20,3778.8843,3793.5447,3757.0264,3774.3833,18695168900.0000,242295089781.0000
2015-11-23,3774.4356,3802.8513,3743.4050,3753.3351,17562681200.0000,234640979610.0000
2015-11-24,3745.7607,3754.1688,3702.7369,3753.8887,14338328300.0000,192495095083.0000
2015-11-25,3747.7594,3781.8570,3735.7162,3781.6069,15194494100.0000,215125047954.0000
2015-11-26,3795.2454,3805.8435,3756.8234,3759.4286,17352546800.0000,239797205559.0000
2015-11-27,3739.0958,3742.7417,3534.3904,3556.9924,20893935800.0000,269758168475.0000
2015-11-30,3554.8900,3587.9703,3455.0679,3566.4122,17320116300.0000,220098287801.0000
2015-12-01,3562.3186,3617.3054,3536.1156,3591.6960,13653655400.0000,176598805608.0000
2015-12-02,3587.7576,3725.8542,3573.4025,3721.9545,21353886500.0000,260938692616.0000
2015-12-03,3709.5469,3758.4457,3693.1370,3749.2985,19776212600.0000,236698987440.0000
2015-12-04,3719.7338,3726.1236,3667.2911,3677.5922,15119952200.0000,196455597757.0000
2015-12-07,3681.5817,3699.3370,3658.5778,3687.6073,11388315000.0000,161220059836.0000
2015-12-08,3668.8385,3668.8385,3619.4449,3623.0202,12578108300.0000,163317229186.0000
2015-12-09,3613.4203,3655.1585,3611.4904,3635.9382,11332542200.0000,154319992100.0000
2015-12-10,3634.3660,3678.3183,3615.9911,3623.0842,12021562500.0000,168622188283.0000
2015-12-11,3605.3723,3630.7435,3578.1463,3608.0587,11032248100.0000,145248640244.0000
2015-12-14,3573.8838,3712.5026,3570.9978,3711.3220,15176911900.0000,203291513291.0000
2015-12-15,3707.7304,3717.3573,3679.2297,3694.3885,12648171000.0000,186795461663.0000
2015-12-16,3703.9503,3713.0897,3677.4495,3685.4398,11134272300.0000,160118243242.0000
2015-12-17,3712.7833,3768.8435,3709.8511,3755.8881,17792407500.0000,242543823434.0000
2015-12-18,3754.9603,3810.2180,3750.9250,3767.9128,17346598000.0000,232281458171.0000
2015-12-21,3762.0970,3877.8200,3759.9890,3865.9650,21743527500.0000,289905289214.0000
2015-12-22,3872.0975,3880.4675,3841.5929,3876.7325,18030366100.0000,243797366698.0000
2015-12-23,3877.8722,3926.6857,3862.9646,3866.3814,20701714700.0000,294710770246.0000
2015-12-24,3858.1348,3867.6786,3787.0836,3829.4022,14718139700.0000,203683543579.0000
2015-12-25,3832.0849,3848.0247,3813.2040,3838.2010,11962401300.0000,163314511431.0000
2015-12-28,3847.5323,3853.3891,3727.6316,3727.6316,15398844000.0000,210026020459.0000
2015-12-29,3723.0498,3762.0518,3710.4803,3761.8745,10188555500.0000,140405054699.0000
2015-12-30,3762.9141,3765.6570,3726.2780,3765.1752,10562995500.0000,155744099319.0000
2015-12-31,3760.9039,3772.6166,3727.3247,3731.0047,10187355600.0000,145043696235.0000
2016-01-04,3725.8561,3726.2446,3468.9485,3469.0662,11537067400.0000,145968206095.0000
2016-01-05,3382.1769,3518.2170,3377.2799,3478.7797,16211698400.0000,196017085879.0000
2016-01-06,3482.4064,3543.7394,3468.4666,3539.8082,14596614400.0000,160947198402.0000
2016-01-07,3481.1499,3481.1499,3284.7374,3294.3839,4410264100.0000,47130795628.0000
2016-01-08,3371.8710,3418.8508,3237.9307,3361.5632,18595945100.0000,203498868289.0000
2016-01-11,3303.1246,3342.4807,3192.4499,3192.4499,17463838700.0000,184464050180.0000
2016-01-12,3214.8234,3242.2532,3174.5497,3215.7099,12822579600.0000,142048909710.0000
2016-01-13,3240.4838,3257.2953,3155.8787,3155.8787,12066649400.0000,130886082444.0000
2016-01-14,3076.6445,3226.6576,3072.0389,3221.5714,13453767100.0000,144771580596.0000
2016-01-15,3200.8880,3216.7977,3101.0522,3118.7301,12460177900.0000,131882737252.0000
2016-01-18,3068.2348,3165.6164,3066.7270,3130.7289,10112838600.0000,109458287764.0000
2016-01-19,3132.7047,3227.9080,3119.2163,3223.1251,12765389300.0000,142907686296.0000
2016-01-20,3204.2183,3225.9496,3154.4259,3174.3781,13065050400.0000,143313337192.0000
2016-01-21,3136.3841,3202.5381,3081.3454,3081.3454,11118973300.0000,121856195433.0000
2016-01-22,3114.8950,3132.1708,3053.9581,3113.4626,8995108700.0000,96885673842.0000
2016-01-25,3129.0279,3149.3322,3105.1004,3128.8860,8154006100.0000,85777891364.0000
2016-01-26,3099.5957,3106.5302,2934.6469,2940.5085,12693392100.0000,127250652518.0000
2016-01-27,2953.1826,2963.5438,2839.2899,2930.3519,13222936600.0000,126997670778.0000
2016-01-28,2909.3341,2941.8866,2841.8442,2853.7562,9922275600.0000,95663874927.0000
2016-01-29,2855.5983,2965.3093,2854.3712,2946.0902,11330425900.0000,109462356680.0000
2016-02-01,2939.0401,2944.5172,2869.5614,2901.0477,8679534200.0000,82931453498.0000
2016-02-02,2901.5284,2972.4258,2901.5119,2961.3337,8860196300.0000,88740230428.0000
2016-02-03,2931.2883,2954.7100,2909.8982,2948.6386,7738900000.0000,74817092259.0000
2016-02-04,2960.3335,2999.2061,2960.2065,2984.7598,9177972400.0000,91550346872.0000
2016-02-05,2982.0563,2988.3597,2962.8471,2963.7894,7685080800.0000,77443222334.0000
2016-02-15,2888.4277,2961.4926,2886.0183,2946.7066,7291943400.0000,71285049141.0000
2016-02-16,2962.1871,3042.0886,2962.1871,3037.0353,11257964300.0000,112300492317.0000
2016-02-17,3034.0902,3065.7845,3027.0458,3063.3199,12829160700.0000,122279340234.0000
2016-02-18,3079.5272,3093.5129,3049.8407,3053.6985,12440146400.0000,122618612161.0000
2016-02-19,3047.9417,3065.9677,3032.6336,3051.5850,8733801200.0000,90849341804.0000
2016-02-22,3083.9325,3128.2069,3071.3289,3118.8675,14094696800.0000,141684080627.0000
2016-02-23,3117.2027,3119.2209,3061.4294,3089.3632,11256739100.0000,117476469063.0000
2016-02-24,3077.6062,3109.5454,3055.2511,3109.5454,11178265000.0000,112918607549.0000
2016-02-25,3104.4097,3104.4357,2905.4565,2918.7501,15782975200.0000,153493008194.0000
2016-02-26,2942.0954,2964.3851,2902.9480,2948.0306,10694972900.0000,102531571946.0000
2016-02-29,2939.5802,2939.8745,2821.2149,2877.4666,12934102000.0000,118440829598.0000
2016-03-01,2881.3353,2950.4361,2863.3228,2930.6937,11604591800.0000,110491037808.0000
2016-03-02,2933.9209,3054.7237,2933.1162,3051.3327,17597234700.0000,164025161471.0000
2016-03-03,3050.3886,3078.4437,3040.2463,3058.4219,17310574400.0000,165509087742.0000
2016-03-04,3047.5371,3101.6556,3032.4235,3093.8895,21917253400.0000,205520475543.0000
2016-03-07,3108.9994,3130.9032,3083.5843,3104.8397,13246203700.0000,127790344488.0000
2016-03-08,3100.1492,3109.2499,3001.8285,3107.6727,13623574200.0000,128758488144.0000
2016-03-09,3045.9238,3072.9156,3020.1335,3071.9070,11146624500.0000,106298652785.0000
2016-03-10,3056.2104,3074.1602,3012.6908,3013.1457,7607219700.0000,78180468559.0000
2016-03-11,2990.2135,3026.4368,2982.1722,3018.2844,7333356400.0000,74367296548.0000
2016-03-14,3039.5689,3106.8002,3033.9997,3065.6904,11710865500.0000,123539094703.0000
2016-03-15,3061.3427,3077.0846,3028.5781,3074.7796,9831194100.0000,101302845698.0000
2016-03-16,3068.8664,3100.3518,3064.5209,3090.0328,12473644800.0000,126128854001.0000
2016-03-17,3096.8076,3147.8413,3077.5717,3124.2039,12166177700.0000,136603715775.0000
2016-03-18,3136.2230,3197.6680,3130.1020,3171.9630,19730256400.0000,210017810346.0000
2016-03-21,3203.2929,3267.7751,3198.3608,3249.4372,23326946400.0000,256836636273.0000
2016-03-22,3231.6146,3249.6772,3218.7276,3225.7903,16102089700.0000,194211982989.0000
2016-03-23,3217.7288,3242.2466,3202.9759,3236.0924,12567928600.0000,155567074583.0000
2016-03-24,3211.4960,3221.9061,3181.8128,3181.8507,13313112200.0000,162436036415.0000
2016-03-25,3176.8101,3204.4423,3174.3179,3197.8169,9739533000.0000,115195604431.0000
2016-03-28,3206.9532,3229.6237,3161.8782,3169.7283,10344193300.0000,123844044128.0000
2016-03-29,3171.3138,3178.0748,3122.7605,3135.4098,9729474700.0000,113844280553.0000
2016-03-30,3161.2886,3216.6755,3161.2886,3216.2753,11780251200.0000,140721774451.0000
2016-03-31,3229.1995,3241.9268,3208.6649,3218.0879,12155207400.0000,147267617416.0000
2016-04-01,3213.6740,3222.6124,3165.8555,3221.8948,11812213900.0000,127050098456.0000
2016-04-05,3211.3046,3271.9301,3205.2065,3264.4858,14604777200.0000,159296543667.0000
2016-04-06,3250.5215,3267.6400,3236.1961,3257.5276,12019630500.0000,137206268587.0000
2016-04-07,3266.2883,3270.8202,3208.6443,3209.2902,11240946700.0000,128273067720.0000
2016-04-08,3189.8456,3197.7736,3163.3050,3185.7258,10100562500.0000,113920716519.0000
2016-04-11,3213.5070,3251.5717,3213.5070,3230.0957,12521270900.0000,142759491340.0000
2016-04-12,3227.3673,3232.2642,3198.9027,3218.4497,9286943700.0000,99086557951.0000
2016-04-13,3237.8575,3296.5228,3237.8575,3261.3831,19561386600.0000,200159601290.0000
2016-04-14,3277.0982,3286.0716,3252.0499,3275.8321,11315732700.0000,117989443450.0000
2016-04-15,3279.8566,3282.9846,3261.7299,3272.2053,9980752900.0000,107963982334.0000
2016-04-18,3252.6706,3252.6706,3221.6623,3228.4531,9709006900.0000,103956150095.0000
2016-04-19,3243.9712,3250.7253,3221.5773,3238.3029,8087144000.0000,90976236261.0000
2016-04-20,3244.1419,3248.4218,3107.3693,3181.0264,16220785800.0000,172324694469.0000
2016-04-21,3160.7958,3198.5570,3150.9395,3160.6033,10475265100.0000,110324379038.0000
2016-04-22,3142.5611,3175.3799,3137.9927,3174.9012,7707849200.0000,82442921903.0000
2016-04-25,3164.7384,3172.2694,3137.1130,3162.0331,6751935100.0000,74734848036.0000
2016-04-26,3159.7706,3181.0954,3150.4041,3179.1605,5902073400.0000,68871554173.0000
2016-04-27,3181.9305,3188.8264,3162.6914,3165.9156,6000414700.0000,70620405995.0000
2016-04-28,3169.3333,3174.7662,3135.6425,3160.5809,6987066000.0000,78876767222.0000
2016-04-29,3153.5371,3171.2887,3149.3966,3156.7451,5802977600.0000,70807704222.0000
2016-05-03,3159.8230,3218.4850,3151.4045,3213.5397,9816483500.0000,115733867591.0000
2016-05-04,3203.4653,3222.8816,3198.2919,3209.4614,9086240800.0000,97797134813.0000
2016-05-05,3204.1686,3217.2820,3196.5661,3213.9199,7473368100.0000,83946496908.0000
2016-05-06,3213.1358,3216.8930,3130.1469,3130.3544,10868024000.0000,119265216104.0000
2016-05-09,3115.4301,3115.4301,3055.0057,3065.6154,9923047700.0000,100409213488.0000
2016-05-10,3055.2119,3084.7245,3055.1831,3069.1124,6884993500.0000,70650764147.0000
2016-05-11,3080.6361,3102.8768,3063.0883,3082.8086,8179425800.0000,87323408342.0000
2016-05-12,3059.3831,3095.3489,3035.0228,3090.1372,7876572600.0000,81418792606.0000
2016-05-13,3081.6797,3103.0955,3064.6910,3074.9351,6262975500.0000,65850995649.0000
2016-05-16,3064.5261,3095.5554,3053.6619,3095.3085,5946185600.0000,64405200020.0000
2016-05-17,3095.5229,3105.2013,3073.4590,3086.0249,6527812500.0000,75389385458.0000
2016-05-18,3071.5292,3072.6122,3039.4618,3068.0358,8271536900.0000,88458847115.0000
2016-05-19,3060.3426,3086.9770,3058.1450,3062.5002,6044416600.0000,68679060392.0000
2016-05-20,3047.7778,3078.5316,3041.5169,3078.2183,5608084200.0000,65124251092.0000
2016-05-23,3078.5150,3098.4782,3076.5039,3087.2225,5969721600.0000,70337514484.0000
2016-05-24,3083.2441,3083.2571,3052.5905,3063.5556,5873438500.0000,61106015446.0000
2016-05-25,3079.7486,3089.1022,3054.8697,3059.2259,5665280300.0000,63316562530.0000
