开始日期,2014-01-01,,,,,
截止日期,2021-01-08,,,,,
证券代码,000300.SH,,,,,
证券简称,沪深300,,,,,
日期,开盘价,最高价,最低价,收盘价,成交量,"成交额
[单位]元"
Date,open,high,low,close,volume,amt
2016-05-26,3056.6004,3072.5240,3027.4440,3064.2111,6039298100.0000,65985183919.0000
2016-05-27,3059.7320,3073.7562,3052.1793,3062.4993,6046875000.0000,59371777079.0000
2016-05-30,3056.3138,3075.2613,3037.6647,3066.7095,6309857900.0000,63496565009.0000
2016-05-31,3068.5964,3170.9260,3068.5964,3169.5598,13886311100.0000,151398175957.0000
2016-06-01,3172.9619,3181.7926,3159.8175,3160.5470,11314848200.0000,131700821152.0000
2016-06-02,3158.0259,3168.8240,3151.0654,3167.0997,8600342700.0000,97093625345.0000
2016-06-03,3172.9460,3201.7492,3162.0880,3189.3255,10149178300.0000,136332027087.0000
2016-06-06,3192.7793,3197.2204,3168.5540,3178.7883,7669375100.0000,101176231366.0000
2016-06-07,3182.4374,3186.6167,3168.1792,3177.0536,6892831400.0000,88711618425.0000
2016-06-08,3171.8134,3174.9719,3148.3517,3163.9864,7629177500.0000,97682790861.0000
2016-06-13,3134.0453,3145.6057,3065.7674,3066.3413,9297594700.0000,114091320004.0000
2016-06-14,3058.4433,3078.7494,3055.6553,3075.9834,6627945700.0000,78622305350.0000
2016-06-15,3043.9577,3128.6733,3042.2328,3116.3682,8739325700.0000,106170177872.0000
2016-06-16,3104.3619,3112.4755,3089.4777,3094.6748,8297470300.0000,93496238871.0000
2016-06-17,3096.0901,3131.0485,3096.0901,3110.3572,8540298500.0000,97953389320.0000
2016-06-20,3114.9064,3118.7254,3089.7127,3112.6744,6358714100.0000,74647802462.0000
2016-06-21,3124.8984,3155.4927,3097.9402,3106.3175,8796534500.0000,107233643632.0000
2016-06-22,3100.4496,3134.0608,3096.9919,3133.9611,6648711300.0000,81348715848.0000
2016-06-23,3129.7207,3129.7207,3102.4811,3117.3168,6775173800.0000,81732552159.0000
2016-06-24,3110.6465,3130.5391,3033.9651,3077.1554,10479220800.0000,118967441702.0000
2016-06-27,3065.1280,3120.6405,3064.9664,3120.5443,8326725900.0000,104066083791.0000
2016-06-28,3107.3979,3139.4301,3099.7012,3136.4013,9202463700.0000,117197791504.0000
2016-06-29,3142.4842,3158.0762,3139.1325,3151.3898,10372366800.0000,117958861189.0000
2016-06-30,3152.8331,3163.7205,3148.1987,3153.9210,7969261700.0000,100627912925.0000
2016-07-01,3156.9320,3170.2583,3148.2948,3154.2003,7174628300.0000,91215027688.0000
2016-07-04,3136.3852,3210.6016,3134.0233,3204.6962,13331052900.0000,149894780037.0000
2016-07-05,3199.1572,3216.7029,3197.9956,3207.3827,13022689500.0000,143899100428.0000
2016-07-06,3197.6249,3217.5158,3183.4511,3216.8035,12489745800.0000,147232471496.0000
2016-07-07,3206.5507,3220.5404,3190.1235,3209.9542,11859520200.0000,140488833675.0000
2016-07-08,3199.7542,3204.9283,3183.9594,3192.2804,8973485500.0000,111063465417.0000
2016-07-11,3199.0383,3235.9623,3197.6255,3203.3298,13852951100.0000,155288151673.0000
2016-07-12,3201.9062,3273.4738,3200.3034,3273.1823,17253421700.0000,190853738897.0000
2016-07-13,3274.0202,3300.9912,3271.7752,3282.8681,17519609000.0000,196592300322.0000
2016-07-14,3277.4816,3281.9503,3259.0653,3276.7637,10752579800.0000,128090420917.0000
2016-07-15,3278.8357,3285.0260,3265.2906,3276.2775,10266502600.0000,125179812929.0000
2016-07-18,3269.7077,3281.6375,3251.7659,3262.0222,11031251800.0000,129785706199.0000
2016-07-19,3260.4349,3264.7303,3226.1987,3248.2341,8888686100.0000,107108911172.0000
2016-07-20,3246.8626,3254.5076,3232.2568,3237.6051,7270125500.0000,91367448994.0000
2016-07-21,3238.3367,3271.3739,3238.3034,3252.5227,8600482500.0000,107464072513.0000
2016-07-22,3251.2420,3253.7694,3220.8937,3225.1621,8602912800.0000,107416887320.0000
2016-07-25,3220.1658,3243.7902,3218.1419,3230.8850,7020318500.0000,92015844035.0000
2016-07-26,3228.2340,3269.7457,3228.0075,3269.5882,8105108900.0000,103745762758.0000
2016-07-27,3270.0837,3276.5112,3157.4093,3218.2430,16018866500.0000,186928366498.0000
2016-07-28,3204.4645,3235.7816,3195.2696,3221.1365,11277996400.0000,137295892753.0000
2016-07-29,3217.1923,3225.4184,3198.6839,3203.9304,8804483700.0000,103787029748.0000
2016-08-01,3196.4250,3199.9751,3156.7488,3176.8091,8700349700.0000,98818634361.0000
2016-08-02,3173.7576,3189.0529,3165.5422,3189.0529,6216763900.0000,70640763842.0000
2016-08-03,3179.6842,3197.1573,3173.5356,3193.5073,7286410200.0000,79754323301.0000
2016-08-04,3190.5460,3201.5539,3170.4189,3201.2888,7350437300.0000,86919591121.0000
2016-08-05,3201.3543,3224.8730,3192.8614,3205.1101,7719636600.0000,94429542391.0000
2016-08-08,3199.5723,3234.4795,3187.2521,3234.1833,8667605100.0000,102638114597.0000
2016-08-09,3232.6030,3257.3336,3229.1741,3256.9813,9106525900.0000,105924052436.0000
2016-08-10,3255.1822,3261.8609,3242.7509,3243.3409,9043037200.0000,106157448028.0000
2016-08-11,3239.5583,3274.0261,3232.6127,3233.3604,10104121300.0000,116996159046.0000
2016-08-12,3231.8065,3294.2337,3231.1366,3294.2337,11625404400.0000,129354686387.0000
2016-08-15,3303.4688,3417.9147,3302.3776,3393.4239,22054342100.0000,258897463910.0000
2016-08-16,3403.3839,3418.6884,3372.0206,3378.2451,19638974000.0000,226785231085.0000
2016-08-17,3377.7713,3394.3887,3356.9244,3373.0476,13884768800.0000,167917530856.0000
2016-08-18,3369.9472,3394.7912,3349.6879,3364.4851,14238016900.0000,172256533000.0000
2016-08-19,3358.5550,3374.0450,3341.1922,3365.0197,11996150800.0000,135382706293.0000
2016-08-22,3364.6810,3372.8331,3335.4695,3336.7949,10795100800.0000,128201783812.0000
2016-08-23,3332.6210,3359.6477,3324.9603,3341.8298,9292451600.0000,108503692377.0000
2016-08-24,3341.9304,3348.1291,3323.7251,3329.8631,8119142900.0000,94012832200.0000
2016-08-25,3314.0846,3315.0812,3279.8064,3308.9721,10058915300.0000,112578140010.0000
2016-08-26,3312.4991,3328.9453,3301.7359,3307.0902,8153069100.0000,93213205560.0000
2016-08-29,3306.5749,3315.0789,3297.0697,3307.7812,7703633300.0000,88011642022.0000
2016-08-30,3310.3188,3325.1218,3304.5966,3311.9872,7572598700.0000,89513016667.0000
2016-08-31,3310.5654,3333.9729,3304.6552,3327.7938,7957080500.0000,99215044445.0000
2016-09-01,3326.7389,3329.3455,3301.2129,3301.5767,8494721900.0000,100911462823.0000
2016-09-02,3298.7217,3320.4252,3295.7554,3314.1142,8279180300.0000,99396378584.0000
2016-09-05,3321.0053,3338.4197,3314.6293,3319.6803,7829247700.0000,87531089645.0000
2016-09-06,3322.0180,3347.9511,3300.1257,3342.6259,9828399800.0000,118366533426.0000
2016-09-07,3344.0657,3357.3567,3337.7508,3340.8172,10294010600.0000,115119908617.0000
2016-09-08,3338.0082,3343.3950,3328.2264,3339.5640,7191615800.0000,83742346850.0000
2016-09-09,3339.3733,3344.9510,3318.0440,3318.0440,8265703600.0000,95471188732.0000
2016-09-12,3271.8702,3276.7163,3234.5730,3262.6043,12291768200.0000,134456630927.0000
2016-09-13,3265.3373,3269.2224,3246.3857,3260.3330,6718028800.0000,76862644231.0000
2016-09-14,3245.7371,3254.9950,3231.3355,3238.7299,7043269700.0000,79780746436.0000
2016-09-19,3242.7429,3264.8995,3242.7429,3263.1242,5883108200.0000,67678031642.0000
2016-09-20,3264.6649,3265.0353,3252.3885,3257.4034,5278420600.0000,61626150818.0000
2016-09-21,3257.7097,3270.9022,3254.3214,3266.6363,5914297900.0000,68957744044.0000
2016-09-22,3281.4718,3303.1993,3277.9791,3291.1211,7575354200.0000,89991761655.0000
2016-09-23,3292.2788,3293.9162,3275.0250,3275.6665,5799398600.0000,68046257250.0000
2016-09-26,3267.6905,3267.6905,3220.2838,3220.2838,7045218600.0000,78700835132.0000
2016-09-27,3214.8704,3240.7756,3214.4414,3240.7546,5846055000.0000,66651130361.0000
2016-09-28,3243.6470,3243.6470,3227.9960,3230.8904,4472749800.0000,51996404752.0000
2016-09-29,3234.8570,3257.7668,3234.8032,3244.3874,5545255600.0000,62220302312.0000
2016-09-30,3240.1775,3260.9405,3239.0364,3253.2848,4497802200.0000,52655734553.0000
2016-10-10,3265.3644,3294.6409,3258.9584,3293.8689,8051926000.0000,89607989896.0000
2016-10-11,3296.8672,3308.0042,3292.8775,3306.5573,8771316300.0000,88213421183.0000
2016-10-12,3299.1388,3302.5610,3289.7532,3300.0099,6866978100.0000,72386912616.0000
2016-10-13,3299.1557,3307.4091,3292.3974,3302.6455,8122419800.0000,79923748596.0000
2016-10-14,3298.7340,3306.6859,3285.7290,3305.8481,8231627100.0000,81485597806.0000
2016-10-17,3305.9635,3309.0097,3271.5413,3277.8787,8611350900.0000,88199418936.0000
2016-10-18,3272.6815,3321.3324,3272.6815,3321.3324,10286071400.0000,104625044142.0000
2016-10-19,3323.3038,3332.5201,3309.8313,3316.2407,10116772500.0000,96354442199.0000
2016-10-20,3317.1792,3324.9031,3312.1741,3318.6044,7923887100.0000,82481095277.0000
2016-10-21,3315.7156,3341.5603,3309.1787,3327.7400,10978517600.0000,107114926126.0000
2016-10-24,3332.5125,3382.8259,3330.9674,3367.5778,15301434500.0000,150063007899.0000
2016-10-25,3367.4753,3373.9139,3356.5853,3367.4547,11119169300.0000,110576512916.0000
2016-10-26,3365.1975,3367.8310,3349.5744,3354.8003,9802478600.0000,104719318220.0000
2016-10-27,3351.4603,3352.3545,3335.1332,3345.6950,7762985100.0000,85241012414.0000
2016-10-28,3347.1438,3370.7485,3337.2888,3340.1262,9313330900.0000,104797971448.0000
2016-10-31,3332.4060,3340.4695,3317.3279,3336.2778,7135286300.0000,80701820968.0000
2016-11-01,3338.7099,3359.3941,3334.4568,3359.0515,7493819900.0000,84717683750.0000
2016-11-02,3350.7100,3356.3974,3331.3841,3333.3524,9119710400.0000,100348995733.0000
2016-11-03,3326.9045,3379.9889,3324.8378,3365.0850,12622350400.0000,137386468361.0000
2016-11-04,3362.2055,3377.6394,3348.4263,3354.1749,10406965500.0000,110813764577.0000
2016-11-07,3353.4441,3362.7416,3342.3122,3356.5916,9987798800.0000,94370876771.0000
2016-11-08,3367.6974,3383.9174,3361.1292,3371.1177,10314828200.0000,105138256061.0000
2016-11-09,3370.5999,3373.0960,3322.0798,3353.0547,13911005900.0000,145186921690.0000
2016-11-10,3374.9060,3403.0158,3374.9060,3390.6119,13470553500.0000,133277399553.0000
2016-11-11,3387.9481,3422.6715,3382.8925,3417.2211,19878149600.0000,190647270040.0000
2016-11-14,3409.2241,3452.6159,3408.1392,3430.2482,21324710500.0000,208353308629.0000
2016-11-15,3428.8663,3434.9216,3415.9948,3429.8697,13456632000.0000,135206770523.0000
2016-11-16,3432.4336,3435.6366,3419.2435,3429.5921,12980851100.0000,128944599173.0000
2016-11-17,3423.4654,3437.6690,3412.8771,3436.5350,12156173100.0000,121576882948.0000
2016-11-18,3437.4898,3443.1185,3413.2698,3417.4554,11595120500.0000,117345607612.0000
2016-11-21,3412.6523,3463.1423,3412.0801,3441.1106,14643452900.0000,147542589349.0000
2016-11-22,3443.2201,3469.2189,3443.2201,3468.3637,16852344600.0000,167250665827.0000
2016-11-23,3473.8949,3492.9564,3465.7639,3474.7289,16238850400.0000,171247116196.0000
2016-11-24,3468.8071,3508.1648,3467.0108,3488.7402,14574630100.0000,165071453531.0000
2016-11-25,3490.0399,3521.3029,3463.9477,3521.2984,15362150600.0000,166832181108.0000
2016-11-28,3538.6754,3553.3603,3528.3196,3535.0807,20737548300.0000,219859766828.0000
2016-11-29,3525.9011,3583.7185,3521.3787,3564.0404,23691835600.0000,248322816339.0000
2016-11-30,3557.6357,3567.0689,3527.0231,3538.0010,17856017800.0000,190681227631.0000
2016-12-01,3543.9555,3575.9700,3543.2450,3565.0360,18017076100.0000,199637742998.0000
2016-12-02,3559.7711,3562.5497,3516.7881,3528.9547,19635548000.0000,203742147476.0000
2016-12-05,3473.6876,3496.8838,3457.3433,3469.4073,18085235500.0000,190175061733.0000
2016-12-06,3466.2417,3477.5901,3456.8067,3459.1533,11552909000.0000,125727753193.0000
2016-12-07,3458.3687,3475.7473,3445.7561,3475.7473,11434510300.0000,115282194223.0000
2016-12-08,3481.8067,3484.3402,3466.5120,3470.1426,11738392200.0000,119188508676.0000
2016-12-09,3464.8733,3507.9276,3461.7612,3493.7004,15030330800.0000,152674867707.0000
2016-12-12,3489.2683,3495.8022,3400.7930,3409.1794,18746775100.0000,199163540831.0000
2016-12-13,3394.2072,3416.2147,3370.5956,3405.0355,12110509700.0000,124454188749.0000
2016-12-14,3399.4113,3412.2795,3378.2656,3378.9453,12400774400.0000,126182669414.0000
2016-12-15,3363.8597,3378.0367,3327.1429,3340.4338,11496066000.0000,121507811540.0000
2016-12-16,3335.3625,3356.2916,3330.4928,3346.0305,9077542200.0000,98112206845.0000
2016-12-19,3342.3449,3344.8584,3324.9986,3328.9827,8164067800.0000,86095693838.0000
2016-12-20,3328.2985,3329.1022,3289.2682,3309.0641,8756959200.0000,88527345889.0000
2016-12-21,3313.7451,3342.4761,3313.7451,3338.5360,10825499500.0000,106205485213.0000
2016-12-22,3335.1218,3340.3628,3322.7196,3335.6720,9227724900.0000,92564877570.0000
2016-12-23,3333.4009,3334.8937,3300.8843,3307.5991,9744471300.0000,99575473231.0000
2016-12-26,3293.2236,3322.4212,3267.0481,3322.4006,8979398200.0000,95493219936.0000
2016-12-27,3319.2061,3330.2324,3315.8318,3316.3852,7548635900.0000,79617133030.0000
2016-12-28,3315.7526,3320.5467,3293.1737,3301.8887,6900043700.0000,71759839566.0000
2016-12-29,3297.0360,3312.1130,3288.0959,3297.7648,7008792300.0000,75972960431.0000
2016-12-30,3302.5993,3313.5497,3295.7513,3310.0808,7174411600.0000,76921368838.0000
2017-01-03,3313.9534,3345.2629,3313.9534,3342.2272,8656789600.0000,87612765768.0000
2017-01-04,3340.5576,3369.5658,3338.1527,3368.3117,9005082700.0000,98014355468.0000
2017-01-05,3368.3402,3373.4119,3361.4620,3367.7892,8833635700.0000,91189339582.0000
2017-01-06,3366.8522,3368.8705,3346.8914,3347.6665,8745911400.0000,91072256748.0000
2017-01-09,3345.7483,3366.2219,3344.3472,3363.9014,8370794200.0000,87916115243.0000
2017-01-10,3361.6394,3370.5051,3354.0878,3358.2716,8381916000.0000,82533965080.0000
2017-01-11,3355.8008,3366.6315,3334.2978,3334.4954,9107143800.0000,86750457122.0000
2017-01-12,3332.6857,3343.1279,3315.9629,3317.6241,8123913500.0000,75031886874.0000
2017-01-13,3317.9625,3338.1740,3309.3741,3319.9122,8418058900.0000,84556101403.0000
2017-01-16,3314.1507,3322.7819,3264.2071,3319.4455,15777913500.0000,153262520121.0000
2017-01-17,3305.6001,3327.3767,3292.2044,3326.3563,6945332800.0000,74754505696.0000
2017-01-18,3323.3389,3350.9619,3320.4062,3339.3653,7062322700.0000,75680677264.0000
2017-01-19,3330.9522,3346.4959,3324.6835,3329.2891,6615980800.0000,63869709163.0000
2017-01-20,3326.9773,3358.4121,3326.3740,3354.8891,6530046200.0000,70831324310.0000
2017-01-23,3359.0543,3378.7388,3355.8475,3364.0808,7555749800.0000,76492660154.0000
2017-01-24,3363.1374,3371.3200,3355.8990,3364.4509,6619422600.0000,66049651289.0000
2017-01-25,3361.6561,3376.4415,3357.2183,3375.9042,5837693100.0000,62483395802.0000
2017-01-26,3378.2609,3395.8848,3378.2609,3387.9606,6531664700.0000,66488818305.0000
2017-02-03,3390.9315,3392.4773,3362.5653,3364.4923,5518886100.0000,57113853255.0000
2017-02-06,3368.1081,3381.3348,3358.7516,3373.2051,6852136000.0000,73408134768.0000
2017-02-07,3371.7695,3376.7099,3354.6251,3365.6849,6375446200.0000,69758178999.0000
2017-02-08,3361.7811,3383.6859,3347.4302,3383.2878,7540287900.0000,82869735773.0000
2017-02-09,3381.8992,3406.5888,3379.7872,3396.2924,9755851500.0000,102134228699.0000
2017-02-10,3398.3173,3422.3256,3398.0295,3413.4868,12376872000.0000,121908580284.0000
2017-02-13,3416.9168,3439.5432,3416.8746,3436.2750,12014453800.0000,125332998844.0000
2017-02-14,3438.5110,3440.6748,3424.4028,3435.8042,9480946500.0000,98537165438.0000
2017-02-15,3435.3882,3448.0322,3417.0811,3421.7131,12764333800.0000,124653179488.0000
2017-02-16,3421.8299,3440.9331,3418.3514,3440.9331,10827696200.0000,101809767504.0000
2017-02-17,3443.6166,3457.5562,3419.6143,3421.4419,11460003600.0000,118033129670.0000
2017-02-20,3421.6434,3472.6035,3421.6434,3471.3926,13262886200.0000,134681505159.0000
2017-02-21,3475.0584,3490.0855,3472.0170,3482.8230,11484200900.0000,120675429543.0000
2017-02-22,3483.2008,3489.9460,3473.5240,3489.7567,10281599400.0000,109232425841.0000
2017-02-23,3487.5745,3492.9616,3460.1180,3473.3236,9953633000.0000,106555922466.0000
2017-02-24,3468.9588,3473.8517,3455.2514,3473.8517,9553513300.0000,99875164759.0000
2017-02-27,3471.1319,3472.8356,3441.3938,3446.2228,9867216000.0000,106830874529.0000
2017-02-28,3445.0274,3460.9089,3441.3589,3452.8103,7521526000.0000,81979307361.0000
2017-03-01,3452.2058,3472.6962,3449.1090,3458.4376,10326035400.0000,109317781348.0000
2017-03-02,3463.4829,3468.4710,3434.0010,3435.0963,8989807700.0000,97876187925.0000
2017-03-03,3424.6627,3428.8824,3412.8312,3427.8628,8099465200.0000,90009618835.0000
2017-03-06,3427.2533,3449.0342,3425.9041,3446.4840,8307088200.0000,95178548496.0000
2017-03-07,3446.1628,3454.0386,3440.0574,3453.9565,8033472000.0000,94483824245.0000
2017-03-08,3452.2006,3457.0351,3441.2575,3448.7313,7958769000.0000,89124904682.0000
2017-03-09,3442.8953,3443.0455,3414.6782,3426.9438,8457038100.0000,90090049490.0000
2017-03-10,3423.9776,3436.2388,3423.9369,3427.8916,7001619900.0000,82161714923.0000
2017-03-13,3425.6723,3458.0980,3412.6879,3458.0980,9168412400.0000,108489140923.0000
2017-03-14,3456.6584,3465.3915,3448.9034,3456.6934,7707796300.0000,95317564129.0000
2017-03-15,3452.2139,3463.9191,3445.2676,3463.6436,7910495400.0000,94056256667.0000
2017-03-16,3472.2694,3492.1267,3472.2694,3481.5066,10633391300.0000,124695573677.0000
2017-03-17,3485.3114,3488.4969,3441.4685,3445.8051,10375556000.0000,122368918550.0000
2017-03-20,3449.0515,3454.0630,3429.8254,3449.6126,8873432200.0000,103769403897.0000
2017-03-21,3449.7696,3466.7026,3445.6416,3466.3468,8770785500.0000,113528201390.0000
2017-03-22,3450.7544,3464.3328,3433.4994,3450.0502,10493589400.0000,123865640377.0000
2017-03-23,3452.4056,3470.8164,3435.6912,3461.9782,9431806200.0000,115813813702.0000
2017-03-24,3464.1966,3499.3179,3461.1108,3489.5997,12564583300.0000,141752526681.0000
2017-03-27,3488.7647,3505.9789,3474.5206,3478.0385,10701537700.0000,124388012134.0000
2017-03-28,3480.2490,3482.2923,3461.4678,3469.8093,8419482000.0000,97495938765.0000
2017-03-29,3472.9665,3483.0571,3455.5529,3465.1933,10485170600.0000,114663468279.0000
2017-03-30,3461.6159,3467.3049,3422.3660,3436.7580,11637692200.0000,122088021630.0000
2017-03-31,3434.8222,3456.3051,3430.8197,3456.0455,9157749100.0000,100984904830.0000
2017-04-05,3476.4231,3504.5379,3475.1486,3503.8932,14339901700.0000,160742981172.0000
2017-04-06,3507.9879,3517.7779,3495.7246,3514.0469,13676700400.0000,145221644165.0000
2017-04-07,3514.4521,3526.8150,3506.3885,3517.4634,14029320400.0000,144559675567.0000
2017-04-10,3519.4597,3522.7955,3502.0826,3505.1392,14188738000.0000,155747834572.0000
2017-04-11,3503.8294,3520.1315,3466.1390,3517.3280,16594583200.0000,189457268655.0000
2017-04-12,3514.5723,3523.0975,3497.9991,3509.4387,18182453700.0000,202154571423.0000
2017-04-13,3500.2838,3518.4385,3496.5699,3514.5662,12998181300.0000,133345929014.0000
2017-04-14,3516.8103,3517.4664,3476.9468,3486.5045,13547407800.0000,130425385379.0000
2017-04-17,3475.7381,3480.5696,3453.6759,3479.9417,11716496100.0000,123884371227.0000
2017-04-18,3474.8892,3489.0845,3462.6297,3462.7429,11092782300.0000,126790853425.0000
2017-04-19,3452.9904,3459.3524,3418.5140,3445.8761,12134926400.0000,127050362407.0000
2017-04-20,3444.5225,3465.6088,3440.7151,3461.5481,11418420800.0000,133977258346.0000
2017-04-21,3461.3890,3475.5622,3449.5421,3466.7865,10441911000.0000,115208831746.0000
2017-04-24,3458.2279,3458.2279,3403.9792,3431.2587,11466079100.0000,122778154321.0000
2017-04-25,3427.7322,3449.6716,3422.6521,3440.9743,9407214800.0000,107599357209.0000
2017-04-26,3440.2526,3466.5651,3439.1505,3445.1832,11194002900.0000,131316579235.0000
2017-04-27,3435.1017,3449.2723,3399.5392,3446.7202,12329842500.0000,134610947828.0000
2017-04-28,3439.5735,3439.9040,3417.2375,3439.7530,10163235100.0000,113761006698.0000
2017-05-02,3427.9169,3436.3064,3418.6652,3426.5766,9279746200.0000,101635858602.0000
2017-05-03,3421.7586,3432.2248,3403.0782,3413.1282,9166962400.0000,97854119098.0000
2017-05-04,3404.9379,3421.3953,3391.2770,3404.3864,10348207500.0000,106985952575.0000
2017-05-05,3393.4831,3395.4532,3366.5568,3382.5502,10989533300.0000,117464939578.0000
2017-05-08,3369.1084,3374.1571,3339.5743,3358.8125,12374928700.0000,126885426472.0000
2017-05-09,3342.5981,3358.0463,3327.5901,3352.5324,7677166800.0000,85528831749.0000
2017-05-10,3350.6502,3369.4345,3336.0030,3337.7007,9208262800.0000,102194980791.0000
2017-05-11,3322.9455,3359.6003,3312.8921,3356.6459,10925289000.0000,111576379054.0000
2017-05-12,3350.9371,3387.2677,3349.1671,3385.3787,9338646600.0000,97522124594.0000
2017-05-15,3391.5881,3406.5810,3391.5881,3399.1937,8297761100.0000,92183332845.0000
2017-05-16,3390.9250,3428.8531,3373.5520,3428.6491,10524241600.0000,112814103201.0000
2017-05-17,3423.1900,3433.9695,3408.1541,3409.9656,9973683700.0000,110553451835.0000
2017-05-18,3387.6655,3409.9319,3383.9350,3398.1127,8575958900.0000,88091166041.0000
2017-05-19,3395.2318,3405.9448,3392.3776,3403.8492,7147352500.0000,78397081602.0000
2017-05-22,3400.5882,3424.1776,3391.1748,3411.2387,9253955900.0000,99021121578.0000
2017-05-23,3405.0254,3434.7662,3401.5338,3424.1940,11691103300.0000,126767856025.0000
2017-05-24,3409.7169,3424.1669,3383.8922,3424.1669,8355316100.0000,92620045548.0000
2017-05-25,3414.3992,3490.4176,3413.2246,3485.6581,13072163100.0000,136634020807.0000
2017-05-26,3479.6206,3498.3148,3473.0400,3480.4345,10324115300.0000,112585907354.0000
2017-05-31,3495.0730,3515.0812,3474.9215,3492.8845,10482974400.0000,115968725310.0000
2017-06-01,3485.2223,3499.8142,3476.4283,3497.7382,10312772400.0000,116088766249.0000
2017-06-02,3491.5893,3498.1189,3470.2017,3486.5074,8266801000.0000,92850747181.0000
2017-06-05,3480.1692,3484.1244,3462.3144,3468.7538,7973815200.0000,85609467477.0000
2017-06-06,3464.3765,3492.8816,3460.4534,3492.8816,6408938800.0000,77868793730.0000
2017-06-07,3493.8846,3537.0947,3491.1328,3533.8718,10441996800.0000,124189288483.0000
2017-06-08,3531.2419,3562.2724,3528.1790,3560.9786,9022490500.0000,112035619671.0000
2017-06-09,3561.2411,3590.8872,3560.6336,3576.1703,10118826500.0000,121700586716.0000
2017-06-12,3570.2191,3603.6901,3565.9012,3574.3894,9038116700.0000,117690802225.0000
2017-06-13,3569.1594,3584.4094,3559.2134,3582.2674,7517713800.0000,94223084812.0000
2017-06-14,3571.2483,3571.2483,3530.2740,3535.2987,8381078300.0000,106105319868.0000
2017-06-15,3530.7465,3542.2796,3508.9461,3528.7926,8263253500.0000,106053901141.0000
2017-06-16,3522.9745,3536.1401,3514.3892,3518.7611,7645270700.0000,91462286377.0000
2017-06-19,3520.0602,3554.9100,3520.0602,3553.6653,7979714100.0000,98572358252.0000
2017-06-20,3560.7871,3563.6964,3539.5149,3546.4940,8050955900.0000,98187595478.0000
2017-06-21,3567.1256,3587.9863,3545.5666,3587.9550,8785982400.0000,117147797136.0000
2017-06-22,3583.5583,3635.5273,3581.3375,3590.3425,13552698700.0000,169418803351.0000
2017-06-23,3583.4359,3623.2352,3569.3225,3622.8831,10512913400.0000,133975111796.0000
2017-06-26,3627.0208,3671.9435,3627.0208,3668.0919,13463799500.0000,170736841952.0000
2017-06-27,3665.5775,3676.5328,3648.7635,3674.7152,9755870200.0000,123057231694.0000
2017-06-28,3664.1629,3672.1887,3644.0268,3646.1666,9792085800.0000,124465947132.0000
2017-06-29,3649.2525,3669.1345,3644.7331,3668.8279,8558949800.0000,111847266867.0000
2017-06-30,3654.7348,3669.7584,3646.2272,3666.7977,8151002800.0000,102459981992.0000
2017-07-03,3667.2316,3667.5957,3633.7825,3650.8463,8882086000.0000,115214687872.0000
2017-07-04,3646.8280,3646.8455,3611.6911,3619.9841,9507141300.0000,125350417552.0000
2017-07-05,3611.8984,3660.7291,3610.4586,3659.6795,8823242500.0000,120351565382.0000
2017-07-06,3654.5576,3666.7745,3629.5600,3660.0967,10237924500.0000,132837126778.0000
2017-07-07,3647.6416,3657.1131,3631.8702,3655.9293,10373549700.0000,123465392616.0000
2017-07-10,3647.9379,3667.8455,3641.5277,3653.6868,12059191000.0000,141034626508.0000
2017-07-11,3646.8783,3701.2087,3645.9946,3670.8086,11876082600.0000,145084363277.0000
2017-07-12,3672.6328,3691.5814,3640.5893,3658.8236,12228779200.0000,143494599072.0000
2017-07-13,3656.3502,3690.4832,3652.5658,3686.9205,12566954900.0000,146388679598.0000
2017-07-14,3682.6153,3703.0940,3672.7425,3703.0940,10551400500.0000,121021448889.0000
2017-07-17,3700.6179,3716.4700,3621.3652,3663.5575,17882160000.0000,196217253798.0000
2017-07-18,3648.4942,3667.5408,3622.0414,3667.1807,12462205600.0000,141472283974.0000
2017-07-19,3660.8665,3731.0468,3658.2035,3729.7466,18247778700.0000,198392451748.0000
2017-07-20,3725.1436,3750.1938,3723.0689,3747.8843,14241003900.0000,169267149940.0000
2017-07-21,3738.1847,3751.6947,3722.0656,3728.5976,11794122600.0000,141432632987.0000
2017-07-24,3724.3778,3755.1902,3719.8488,3743.4686,13486872200.0000,154701874682.0000
2017-07-25,3742.6405,3752.1559,3713.2766,3719.5590,12167205900.0000,133531656186.0000
2017-07-26,3722.8761,3738.5316,3684.1819,3705.3884,13632521000.0000,146518004915.0000
2017-07-27,3700.8558,3716.6888,3672.4971,3712.1947,14500290400.0000,161631225346.0000
2017-07-28,3703.4895,3725.5378,3696.7776,3721.8914,11141139200.0000,125817861948.0000
2017-07-31,3722.4282,3746.5207,3713.6550,3737.8732,14842903900.0000,160890133166.0000
2017-08-01,3738.7364,3770.4043,3737.0954,3770.3828,15254653900.0000,173127578959.0000
2017-08-02,3768.1938,3784.3511,3759.2764,3760.8525,17229338300.0000,189336782813.0000
2017-08-03,3755.1081,3766.3452,3718.4351,3727.8264,14615394400.0000,164710461600.0000
2017-08-04,3724.7225,3738.7312,3707.0030,3707.5796,15747006000.0000,168292664589.0000
2017-08-07,3701.2161,3730.7774,3689.9552,3726.7948,12423153000.0000,134348537498.0000
2017-08-08,3724.3287,3737.3344,3718.8116,3732.2129,13724192800.0000,146481868919.0000
2017-08-09,3728.0319,3738.9990,3713.5668,3731.0440,12467998900.0000,137223598286.0000
