Date,沪深300成长,沪深300价值,中证500成长,中证500价值,中证1000成长,中证1000价值,中证2000成长,中证2000价值,创业板成长,创业板价值,科创成长,科创价值
2014-1-2,2540.619,2319.727,4274.352,4549.976,1524.6781,1213.7665,1018.2101,1018.096,1882.177,1540.166,,
2014-1-3,2506.075,2279.053,4259.377,4482.168,1534.8024,1198.3468,1013.6578,1012.0092,1907.569,1545.241,,
2014-1-6,2449.293,2231.252,4156.244,4345.601,1498.9831,1159.3395,982.5679,976.0767,1870.666,1496.939,,
2014-1-7,2450.942,2227.226,4184.382,4368.444,1518.4669,1167.8316,991.7412,987.5524,1909.26,1532.293,,
2014-1-8,2459.667,2228.694,4198.343,4341.692,1550.2309,1165.9495,999.3754,993.6659,1984.511,1573.604,,
2014-1-9,2445.414,2218.419,4153.483,4289.621,1526.2955,1148.3514,979.2913,968.3923,1947.075,1526.502,,
2014-1-10,2437.445,2215.457,4063.843,4225.029,1496.2091,1126.8325,964.7154,951.6966,1912.963,1505.11,,
2014-1-13,2423.472,2208.252,4056.083,4200.4,1500.5828,1122.6333,970.414,957.783,1930.427,1516.303,,
2014-1-14,2436.316,2223.209,4140.801,4289.763,1538.4878,1147.2746,989.8866,980.1938,1983.972,1566.673,,
2014-1-15,2427.897,2209.462,4169.698,4299.564,1557.5911,1154.2773,997.4152,990.8268,2008.325,1591.758,,
2014-1-16,2420.976,2213.638,4173.003,4309.592,1549.4947,1160.1464,999.79,995.5912,1975.071,1584.651,,
2014-1-17,2379.306,2184.895,4126.284,4265.741,1538.8311,1144.955,994.3529,988.7263,1979.098,1578.588,,
2014-1-20,2363.743,2175.834,4088.16,4243.187,1527.6745,1140.8817,986.109,981.6422,1940.188,1562.885,,
2014-1-21,2381.471,2193.445,4141.068,4317.777,1555.0359,1161.4757,1006.0997,1001.0145,1995.948,1603.638,,
2014-1-22,2449.031,2244.408,4256.214,4445.526,1584.5619,1193.5305,1024.8354,1017.2855,2025.717,1629.312,,
2014-1-23,2435.846,2223.241,4301.092,4448.404,1608.9214,1195.1262,1037.299,1026.8759,2076.789,1660.365,,
2014-1-24,2451.295,2227.868,4376.977,4523.012,1638.2982,1211.2873,1048.1058,1037.1113,2115.072,1679.693,,
2014-1-27,2423.065,2198.684,4385.457,4498.721,1634.6106,1208.3284,1045.2227,1038.5575,2111.74,1680.992,,
2014-1-28,2430.15,2212.496,4356.075,4508.595,1625.8305,1209.9868,1042.6209,1033.2044,2104.29,1657.265,,
2014-1-29,2437.312,2221.121,4389.043,4540.955,1652.5147,1222.6066,1054.6791,1045.8232,2138.375,1695.823,,
2014-1-30,2405.584,2197.076,4357.37,4490.812,1647.9483,1219.7508,1050.0751,1039.0462,2127.637,1680.883,,
2014-2-7,2414.719,2197.135,4434.635,4553.284,1681.2109,1241.8441,1069.6255,1059.6903,2171.723,1731.356,,
2014-2-10,2470.334,2237.992,4551.115,4700.702,1716.1844,1278.5381,1100.1859,1087.8456,2202.099,1783.165,,
2014-2-11,2498.55,2267.023,4549.212,4706.037,1707.7998,1285.7938,1103.4578,1092.3866,2166.911,1761.483,,
2014-2-12,2505.862,2267.049,4594.721,4763.117,1726.2603,1302.0133,1122.3176,1113.0044,2186.646,1791.637,,
2014-2-13,2508.993,2272.803,4516.464,4699.938,1679.2951,1281.8829,1098.2915,1088.3577,2107.688,1724.129,,
2014-2-14,2519.209,2279.297,4603.72,4775.734,1712.5027,1311.5026,1129.6302,1117.9781,2149.348,1770.532,,
2014-2-17,2526.787,2284.133,4695.402,4842.211,1755.8,1335.1633,1155.2894,1144.9734,2214.123,1831.837,,
2014-2-18,2493.105,2252.06,4662.316,4835.606,1747.7161,1341.7967,1156.1672,1146.8826,2192.973,1836.295,,
2014-2-19,2535.004,2292.777,4652.451,4860.188,1754.5018,1340.5242,1153.2047,1145.5563,2187.118,1825.712,,
2014-2-20,2505.78,2277.864,4582.731,4814.151,1732.3439,1318.7966,1131.4151,1123.9897,2145.983,1779.615,,
2014-2-21,2484.589,2254.617,4548.958,4766.24,1733.1524,1306.5465,1134.1906,1123.0132,2156.349,1784.279,,
2014-2-24,2416.332,2193.385,4505.065,4707.374,1745.2138,1301.5793,1149.5907,1137.1962,2186.089,1821.089,,
2014-2-25,2354.285,2153.792,4363.425,4545.946,1670.6692,1247.6136,1103.9028,1090.2075,2092.603,1704.112,,
2014-2-26,2365.535,2157.856,4389.351,4562.157,1682.6833,1258.0297,1110.4915,1103.5483,2086.46,1697.969,,
2014-2-27,2353.453,2167.65,4309.869,4522.396,1638.2533,1246.0213,1088.375,1091.0623,2012.733,1660.859,,
2014-2-28,2378.377,2174.705,4350.376,4566.038,1654.6045,1259.0456,1102.5936,1103.3202,2037.741,1689.834,,
2014-3-3,2388.831,2177.337,4434.286,4666.337,1690.7097,1291.1846,1129.3556,1131.5853,2076.361,1726.352,,
2014-3-4,2382.757,2179.152,4414.754,4675.039,1692.2543,1289.9535,1132.6364,1132.9988,2069.999,1722.126,,
2014-3-5,2357.558,2154.499,4383.585,4647.487,1697.7452,1287.699,1130.0504,1131.8325,2081.555,1733.823,,
2014-3-6,2372.325,2174.302,4375.254,4671.289,1696.0978,1294.3872,1134.3684,1137.735,2078.066,1740.618,,
2014-3-7,2371.771,2165.456,4364.644,4627.671,1687.8269,1291.8218,1131.2849,1134.0746,2073.681,1740.693,,
2014-3-10,2304.448,2098.174,4207.979,4439.296,1620.2461,1244.0695,1086.0426,1092.8752,2001.767,1670.873,,
2014-3-11,2329.124,2106.653,4217.022,4463.539,1618.0258,1249.7012,1081.2793,1087.4871,1987.121,1656.825,,
2014-3-12,2349.253,2119.467,4228.394,4476.768,1612.2652,1244.1475,1080.2703,1082.9243,1990.706,1655.468,,
2014-3-13,2386.146,2144.175,4268.816,4516,1644.9452,1257.5581,1094.6178,1095.3657,2047.091,1697.923,,
2014-3-14,2365.629,2127.776,4239.191,4490.163,1646.5482,1247.9349,1094.7224,1092.364,2047.818,1703.116,,
2014-3-17,2381.162,2142.426,4317.477,4592.287,1689.7888,1273.7274,1121.141,1118.6811,2110.547,1755.117,,
2014-3-18,2368.263,2135.129,4335.64,4619.206,1702.8687,1280.3187,1130.3532,1126.8339,2121.325,1756.109,,
2014-3-19,2340.546,2124.738,4300.395,4616.897,1696.3102,1285.6527,1137.0311,1133.2337,2090.825,1759.581,,
2014-3-20,2304.302,2106.727,4199.089,4507.505,1647.4713,1252.5347,1100.9578,1097.9205,2022.399,1690.685,,
2014-3-21,2396.025,2189.11,4273.951,4618.307,1662.7819,1280.6708,1118.1424,1116.7013,2022.403,1704.772,,
2014-3-24,2404.708,2210.505,4288.893,4683.316,1645.3213,1292.6503,1115.7476,1116.0126,1990.716,1690.041,,
2014-3-25,2395.738,2205.197,4305.792,4703.896,1644.1409,1295.4647,1112.9681,1113.8353,1985.765,1690.379,,
2014-3-26,2393.408,2200.195,4328.652,4712.106,1657.0716,1292.8076,1122.1396,1121.3445,2018.589,1716.476,,
2014-3-27,2386.935,2200.73,4272.671,4663.178,1613.8384,1275.4917,1094.7121,1094.9237,1944.933,1658.346,,
2014-3-28,2382.988,2215.921,4188.39,4591.182,1569.614,1251.2604,1060.4545,1062.7106,1889.41,1595.44,,
2014-3-31,2382.352,2212.768,4182.867,4564.251,1560.8229,1234.3624,1055.2377,1058.4415,1888.303,1583.151,,
2014-4-1,2399.999,2220.363,4243.519,4640.342,1592.3626,1253.5423,1078.4494,1077.7579,1932.551,1617.404,,
2014-4-2,2422.588,2250.347,4241.993,4671.468,1571.5904,1253.5232,1072.7501,1073.715,1891.806,1593.951,,
2014-4-3,2399.689,2224.559,4230.741,4639.044,1572.3712,1252.7728,1077.7945,1078.3271,1891.1396,1604.5575,,
2014-4-4,2421.905,2241.347,4277.907,4690.316,1597.5491,1267.9231,1090.2906,1090.8044,1922.775,1625.488,,
2014-4-8,2493.169,2300.58,4326.624,4744.823,1605.2192,1281.5381,1100.7199,1104.0784,1931.031,1633.512,,
2014-4-9,2491.074,2296.688,4362.728,4774.94,1628.115,1290.658,1116.1025,1118.7217,1959.011,1661.648,,
2014-4-10,2508.328,2337.38,4386.515,4807.365,1636.4527,1297.9662,1120.3058,1121.0569,1973,1663.582,,
2014-4-11,2518.047,2333.883,4378.404,4786.961,1623.0548,1294.8128,1117.5122,1118.0203,1947.343,1651.842,,
2014-4-14,2513.31,2323.268,4408.311,4829.296,1632.314,1305.1536,1127.8741,1131.2334,1960.853,1661.617,,
2014-4-15,2464.24,2276.872,4365.308,4771.835,1626.1174,1295.5029,1121.7474,1123.2203,1955.452,1658.402,,
2014-4-16,2467.857,2283.44,4354.804,4777.643,1626.987,1302.241,1121.3304,1126.3945,1941.423,1650.872,,
2014-4-17,2459.893,2271.865,4350.983,4772.104,1625.2227,1300.6793,1125.1992,1128.2393,1958,1663.481,,
2014-4-18,2459.485,2267.062,4365.984,4782.347,1634.5323,1305.0439,1131.7359,1133.1916,1973.437,1676.828,,
2014-4-21,2420.201,2232.728,4302.712,4708.248,1617.1136,1277.7191,1110.8034,1113.3267,1954.528,1646.769,,
2014-4-22,2439.103,2255.376,4271.027,4695.573,1597.0873,1271.5451,1099.4879,1102.9163,1912.833,1612.473,,
2014-4-23,2442.149,2255.8,4249.632,4670.81,1587.524,1267.388,1094.9031,1099.5104,1895.677,1602.46,,
2014-4-24,2442.396,2259.957,4199.594,4628.976,1572.1394,1254.2931,1089.9821,1094.7227,1885.152,1589.232,,
2014-4-25,2419.87,2249.738,4099.468,4530.158,1543.6751,1231.4473,1068.5025,1068.8431,1848.849,1557.183,,
2014-4-28,2391.383,2230.722,3978.356,4428.971,1496.2362,1187.6405,1029.4033,1033.6214,1800.254,1500.76,,
2014-4-29,2412.867,2248.009,4040.187,4489.329,1513.7178,1207.2783,1043.0914,1047.2122,1815.035,1522.54,,
2014-4-30,2416.825,2243.889,4068.844,4510.632,1525.6117,1219.6336,1053.8879,1060.1944,1839.829,1538.47,,
2014-5-5,2403.315,2230.949,4113.027,4538.705,1549.0935,1229.4458,1070.6968,1078.2014,1866.435,1569.819,,
2014-5-6,2403.353,2227.47,4134.497,4558.026,1562.3339,1234.4505,1080.5412,1086.6548,1886.358,1586.965,,
2014-5-7,2378.433,2215.132,4061.588,4471.864,1529.9978,1211.0098,1059.6951,1065.637,1844.459,1553.69,,
2014-5-8,2371.171,2212.348,4062.471,4480.526,1526.0567,1213.3786,1062.0592,1066.8303,1828.61,1551.399,,
2014-5-9,2362.09,2208.529,4016.445,4440.804,1508.4261,1198.3255,1053.1372,1058.8179,1793.369,1525.655,,
2014-5-12,2398.06,2246.297,4110.324,4552.221,1538.6566,1226.3812,1075.368,1083.0146,1820.886,1555.799,,
2014-5-13,2399.037,2243.202,4102.682,4545.773,1535.2997,1226.7175,1076.0321,1083.6986,1815.366,1553.108,,
2014-5-14,2395.362,2242.327,4105.429,4538.076,1542.4536,1226.5148,1079.6822,1087.1872,1821.561,1556.976,,
2014-5-15,2370.282,2225.228,4032.818,4447.956,1514.2779,1201.9605,1057.3888,1066.9121,1788.002,1521.511,,
2014-5-16,2377.084,2232.316,4013.393,4443.387,1499.1656,1203.0197,1053.3888,1062.454,1749.311,1501.183,,
2014-5-19,2335.413,2201.556,3982.761,4406.092,1494.5536,1194.0405,1050.542,1058.6705,1752.683,1503.528,,
2014-5-20,2333.954,2204.169,3996.387,4420.206,1506.2465,1193.5989,1059.2021,1065.2001,1775.494,1520.633,,
2014-5-21,2356.321,2221.983,4038.362,4458.529,1518.4286,1202.0868,1071.8311,1079.0445,1794.342,1539.361,,
2014-5-22,2352.672,2219.695,4050.547,4437.672,1525.3375,1202.1282,1071.5307,1077.029,1814.543,1543.331,,
2014-5-23,2376.388,2237.558,4101.05,4477.998,1549.5408,1212.7355,1083.6361,1087.156,1849.997,1575.208,,
2014-5-26,2387.27,2240.34,4152.717,4513.002,1573.4563,1227.3291,1100.4687,1103.8184,1888.29,1600.27,,
2014-5-27,2380.751,2236.211,4145.439,4511.158,1562.0644,1219.9739,1099.253,1104.8781,1870.435,1596.587,,
2014-5-28,2402.266,2254.861,4196.549,4539.966,1591.2556,1231.8089,1112.5425,1116.2695,1914.159,1634.605,,
2014-5-29,2390.67,2247.437,4165.3,4483.721,1566.1815,1219.5261,1098.2591,1099.0053,1871.845,1610.771,,
2014-5-30,2386.13,2244.46,4176.059,4484.091,1569.3595,1217.1727,1102.2439,1100.3618,1875.016,1613.504,,
2014-6-3,2376.676,2239.84,4170.828,4469.89,1568.466,1213.454,1098.2132,1100.2213,1877.614,1615.05,,
2014-6-4,2353.447,2218.825,4129.72,4412.346,1557.5854,1200.0078,1092.0575,1093.2675,1876.475,1610.582,,
2014-6-5,2381.779,2243.072,4176.569,4462.802,1586.858,1214.9561,1109.0483,1108.2113,1928.236,1644.254,,
2014-6-6,2360.718,2224.453,4169.225,4446.264,1586.7014,1210.2344,1106.7443,1106.354,1921.558,1640.279,,
2014-6-9,2360.19,2229.324,4143.4148,4429.0645,1568.5648,1202.5546,1101.8181,1103.93,1885.679,1628.161,,
2014-6-10,2389.809,2256.855,4189.3224,4475.7675,1591.3663,1215.9193,1117.4144,1116.6729,1927.829,1648.467,,
2014-6-11,2390.891,2253.024,4209.4656,4478.0212,1601.802,1223.4569,1124.4941,1122.617,1947.912,1661.723,,
2014-6-12,2380.57,2243.401,4209.9363,4454.5163,1599.6924,1217.9918,1125.3747,1118.7547,1943.814,1652.655,,
2014-6-13,2405.757,2270.652,4250.5281,4505.3737,1617.7438,1229.377,1134.9861,1129.7443,1974.115,1683.162,,
2014-6-16,2426.271,2290.476,4259.5133,4527.6753,1626.8913,1235.9959,1141.6814,1136.5987,1992.573,1696.109,,
2014-6-17,2402.01,2266.056,4212.6992,4474.0889,1609.8836,1225.5301,1131.9184,1128.2034,1969.245,1675.737,,
2014-6-18,2393.476,2254.558,4174.1115,4437.085,1599.6306,1213.6633,1121.9997,1116.3667,1949.945,1650.019,,
2014-6-19,2358.764,2232.247,4067.8926,4320.8831,1554.8124,1182.0668,1092.2357,1087.6124,1892.591,1592.11,,
2014-6-20,2374.52,2240.607,4103.953,4360.5861,1573.8971,1194.4337,1106.2295,1098.8741,1913.225,1615.265,,
2014-6-23,2370.334,2226.131,4138.3173,4375.2198,1595.5939,1201.4925,1120.4666,1110.6825,1955.91,1651.639,,
2014-6-24,2374.649,2229.242,4159.392,4402.9176,1603.6785,1210.864,1127.6837,1118.1211,1967.973,1666.183,,
2014-6-25,2360.716,2219.51,4136.2324,4379.7526,1595.2411,1206.3211,1124.6212,1113.2521,1953.151,1658.783,,
2014-6-26,2378.714,2232.325,4182.8032,4430.4661,1621.4224,1223.2482,1142.1238,1129.9249,1992.616,1699.822,,
2014-6-27,2378.832,2226.675,4204.8205,4472.4623,1630.123,1237.0647,1153.2556,1143.6099,1997.94,1714.741,,
2014-6-30,2394.714,2239.685,4232.0495,4508.4721,1653.6294,1245.7111,1164.4917,1156.5699,2026.728,1743.624,,
2014-7-1,2392.163,2232.741,4252.0969,4534.4391,1670.2961,1253.4969,1170.4593,1162.7297,2042.392,1747.703,,
2014-7-2,2393.25,2239.96,4283.6934,4568.061,1685.6527,1262.5908,1178.7233,1171.1488,2050.284,1756.136,,
2014-7-3,2405.812,2249.026,4331.516,4609.323,1704.8493,1269.9815,1183.2578,1177.2496,2051.879,1760.925,,
2014-7-4,2408.35,2253.316,4323.3816,4584.1958,1701.8816,1268.0353,1185.5279,1179.3256,2035.293,1756.544,,
2014-7-7,2405.513,2254.755,4324.754,4601.1569,1695.9433,1267.9568,1192.5406,1183.4137,2006.574,1758.392,,
2014-7-8,2409.328,2260.311,4352.2294,4625.0882,1713.7263,1278.0547,1205.213,1196.0654,2031.577,1787.601,,
2014-7-9,2368.592,2230.494,4292.5061,4555.4522,1686.1782,1255.7849,1188.4807,1180.2856,1990.569,1756.158,,
2014-7-10,2361.4,2228.074,4276.451,4560.2934,1680.6556,1263.8656,1194.4966,1185.8016,1955.214,1754.325,,
2014-7-11,2356.755,2225.687,4314.4669,4607.1633,1685.9007,1272.8514,1204.1111,1194.9949,1945.466,1759.947,,
2014-7-14,2383.098,2247.455,4381.6238,4693.6678,1702.583,1294.3915,1221.2331,1212.3802,1959.52,1768.336,,
2014-7-15,2386.036,2249.104,4379.5255,4707.8884,1682.7506,1293.9541,1211.9245,1208.4117,1920.817,1746.893,,
2014-7-16,2381.563,2255.445,4359.4969,4682.5397,1656.5163,1289.091,1197.8787,1196.2363,1889.783,1716.762,,
2014-7-17,2360.224,2240.925,4329.6435,4644.7222,1650.7855,1286.0658,1195.0965,1191.7273,1876.816,1717.789,,
2014-7-18,2373.973,2249.06,4343.2116,4672.0616,1652.0164,1291.626,1192.6794,1190.1938,1866.552,1702.93,,
2014-7-21,2383.336,2249.936,4332.4665,4643.8636,1650.4504,1290.4965,1190.6946,1189.3497,1865.861,1702.996,,
2014-7-22,2412.172,2275.677,4383.6781,4706.6911,1677.3195,1308.8814,1206.3615,1204.8324,1898.463,1727.849,,
2014-7-23,2414.28,2292.479,4349.4796,4686.0156,1649.0917,1299.1292,1196.3131,1193.2438,1842.622,1679.236,,
2014-7-24,2464.823,2346.798,4352.5881,4726.4496,1632.6125,1297.5111,1187.7766,1189.0075,1811.455,1665.212,,
2014-7-25,2481.996,2367.444,4393.7175,4757.5422,1641.626,1309.2731,1196.3843,1197.3418,1833.473,1677.209,,
2014-7-28,2557.539,2439.421,4463.6004,4859.5989,1672.4903,1328.1504,1214.4208,1214.9744,1875.712,1708.56,,
2014-7-29,2575.148,2442.921,4508.8971,4904.7363,1697.0653,1340.1962,1229.2064,1226.7614,1899.789,1732.861,,
2014-7-30,2556.727,2420.836,4519.4646,4892.6175,1710.2779,1339.9247,1236.4973,1234.1454,1916.124,1742.179,,
2014-7-31,2590.834,2452.309,4550.5599,4936.0723,1717.9311,1350.7549,1247.8958,1245.7518,1917.476,1747.664,,
2014-8-1,2574.712,2434.856,4522.1849,4890.7785,1693.9832,1335.6067,1237.2347,1233.2187,1890.045,1732.796,,
2014-8-4,2615.228,2482.266,4598.8837,4980.3373,1711.026,1359.1236,1254.4193,1250.7912,1895.546,1744.709,,
2014-8-5,2602.36,2466.463,4610.4025,4997.6317,1729.1648,1366.7271,1264.1249,1260.5117,1944.174,1771.598,,
2014-8-6,2581.529,2445.059,4632.3645,5016.7858,1735.8733,1372.0932,1265.2822,1264.023,1948.13,1780.434,,
2014-8-7,2541.333,2406.036,4581.9509,4953.8397,1726.3317,1356.7222,1253.4567,1249.541,1944.473,1771.465,,
2014-8-8,2548.584,2407.6,4611.2061,4958.7175,1745.7605,1365.1144,1262.7022,1256.4188,1967.016,1781.754,,
2014-8-11,2584.588,2443.045,4678.5659,5029.2384,1771.3773,1389.1819,1280.7303,1275.0369,1995.362,1812.397,,
2014-8-12,2573.043,2428.052,4700.6227,5040.6468,1778.3273,1401.4244,1287.0383,1282.5931,1992.408,1820.408,,
2014-8-13,2568.37,2430.757,4690.532,5044.3868,1775.8747,1404.3863,1294.4967,1287.0486,1970.647,1813.593,,
2014-8-14,2547.262,2411.387,4655.546,5007.0228,1770.9692,1396.659,1289.4966,1281.6838,1969.135,1810.201,,
2014-8-15,2567.393,2434.181,4713.4569,5073.6489,1791.4694,1409.3388,1308.2233,1297.6719,1985.166,1827.718,,
2014-8-18,2580.764,2440.424,4780.8617,5140.8024,1828.0362,1426.6336,1333.8753,1325.1468,2040.952,1860.874,,
2014-8-19,2580.98,2438.073,4795.2574,5149.0556,1836.7394,1426.6263,1341.9159,1331.9767,2050.117,1864.81,,
2014-8-20,2569.245,2424.956,4788.2575,5154.6422,1830.4853,1427.1493,1343.0361,1336.8551,2039.249,1854.785,,
2014-8-21,2558.315,2407.687,4786.5521,5141.9151,1837.7259,1424.5574,1345.6821,1336.0873,2071.607,1866.336,,
2014-8-22,2570.533,2420.668,4804.4058,5173.402,1851.1831,1434.5001,1357.0884,1345.2983,2090.353,1883.027,,
2014-8-25,2544.177,2397.814,4763.4182,5135.5955,1838.418,1425.9081,1349.4181,1340.7985,2067.978,1867.437,,
2014-8-26,2530.494,2387.034,4687.7871,5051.9048,1799.7374,1398.0355,1323.857,1314.8715,2017.049,1829.664,,
2014-8-27,2532.675,2386.677,4701.2566,5069.6216,1806.1115,1398.7206,1333.0035,1326.6504,2030.93,1843.999,,
2014-8-28,2510.11,2366.41,4653.383,5017.9847,1785.3213,1385.4756,1321.5405,1312.3112,2006.72,1826.65,,
2014-8-29,2541.649,2393.514,4704.0135,5080.2484,1811.4324,1399.1891,1336.8127,1329.2435,2037.637,1846.29,,
2014-9-1,2558.115,2404.331,4792.0648,5174.6959,1847.7165,1420.7493,1363.7024,1359.8382,2079.655,1884.576,,
2014-9-2,2589.596,2434.749,4866.0558,5260.805,1870.9261,1441.3012,1386.8081,1382.7643,2097.169,1907.735,,
2014-9-3,2614.59,2458.742,4894.6552,5283.8956,1887.3817,1446.954,1400.9403,1391.8865,2117.809,1927.054,,
2014-9-4,2632.396,2477.893,4921.0838,5328.1599,1909.945,1466.8245,1416.4739,1406.4662,2141.068,1954.013,,
2014-9-5,2654.947,2500.073,4926.3917,5358.4955,1911.6153,1477.8463,1425.6707,1414.1746,2129.938,1957.536,,
2014-9-9,2640.33,2489.715,4954.283,5406.5398,1921.9241,1488.1696,1440.3907,1427.5516,2132.478,1969.49,,
2014-9-10,2623.988,2469.421,4962.7361,5405.6388,1933.8977,1495.8156,1451.2143,1441.5385,2152.208,1982.113,,
2014-9-11,2610.153,2460.06,4982.2137,5403.0216,1937.1407,1494.679,1454.2,1443.1467,2165.928,1976.134,,
2014-9-12,2621.232,2472.223,5031.3405,5467.9177,1957.2527,1515.2574,1472.9992,1465.958,2179.362,1999.191,,
2014-9-15,2613.734,2464.272,5081.9331,5517.9897,1974.4574,1536.1869,1494.4701,1490.1072,2184.76,2027.872,,
2014-9-16,2570.549,2441.887,4914.4979,5334.5443,1904.1621,1490.8146,1443.5361,1433.2594,2108.327,1957.127,,
2014-9-17,2580.988,2451.387,4958.6038,5392.1955,1916.4627,1504.8769,1460.4118,1450.3685,2117.433,1969.001,,
2014-9-18,2593.323,2455.337,4996.0003,5419.5705,1931.9459,1514.5063,1476.6463,1464.6243,2136.114,1983.625,,
2014-9-19,2609.767,2467.884,5027.7201,5470.0812,1953.0608,1526.1937,1498.5547,1485.8665,2145.944,2010.741,,
2014-9-22,2563.742,2412.878,4971.0801,5402.7301,1935.1707,1513.3147,1489.7358,1473.6542,2120.054,1999.526,,
2014-9-23,2584.237,2428.715,5037.2893,5473.4437,1961.8645,1538.7107,1518.9616,1501.6541,2142.727,2021.457,,
2014-9-24,2619.929,2467.999,5085.6717,5547.2176,1985.8274,1561.6725,1547.0877,1527.1759,2164.36,2051.551,,
2014-9-25,2608.798,2460.984,5081.0951,5537.9109,1985.1756,1561.9945,1557.1353,1529.6256,2159.465,2046.502,,
2014-9-26,2608.971,2457.57,5109.0061,5565.2377,1991.2004,1575.4119,1568.4234,1547.8363,2167.296,2054.488,,
2014-9-29,2616.877,2459.342,5157.8971,5627.3031,2016.7225,1593.9059,1586.0362,1568.526,2189.913,2084.692,,
2014-9-30,2615.875,2460.303,5208.6931,5646.6999,2036.729,1603.4603,1601.6771,1580.2901,2213.703,2100.082,,
2014-10-8,2649.648,2483.656,5290.3921,5711.6257,2066.6007,1627.3931,1634.776,1602.7503,2238.689,2122.103,,
2014-10-9,2648.589,2487.753,5286.5648,5734.7383,2075.3223,1637.6331,1643.6656,1610.3177,2246.497,2130.358,,
2014-10-10,2636.557,2477.049,5262.2096,5710.4229,2065.0296,1633.0696,1638.5365,1598.4849,2231.463,2120.145,,
2014-10-13,2617.595,2458.717,5262.9184,5729.8582,2059.1247,1632.3999,1636.437,1597.8888,2214.308,2114.748,,
2014-10-14,2603.514,2452.069,5245.0434,5704.5945,2053.6612,1628.4329,1632.6504,1596.0504,2203.661,2104.748,,
2014-10-15,2615.221,2466.018,5269.1483,5719.4108,2061.3316,1634.8147,1641.9448,1603.4209,2213.483,2113.914,,
2014-10-16,2600.616,2463.086,5189.3694,5631.5212,2030.2281,1610.6554,1621.6648,1585.6042,2184.391,2081.076,,
2014-10-17,2601.317,2454.77,5149.0714,5566.7488,2003.857,1595.1118,1595.4987,1561.0123,2160.887,2049.596,,
2014-10-20,2614.066,2463.264,5222.8483,5640.9261,2041.6966,1618.3881,1625.6295,1585.1889,2196.005,2083.763,,
2014-10-21,2592.251,2444.052,5185.3228,5573.814,2023.3351,1604.1471,1614.3124,1574.8934,2177.72,2063.771,,
2014-10-22,2579.157,2439.954,5122.9532,5504.2843,2000.6545,1581.9615,1594.424,1554.6573,2158.458,2041.763,,
2014-10-23,2560.623,2426.014,5042.1668,5416.96,1969.4681,1553.1711,1562.0438,1518.118,2122.907,2013.781,,
2014-10-24,2558.136,2419.672,5070.6128,5442.9649,1972.8145,1562.9252,1565.3693,1522.1507,2121.39,2017.519,,
2014-10-27,2531.948,2387.132,5102.9359,5472.5772,1993.0422,1575.9213,1581.6075,1539.4661,2143.792,2049.623,,
2014-10-28,2570.735,2431.219,5213.09,5619.53,2042.4876,1624.2798,1630.7733,1589.7294,2188.359,2106.227,,
2014-10-29,2599.846,2472.815,5271.0797,5713.5018,2070.963,1663.0861,1657.1843,1615.4018,2204.353,2121.327,,
2014-10-30,2613.177,2506.118,5277.2119,5736.5707,2064.5959,1668.3987,1657.0095,1613.6456,2191.237,2129.836,,
2014-10-31,2666.166,2565.535,5269.4614,5757.5538,2052.6993,1670.048,1651.3998,1611.8013,2167.562,2110.071,,
2014-11-3,2659.418,2569.448,5302.3694,5831.1794,2079.2174,1699.4624,1670.5164,1632.4366,2190.879,2131.091,,
2014-11-4,2638.644,2576.532,5263.3929,5810.2773,2064.3406,1683.2485,1653.2787,1619.3256,2173.932,2114.688,,
2014-11-5,2622.767,2558.851,5244.4572,5806.3653,2055.9318,1682.2112,1659.09,1621.9273,2168.267,2113.371,,
2014-11-6,2627.264,2559.76,5270.9078,5835.5569,2075.7124,1695.9353,1678.5498,1639.0542,2197.203,2152.986,,
2014-11-7,2624.679,2554.599,5227.3093,5779.9207,2055.1247,1679.5335,1659.8037,1620.4934,2184.274,2130.174,,
2014-11-10,2691.815,2629.857,5261.8118,5881.6018,2057.9807,1701.8424,1666.1114,1633.324,2170.334,2132.592,,
2014-11-11,2702.738,2647.026,5112.9066,5710.1545,1986.3405,1639.6082,1605.5486,1565.9914,2098.936,2044.651,,
2014-11-12,2725.5,2669.549,5180.8503,5826.2551,2014.1151,1672.6879,1629.4338,1592.9261,2117.306,2073.805,,
2014-11-13,2701.674,2664.784,5149.8667,5793.8632,1982.4055,1659.6176,1593.8601,1565.9362,2069.482,2016.935,,
2014-11-14,2702.378,2663.144,5150.0883,5762.3032,1978.8372,1650.9889,1591.4943,1561.2199,2068.953,2006.899,,
2014-11-17,2687.429,2635.539,5203.4135,5812.6899,2014.1305,1675.0595,1622.5232,1586.7307,2112.324,2055.675,,
2014-11-18,2654.293,2595.806,5205.0645,5828.1382,2027.9994,1686.7075,1626.9057,1594.4447,2122.478,2062.161,,
2014-11-19,2646.216,2585.408,5227.4062,5824.6941,2044.6124,1687.0488,1646.2644,1607.0022,2156.699,2089.326,,
2014-11-20,2641.571,2589.083,5212.0318,5834.8436,2041.2008,1691.3099,1646.0457,1608.4454,2143.199,2071.235,,
2014-11-21,2680.135,2629.878,5258.1629,5906.0661,2052.5048,1707.7853,1664.707,1624.4083,2163.054,2096.894,,
2014-11-24,2726.293,2689.748,5343.3814,6027.1858,2069.2126,1730.9407,1676.0173,1640.2841,2169.116,2107.78,,
2014-11-25,2765.681,2725.539,5424.5859,6114.6854,2101.94,1754.8464,1692.7303,1658.869,2210.083,2146.53,,
