开始日期,2010-01-01,,,,
截止日期,当前日期,,,,
收盘价,close,,,,
日期,稳定(风格.中信),成长(风格.中信),金融(风格.中信),周期(风格.中信),消费(风格.中信)
Date,CI005921.WI,CI005920.WI,CI005917.WI,CI005918.WI,CI005919.WI
2018-03-07,2647.4391,5444.2677,7260.672,3781.9952,8464.8008
2018-03-08,2669.0846,5473.9729,7303.7474,3802.7767,8620.0547
2018-03-09,2681.6204,5598.8303,7334.7813,3836.6788,8704.2556
2018-03-12,2687.9714,5702.1715,7322.9602,3897.7129,8757.8058
2018-03-13,2674.2775,5657.5061,7267.2049,3875.2586,8691.0628
2018-03-14,2653.1717,5583.3207,7217.2424,3856.0297,8658.5392
2018-03-15,2655.7159,5573.2754,7235.8969,3840.4886,8716.9038
2018-03-16,2641.3997,5527.3124,7196.119,3816.0415,8662.4054
2018-03-19,2636.7674,5562.3282,7240.0423,3804.3571,8717.9994
2018-03-20,2639.4481,5573.4284,7248.1345,3811.9359,8752.6039
2018-03-21,2636.8748,5519.8284,7247.5543,3786.1077,8695.7634
2018-03-22,2624.6352,5504.4398,7194.8248,3773.2447,8597.7847
2018-03-23,2542.2654,5207.916,6964.1706,3604.047,8358.2595
2018-03-26,2543.7533,5333.7751,6850.2776,3623.2599,8399.3982
2018-03-27,2578.4633,5496.1357,6881.3895,3686.8505,8495.0123
2018-03-28,2557.3959,5458.3354,6815.5196,3635.1434,8309.2275
2018-03-29,2576.0208,5476.6386,6959.7944,3672.679,8399.8788
2018-03-30,2584.3567,5593.3538,6905.3629,3708.5785,8471.2023
2018-04-02,2575.9927,5619.7805,6888.2758,3716.1166,8451.4036
2018-04-03,2551.1865,5558.6118,6847.3588,3674.5558,8439.1365
2018-04-04,2541.1503,5486.9977,6824.0948,3656.3375,8507.4258
2018-04-09,2544.1187,5512.229,6842.3469,3657.3703,8456.002
2018-04-10,2565.3896,5517.1678,7016.1266,3696.3643,8529.6155
2018-04-11,2573.9016,5549.5451,7044.0835,3714.1498,8556.1707
2018-04-12,2553.7427,5516.0532,6960.9116,3685.9315,8514.3593
2018-04-13,2544.4671,5514.7575,6904.3954,3678.8145,8421.4063
2018-04-16,2518.1422,5524.3813,6721.3618,3644.3076,8372.174
2018-04-17,2480.0235,5372.0476,6667.9851,3576.7676,8212.3362
2018-04-18,2484.181,5464.4635,6729.7825,3611.4096,8216.1334
2018-04-19,2493.259,5490.6939,6768.3329,3640.4623,8338.6235
2018-04-20,2454.4234,5374.5062,6670.4884,3569.6568,8228.7749
2018-04-23,2459.4148,5302.2433,6702.6889,3548.1457,8208.91
2018-04-24,2501.2565,5431.6574,6851.329,3616.9719,8376.9217
2018-04-25,2499.2365,5456.515,6781.7568,3607.8229,8436.0326
2018-04-26,2472.2956,5335.4015,6673.0287,3550.4047,8248.2122
2018-04-27,2488.9845,5343.1462,6676.4024,3559.9069,8240.7912
2018-05-02,2485.5569,5322.6081,6674.3088,3543.9705,8297.0074
2018-05-03,2495.6272,5388.4537,6706.7414,3575.653,8375.3374
2018-05-04,2497.3354,5363.0047,6658.2599,3571.6075,8387.3395
2018-05-07,2518.9974,5459.0675,6725.0476,3631.4609,8595.9649
2018-05-08,2531.3947,5491.7493,6827.4086,3649.0614,8672.3713
2018-05-09,2525.4022,5486.2185,6805.1385,3653.7598,8664.6881
2018-05-10,2536.9467,5491.9608,6828.1967,3668.0408,8768.0914
2018-05-11,2518.6566,5439.6521,6808.2673,3653.6267,8666.7263
2018-05-14,2514.1881,5427.9074,6848.456,3645.419,8743.7818
2018-05-15,2534.5514,5489.8545,6839.5408,3673.0625,8833.2971
2018-05-16,2520.4988,5456.1293,6747.3047,3647.1607,8862.5893
2018-05-17,2514.7963,5423.0576,6715.3694,3643.2625,8758.6072
2018-05-18,2530.4947,5436.7724,6796.8485,3675.6871,8815.6231
2018-05-21,2549.4663,5523.881,6817.6235,3721.0517,8840.5501
2018-05-22,2548.5233,5547.8596,6757.1432,3724.0929,8900.402
2018-05-23,2536.4967,5487.0193,6668.0661,3666.8843,8804.1743
2018-05-24,2525.7519,5453.7991,6625.1208,3649.9356,8781.6501
2018-05-25,2513.8165,5371.541,6612.035,3618.5053,8803.3676
2018-05-28,2494.0178,5332.4287,6604.6954,3584.1477,8936.8832
2018-05-29,2491.4625,5287.5315,6562.225,3567.1909,8805.7148
2018-05-30,2424.163,5115.0734,6384.9903,3454.436,8694.4668
2018-05-31,2454.3438,5179.8142,6476.7948,3504.6321,8983.5798
2018-06-01,2437.7063,5113.2614,6473.7044,3479.8949,8812.3724
2018-06-04,2446.8255,5084.6765,6555.9778,3481.4606,8890.7927
2018-06-05,2456.7062,5194.0288,6580.9084,3526.5547,9043.3429
2018-06-06,2457.9118,5202.0507,6534.0802,3537.0976,9050.6421
2018-06-07,2441.6076,5164.2513,6577.2143,3530.6095,8964.4311
2018-06-08,2414.7462,5119.6283,6455.8456,3490.8191,8891.662
2018-06-11,2408.2256,5081.6935,6487.4513,3476.1654,8804.1329
2018-06-12,2431.4051,5118.1819,6519.737,3506.8101,8980.138
2018-06-13,2414.8964,5018.7955,6477.0132,3467.7383,8851.0944
2018-06-14,2409.5455,4987.72,6496.5166,3459.5952,8762.9074
2018-06-15,2399.1026,4873.0247,6515.4972,3409.0534,8648.0528
2018-06-19,2301.2294,4556.4988,6307.9347,3220.4389,8260.2356
2018-06-20,2305.4005,4596.8429,6291.516,3241.3509,8407.4429
2018-06-21,2284.752,4450.9412,6234.6392,3190.9738,8307.7148
2018-06-22,2288.2997,4519.8102,6261.3429,3227.5326,8376.1916
2018-06-25,2277.6119,4490.6785,6126.9879,3195.2748,8367.301
2018-06-26,2265.4514,4558.9576,6047.6621,3202.2914,8335.3304
2018-06-27,2254.4295,4522.0562,5941.6761,3187.641,8101.2018
2018-06-28,2238.5038,4480.0427,5905.8228,3151.5152,7974.0028
2018-06-29,2271.613,4642.8522,6028.2737,3236.4242,8225.0236
2018-07-02,2232.6762,4579.5872,5799.2861,3178.4201,8071.6585
2018-07-03,2245.0129,4661.2311,5855.7045,3199.1362,7999.1337
2018-07-04,2242.9138,4563.7786,5798.9693,3153.9324,7849.3801
2018-07-05,2222.6017,4443.5815,5791.4776,3087.787,7737.4113
2018-07-06,2216.3749,4466.8444,5843.1797,3094.0397,7803.0768
2018-07-09,2247.1659,4574.0625,6012.9479,3161.5952,8028.3957
2018-07-10,2259.7952,4603.7928,6007.5909,3190.769,8062.3343
2018-07-11,2219.0806,4489.0006,5893.5142,3130.4579,7952.5051
2018-07-12,2261.0059,4634.9189,6022.0648,3196.3806,8142.0017
2018-07-13,2260.7306,4646.338,6014.2402,3212.1838,8242.6423
2018-07-16,2259.0088,4658.8816,5932.1553,3203.3111,8252.3661
2018-07-17,2254.5829,4669.9041,5916.9284,3200.6197,8176.7409
2018-07-18,2265.8745,4629.5352,5884.4615,3184.7087,8131.5631
2018-07-19,2268.9613,4592.1873,5889.4108,3159.2054,8056.149
2018-07-20,2300.0963,4651.8946,6102.89,3190.8552,8095.9583
2018-07-23,2352.7323,4700.9098,6196.1998,3234.291,7993.4539
2018-07-24,2412.4384,4757.4823,6261.7663,3294.9554,8143.2325
2018-07-25,2400.5294,4756.988,6266.4922,3295.2728,8152.7205
2018-07-26,2406.1535,4698.8544,6208.8784,3275.5261,8093.7052
2018-07-27,2397.7722,4658.4055,6198.0987,3259.8444,8069.3361
2018-07-30,2410.61,4592.4454,6225.8543,3241.6612,7915.9343
2018-07-31,2401.6856,4589.427,6250.8643,3241.4899,7927.741
2018-08-01,2377.1679,4519.1882,6099.7939,3190.5547,7779.6383
2018-08-02,2355.1019,4397.5658,5949.3311,3124.8995,7603.7694
2018-08-03,2327.1313,4313.4708,5924.3388,3087.6984,7435.8555
2018-08-06,2306.1259,4219.6829,5907.1946,3031.6665,7243.8444
2018-08-07,2381.8722,4335.1981,6061.167,3121.8131,7426.7929
2018-08-08,2361.3254,4250.0589,5977.4539,3085.2555,7277.1314
2018-08-09,2389.1036,4387.7351,6107.2334,3142.9421,7471.9215
2018-08-10,2381.9583,4419.5676,6105.0797,3148.5372,7546.4614
2018-08-13,2381.0836,4468.3104,6027.4559,3156.9698,7526.754
2018-08-14,2374.2482,4438.4161,5998.4689,3150.955,7507.346
2018-08-15,2341.1726,4343.1727,5873.8123,3086.4667,7312.2516
2018-08-16,2317.7554,4305.7451,5894.1783,3052.0181,7217.8429
2018-08-17,2285.0411,4224.918,5847.7332,3007.7605,7060.1285
2018-08-20,2296.7736,4268.4743,5942.0013,3028.5238,7057.4167
2018-08-21,2330.6384,4316.8476,6006.7976,3059.4471,7255.4246
2018-08-22,2300.5652,4263.7405,6001.2108,3033.0556,7188.5878
2018-08-23,2303.3933,4308.1434,6031.564,3039.9732,7213.5532
2018-08-24,2297.4131,4289.9886,6098.7781,3033.0769,7191.2935
2018-08-27,2328.2534,4407.5906,6197.2084,3090.614,7414.2335
2018-08-28,2326.3361,4414.0171,6167.9983,3102.2658,7408.3235
2018-08-29,2304.6676,4387.4574,6161.0785,3083.7488,7370.9662
2018-08-30,2282.1984,4309.6524,6096.8135,3042.0536,7296.5927
2018-08-31,2274.481,4265.0312,6126.9307,3015.2656,7163.8145
2018-09-03,2259.653,4272.6324,6112.9779,3003.6388,7155.505
2018-09-04,2275.5165,4339.9959,6203.3453,3031.3564,7216.3282
2018-09-05,2245.8445,4282.3865,6066.2736,2978.3717,7094.095
2018-09-06,2232.4449,4271.9907,6020.6654,2963.17,6994.0771
2018-09-07,2237.9053,4240.2815,6066.9574,2979.0634,7059.8039
2018-09-10,2216.8746,4129.8665,6010.122,2931.9123,6964.0146
2018-09-11,2221.5528,4150.714,5974.9713,2919.645,6982.5865
2018-09-12,2217.8033,4141.0334,5965.8909,2919.9857,6891.9131
2018-09-13,2235.1289,4182.985,6052.8471,2951.1306,6895.8871
2018-09-14,2229.2104,4119.6756,6058.3006,2944.7496,6894.3513
2018-09-17,2204.2736,4056.9431,6000.0635,2897.9565,6808.6902
2018-09-18,2267.3889,4124.3328,6107.2908,2951.0212,6928.763
2018-09-19,2279.5915,4167.1488,6182.3512,2986.1293,7048.8805
2018-09-20,2277.4036,4150.6767,6180.8474,2983.08,7041.9041
2018-09-21,2304.1771,4209.8218,6403.9411,3038.1458,7206.7746
2018-09-25,2295.8953,4198.2506,6311.2953,3027.255,7178.6162
2018-09-26,2297.7449,4223.0921,6364.2557,3047.6733,7281.1932
2018-09-27,2296.2158,4153.9376,6331.3829,3014.9142,7239.6303
2018-09-28,2312.2603,4184.6291,6401.5882,3049.841,7309.6663
2018-10-08,2252.5856,4014.8331,6138.2489,2946.6556,7016.1292
2018-10-09,2245.3576,3997.8181,6128.0238,2962.3442,7034.5545
2018-10-10,2262.5932,3991.6612,6139.9009,2971.4611,6966.7662
2018-10-11,2142.2878,3693.8538,5842.3971,2783.3725,6627.1413
2018-10-12,2147.5375,3673.552,5923.199,2788.6289,6700.6869
2018-10-15,2117.4768,3632.0271,5841.8784,2739.4453,6606.5856
2018-10-16,2087.5896,3550.072,5837.8802,2685.8145,6503.913
2018-10-17,2112.1864,3591.6036,5877.7127,2705.0301,6494.2362
2018-10-18,2049.9494,3495.2691,5751.1115,2616.5527,6320.1451
2018-10-19,2091.1402,3592.5955,5961.9656,2664.8771,6476.0119
2018-10-22,2172.0361,3775.3806,6226.8905,2781.5311,6764.6626
2018-10-23,2132.6272,3704.6846,6098.3272,2730.5007,6571.8976
2018-10-24,2124.7045,3688.325,6198.187,2729.9037,6511.3753
2018-10-25,2112.3527,3654.8027,6306.8252,2719.0064,6442.9393
2018-10-26,2117.0003,3648.3514,6269.7915,2725.7965,6402.6547
2018-10-29,2085.298,3600.5428,6113.3249,2680.7119,6130.6392
2018-10-30,2103.6376,3619.9261,6244.7618,2706.5714,6165.1074
2018-10-31,2145.4241,3679.379,6269.4467,2743.1871,6322.928
2018-11-01,2148.9873,3726.0596,6273.9391,2748.5801,6397.7712
2018-11-02,2198.9254,3862.4951,6435.7557,2829.5618,6675.0532
2018-11-05,2194.4255,3877.2214,6391.4814,2833.875,6630.2069
2018-11-06,2189.2279,3863.1035,6371.3525,2825.9513,6596.8588
2018-11-07,2178.2244,3852.1685,6314.7439,2810.7542,6581.7088
2018-11-08,2167.5242,3816.3142,6316.4012,2801.1477,6572.1473
2018-11-09,2145.0802,3808.892,6192.6795,2785.3926,6521.3097
2018-11-12,2187.2523,3931.1267,6243.2822,2843.6777,6626.9083
2018-11-13,2209.7885,3992.6099,6307.1861,2878.7802,6761.031
2018-11-14,2202.4044,3978.3565,6245.2652,2869.7059,6700.9858
2018-11-15,2229.7345,4057.2672,6344.4248,2899.7899,6763.4041
2018-11-16,2243.141,4099.4997,6399.5731,2911.1049,6790.8482
2018-11-19,2264.0733,4099.6465,6520.6346,2920.8479,6834.1561
2018-11-20,2210.172,3981.5839,6358.0595,2855.8,6678.9025
2018-11-21,2218.3717,4003.65,6375.9014,2860.6325,6735.1827
2018-11-22,2210.7829,4001.1434,6328.3231,2862.5563,6746.4987
2018-11-23,2153.3158,3838.2583,6195.3073,2757.4926,6560.4984
2018-11-26,2151.3265,3835.4428,6211.7058,2739.641,6536.7062
2018-11-27,2152.7068,3866.0057,6194.3826,2752.6549,6535.7126
2018-11-28,2172.7019,3926.5714,6274.562,2779.5188,6621.1818
2018-11-29,2144.9467,3821.3701,6176.7391,2733.7592,6534.5153
2018-11-30,2164.2255,3853.3868,6232.2685,2758.3145,6599.0742
2018-12-03,2208.8834,3990.2206,6362.2296,2841.946,6836.3802
2018-12-04,2228.3078,4000.4793,6370.3764,2864.5969,6871.9614
2018-12-05,2210.2915,3975.3982,6318.5698,2845.8823,6873.5165
2018-12-06,2177.7915,3884.5117,6219.6941,2797.8326,6688.0071
2018-12-07,2197.2728,3893.8781,6225.1859,2806.6319,6618.3412
2018-12-10,2184.2554,3853.5196,6148.9737,2779.5763,6518.5814
2018-12-11,2186.4806,3886.2496,6179.0721,2795.6384,6575.4521
2018-12-12,2196.4506,3872.984,6202.5935,2805.1991,6593.8971
2018-12-13,2241.5049,3912.8911,6269.4114,2833.8787,6702.5371
2018-12-14,2211.2437,3810.1521,6156.8605,2775.7675,6572.5948
2018-12-17,2225.5452,3793.2846,6169.8482,2775.1398,6530.3755
2018-12-18,2212.9727,3767.1809,6087.4233,2757.1255,6490.1725
2018-12-19,2200.018,3712.1422,6035.1789,2722.7814,6382.9119
2018-12-20,2181.7905,3730.5393,5981.1765,2721.7882,6378.6801
2018-12-21,2171.1598,3706.9458,5895.4756,2702.6157,6299.6793
2018-12-24,2170.943,3751.122,5874.2242,2721.3058,6371.5862
2018-12-25,2146.9284,3726.4783,5831.0548,2683.7489,6336.2264
2018-12-26,2145.3965,3705.8684,5797.8249,2677.0799,6312.9766
2018-12-27,2137.9623,3653.4801,5780.5625,2642.3788,6265.1443
2018-12-28,2158.2507,3647.9645,5823.8572,2643.2532,6322.6448
2019-01-02,2138.1442,3638.3877,5749.9901,2614.9186,6241.7227
2019-01-03,2133.542,3608.357,5805.3965,2604.3696,6164.9211
2019-01-04,2167.1848,3705.8578,5982.8932,2657.9142,6300.0689
2019-01-07,2188.5976,3798.3491,5975.5787,2705.4442,6361.523
2019-01-08,2197.4456,3791.235,5949.4663,2698.8965,6353.0831
2019-01-09,2193.0695,3796.7337,5998.7914,2716.9098,6442.5955
2019-01-10,2179.6176,3800.9383,5971.8722,2712.3856,6430.6238
2019-01-11,2190.8983,3831.8134,6018.9255,2733.1012,6478.1293
2019-01-14,2175.9607,3797.154,5971.3399,2725.501,6418.7548
2019-01-15,2194.5018,3857.1095,6064.456,2749.4523,6581.5318
2019-01-16,2192.7083,3846.4385,6065.872,2742.323,6601.6346
2019-01-17,2180.7917,3802.7392,6035.02,2723.4096,6567.7363
2019-01-18,2212.7533,3831.3427,6133.0274,2752.4852,6681.1774
2019-01-21,2218.1874,3861.0918,6142.1266,2772.4281,6727.2025
2019-01-22,2191.5113,3807.3799,6084.4907,2742.4301,6626.9503
2019-01-23,2194.2006,3804.7696,6078.723,2749.2265,6634.3005
2019-01-24,2188.6712,3839.0222,6134.4907,2748.6183,6670.0685
2019-01-25,2186.0191,3822.8132,6196.7068,2745.8216,6675.7649
2019-01-28,2184.0632,3809.1347,6187.7875,2732.6671,6653.6
2019-01-29,2182.8218,3740.5181,6206.9322,2702.6891,6657.9249
2019-01-30,2160.3944,3687.6967,6178.1423,2675.6782,6567.6341
2019-01-31,2159.3194,3647.2434,6267.651,2648.0349,6577.2165
2019-02-01,2186.1717,3764.9787,6319.9812,2709.5678,6713.991
2019-02-11,2216.0441,3887.0976,6372.381,2766.3661,6928.181
2019-02-12,2236.4066,3933.2385,6391.3625,2802.8485,7005.6467
2019-02-13,2264.0275,4034.4752,6511.3646,2851.5177,7102.7891
2019-02-14,2258.7832,4059.3119,6492.5719,2860.4426,7162.3631
2019-02-15,2249.011,4043.04,6357.2216,2835.6773,7082.7656
2019-02-18,2296.5051,4204.9081,6554.2014,2926.3092,7309.3184
2019-02-19,2299.7873,4218.0264,6576.7296,2926.594,7271.068
2019-02-20,2301.5129,4227.9609,6609.7616,2938.1419,7270.282
2019-02-21,2285.1542,4230.6608,6588.4255,2928.0939,7250.0586
2019-02-22,2311.2924,4362.1471,6811.2657,2972.8991,7327.995
2019-02-25,2412.5626,4614.168,7332.4884,3122.705,7622.2598
2019-02-26,2430.1324,4597.7317,7178.5793,3124.1266,7585.2924
2019-02-27,2429.1332,4551.989,7236.9649,3105.4268,7570.8419
2019-02-28,2419.7039,4563.8002,7148.8179,3113.8577,7645.2835
2019-03-01,2439.4301,4600.5308,7353.5993,3141.3038,7770.1292
2019-03-04,2467.7698,4699.4565,7430.5566,3187.3959,7918.4905
2019-03-05,2504.5703,4850.64,7448.354,3242.7302,8031.2797
2019-03-06,2544.4492,4929.0139,7568.1681,3302.9816,8084.1666
2019-03-07,2554.6077,4990.8808,7538.0708,3327.4091,8024.2072
2019-03-08,2437.7679,4825.2662,7159.3677,3174.8035,7789.9577
2019-03-11,2508.4805,5024.2122,7223.778,3289.45,8051.0583
2019-03-12,2544.771,5137.6816,7276.5735,3335.5712,8134.456
2019-03-13,2502.493,4969.5716,7294.8535,3275.5519,8026.1959
2019-03-14,2462.1232,4827.5253,7222.766,3218.1377,7916.322
2019-03-15,2493.5133,4858.0635,7312.4488,3267.3438,8071.9103
2019-03-18,2561.8795,4971.768,7473.472,3350.4238,8370.2893
2019-03-19,2565.4073,5008.3019,7440.7388,3348.6289,8325.8582
2019-03-20,2567.5458,4980.6554,7499.1849,3342.1302,8303.4968
2019-03-21,2576.7876,5044.7927,7502.776,3365.3488,8328.3105
2019-03-22,2597.2832,5050.3166,7463.5471,3377.4608,8383.5661
2019-03-25,2554.656,5005.6895,7246.2005,3334.5217,8252.2404
2019-03-26,2503.5221,4861.9438,7166.3643,3254.7471,8156.743
2019-03-27,2508.3195,4861.3835,7238.0559,3285.1754,8319.8913
2019-03-28,2490.4731,4818.0593,7164.7745,3243.9954,8290.1003
2019-03-29,2545.4161,4963.4002,7505.522,3327.5927,8585.4222
2019-04-01,2602.0327,5166.6187,7667.3642,3445.3866,8847.5199
2019-04-02,2597.3105,5186.9373,7684.791,3475.328,8798.4053
2019-04-03,2641.7723,5228.5698,7819.7641,3514.5983,8858.4993
2019-04-04,2656.9608,5228.5188,7879.5503,3563.8048,8952.2373
2019-04-08,2643.3403,5150.1385,7853.9204,3596.7949,8947.4549
2019-04-09,2646.0271,5172.4901,7867.635,3577.5228,9084.9611
2019-04-10,2651.4882,5148.9718,7825.8103,3579.0879,9200.7363
2019-04-11,2617.6198,5038.6422,7716.2241,3511.6449,8946.699
2019-04-12,2642.3394,5039.3835,7711.0754,3496.4994,8912.1331
2019-04-15,2629.6645,4998.6903,7705.0857,3462.4686,8855.1678
2019-04-16,2672.4426,5132.9286,7960.5395,3530.8648,9000.7897
2019-04-17,2666.9943,5164.0019,7901.9147,3579.1951,9067.1903
2019-04-18,2658.7827,5139.0188,7848.3032,3557.7531,9052.5309
2019-04-19,2677.5782,5182.7865,7952.8809,3585.6063,9138.6992
2019-04-22,2642.1496,5118.7614,7728.3385,3527.9729,9029.9673
2019-04-23,2609.4034,5023.4609,7755.8644,3463.8133,9017.3595
2019-04-24,2614.4907,5094.397,7760.9055,3490.548,9056.9762
2019-04-25,2538.2621,4899.1634,7608.0394,3354.4959,8854.4262
2019-04-26,2494.5278,4856.2007,7537.1721,3294.5219,8711.7127
2019-04-29,2474.4029,4680.5018,7548.6763,3208.2929,8706.3556
2019-04-30,2499.767,4690.6858,7571.9396,3242.8205,8787.7538
2019-05-06,2357.0648,4321.5215,7161.816,3012.2813,8240.7575
2019-05-07,2383.1,4367.472,7202.1967,3046.5285,8386.1421
2019-05-08,2358.5112,4356.814,7083.0578,3029.2242,8283.1659
2019-05-09,2331.1236,4319.8986,6946.3329,2996.8487,8124.4545
2019-05-10,2397.2011,4499.6472,7195.3533,3093.4723,8433.4551
2019-05-13,2380.357,4437.21,7064.4838,3057.535,8382.392
2019-05-14,2358.6204,4415.0981,7022.2623,3035.957,8307.2976
2019-05-15,2394.6468,4504.0073,7156.3948,3097.2589,8572.8727
2019-05-16,2412.3541,4515.8042,7172.7469,3129.3528,8621.4733
2019-05-17,2351.6195,4363.2741,6999.7441,3021.123,8398.072
2019-05-20,2329.9818,4370.1362,6992.165,2998.5859,8238.473
2019-05-21,2362.9017,4457.8849,7061.926,3048.4825,8373.358
2019-05-22,2345.7428,4458.7259,7019.1961,3024.8803,8329.8721
2019-05-23,2319.5969,4336.6875,6958.4764,2968.5609,8111.1187
2019-05-24,2317.649,4286.1225,6989.8782,2957.9512,8112.7932
2019-05-27,2349.4361,4425.7127,7070.3475,3023.3273,8234.6728
2019-05-28,2363.6332,4432.095,7123.1104,3033.4538,8330.3138
2019-05-29,2354.9252,4444.7991,7119.1353,3035.4782,8321.6098
2019-05-30,2355.5997,4408.8897,7073.8979,3020.454,8293.5209
2019-05-31,2361.4811,4417.634,7053.4818,3009.5837,8272.6936
2019-06-03,2359.1699,4375.956,7060.93,2971.1439,8232.3608
2019-06-04,2340.9238,4311.9778,7019.8566,2934.6863,8097.4177
2019-06-05,2341.0051,4320.4994,7047.3866,2932.9359,8039.9375
2019-06-06,2312.7786,4207.2595,7011.4898,2883.2333,7901.1284
2019-06-10,2339.6199,4274.7726,7084.4891,2911.1584,7997.8457
2019-06-11,2409.0177,4432.3904,7272.906,3006.1402,8304.1753
2019-06-12,2397.8499,4410.7127,7223.4929,2991.8232,8235.0436
2019-06-13,2393.2092,4431.183,7224.3915,3006.0686,8240.1345
2019-06-14,2365.1636,4337.8244,7172.6745,2957.1159,8156.3944
2019-06-17,2370.4271,4325.6982,7199.5351,2959.8753,8138.399
2019-06-18,2375.1841,4326.1752,7222.8611,2954.8584,8181.4715
2019-06-19,2402.3077,4405.2042,7333.7253,2988.89,8280.4717
2019-06-20,2440.4023,4486.1795,7607.3458,3038.1978,8478.1997
2019-06-21,2446.3245,4578.348,7601.8198,3078.5241,8499.1045
2019-06-24,2442.1892,4567.0596,7604.4783,3082.075,8548.3512
2019-06-25,2423.0656,4514.71,7500.0601,3057.56,8483.6662
2019-06-26,2424.369,4517.1092,7443.3628,3055.9425,8514.9468
2019-06-27,2431.5693,4570.4611,7526.4114,3073.337,8612.5518
2019-06-28,2426.3944,4515.9852,7505.0003,3042.8297,8580.7226
2019-07-01,2470.5396,4686.8676,7666.1137,3118.8582,8879.7995
2019-07-02,2460.8901,4665.3063,7642.5193,3127.1588,8941.9331
2019-07-03,2454.4644,4606.5204,7603.8513,3103.2153,8792.2102
2019-07-04,2453.4344,4582.4274,7597.3881,3094.7687,8695.4269
2019-07-05,2458.8395,4598.1487,7601.4905,3102.2662,8827.2147
2019-07-08,2394.2777,4432.9602,7428.9718,3004.2337,8648.507
2019-07-09,2388.6666,4437.6124,7410.7424,3016.3149,8650.231
2019-07-10,2378.281,4422.0446,7389.6278,2990.9051,8648.3287
2019-07-11,2379.3469,4407.3221,7409.8715,2998.8038,8642.0407
2019-07-12,2390.3771,4416.9975,7488.1185,3011.6345,8687.6645
2019-07-15,2403.3941,4484.0581,7510.6143,3035.9713,8710.7959
2019-07-16,2406.6502,4492.929,7492.6854,3043.5264,8641.1731
2019-07-17,2407.1153,4498.6615,7485.3001,3049.8271,8616.0881
2019-07-18,2391.2499,4411.878,7444.029,3004.0114,8501.5685
2019-07-19,2409.0617,4433.5669,7571.363,3023.0671,8546.8138
2019-07-22,2383.7679,4348.0103,7501.6449,2974.511,8461.6118
2019-07-23,2404.3246,4409.4601,7497.267,3002.1002,8479.9253
2019-07-24,2416.5716,4484.6878,7555.283,3034.3402,8519.9171
2019-07-25,2425.4479,4528.5874,7620.4657,3033.2331,8581.239
2019-07-26,2441.0485,4530.8333,7621.3619,3040.8699,8594.7481
2019-07-29,2447.3537,4542.7708,7574.2181,3039.1483,8612.556
2019-07-30,2450.5653,4552.8679,7628.4835,3056.226,8641.121
2019-07-31,2432.3366,4540.0503,7536.2366,3039.9306,8573.1658
2019-08-01,2424.5492,4524.3277,7459.6504,3023.0373,8509.387
2019-08-02,2398.2233,4452.845,7330.6821,2979.2686,8435.0458
2019-08-05,2359.5894,4396.887,7187.9094,2938.0125,8312.9566
2019-08-06,2314.069,4298.384,7125.9588,2861.451,8209.261
2019-08-07,2306.7191,4274.4724,7083.5545,2864.1078,8180.9357
2019-08-08,2324.2543,4317.7821,7173.8029,2882.6638,8279.3149
2019-08-09,2303.0595,4258.0305,7127.0361,2853.7367,8180.4004
2019-08-12,2325.8707,4359.4324,7248.7973,2889.6227,8329.4767
2019-08-13,2315.8302,4328.7225,7157.0482,2877.7141,8299.3615
2019-08-14,2321.0079,4361.1451,7150.6638,2890.1979,8388.4401
2019-08-15,2325.8713,4402.7372,7174.7763,2897.1989,8399.3617
2019-08-16,2329.2714,4428.763,7190.2143,2901.0717,8484.1879
2019-08-19,2386.8459,4594.2388,7365.6264,2968.9802,8631.0895
2019-08-20,2381.7728,4596.732,7342.2791,2970.0019,8660.6356
2019-08-21,2382.4259,4609.5131,7332.0861,2964.8873,8634.0193
2019-08-22,2385.1021,4622.953,7324.5921,2963.897,8733.3838
2019-08-23,2382.6719,4615.1534,7382.8489,2958.5568,8814.514
2019-08-26,2357.4929,4573.967,7247.7476,2936.6242,8747.3844
2019-08-27,2391.0868,4657.7122,7307.7892,2990.7071,8896.9116
2019-08-28,2381.8133,4642.5,7246.2186,2989.1987,8919.816
2019-08-29,2368.2445,4656.251,7188.5506,2986.6088,8919.7516
2019-08-30,2345.5171,4598.8881,7187.1903,2964.4557,8959.1711
2019-09-02,2375.7882,4741.2969,7266.5091,3021.0163,9054.2021
2019-09-03,2389.5073,4806.5095,7259.687,3031.314,9040.2628
2019-09-04,2419.8685,4835.7428,7383.2366,3062.3717,9032.0145
2019-09-05,2424.0083,4897.2621,7488.488,3088.2876,9070.5264
2019-09-06,2430.883,4927.9634,7548.8384,3102.2547,9065.9258
2019-09-09,2448.3488,5077.8813,7571.7454,3157.8119,9101.9319
2019-09-10,2447.9593,5044.3873,7547.5664,3158.5471,9135.4472
2019-09-11,2437.2843,4991.9215,7583.4154,3152.2245,8950.9651
2019-09-12,2455.115,5015.7017,7687.0318,3166.5211,9025.3636
2019-09-16,2452.2769,5049.8411,7618.4793,3175.0429,9022.2715
2019-09-17,2403.2715,4931.5663,7479.3803,3107.5478,8904.6789
2019-09-18,2411.0616,4928.1176,7488.5388,3099.5036,9022.2716
2019-09-19,2415.179,5001.2173,7499.9315,3124.9697,9066.9881
2019-09-20,2420.6173,5011.7534,7503.1944,3133.0372,9099.9685
2019-09-23,2392.0119,4984.8952,7410.3357,3105.4201,8985.375
