开始日期,2010-01-01,,,,
截止日期,当前日期,,,,
收盘价,close,,,,
日期,稳定(风格.中信),成长(风格.中信),金融(风格.中信),周期(风格.中信),消费(风格.中信)
Date,CI005921.WI,CI005920.WI,CI005917.WI,CI005918.WI,CI005919.WI
2013-12-19,1460.3064,3242.288,3465.6984,2172.0988,4287.9871
2013-12-20,1438.7521,3191.9594,3363.9152,2131.4145,4250.4208
2013-12-23,1434.0985,3181.8289,3366.2267,2129.9501,4276.4159
2013-12-24,1439.1351,3216.5371,3367.0256,2144.5224,4291.6858
2013-12-25,1445.5314,3274.7486,3391.573,2167.902,4332.3733
2013-12-26,1418.4279,3210.0861,3339.8333,2127.623,4260.9316
2013-12-27,1436.2062,3271.6048,3404.3159,2165.2466,4324.3964
2013-12-30,1433.7241,3291.5028,3396.1108,2168.0325,4337.3685
2013-12-31,1442.8713,3292.798,3460.9462,2177.6419,4368.8569
2014-01-02,1442.8759,3334.2667,3431.5808,2188.8449,4384.8506
2014-01-03,1423.8677,3345.3541,3363.5142,2172.1429,4344.3501
2014-01-06,1379.2997,3254.1209,3313.3687,2109.3297,4229.6495
2014-01-07,1380.1615,3288.115,3300.0749,2120.3166,4255.6537
2014-01-08,1372.2297,3337.2339,3311.0571,2117.7855,4279.6686
2014-01-09,1359.3455,3292.8503,3290.7354,2081.6337,4236.5948
2014-01-10,1344.8003,3227.1214,3272.1111,2051.7903,4194.0235
2014-01-13,1342.7114,3207.9319,3256.8492,2048.7923,4173.2909
2014-01-14,1354.8107,3265.9374,3275.2477,2083.2566,4250.179
2014-01-15,1352.0325,3310.929,3249.9811,2085.9239,4283.9866
2014-01-16,1357.2617,3298.5398,3261.5537,2087.0661,4285.6619
2014-01-17,1337.015,3271.7226,3230.2192,2054.3274,4216.4159
2014-01-20,1328.7312,3237.8123,3212.328,2039.7759,4197.9198
2014-01-21,1342.5996,3301.1087,3248.6782,2064.0975,4242.7333
2014-01-22,1374.2439,3379.9776,3334.0999,2115.6442,4352.6001
2014-01-23,1371.7168,3429.8644,3296.7339,2117.3088,4368.648
2014-01-24,1380.947,3481.162,3319.5323,2137.3065,4417.6719
2014-01-27,1364.505,3466.7001,3264.0367,2124.4753,4400.2005
2014-01-28,1368.4864,3447.5002,3289.0002,2121.2889,4384.6917
2014-01-29,1372.1167,3502.8142,3311.7196,2128.9285,4404.665
2014-01-30,1366.2914,3491.8722,3274.844,2108.4632,4359.9878
2014-02-07,1373.939,3574.9582,3269.5337,2137.7155,4417.8013
2014-02-10,1400.7585,3673.0519,3330.5882,2209.3873,4538.6034
2014-02-11,1412.8218,3651.4629,3380.8051,2220.8768,4550.6785
2014-02-12,1419.8603,3693.6374,3385.8144,2241.0585,4587.9666
2014-02-13,1408.6251,3599.5488,3388.7115,2218.9421,4523.7609
2014-02-14,1430.8839,3663.3708,3392.2148,2253.8362,4606.4154
2014-02-17,1438.2124,3758.677,3396.4894,2295.1647,4677.9601
2014-02-18,1428.6768,3744.7899,3333.9529,2286.6351,4672.4041
2014-02-19,1433.862,3732.855,3396.1844,2295.9985,4697.5305
2014-02-20,1432.3889,3666.908,3340.6057,2278.9536,4636.7138
2014-02-21,1414.3193,3665.0652,3306.7765,2258.7212,4608.9805
2014-02-24,1389.978,3683.6132,3211.1011,2240.1135,4586.7369
2014-02-25,1361.0667,3516.9611,3151.1439,2158.8021,4427.8995
2014-02-26,1362.3904,3516.9741,3158.5364,2183.8271,4439.8793
2014-02-27,1363.0306,3447.5041,3172.2007,2168.1719,4350.7928
2014-02-28,1373.1106,3490.2845,3205.1918,2190.8933,4407.552
2014-03-03,1399.267,3572.5881,3187.1421,2229.9918,4482.2218
2014-03-04,1394.0965,3564.9131,3208.9069,2222.4074,4455.7635
2014-03-05,1387.2785,3552.2371,3168.4932,2210.9007,4442.2402
2014-03-06,1389.5194,3541.5291,3216.3968,2208.8974,4439.0497
2014-03-07,1383.1279,3520.3296,3190.7699,2210.2026,4449.5033
2014-03-10,1342.3965,3378.2745,3088.237,2128.4599,4306.4738
2014-03-11,1341.4814,3364.5823,3107.1102,2127.7133,4334.7475
2014-03-12,1340.3641,3353.2948,3130.8537,2126.5639,4322.3823
2014-03-13,1355.5845,3406.0167,3166.0893,2149.6653,4395.2047
2014-03-14,1342.2576,3398.8567,3143.5319,2140.5792,4361.3415
2014-03-17,1355.1869,3482.3311,3164.8837,2181.4421,4429.1276
2014-03-18,1363.7934,3502.149,3143.5568,2184.0868,4454.167
2014-03-19,1364.9814,3471.2118,3128.5214,2183.9057,4416.5257
2014-03-20,1345.2102,3355.5184,3108.016,2130.7443,4302.666
2014-03-21,1378.0333,3416.4071,3253.4698,2176.8668,4381.4289
2014-03-24,1397.5183,3403.8292,3301.7773,2194.9265,4388.7013
2014-03-25,1412.3024,3404.928,3279.5854,2196.2027,4392.0104
2014-03-26,1405.8175,3425.7017,3267.5407,2201.5668,4403.1986
2014-03-27,1396.4855,3332.0461,3277.1385,2167.49,4328.8133
2014-03-28,1393.9835,3235.3312,3281.3907,2137.8958,4253.0898
2014-03-31,1385.5243,3216.3634,3265.6484,2125.7658,4244.9532
2014-04-01,1396.1724,3279.3214,3281.6949,2153.2534,4312.5271
2014-04-02,1401.7737,3257.9799,3334.0324,2157.6987,4296.7645
2014-04-03,1386.6709,3265.077,3298.411,2152.8301,4288.3247
2014-04-04,1397.6772,3315.4926,3327.7638,2174.4134,4338.3053
2014-04-08,1414.8537,3353.7067,3418.3385,2204.8297,4409.0602
2014-04-09,1418.968,3401.2504,3403.1306,2219.5664,4442.4554
2014-04-10,1442.6174,3423.9436,3474.4626,2234.3525,4463.0162
2014-04-11,1445.9089,3398.0016,3456.7202,2223.0879,4487.3745
2014-04-14,1445.8222,3421.6574,3443.2135,2239.1942,4500.7172
2014-04-15,1432.5998,3402.9015,3370.9564,2213.6114,4455.3286
2014-04-16,1436.0614,3394.2428,3386.3258,2213.8022,4455.3399
2014-04-17,1431.7969,3401.033,3368.3868,2211.8617,4446.8746
2014-04-18,1432.3746,3413.9825,3368.5131,2217.2843,4458.2604
2014-04-21,1409.081,3365.952,3307.9441,2181.2386,4382.1218
2014-04-22,1412.8939,3332.224,3350.8786,2165.1902,4361.7425
2014-04-23,1409.8315,3320.814,3338.4261,2160.5209,4360.0467
2014-04-24,1401.4001,3289.1496,3345.8037,2143.4952,4318.2393
2014-04-25,1385.26,3214.865,3327.2917,2105.0193,4219.9887
2014-04-28,1359.5822,3111.6412,3284.5915,2040.5608,4105.829
2014-04-29,1372.3278,3159.2339,3314.4044,2065.8589,4169.7559
2014-04-30,1389.0228,3186.6273,3306.9248,2075.3366,4209.9425
2014-05-05,1395.9909,3227.0746,3291.6215,2089.4683,4239.5652
2014-05-06,1400.9342,3259.4125,3287.1599,2100.5915,4249.5977
2014-05-07,1386.5524,3198.9522,3269.0184,2068.3034,4177.7074
2014-05-08,1390.2688,3191.0392,3278.0278,2070.128,4171.2593
2014-05-09,1381.1904,3156.6478,3274.8198,2059.4365,4143.5758
2014-05-12,1409.2543,3240.0749,3335.1866,2124.7469,4213.8277
2014-05-13,1411.5046,3237.4519,3332.5806,2113.082,4212.8671
2014-05-14,1409.0955,3237.9929,3338.0383,2110.2993,4205.9503
2014-05-15,1393.5783,3171.243,3299.3042,2069.4952,4139.3611
2014-05-16,1399.6547,3152.7796,3301.6927,2069.9443,4128.3256
2014-05-19,1386.7332,3136.8231,3246.5302,2057.2894,4086.0077
2014-05-20,1388.3767,3157.993,3252.4389,2059.7604,4092.9824
2014-05-21,1399.2212,3193.0672,3279.2032,2079.7442,4133.8906
2014-05-22,1396.4546,3198.6075,3284.2616,2072.3874,4129.266
2014-05-23,1402.9294,3248.3803,3322.3061,2086.6344,4167.3159
2014-05-26,1407.5044,3289.414,3322.3968,2109.1695,4223.9739
2014-05-27,1404.2795,3270.1186,3313.6491,2102.5166,4203.4417
2014-05-28,1411.1623,3338.5243,3350.2545,2121.0393,4250.8218
2014-05-29,1400.4157,3291.4975,3328.0025,2097.2225,4224.6389
2014-05-30,1400.0083,3317.9429,3323.124,2101.0313,4225.853
2014-06-03,1399.877,3311.4196,3316.5678,2099.3326,4200.0629
2014-06-04,1387.6592,3289.2877,3281.6763,2083.2571,4154.7916
2014-06-05,1399.1568,3341.2472,3322.9612,2103.0923,4212.756
2014-06-06,1392.4794,3327.1278,3298.5613,2095.8859,4198.4132
2014-06-09,1387.9911,3293.5316,3306.8305,2086.4376,4194.3565
2014-06-10,1402.3292,3352.3731,3352.3466,2112.0325,4236.7792
2014-06-11,1404.9971,3379.5064,3340.5373,2120.6852,4255.7504
2014-06-12,1402.8658,3378.2627,3328.0373,2118.3522,4246.5023
2014-06-13,1409.5828,3421.1578,3374.42,2145.1936,4282.3353
2014-06-16,1420.5849,3453.812,3401.5768,2162.3051,4293.508
2014-06-17,1408.4341,3425.8458,3371.4411,2141.8083,4242.8467
2014-06-18,1399.9934,3408.3499,3353.8779,2133.1243,4207.4041
2014-06-19,1376.4939,3298.4626,3306.077,2080.6363,4126.5292
2014-06-20,1383.6379,3337.4838,3327.9271,2101.1449,4149.7492
2014-06-23,1381.376,3386.105,3314.5699,2117.9319,4170.0107
2014-06-24,1388.7987,3413.5033,3327.6702,2135.3203,4210.8271
2014-06-25,1383.6405,3385.9939,3313.568,2127.7704,4198.5689
2014-06-26,1395.91,3440.215,3338.6205,2153.3431,4248.668
2014-06-27,1404.8615,3460.9096,3334.1698,2169.8822,4273.8107
2014-06-30,1412.1604,3509.8469,3353.5025,2189.2887,4305.2172
2014-07-01,1417.4276,3539.2511,3349.737,2199.9967,4309.0518
2014-07-02,1426.4514,3557.8476,3364.0108,2212.9331,4324.06
2014-07-03,1437.8456,3569.2053,3381.2103,2232.1619,4360.8008
2014-07-04,1433.1244,3559.8189,3390.79,2228.4644,4355.2796
2014-07-07,1431.0737,3556.372,3403.8308,2225.9604,4337.7569
2014-07-08,1443.1054,3585.5892,3406.0851,2240.7158,4355.748
2014-07-09,1426.2246,3527.4932,3357.925,2209.3293,4279.0027
2014-07-10,1435.6784,3506.0829,3355.9499,2213.3247,4277.2284
2014-07-11,1445.3767,3529.1266,3374.0354,2239.2707,4304.4466
2014-07-14,1464.1437,3568.3293,3405.7194,2277.0931,4364.9792
2014-07-15,1463.3499,3543.2713,3399.8411,2273.6777,4388.5794
2014-07-16,1483.1714,3479.1337,3399.6741,2257.2949,4362.212
2014-07-17,1471.019,3457.7885,3387.0302,2245.8513,4334.5034
2014-07-18,1476.0878,3451.3524,3412.9634,2247.197,4365.6812
2014-07-21,1472.6445,3447.6529,3405.8401,2243.6094,4375.005
2014-07-22,1483.9296,3498.0583,3449.3418,2282.3367,4419.0783
2014-07-23,1488.6051,3447.9987,3473.1472,2273.0135,4380.8255
2014-07-24,1499.8683,3419.4351,3573.2632,2282.0834,4391.484
2014-07-25,1513.2626,3465.4183,3603.5443,2310.1427,4424.2468
2014-07-28,1536.7516,3539.3788,3744.0371,2353.8437,4513.6368
2014-07-29,1541.7502,3590.0945,3771.2471,2372.916,4531.7758
2014-07-30,1536.2014,3614.8876,3742.7522,2381.8485,4547.9427
2014-07-31,1545.4349,3638.81,3797.6151,2407.395,4603.6675
2014-08-01,1536.7869,3585.2372,3743.9383,2383.0515,4591.002
2014-08-04,1562.0059,3638.7128,3832.6083,2430.3799,4650.5861
2014-08-05,1567.6206,3674.7842,3801.0392,2443.76,4662.9999
2014-08-06,1566.3311,3701.5136,3771.9653,2467.8524,4656.9137
2014-08-07,1546.1604,3672.0713,3712.4057,2438.9082,4599.7189
2014-08-08,1549.9085,3707.5078,3712.9907,2453.1668,4627.1038
2014-08-11,1569.8398,3763.0925,3773.3597,2492.7742,4698.4669
2014-08-12,1574.5314,3784.667,3750.0656,2500.0355,4708.0755
2014-08-13,1581.8729,3771.1527,3759.123,2501.3509,4714.5493
2014-08-14,1574.0169,3747.2943,3721.2122,2486.3442,4675.4599
2014-08-15,1587.9895,3792.3246,3767.1576,2512.8502,4730.8086
2014-08-18,1603.4205,3858.6088,3776.4592,2545.8131,4794.2341
2014-08-19,1601.0396,3884.7026,3770.5282,2555.9587,4802.2912
2014-08-20,1605.9916,3866.9595,3755.8722,2549.3577,4813.4145
2014-08-21,1597.734,3887.6793,3726.2576,2547.4862,4813.8046
2014-08-22,1616.7222,3917.644,3749.8783,2558.7876,4842.3084
2014-08-25,1612.6066,3887.0616,3702.3692,2537.6999,4804.1552
2014-08-26,1596.3678,3809.0292,3687.6978,2492.0549,4731.1894
2014-08-27,1596.0705,3843.8271,3683.9009,2503.328,4737.9956
2014-08-28,1578.8626,3803.3737,3652.7552,2485.8152,4700.9013
2014-08-29,1598.4199,3867.1917,3694.0132,2509.4881,4750.0765
2014-09-01,1616.7493,3955.6621,3710.6869,2548.3477,4809.8039
2014-09-02,1642.4301,4025.1075,3769.4393,2585.2425,4873.2019
2014-09-03,1655.2484,4057.425,3800.2527,2611.1099,4919.5061
2014-09-04,1680.1609,4101.8587,3841.5556,2627.7101,4944.902
2014-09-05,1703.139,4116.8405,3865.7194,2654.07,4973.2424
2014-09-09,1709.8799,4134.8707,3839.1875,2673.8506,5002.3265
2014-09-10,1715.0523,4153.8639,3808.0745,2681.0001,5007.5814
2014-09-11,1716.0583,4152.9067,3802.256,2669.4415,4993.3637
2014-09-12,1741.0128,4198.443,3821.0163,2705.9319,5030.0778
2014-09-15,1750.5514,4235.9104,3810.8597,2729.6347,5065.7127
2014-09-16,1722.5941,4065.4365,3756.4348,2642.7933,4915.5753
2014-09-17,1738.4355,4083.8512,3776.0594,2662.1029,4967.092
2014-09-18,1741.8382,4108.4651,3790.5072,2678.965,5004.0184
2014-09-19,1752.3776,4160.9337,3814.5675,2702.9413,5048.3039
2014-09-22,1730.1545,4107.2218,3737.027,2661.7227,4968.7323
2014-09-23,1745.6093,4176.7673,3771.5541,2693.5417,5023.0905
2014-09-24,1771.8277,4245.6211,3849.9283,2737.9957,5081.8548
2014-09-25,1779.3067,4256.6081,3828.7959,2738.9561,5072.4495
2014-09-26,1785.8509,4264.1425,3823.9628,2752.0123,5094.2795
2014-09-29,1800.249,4311.156,3836.8076,2781.3336,5124.4824
2014-09-30,1811.8353,4350.6842,3840.2905,2795.9168,5142.5624
2014-10-08,1833.5225,4410.7488,3884.3484,2832.1588,5230.0094
2014-10-09,1843.8842,4421.8804,3882.6589,2853.2051,5229.1779
2014-10-10,1829.6586,4394.43,3877.4924,2835.4126,5202.3691
2014-10-13,1818.5111,4381.8944,3859.7223,2840.3359,5182.1872
2014-10-14,1816.4068,4364.7967,3844.804,2831.9612,5165.99
2014-10-15,1825.046,4375.7983,3886.2802,2841.2618,5213.8754
2014-10-16,1813.0765,4295.7258,3862.2665,2799.9435,5151.9936
2014-10-17,1787.1765,4256.861,3865.4183,2775.4994,5114.1735
2014-10-20,1807.4774,4325.8831,3882.2899,2808.4067,5166.6682
2014-10-21,1801.7654,4281.5899,3853.7496,2777.8581,5120.5163
2014-10-22,1783.3773,4239.5298,3837.8475,2745.5363,5051.6388
2014-10-23,1756.4452,4175.2194,3811.2661,2700.0951,4970.9457
2014-10-24,1761.3294,4183.6644,3805.78,2699.3319,4977.6682
2014-10-27,1757.6569,4216.2102,3734.2601,2714.5527,5002.2284
2014-10-28,1815.1416,4331.5499,3816.036,2788.0465,5094.7832
2014-10-29,1862.5835,4380.562,3893.6289,2830.0864,5149.3458
2014-10-30,1924.0486,4369.3809,3916.1794,2836.3696,5146.0884
2014-10-31,1924.8053,4346.677,4029.1728,2844.0788,5159.2288
2014-11-03,1964.8686,4381.0993,4016.149,2876.564,5189.8142
2014-11-04,1996.9164,4350.097,3998.0046,2885.183,5131.7656
2014-11-05,1985.2527,4340.5885,4000.8513,2871.6576,5120.9281
2014-11-06,1996.3862,4386.8035,4002.8701,2885.2967,5146.3074
2014-11-07,1971.4411,4348.1347,4043.8791,2850.7001,5104.0674
2014-11-10,2036.6019,4367.7444,4151.7493,2896.9423,5178.9762
2014-11-11,1981.9751,4227.831,4203.3579,2817.7502,5058.5939
2014-11-12,2017.2311,4296.4679,4270.4716,2864.7084,5139.7786
2014-11-13,2006.4824,4217.5967,4246.4419,2841.8683,5089.2754
2014-11-14,1994.48,4207.5466,4234.5608,2831.3577,5107.2356
2014-11-17,2009.9985,4265.5684,4176.9964,2853.864,5148.9366
2014-11-18,2007.1221,4285.9195,4115.8124,2852.9539,5138.0329
2014-11-19,1997.7844,4331.2787,4107.6306,2856.7335,5160.389
2014-11-20,2000.3728,4307.19,4132.1981,2855.0881,5146.4923
2014-11-21,2026.872,4357.4492,4255.3457,2885.0201,5193.618
2014-11-24,2076.8126,4415.8023,4408.4862,2926.97,5242.5093
2014-11-25,2109.1291,4502.922,4447.989,2983.0945,5306.2462
2014-11-26,2121.465,4533.4762,4583.348,2992.8207,5318.6972
2014-11-27,2116.9356,4554.806,4708.6678,3013.8214,5345.6896
2014-11-28,2133.885,4548.6671,4900.9279,3019.8968,5335.8669
2014-12-01,2125.1392,4508.5014,4888.0067,3011.2091,5356.8942
2014-12-02,2163.1827,4567.7637,5193.1716,3054.2586,5417.2477
2014-12-03,2182.3311,4649.7894,5218.267,3105.6528,5491.0318
2014-12-04,2238.1466,4734.0036,5569.4211,3174.9171,5602.1319
2014-12-05,2189.8259,4661.0883,5735.8542,3094.8658,5465.645
2014-12-08,2319.9563,4698.6022,6021.4115,3140.9461,5506.576
2014-12-09,2259.5385,4451.8465,5639.8928,3004.6542,5339.3085
2014-12-10,2392.0622,4632.8747,5783.4561,3115.7043,5559.8442
2014-12-11,2430.6638,4685.6493,5620.0227,3170.656,5585.3264
2014-12-12,2451.4089,4754.6901,5632.5809,3186.9366,5619.5535
2014-12-15,2520.1885,4841.9621,5645.4406,3212.431,5714.7108
2014-12-16,2535.5012,4830.9648,5983.454,3224.6383,5679.2226
2014-12-17,2554.3466,4761.3305,6264.1284,3190.0324,5588.3397
2014-12-18,2603.4584,4795.4972,6101.2301,3199.8566,5591.7915
2014-12-19,2735.8974,4724.8526,6099.3565,3227.3465,5528.3987
2014-12-22,2706.5865,4489.0651,6162.266,3135.3717,5408.1547
2014-12-23,2588.4652,4391.739,6068.0258,3038.6815,5391.0777
2014-12-24,2559.8595,4484.1504,5769.4997,3054.8986,5424.5121
2014-12-25,2681.7123,4547.4582,6013.8842,3128.1409,5469.113
2014-12-26,2729.5767,4569.6639,6356.7641,3156.7598,5518.2307
2014-12-29,2761.6578,4476.26,6398.6062,3120.2228,5458.9641
2014-12-30,2695.6837,4362.3309,6522.8514,3066.8083,5378.9147
2014-12-31,2732.9457,4407.4259,6709.1694,3107.911,5443.8171
2015-01-05,2795.2295,4454.808,6821.0717,3224.4237,5594.8172
2015-01-06,2795.5537,4587.4477,6697.3426,3269.4399,5696.2689
2015-01-07,2809.8959,4563.7048,6719.1102,3285.8104,5666.5317
2015-01-08,2716.5529,4562.1238,6490.1207,3254.1872,5656.4339
2015-01-09,2690.1527,4536.3016,6525.9073,3222.6339,5601.883
2015-01-12,2595.4619,4515.0284,6457.505,3175.8333,5578.959
2015-01-13,2603.7634,4624.049,6390.1375,3210.151,5645.9441
2015-01-14,2583.552,4593.536,6452.0775,3172.1544,5596.787
2015-01-15,2664.7402,4616.364,6723.0995,3225.5551,5641.6077
2015-01-16,2679.8027,4731.1428,6736.1894,3268.8798,5690.8101
2015-01-19,2463.4716,4589.9699,6098.9502,3093.8591,5470.0188
2015-01-20,2528.4229,4794.0127,6040.3913,3201.7659,5661.6987
2015-01-21,2619.8754,4899.9297,6434.7362,3297.4241,5798.2309
2015-01-22,2623.8597,4987.9188,6452.5755,3346.4068,5850.7438
2015-01-23,2623.7339,4896.7387,6541.4562,3323.0295,5795.8592
2015-01-26,2662.7203,5022.8661,6515.6008,3384.0372,5918.8639
2015-01-27,2683.7419,5052.3919,6387.3438,3395.4297,5927.9649
2015-01-28,2666.4533,5002.9053,6307.0578,3355.5572,5889.8367
2015-01-29,2669.0999,4967.0479,6187.9427,3331.8531,5833.0775
2015-01-30,2606.4522,4891.407,6131.5178,3276.2237,5802.1903
2015-02-02,2519.6052,4890.5282,5956.9875,3232.921,5760.4037
2015-02-03,2568.633,5008.3068,6149.4877,3287.4581,5850.3228
2015-02-04,2579.755,5000.7502,6050.4867,3275.8182,5806.5904
2015-02-05,2524.3401,5006.5314,6021.4845,3232.195,5771.7707
2015-02-06,2446.886,4890.7563,5951.4988,3159.837,5679.9475
2015-02-09,2444.7848,4850.4536,6061.0004,3151.6498,5676.4832
2015-02-10,2505.1485,4946.991,6155.4109,3198.2639,5743.6755
2015-02-11,2518.2037,5044.9437,6184.7063,3218.9946,5833.2462
2015-02-12,2544.2662,5079.515,6175.3707,3245.9704,5887.9645
2015-02-13,2569.6088,5172.6842,6219.7381,3292.6501,5964.1479
2015-02-16,2598.6688,5337.2101,6206.6176,3340.5968,6069.0544
2015-02-17,2628.8577,5354.1282,6266.3519,3374.7774,6099.0752
2015-02-25,2629.6807,5318.8335,6145.4313,3372.2993,6068.8411
2015-02-26,2722.5227,5360.4113,6340.6132,3423.2504,6114.0282
2015-02-27,2742.7592,5449.612,6316.9025,3451.1509,6154.2857
2015-03-02,2762.0904,5587.6152,6348.9915,3520.8769,6248.839
2015-03-03,2727.9986,5539.5419,6128.532,3484.3177,6182.5231
2015-03-04,2730.087,5628.6628,6127.1698,3531.6766,6346.4848
2015-03-05,2702.482,5627.0817,6049.4609,3537.8924,6360.5844
2015-03-06,2687.6222,5505.2184,6047.394,3526.6598,6265.4317
2015-03-09,2723.8144,5599.8929,6184.6318,3566.3957,6363.5855
2015-03-10,2728.4889,5687.8559,6110.3936,3590.7215,6432.8431
2015-03-11,2722.6236,5656.6097,6149.8685,3590.6742,6440.4555
2015-03-12,2747.6171,5635.359,6367.403,3590.3664,6427.7568
2015-03-13,2785.4741,5740.2745,6379.8808,3635.4691,6505.0616
2015-03-16,2849.3532,5963.1377,6541.8402,3729.4573,6706.6773
2015-03-17,2927.2584,6032.9481,6633.5954,3800.2081,6762.7617
2015-03-18,2983.8746,6162.3731,6786.1998,3893.7398,6898.7422
2015-03-19,3061.5804,6195.0393,6714.7853,3932.5385,6902.3599
2015-03-20,3061.7633,6291.9943,6904.6425,3942.0544,6963.0647
2015-03-23,3160.023,6505.7204,7008.2104,4032.8538,7129.9199
2015-03-24,3192.2412,6628.0298,6923.3056,4063.8914,7167.2382
2015-03-25,3168.6389,6703.2538,6805.918,4087.9418,7257.6991
2015-03-26,3145.5822,6540.1227,6833.966,4094.0937,7213.109
2015-03-27,3178.5209,6626.8621,6886.1551,4116.0376,7271.1698
2015-03-30,3320.3142,6622.6625,7153.5637,4180.7412,7345.0358
2015-03-31,3259.6903,6694.8458,7081.3649,4154.3532,7351.5887
2015-04-01,3317.752,6891.0115,7186.1841,4264.7149,7520.0395
2015-04-02,3328.207,7045.2938,7139.48,4352.4397,7654.5731
2015-04-03,3361.9846,7159.8499,7261.3954,4429.1207,7765.6445
2015-04-07,3438.722,7299.6253,7457.248,4547.4939,7943.0901
2015-04-08,3454.5486,7142.1229,7669.9841,4524.7124,7896.1803
2015-04-09,3379.799,7076.823,7666.1291,4470.8078,7830.9372
2015-04-10,3438.3118,7281.2511,7826.5711,4577.369,8070.3197
2015-04-13,3556.0496,7418.8462,7918.5291,4690.769,8271.7216
2015-04-14,3684.9867,7389.8579,7872.616,4718.7079,8281.7196
2015-04-15,3674.4843,7049.527,7794.7421,4594.5469,7966.5858
2015-04-16,3721.2586,7177.3783,8008.1918,4701.6081,8153.6732
2015-04-17,3882.7955,7237.1517,8038.5356,4816.6427,8192.3848
2015-04-20,3979.6258,7138.8673,7719.865,4757.1529,7975.9156
2015-04-21,3962.1212,7451.868,7942.8662,4873.6852,8346.128
2015-04-22,4067.5903,7669.7246,8233.9653,4997.3113,8539.9933
2015-04-23,4079.0565,7777.792,8143.8668,5085.0693,8569.7106
2015-04-24,4091.0092,7832.7662,7925.4427,5108.6748,8564.2879
2015-04-27,4270.664,7901.2148,8074.0986,5210.3485,8638.1271
2015-04-28,4250.4672,7611.8752,8094.5407,5042.8484,8403.1696
2015-04-29,4239.9683,7856.1374,8097.4372,5120.3512,8582.681
2015-04-30,4311.8341,7929.3024,8033.8855,5079.5687,8603.3214
2015-05-04,4463.1618,7990.5349,8051.0239,5127.0615,8629.5443
2015-05-05,4187.6016,7781.9631,7720.4198,4949.0981,8326.172
2015-05-06,4048.0199,7788.5805,7734.7615,4833.7923,8254.8585
2015-05-07,3789.1646,7651.1906,7689.7426,4700.3332,8151.5148
2015-05-08,3932.1122,8066.6451,7739.2373,4872.1843,8462.0141
2015-05-11,4083.4939,8508.3169,7931.9542,5076.0496,8825.6189
2015-05-12,4203.2956,8789.8695,7987.3405,5171.5668,8997.5543
2015-05-13,4147.6983,8820.2339,7918.0547,5192.8095,9139.4163
2015-05-14,4131.3414,8800.7222,7881.2668,5255.387,9151.9184
2015-05-15,4077.1801,8798.5894,7685.5885,5194.1101,9066.8798
2015-05-18,4030.3721,9080.3266,7562.4452,5256.9641,9198.3692
2015-05-19,4163.7118,9281.0417,7905.9954,5417.6866,9459.5451
2015-05-20,4196.556,9508.5227,7898.3282,5523.3418,9626.1866
2015-05-21,4291.5982,9851.9659,7964.8993,5720.9878,10042.1369
2015-05-22,4429.5532,9909.7843,8228.1253,5843.86,10201.9037
2015-05-25,4663.1019,10070.39,8451.2957,6032.0709,10461.0743
2015-05-26,4734.4021,10570.9978,8560.5123,6244.967,10807.9282
2015-05-27,4744.3732,10716.8693,8495.7747,6356.6016,10889.5124
2015-05-28,4425.636,10005.5629,7894.0937,5955.4131,10170.4723
2015-05-29,4391.7,10207.1886,7872.1359,6009.1612,10270.0073
2015-06-01,4665.7805,10790.3132,8249.5664,6347.7472,10829.4858
2015-06-02,4814.7844,11260.4488,8301.6846,6581.3317,11228.3973
2015-06-03,4819.4356,11286.4876,8331.4263,6597.8031,11278.8363
2015-06-04,4788.7443,11172.3337,8553.2235,6611.0715,11171.2466
2015-06-05,4985.0958,11233.3024,8580.7343,6755.3249,11311.6012
2015-06-08,5040.9136,10876.8573,9000.3021,6742.9528,11268.8064
2015-06-09,4997.4432,10941.5827,8861.6708,6748.5419,11239.4946
2015-06-10,4976.567,11209.6422,8827.8286,6801.7161,11546.1037
2015-06-11,5006.7899,11388.6002,8801.9581,6886.7195,11777.1879
2015-06-12,5074.3559,11510.8563,8858.238,6997.127,11961.3191
2015-06-15,5024.9937,11124.216,8638.906,6898.4066,11710.9783
2015-06-16,4746.5699,10567.3843,8481.6814,6588.876,11306.2071
2015-06-17,4911.3353,10870.5587,8547.8676,6726.0513,11470.9051
2015-06-18,4735.0502,10319.4062,8195.3177,6500.0165,11027.5051
2015-06-19,4333.0814,9607.1955,7736.3417,6000.1909,10250.5207
2015-06-23,4400.1313,9754.2001,7965.7572,6071.8325,10453.9553
2015-06-24,4591.3545,9901.1068,8080.5305,6267.9,10721.5302
2015-06-25,4409.038,9398.9744,7861.2478,6009.5077,10284.4796
2015-06-26,4022.4125,8496.0057,7283.3927,5455.3903,9359.4141
2015-06-29,3824.3763,7781.3373,7088.1955,5107.0914,8796.8871
2015-06-30,4069.6132,8274.2583,7586.2864,5389.732,9339.6146
2015-07-01,3775.5235,7758.3938,7209.0195,5036.398,8842.8686
2015-07-02,3472.232,7179.5568,7101.2946,4658.6685,8259.1994
2015-07-03,3156.9364,6686.6289,6743.6319,4289.116,7707.0033
2015-07-06,3162.1463,6359.7679,7102.2361,4158.952,7573.9548
2015-07-07,3083.6141,5756.6414,7193.5207,3859.8249,6952.4747
2015-07-08,2858.8137,5363.2738,6646.3986,3557.067,6419.9571
2015-07-09,3144.6944,5895.6788,7078.8593,3896.7207,7049.9457
