phase,n_sessions,kind,delta,method,metric,replications,count,rate,upper95,ci_lo,ci_hi,null_C2_rate
B,8064,iid,0.0,group_t4,reject_any,800,44,0.055,0.07015565028860703,0.04024391183437377,0.07313465697193433,0.025
B,8064,cluster_t5,0.0,group_t4,reject_any,800,43,0.05375,0.06876777506266055,0.039168696230799833,0.07172110423438528,0.0325
B,8064,ar03,0.0,group_t4,reject_any,800,49,0.06125,0.07706809038957131,0.045652971350224454,0.08017038980072182,0.025
B,8064,slow_regime,0.0,group_t4,reject_any,800,32,0.04,0.05335745389295634,0.02751804426691134,0.05600119026617554,0.01875
B,8064,vol_break,0.0,group_t4,reject_any,800,46,0.0575,0.07292585023091973,0.04240114338900872,0.07595516229125178,0.0325
B,8064,slower_regime,0.0,group_t4,reject_any,800,43,0.05375,0.06876777506266055,0.039168696230799833,0.07172110423438528,0.0325
B,8064,iid,0.4,group_t4,positive_C1,800,383,0.47875,0.508448868910159,0.44364179908006457,0.5140153237369551,0.04125
B,8064,cluster_t5,0.4,group_t4,positive_C1,800,379,0.47375,0.5034487749684986,0.4386767100000597,0.5090173850061519,0.03
B,8064,slow_regime,0.4,group_t4,positive_C1,800,33,0.04125,0.054770849872529226,0.02856182329191814,0.05744508151872885,0.0275
