phase,n_sessions,kind,delta,method,rep,data_seed,p_C1,p_C2,estimate_C1,estimate_C2,reject_any,reject_C2,positive_C1
A,504,cluster_t5,0.0,group_t8,102,91711102,0.2580287669005859,0.21198200115647817,-0.38208449595893257,0.3381942261146869,False,False,False
A,504,cluster_t5,0.0,sn_if,102,91711102,0.495590088198236,0.495590088198236,-0.22414071128917507,0.20548928590719462,False,False,False
A,504,cluster_t5,0.0,group_t4,103,91711103,0.2223877193435949,0.9182088902586044,0.5720876803200732,-0.03768045553422353,False,False,False
A,504,cluster_t5,0.0,group_t8,103,91711103,0.8022103917990256,0.8146106526052693,0.5864784853135621,-0.10099350600094326,False,False,False
A,504,cluster_t5,0.0,sn_if,103,91711103,0.5722685546289075,0.749105017899642,0.48152611776927357,-0.13675708128438524,False,False,False
A,504,cluster_t5,0.0,group_t4,104,91711104,0.8169856440447639,0.2385161385224189,-0.1216391677434479,0.4497976323707812,False,False,False
A,504,cluster_t5,0.0,group_t8,104,91711104,0.7550349378588996,0.28666649032214636,0.17379045976872204,0.5902654851580162,False,False,False
A,504,cluster_t5,0.0,sn_if,104,91711104,0.7340253194936102,0.500189996200076,-0.2097439718430234,0.3484466205510848,False,False,False
A,504,cluster_t5,0.0,group_t4,105,91711105,1.0,1.0,0.07944129803240574,-0.33430596866822754,False,False,False
A,504,cluster_t5,0.0,group_t8,105,91711105,1.0,1.0,-0.012786314436392388,-0.255568768287632,False,False,False
A,504,cluster_t5,0.0,sn_if,105,91711105,1.0,1.0,-0.056963537013266174,-0.29324347399417305,False,False,False
A,504,cluster_t5,0.0,group_t4,106,91711106,1.0,1.0,0.0941160112041271,-0.227475671099731,False,False,False
A,504,cluster_t5,0.0,group_t8,106,91711106,1.0,1.0,0.1855043789066793,-0.14566884266267507,False,False,False
A,504,cluster_t5,0.0,sn_if,106,91711106,1.0,1.0,0.11702653929209467,-0.3097232381173885,False,False,False
A,504,cluster_t5,0.0,group_t4,107,91711107,0.31238069691019754,0.680395552709638,0.6831900010511976,-0.2669679763526401,False,False,False
A,504,cluster_t5,0.0,group_t8,107,91711107,0.13896558326451283,0.4538824148136292,0.5986504898813123,-0.38689765787490615,False,False,False
A,504,cluster_t5,0.0,sn_if,107,91711107,0.040679186416271676,0.6119277614447711,0.4807077197332844,-0.20513344474784512,True,False,True
A,504,cluster_t5,0.0,group_t4,108,91711108,1.0,1.0,0.054211649471440304,-0.14152299823441294,False,False,False
A,504,cluster_t5,0.0,group_t8,108,91711108,1.0,1.0,0.102962259343883,-0.3028095816545384,False,False,False
A,504,cluster_t5,0.0,sn_if,108,91711108,1.0,1.0,0.04567085142498545,-0.1551177522091804,False,False,False
A,504,cluster_t5,0.0,group_t4,109,91711109,0.030368017409178296,0.21960502753003835,0.7822110144812259,1.2272375358628704,True,False,True
A,504,cluster_t5,0.0,group_t8,109,91711109,0.08073322071965891,0.12680696748009654,0.7808562939674017,1.2073507591826986,False,False,False
A,504,cluster_t5,0.0,sn_if,109,91711109,0.123957520849583,0.12871742565148697,0.6966915028404259,1.4702180948999612,False,False,False
A,504,cluster_t5,0.0,group_t4,110,91711110,0.774419176195271,0.7093240572621682,-0.12798813850559335,-0.5702264349373671,False,False,False
A,504,cluster_t5,0.0,group_t8,110,91711110,0.7699519906277076,0.7699519906277076,-0.1588286280771788,-0.5403200502888927,False,False,False
A,504,cluster_t5,0.0,sn_if,110,91711110,1.0,1.0,-0.1071832721361925,-0.3806020749683744,False,False,False
A,504,cluster_t5,0.0,group_t4,111,91711111,0.6816193670988069,0.8630700767596704,-0.23899869221343112,0.05294113780919668,False,False,False
A,504,cluster_t5,0.0,group_t8,111,91711111,1.0,1.0,-0.09711084854376001,0.00024346527230725834,False,False,False
A,504,cluster_t5,0.0,sn_if,111,91711111,1.0,1.0,-0.2913547679456244,-0.00024593008136213415,False,False,False
A,504,cluster_t5,0.0,group_t4,112,91711112,0.8114509716807956,0.7676536052669057,-0.22623399160476831,-0.5464188926772967,False,False,False
A,504,cluster_t5,0.0,group_t8,112,91711112,0.8307575740547457,0.3776722097622343,-0.1477731274873097,-0.7748378729546339,False,False,False
A,504,cluster_t5,0.0,sn_if,112,91711112,1.0,1.0,-0.05451098329728821,-0.3004584770587607,False,False,False
A,504,cluster_t5,0.0,group_t4,113,91711113,0.36463941764085617,0.5205901563405483,-0.6507114364677689,-0.3521787570126679,False,False,False
A,504,cluster_t5,0.0,group_t8,113,91711113,0.27560855728543204,0.4086599692923526,-0.5432508805875929,-0.4187937376624089,False,False,False
A,504,cluster_t5,0.0,sn_if,113,91711113,0.6074278514429712,0.7008659826803464,-0.5795853766324819,-0.3197585409246607,False,False,False
A,504,cluster_t5,0.0,group_t4,114,91711114,0.5580165945229341,0.5580165945229341,-0.8148407245559053,0.5417144404403972,False,False,False
A,504,cluster_t5,0.0,group_t8,114,91711114,0.5358816694891992,0.5358816694891992,-0.6314247336138155,0.49977929954957206,False,False,False
A,504,cluster_t5,0.0,sn_if,114,91711114,0.34115317693646124,0.34115317693646124,-0.590530036706193,0.5029641343495626,False,False,False
A,504,cluster_t5,0.0,group_t4,115,91711115,0.14122867287825314,0.14122867287825314,-0.5536535944705105,0.8278058848183069,False,False,False
A,504,cluster_t5,0.0,group_t8,115,91711115,0.15534159273908102,0.15534159273908102,-0.5844156323671792,0.8638661448415418,False,False,False
A,504,cluster_t5,0.0,sn_if,115,91711115,0.11019779604407912,0.11019779604407912,-0.5429081882800693,0.6018276965843972,False,False,False
A,504,cluster_t5,0.0,group_t4,116,91711116,0.8940759818192257,0.8940759818192257,-0.27194480141462624,0.05826860566024862,False,False,False
A,504,cluster_t5,0.0,group_t8,116,91711116,0.4193455386460143,0.8847880335435877,-0.4172502527171966,-0.027963279528775937,False,False,False
A,504,cluster_t5,0.0,sn_if,116,91711116,1.0,1.0,-0.16673453236169286,0.08148178076051293,False,False,False
A,504,cluster_t5,0.0,group_t4,117,91711117,0.9933292252699614,0.9933292252699614,-0.13060038135486182,-0.22589610116240375,False,False,False
A,504,cluster_t5,0.0,group_t8,117,91711117,1.0,1.0,-0.04707656770998282,-0.19426860322421435,False,False,False
A,504,cluster_t5,0.0,sn_if,117,91711117,1.0,1.0,-0.09814389772474397,-0.13559895561595875,False,False,False
A,504,cluster_t5,0.0,group_t4,118,91711118,0.9372901321646216,0.9372901321646216,0.35311050802930893,0.27702664339783806,False,False,False
A,504,cluster_t5,0.0,group_t8,118,91711118,0.9461414632124023,0.9461414632124023,0.3224493030036321,0.3059434232441665,False,False,False
A,504,cluster_t5,0.0,sn_if,118,91711118,0.8223635527289455,0.45519089618207637,0.10837758418686314,0.3508393507926263,False,False,False
A,504,cluster_t5,0.0,group_t4,119,91711119,0.6890470008805684,0.6890470008805684,0.5416110271191537,0.48807259580164697,False,False,False
A,504,cluster_t5,0.0,group_t8,119,91711119,0.5419535672841882,0.5419535672841882,0.4058711252366468,0.6449681190285517,False,False,False
A,504,cluster_t5,0.0,sn_if,119,91711119,0.4748305033899322,0.4748305033899322,0.5909737443472888,0.47059500282715916,False,False,False
A,504,cluster_t5,0.0,group_t4,120,91711120,0.23614213527081807,0.23614213527081807,0.8174286150290357,-0.47617806275785435,False,False,False
A,504,cluster_t5,0.0,group_t8,120,91711120,0.1301022805167617,0.1301022805167617,0.7731227323266557,-0.5590123721203517,False,False,False
A,504,cluster_t5,0.0,sn_if,120,91711120,0.35771284574308515,0.35771284574308515,0.7653510436887584,-0.36902012338066625,False,False,False
A,504,cluster_t5,0.0,group_t4,121,91711121,0.8141665983198884,0.8141665983198884,-0.3056603811315412,-0.6362360790981916,False,False,False
A,504,cluster_t5,0.0,group_t8,121,91711121,0.63485819498316,0.63485819498316,-0.34397884111089894,-0.6033941761394167,False,False,False
A,504,cluster_t5,0.0,sn_if,121,91711121,0.45459090818183634,0.3461930761384772,-0.3721888573966138,-0.7008929210708492,False,False,False
A,504,cluster_t5,0.0,group_t4,122,91711122,0.5686339402085121,0.5686339402085121,-0.768163861670707,-0.4936287296356362,False,False,False
A,504,cluster_t5,0.0,group_t8,122,91711122,0.5645896558075865,0.5082499675209214,-0.4631579020708816,-0.4168826714106461,False,False,False
A,504,cluster_t5,0.0,sn_if,122,91711122,0.2722745545089098,0.50184996300074,-0.8612546320479166,-0.3523335111523222,False,False,False
A,504,cluster_t5,0.0,group_t4,123,91711123,0.24593938445240618,0.061338315295768615,-0.461383104465988,0.9052974763249104,False,False,False
A,504,cluster_t5,0.0,group_t8,123,91711123,0.09085688927672048,0.04130531617349855,-0.5723299372126486,0.9855913474420758,True,True,False
A,504,cluster_t5,0.0,sn_if,123,91711123,0.06731865362692746,0.10841783164336713,-0.5657387478574682,0.7457422547341073,False,False,False
A,504,cluster_t5,0.0,group_t4,124,91711124,0.6113938391065232,0.5577064225266817,-0.2328145317746689,0.5037750824992442,False,False,False
A,504,cluster_t5,0.0,group_t8,124,91711124,1.0,1.0,-0.30035416078055144,0.41537448735494625,False,False,False
A,504,cluster_t5,0.0,sn_if,124,91711124,1.0,1.0,-0.33301537859907115,0.39518924155413393,False,False,False
A,504,cluster_t5,0.0,group_t4,125,91711125,0.20055769029824302,0.9698398395817285,-0.38333605544924754,0.02462464746642659,False,False,False
A,504,cluster_t5,0.0,group_t8,125,91711125,0.3319679052140026,0.6849026320591952,-0.4875333198962363,-0.22721051025067443,False,False,False
A,504,cluster_t5,0.0,sn_if,125,91711125,0.4766704665906682,0.9316813663726725,-0.3273079498395686,-0.03800672905923019,False,False,False
A,504,cluster_t5,0.0,group_t4,126,91711126,0.1515426479885458,0.3174732751991655,-0.7298041067822494,0.4607937921208147,False,False,False
A,504,cluster_t5,0.0,group_t8,126,91711126,0.997577094115099,0.997577094115099,-0.4590631682804235,0.31018979194748975,False,False,False
A,504,cluster_t5,0.0,sn_if,126,91711126,0.3324733505329893,0.3324733505329893,-0.6416026475062943,0.45795919919439854,False,False,False
A,504,cluster_t5,0.0,group_t4,127,91711127,0.5309295904051529,0.20163127584255774,-0.31086267533684697,0.6516425307639959,False,False,False
A,504,cluster_t5,0.0,group_t8,127,91711127,0.895510819308346,0.3390204933289417,-0.08229500698556612,0.8727865033405235,False,False,False
A,504,cluster_t5,0.0,sn_if,127,91711127,0.5340093198136038,0.4090318193636127,-0.26526494447297255,0.6361437362856962,False,False,False
A,504,cluster_t5,0.0,group_t4,128,91711128,1.0,1.0,0.042240544594714435,-0.14367124796150849,False,False,False
A,504,cluster_t5,0.0,group_t8,128,91711128,1.0,1.0,-0.12671742493624608,-0.027012051881037002,False,False,False
A,504,cluster_t5,0.0,sn_if,128,91711128,1.0,1.0,-0.004633799717803866,-0.07023370221698216,False,False,False
A,504,cluster_t5,0.0,group_t4,129,91711129,0.16149404520347357,0.710083358575901,-0.8937105753752553,0.1591585836072006,False,False,False
A,504,cluster_t5,0.0,group_t8,129,91711129,0.18424576633219159,0.9510736589496369,-0.7726204534859724,0.02777507858228201,False,False,False
A,504,cluster_t5,0.0,sn_if,129,91711129,0.08451830963380733,0.5747885042299155,-0.876783492606148,0.2536426536507955,False,False,False
A,504,cluster_t5,0.0,group_t4,130,91711130,1.0,1.0,0.5080874646602449,-0.16971802924077883,False,False,False
A,504,cluster_t5,0.0,group_t8,130,91711130,0.8287859606507051,0.8287859606507051,0.49229141661703096,-0.26572317519830435,False,False,False
A,504,cluster_t5,0.0,sn_if,130,91711130,0.8379432411351773,0.9172416551668967,0.44308705555000294,-0.03765526807711694,False,False,False
A,504,cluster_t5,0.0,group_t4,131,91711131,1.0,1.0,-0.14936210960625884,-0.1800590480621276,False,False,False
A,504,cluster_t5,0.0,group_t8,131,91711131,0.9201734866334881,0.9201734866334881,-0.09370581655126164,-0.2566550230776335,False,False,False
A,504,cluster_t5,0.0,sn_if,131,91711131,1.0,1.0,0.052788787876366206,-0.1379740743094482,False,False,False
A,504,cluster_t5,0.0,group_t4,132,91711132,0.9717516331624098,0.9997080724718037,0.37236387378677704,-0.00021653284828765385,False,False,False
A,504,cluster_t5,0.0,group_t8,132,91711132,0.6145012088603441,0.7001504972154098,0.4812848722884847,-0.17653158541577996,False,False,False
A,504,cluster_t5,0.0,sn_if,132,91711132,1.0,1.0,0.38570635155196664,-0.12605840234999688,False,False,False
A,504,cluster_t5,0.0,group_t4,133,91711133,0.643833264656483,0.027352395854122663,-0.17842292883266353,-0.8528273749915307,True,True,False
A,504,cluster_t5,0.0,group_t8,133,91711133,0.4200709304860008,0.01179265970077766,-0.21288285261145765,-0.8261849538083442,True,True,False
A,504,cluster_t5,0.0,sn_if,133,91711133,0.25167496650067,0.012359752804943901,-0.3199949938054454,-0.8306848680848247,True,True,False
A,504,cluster_t5,0.0,group_t4,134,91711134,0.1532411706571679,0.5268812856690169,0.6675164647025517,-0.3476584209443866,False,False,False
A,504,cluster_t5,0.0,group_t8,134,91711134,0.05625825426906309,0.6266624155953534,0.7778033922046937,-0.27404595504090656,False,False,False
A,504,cluster_t5,0.0,sn_if,134,91711134,0.17863642727145457,0.5421491570168596,0.6280936192054927,-0.3973670172852329,False,False,False
A,504,cluster_t5,0.0,group_t4,135,91711135,0.636132043096535,0.636132043096535,0.08908598293933312,0.4283082392136437,False,False,False
A,504,cluster_t5,0.0,group_t8,135,91711135,0.7312097915060947,0.7312097915060947,0.13008111242408343,0.4911336080171148,False,False,False
A,504,cluster_t5,0.0,sn_if,135,91711135,1.0,1.0,0.0817430878286605,0.3114604271932786,False,False,False
A,504,cluster_t5,0.0,group_t4,136,91711136,1.0,1.0,-0.2753790147500501,0.1388799053133335,False,False,False
A,504,cluster_t5,0.0,group_t8,136,91711136,1.0,1.0,-0.12282815306066791,0.2854663210697229,False,False,False
A,504,cluster_t5,0.0,sn_if,136,91711136,0.9863402731945361,0.9863402731945361,-0.19357487041504862,0.27108351601754765,False,False,False
A,504,cluster_t5,0.0,group_t4,137,91711137,1.0,1.0,-0.04607338535175498,-0.09291475151065251,False,False,False
A,504,cluster_t5,0.0,group_t8,137,91711137,1.0,1.0,0.11554115803454952,-0.14851336078501626,False,False,False
A,504,cluster_t5,0.0,sn_if,137,91711137,0.9214215715685686,0.9214215715685686,-0.12749422637698182,-0.13800075832234648,False,False,False
A,504,cluster_t5,0.0,group_t4,138,91711138,1.0,1.0,-0.0950427058563088,0.29639367714423404,False,False,False
A,504,cluster_t5,0.0,group_t8,138,91711138,1.0,1.0,-0.20814076285154645,0.4061119429060692,False,False,False
A,504,cluster_t5,0.0,sn_if,138,91711138,1.0,1.0,-0.10970572515034414,0.23403049762320527,False,False,False
A,504,cluster_t5,0.0,group_t4,139,91711139,0.9528240924803982,0.2170787149433876,-0.01299731773478438,0.5982764614806955,False,False,False
A,504,cluster_t5,0.0,group_t8,139,91711139,0.9488468425436929,0.38224900438710385,0.010797634374785113,0.5783380812852358,False,False,False
A,504,cluster_t5,0.0,sn_if,139,91711139,0.749965000699986,0.4731905361892762,0.057331765652468114,0.5724420729830224,False,False,False
A,504,cluster_t5,0.0,group_t4,140,91711140,0.01691263916021312,0.43808666923302375,-0.8863819805630525,0.18467110079546895,True,False,False
A,504,cluster_t5,0.0,group_t8,140,91711140,0.021066666062274395,0.20140414308628649,-0.8438972494615087,0.35105296140171166,True,False,False
A,504,cluster_t5,0.0,sn_if,140,91711140,0.004279914401711966,0.3058938821223576,-0.9418064634655294,0.25131936164000546,True,False,False
A,504,cluster_t5,0.0,group_t4,141,91711141,0.08907408115838567,0.5132489708139778,0.4456791507228349,-0.16756533475855692,False,False,False
A,504,cluster_t5,0.0,group_t8,141,91711141,0.8862497472121267,0.8862497472121267,0.19614691311481355,-0.22371870279156025,False,False,False
A,504,cluster_t5,0.0,sn_if,141,91711141,0.3139537209255815,0.7866842663146737,0.44980748746220967,-0.045497663261299254,False,False,False
A,504,cluster_t5,0.0,group_t4,142,91711142,0.09649721737102325,0.8792391301198309,0.6278417646241801,0.05162244399049104,False,False,False
A,504,cluster_t5,0.0,group_t8,142,91711142,0.3536169065539592,0.7425417148870576,0.7951436348661653,0.12473487476760847,False,False,False
A,504,cluster_t5,0.0,sn_if,142,91711142,0.25679486410271796,0.9158016839663207,0.6183783015559365,-0.043002413942051856,False,False,False
A,504,cluster_t5,0.0,group_t4,143,91711143,0.5368678149817663,0.5339636802093509,0.20734176465951837,0.5513664633819196,False,False,False
A,504,cluster_t5,0.0,group_t8,143,91711143,0.46347940386499265,0.3305701656386602,0.25513247814501594,0.7538475969717885,False,False,False
A,504,cluster_t5,0.0,sn_if,143,91711143,0.8550028999420012,0.499270014599708,0.09594140078772306,0.4917366170450817,False,False,False
A,504,cluster_t5,0.0,group_t4,144,91711144,0.47208341323401887,0.47208341323401887,-0.4785485326542784,1.0393709177318913,False,False,False
A,504,cluster_t5,0.0,group_t8,144,91711144,0.5371259026728873,0.20176837480820692,-0.36025708749625573,1.151001202833482,False,False,False
A,504,cluster_t5,0.0,sn_if,144,91711144,0.49545009099818005,0.3282334353312934,-0.4822996425313974,0.8829344238792046,False,False,False
A,504,cluster_t5,0.0,group_t4,145,91711145,0.27481829669494545,0.27481829669494545,1.2561709151056153,0.9803205515534377,False,False,False
A,504,cluster_t5,0.0,group_t8,145,91711145,0.08972114919560278,0.12861982747440695,1.1939423380671443,1.0002052491595617,False,False,False
A,504,cluster_t5,0.0,sn_if,145,91711145,0.08579828403431931,0.21047579048419032,1.3808476120727586,0.9051412852712477,False,False,False
A,504,cluster_t5,0.0,group_t4,146,91711146,0.023577684081286614,0.009301511660951558,-0.5388936937194123,-0.33418481821573987,True,True,False
A,504,cluster_t5,0.0,group_t8,146,91711146,0.3628246853520688,0.10068865590839597,-0.43783947223104475,-0.37863127210714537,False,False,False
A,504,cluster_t5,0.0,sn_if,146,91711146,0.27115457690846184,0.27115457690846184,-0.4972286426430731,-0.3026135020693357,False,False,False
A,504,cluster_t5,0.0,group_t4,147,91711147,0.12238651957509628,0.12238651957509628,-0.3845946069937779,0.39580015136830304,False,False,False
A,504,cluster_t5,0.0,group_t8,147,91711147,0.5263837991798895,0.5263837991798895,-0.41163844693918816,0.3975525648671598,False,False,False
A,504,cluster_t5,0.0,sn_if,147,91711147,0.45903081938361234,0.2611947761044779,-0.21601318727369972,0.3905898004080309,False,False,False
A,504,cluster_t5,0.0,group_t4,148,91711148,0.823872324409889,0.7472926348417326,0.16093921586473248,-0.2701267995303639,False,False,False
A,504,cluster_t5,0.0,group_t8,148,91711148,1.0,1.0,0.31115589233106816,-0.24155570169803656,False,False,False
A,504,cluster_t5,0.0,sn_if,148,91711148,1.0,1.0,0.21665265186533114,-0.21007108467794117,False,False,False
A,504,cluster_t5,0.0,group_t4,149,91711149,0.7543269150084387,0.6235629580890455,0.16578964423266696,0.5034125179204739,False,False,False
A,504,cluster_t5,0.0,group_t8,149,91711149,0.8946078542173581,0.2673527792435157,0.0774738194681954,0.5035025231285222,False,False,False
A,504,cluster_t5,0.0,sn_if,149,91711149,0.6620667586648267,0.6620667586648267,0.20799967699524952,0.43154460274968703,False,False,False
A,504,cluster_t5,0.0,group_t4,150,91711150,0.21304301888434576,0.16830366390031845,0.835489413823286,0.2655259190894228,False,False,False
A,504,cluster_t5,0.0,group_t8,150,91711150,0.2824134574045955,0.3813825631984999,0.777244423793778,0.2643988884961431,False,False,False
A,504,cluster_t5,0.0,sn_if,150,91711150,0.4295114097718046,0.4295114097718046,0.7851983366601751,0.26953321850319245,False,False,False
A,504,cluster_t5,0.0,group_t4,151,91711151,0.873791795750741,0.873791795750741,-0.14397077578408324,0.4657807457736518,False,False,False
A,504,cluster_t5,0.0,group_t8,151,91711151,0.6348286918884934,0.4106191004190525,-0.15304830300694267,0.6186783064235055,False,False,False
A,504,cluster_t5,0.0,sn_if,151,91711151,0.9104617907641848,0.8247035059298814,-0.04369409177425787,0.2702317633530392,False,False,False
A,504,cluster_t5,0.0,group_t4,152,91711152,1.0,1.0,-0.008686969670422887,-0.2807540770137716,False,False,False
A,504,cluster_t5,0.0,group_t8,152,91711152,1.0,1.0,-0.055420320432587517,-0.21731632598603903,False,False,False
A,504,cluster_t5,0.0,sn_if,152,91711152,1.0,1.0,0.026150775116219327,-0.1624902561428071,False,False,False
A,504,cluster_t5,0.0,group_t4,153,91711153,0.8539890777253928,0.8539890777253928,0.4178099540631194,-0.12946362650221305,False,False,False
A,504,cluster_t5,0.0,group_t8,153,91711153,0.50473646416781,0.9439036285882444,0.47328073049070213,-0.036560779440834745,False,False,False
A,504,cluster_t5,0.0,sn_if,153,91711153,0.750584988300234,0.876922461550769,0.47823043760567696,-0.12167804091803491,False,False,False
A,504,cluster_t5,0.0,group_t4,154,91711154,1.0,1.0,0.020083795949590227,0.08643299808604626,False,False,False
A,504,cluster_t5,0.0,group_t8,154,91711154,1.0,1.0,0.03824311055999777,0.2454795021514899,False,False,False
A,504,cluster_t5,0.0,sn_if,154,91711154,1.0,1.0,0.07413311751281687,0.05910861620859742,False,False,False
A,504,cluster_t5,0.0,group_t4,155,91711155,0.6839353357047124,0.6839353357047124,-0.7932703575612627,0.27729724172007786,False,False,False
A,504,cluster_t5,0.0,group_t8,155,91711155,0.7100743181833882,0.7100743181833882,-0.6182192203843958,0.261428175139518,False,False,False
A,504,cluster_t5,0.0,sn_if,155,91711155,0.2251554968900622,0.2373752524949501,-0.9253247239956259,0.24228710972587186,False,False,False
A,504,cluster_t5,0.0,group_t4,156,91711156,0.7346023489336145,0.4325993788916694,0.12356625927292206,0.5194289176049784,False,False,False
A,504,cluster_t5,0.0,group_t8,156,91711156,0.7879286901144856,0.6546458765887898,0.08711681276877584,0.4603700505901655,False,False,False
A,504,cluster_t5,0.0,sn_if,156,91711156,0.625687486250275,0.47247055058898824,0.1566992073884137,0.4477299927502376,False,False,False
A,504,cluster_t5,0.0,group_t4,157,91711157,0.6055926720713837,0.6055926720713837,0.3098243304125868,-0.3734436620721696,False,False,False
A,504,cluster_t5,0.0,group_t8,157,91711157,1.0,1.0,-0.37525536069988324,-0.21970972710519077,False,False,False
A,504,cluster_t5,0.0,sn_if,157,91711157,0.618067638647227,0.5253894922101559,0.1520807704020648,-0.5161394632490542,False,False,False
A,504,cluster_t5,0.0,group_t4,158,91711158,0.7806215864881372,0.7806215864881372,-0.14430159766403422,0.2179074053443481,False,False,False
A,504,cluster_t5,0.0,group_t8,158,91711158,1.0,1.0,-0.11354464570415446,0.058348699089746,False,False,False
A,504,cluster_t5,0.0,sn_if,158,91711158,0.8022639547209056,0.8022639547209056,-0.22660954406875988,0.18056371682576655,False,False,False
A,504,cluster_t5,0.0,group_t4,159,91711159,1.0,1.0,-0.0005657514667056773,-0.0570259028266753,False,False,False
A,504,cluster_t5,0.0,group_t8,159,91711159,1.0,1.0,0.10787753276622844,0.09057978352979448,False,False,False
A,504,cluster_t5,0.0,sn_if,159,91711159,1.0,1.0,-0.0851925435891765,-0.056971200189655735,False,False,False
A,504,cluster_t5,0.0,group_t4,160,91711160,0.37111819059168394,0.37111819059168394,0.5800270001809886,0.8423493727974596,False,False,False
A,504,cluster_t5,0.0,group_t8,160,91711160,0.39680876904873646,0.07725192498681771,0.4468161975585515,0.8304969734066447,False,False,False
A,504,cluster_t5,0.0,sn_if,160,91711160,0.5724285514289714,0.19051618967620648,0.2932023650386816,0.8890272209141977,False,False,False
A,504,cluster_t5,0.0,group_t4,161,91711161,1.0,1.0,-0.3501157861597801,0.4036639077487335,False,False,False
A,504,cluster_t5,0.0,group_t8,161,91711161,0.8283781820703338,0.8283781820703338,-0.31393923731006257,0.5717711313247503,False,False,False
A,504,cluster_t5,0.0,sn_if,161,91711161,1.0,1.0,-0.295468822525559,0.47815153876673966,False,False,False
A,504,cluster_t5,0.0,group_t4,162,91711162,1.0,1.0,0.05423101300541594,0.16420915493240942,False,False,False
A,504,cluster_t5,0.0,group_t8,162,91711162,1.0,1.0,-0.19040648266697038,0.09151233935587394,False,False,False
A,504,cluster_t5,0.0,sn_if,162,91711162,1.0,1.0,0.024709110822321745,0.20477276455885424,False,False,False
A,504,cluster_t5,0.0,group_t4,163,91711163,1.0,1.0,-0.24172848465595675,-0.27756224362856813,False,False,False
A,504,cluster_t5,0.0,group_t8,163,91711163,0.7995956054385605,0.6864383002508023,-0.14304165259592555,-0.39010667623534756,False,False,False
A,504,cluster_t5,0.0,sn_if,163,91711163,1.0,1.0,-0.4433803377347597,-0.07514949735631649,False,False,False
A,504,cluster_t5,0.0,group_t4,164,91711164,0.552756399293091,0.1712772858781704,-0.362535328995789,-0.7736764991230884,False,False,False
A,504,cluster_t5,0.0,group_t8,164,91711164,0.6249115147512255,0.11740385788067381,-0.2660454863359061,-0.6950610775652983,False,False,False
A,504,cluster_t5,0.0,sn_if,164,91711164,0.4531109377812444,0.22239555208895823,-0.24513481955886296,-0.628596028641897,False,False,False
A,504,cluster_t5,0.0,group_t4,165,91711165,0.922144523987633,0.2468412503280339,0.05417565867239499,0.6259240694312468,False,False,False
A,504,cluster_t5,0.0,group_t8,165,91711165,0.8819271263598778,0.04719243129510582,0.07734364330462451,0.6164839338578529,True,True,False
A,504,cluster_t5,0.0,sn_if,165,91711165,0.9778604427911441,0.2879542409151817,0.01823561790312245,0.6884674720434301,False,False,False
A,504,cluster_t5,0.0,group_t4,166,91711166,1.0,1.0,-0.03468483502326333,-0.20640785012531823,False,False,False
A,504,cluster_t5,0.0,group_t8,166,91711166,1.0,1.0,-0.05501845069457639,-0.202634093654301,False,False,False
A,504,cluster_t5,0.0,sn_if,166,91711166,1.0,1.0,-0.15789259563371827,-0.2540689256508206,False,False,False
A,504,cluster_t5,0.0,group_t4,167,91711167,0.37193610016921075,0.13889255455747337,0.4282853589207081,-0.33489271967472123,False,False,False
A,504,cluster_t5,0.0,group_t8,167,91711167,0.7595176898163748,0.7595176898163748,0.3422100191662113,-0.26832410139540186,False,False,False
A,504,cluster_t5,0.0,sn_if,167,91711167,0.496790064198716,0.496790064198716,0.4520316775328897,-0.2897407279317276,False,False,False
A,504,cluster_t5,0.0,group_t4,168,91711168,1.0,1.0,0.05355134100727166,-0.23074454221036067,False,False,False
A,504,cluster_t5,0.0,group_t8,168,91711168,1.0,1.0,0.005562289108276441,-0.16526538452988096,False,False,False
A,504,cluster_t5,0.0,sn_if,168,91711168,1.0,1.0,0.20764121880934983,0.18554662042562137,False,False,False
A,504,cluster_t5,0.0,group_t4,169,91711169,0.9877661345306255,0.9877661345306255,-0.2587814422937913,-0.362500953867981,False,False,False
A,504,cluster_t5,0.0,group_t8,169,91711169,0.7694172091072577,0.7694172091072577,-0.4452129291503827,-0.2986144862574774,False,False,False
A,504,cluster_t5,0.0,sn_if,169,91711169,0.8068838623227536,0.24263514729705407,-0.1555060683901135,-0.417341698672654,False,False,False
A,504,cluster_t5,0.0,group_t4,170,91711170,0.8134617334225052,0.7711872579580191,0.08423484143905358,-0.3312687336375251,False,False,False
A,504,cluster_t5,0.0,group_t8,170,91711170,0.8279052857741586,0.26194852493410725,-0.08503699710547392,-0.4922429433192991,False,False,False
A,504,cluster_t5,0.0,sn_if,170,91711170,1.0,1.0,0.193160035073996,-0.3059552806035601,False,False,False
A,504,cluster_t5,0.0,group_t4,171,91711171,0.2512327469804047,0.5313232449305174,-0.6301069470518641,-0.5451223627776031,False,False,False
A,504,cluster_t5,0.0,group_t8,171,91711171,0.42110472951994826,0.42110472951994826,-0.573671246971943,-0.5593645624318517,False,False,False
A,504,cluster_t5,0.0,sn_if,171,91711171,0.30431391372172556,0.3113537729245415,-0.5431707123575192,-0.5722229759448612,False,False,False
A,504,cluster_t5,0.0,group_t4,172,91711172,0.7386057280455889,0.460337531727351,-0.28548876855748473,-0.2291453575403387,False,False,False
A,504,cluster_t5,0.0,group_t8,172,91711172,1.0,1.0,-0.2639185314791865,-0.06967126120851852,False,False,False
