date,symbol,open,close,oi,settle,volume
2017-01-16,IC1703.CFE,6000.0000,5846.0000,8215,5827.8000,2702
2017-01-16,IC1706.CFE,5923.8000,5711.2000,5341,5683.2000,558
2017-01-17,IC1701.CFE,5998.0000,6065.0000,12296,6057.2000,8087
2017-01-17,IC1702.CFE,5921.0000,5994.2000,8220,5979.8000,4317
2017-01-17,IC1703.CFE,5845.0000,5903.0000,8159,5899.8000,1209
2017-01-17,IC1706.CFE,5709.8000,5743.0000,5389,5740.0000,562
2017-01-18,IC1701.CFE,6059.0000,6073.8000,9022,6079.2000,7472
2017-01-18,IC1702.CFE,5978.2000,6001.6000,11064,6002.2000,5080
2017-01-18,IC1703.CFE,5891.0000,5920.0000,8324,5921.8000,860
2017-01-18,IC1706.CFE,5739.6000,5750.0000,5432,5754.8000,319
2017-01-19,IC1701.CFE,6063.4000,6047.0000,4965,6057.4000,6053
2017-01-19,IC1702.CFE,5984.6000,5995.0000,14763,5997.6000,6708
2017-01-19,IC1703.CFE,5900.0000,5931.4000,8781,5934.0000,1367
2017-01-19,IC1706.CFE,5742.0000,5774.4000,5415,5771.0000,427
2017-01-20,IC1701.CFE,6049.8000,6118.4000,0,6118.9000,4441
2017-01-20,IC1702.CFE,5988.0000,6082.8000,17050,6090.2000,8844
2017-01-20,IC1703.CFE,5926.6000,6038.4000,8975,6042.4000,1519
2017-01-20,IC1706.CFE,5769.8000,5907.2000,5380,5900.4000,699
2017-01-23,IC1702.CFE,6095.0000,6114.2000,17137,6112.8000,6444
2017-01-23,IC1703.CFE,6048.0000,6055.6000,9092,6057.0000,1183
2017-01-23,IC1706.CFE,5918.2000,5925.0000,5290,5919.4000,642
2017-01-23,IC1709.CFE,5800.4000,5837.8000,216,5836.2000,216
2017-01-24,IC1702.CFE,6109.8000,6123.0000,16783,6115.0000,5648
2017-01-24,IC1703.CFE,6055.6000,6060.0000,9292,6057.4000,955
2017-01-24,IC1706.CFE,5926.2000,5912.8000,5194,5903.8000,429
2017-01-24,IC1709.CFE,5815.8000,5812.6000,383,5800.0000,255
2017-01-25,IC1702.CFE,6102.4000,6155.0000,16893,6145.4000,5634
2017-01-25,IC1703.CFE,6050.0000,6100.0000,9426,6090.4000,892
2017-01-25,IC1706.CFE,5894.6000,5944.0000,5166,5936.2000,351
2017-01-25,IC1709.CFE,5793.0000,5835.0000,455,5825.2000,173
2017-01-26,IC1702.CFE,6162.8000,6188.8000,16655,6180.6000,4638
2017-01-26,IC1703.CFE,6104.4000,6120.2000,9411,6119.8000,642
2017-01-26,IC1706.CFE,5975.2000,5984.8000,5158,5977.8000,348
2017-01-26,IC1709.CFE,5852.6000,5870.0000,507,5868.0000,122
2017-02-03,IC1702.CFE,6190.0000,6165.0000,16991,6159.6000,5183
2017-02-03,IC1703.CFE,6120.2000,6109.8000,9730,6099.2000,947
2017-02-03,IC1706.CFE,5987.0000,5965.8000,5131,5958.4000,297
2017-02-03,IC1709.CFE,5879.2000,5853.0000,522,5846.0000,78
2017-02-06,IC1702.CFE,6171.2000,6199.6000,16534,6191.6000,6191
2017-02-06,IC1703.CFE,6115.0000,6137.0000,9947,6126.0000,1326
2017-02-06,IC1706.CFE,5979.4000,5972.2000,5186,5963.6000,422
2017-02-06,IC1709.CFE,5866.2000,5861.4000,565,5850.0000,91
2017-02-07,IC1702.CFE,6200.0000,6187.4000,15817,6184.2000,6258
2017-02-07,IC1703.CFE,6137.0000,6116.8000,10466,6110.2000,1680
2017-02-07,IC1706.CFE,5970.0000,5926.2000,5420,5922.4000,474
2017-02-07,IC1709.CFE,5850.4000,5810.2000,654,5806.8000,120
2017-02-08,IC1702.CFE,6180.0000,6246.6000,15080,6245.0000,6954
2017-02-08,IC1703.CFE,6113.0000,6174.4000,10934,6168.8000,2064
2017-02-08,IC1706.CFE,5968.0000,5990.0000,5615,5974.6000,625
2017-02-08,IC1709.CFE,5806.8000,5862.6000,708,5853.6000,123
2017-02-09,IC1702.CFE,6248.0000,6284.8000,14217,6285.2000,6392
2017-02-09,IC1703.CFE,6168.6000,6210.0000,11561,6207.0000,2040
2017-02-09,IC1706.CFE,5996.6000,6013.0000,5737,6009.6000,520
2017-02-09,IC1709.CFE,5856.2000,5876.8000,797,5874.0000,155
2017-02-10,IC1702.CFE,6288.0000,6294.2000,12676,6293.0000,7018
2017-02-10,IC1703.CFE,6209.4000,6215.2000,12196,6213.6000,1923
2017-02-10,IC1706.CFE,6018.8000,6014.2000,5877,6004.2000,491
2017-02-10,IC1709.CFE,5888.0000,5870.8000,932,5867.2000,192
2017-02-13,IC1702.CFE,6295.2000,6330.2000,11263,6336.6000,6313
2017-02-13,IC1703.CFE,6215.2000,6252.8000,13380,6254.6000,2510
2017-02-13,IC1706.CFE,6015.0000,6051.4000,5903,6049.0000,515
2017-02-13,IC1709.CFE,5860.0000,5912.6000,1010,5910.8000,183
2017-02-14,IC1702.CFE,6338.8000,6332.0000,9568,6335.6000,5295
2017-02-14,IC1703.CFE,6252.6000,6253.0000,14663,6250.8000,2836
2017-02-14,IC1706.CFE,6048.6000,6046.0000,6008,6036.6000,511
2017-02-14,IC1709.CFE,5910.8000,5896.0000,1076,5890.4000,135
2017-02-15,IC1702.CFE,6335.8000,6289.6000,7294,6302.4000,5833
2017-02-15,IC1703.CFE,6249.8000,6200.2000,16712,6212.2000,4539
2017-02-15,IC1706.CFE,6040.8000,5975.0000,6131,5983.8000,722
2017-02-15,IC1709.CFE,5900.0000,5829.0000,1192,5847.0000,190
2017-02-16,IC1702.CFE,6289.6000,6345.0000,3919,6336.0000,4994
2017-02-16,IC1703.CFE,6200.2000,6260.4000,19720,6251.4000,6413
2017-02-16,IC1706.CFE,5976.2000,6045.0000,6264,6035.6000,591
2017-02-16,IC1709.CFE,5839.6000,5917.0000,1266,5892.8000,165
2017-02-17,IC1702.CFE,6336.0000,6313.4000,0,6313.8700,3529
2017-02-17,IC1703.CFE,6295.8000,6213.0000,22146,6213.2000,8960
2017-02-17,IC1706.CFE,6080.0000,6005.4000,6552,6008.6000,1211
2017-02-17,IC1709.CFE,5967.8000,5861.6000,1506,5868.8000,465
2017-02-20,IC1703.CFE,6220.2000,6313.8000,24030,6294.2000,10098
2017-02-20,IC1704.CFE,6147.4000,6234.8000,477,6217.6000,503
2017-02-20,IC1706.CFE,6012.0000,6102.2000,6656,6086.0000,1005
2017-02-20,IC1709.CFE,5868.8000,5960.0000,1590,5942.6000,329
2017-02-21,IC1703.CFE,6311.0000,6341.0000,24288,6347.6000,9310
2017-02-21,IC1704.CFE,6238.4000,6268.8000,743,6272.0000,598
2017-02-21,IC1706.CFE,6097.0000,6138.2000,6684,6144.2000,809
2017-02-21,IC1709.CFE,5980.6000,5993.0000,1633,5995.6000,297
2017-02-22,IC1703.CFE,6348.0000,6389.6000,24194,6382.2000,9035
2017-02-22,IC1704.CFE,6266.2000,6315.4000,989,6304.4000,502
2017-02-22,IC1706.CFE,6139.6000,6186.2000,6789,6174.8000,760
2017-02-22,IC1709.CFE,5993.8000,6013.2000,1818,6004.0000,384
2017-02-23,IC1703.CFE,6389.4000,6397.6000,24815,6378.6000,9983
2017-02-23,IC1704.CFE,6310.6000,6325.0000,1276,6304.4000,638
2017-02-23,IC1706.CFE,6178.4000,6193.8000,6936,6175.2000,858
2017-02-23,IC1709.CFE,6015.8000,6027.0000,1920,6007.0000,357
2017-02-24,IC1703.CFE,6390.4000,6410.6000,24494,6402.2000,8443
2017-02-24,IC1704.CFE,6315.6000,6336.0000,1525,6326.8000,567
2017-02-24,IC1706.CFE,6190.2000,6211.6000,6956,6200.4000,747
2017-02-24,IC1709.CFE,6023.6000,6046.2000,2016,6039.6000,288
2017-02-27,IC1703.CFE,6410.0000,6348.0000,24567,6346.8000,9370
2017-02-27,IC1704.CFE,6332.2000,6270.4000,1886,6271.0000,659
2017-02-27,IC1706.CFE,6205.2000,6142.0000,7055,6142.0000,739
2017-02-27,IC1709.CFE,6046.2000,5969.2000,2147,5975.6000,381
2017-02-28,IC1703.CFE,6350.2000,6376.4000,24091,6371.6000,9387
