name,reference,window,diff_sharpe,ci_lo,ci_hi,p_value,boot_mean,boot_sd,block,n_boot,seed,n_obs
two_pool_spotclose_futclose_3bps_separate,legacy_spotcarry_separate,full,-0.16688110760601238,-0.4602301030812085,0.11862321135909144,0.25537231384307846,-0.169930019463441,0.1457796787263177,20,2000,20260914,2776
two_pool_spotclose_futclose_3bps_separate,legacy_spotcarry_separate,dual_listed,0.028969654443071757,-0.36943746472808,0.47832432673761643,0.8950524737631185,0.022545837386361782,0.22019762250153257,20,2000,20260914,1005
two_pool_spotclose_futopen_3bps_separate,legacy_spotcarry_separate,full,-0.20259178565096891,-0.37542383463855916,-0.04355628892977269,0.014992503748125937,-0.20333355357863064,0.08407403216300986,20,2000,20260914,2776
two_pool_spotclose_futopen_3bps_separate,legacy_spotcarry_separate,dual_listed,-0.03281166231050947,-0.2542796084575228,0.17904708284495935,0.7766116941529235,-0.038711733019745155,0.10999721902768586,20,2000,20260914,1005
