signal,kou_jing,window,seg,ann,sharpe,maxdd,calmar,turnover,hit,n_obs
A4,500,full,full,0.31247415832263264,1.2759117430604714,-0.286696363703148,1.0899132248715075,21.307817589576548,0.532013201320132,3070
A4,500,full,long,0.27415478907438806,1.7449470386396635,-0.16664338782248356,1.6451585187792195,10.614006514657982,0.5598726114649681,3070
A4,500,full,short,0.03831936924824456,0.2037427836160895,-0.4737341494588305,0.08088791844965923,10.693811074918566,0.4613935969868173,3070
A4,500,2014-2020,full,0.3281807310399322,1.2288929941803965,-0.286696363703148,1.1446979194327631,22.8207381370826,0.5242951409718056,1707
A4,500,2014-2020,long,0.321438294919314,1.9398692976438199,-0.11981468370513504,2.682795505352052,11.338605741066198,0.5670225385527876,1707
A4,500,2014-2020,short,0.0067424361206182126,0.03219015234682498,-0.4737341494588305,0.014232531322304766,11.482132396016404,0.43964562569213733,1707
A4,500,2021-2023,full,0.18872927829949793,1.1134717589937406,-0.1617698783048075,1.1666527803395723,16.85006877579092,0.5371900826446281,727
A4,500,2021-2023,long,0.1026975020373748,0.9284390166181534,-0.1314400358158464,0.7813258829391888,8.42503438789546,0.5487179487179488,727
A4,500,2021-2023,short,0.0860317762621231,0.6682301251911124,-0.17309038856381131,0.49703381554549303,8.42503438789546,0.4903047091412742,727
A4,500,2024-2026,full,0.4027928231456894,1.5775668327920078,-0.2452397508542189,1.6424450838115836,22.342767295597483,0.5448818897637795,636
A4,500,2024-2026,long,0.3357324289462006,1.8993933163237915,-0.16292553423965028,2.0606495508086864,11.171383647798741,0.5535714285714286,636
A4,500,2024-2026,short,0.06706039419948884,0.3630844268137513,-0.22010099394936466,0.30468010614671015,11.171383647798741,0.4878048780487805,636
A4,1000,full,full,0.40362001043599843,1.5184087042241752,-0.29857551233971247,1.3518188657640775,21.307817589576548,0.5323432343234323,3070
A4,1000,full,long,0.2528869771473554,1.4823838973625023,-0.17525563798797328,1.4429605806160113,10.614006514657982,0.5585987261146497,3070
A4,1000,full,short,0.1507330332886431,0.7366936592292687,-0.42809264260097746,0.35210376981213487,10.693811074918566,0.4651600753295669,3070
A4,1000,2014-2020,full,0.43811303803773716,1.5401346976583359,-0.29857551233971247,1.4673441723488094,22.8207381370826,0.531493701259748,1707
A4,1000,2014-2020,long,0.26067444164770603,1.4651155757263699,-0.17337154308540537,1.5035595635166839,11.338605741066198,0.5551601423487544,1707
A4,1000,2014-2020,short,0.17743859639003107,0.7964366882557931,-0.42809264260097746,0.41448644226156556,11.482132396016404,0.4640088593576966,1707
A4,1000,2021-2023,full,0.2674380279961728,1.3453539435549038,-0.1417441896340964,1.8867653671487135,16.85006877579092,0.5261707988980716,727
A4,1000,2021-2023,long,0.131753523975514,1.0357723597638406,-0.13112304389356433,1.0048083087703594,8.42503438789546,0.5487179487179488,727
A4,1000,2021-2023,short,0.1356845040206588,0.8852486884158863,-0.1743209474658245,0.77836029457825,8.42503438789546,0.4709141274238227,727
A4,1000,2024-2026,full,0.45560767839309335,1.6247668175764154,-0.25943482258268524,1.756154682156769,22.342767295597483,0.5401574803149606,636
A4,1000,2024-2026,long,0.3615090278377533,1.884324201357329,-0.1752556379879726,2.06275262803564,11.171383647798741,0.5773809523809523,636
A4,1000,2024-2026,short,0.09409865055534004,0.4586610020459983,-0.28734283216822154,0.3274786771094783,11.171383647798741,0.4603658536585366,636
A4,blend,full,full,0.3580470843793156,1.414188637127046,-0.2925550608889208,1.223862213462994,21.307817589576548,0.53003300330033,3070
A4,blend,full,long,0.2635208831108717,1.6207101676404607,-0.166666862423816,1.581123441567924,10.614006514657982,0.5605095541401274,3070
A4,blend,full,short,0.09452620126844381,0.48578815282934545,-0.45114102091081476,0.2095269480873266,10.693811074918566,0.45699937225360954,3070
A4,blend,2014-2020,full,0.3831468845388347,1.3991689318599032,-0.2925550608889208,1.309657345781861,22.8207381370826,0.5272945410917816,1707
A4,blend,2014-2020,long,0.29105636828351,1.7053473108535933,-0.1348188666457083,2.1588697155300944,11.338605741066198,0.5634638196915777,1707
A4,blend,2014-2020,short,0.09209051625532468,0.42904305965742917,-0.45114102091081476,0.20412800429764041,11.482132396016404,0.4496124031007752,1707
A4,blend,2021-2023,full,0.22808365314783535,1.2560757952402728,-0.15035075042658586,1.5170104073355148,16.85006877579092,0.5261707988980716,727
A4,blend,2021-2023,long,0.11722551300644438,1.000930606530241,-0.1312448943202561,0.8931815108967024,8.42503438789546,0.5384615384615384,727
